Orthogroup	Noccaea_praecox	Cochlearia_excelsa
OG0000197	Np001G016100	g40833
OG0000197	Np002G087170	g18526, g7663
OG0000200	Np004G217530	g27759, g27721
OG0000200	Np004G253810, Np003G178590, Np003G177800, Np003G177780, Np003G180100, Np003G179170, Np003G178080	g49523
OG0000201	Np007G379560	g11846
OG0000204	Np007G381450	g36933
OG0000205	Np004G252280	g50750, g32507
OG0000205	Np001G056450, Np004G200620, Np004G227010, Np004G227020, Np004G200770	g53988
OG0000206	Np004G216740	g37022
OG0000207	Np002G073040	g4045
OG0000207	Np002G073110, Np002G073100	g4046
OG0000208	Np001G040580	g19610
OG0000209	Np002G123960, Np002G123970	g40830, g40827
OG0000209	Np002G123940, Np002G091400	g32745, g32744
OG0000210	Np007G372760, Np001G024450	g28290
OG0000210	Np004G205190	g11480, g11479
OG0000213	Np005G312500	g7432
OG0000213	Np006G368000	g28220
OG0000214	Np007G375860	g36825, g36830
OG0000214	Np003G186320, Np003G186260	g1023, g25454, g25477
OG0000215	Np003G161640	g49412, g16651, g46380, g31873, g44183, g31839
OG0000216	Np004G202700, Np005G274080, Np005G314870	g53737
OG0000216	Np006G361190	g47412
OG0000216	Np004G202710, Np005G314880, Np005G274090	g53736
OG0000218	Np004G241490	g31564
OG0000218	Np004G241460	g49926
OG0000218	Np001G027310	g10793
OG0000219	Np003G187720, Np001G006210, Np001G006190, Np001G008170	g311
OG0000219	Np001G006200, Np001G008160, Np001G006180	g18634
OG0000221	Np007G412330	g43665, g43500
OG0000222	Np001G027170, Np002G091350, Np003G181880, Np001G027180, Np001G036270, Np003G167420	g2261, g45344, g10741, g44563, g51060, g5898, g28476, g32750, g41189, g41204
OG0000223	Np006G350810	g34729, g34084, g53939, g21248, g3486, g14657, g33576, g15009, g14990, g43116, g14728, g42853, g16371, g53613, g20491, g53721, g48829, g34508, g3349, g9312, g52457, g9279, g43462, g51215, g8900, g4365, g7972, g54204, g34901, g30585, g9016, g42020, g19915, g25104, g53617, g51451, g42776, g30149, g33519, g43187, g42106, g35201, g52541, g22021, g49016, g52470, g33575, g49037, g33356, g34319, g8812, g52744, g42898, g34245, g15727, g14980, g14969, g52340, g19843, g34987, g3494, g42896, g21119, g9145, g49240, g52901, g34855, g7995, g33612, g14475, g34868, g52314, g48882, g15754, g4250, g48304, g21850, g52536, g8518, g14352, g42105, g16123, g15443, g16130, g30100, g33634, g41903, g52722, g4682, g52718, g43498, g3351, g16706, g35200, g16370, g30148, g16446, g33524, g42733, g52319, g26155, g19896, g3777, g22029, g34988, g20867, g3792, g33348, g17763, g35933, g38668, g20837, g43186, g25103, g16445, g14819, g33518, g34221, g48302, g19916, g26542, g15871, g26459, g4270, g16133, g14975, g51357, g51452, g42805, g34822, g42777, g8899, g14989, g14727, g14656, g4047, g25102, g21247, g48253, g33577, g3239, g14976, g43115, g41923, g41925, g52409, g43472, g54409, g49038, g49121, g42852, g18560, g53356, g53361, g8813, g38804, g43258, g25956, g24912, g42902, g50737, g4712, g24925, g26274, g16191, g30191, g42512, g53977, g26628
OG0000224	Np002G096650, Np002G121630, Np002G121680, Np002G121650, Np002G121690	g40852
OG0000225	Np004G212510	g27682
OG0000226	Np004G243800, Np004G243970, Np004G243900, Np001G063350, Np001G063340	g32332, g32334, g32337, g11864, g35799
OG0000228	Np002G084540	g44677
OG0000229	Np005G309490	g47707
OG0000230	Np002G077370	g44430
OG0000230	Np001G017180, Np001G016820, Np002G077300	g19589, g44426
OG0000231	Np003G174440	g13807, g46733
OG0000231	Np004G203320	g18039
OG0000234	Np001G058680	g19128
OG0000234	Np001G058670	g2235
OG0000234	Np006G333910	g51765
OG0000234	Np003G140390	g29346
OG0000234	Np001G058700	g19126
OG0000235	Np004G217630	g27763
OG0000235	Np004G196020, Np004G196000	g6133, g39573, g39563, g2100, g6386, g39569, g6136, g6130
OG0000236	Np007G382490	g13483
OG0000237	Np003G170770	g6529
OG0000237	Np006G349720, Np002G102550	g52606, g16443
OG0000240	Np006G347290	g26214
OG0000240	Np002G104290	g24726
OG0000244	Np005G286400, Np003G183740	g17320
OG0000246	Np001G034750	g32856, g43081, g6314, g6240
OG0000246	Np010G434470	g6498
OG0000246	Np003G147670	g49748, g37302, g2639, g36782, g18541, g34698
OG0000246	Np001G034740	g2800
OG0000248	Np002G112170	g41086, g41090, g41083
OG0000249	Np003G177600, Np006G338400	g37185, g43113, g43105, g51605
OG0000251	Np002G076230	g53852, g33562, g32888, g26702
OG0000252	Np004G205500	g45347
OG0000253	Np003G170230	g30425, g30424, g30421, g30418, g21279, g20461
OG0000254	Np007G383010	g6897
OG0000254	Np001G046190	g1607
OG0000256	Np004G200500, Np004G200520	g51896, g51897
OG0000256	Np003G183110	g50554
OG0000257	Np007G377790, Np007G377770, Np005G314040, Np007G372930	g999, g1000, g41020
OG0000257	Np007G377760	g36491, g31669, g24015, g11568, g22762, g48005
OG0000258	Np003G156210	g39309
OG0000258	Np001G049130, Np001G022660, Np001G022680	g16641
OG0000260	Np005G316660	g46771
OG0000261	Np002G118890, Np001G020530, Np005G302370, Np002G107620, Np001G046080, Np005G305350, Np002G094330, Np005G297150, Np002G100940, Np006G343230, Np002G100610, Np008G425880, Np001G037380, Np002G102350, Np003G171500, Np004G229620, Np010G433380	g53714, g14389
OG0000264	Np003G185830	g25493
OG0000264	Np007G393650, Np003G185820	g39627
OG0000266	Np003G177610, Np001G046580	g27624
OG0000266	Np001G053260, Np001G053250	g11014, g40790
OG0000268	Np001G026200	g1514
OG0000268	Np003G125800	g45297
OG0000268	Np001G057220	g19165
OG0000269	Np001G012990, Np003G174460	g16095, g42905
OG0000269	Np009G432510	g32698
OG0000269	Np009G432500	g42542, g35682
OG0000269	Np004G206800	g32697
OG0000270	Np005G265330	g23060, g18216, g18323
OG0000270	Np002G077720	g50111
OG0000271	Np003G150700, Np003G184840	g40469
OG0000272	Np007G398010	g1845, g24476
OG0000274	Np003G152640	g28758
OG0000276	Np005G309120	g17712, g53651
OG0000276	Np001G039310	g17631
OG0000277	Np005G302360	g17643
OG0000277	Np005G302420	g47117
OG0000278	Np005G260810, Np005G260780, Np005G260850	g10751, g26081, g26058
OG0000278	Np008G426890, Np009G429180	g27505, g27502
OG0000279	Np004G200390	g53521
OG0000280	Np006G359880	g4161, g52352
OG0000280	Np001G041300	g52882
OG0000281	Np003G130210, Np002G090820, Np004G197150	g36419
OG0000282	Np003G133490	g29623
OG0000282	Np003G133510	g45483
OG0000282	Np003G133530	g29622
OG0000283	Np001G041380, Np001G041420, Np001G041390, Np001G041410	g11114, g11113, g39732
OG0000284	Np001G014190	g10112
OG0000284	Np007G375910, Np007G417960	g12521
OG0000285	Np007G402150, Np002G103790	g449
OG0000287	Np007G380720, Np007G380760, Np007G380730	g13375
OG0000287	Np007G380790	g13376
OG0000290	Np007G394710	g11997
OG0000290	Np001G003170, Np004G255370, Np005G316560	g16860
OG0000294	Np007G392540	g6947
OG0000294	Np004G257900, Np003G187470	g39522, g25429
OG0000295	Np007G405240	g7146, g7145
OG0000296	Np005G314280	g40743
OG0000297	Np003G151840	g41326
OG0000298	Np005G289560, Np005G289430, Np005G289420	g26940, g34492
OG0000299	Np006G367710	g6206, g50959
OG0000299	Np004G208320	g27806
OG0000300	Np007G389100	g13574, g6349
OG0000300	Np005G298690	g51227
OG0000300	Np007G388090	g53214, g52576, g53200, g11641
OG0000301	Np004G225550, Np006G356740, Np004G197240, Np002G077850, Np007G412040, Np002G074480, Np003G156020, Np005G314010, Np001G031450	g14672, g43509, g3110, g32825, g11542, g25301, g30948, g40323
OG0000303	Np002G108940	g14940
OG0000303	Np005G299670	g20406, g21339, g26299
OG0000304	Np002G114110, Np003G180320	g11024, g11016, g11018
OG0000306	Np002G104300	g21132, g21058, g20064, g3674, g20683, g16515, g15348, g20616, g48433, g8341, g21048, g48511, g20060, g48531, g39053, g21758, g21754, g14448, g48425, g20442, g21666, g3997, g3911, g3867, g21759, g26583, g15088, g34873, g20659, g21994, g9577, g43125, g49141, g20649, g42462, g20538, g21027, g22535, g20456, g15461, g53511, g1279, g3998, g48510, g20278, g15831, g48406, g8919, g30338, g38779, g34129, g9489, g21298, g20063, g48449, g48532, g3675, g21057, g15701, g30552, g20682, g46202, g15322, g20114, g42393, g8567, g49110, g20081, g38889, g20957, g8472, g30208, g42312, g15717, g26573, g9615, g33847, g48448, g1280, g15127, g15485, g20948, g21584, g21618, g48488, g48502, g15404, g29903, g8282, g20083, g39019, g38755, g9103, g48477, g21023, g9543, g26552, g39159, g39043, g49221, g33669, g33642, g20728, g38992, g3776, g20980, g30135, g38702, g14342, g20771, g15690, g33995, g9368, g33981, g34111, g8464, g26549, g42537, g48490, g33861, g8336, g38981, g21270, g20956, g38960, g20933, g30639, g38574, g25313, g20715, g20033, g8884, g16107, g20761, g34878, g52985, g38713
OG0000310	Np003G153250, Np003G152770	g19547, g28753
OG0000310	Np003G152090, Np001G045800, Np003G152100	g41320, g28797, g28774, g28802, g859
OG0000311	Np003G143670	g45737
OG0000311	Np004G199430	g36325
OG0000311	Np007G393150	g6918, g13293
OG0000311	Np005G312280	g46788
OG0000311	Np002G095870	g45009
OG0000313	Np005G309150	g17626
OG0000314	Np004G255460	g26947, g49462
OG0000314	Np006G357070	g51309
OG0000314	Np004G255440	g30904
OG0000314	Np006G357690	g51329
OG0000315	Np006G328650	g16098
OG0000316	Np006G331480, Np006G331350, Np006G331360, Np006G358410, Np004G208610	g37360, g37362, g37913, g17870
OG0000316	Np006G331420	g51921
OG0000319	Np003G151880, Np005G304320, Np004G196850, Np005G304300	g28817, g849, g41323, g31094, g49601, g27017
OG0000321	Np004G208960	g32189
OG0000321	Np005G311650	g38273, g38276
OG0000321	Np005G311700	g46827, g46812
OG0000322	Np002G073460	g46450
OG0000322	Np004G211110	g50458
OG0000322	Np006G331820, Np002G082860	g51878, g53520
OG0000323	Np005G277400	g47638
OG0000325	Np005G299970	g11614
OG0000325	Np005G299980	g53445
OG0000327	Np001G057660, Np001G057680, Np001G057670	g11293, g11292, g11294
OG0000328	Np005G304570	g24521, g24516, g24520
OG0000328	Np004G232390, Np005G314470	g53328, g37787, g37784, g53311, g53348, g53326, g53330
OG0000328	Np005G314440	g46723
OG0000330	Np007G378870	g41256
OG0000330	Np001G049070, Np001G049100	g1956
OG0000332	Np003G147850, Np003G147860	g41419
OG0000332	Np004G197090	g54159
OG0000334	Np001G056660	g2329
OG0000334	Np006G336790	g37230
OG0000335	Np005G276000	g37063
OG0000335	Np004G210810	g27709
OG0000336	Np002G081700, Np002G081710	g17997, g17998
OG0000336	Np002G081720	g44587
OG0000338	Np002G112620, Np002G111810, Np004G249560, Np004G249390	g31209, g27091, g31190, g27095
OG0000339	Np004G259200	g25359
OG0000339	Np006G323420	g52289
OG0000340	Np006G326900	g38215
OG0000340	Np006G326830, Np006G326880	g37505
OG0000342	Np005G318870	g53972, g23981
OG0000344	Np001G013610	g10089
OG0000344	Np001G013620, Np001G041870	g10092, g10980
OG0000345	Np004G245050	g49843
OG0000345	Np004G244950, Np004G245040	g27193
OG0000347	Np005G279340, Np007G409890, Np005G279350, Np007G409880	g12309
OG0000348	Np006G350410	g10623
OG0000349	Np005G267200	g18231
OG0000349	Np006G364070	g13748, g13750
OG0000350	Np004G212930	g32411
OG0000351	Np001G009150	g45239
OG0000352	Np004G239260, Np002G116100	g31677
OG0000353	Np007G395330	g44252
OG0000353	Np002G098820	g32289
OG0000353	Np006G357080	g3
OG0000353	Np005G261960	g31395, g44060
OG0000355	Np005G303620	g24488, g24484, g24489, g47089, g47088, g38275
OG0000355	Np004G252470, Np003G174550	g38274
OG0000356	Np001G014370, Np004G217270, Np004G217180, Np004G217110	g35508, g18523, g37782, g4812, g4800, g4814
OG0000358	Np004G256010	g49447, g30863, g26927
OG0000358	Np003G135720	g45514
OG0000359	Np004G213110, Np004G213120	g32419, g32420, g50521
OG0000359	Np006G342100	g37083, g51445
OG0000360	Np001G001460	g9656
OG0000360	Np001G001470	g9658
OG0000361	Np007G410320	g7378
OG0000361	Np001G000650	g50704
OG0000362	Np004G240140	g27336
OG0000362	Np004G240120	g31636
OG0000363	Np003G162340	g4134
OG0000364	Np004G217400, Np003G178990	g53150, g41815, g46567, g31147, g53151, g42117, g33131, g16505, g24639, g16374, g23229, g35057, g16424, g35445, g37807
OG0000368	Np005G269260	g22842
OG0000368	Np005G269240	g16342
OG0000368	Np005G269270	g47982
OG0000368	Np005G269280	g47983
OG0000370	Np004G239200	g23768
OG0000370	Np005G280980, Np005G280970, Np005G280960, Np005G280940, Np005G280920	g47536
OG0000371	Np006G321660, Np003G162330	g7650, g11474
OG0000371	Np006G321270, Np006G321650	g3821
OG0000372	Np005G278400, Np005G278420, Np005G278410, Np005G278390	g17100, g17096, g17097, g17099
OG0000374	Np006G361320	g36851, g36855, g36853, g36852, g36854, g54187
OG0000376	Np007G402510	g14641, g23525
OG0000377	Np002G116500	g41000
OG0000378	Np003G160810	g3460, g53194, g14340, g35740, g25090, g26814, g49158, g24703, g25124, g34269, g53637, g42660, g42669, g24668, g35251, g4719, g26729, g25031, g48278, g22260
OG0000379	Np001G036760	g34499
OG0000379	Np004G234080	g41816
OG0000380	Np002G123760	g41044
OG0000382	Np003G187110	g39537
OG0000382	Np002G107670, Np002G107720	g41120
OG0000383	Np004G211580	g32362, g32361
OG0000383	Np004G211550	g50490
OG0000384	Np007G403160	g7070, g7071, g7072
OG0000386	Np001G056060	g2365
OG0000386	Np001G022850, Np001G022830, Np001G022820	g10579
OG0000387	Np006G327210, Np003G184710	g37493, g37492
OG0000387	Np006G326120	g50869, g6609
OG0000388	Np003G141230, Np006G332610, Np001G004990, Np001G005010, Np006G332630	g22154
OG0000389	Np004G204920	g1975
OG0000390	Np003G162420, Np003G162400	g35026, g34348, g34350, g28458, g28439, g35303
OG0000390	Np007G396900, Np007G396890	g6787
OG0000390	Np007G392350, Np007G392370, Np007G392400, Np007G378210	g13288
OG0000391	Np004G232430	g27516
OG0000396	Np001G019970	g10425
OG0000398	Np007G407090, Np007G407070	g12228, g12223
OG0000398	Np004G191370, Np004G191380, Np004G191360	g27985, g54333
OG0000400	Np001G020000, Np004G204510, Np007G396790, Np005G272210, Np005G272200, Np005G272220, Np003G185880	g50668
OG0000402	Np003G142810	g478, g43406, g12782
OG0000402	Np002G111680, Np005G263270, Np004G225720, Np007G386530, Np001G020580, Np001G051050, Np002G110350, Np006G355770, Np001G026750	g14418
OG0000402	Np004G247170, Np006G355760	g477
OG0000403	Np002G115780	g44123
OG0000403	Np003G137600	g44131, g44135, g17396
OG0000404	Np006G339530, Np001G054740, Np003G131430, Np007G410290	g51571
OG0000405	Np005G295230	g46887, g32218, g47022, g36151, g40695, g39186, g52351, g46888
OG0000405	Np001G042730	g26024, g4278, g43670, g44675
OG0000405	Np001G041290	g10390, g37454, g26023, g28673
OG0000405	Np006G348340	g52971, g24351, g49576, g16418, g14480, g53134, g51479, g43438, g32070, g14481, g53452
OG0000406	Np003G144160	g5012, g5008
OG0000406	Np007G422620	g12661
OG0000408	Np006G365350, Np006G365360	g50999
OG0000408	Np006G365230	g51011
OG0000409	Np001G003030, Np004G243910, Np004G244070	g49864
OG0000409	Np006G336340	g23221
OG0000411	Np007G389260	g13575
OG0000411	Np005G286200	g23976, g17311
OG0000412	Np003G163330	g28489
OG0000412	Np005G278350	g47623
OG0000412	Np004G196050	g36484
OG0000412	Np007G380350	g11899
OG0000413	Np005G279440, Np004G191210	g12238
OG0000414	Np004G225620	g50367
OG0000415	Np004G202110	g4813, g4802
OG0000416	Np006G355480, Np006G355650, Np006G355470, Np006G355660	g37911
OG0000417	Np007G388160	g6467
OG0000419	Np005G317390	g53832
OG0000420	Np006G331960	g23784
OG0000421	Np005G314860	g46706
OG0000421	Np005G314760	g53730, g46707
OG0000422	Np004G249670, Np001G044100	g49629, g49628
OG0000423	Np002G082000	g12212
OG0000423	Np004G191630, Np007G406460	g27989, g54339
OG0000425	Np004G193780	g36594, g54279
OG0000425	Np007G409560	g13131
OG0000426	Np001G025350	g34486
OG0000427	Np002G073180	g43972, g18058, g26185
OG0000429	Np001G012860	g598
OG0000429	Np003G137770	g45564, g29450
OG0000429	Np005G270340	g47815
OG0000430	Np007G377070	g6127
OG0000431	Np002G113550	g44045
OG0000431	Np004G248890	g27100
OG0000431	Np004G248900	g31232
OG0000432	Np003G165250	g39358
OG0000433	Np004G203650	g18132, g16748
OG0000433	Np002G112440	g44024, g44018
OG0000435	Np004G236930	g46992, g26157, g46989, g31807
OG0000436	Np003G157260	g39339, g1080, g28563
OG0000437	Np004G206690	g16330
OG0000437	Np004G206660, Np004G206670, Np001G036170	g32687
OG0000438	Np003G182660	g40411
OG0000438	Np005G285310, Np005G285300	g23955
OG0000439	Np004G253720	g49529
OG0000439	Np001G064720	g2023
OG0000439	Np006G355120	g51246
OG0000440	Np007G422200	g12773
OG0000440	Np007G422160	g17878, g12639
OG0000440	Np004G198320	g36390
OG0000441	Np007G390830	g12088, g12085, g12084, g12086, g12087, g12083
OG0000441	Np007G390750	g12089
OG0000446	Np001G007230	g353
OG0000446	Np004G242300	g27266
OG0000447	Np007G404710	g7121
OG0000447	Np004G211530	g50489, g32357
OG0000448	Np006G360200, Np006G360170, Np001G009660	g10910
OG0000448	Np001G033730	g10911
OG0000449	Np001G045710	g19571
OG0000449	Np003G152360	g1293, g28780, g41309
OG0000449	Np001G045700	g19572
OG0000449	Np003G152370	g41304
OG0000450	Np004G236150	g32550
OG0000450	Np004G219830	g34479, g6329
OG0000452	Np005G273490	g47740
OG0000453	Np001G046100	g54240
OG0000454	Np003G165150	g890
OG0000457	Np003G139280	g5308
OG0000457	Np003G163930, Np003G164080, Np003G164050	g28419
OG0000459	Np005G287320, Np005G287280	g24037
OG0000459	Np005G287330, Np005G287340	g47359
OG0000460	Np006G320930	g50836
OG0000461	Np004G206830, Np004G259930	g49273
OG0000461	Np004G259940	g30720, g1438
OG0000462	Np007G374660	g6231
OG0000463	Np001G046500, Np001G046440, Np001G046450	g11422, g2833
OG0000466	Np006G324960	g12390
OG0000468	Np001G057840	g19139, g11288
OG0000468	Np006G334580	g37303
OG0000471	Np004G211890	g50497
OG0000471	Np005G306540, Np001G015170, Np004G216590, Np004G211860, Np002G114330, Np004G211880	g32378
OG0000472	Np005G317070, Np005G317120, Np005G317110, Np005G317080, Np005G317060	g46683, g46681
OG0000472	Np005G316840	g18100
OG0000473	Np006G321410	g37725
OG0000474	Np001G010930, Np001G049630	g502, g2678, g19454, g19442, g9989
OG0000475	Np002G122020, Np002G121880, Np002G122230, Np002G121910, Np002G121940, Np002G121930, Np002G121870, Np002G122010, Np002G121960	g45250
OG0000476	Np001G013200, Np001G012730	g10073
OG0000481	Np002G118670	g40945
OG0000481	Np002G101110	g24644
OG0000483	Np003G159730, Np003G159870	g39375
OG0000487	Np004G255840, Np006G346030, Np009G431080, Np007G420570	g12606, g30872, g12810, g7774, g7765
OG0000488	Np001G054460, Np001G054430	g11331
OG0000489	Np007G416580, Np007G418540	g31982, g32989
OG0000491	Np003G150780	g21423, g1408
OG0000492	Np005G309470, Np004G201460, Np004G201780, Np007G392380, Np003G157160	g1343, g1338, g43635
OG0000497	Np007G381080	g11659, g23500, g13548, g1698, g52938, g32582
OG0000497	Np003G142090	g35860, g43698
OG0000497	Np007G399200	g53738
OG0000498	Np003G163900	g28420, g918
OG0000498	Np005G277130	g23591
OG0000499	Np005G291890	g24192
OG0000501	Np004G203910	g32899
OG0000501	Np001G046180	g19563, g19561, g19560, g19562
OG0000503	Np002G115090, Np005G318520	g17492
OG0000504	Np003G126850	g37317
OG0000504	Np007G413350	g13045, g12397, g7487
OG0000505	Np001G012450	g580
OG0000505	Np003G174160, Np003G174150	g10042
OG0000506	Np003G131500	g29695
OG0000506	Np002G083270, Np002G083280	g44625, g16494, g45982
OG0000507	Np002G078910, Np002G121110	g16066, g16061
