Orthogroup	Alyssum_gmelinii	Arabidopsis_arenosa
OG0001302	Ag001G058740	jg14847
OG0001303	Ag006G519040	jg8235
OG0001303	Ag004G297490	jg28421
OG0001304	Ag004G307690	jg29150
OG0001304	Ag007G595610	jg17815
OG0001305	Ag007G636670	jg6641
OG0001306	Ag007G636130	jg6611
OG0001306	Ag005G483370	jg24470
OG0001307	Ag005G479630, Ag005G479620	jg24702
OG0001309	Ag002G174770	jg18958
OG0001309	Ag001G074030	jg15338
OG0001310	Ag004G325640	jg30192, jg30204
OG0001310	Ag003G212510	jg3569
OG0001311	Ag007G579540	jg6725
OG0001312	Ag007G643960	jg21429
OG0001313	Ag003G214010, Ag003G292230, Ag003G292240, Ag003G292260	jg2389
OG0001314	Ag005G469610	jg25311
OG0001314	Ag001G001240	jg33741
OG0001315	Ag005G462720	jg25618
OG0001315	Ag001G008290	jg33449
OG0001316	Ag001G026620	jg32898
OG0001316	Ag005G458010	jg25845
OG0001317	Ag001G015320, Ag005G447610	jg26143
OG0001318	Ag001G030180	jg11072
OG0001318	Ag001G031440, Ag001G030250	jg11074
OG0001319	Ag001G070950	jg15228
OG0001320	Ag004G399000, Ag006G503170, Ag006G503570, Ag006G503520, Ag006G503160, Ag006G503130, Ag006G512920, Ag006G505740, Ag006G506760, Ag001G036260, Ag001G054250, Ag007G650490, Ag005G403060, Ag007G650540, Ag007G650520, Ag006G505190, Ag006G503620, Ag006G505220, Ag006G500770, Ag004G316600, Ag004G316630, Ag004G316620	jg10150, jg10149
OG0001321	Ag002G115670, Ag002G120760	jg20363
OG0001321	Ag002G120660, Ag002G115790, Ag002G115770, Ag002G120670, Ag002G120680, Ag002G115760, Ag002G120690, Ag002G115750, Ag002G120650	jg20364, jg1526
OG0001323	Ag008G731160, Ag008G731200	jg11017, jg23442
OG0001328	Ag003G268990	jg9258
OG0001328	Ag006G527520	jg16946
OG0001329	Ag001G050370	jg137, jg291
OG0001330	Ag005G416240	jg27854
OG0001330	Ag003G284980	jg8815
OG0001331	Ag003G259990	jg1398
OG0001331	Ag004G366660	jg1400
OG0001332	Ag004G367740	jg1204, jg1206
OG0001332	Ag004G310650	jg29351
OG0001333	Ag004G312940	jg29505
OG0001334	Ag004G322000	jg29977
OG0001334	Ag008G659210, Ag008G658100	jg12960
OG0001335	Ag006G498270	jg4205
OG0001335	Ag005G475210	jg27442, jg24994
OG0001336	Ag005G472360	jg25122
OG0001336	Ag006G504280	jg4416
OG0001337	Ag008G688300, Ag008G690130	jg22190
OG0001337	Ag003G252180	jg9690
OG0001338	Ag008G690140, Ag008G688290	jg22189
OG0001339	Ag008G696250	jg22402
OG0001340	Ag007G606800	jg4947, jg4948
OG0001341	Ag008G721420	jg6380
OG0001341	Ag007G605860	jg4915
OG0001342	Ag007G604080	jg4829
OG0001342	Ag008G732590	jg23529
OG0001343	Ag007G601080	jg4675
OG0001343	Ag008G724240	jg6171
OG0001344	Ag006G577190	jg10847
OG0001344	Ag002G115550, Ag002G120810	jg20362
OG0001345	Ag006G573830	jg10709
OG0001346	Ag006G562080	jg10490
OG0001346	Ag006G562050	jg10491
OG0001347	Ag001G100170	jg10124
OG0001348	Ag005G414310	jg27906
OG0001349	Ag005G412880	jg27953
OG0001349	Ag003G288330	jg8711, jg8710
OG0001350	Ag006G523310	jg16690
OG0001350	Ag003G292450	jg8537
OG0001351	Ag008G692420	jg11857, jg11858
OG0001351	Ag007G599360	jg1738
OG0001353	Ag006G572170, Ag006G572220, Ag006G572280, Ag006G572260	jg10673
OG0001353	Ag002G104330	jg20536
OG0001354	Ag001G097810	jg16331
OG0001354	Ag002G205960	jg20161
OG0001355	Ag002G192810, Ag004G391720, Ag001G094260	jg16178
OG0001355	Ag002G202600	jg19979
OG0001356	Ag001G088580	jg15895
OG0001357	Ag001G085760	jg15812
OG0001357	Ag002G193300	jg19519
OG0001358	Ag002G191930	jg19480
OG0001358	Ag001G085020	jg15765
OG0001359	Ag001G051540	jg14392
OG0001359	Ag008G709910	jg22915
OG0001360	Ag004G303910	jg28868
OG0001361	Ag007G589050	jg18345
OG0001361	Ag004G302990	jg28802
OG0001362	Ag005G444610	jg26246
OG0001362	Ag007G597690	jg17572
OG0001363	Ag007G607980	jg9747
OG0001364	Ag007G617140	jg5329
OG0001364	Ag005G490500, Ag005G490480	jg23972
OG0001365	Ag005G490390	jg23981
OG0001365	Ag007G617430	jg5340
OG0001366	Ag007G620560	jg5422
OG0001366	Ag005G489320	jg24062
OG0001367	Ag005G481380	jg21605, jg24593
OG0001368	Ag001G006320, Ag002G161550	jg17156
OG0001368	Ag002G164630	jg5244
OG0001370	Ag004G335860	jg30645
OG0001370	Ag003G219980	jg3320
OG0001371	Ag006G511640	jg31014, jg31016
OG0001372	Ag005G488090	jg24142
OG0001372	Ag007G624210	jg5531
OG0001373	Ag001G024310	jg32957
OG0001373	Ag005G455280	jg25953
OG0001374	Ag003G227090	jg3178
OG0001374	Ag004G332300	jg30479
OG0001375	Ag004G324750	jg30111
OG0001375	Ag003G210970	jg3650
OG0001376	Ag005G467830	jg25403
OG0001376	Ag001G003590	jg33653
OG0001377	Ag005G460210, Ag005G460220, Ag005G460140	jg25735
OG0001377	Ag005G460240, Ag005G459960	jg25736
OG0001378	Ag001G025310, Ag001G024910	jg32925
OG0001378	Ag005G457100	jg25888
OG0001379	Ag005G433760	jg26149
OG0001379	Ag001G015150	jg33178
OG0001380	Ag001G014970	jg33185
OG0001381	Ag002G126310, Ag001G027630	jg32876
OG0001382	Ag006G523210	jg16689
OG0001382	Ag001G089840	jg8536
OG0001383	Ag001G091440	jg9406
OG0001384	Ag004G388230, Ag004G393310, Ag004G388350, Ag004G393370, Ag004G388270	jg16773, jg16781
OG0001384	Ag006G564300, Ag006G564270, Ag006G564200	jg16782
OG0001391	Ag005G471520, Ag005G471490, Ag005G471510	jg25181
OG0001392	Ag003G283220	jg8855
OG0001392	Ag005G417600	jg27766
OG0001393	Ag005G416570	jg27836
OG0001393	Ag003G285320	jg8820
OG0001395	Ag003G248450	jg9793
OG0001396	Ag002G139930, Ag001G089620	jg16892, jg15947
OG0001397	Ag004G311550	jg29412
OG0001397	Ag004G369260	jg1099
OG0001398	Ag008G659170, Ag008G658030	jg12937
OG0001398	Ag004G322320	jg29983
OG0001399	Ag008G660940	jg13077
OG0001399	Ag004G320580	jg29913
OG0001400	Ag008G664230	jg13235
OG0001400	Ag004G317820	jg29788
OG0001401	Ag007G649510	jg12560
OG0001401	Ag007G617620	jg5346
OG0001402	Ag007G648970	jg12539
OG0001403	Ag004G381430	jg620
OG0001404	Ag004G380030	jg672
OG0001404	Ag004G315290	jg29652
OG0001405	Ag006G499140	jg4235
OG0001405	Ag005G474760	jg25006
OG0001406	Ag003G292440	jg8538
OG0001406	Ag004G343080	jg6576
OG0001407	Ag008G684220	jg21996
OG0001407	Ag003G253170	jg9640
OG0001409	Ag008G729870	jg23344
OG0001409	Ag007G601630	jg4714
OG0001410	Ag003G262850, Ag002G120020	jg20387
OG0001410	Ag006G576730	jg6349, jg10821
OG0001411	Ag006G575480	jg10786, jg10787
OG0001412	Ag002G103010	jg20601
OG0001413	Ag006G567740, Ag006G567750	jg10361
OG0001414	Ag006G540270	jg31982, jg31988
OG0001415	Ag002G159660	jg18494
OG0001415	Ag007G583150	jg31369
OG0001416	Ag007G581940	jg31482
OG0001417	Ag003G289380	jg8655
OG0001417	Ag006G524320	jg16842
OG0001418	Ag003G295250	jg8389
OG0001418	Ag006G521500	jg16574
OG0001419	Ag007G647650	jg12424
OG0001419	Ag001G081170	jg15600
OG0001420	Ag002G138920	jg7727, jg7725
OG0001420	Ag006G555900, Ag006G555880	jg10354
OG0001421	Ag001G036270	jg10430
OG0001421	Ag005G436870	jg26529
OG0001422	Ag005G484500	jg24396
OG0001422	Ag007G637440	jg6699
OG0001423	Ag002G200290	jg19837
OG0001423	Ag001G092640	jg16083
OG0001424	Ag006G496620	jg4123, jg4124
OG0001424	Ag006G496610	jg4122
OG0001425	Ag008G678130	jg13985
OG0001425	Ag008G717570	jg5934
OG0001426	Ag004G350570	jg2473
OG0001427	Ag004G298430	jg28489
OG0001428	Ag004G299960	jg28600
OG0001428	Ag006G510260	jg7971
OG0001429	Ag006G510160	jg7966
OG0001429	Ag001G098000	jg16339
OG0001430	Ag004G302280	jg28747
OG0001431	Ag004G303000	jg28803
OG0001431	Ag007G589010	jg18349
OG0001432	Ag004G304890	jg28935
OG0001432	Ag007G590910	jg15322, jg18222
OG0001433	Ag004G305660	jg29005
OG0001433	Ag007G591900	jg18143
OG0001434	Ag006G502530, Ag006G502540, Ag007G594530, Ag007G594550	jg17926
OG0001434	Ag006G502770, Ag006G502790	jg4366
OG0001435	Ag004G307510	jg29134
OG0001435	Ag006G521960, Ag007G595260	jg17845
OG0001436	Ag007G626910	jg5604
OG0001436	Ag005G487020	jg24209
OG0001437	Ag007G628100	jg5628, jg32476
OG0001437	Ag005G486760	jg24228
OG0001438	Ag007G637910	jg6760
OG0001438	Ag005G484840	jg24374
OG0001439	Ag003G233670	jg3039
OG0001439	Ag004G329980	jg30369
OG0001440	Ag004G337770	jg30724
OG0001441	Ag003G240490	jg2848
OG0001441	Ag004G339720	jg30815
OG0001442	Ag004G344190	jg2695
OG0001442	Ag003G226090	jg30875
OG0001443	Ag004G348030	jg2568
OG0001444	Ag007G585760, Ag007G585910, Ag007G585900, Ag007G585820, Ag007G585800	jg9917, jg9919, jg9918
OG0001446	Ag007G600600	jg4639
OG0001446	Ag008G725290	jg23055
OG0001447	Ag003G240560	jg2842
OG0001448	Ag001G002970	jg33668
OG0001448	Ag005G468240	jg25380
OG0001449	Ag005G466030	jg25443, jg26701
OG0001449	Ag001G004450	jg33612
OG0001450	Ag001G004470	jg33611
OG0001451	Ag001G007040	jg33505, jg25568
OG0001452	Ag001G007440	jg33483
OG0001452	Ag005G463470	jg25596
OG0001453	Ag001G007950	jg33464
OG0001453	Ag005G462940	jg25611
OG0001454	Ag005G462450	jg25633
OG0001454	Ag001G008380	jg33443
OG0001455	Ag005G460110	jg25738
OG0001455	Ag001G030470, Ag001G031670	jg25835
OG0001456	Ag001G015190	jg33177
OG0001457	Ag005G446320	jg26186
OG0001457	Ag001G014090	jg33200
OG0001459	Ag004G336380	jg30672, jg30671, jg30669, jg30673
OG0001459	Ag004G336470	jg30664
OG0001460	Ag005G485890	jg32521
OG0001461	Ag007G588610	jg12220
OG0001464	Ag003G259130	jg9434
OG0001464	Ag005G407160	jg28119
OG0001465	Ag005G408040	jg28101
OG0001465	Ag003G260200	jg9416
OG0001466	Ag003G269760	jg9248
OG0001469	Ag007G579050	jg31794
OG0001470	Ag002G164510	jg18703
OG0001471	Ag004G373750	jg887
OG0001471	Ag004G312930	jg29504
OG0001472	Ag004G321830	jg29971
OG0001473	Ag008G660970	jg13078
OG0001473	Ag004G320570	jg29912
OG0001474	Ag004G314730, Ag004G314710	jg32108, jg9856, jg9858, jg9857
OG0001475	Ag004G315140	jg29643
OG0001475	Ag004G379590	jg686
OG0001477	Ag006G506990	jg4550
OG0001478	Ag005G476680	jg24896
OG0001478	Ag006G494520	jg4037
OG0001479	Ag001G092540	jg16081, jg25041
OG0001480	Ag007G598680	jg9973
OG0001481	Ag003G276870, Ag003G263080, Ag002G125790, Ag002G130280, Ag003G227030, Ag007G611190, Ag007G611220, Ag003G263070, Ag007G611060	jg5135, jg26815, jg26816, jg26817
OG0001482	Ag007G606260	jg4936
OG0001482	Ag008G721150	jg6394
OG0001483	Ag008G721680	jg6360
OG0001483	Ag007G605530	jg4897
OG0001484	Ag008G721760	jg6358
OG0001485	Ag007G602040	jg4736
OG0001485	Ag008G730290	jg23370
OG0001486	Ag007G601610	jg4712
OG0001487	Ag008G724400	jg6158
OG0001487	Ag007G600860	jg4667
OG0001488	Ag002G115010, Ag002G121280	jg20341
OG0001489	Ag002G140760	jg7683
OG0001489	Ag006G553560	jg10309
OG0001490	Ag007G582360	jg31442
OG0001490	Ag002G160180	jg18517
OG0001491	Ag007G581350, Ag007G581360	jg32216, jg14342, jg31539
OG0001492	Ag003G295180	jg8392
OG0001493	Ag007G584240	jg32739
OG0001493	Ag002G158160	jg20950
OG0001494	Ag002G143040	jg7635
OG0001495	Ag002G123350	jg20290
OG0001495	Ag002G123340	jg20291
OG0001496	Ag005G431170	jg26712
OG0001496	Ag001G038640	jg11464
OG0001497	Ag001G034180	jg11200
OG0001497	Ag001G034190	jg11201, jg11202
OG0001498	Ag003G267300, Ag005G416490, Ag001G080440	jg28051
OG0001500	Ag002G204820	jg20124
OG0001500	Ag001G096910	jg16297
OG0001501	Ag005G455960, Ag005G455950	jg5206
OG0001501	Ag006G540780	jg32124
OG0001501	Ag002G204270	jg20086
OG0001502	Ag002G199890	jg19828
OG0001502	Ag001G092630	jg16082
OG0001503	Ag001G091690	jg16043
OG0001503	Ag002G198680	jg19757
OG0001504	Ag001G090880	jg16005
OG0001504	Ag002G197180	jg19686
OG0001505	Ag001G090690, Ag004G387710	jg15990
OG0001505	Ag002G196780	jg19660
OG0001506	Ag005G478370	jg24803
OG0001506	Ag006G491390	jg3854
OG0001507	Ag008G708090	jg22852
OG0001508	Ag008G729500	jg23316
OG0001509	Ag008G733610	jg23602
OG0001510	Ag007G590940	jg18219
OG0001510	Ag004G304900	jg28936
OG0001511	Ag004G307620	jg29144
OG0001511	Ag007G595470	jg17830
OG0001512	Ag004G308200	jg29182
OG0001512	Ag007G596480	jg17723
OG0001513	Ag005G490410	jg23979
OG0001514	Ag005G486110	jg24271
OG0001515	Ag005G482910	jg2203, jg7563, jg7566, jg26885, jg24501, jg7477, jg27440
OG0001516	Ag005G481240	jg24608
OG0001517	Ag001G080350	jg15566
OG0001517	Ag002G185210	jg19258
OG0001518	Ag002G184990	jg19247
OG0001518	Ag001G080020	jg15543
OG0001519	Ag003G233700	jg3036
OG0001519	Ag004G329970	jg30368
OG0001520	Ag001G054920	jg14625
OG0001520	Ag004G331580	jg30428
OG0001521	Ag003G219030	jg3364
OG0001522	Ag004G341390	jg30869
OG0001522	Ag004G343960	jg2713
OG0001523	Ag004G345430	jg2641
OG0001524	Ag002G106090	jg31272
OG0001524	Ag008G726610	jg23131
OG0001526	Ag008G691010	jg16174
OG0001526	Ag001G094220	jg16890
OG0001527	Ag007G613490	jg5235, jg32275
OG0001527	Ag003G209110	jg3709
OG0001528	Ag007G616430	jg5313
OG0001529	Ag007G632450	jg5763
OG0001530	Ag003G295950, Ag003G295940, Ag003G295960	jg32504
OG0001531	Ag006G503410	jg4381
OG0001532	Ag008G706710, Ag008G706700, Ag004G349410	jg22794
OG0001534	Ag003G212360, Ag003G213740	jg2281, jg3527
OG0001535	Ag001G001430	jg33717
OG0001535	Ag005G469480	jg25319
OG0001536	Ag005G468450	jg25362
OG0001536	Ag001G002680	jg33679
OG0001537	Ag001G007720	jg33468
OG0001537	Ag005G463020	jg25605
OG0001538	Ag005G461050	jg25703
OG0001538	Ag001G009860	jg33378
OG0001539	Ag005G455640, Ag005G455610, Ag006G566250	jg26855
OG0001541	Ag003G262350, Ag003G262030, Ag003G277510	jg1467, jg1466
OG0001541	Ag001G097940	jg16335
OG0001543	Ag003G214460	jg27425
OG0001544	Ag001G033680	jg11163, jg11162
OG0001544	Ag001G033670, Ag001G033250, Ag008G700110, Ag001G033660	jg11161
OG0001545	Ag002G103770	jg20591
OG0001546	Ag002G177010, Ag002G176990	jg19038, jg19037, jg27542
OG0001547	Ag005G432060, Ag005G444920, Ag007G623660, Ag005G444930, Ag005G444910, Ag005G472470	jg26222
OG0001549	Ag003G274680, Ag005G403820, Ag005G403890	jg28279
OG0001550	Ag006G502250	jg4357
OG0001551	Ag003G268670	jg9269
OG0001552	Ag003G272480	jg9192
OG0001552	Ag001G094800	jg17088
OG0001553	Ag004G372180	jg932
OG0001553	Ag004G312310	jg29463
OG0001554	Ag004G314460	jg29607
OG0001554	Ag004G377870	jg756
OG0001555	Ag004G317720	jg29784
OG0001555	Ag008G663730	jg13222
OG0001556	Ag002G168490	jg18822
OG0001556	Ag008G666790	jg13341
OG0001557	Ag005G480370	jg12919, jg3551
OG0001558	Ag006G498110	jg4190
OG0001558	Ag005G475420	jg24988
OG0001559	Ag001G041420	jg21619
OG0001560	Ag004G329740, Ag004G328200	jg21645
OG0001561	Ag008G682160, Ag008G683370	jg21949
OG0001562	Ag008G697450	jg22456
OG0001562	Ag006G499320	jg4245
OG0001563	Ag008G719550	jg5801
OG0001563	Ag007G609430	jg5077
OG0001564	Ag002G171990	jg18890
OG0001564	Ag004G334100	jg30560
OG0001565	Ag007G592440, Ag008G725460	jg23065
OG0001566	Ag002G104090	jg20541
OG0001566	Ag006G572130	jg10668
OG0001567	Ag006G536350, Ag006G538870	jg32097
OG0001567	Ag006G536400, Ag006G538910	jg32096
OG0001568	Ag007G582810, Ag007G582800	jg31393, jg31392, jg31394, jg31395
OG0001569	Ag002G160420	jg18529
OG0001569	Ag007G582030	jg31474
OG0001570	Ag001G090780	jg15998
OG0001570	Ag007G579780	jg31662
OG0001571	Ag003G285500	jg8801
OG0001572	Ag003G292900	jg8512
OG0001573	Ag003G293680	jg8475
OG0001574	Ag003G295450	jg8385
OG0001574	Ag006G521410	jg16568
OG0001575	Ag006G520930	jg16546
OG0001575	Ag003G295850	jg8365
OG0001576	Ag003G278840, Ag005G466390	jg12457, jg12461
OG0001578	Ag002G123460, Ag003G224700, Ag008G724130	jg20283
OG0001579	Ag006G577750	jg20284, jg10891
OG0001581	Ag001G098160	jg16353
OG0001581	Ag002G206130	jg20177
OG0001582	Ag002G198660	jg19755
OG0001583	Ag002G193430	jg19531
OG0001583	Ag001G085640	jg15803
OG0001584	Ag007G644910, Ag004G330870	jg1692, jg1419
OG0001584	Ag001G085050	jg15767
OG0001584	Ag002G191780	jg19482
OG0001585	Ag001G083940	jg15724, jg15657
OG0001585	Ag002G191010	jg19435
OG0001586	Ag008G719690, Ag008G719680	jg5813
OG0001587	Ag008G713740	jg6119
OG0001588	Ag008G707740	jg14469, jg22842
OG0001589	Ag008G729560	jg22811, jg23322
OG0001589	Ag008G690360	jg14683
OG0001590	Ag001G078570	jg15480
OG0001590	Ag008G733560	jg23596
OG0001591	Ag004G299980	jg28603
OG0001591	Ag006G510200	jg7969
OG0001592	Ag004G300590	jg28636
OG0001592	Ag007G599500, Ag007G599510	jg7872
OG0001593	Ag007G588130	jg18441
OG0001593	Ag004G302500	jg28765
OG0001594	Ag004G303670, Ag004G303660	jg28856
OG0001594	Ag007G589450	jg18307, jg18308
OG0001595	Ag005G487920	jg24156
OG0001595	Ag005G487950	jg24155
OG0001596	Ag007G628560	jg5653
OG0001596	Ag005G486450	jg24243
OG0001597	Ag005G482670	jg24516
OG0001599	Ag003G285160	jg21361
OG0001600	Ag002G167520	jg18788
OG0001600	Ag001G070800	jg15221
OG0001601	Ag004G328380, Ag004G328340	jg30304
OG0001601	Ag003G237290, Ag003G237250	jg2955
OG0001602	Ag003G218670	jg3390
OG0001603	Ag004G344540	jg2680
OG0001603	Ag003G241650	jg30892
OG0001604	Ag003G241790	jg30903
OG0001604	Ag004G344830	jg2673
OG0001605	Ag003G241940	jg30906
OG0001605	Ag004G344860	jg2667
OG0001606	Ag006G524130	jg16825
OG0001607	Ag004G316190	jg29703
OG0001607	Ag004G382350	jg593
OG0001608	Ag004G313620	jg29557
OG0001609	Ag007G632100	jg5758
OG0001609	Ag004G300610	jg28641
OG0001610	Ag005G474840, Ag006G499040	jg4227
OG0001611	Ag003G226840, Ag003G226810	jg3182
OG0001611	Ag003G226930	jg3183, jg3184
OG0001612	Ag005G469640	jg25309
OG0001612	Ag001G001150	jg33746
OG0001613	Ag001G006970	jg33513
OG0001613	Ag005G463970	jg25564
OG0001614	Ag001G011210, Ag001G011220	jg33283
OG0001614	Ag005G444000, Ag005G442780	jg26280
OG0001615	Ag005G433970, Ag005G432590	jg18228
OG0001615	Ag004G301920	jg33279
OG0001616	Ag005G415560	jg27886
OG0001616	Ag003G285780	jg8796
OG0001617	Ag003G258680	jg9456
OG0001618	Ag001G000260	jg33802
OG0001618	Ag005G470440	jg25240
OG0001619	Ag001G070790	jg15220
OG0001619	Ag002G167510	jg18787
OG0001621	Ag001G075340	jg22564
OG0001622	Ag004G336820, Ag001G056850	jg30885, jg30887, jg30883
OG0001623	Ag001G082200	jg15638
OG0001624	Ag002G188290	jg493
OG0001625	Ag002G191290	jg19450
OG0001625	Ag002G191600, Ag004G339490, Ag002G191610	jg19453
OG0001625	Ag002G191260	jg19452
OG0001626	Ag003G227320, Ag003G227290, Ag003G227530	jg19589, jg19588
OG0001627	Ag003G246360	jg31263
OG0001627	Ag003G246280	jg31264
OG0001629	Ag008G663580	jg13218
OG0001630	Ag005G488180, Ag007G590600	jg18240, jg18241
OG0001642	Ag003G274030	jg8977
OG0001643	Ag005G417750	jg27755
OG0001643	Ag003G283020	jg8861
OG0001644	Ag004G312500	jg909, jg29476
OG0001645	Ag001G031810, Ag001G031800	jg13195
OG0001646	Ag008G666370	jg13328
OG0001646	Ag004G317180	jg29759
OG0001647	Ag007G655270	jg12709
OG0001647	Ag008G668770	jg13419
OG0001648	Ag007G654460	jg12696
OG0001648	Ag008G669020	jg13455
OG0001650	Ag008G699180	jg13850
OG0001650	Ag007G647790	jg12451
OG0001651	Ag008G699860	jg22545
OG0001652	Ag005G477870	jg24847
OG0001652	Ag006G492330	jg3927
OG0001653	Ag005G476540	jg24907
OG0001654	Ag006G495630	jg4085
OG0001654	Ag005G476310	jg24914
OG0001655	Ag006G500650	jg4308
OG0001655	Ag005G474070	jg25055
OG0001656	Ag005G471300	jg25195
OG0001656	Ag007G612900	jg5196
OG0001657	Ag008G694120	jg22316
OG0001658	Ag008G694910	jg22344
OG0001659	Ag006G508420	jg4584
OG0001659	Ag006G508280, Ag006G508350, Ag006G508390, Ag006G508370	jg4583
OG0001660	Ag006G561170	jg10533
OG0001661	Ag002G144120, Ag002G144650	jg7609
OG0001661	Ag006G551290	jg10250
OG0001662	Ag006G550790	jg10236
OG0001662	Ag002G143570	jg7597
OG0001663	Ag002G148810	jg7339
OG0001663	Ag004G340710	jg30845
OG0001664	Ag002G161170	jg18570
OG0001664	Ag007G580680	jg31585
OG0001665	Ag007G580400	jg31617, jg18969, jg19130
OG0001666	Ag003G286820	jg8754
OG0001666	Ag005G414340	jg27908
OG0001667	Ag003G290900	jg8606
OG0001668	Ag003G291670	jg8576
OG0001669	Ag006G522520	jg16647
OG0001669	Ag003G293970, Ag001G077970	jg8469
OG0001670	Ag003G296200	jg8359
OG0001670	Ag006G520770	jg16537
OG0001671	Ag002G155570, Ag002G149380	jg7187
OG0001672	Ag007G584070	jg31296
OG0001672	Ag006G497930	jg4184
OG0001674	Ag001G037360	jg11360
OG0001674	Ag001G037300, Ag001G037260	jg11359
OG0001675	Ag001G096570	jg16280
OG0001676	Ag002G199630	jg19812
OG0001676	Ag002G199590	jg19811, jg19810
OG0001677	Ag001G090420	jg15980
OG0001677	Ag002G196690	jg19652
OG0001678	Ag001G088790	jg15905
OG0001678	Ag002G195570	jg19602
OG0001679	Ag001G088020	jg15878
OG0001679	Ag002G194650	jg19568
OG0001681	Ag001G099990	jg23737
OG0001682	Ag007G599390	jg7901
OG0001682	Ag004G300850	jg28658
OG0001683	Ag007G587060	jg20801
OG0001684	Ag007G588040	jg20901
OG0001684	Ag004G302440	jg28759
OG0001685	Ag004G302470	jg28762
OG0001685	Ag007G588050	jg20902
OG0001686	Ag007G588230	jg18432
OG0001686	Ag004G302550	jg28769
OG0001687	Ag004G302910	jg28794
OG0001687	Ag007G588540	jg18399
OG0001688	Ag004G305280	jg28967
OG0001688	Ag007G591490	jg18171
OG0001689	Ag004G305770	jg29016
OG0001689	Ag007G592050	jg18129
OG0001690	Ag007G592430	jg18087
OG0001690	Ag004G306000	jg29037
OG0001691	Ag004G306280	jg29061
OG0001691	Ag007G593120	jg18047
OG0001692	Ag004G306470	jg18035
OG0001693	Ag007G594940	jg17872
OG0001693	Ag004G307230	jg29112
OG0001694	Ag007G624060	jg5520
OG0001694	Ag005G488160	jg24133
OG0001695	Ag005G485500	jg24330
OG0001696	Ag005G484450	jg24402
OG0001697	Ag005G481080	jg24619
OG0001698	Ag002G184090	jg19221
OG0001698	Ag001G079680	jg15533
OG0001699	Ag001G072890	jg15289
OG0001699	Ag002G171980	jg18889
OG0001700	Ag003G211910	jg3609
OG0001700	Ag004G325030	jg30131
OG0001701	Ag004G334170	jg30574, jg30564
OG0001701	Ag003G222410	jg3273
OG0001702	Ag003G219020	jg3365
OG0001702	Ag004G336780	jg30685
OG0001703	Ag004G338070	jg30742
OG0001703	Ag003G216990	jg3433
OG0001705	Ag003G241480	jg30884
OG0001705	Ag004G344380	jg2686
OG0001707	Ag008G715840, Ag001G052200	jg31528, jg21053
OG0001707	Ag007G581490	jg32351, jg32353, jg31529
OG0001708	Ag007G634700	jg6554
OG0001708	Ag005G482650	jg24517
OG0001709	Ag008G728620	jg23250
OG0001709	Ag001G055050	jg14613
OG0001710	Ag004G336510	jg30675
OG0001710	Ag003G219320, Ag003G219330	jg3355
OG0001711	Ag005G460900	jg25721
OG0001711	Ag001G031890	jg11107
OG0001712	Ag001G018820, Ag001G019120	jg33083
OG0001712	Ag005G450890	jg26051
OG0001713	Ag001G017550	jg33111
OG0001713	Ag005G449430	jg26095
