Orthogroup	Alyssum_gmelinii	Odontarrhena_muralis
OG0016028	Ag008G728960	Om006G234650
OG0016029	Ag008G706640	Om006G247330
OG0016030	Ag008G706220	Om006G247520
OG0016031	Ag008G706090	Om006G247610
OG0016032	Ag008G706080	Om006G247620
OG0016033	Ag008G705960	Om006G247690
OG0016034	Ag008G705910	Om006G247750
OG0016035	Ag008G705420	Om006G247960
OG0016036	Ag008G705400	Om006G247980
OG0016037	Ag001G067380	Om006G257430
OG0016038	Ag001G067470	Om006G257510
OG0016039	Ag001G059430, Ag001G059610	Om006G257720
OG0016040	Ag001G062450	Om006G258230
OG0016042	Ag001G061190	Om006G258690
OG0016043	Ag005G404140	Om006G258760
OG0016044	Ag001G060480	Om006G259030
OG0016045	Ag001G060060	Om006G259160
OG0016047	Ag001G058090	Om006G259980
OG0016048	Ag008G693250	Om006G260140
OG0016049	Ag008G693200	Om006G260220
OG0016050	Ag008G722290	Om006G239200
OG0016051	Ag008G692620	Om006G260440
OG0016052	Ag008G691760	Om006G260920
OG0016053	Ag008G691620	Om006G261040
OG0016054	Ag008G691600	Om006G261070
OG0016055	Ag007G581470	Om007G290350
OG0016056	Ag001G056170	Om006G262490
OG0016057	Ag001G056120	Om006G262530
OG0016058	Ag001G056080	Om006G262630
OG0016059	Ag001G055900	Om006G262770
OG0016060	Ag001G055670	Om006G262920
OG0016061	Ag001G055610	Om006G263030
OG0016062	Ag008G728730	Om006G234780
OG0016063	Ag001G054930	Om006G263170
OG0016064	Ag001G055020	Om006G263300
OG0016065	Ag001G055320	Om007G295190
OG0016066	Ag001G055540	Om006G263710
OG0016067	Ag001G054580	Om006G263750
OG0016068	Ag001G054390	Om004G134580, Om006G263910
OG0016069	Ag001G054320	Om006G264060
OG0016071	Ag001G054000	Om006G264410
OG0016072	Ag001G053460	Om006G265640
OG0016073	Ag001G053530	Om006G265750
OG0016074	Ag001G053540	Om006G265760
OG0016075	Ag001G053560	Om006G265770
OG0016076	Ag001G053620	Om006G265860
OG0016077	Ag001G052920	Om006G266450
OG0016078	Ag003G259120	Om006G266660
OG0016079	Ag001G052280	Om006G266860
OG0016081	Ag010G740760, Ag001G050560	Om006G268100
OG0016082	Ag010G740610, Ag001G050290	Om004G174430
OG0016083	Ag003G294360	Om001G040130
OG0016084	Ag008G706630	Om006G247340
OG0016085	Ag005G425290	Om002G077560
OG0016086	Ag008G674450	Om006G268380
OG0016087	Ag001G051870	Om006G268570
OG0016088	Ag002G188530	Om008G328940
OG0016090	Ag008G675130	Om006G268540
OG0016091	Ag004G299600	Om005G179400
OG0016092	Ag004G353930	Om005G211340
OG0016093	Ag004G355810	Om005G212350
OG0016094	Ag004G354250	Om005G211520
OG0016095	Ag004G353870	Om005G211280
OG0016096	Ag004G354700	Om005G211790
OG0016097	Ag004G351710	Om005G210580
OG0016098	Ag004G350810	Om005G210280
OG0016099	Ag005G471150	Om002G056250
OG0016100	Ag004G351380	Om005G210470
OG0016101	Ag004G350600	Om005G210040
OG0016102	Ag004G350510	Om005G209950
OG0016103	Ag004G350500	Om005G209940
OG0016104	Ag004G350440	Om005G209890
OG0016105	Ag004G350430	Om007G301960, Om005G209880
OG0016106	Ag004G349900	Om005G209720
OG0016107	Ag004G349330	Om005G209490
OG0016109	Ag004G348870	Om005G209320
OG0016110	Ag004G348860	Om005G209310
OG0016111	Ag004G348420	Om005G209170
OG0016112	Ag004G347430	Om005G208540
OG0016113	Ag004G346750, Ag006G576530	Om005G208390
OG0016114	Ag004G346430	Om005G208320
OG0016115	Ag004G346150	Om005G208190
OG0016116	Ag004G345990	Om005G208090
OG0016117	Ag008G719840	Om006G240770
OG0016118	Ag004G344630	Om005G207360
OG0016119	Ag004G344550	Om005G207330
OG0016120	Ag004G344180	Om005G207100
OG0016121	Ag004G344070	Om005G206960
OG0016122	Ag004G343450	Om005G206700
OG0016123	Ag004G343390	Om005G206680
OG0016124	Ag004G343250	Om005G206560
OG0016125	Ag004G343130	Om005G206520
OG0016126	Ag004G343090	Om005G206460
OG0016127	Ag004G342810	Om005G206330
OG0016128	Ag004G342680	Om005G206220
OG0016129	Ag004G342610	Om005G206150, Om006G266870
OG0016130	Ag004G342500	Om005G206080
OG0016131	Ag004G342490	Om005G206070
OG0016132	Ag004G342430	Om005G206030
OG0016133	Ag004G342410	Om005G206010
OG0016134	Ag004G342330	Om005G205960
OG0016135	Ag004G342260	Om005G205930
OG0016136	Ag003G240660	Om004G143120
OG0016137	Ag003G214910	Om004G133770
OG0016138	Ag003G215190	Om004G134030
OG0016139	Ag003G215260	Om004G134050
OG0016140	Ag003G215360	Om004G134110
OG0016141	Ag003G216810	Om004G134450
OG0016142	Ag003G217010	Om004G134530
OG0016143	Ag003G218080	Om004G134800
OG0016144	Ag003G218160	Om004G134870
OG0016145	Ag003G218680	Om004G135050
OG0016146	Ag003G219360	Om004G135440
OG0016148	Ag003G219690	Om004G135670
OG0016149	Ag003G219830	Om004G135780
OG0016150	Ag003G220010	Om004G135890
OG0016151	Ag005G425720	Om002G076580
OG0016152	Ag003G220170	Om004G136020
OG0016153	Ag003G220360	Om004G136040
OG0016154	Ag003G220670	Om004G136160
OG0016155	Ag003G220680	Om004G136170
OG0016156	Ag003G221890	Om004G136580
OG0016157	Ag003G222130	Om004G136620
OG0016158	Ag003G222400	Om004G136720
OG0016159	Ag003G222480	Om004G137000
OG0016160	Ag003G223490	Om004G137090
OG0016161	Ag003G224750	Om004G137630
OG0016162	Ag003G225120	Om004G138440
OG0016163	Ag003G225610	Om004G138330
OG0016164	Ag007G584390	Om007G287740
OG0016165	Ag003G226150	Om004G138080
OG0016166	Ag003G226190	Om004G138060
OG0016167	Ag003G226250	Om004G138000
OG0016168	Ag003G227040	Om004G137830
OG0016169	Ag003G227640	Om004G138900
OG0016170	Ag003G228200	Om004G138790
OG0016171	Ag003G228670	Om004G138660
OG0016172	Ag003G228710	Om004G138600
OG0016173	Ag003G229370	Om004G138960
OG0016174	Ag003G229580	Om004G139090
OG0016175	Ag003G229900	Om004G139170
OG0016176	Ag003G229910	Om004G139180
OG0016177	Ag003G230470	Om004G139300
OG0016178	Ag003G230640	Om004G139390
OG0016179	Ag003G231640	Om004G139680
OG0016180	Ag003G231650	Om004G139690
OG0016181	Ag003G231770	Om004G139750
OG0016182	Ag003G233240	Om004G140110
OG0016185	Ag003G235020	Om004G140810
OG0016186	Ag003G236440, Ag006G540890	Om004G141170
OG0016187	Ag003G236620	Om004G141330
OG0016188	Ag003G236730	Om004G141360
OG0016189	Ag003G237150	Om004G141790
OG0016190	Ag003G237580	Om004G141830
OG0016191	Ag003G237610	Om004G141860
OG0016192	Ag003G237630	Om004G141880
OG0016193	Ag003G237810	Om004G141930
OG0016194	Ag003G238170	Om004G142010
OG0016195	Ag003G238990	Om004G142350
OG0016196	Ag003G239300	Om004G142460
OG0016197	Ag003G239460	Om004G142500
OG0016198	Ag003G239660	Om004G142520
OG0016199	Ag003G212710	Om004G132660
OG0016200	Ag003G212470	Om004G132440
OG0016201	Ag003G212460	Om004G132430
OG0016202	Ag003G212420	Om004G132390
OG0016203	Ag003G212290	Om004G132340
OG0016204	Ag003G211870	Om004G131980
OG0016205	Ag003G211190	Om004G131570
OG0016206	Ag003G210640	Om004G131330
OG0016207	Ag003G210510	Om004G131220
OG0016208	Ag003G208200	Om004G130120
OG0016209	Ag003G208190	Om004G130110
OG0016210	Ag003G208060	Om004G129990
OG0016211	Ag003G207960	Om004G129980
OG0016212	Ag003G207900	Om004G129900
OG0016213	Ag003G207630	Om004G129690
OG0016214	Ag003G207820	Om004G129520
OG0016215	Ag003G207760	Om004G129580
OG0016216	Ag003G207750	Om004G129590
OG0016217	Ag003G207740	Om004G129600
OG0016218	Ag005G470570	Om002G056650
OG0016219	Ag006G516370, Ag005G470300	Om002G056840
OG0016220	Ag005G469910	Om002G057090
OG0016222	Ag005G469000	Om002G057830
OG0016223	Ag005G468490	Om002G058030
OG0016224	Ag005G468460	Om002G058040
OG0016225	Ag005G468310	Om002G058170
OG0016226	Ag005G467800	Om002G058630
OG0016227	Ag005G466440	Om002G058920
OG0016228	Ag005G465150	Om002G059820
OG0016229	Ag005G464930	Om002G059960
OG0016230	Ag005G464500	Om002G060250
OG0016231	Ag005G463790	Om002G060770
OG0016233	Ag005G462870	Om002G061340
OG0016234	Ag005G462440	Om002G061610
OG0016235	Ag005G462410	Om002G061640
OG0016236	Ag005G461690	Om002G062030
OG0016237	Ag005G461490	Om002G062200
OG0016238	Ag005G461480	Om002G062210
OG0016239	Ag005G461470	Om002G062220
OG0016240	Ag005G461440	Om002G062280
OG0016241	Ag007G595700	Om007G283590
OG0016242	Ag005G460930	Om002G062770
OG0016243	Ag005G460010	Om002G063110
OG0016244	Ag005G459620	Om002G063380
OG0016245	Ag005G459610	Om002G063390
OG0016246	Ag005G459530	Om002G063440
OG0016247	Ag005G459320	Om002G063500
OG0016248	Ag005G459290	Om002G063530
OG0016250	Ag005G458040	Om002G063990
OG0016251	Ag005G457910	Om002G064050
OG0016252	Ag005G457880	Om002G064080
OG0016253	Ag005G457570	Om002G064190
OG0016254	Ag005G456570	Om002G064610
OG0016255	Ag005G456520	Om002G064670
OG0016256	Ag005G456350	Om002G064770
OG0016257	Ag005G456230	Om002G064820
OG0016258	Ag005G456150	Om002G064870
OG0016259	Ag005G454850	Om002G065340
OG0016260	Ag005G454530, Ag005G453660	Om002G065570
OG0016261	Ag003G274270, Ag005G453440	Om002G065730
OG0016263	Ag005G452670	Om002G066120
OG0016264	Ag005G451010	Om002G066400
OG0016265	Ag005G450750	Om002G066540
OG0016266	Ag005G448860	Om002G067020
OG0016267	Ag005G448810	Om002G067040
OG0016268	Ag005G448630	Om002G067140
OG0016269	Ag005G448470	Om002G067220
OG0016270	Ag005G448400	Om002G067230
OG0016271	Ag005G448160	Om002G067360
OG0016272	Ag005G445900	Om002G068260
OG0016273	Ag004G378700	Om005G224420
OG0016274	Ag005G444720	Om002G068570
OG0016275	Ag005G444710	Om002G068580
OG0016276	Ag005G444590	Om002G068660
OG0016277	Ag005G428490	Om002G074450
OG0016278	Ag005G441330	Om002G069650
OG0016279	Ag005G441660	Om002G069510
OG0016280	Ag005G441750	Om002G069480
OG0016281	Ag005G439600	Om002G070300
OG0016282	Ag005G439160	Om002G070470
OG0016283	Ag005G438330	Om002G070780
OG0016284	Ag005G435790	Om002G071770
OG0016285	Ag005G435560	Om002G071910
OG0016289	Ag005G431190	Om002G073320
OG0016290	Ag005G431160	Om002G073350
OG0016291	Ag005G429730	Om002G074110
OG0016292	Ag005G428960	Om002G074250
OG0016293	Ag005G428920	Om002G074290
OG0016294	Ag003G231970	Om001G023100
OG0016295	Ag007G601240	Om004G167570
OG0016297	Ag005G427470	Om002G074970
OG0016298	Ag004G332830	Om005G201860
OG0016299	Ag005G426880	Om002G075300
OG0016300	Ag005G425880	Om002G077080
OG0016301	Ag005G426100	Om002G076140
OG0016302	Ag007G636910	Om007G293690
OG0016303	Ag008G683560	Om003G113860
OG0016304	Ag005G423530, Ag005G422720	Om002G079490
OG0016307	Ag007G649370	Om008G325430
OG0016308	Ag004G299150	Om002G078890
OG0016309	Ag005G420290	Om002G079570
OG0016310	Ag005G420490	Om002G079710
OG0016312	Ag005G420450	Om002G079740
OG0016313	Ag005G420350	Om002G079980
OG0016314	Ag005G420320	Om002G080020
OG0016315	Ag001G032350	Om002G080170
OG0016316	Ag005G419990	Om002G080190
OG0016317	Ag005G419950	Om002G080350
OG0016318	Ag005G419940	Om002G080280
OG0016319	Ag001G041980	Om003G105740
OG0016321	Ag005G419670	Om002G081170
OG0016322	Ag008G701770	Om002G081320
OG0016323	Ag005G419520	Om002G081510
OG0016324	Ag005G419440	Om002G081630
OG0016325	Ag005G419160	Om002G055380
OG0016326	Ag005G417950	Om002G082560
OG0016327	Ag005G417710	Om002G082640
OG0016328	Ag005G417360	Om002G082960
OG0016329	Ag005G417310	Om002G083040
OG0016330	Ag005G416880	Om002G083670
OG0016331	Ag002G103360, Ag005G416360	Om002G083770
OG0016332	Ag005G414080	Om002G084330
OG0016333	Ag002G201160	Om008G322530
OG0016335	Ag005G412850	Om002G085020
OG0016336	Ag005G410490	Om002G085890
OG0016337	Ag005G410980	Om002G085660
OG0016338	Ag005G411090	Om002G085600
OG0016339	Ag005G411240	Om002G085570
OG0016340	Ag008G701790	Om002G085210
OG0016341	Ag005G409040	Om002G086350
OG0016342	Ag005G408110	Om002G086690
OG0016343	Ag005G407180	Om002G086880
OG0016344	Ag005G406980	Om002G086950
OG0016345	Ag005G405370	Om002G087400
OG0016346	Ag014G742020	Om002G087590
OG0016347	Ag014G741970	Om002G087610
OG0016348	Ag005G402470	Om002G087770
OG0016349	Ag005G402730	Om004G143300, Om002G087880
OG0016350	Ag005G402740	Om002G087890
OG0016351	Ag005G402990	Om002G088010
OG0016353	Ag001G072510	Om006G254670
OG0016354	Ag005G436890	Om002G071330
OG0016355	Ag001G000860	Om003G089780
OG0016356	Ag001G000880	Om003G089800
OG0016357	Ag001G000990	Om003G089880
OG0016358	Ag001G001090	Om003G089950
OG0016359	Ag001G001370	Om003G090180
OG0016360	Ag001G001480	Om003G090240
OG0016361	Ag001G002390	Om003G090620
OG0016362	Ag001G002840	Om003G090910
OG0016363	Ag001G002960	Om003G090980
OG0016364	Ag005G468110	Om002G058310
OG0016365	Ag001G003820	Om003G091540
OG0016366	Ag005G466470	Om002G058880
OG0016367	Ag001G004600	Om003G092140, Om003G092020
OG0016368	Ag001G005100	Om003G092320
OG0016369	Ag001G006520	Om003G093190
OG0016370	Ag001G006820	Om003G093440
OG0016371	Ag001G007120	Om003G093700
OG0016372	Ag001G007630	Om003G094020
OG0016373	Ag001G007650	Om003G094030
OG0016374	Ag001G007710	Om003G094060
OG0016375	Ag001G008070	Om003G094260
OG0016376	Ag001G008270	Om003G094310
OG0016377	Ag001G008390	Om003G094420
OG0016378	Ag001G008740	Om003G094660
OG0016379	Ag001G008940	Om003G094680
OG0016380	Ag001G009050	Om003G094780
OG0016381	Ag001G009170	Om003G094820
OG0016382	Ag001G009260	Om003G094860
OG0016383	Ag001G012230	Om003G096370
OG0016384	Ag001G011860	Om003G096180
OG0016385	Ag001G011850	Om003G096170
OG0016386	Ag001G011600	Om003G096040
OG0016387	Ag001G011240	Om003G095960
OG0016388	Ag001G011010	Om003G095890
OG0016389	Ag001G011000	Om003G095880
OG0016390	Ag001G014030	Om003G096770
OG0016391	Ag001G014120	Om003G096800
OG0016392	Ag001G014460	Om003G096880
OG0016393	Ag001G016230	Om003G097410
OG0016394	Ag001G016580	Om003G097560
OG0016395	Ag001G016910	Om003G097610
OG0016396	Ag001G017090	Om003G097660
OG0016397	Ag001G017530	Om003G097740
OG0016398	Ag001G019840	Om003G098170
OG0016399	Ag001G019880	Om003G098190
OG0016400	Ag001G019890	Om003G098200
OG0016401	Ag001G020400	Om003G098230
OG0016403	Ag001G021280	Om003G098440
OG0016404	Ag001G024880	Om003G099380
OG0016405	Ag001G024920	Om003G099540
OG0016406	Ag001G025590	Om003G099600
OG0016407	Ag001G026040	Om003G099690
OG0016408	Ag001G026690, Ag001G026720	Om003G099790
OG0016409	Ag001G026880	Om003G099830
OG0016410	Ag001G027220	Om003G099880
OG0016411	Ag001G027290	Om003G099920
OG0016412	Ag001G027730	Om003G100050
OG0016413	Ag001G028460	Om003G100130
OG0016414	Ag001G029380	Om003G100320
OG0016415	Ag001G031210, Ag001G029930	Om003G100480
OG0016416	Ag001G031910	Om003G100900
OG0016417	Ag001G032170	Om003G100940
OG0016418	Ag001G032110	Om003G100950
OG0016420	Ag007G580470	Om007G291160
OG0016421	Ag002G160610	Om008G340130
OG0016422	Ag001G065160	Om006G256650
OG0016423	Ag001G064670	Om006G256550
OG0016424	Ag001G064440	Om006G256310
OG0016425	Ag001G064270	Om006G256230
OG0016426	Ag001G069060	Om006G255840
OG0016427	Ag001G069220	Om006G255740
OG0016428	Ag001G069230	Om006G255730
OG0016429	Ag001G069250	Om006G255700
OG0016430	Ag001G071570	Om006G255130
OG0016432	Ag004G328210	Om005G199200
OG0016434	Ag001G073620	Om006G254040
OG0016435	Ag001G073660	Om006G254030
OG0016436	Ag001G065900	Om006G256790
OG0016437	Ag001G065540	Om006G256700
OG0016438	Ag001G066160	Om006G256840
OG0016439	Ag001G066260	Om006G256900
OG0016440	Ag001G066620	Om006G257020
OG0016441	Ag003G242250	Om004G143820
OG0016442	Ag001G066640	Om006G257030
OG0016444	Ag001G075320	Om006G253220
OG0016445	Ag001G075820	Om006G253040
OG0016446	Ag001G076210	Om006G252770
OG0016447	Ag001G076420	Om006G252740
OG0016448	Ag001G076440	Om006G252710
OG0016449	Ag001G078260	Om006G252050
OG0016450	Ag001G078310	Om006G252020
OG0016451	Ag001G078460	Om006G251980
OG0016452	Ag001G080450	Om006G251000
OG0016453	Ag001G080670	Om006G250820
OG0016454	Ag001G080930	Om006G250660
OG0016455	Ag001G081040	Om006G250630
OG0016456	Ag001G081550	Om003G119270
OG0016457	Ag001G082060	Om003G119600
OG0016458	Ag001G082370	Om003G119700
OG0016459	Ag001G083030	Om003G119860
OG0016460	Ag001G083500	Om003G120060
OG0016461	Ag001G083790	Om003G120250
OG0016462	Ag001G085040	Om003G120720
OG0016463	Ag001G085140	Om003G120790
OG0016464	Ag001G085190	Om003G120820
OG0016465	Ag001G085490	Om003G120980
OG0016466	Ag001G085650	Om003G121070
OG0016467	Ag001G085660	Om003G121080
OG0016468	Ag001G086000	Om003G121330
OG0016469	Ag001G075740	Om006G253080
OG0016470	Ag001G087950	Om003G122180
OG0016471	Ag001G087960	Om003G122190
OG0016472	Ag001G088040	Om003G122280
OG0016473	Ag001G088820	Om003G122650
OG0016474	Ag001G090620	Om003G123640
OG0016475	Ag001G090810	Om003G123780
OG0016476	Ag001G091310	Om003G124060
OG0016477	Ag005G425730	Om002G076770
OG0016478	Ag001G091770	Om003G124300
OG0016479	Ag001G091810	Om003G124350
OG0016480	Ag001G092360	Om003G124700
OG0016481	Ag001G092720	Om003G124980
OG0016482	Ag001G093070	Om003G125480
OG0016483	Ag001G093680	Om003G125920
OG0016484	Ag001G093990, Ag001G093940	Om003G126110
OG0016485	Ag001G094630	Om003G126490
OG0016486	Ag001G094840	Om003G126680
OG0016487	Ag001G094930	Om003G126730
OG0016488	Ag001G095200	Om003G126890
OG0016489	Ag001G095580	Om003G127160
OG0016490	Ag001G096000	Om003G127340
OG0016491	Ag001G096410	Om003G127600
OG0016492	Ag001G096810	Om003G127830
OG0016493	Ag001G097390	Om003G127980
OG0016494	Ag001G097400	Om003G127990
OG0016495	Ag001G098130	Om003G128530
OG0016496	Ag001G098080	Om003G128490
OG0016497	Ag001G098430	Om003G128850
OG0016498	Ag001G098470	Om003G128880
OG0016499	Ag001G098510	Om003G128930
OG0016500	Ag001G098750	Om003G129120
OG0016501	Ag001G098770	Om003G129140
OG0016502	Ag001G098790	Om003G129150
OG0016503	Ag001G098800	Om003G129160
OG0016504	Ag001G098880	Om003G129230
OG0016505	Ag001G098910	Om003G129260
OG0016506	Ag001G098980	Om003G129310
OG0016507	Ag001G099000	Om003G129330
OG0016508	Ag001G099040	Om003G129370
OG0016509	Ag001G099050	Om003G129380
OG0016510	Ag004G314220, Ag001G000320	Om003G089550
OG0016511	Ag001G008530	Om003G094550
OG0016512	Ag001G009530, Ag001G009380, Ag001G009540	Om003G094940
OG0016513	Ag001G031820	Om003G100830
OG0016514	Ag002G103390, Ag001G037050, Ag005G405390, Ag007G603970, Ag005G421660, Ag003G291470, Ag003G225110, Ag008G668000, Ag002G102630, Ag008G668120	Om002G044780
OG0016515	Ag001G039090	Om003G104230
OG0016516	Ag001G059910, Ag001G063310	Om006G257870
OG0016517	Ag001G070970	Om006G255210
OG0016518	Ag001G073270	Om006G254210
OG0016519	Ag001G085510, Ag002G120050	Om003G121010
OG0016520	Ag001G085900	Om003G121270
OG0016520	Ag002G119620, Ag001G085800	Om003G121240
OG0016521	Ag001G090850	Om003G123820
OG0016522	Ag001G091240, Ag005G470190	Om003G123970
OG0016523	Ag001G092620	Om003G122780
OG0016524	Ag001G092680	Om003G124930
OG0016525	Ag001G093920	Om002G056290, Om003G126090
OG0016526	Ag001G095840	Om003G127300
OG0016527	Ag001G102060	Om007G275610
OG0016528	Ag002G107160, Ag002G110660, Ag002G110710, Ag002G107260	Om008G359000
OG0016529	Ag002G120240	Om008G361510
OG0016530	Ag002G123670	Om002G051430
OG0016531	Ag002G124480, Ag002G124900	Om008G356830
OG0016533	Ag002G162240	Om005G224170, Om008G339310
OG0016535	Ag002G175840	Om008G334050
OG0016536	Ag002G196610	Om008G325540
OG0016537	Ag002G204670	Om008G319980
OG0016538	Ag002G206020, Ag002G205070, Ag002G205060, Ag002G205890	Om008G319430, Om005G221330
OG0016539	Ag003G218100	Om004G134820
OG0016540	Ag003G218250	Om003G105700, Om006G275520
OG0016541	Ag003G251980	Om001G020710
OG0016542	Ag003G278050	Om001G029920
OG0016543	Ag003G278540	Om003G110460
OG0016544	Ag003G284480	Om001G034000, Om001G034020, Om001G034040
OG0016545	Ag003G297050	Om001G041850
OG0016546	Ag004G298760	Om005G178790
OG0016547	Ag004G302600	Om005G181580
OG0016548	Ag004G304910	Om005G183300
OG0016549	Ag004G306740	Om005G184920
OG0016550	Ag004G309060	Om005G186900
OG0016551	Ag004G309300	Om005G187100
OG0016552	Ag004G311900	Om005G188990
OG0016553	Ag004G313360	Om005G190070
OG0016555	Ag004G315100	Om005G191280
OG0016556	Ag004G318500, Ag004G370330	Om005G193520
OG0016558	Ag004G322940	Om005G196100
OG0016559	Ag004G327560	Om005G198800
OG0016560	Ag004G328560	Om005G199320
OG0016561	Ag004G332730	Om005G201760
OG0016562	Ag004G334570	Om005G202670
OG0016563	Ag004G346270	Om005G208290
OG0016565	Ag004G355010	Om005G211940
OG0016566	Ag004G376790	Om005G223270
OG0016567	Ag004G385050	Om003G101210, Om003G101150
OG0016568	Ag004G395670, Ag004G391160	Om005G227390
OG0016569	Ag005G433840, Ag005G432480	Om002G072850
OG0016570	Ag005G464270	Om002G060470
OG0016571	Ag005G472460	Om002G055190
OG0016572	Ag005G474480	Om002G054010
OG0016573	Ag005G476380	Om002G052550
OG0016574	Ag005G479640	Om002G050180
OG0016576	Ag005G490320	Om002G043050
OG0016577	Ag006G492280	Om004G176260
OG0016578	Ag006G497320	Om004G173290
OG0016579	Ag006G501880	Om004G170950
OG0016580	Ag006G504640	Om004G170190
OG0016581	Ag006G505090	Om004G170030
OG0016582	Ag006G506850	Om004G169270
OG0016583	Ag006G520750	Om004G156280
OG0016584	Ag006G535970	Om001G013390
OG0016585	Ag006G539940, Ag006G537450	Om001G012330
OG0016586	Ag006G540770	Om005G207790, Om001G011840
OG0016587	Ag006G548360	Om001G010600
OG0016588	Ag006G555910	Om001G008230
OG0016589	Ag006G560950	Om007G315160
OG0016590	Ag006G570370	Om001G004350
OG0016591	Ag006G577880	Om001G000020
OG0016592	Ag007G583880	Om007G288220
OG0016594	Ag007G590420	Om007G279960
OG0016595	Ag007G591880	Om008G349720
OG0016596	Ag007G592250	Om007G281370
OG0016597	Ag007G596800	Om007G284550
OG0016598	Ag007G600530	Om004G168160, Om005G225830
OG0016599	Ag007G602500	Om004G166710
OG0016600	Ag007G604190	Om004G165940
OG0016601	Ag007G606610	Om004G164250
OG0016602	Ag007G610030	Om004G162100
OG0016603	Ag007G612080	Om004G161210
OG0016604	Ag007G612930	Om007G302110
OG0016605	Ag007G635680	Om007G294110
OG0016606	Ag007G643970	Om009G363710, Om007G306730
OG0016607	Ag007G644040	Om009G364140, Om007G307080
OG0016608	Ag007G646820	Om007G314640
OG0016609	Ag008G691490	Om006G261090
OG0016610	Ag008G692970	Om004G145050
OG0016611	Ag008G705380	Om006G248000
OG0016612	Ag008G708960	Om006G246140
OG0016613	Ag008G721930	Om006G239400
OG0016659	Ag003G254100	Om001G022690
OG0016660	Ag003G254120	Om001G022710
OG0016664	Ag003G257020	Om001G024020
OG0016665	Ag003G259030	Om001G024960
OG0016666	Ag003G260230, Ag003G260210	Om001G025370
OG0016667	Ag003G260500	Om001G025460
OG0016668	Ag003G260510	Om001G025480
OG0016669	Ag003G268360	Om001G027620
OG0016670	Ag003G268740	Om001G027720
OG0016671	Ag003G271450	Om001G028510
OG0016672	Ag003G279180	Om001G029360
OG0016673	Ag003G278140	Om001G029830
OG0016675	Ag003G276010	Om001G030880
OG0016676	Ag003G275880	Om001G030970
OG0016677	Ag003G275820	Om001G031030
OG0016679	Ag003G280990	Om001G032330
OG0016680	Ag007G602790, Ag005G465180	Om002G059880
OG0016681	Ag003G282700	Om001G033270
OG0016682	Ag007G579550	Om007G291860
OG0016683	Ag007G579210	Om007G292160
OG0016684	Ag007G579130	Om007G292240
OG0016685	Ag007G579110	Om007G292260
OG0016686	Ag007G578300	Om007G277010
OG0016687	Ag007G578220	Om007G276940
OG0016688	Ag007G580540	Om007G291080
OG0016689	Ag004G364630	Om005G196890
OG0016690	Ag004G364990, Ag004G365520	Om005G216400
OG0016692	Ag004G366410	Om005G216950
OG0016693	Ag004G366790	Om011G365870, Om005G218240
OG0016694	Ag004G368210	Om005G218720
OG0016695	Ag004G368550	Om005G218890
OG0016696	Ag004G369030, Ag007G652180	Om005G219270
OG0016697	Ag004G369160	Om005G219520
OG0016699	Ag004G371690	Om005G220700
OG0016700	Ag004G371730	Om005G220730
OG0016701	Ag004G371820	Om005G220860
OG0016702	Ag004G373180	Om005G221610
OG0016703	Ag004G374130	Om005G222070
OG0016704	Ag004G378290	Om005G224070
OG0016709	Ag008G662040	Om006G274140
OG0016710	Ag008G662050	Om006G274130
OG0016712	Ag008G663420	Om006G273460
OG0016713	Ag008G664690	Om006G272940
OG0016715	Ag008G666620	Om006G272380
OG0016716	Ag008G667160	Om006G272170
OG0016717	Ag008G670850	Om006G271030
OG0016718	Ag008G671850	Om006G269670
OG0016719	Ag002G112860, Ag002G108860	Om006G269850
OG0016720	Ag008G672300	Om006G270480
OG0016721	Ag006G562120	Om006G269340
OG0016722	Ag005G431770	Om002G073110
OG0016725	Ag004G356870	Om005G212920
OG0016726	Ag004G357550	Om005G213110
OG0016727	Ag004G358030	Om005G213320
OG0016728	Ag004G358570	Om005G213550
OG0016729	Ag004G359240	Om005G213740
OG0016731	Ag004G366750	Om005G214960
OG0016733	Ag004G363890	Om005G215270
OG0016735	Ag004G363470	Om005G215580
OG0016736	Ag004G363750	Om005G215750
OG0016738	Ag004G364400	Om005G215830
OG0016739	Ag004G402050	Om005G228930
OG0016740	Ag004G401930	Om005G228880
OG0016741	Ag004G400400	Om005G228510
OG0016742	Ag004G381410	Om005G225330
OG0016743	Ag004G380960	Om005G225140
OG0016744	Ag004G379530	Om005G224610
OG0016745	Ag004G379080	Om005G224500
OG0016746	Ag004G379150	Om005G224530
OG0016747	Ag005G471140	Om002G056260
OG0016748	Ag003G245950	Om001G017030
OG0016749	Ag005G454890	Om002G065310
OG0016752	Ag002G188000, Ag002G187980	Om008G329250
OG0016753	Ag005G478020	Om002G051630
OG0016754	Ag005G476920	Om002G052150
OG0016755	Ag005G476770	Om002G052260
OG0016756	Ag005G476560	Om002G052440
OG0016758	Ag006G495310	Om004G174450
OG0016759	Ag005G476030	Om002G052860
OG0016760	Ag005G475690	Om002G053230
OG0016761	Ag005G474830	Om002G053710
OG0016762	Ag005G474150	Om002G054290
OG0016763	Ag007G603710	Om004G166190
OG0016764	Ag005G473030	Om002G054890
OG0016765	Ag005G464580	Om002G079390
OG0016766	Ag008G730450	Om006G233640
OG0016767	Ag001G040260	Om003G107120
OG0016769	Ag001G032000	Om003G101060
OG0016774	Ag008G680530	Om003G112920
OG0016776	Ag008G680920	Om003G113000
