Orthogroup	Alyssum_gmelinii	Odontarrhena_muralis
OG0000699	Ag002G179190	Om008G338280
OG0000699	Ag002G196710	Om008G325440
OG0000700	Ag007G594640, Ag007G594650	Om072G377210, Om007G282900
OG0000700	Ag004G398280	Om072G377220, Om007G282910
OG0000702	Ag007G614120	Om007G301290
OG0000702	Ag001G100530	Om002G042520
OG0000703	Ag006G496220	Om004G173900
OG0000703	Ag002G167340	Om008G337070
OG0000703	Ag001G070770	Om006G255340
OG0000704	Ag006G569790, Ag003G210480	Om001G004670, Om001G004680
OG0000705	Ag002G198070	Om008G324600
OG0000705	Ag002G198000, Ag002G197970	Om008G324590
OG0000706	Ag008G721120	Om006G239960
OG0000706	Ag008G731930	Om006G232490
OG0000707	Ag004G353720, Ag007G580120	Om005G211110
OG0000708	Ag004G314140	Om005G190620
OG0000709	Ag001G066950	Om007G296380
OG0000710	Ag004G318840, Ag004G318870	Om005G193740, Om005G194960
OG0000711	Ag002G125890, Ag002G125870	Om005G226640
OG0000712	Ag005G481120	Om002G049340
OG0000712	Ag003G278300	Om001G029690
OG0000713	Ag001G063130, Ag006G505420, Ag004G330490, Ag002G135510, Ag004G343380, Ag005G473270, Ag008G686320	Om002G085420, Om005G226960, Om006G235380, Om004G154450, Om005G225160, Om001G022590, Om004G160190, Om007G301610, Om003G099300, Om005G215610, Om002G077820, Om008G356600, Om005G214460, Om008G344390
OG0000714	Ag007G646560	Om007G314590
OG0000714	Ag004G357710	Om005G213220
OG0000714	Ag004G357600	Om005G213140
OG0000715	Ag002G142060, Ag002G142110	Om008G353360
OG0000717	Ag004G385160	Om005G225940
OG0000717	Ag004G336060, Ag004G336200	Om005G203310
OG0000718	Ag005G472310	Om002G055310
OG0000718	Ag006G491180	Om004G177070
OG0000719	Ag008G710150	Om006G245640
OG0000720	Ag001G097830	Om003G128230
OG0000720	Ag006G512230	Om004G159420
OG0000720	Ag002G205950	Om008G319350
OG0000721	Ag004G299780	Om005G179540
OG0000721	Ag006G511770	Om004G159540
OG0000722	Ag004G348100	Om005G208970
OG0000722	Ag004G320160	Om005G194430
OG0000723	Ag007G634210	Om007G294640
OG0000724	Ag001G077960	Om006G252130
OG0000724	Ag001G078240	Om006G252070, Om006G252080, Om006G252100, Om006G252120
OG0000725	Ag004G305520, Ag004G305030	Om005G183330
OG0000725	Ag005G447490	Om002G066910, Om003G105110, Om003G105120, Om002G081300
OG0000726	Ag003G289900, Ag003G289890	Om001G037180
OG0000726	Ag003G289940, Ag003G289950	Om001G037210
OG0000728	Ag007G629710	Om007G295340
OG0000730	Ag008G662080	Om006G274110
OG0000730	Ag004G319370, Ag004G319360, Ag004G319380, Ag004G319290	Om005G193950
OG0000731	Ag002G163690	Om008G338660
OG0000732	Ag008G700510	Om006G250070
OG0000732	Ag001G070420	Om006G255490
OG0000734	Ag008G727440, Ag002G141110	Om006G235570
OG0000735	Ag008G697250, Ag008G697240	Om003G118240
OG0000736	Ag007G604430	Om004G165740
OG0000736	Ag003G293400	Om001G039680
OG0000738	Ag007G588590	Om007G278680
OG0000739	Ag004G301750	Om005G180900
OG0000739	Ag005G435420	Om002G071940
OG0000741	Ag005G469130	Om002G057710
OG0000741	Ag008G699450	Om003G119120
OG0000741	Ag001G002100	Om003G090420
OG0000742	Ag006G528380	Om068G377170
OG0000749	Ag004G317890	Om005G193040
OG0000749	Ag008G664490	Om006G272950
OG0000750	Ag006G551030	Om007G291180, Om001G009690
OG0000750	Ag004G399610	Om005G228180
OG0000751	Ag008G730800	Om004G173700
OG0000751	Ag006G496740	Om004G173690
OG0000752	Ag008G721560	Om006G239670
OG0000752	Ag008G721500, Ag008G721520	Om006G239690, Om006G239700
OG0000752	Ag008G721540	Om006G239680
OG0000752	Ag007G605650	Om004G164920
OG0000753	Ag002G128370, Ag002G128380	Om001G015620, Om008G355420, Om008G355840
OG0000754	Ag007G613800	Om001G015760
OG0000754	Ag004G353960	Om008G342780
OG0000755	Ag002G131700	Om008G355040
OG0000755	Ag002G131660	Om008G355050
OG0000757	Ag006G493060	Om004G175670
OG0000758	Ag003G210220	Om004G131100
OG0000758	Ag004G324280	Om005G196770
OG0000759	Ag008G706160	Om006G247560
OG0000759	Ag007G593400	Om007G282010
OG0000759	Ag004G306430	Om005G184700
OG0000760	Ag002G187320	Om008G329550
OG0000760	Ag002G187330	Om008G329460
OG0000760	Ag001G081250	Om006G250500
OG0000763	Ag001G003920, Ag001G003930	Om003G091650
OG0000763	Ag001G003910, Ag004G328880	Om003G091630
OG0000764	Ag001G011840	Om003G096160
OG0000764	Ag001G013630, Ag001G013620, Ag001G013660	Om003G096690
OG0000764	Ag001G013400, Ag001G013430, Ag001G013500, Ag001G013450, Ag001G026500, Ag007G630950, Ag004G348620	Om003G096670, Om003G096680
OG0000765	Ag007G585160, Ag007G595660, Ag007G618110, Ag007G595630	Om005G210270, Om005G210060, Om005G210240, Om005G210230, Om006G260090
OG0000765	Ag001G015040, Ag001G015030, Ag001G015050, Ag006G511620, Ag007G615400, Ag007G615420, Ag007G615390, Ag007G615440, Ag007G615370, Ag007G615380, Ag007G615410, Ag007G615430, Ag007G615360, Ag004G378030, Ag005G455880, Ag005G455820, Ag001G065180, Ag001G064780, Ag003G226920, Ag003G226910, Ag003G226900	Om007G313620
OG0000768	Ag002G145260	Om008G351690
OG0000772	Ag003G267510	Om006G270510
OG0000772	Ag006G552830	Om001G008990, Om001G008970
OG0000773	Ag004G394430, Ag004G389460, Ag004G348380	Om005G209150
OG0000774	Ag001G022910, Ag005G448320	Om001G017860
OG0000775	Ag005G475440	Om002G053420, Om002G053410
OG0000775	Ag006G498090	Om004G172920
OG0000776	Ag002G184710	Om008G330800
OG0000776	Ag005G477920	Om002G051640
OG0000777	Ag008G693730	Om003G116430
OG0000777	Ag001G003290	Om003G091110
OG0000778	Ag007G611610	Om004G161480, Om004G161470
OG0000778	Ag007G611580	Om004G161490, Om004G161460
OG0000779	Ag006G553060	Om001G008900
OG0000779	Ag002G141210	Om008G353570
OG0000779	Ag002G141250, Ag002G141270	Om008G353560
OG0000780	Ag003G293540	Om001G039760
OG0000780	Ag007G604330	Om004G165850
OG0000781	Ag002G198240, Ag002G198250	Om008G324460
OG0000781	Ag002G198270	Om008G324450, Om008G324440
OG0000781	Ag002G198280	Om008G324430
OG0000781	Ag002G198340	Om008G324410
OG0000783	Ag001G073880, Ag001G073910, Ag001G079630, Ag001G079620, Ag002G183270, Ag008G716090	Om006G243370
OG0000783	Ag008G678450	Om006G268650
OG0000784	Ag001G049580, Ag010G739760	Om001G001310
OG0000784	Ag008G714380	Om006G244140
OG0000785	Ag003G276620	Om001G030640, Om001G030650
OG0000785	Ag006G498840, Ag006G498880	Om004G172580
OG0000786	Ag008G725420, Ag008G725370	Om006G236990
OG0000786	Ag008G725380	Om006G236980
OG0000787	Ag005G471240, Ag005G471250	Om002G056150
OG0000787	Ag005G471230	Om002G056160, Om002G056140
OG0000787	Ag005G471260	Om002G056130
OG0000788	Ag010G740090, Ag001G049830	Om006G267680
OG0000788	Ag008G712980	Om006G244510
OG0000789	Ag003G211260	Om004G131580
OG0000789	Ag005G470590	Om002G056630
OG0000789	Ag001G000120	Om003G089450
OG0000790	Ag001G004130, Ag001G004090, Ag001G004190, Ag001G004050	Om003G091770
OG0000790	Ag001G004010	Om003G091720, Om003G091750
OG0000790	Ag001G004000	Om003G091740
OG0000790	Ag001G004180, Ag001G004120, Ag001G004080, Ag001G004040, Ag001G004020, Ag001G004160, Ag001G004110, Ag001G004030	Om003G091760, Om003G091730
OG0000791	Ag001G081650	Om003G119360
OG0000791	Ag001G081800	Om003G119330, Om003G119450
OG0000792	Ag001G085210	Om003G120840
OG0000793	Ag003G209990, Ag003G209900, Ag003G209940, Ag003G210050, Ag003G209910, Ag003G209950, Ag003G209830, Ag003G210180, Ag003G250750	Om004G131030
OG0000794	Ag007G595980	Om002G070500, Om007G283840
OG0000798	Ag006G577680, Ag001G101630	Om001G000190
OG0000799	Ag004G376300	Om005G222980
OG0000800	Ag008G690370	Om006G261660
OG0000801	Ag005G475190	Om002G053550
OG0000801	Ag006G498690	Om004G172640
OG0000801	Ag005G475170	Om002G053590
OG0000801	Ag005G475180	Om002G053560
OG0000802	Ag002G112540, Ag002G108540	Om008G359660
OG0000802	Ag007G580920	Om007G290710
OG0000802	Ag006G575050	Om001G002180
OG0000803	Ag006G563060	Om003G116420
OG0000803	Ag006G569170	Om001G004780
OG0000804	Ag002G185010, Ag001G088280, Ag001G088230	Om005G228300
OG0000805	Ag004G349050, Ag004G349070	Om002G070490, Om003G102100
OG0000806	Ag002G199220	Om008G323550
OG0000807	Ag002G199080	Om008G323720
OG0000807	Ag001G100850	Om002G042240
OG0000807	Ag001G100840	Om002G042250
OG0000808	Ag007G595150	Om007G283270
OG0000808	Ag008G708220	Om006G246460
OG0000809	Ag003G245060	Om004G146010
OG0000809	Ag004G319510	Om005G194080
OG0000810	Ag004G367530	Om003G096380
OG0000810	Ag001G012880, Ag001G012860, Ag001G012870, Ag001G012830, Ag001G012840	Om003G096550
OG0000811	Ag002G144850	Om008G351930, Om008G351980
OG0000812	Ag007G597010	Om007G284710
OG0000812	Ag008G692690, Ag006G511510, Ag002G193170	Om002G079240, Om006G260420, Om003G122710, Om003G122690
OG0000813	Ag005G458660	Om002G063840
OG0000813	Ag005G458690, Ag005G458680	Om002G063830, Om002G063810, Om002G063820
OG0000814	Ag008G710920, Ag008G710800, Ag008G710860, Ag008G710790, Ag008G710810, Ag008G710960, Ag008G710870	Om002G070350, Om006G243840
OG0000814	Ag008G710740, Ag008G710660, Ag008G710750	Om006G245340
OG0000818	Ag008G722490	Om006G239010
OG0000818	Ag004G401870	Om005G228870
OG0000819	Ag005G475120	Om002G053630
OG0000819	Ag001G080990	Om006G250650
OG0000821	Ag008G681120	Om003G113100
OG0000822	Ag001G018980, Ag001G018390	Om002G061830
OG0000822	Ag008G688260, Ag008G690200	Om003G115650, Om003G115480
OG0000823	Ag002G114240, Ag002G121920	Om008G362180
OG0000823	Ag006G577480	Om001G000380
OG0000824	Ag006G540590	Om001G012010, Om001G012020
OG0000825	Ag001G095080	Om003G126780
OG0000825	Ag006G516100	Om004G158190
OG0000825	Ag002G203240	Om008G321070
OG0000826	Ag002G199420	Om008G323390
OG0000827	Ag008G694260	Om003G116690
OG0000827	Ag006G491710, Ag006G491760	Om004G176620
OG0000828	Ag007G588830, Ag002G136950, Ag002G166470, Ag002G166850, Ag002G168170, Ag002G166440, Ag006G567320, Ag006G567300	Om005G219460, Om007G278890, Om008G356770
OG0000829	Ag005G487390, Ag004G337260, Ag005G487360, Ag005G487400, Ag007G625930	Om002G045010
OG0000829	Ag007G625920	Om007G296880
OG0000830	Ag004G333900	Om005G202380
OG0000830	Ag003G222850	Om004G136890
OG0000831	Ag004G334320	Om005G202570
OG0000831	Ag004G334330	Om005G202580
OG0000831	Ag004G334370, Ag004G334350	Om005G202590
OG0000833	Ag005G465030	Om002G059910
OG0000834	Ag005G453520	Om002G065630
OG0000834	Ag001G023510	Om003G098980
OG0000835	Ag005G451000	Om002G066410
OG0000835	Ag001G018880, Ag001G019140	Om003G098020
OG0000836	Ag001G083990	Om003G120370
OG0000836	Ag001G083970	Om003G120360
OG0000837	Ag007G579080	Om005G190680
OG0000837	Ag004G314320	Om005G190690
OG0000837	Ag004G314310, Ag001G002720, Ag001G002700, Ag001G002800, Ag001G002830	Om003G090880, Om003G090890
OG0000838	Ag005G436390, Ag005G436370	Om004G164220, Om005G222840, Om001G025230, Om003G128780, Om006G254540, Om001G021790
OG0000841	Ag001G101270	Om007G276430
OG0000842	Ag004G395740, Ag004G391230	Om005G227440
OG0000842	Ag006G574950	Om001G002220
OG0000843	Ag007G592090	Om007G281230, Om006G236790
OG0000844	Ag005G476810	Om002G052240
OG0000844	Ag005G450870, Ag006G494100	Om004G175120
OG0000845	Ag007G598590	Om007G285800
OG0000846	Ag003G276640, Ag007G625700	Om001G030620
OG0000847	Ag007G603030	Om004G166450
OG0000847	Ag007G603100	Om004G166440
OG0000847	Ag008G731460	Om006G232840
OG0000848	Ag006G514940, Ag004G298770	Om005G178800
OG0000849	Ag006G515040	Om004G158520
OG0000849	Ag001G096130	Om003G127390
OG0000850	Ag001G094320	Om003G126290
OG0000850	Ag002G202650	Om008G321530
OG0000850	Ag002G202640	Om003G126280
OG0000851	Ag002G192240	Om008G327440
OG0000851	Ag001G084900	Om003G120640
OG0000851	Ag001G084910	Om003G120650
OG0000852	Ag002G141430	Om008G353510, Om001G009030
OG0000852	Ag006G552790, Ag008G718290	Om006G241870
OG0000853	Ag007G599280	Om004G160710
OG0000854	Ag007G595850, Ag007G595860	Om007G283720
OG0000854	Ag004G307820	Om005G185890
OG0000855	Ag001G055520	Om006G263670
OG0000855	Ag001G012640, Ag001G012600, Ag008G728180	Om006G235120
OG0000857	Ag001G054470	Om006G263880
OG0000857	Ag008G691830, Ag008G691890	Om006G260880
OG0000859	Ag001G095880	Om007G303050, Om007G303100, Om007G303190
OG0000860	Ag008G714050, Ag002G108580, Ag003G271750	Om005G226600
OG0000861	Ag004G300180	Om005G180100
OG0000862	Ag008G721410	Om006G239770
OG0000867	Ag004G358980	Om005G213710
OG0000868	Ag006G504890	Om004G170100
OG0000868	Ag005G472080	Om002G055490
OG0000869	Ag006G577470, Ag002G121910, Ag002G114230	Om008G362170
OG0000870	Ag007G583530	Om007G288540
OG0000870	Ag002G159030, Ag002G159010	Om008G340790
OG0000871	Ag005G489180	Om002G043820
OG0000871	Ag007G647160	Om007G314750
OG0000872	Ag007G589670	Om007G279510
OG0000873	Ag005G485920, Ag002G196960	Om002G045920
OG0000873	Ag007G631110	Om007G295910
OG0000875	Ag004G305710	Om005G184100
OG0000875	Ag004G314340	Om003G126450
OG0000875	Ag004G300750, Ag004G300790	Om005G180310
OG0000875	Ag004G300800, Ag004G300820, Ag004G300810	Om001G026980
OG0000875	Ag001G094480, Ag001G094570	Om003G126460
OG0000876	Ag005G409160	Om002G086200
OG0000876	Ag008G724550, Ag008G724540	Om006G237460
OG0000878	Ag003G294430	Om008G352050
OG0000878	Ag003G294420	Om001G040160
OG0000879	Ag004G305740	Om005G184120
OG0000879	Ag004G305730	Om005G184110
OG0000883	Ag003G282370	Om001G033060
OG0000883	Ag005G484870	Om002G046650
OG0000884	Ag004G353370	Om005G211060
OG0000885	Ag004G339550	Om005G204940
OG0000885	Ag008G704490, Ag003G253370	Om001G021960
OG0000886	Ag007G584700	Om007G287460
OG0000886	Ag002G158020	Om008G341510
OG0000887	Ag003G213870, Ag002G204700, Ag002G204690	Om008G319940
OG0000888	Ag001G088010	Om003G122230
OG0000888	Ag002G194610	Om008G326480
OG0000889	Ag001G078360	Om006G252000
OG0000889	Ag008G708230	Om006G246440, Om006G246450
OG0000890	Ag001G073000	Om006G254370
OG0000890	Ag002G172480	Om008G335550
OG0000891	Ag004G339420, Ag004G339470	Om005G204910, Om005G204920
OG0000891	Ag004G339540	Om005G204930
OG0000892	Ag008G720590	Om006G240260
OG0000892	Ag008G720600, Ag008G720630, Ag008G720610	Om006G240250
OG0000893	Ag008G722910	Om006G238770
OG0000895	Ag008G694860	Om008G357430, Om008G357440
OG0000897	Ag002G174700	Om008G334790
OG0000897	Ag002G174620, Ag005G408970	Om008G334800
OG0000897	Ag001G073670, Ag001G073680	Om006G254020
OG0000898	Ag001G008520	Om003G095100
OG0000900	Ag004G318270	Om005G193320
OG0000900	Ag004G318280	Om005G193340
OG0000901	Ag002G106430, Ag002G106470, Ag002G110090, Ag002G110360, Ag002G106760, Ag002G135500, Ag002G137030, Ag002G110470, Ag002G106810, Ag002G110430, Ag002G106860, Ag002G107110, Ag002G106330, Ag002G110030, Ag002G106310, Ag002G110010, Ag002G106320, Ag004G383690, Ag004G383680, Ag004G383700, Ag004G383670, Ag004G383660, Ag001G101940, Ag004G310630	Om002G082990, Om002G082970, Om007G275790
OG0000902	Ag005G448830, Ag006G499950, Ag006G556040, Ag004G380760, Ag006G500460	Om004G171650, Om004G171970
OG0000903	Ag007G606890	Om004G164180
OG0000903	Ag007G607170	Om004G164000
OG0000903	Ag007G583600	Om007G288460
OG0000904	Ag007G604670	Om004G165610
OG0000904	Ag003G270500	Om001G028210
OG0000905	Ag007G604440	Om004G165730
OG0000905	Ag008G732110, Ag008G732100, Ag008G732090, Ag008G732190, Ag008G732180	Om006G232350
OG0000905	Ag008G732200	Om006G232340
OG0000906	Ag008G732010	Om006G232410
OG0000906	Ag007G604020	Om004G166090
OG0000907	Ag006G574330	Om001G002610
OG0000907	Ag002G110330, Ag002G106670	Om008G358980, Om008G358950
OG0000908	Ag003G295200	Om001G040680
OG0000908	Ag003G289930, Ag001G092530, Ag004G376260, Ag002G120590, Ag005G420800, Ag005G483400	Om002G047730
OG0000908	Ag006G521610	Om004G155910
OG0000909	Ag001G038920	Om007G280210
OG0000909	Ag007G621310	Om007G298720
OG0000910	Ag008G711170, Ag003G236540	Om006G245280
OG0000910	Ag008G711150, Ag008G711120, Ag003G236560	Om006G245290
OG0000911	Ag002G133270, Ag002G133320	Om008G354630
OG0000911	Ag001G062160	Om006G260290
OG0000912	Ag006G510040	Om004G160050
OG0000912	Ag002G176780	Om008G333690
OG0000912	Ag004G300100	Om005G189560, Om005G179820
OG0000913	Ag003G241770	Om004G143650
OG0000913	Ag004G344730	Om005G207400
OG0000914	Ag005G486360	Om002G045570
OG0000915	Ag001G070720	Om006G255370
OG0000915	Ag002G166980	Om008G337180
OG0000916	Ag004G320820, Ag004G320800	Om005G194650
OG0000917	Ag004G317260	Om005G192690
OG0000917	Ag004G317230	Om005G192650
OG0000917	Ag004G317250	Om005G192670
OG0000918	Ag002G125580	Om008G356500, Om003G106650
OG0000919	Ag005G458750, Ag005G458780, Ag005G458790, Ag005G458810	Om002G063780
OG0000920	Ag001G003940	Om003G091660, Om003G091680
OG0000920	Ag001G003680	Om003G091780
OG0000920	Ag001G003990, Ag001G003980	Om003G091700
OG0000921	Ag001G018360, Ag001G018970	Om003G097940
OG0000922	Ag006G509700, Ag001G082520, Ag005G427430	Om007G305520
OG0000923	Ag004G387270, Ag004G392580, Ag004G387190, Ag004G392440, Ag004G387200, Ag004G392470, Ag004G392480, Ag004G392490, Ag004G387180, Ag004G392560	Om005G226510
OG0000923	Ag004G392650, Ag004G387380, Ag004G392640, Ag004G387370	Om005G226520, Om005G226560
OG0000924	Ag005G412730	Om001G036070
OG0000925	Ag005G450200	Om008G349790, Om005G226580
OG0000925	Ag005G450210	Om006G261550
OG0000930	Ag005G404930	Om002G087470
OG0000930	Ag003G257690	Om001G024260
OG0000931	Ag001G080410	Om006G251030
OG0000931	Ag005G478820	Om002G050950
OG0000931	Ag005G473850	Om002G054470
OG0000932	Ag002G171550	Om008G335890
OG0000932	Ag005G472050	Om002G055520
OG0000933	Ag008G681890	Om003G113540
OG0000933	Ag007G585580	Om007G286610
OG0000934	Ag016G742540	Om001G004220
OG0000935	Ag002G129910	Om008G355400
OG0000935	Ag006G564030	Om001G006870
OG0000936	Ag006G565840	Om001G007510
OG0000936	Ag006G565940	Om001G007530
OG0000937	Ag006G544390, Ag006G543190	Om001G011310
OG0000937	Ag006G544370, Ag006G543200	Om001G011380, Om001G011360
OG0000938	Ag003G292310	Om001G038920
OG0000938	Ag003G294240	Om001G040050
OG0000939	Ag007G584600	Om007G287520
OG0000939	Ag006G521150	Om004G156100, Om004G156110
OG0000940	Ag005G425360	Om002G077500
OG0000940	Ag003G286800	Om001G035380
OG0000941	Ag001G037490	Om003G103370
OG0000941	Ag007G590180	Om007G279860
OG0000941	Ag004G304180	Om005G182890
OG0000942	Ag002G197790, Ag005G435050, Ag001G036910	Om003G103160, Om008G324770, Om002G072360
OG0000943	Ag005G483340	Om004G134220, Om002G047770
OG0000943	Ag002G206070	Om008G319230
OG0000944	Ag002G197120	Om003G123810
OG0000946	Ag006G491460	Om004G176870
OG0000946	Ag006G491470	Om004G176860
OG0000947	Ag005G489830	Om002G043520
OG0000948	Ag001G077950	Om006G252140
OG0000950	Ag007G635230	Om007G294240
OG0000952	Ag002G197770	Om008G324790
OG0000953	Ag001G060070	Om006G259150
OG0000954	Ag005G450110	Om002G066730, Om002G066720, Om002G066750
OG0000954	Ag005G450090	Om002G066760
OG0000955	Ag001G006030	Om003G092760, Om003G092750
OG0000957	Ag002G128100, Ag008G674560	Om004G150110, Om007G308000, Om006G264370
OG0000958	Ag004G375200, Ag004G376640, Ag004G382490	Om005G222830
OG0000961	Ag003G209290	Om004G130710
OG0000961	Ag003G209170, Ag003G209180	Om004G130670, Om004G130660, Om004G130650
OG0000962	Ag007G650200	Om007G316390
OG0000963	Ag006G493250	Om004G175750
OG0000963	Ag005G477250	Om002G051940
OG0000964	Ag001G041470	Om004G140590
OG0000965	Ag005G468820	Om002G074180
OG0000965	Ag006G571620	Om001G003760
OG0000966	Ag006G571080, Ag006G571000, Ag006G571070, Ag006G571040	Om001G004110
OG0000967	Ag006G534460	Om001G014390
OG0000967	Ag003G215100	Om004G133940
OG0000967	Ag004G338710	Om005G204690
OG0000968	Ag004G372910, Ag004G372970, Ag004G388290, Ag004G388440, Ag004G387500, Ag004G393410, Ag004G388300, Ag004G393460, Ag004G388450, Ag001G022730	Om005G222930
OG0000968	Ag007G646160	Om007G314370
OG0000969	Ag002G126450	Om008G356410
OG0000969	Ag002G126600	Om008G356290
OG0000969	Ag002G126260	Om008G356430
OG0000969	Ag002G126300	Om008G356390
OG0000970	Ag008G734440	Om006G230550
OG0000971	Ag006G566210, Ag006G566150, Ag002G133380, Ag005G450140, Ag003G234720	Om001G007710
OG0000971	Ag007G648830	Om002G045750
OG0000972	Ag005G482730, Ag001G085130, Ag005G482780	Om002G048190
OG0000973	Ag007G631810	Om007G295090
OG0000973	Ag005G482050	Om002G048680
OG0000974	Ag007G655720	Om007G317210, Om008G337260
OG0000975	Ag004G332690, Ag004G332610	Om005G201730
OG0000975	Ag003G226080, Ag003G226100	Om004G138120, Om004G138110
OG0000976	Ag004G321840, Ag004G321930, Ag004G321920	Om005G195400, Om005G195420
OG0000976	Ag004G321950	Om005G195410
OG0000977	Ag004G343430	Om006G266230
OG0000977	Ag002G104830	Om006G266330
OG0000978	Ag001G000370	Om003G089620
OG0000978	Ag004G398270	Om008G332310, Om008G332280
OG0000979	Ag001G030400	Om003G111780, Om003G100970
OG0000979	Ag001G032290	Om003G100980
OG0000980	Ag002G205470, Ag002G205530, Ag002G205600, Ag002G205520, Ag002G205460, Ag002G205590	Om008G320140
OG0000980	Ag002G204530, Ag002G204460, Ag002G204490, Ag005G486030, Ag005G486040, Ag005G486050	Om001G030210
OG0000980	Ag002G204470	Om003G109190
OG0000982	Ag008G687800	Om001G012000, Om004G152870, Om006G262350, Om001G003310, Om008G344900, Om003G111900, Om001G020310, Om003G109370, Om007G297450, Om008G348940, Om005G223480, Om001G018790, Om002G078080
OG0000983	Ag008G715890, Ag008G715860	Om006G243470
OG0000983	Ag008G715790	Om003G120200, Om006G243520
OG0000983	Ag008G715650	Om006G243580
OG0000986	Ag004G401100, Ag003G268150	Om001G027480
OG0000987	Ag004G384140, Ag007G578930	Om007G292380, Om008G336690
OG0000988	Ag006G501550	Om004G171150
OG0000989	Ag002G180510	Om008G332220
OG0000990	Ag006G575920	Om001G001440
OG0000990	Ag002G116550	Om008G360190
OG0000991	Ag006G540650	Om001G011970
OG0000991	Ag006G540640	Om001G011990
OG0000992	Ag006G521790	Om004G155780
OG0000992	Ag003G295070	Om001G040490
OG0000993	Ag005G426760	Om002G075390
OG0000993	Ag005G479520	Om002G050290
OG0000994	Ag007G592850	Om007G281890
OG0000994	Ag007G592860	Om007G281910, Om007G281900, Om007G281920
OG0000995	Ag007G590980	Om007G280340
OG0000995	Ag004G304920	Om004G166380, Om005G183310
OG0000996	Ag007G592100	Om007G281240
OG0000996	Ag004G305800	Om005G184170
OG0000997	Ag005G486060	Om002G045840
OG0000997	Ag004G318150	Om005G193290
OG0000998	Ag002G182950	Om008G331510
OG0000998	Ag001G078690	Om006G251870
OG0000999	Ag003G288430, Ag003G288450, Ag003G288460, Ag003G288440	Om001G036010, Om003G110780, Om001G036000
OG0001000	Ag007G615900, Ag007G615960	Om007G300700, Om007G300710, Om007G300750
OG0001000	Ag004G346220, Ag005G417250	Om004G131560, Om002G083060
OG0001001	Ag008G720120, Ag004G378400, Ag008G720060, Ag008G720070	Om006G240650
OG0001002	Ag005G469530, Ag005G469570	Om002G057480
OG0001003	Ag005G462850	Om002G061360
OG0001003	Ag001G008110	Om003G094290
OG0001004	Ag002G183790	Om008G331010, Om008G331290
OG0001004	Ag002G185100	Om008G330570, Om008G330550
OG0001008	Ag003G257270	Om001G024080, Om001G024040
OG0001008	Ag003G257150	Om001G024050
OG0001009	Ag003G272930	Om001G024750, Om001G024770
OG0001009	Ag003G258530	Om001G024740
OG0001010	Ag007G578710	Om007G292680
OG0001010	Ag002G164050	Om008G338500
OG0001011	Ag007G578540	Om007G277180, Om007G277230
OG0001011	Ag007G578530	Om007G277190, Om007G277170
OG0001012	Ag004G367190	Om005G217930, Om011G365520
OG0001012	Ag004G310400	Om005G187750
OG0001013	Ag004G334210, Ag004G334230	Om005G202510
OG0001014	Ag001G016890, Ag001G016950	Om003G097630
OG0001015	Ag007G585540, Ag004G399030, Ag004G399130, Ag004G401170	Om005G196870, Om007G286650
OG0001016	Ag007G606390	Om004G164330
OG0001016	Ag008G721070	Om006G240010
OG0001017	Ag008G733230, Ag008G733300	Om006G231580
OG0001017	Ag008G733280	Om007G290280, Om003G122900
OG0001017	Ag007G581540	Om007G290270
OG0001017	Ag007G605060	Om004G165290
OG0001018	Ag007G601520	Om006G238180, Om006G238170, Om004G167360
OG0001019	Ag006G577240	Om001G000610
OG0001019	Ag001G052900	Om003G117510, Om008G323660
OG0001019	Ag002G121240, Ag002G115030	Om008G361980
OG0001020	Ag006G576710	Om001G001040
OG0001020	Ag002G119270	Om008G361270
OG0001021	Ag001G098280	Om003G128720
OG0001022	Ag002G205560, Ag002G205450	Om008G319700
OG0001022	Ag007G616300, Ag007G616230	Om007G300600
OG0001022	Ag001G097170	Om003G127940
OG0001023	Ag008G713060	Om008G329680, Om008G329690, Om006G244550, Om004G175290
OG0001024	Ag007G591110	Om007G280450
OG0001025	Ag004G305870	Om005G184240
OG0001026	Ag005G490440	Om002G042950
OG0001026	Ag007G617280	Om007G300350
OG0001027	Ag004G317690	Om005G192420
OG0001027	Ag004G317700, Ag004G317680, Ag004G317670, Ag004G317560, Ag004G317650	Om005G192920
OG0001028	Ag002G181060	Om008G332050
OG0001028	Ag001G077340	Om006G252270
OG0001029	Ag004G338100	Om005G204290
OG0001029	Ag003G216820	Om004G134460
OG0001030	Ag004G332840	Om005G201880
OG0001030	Ag003G225590	Om004G138390
OG0001031	Ag004G333350	Om005G202080
OG0001031	Ag003G224310	Om004G137500
OG0001032	Ag003G219910	Om004G135840
OG0001032	Ag001G065830, Ag004G335930	Om005G203240
OG0001033	Ag001G086010	Om002G060000, Om006G269020
OG0001033	Ag004G353890	Om005G211300, Om005G211290, Om005G211310
OG0001034	Ag003G241620	Om004G143630
OG0001034	Ag004G344510	Om005G207300
OG0001035	Ag004G398770	Om005G227970, Om005G228070
OG0001035	Ag005G485720	Om002G046030
OG0001035	Ag005G485730	Om002G046020
OG0001035	Ag005G485740	Om002G046010, Om002G046000
OG0001036	Ag003G213340	Om004G132870
OG0001036	Ag003G213360	Om004G132900
OG0001036	Ag003G213190, Ag003G213200	Om004G132850
OG0001036	Ag003G213320	Om004G132860
OG0001037	Ag003G210580	Om004G131290, Om010G364800
OG0001037	Ag005G477620	Om002G051910
OG0001039	Ag001G025920	Om003G099660
