Orthogroup	Alyssum_gmelinii	Aethionema_saxatile
OG0014432	Ag001G014480	As012G272090
OG0014433	Ag001G015110	As012G272180
OG0014434	Ag001G015910	As012G272330
OG0014435	Ag001G016220	As012G272360
OG0014436	Ag001G017730	As012G272610
OG0014437	Ag001G018150	As012G272680
OG0014438	Ag001G018940, Ag001G019500	As012G272790
OG0014439	Ag005G451270	As012G272820
OG0014440	Ag001G020730	As012G272940
OG0014441	Ag001G020740	As012G272960
OG0014442	Ag001G022260	As012G273210
OG0014443	Ag001G022510	As012G273260
OG0014444	Ag001G023230, Ag001G023520	As012G273390
OG0014445	Ag001G021740	As012G273450
OG0014446	Ag001G025290	As012G273650
OG0014447	Ag001G025610	As012G273830
OG0014448	Ag001G026200	As012G273910
OG0014449	Ag001G028480	As012G274230
OG0014450	Ag001G030930, Ag001G029580	As012G274370
OG0014451	Ag001G074790	As012G277900, As012G274400
OG0014452	Ag001G031030, Ag001G029770	As012G274430
OG0014453	Ag001G030260, Ag001G031460	As012G274550
OG0014454	Ag001G030530, Ag001G031680	As012G274640
OG0014455	Ag001G031850	As012G274710
OG0014456	Ag002G161200	As012G275090
OG0014457	Ag002G161180	As012G275110
OG0014458	Ag002G160900	As012G275250
OG0014459	Ag001G065110	As012G275490
OG0014460	Ag001G064920	As012G275530
OG0014461	Ag008G674800	As012G275770
OG0014462	Ag001G064370	As012G275780
OG0014463	Ag001G064360	As012G275790
OG0014464	Ag001G064320	As012G275800
OG0014465	Ag001G064250	As012G275900
OG0014467	Ag001G069100	As012G276070
OG0014468	Ag001G069260	As012G276200
OG0014469	Ag001G069790	As012G276210
OG0014470	Ag004G354450	As012G276840
OG0014471	Ag001G072440	As012G276970
OG0014472	Ag001G072480	As012G277110
OG0014473	Ag001G073390, Ag001G073400	As012G277720
OG0014474	Ag001G074400	As012G278180
OG0014475	Ag001G065620	As012G278600
OG0014476	Ag007G615980	As012G278810
OG0014477	Ag001G066170	As012G278870
OG0014478	Ag001G066200	As012G278900
OG0014479	Ag001G066940	As012G279510
OG0014480	Ag001G075270	As012G280110
OG0014481	Ag001G075350	As012G280250
OG0014482	Ag001G076410	As012G280870
OG0014483	Ag001G077330	As012G281500
OG0014484	Ag001G077450	As012G281610
OG0014485	Ag001G077940	As012G281620
OG0014486	Ag001G078290	As012G281730
OG0014487	Ag001G078850	As012G282010
OG0014488	Ag001G080870	As012G282660
OG0014489	Ag001G080910	As012G282700
OG0014490	Ag002G187390	As012G282780
OG0014491	Ag001G081630	As012G282970
OG0014492	Ag001G082360	As012G283170
OG0014493	Ag001G082910	As012G283230
OG0014494	Ag001G082940	As012G283250
OG0014495	Ag001G083890	As012G283690, As012G283730
OG0014496	Ag001G085730	As012G284320
OG0014497	Ag001G086250	As012G284520
OG0014498	Ag001G086350	As012G284560
OG0014499	Ag001G087970	As012G284750
OG0014501	Ag001G089660	As012G285220
OG0014502	Ag008G701980, Ag001G089750	As012G285240
OG0014503	Ag001G089760	As012G285250
OG0014504	Ag001G090630, Ag001G090570	As012G285430
OG0014506	Ag001G091650	As012G285860
OG0014507	Ag001G091670	As012G285900
OG0014508	Ag001G092070	As012G286000
OG0014509	Ag001G092670	As012G286230
OG0014510	Ag001G092760	As012G286300
OG0014511	Ag001G082090	As012G286620
OG0014512	Ag001G093320	As012G286740
OG0014513	Ag001G093440	As012G286800
OG0014514	Ag001G093690	As012G286980, As012G287000
OG0014515	Ag001G093860	As012G287090
OG0014516	Ag001G094920	As012G287520
OG0014517	Ag001G095240	As012G287690
OG0014518	Ag001G095710	As012G287810
OG0014519	Ag001G096160	As012G287910
OG0014520	Ag001G061830	As012G287970
OG0014521	Ag006G555040	As012G287980
OG0014522	Ag001G096400, Ag005G469590	As012G287990
OG0014523	Ag001G096700	As012G288090
OG0014524	Ag001G097570	As012G288360
OG0014525	Ag001G098180, Ag005G487630, Ag005G450160	As012G288530
OG0014526	Ag001G098530	As012G289020
OG0014527	Ag001G098540	As012G289030
OG0014528	Ag001G098760	As012G289190
OG0014529	Ag001G098870	As012G289290
OG0014530	Ag001G098900	As012G289320
OG0014531	Ag001G099010	As012G289440
OG0014532	Ag001G099020	As012G289450
OG0014533	Ag001G099060	As012G289500
OG0014637	Ag007G619310	As001G000280
OG0014638	Ag006G505340, Ag003G254710	As001G000430
OG0014639	Ag003G254770	As001G000490
OG0014640	Ag003G254790	As001G000510
OG0014641	Ag003G254920	As001G000560
OG0014642	Ag003G255000	As001G000590
OG0014643	Ag003G255270	As001G000670
OG0014644	Ag003G218750, Ag003G218760	As001G000810
OG0014645	Ag003G256000	As001G000830
OG0014646	Ag003G256050	As001G000840
OG0014647	Ag003G256230	As001G000900
OG0014648	Ag003G256870	As001G000980
OG0014649	Ag003G256920	As001G001010
OG0014650	Ag003G257390	As001G001150
OG0014651	Ag003G257520	As001G001160
OG0014652	Ag003G258070	As001G001250
OG0014653	Ag003G258230	As001G001350
OG0014654	Ag003G258380	As001G001390
OG0014655	Ag003G258440	As001G001400
OG0014656	Ag004G323730	As001G001530
OG0014657	Ag003G258780	As001G001550
OG0014659	Ag003G259050	As001G001700
OG0014660	Ag003G259060	As001G001710
OG0014661	Ag003G261850	As001G002320
OG0014662	Ag003G266820	As001G002960
OG0014663	Ag003G266850	As001G002990
OG0014665	Ag003G267250	As001G003050
OG0014666	Ag003G297120	As001G003100
OG0014667	Ag003G267980	As001G003340
OG0014668	Ag003G268260	As001G003420
OG0014669	Ag003G268290	As001G003460
OG0014670	Ag003G268850	As001G003670
OG0014671	Ag003G268950	As001G003700
OG0014672	Ag004G308900	As001G003910
OG0014673	Ag003G269900	As001G003920
OG0014674	Ag003G271100	As001G004060
OG0014675	Ag003G271260	As001G004100
OG0014676	Ag003G271270	As001G004110
OG0014677	Ag003G271650	As001G004270
OG0014678	Ag003G271950	As001G004290
OG0014679	Ag003G272470	As001G004520
OG0014680	Ag003G279490	As001G004830
OG0014681	Ag003G286750, Ag003G279440	As001G004870
OG0014682	Ag003G279270	As001G004960
OG0014683	Ag006G530740	As001G005090
OG0014684	Ag003G278520	As001G005340
OG0014685	Ag003G277800	As001G005800
OG0014686	Ag003G278090	As001G006080
OG0014687	Ag003G278130	As001G006240
OG0014689	Ag003G281110	As001G009970
OG0014690	Ag003G276000	As001G010050
OG0014691	Ag003G275960	As001G010380
OG0014692	Ag003G275920	As001G010460
OG0014693	Ag003G275850	As001G010510
OG0014694	Ag006G549690	As001G011180
OG0014694	Ag006G549710	As224G297330
OG0014695	Ag003G274560	As001G012190
OG0014696	Ag003G281380	As001G012730
OG0014697	Ag003G280370	As001G013580
OG0014698	Ag003G273680	As001G013750
OG0014699	Ag003G273910	As001G013810
OG0014700	Ag003G281470	As001G013910
OG0014701	Ag003G281430	As001G014070
OG0014702	Ag003G282100	As001G014240
OG0014703	Ag003G282310	As001G014330
OG0014704	Ag005G417210	As001G014900, As001G014910, As011G263760
OG0014705	Ag004G371450	As001G014940, As001G018320
OG0014706	Ag003G285370	As001G015520
OG0014707	Ag003G285020	As001G015610
OG0014708	Ag003G284950	As001G015650
OG0014709	Ag007G579560	As001G015790
OG0014710	Ag007G579220	As001G015930
OG0014711	Ag007G579140	As001G015990
OG0014712	Ag007G578860	As001G016240
OG0014713	Ag007G578840	As001G016250
OG0014714	Ag007G578690	As001G016410
OG0014715	Ag007G578680	As001G016420
OG0014716	Ag007G578360	As001G016730
OG0014717	Ag007G578290	As001G016770
OG0014718	Ag007G578270	As001G016790
OG0014719	Ag007G578250	As001G016800
OG0014720	Ag007G578200	As001G016900
OG0014721	Ag007G578070	As001G017020
OG0014722	Ag007G578050	As001G017040
OG0014723	Ag001G101350	As001G017390
OG0014724	Ag001G101360	As001G017410
OG0014725	Ag001G101430	As001G017480
OG0014726	Ag001G101480	As001G017520
OG0014727	Ag001G101490	As001G017530
OG0014728	Ag001G101510	As001G017550
OG0014729	Ag001G101650	As001G017640
OG0014730	Ag001G101860	As001G017860
OG0014732	Ag001G102070	As001G018300
OG0014733	Ag004G364550	As001G018350
OG0014734	Ag001G058400	As001G018510
OG0014735	Ag004G305230	As001G018640
OG0014736	Ag004G355800	As001G018810
OG0014737	Ag004G365890	As001G018820
OG0014738	Ag004G365970	As001G018850
OG0014739	Ag004G366630	As001G019070
OG0014740	Ag004G366810	As001G019150
OG0014741	Ag004G366920	As001G019190
OG0014742	Ag004G367780	As001G019580
OG0014743	Ag004G369240	As001G020150
OG0014744	Ag002G174310	As001G020320, As001G020330
OG0014745	Ag003G258870	As001G020460
OG0014746	Ag004G371480	As001G020650
OG0014747	Ag004G371830	As001G020860
OG0014748	Ag004G373360	As001G021170
OG0014749	Ag004G373910	As001G021250, As001G021290
OG0014750	Ag004G374870	As001G021560
OG0014751	Ag004G377930	As001G022030
OG0014752	Ag004G378410	As001G022140
OG0014753	Ag012G741350, Ag008G658620	As001G022210
OG0014754	Ag006G566340	As001G022470
OG0014755	Ag005G452900	As001G022490
OG0014756	Ag002G174430	As001G022580
OG0014757	Ag005G407120	As001G022720
OG0014758	Ag002G177210	As001G022780
OG0014759	Ag002G119320	As001G022800
OG0014760	Ag008G659060, Ag008G657860	As001G022820
OG0014761	Ag008G701990	As001G022860
OG0014762	Ag001G061340	As001G022930
OG0014763	Ag003G230440	As001G023000
OG0014764	Ag008G659750	As001G023300
OG0014765	Ag008G660930	As001G023660
OG0014766	Ag008G661320	As001G023760
OG0014768	Ag008G661770	As001G023860
OG0014769	Ag008G662320	As001G024060
OG0014770	Ag008G662390	As001G024080
OG0014771	Ag008G662640	As001G024230
OG0014772	Ag008G662740	As001G024280
OG0014774	Ag008G664390	As001G024790
OG0014775	Ag008G665440	As001G024990
OG0014776	Ag008G665470	As001G025010
OG0014777	Ag008G665630	As001G025070
OG0014778	Ag008G665670	As001G025090
OG0014779	Ag008G666070	As001G025170
OG0014780	Ag008G666880	As001G025470
OG0014781	Ag008G667220	As001G025590
OG0014782	Ag008G667300	As001G025640
OG0014783	Ag008G667810	As001G025790
OG0014784	Ag008G667940	As001G025850
OG0014785	Ag008G668470	As001G025950
OG0014786	Ag008G668600	As001G026000
OG0014787	Ag008G669000	As001G026160
OG0014788	Ag008G669730, Ag008G669710	As001G026400
OG0014789	Ag008G669950	As001G026540
OG0014790	Ag008G670930	As001G026670
OG0014791	Ag003G275910	As001G026820
OG0014792	Ag008G671300	As001G026830
OG0014793	Ag008G672280	As001G027070
OG0014794	Ag008G671990	As001G027230
OG0014795	Ag007G607270	As001G027260
OG0014796	Ag007G648320	As001G027770, As004G078300
OG0014798	Ag008G672670	As001G028090
OG0014799	Ag007G647540	As004G077960, As001G028170
OG0014800	Ag004G376380	As001G028200
OG0014801	Ag004G356550	As001G028270
OG0014802	Ag004G356820	As001G028370
OG0014803	Ag004G356960	As001G028400
OG0014804	Ag004G357980	As001G028560
OG0014805	Ag004G358770	As001G028800
OG0014806	Ag004G359140	As001G028900
OG0014807	Ag004G359720	As001G029010
OG0014809	Ag004G361040	As001G029190
OG0014810	Ag004G360870	As001G029240
OG0014811	Ag004G360820	As001G029270
OG0014812	Ag004G361200	As001G029310
OG0014814	Ag004G363930	As001G029540
OG0014815	Ag004G363860	As001G029640
OG0014816	Ag004G363440	As001G029670
OG0014817	Ag004G367280	As001G029780
OG0014818	Ag004G363620	As001G029810
OG0014819	Ag004G363770	As001G029830
OG0014820	Ag006G503430	As001G029850
OG0014821	Ag004G363760	As001G029900
OG0014822	Ag004G363140	As001G029910
OG0014823	Ag004G364360	As001G029960
OG0014824	Ag006G510840	As001G029980
OG0014825	Ag006G519050	As001G030030
OG0014826	Ag004G402070	As001G030170
OG0014827	Ag001G062640	As001G030260
OG0014828	Ag003G253350	As001G030380
OG0014829	Ag004G401390	As001G030440
OG0014830	Ag004G401110	As001G030490
OG0014831	Ag004G400420	As001G030510
OG0014832	Ag004G400210	As001G030580
OG0014833	Ag004G395280, Ag004G390450	As001G031010
OG0014834	Ag004G394540, Ag004G389550	As001G031090
OG0014835	Ag004G393790, Ag004G388830	As001G031200
OG0014836	Ag004G386690	As001G031290
OG0014837	Ag004G386650, Ag001G078550	As001G031320
OG0014838	Ag004G386630, Ag004G386620	As001G031330, As001G031340
OG0014839	Ag004G386390	As001G031370
OG0014840	Ag004G386280	As001G031380
OG0014841	Ag004G383790	As001G031530
OG0014842	Ag004G381880	As001G031740
OG0014843	Ag004G381400	As001G031820
OG0014844	Ag004G380980	As001G031870
OG0014845	Ag004G380910	As001G031890
OG0014846	Ag004G380850	As001G031910
OG0014847	Ag004G380210	As001G032040
OG0014848	Ag005G471130	As002G032410
OG0014849	Ag003G253200	As002G032480
OG0014850	Ag002G141280	As002G032590
OG0014851	Ag008G701520	As002G032680
OG0014853	Ag003G248960	As002G032880
OG0014854	Ag002G189920	As002G033180
OG0014856	Ag002G189350	As002G033290
OG0014857	Ag002G188640	As002G033380
OG0014858	Ag002G188970, Ag002G189230	As002G033490
OG0014859	Ag002G188400	As002G033620
OG0014860	Ag002G187970	As002G033760
OG0014861	Ag002G187880	As002G033800
OG0014862	Ag005G478090	As002G033940
OG0014863	Ag005G478060	As002G033960
OG0014864	Ag005G477910	As002G034040
OG0014865	Ag005G477860	As002G034090
OG0014866	Ag005G477710	As002G034180
OG0014867	Ag005G477050	As002G034310
OG0014868	Ag005G476880	As002G034400
OG0014869	Ag005G476720	As002G034490
OG0014870	Ag005G476660	As002G034670
OG0014871	Ag005G476640	As002G034680
OG0014872	Ag005G476400	As002G034930
OG0014873	Ag005G476390	As002G034940
OG0014874	Ag005G476270	As002G034990
OG0014875	Ag006G496050	As002G035040, As005G108510
OG0014876	Ag005G476000	As002G035230
OG0014877	Ag005G475990	As002G035250
OG0014878	Ag005G475830	As002G035460
OG0014879	Ag005G475760	As002G035560
OG0014880	Ag005G475720	As002G035590
OG0014881	Ag005G475670	As002G035630
OG0014882	Ag005G474720	As002G036170
OG0014883	Ag008G699210	As002G040530, As002G036390
OG0014884	Ag005G474100	As002G036630
OG0014885	Ag005G474200	As002G036780
OG0014886	Ag005G473910	As002G036830
OG0014887	Ag005G473750	As002G036930
OG0014888	Ag005G473390	As002G037110, As002G037100
OG0014889	Ag005G471800	As002G038310
OG0014890	Ag005G471610	As002G038630
OG0014891	Ag005G471720	As002G038750
OG0014892	Ag005G471340	As002G038920
OG0014893	Ag001G039950	As002G039340
OG0014894	Ag001G041200	As002G039430
OG0014895	Ag001G040200	As002G039440
OG0014896	Ag001G041300	As002G039880
OG0014897	Ag005G441320	As002G041360
OG0014899	Ag004G308190	As002G042150
OG0014900	Ag004G399660	As002G042300
OG0014904	Ag008G677790	As002G042780
OG0014905	Ag008G679430	As002G043290
OG0014906	Ag008G680170	As002G043490
OG0014907	Ag008G680190	As002G043500
OG0014909	Ag008G680260	As002G043600
OG0014910	Ag008G680240	As002G043620
OG0014911	Ag008G681140	As002G043860
OG0014912	Ag008G681290	As002G043950
OG0014913	Ag008G681330	As002G043960
OG0014915	Ag008G681350	As002G044010
OG0014916	Ag004G317940	As002G044020
OG0014917	Ag008G681940	As002G044190
OG0014918	Ag004G308530	As006G143690, As002G044300
OG0014920	Ag008G683860	As002G044510
OG0014921	Ag008G685830	As002G044720
OG0014922	Ag008G685060	As002G044870
OG0014923	Ag008G684780	As002G045010
OG0014924	Ag008G686240	As002G045190
OG0014925	Ag008G686440	As002G045220
OG0014926	Ag008G713410	As002G045350
OG0014927	Ag008G687650	As002G045740
OG0014928	Ag001G057240	As002G046160
OG0014929	Ag008G693960	As002G046600
OG0014930	Ag004G330910	As002G046980
OG0014931	Ag008G695100	As002G047140
OG0014932	Ag008G695600	As002G047230
OG0014933	Ag008G695710	As002G047290
OG0014934	Ag008G696040	As002G047360
OG0014935	Ag008G697690	As002G047870
OG0014936	Ag008G698220	As002G047960
OG0014937	Ag008G697730	As002G048060
OG0014938	Ag008G698850	As002G048130
OG0014939	Ag008G699740	As002G048270
OG0014940	Ag008G699930	As002G048370
OG0014941	Ag008G699940	As002G048380
OG0014942	Ag008G701590	As002G048720
OG0014943	Ag008G701570	As002G048740
OG0014944	Ag008G701560	As002G048750
OG0014945	Ag008G702550	As002G049100
OG0014946	Ag008G703940	As002G049310
OG0014947	Ag008G704040	As002G049340
OG0014948	Ag008G704390	As002G049440
OG0014949	Ag008G704540	As002G049530
OG0014950	Ag008G704610	As002G049610
OG0014951	Ag008G705280	As002G049930
OG0014952	Ag008G705300	As002G049950
OG0014953	Ag001G044860, Ag001G047580	As002G050010
OG0014954	Ag007G643380	As002G050080
OG0014955	Ag007G611690	As002G050250
OG0014956	Ag007G611700	As002G050260
OG0014957	Ag007G610560	As002G050540
OG0014958	Ag007G610140	As002G050740
OG0014959	Ag007G609130	As002G051100
OG0014960	Ag007G608360	As002G051360
OG0014961	Ag007G607630	As002G051710, As002G051690
OG0014962	Ag007G607600	As002G051740
OG0014963	Ag007G607410	As002G051850
OG0014964	Ag007G607250	As002G051900
OG0014965	Ag007G607190	As002G051920
OG0014966	Ag007G606420	As002G052130
OG0014967	Ag007G606220	As002G052180
OG0014968	Ag007G606200	As002G052190
OG0014969	Ag002G175430	As002G052220
OG0014970	Ag007G605970	As002G052280
OG0014971	Ag007G605940	As002G052310
OG0014972	Ag007G605910, Ag007G606330	As002G052340
OG0014973	Ag007G605560	As002G052540
OG0014974	Ag007G605540	As002G052560
OG0014975	Ag007G604990	As002G052760
OG0014976	Ag007G604940	As002G052800
OG0014977	Ag007G604910	As002G052830
OG0014978	Ag007G604690	As002G052920
OG0014979	Ag007G604380	As002G053100
OG0014980	Ag007G604370	As002G053110
OG0014981	Ag007G603880	As002G053320
OG0014982	Ag007G602880	As002G053600
OG0014983	Ag007G602740	As002G053650
OG0014984	Ag007G602400	As002G053780
OG0014985	Ag007G602390	As002G053790
OG0014986	Ag007G601940	As002G054080
OG0014987	Ag007G601150	As002G054540
OG0014988	Ag007G601120	As002G054570
OG0014989	Ag007G600640	As002G054810
OG0014990	Ag007G599910	As002G055170
OG0014991	Ag007G599570	As002G055260
OG0014992	Ag006G508260	As002G055340
OG0014993	Ag006G507830	As002G055420
OG0014994	Ag006G577860	As003G055600
OG0014995	Ag006G577690	As003G055730
OG0014996	Ag006G577670	As003G055750
OG0014997	Ag006G577020	As003G056110
OG0014998	Ag006G577000	As003G056130
OG0015000	Ag006G574710	As003G056950
OG0015001	Ag006G574340	As003G057060
OG0015002	Ag006G574320	As003G057080
OG0015003	Ag006G574190	As003G057130
OG0015004	Ag006G573840	As003G057250
OG0015005	Ag006G573810	As003G057270
OG0015006	Ag006G573510	As003G057520
OG0015007	Ag006G572010	As003G057590
OG0015008	Ag006G571270	As003G057740
OG0015009	Ag006G569860	As003G057950
OG0015010	Ag006G569850	As003G057960
OG0015011	Ag006G569700	As003G058020
OG0015012	Ag006G559400	As003G058260
OG0015014	Ag006G562010	As003G058780
OG0015015	Ag006G562380	As003G058830
OG0015016	Ag004G329250	As003G058880
OG0015017	Ag006G564040	As003G059070
OG0015018	Ag006G564430	As003G059140
OG0015019	Ag007G613710	As003G059260, As009G200120
OG0015020	Ag006G564540	As003G059280
OG0015021	Ag006G565230	As003G059490
OG0015022	Ag006G565740	As003G059550
OG0015023	Ag006G565780	As003G059580
OG0015024	Ag006G566100	As003G059700
OG0015025	Ag006G567030	As003G059820
OG0015026	Ag006G567220	As003G059870
OG0015027	Ag006G555730	As003G059990
OG0015028	Ag006G552280	As003G060500
OG0015029	Ag006G551540	As003G060660
OG0015030	Ag006G550920	As003G060860
OG0015031	Ag006G550780	As003G060910
OG0015032	Ag006G549790, Ag006G547580, Ag006G549850, Ag006G547640	As003G061040
OG0015033	Ag006G542950, Ag006G544640	As003G062040
OG0015034	Ag006G541430	As003G062250
OG0015035	Ag006G541140	As003G062320
OG0015036	Ag006G540990	As003G062360
OG0015037	Ag006G540930	As003G062390
OG0015038	Ag006G540750	As003G062440
OG0015039	Ag006G540730	As003G062460
OG0015040	Ag006G540470	As003G062610
OG0015041	Ag006G540350	As003G062630
OG0015042	Ag006G540280	As003G062670
OG0015043	Ag006G540190, Ag006G537970	As003G062730
OG0015044	Ag006G538860, Ag006G536330	As003G063280
OG0015045	Ag006G536300, Ag006G538810	As003G063310
OG0015046	Ag006G536140	As003G063350
OG0015047	Ag006G535830	As003G063460
OG0015048	Ag006G535260	As003G063800
OG0015049	Ag006G535090	As003G063840
OG0015050	Ag006G535080	As003G063850
OG0015051	Ag006G534940	As003G063960
OG0015052	Ag006G534440	As003G064090
OG0015053	Ag006G534140	As003G064180
OG0015055	Ag006G534110	As003G064200
OG0015056	Ag006G533590	As003G064230
