Orthogroup	Cardamine_hirsuta	Aethionema_saxatile
OG0018018	CARHR116650	As007G176790
OG0018020	CARHR294540	As007G177340
OG0018021	CARHR117760	As007G178230
OG0018022	CARHR118150	As007G178520
OG0018023	CARHR184630	As007G179040
OG0018024	CARHR262860	As007G179270
OG0018025	CARHR293140	As007G179410
OG0018026	CARHR292940	As007G179640
OG0018027	CARHR113940	As007G180020
OG0018028	CARHR113580	As007G180350
OG0018029	CARHR112300	As007G181000, As007G181010
OG0018030	CARHR013630	As008G183940
OG0018031	CARHR011540	As008G186130
OG0018033	CARHR009600	As008G188140
OG0018034	CARHR008850	As008G189190
OG0018035	CARHR007530	As008G192070
OG0018036	CARHR007060	As008G192850
OG0018037	CARHR005670	As008G194020
OG0018038	CARHR005570	As008G194150
OG0018039	CARHR005090	As008G194710
OG0018040	CARHR004950	As008G194840
OG0018041	CARHR004320	As008G195610
OG0018042	CARHR004230	As008G195700
OG0018043	CARHR003480	As008G196480
OG0018044	CARHR003450	As008G196500
OG0018045	CARHR002900	As008G196780
OG0018046	CARHR002100	As008G197700
OG0018047	CARHR001250	As008G198540
OG0018048	CARHR000970	As008G198840
OG0018049	CARHR000400	As008G199330
OG0018050	CARHR000390	As008G199350
OG0018051	CARHR000350	As008G199390
OG0018053	CARHR199180	As009G200250
OG0018054	CARHR198670	As009G200390
OG0018055	CARHR198340	As009G200710
OG0018056	CARHR198010	As009G201270
OG0018057	CARHR195460	As009G203700, As009G203690
OG0018058	CARHR194970	As009G203980
OG0018059	CARHR194760	As009G204180
OG0018060	CARHR194060	As009G204760
OG0018061	CARHR186660	As009G205810
OG0018063	CARHR185110	As009G207000
OG0018064	CARHR185260	As009G207090
OG0018065	CARHR286230, CARHR286170	As009G207770
OG0018066	CARHR199780	As009G210250
OG0018067	CARHR184230	As009G212080
OG0018068	CARHR206890, CARHR207190	As009G212550
OG0018069	CARHR207400	As009G212930
OG0018070	CARHR216350, CARHR208160	As009G213970
OG0018071	CARHR208500	As009G214310
OG0018072	CARHR189110	As009G216120
OG0018073	CARHR189160	As009G216330
OG0018074	CARHR275110	As009G217960
OG0018075	CARHR275160	As009G218000
OG0018077	CARHR275310	As009G218160
OG0018078	CARHR275590	As009G218390
OG0018079	CARHR272480	As009G219730
OG0018080	CARHR158810	As010G221500
OG0018081	CARHR057370, CARHR157880	As010G222210
OG0018082	CARHR157740	As010G222290
OG0018083	CARHR155510	As010G224160
OG0018084	CARHR222320	As010G226600
OG0018085	CARHR153440	As010G226980
OG0018086	CARHR023450	As010G227230
OG0018087	CARHR152360	As010G227260
OG0018088	CARHR153630	As010G227610
OG0018090	CARHR061610	As010G231490
OG0018091	CARHR061750	As010G231730
OG0018092	CARHR061970	As010G232060
OG0018094	CARHR064520	As010G234130
OG0018095	CARHR291050	As010G234520
OG0018096	CARHR070810	As010G236140
OG0018097	CARHR070680	As010G236260
OG0018098	CARHR070600	As010G236310
OG0018099	CARHR069930	As010G237120
OG0018100	CARHR069240	As010G237670
OG0018101	CARHR068600	As010G238280
OG0018102	CARHR068500	As010G238410
OG0018103	CARHR068470	As010G238450
OG0018104	CARHR068020	As010G238810
OG0018105	CARHR067990	As010G238830
OG0018106	CARHR067890	As010G238930
OG0018107	CARHR067210	As010G239440
OG0018108	CARHR066010	As010G240700
OG0018109	CARHR143510	As010G240760
OG0018110	CARHR065540	As010G241180
OG0018111	CARHR072850	As010G242560
OG0018112	CARHR072960	As010G242690
OG0018113	CARHR073080	As010G242790
OG0018114	CARHR074610	As010G244420
OG0018115	CARHR087300	As011G244670
OG0018116	CARHR087480	As011G244790
OG0018117	CARHR087770	As011G245030
OG0018118	CARHR087860	As011G245110
OG0018119	CARHR087870	As011G245120
OG0018120	CARHR151450	As011G245130
OG0018121	CARHR088490	As011G245710
OG0018122	CARHR090100	As011G247240
OG0018123	CARHR090370	As011G247500
OG0018124	CARHR093350	As011G250080
OG0018125	CARHR093810	As011G250520
OG0018126	CARHR098030, CARHR098020	As011G254150
OG0018128	CARHR098920	As011G254920
OG0018129	CARHR099880	As011G255840
OG0018130	CARHR099900	As011G255930
OG0018131	CARHR217420	As011G255970
OG0018133	CARHR102890	As011G259010
OG0018134	CARHR105150	As011G259190
OG0018135	CARHR104980	As011G260510
OG0018136	CARHR103670	As011G261360
OG0018137	CARHR103630	As011G261390
OG0018138	CARHR105070	As011G261810
OG0018139	CARHR104750	As011G261980
OG0018140	CARHR105420	As011G262530
OG0018141	CARHR106000	As011G262840
OG0018142	CARHR106300	As011G263060
OG0018143	CARHR106800	As011G263490
OG0018144	CARHR107690	As011G264490
OG0018145	CARHR109130	As011G265210
OG0018146	CARHR109750	As011G266010
OG0018147	CARHR111290	As011G267300
OG0018148	CARHR111350	As011G267390
OG0018149	CARHR043860	As012G269630
OG0018150	CARHR042950	As012G270410
OG0018151	CARHR042340	As012G270870
OG0018152	CARHR042130	As012G271030
OG0018153	CARHR038990	As012G273330
OG0018154	CARHR039180	As012G273460
OG0018155	CARHR038110	As012G273710
OG0018156	CARHR046070	As012G273720
OG0018157	CARHR003990	As012G275200
OG0018158	CARHR162660	As012G276280
OG0018159	CARHR162950	As012G276620
OG0018160	CARHR163050	As012G276830
OG0018161	CARHR164940	As012G281120
OG0018162	CARHR166520	As012G282860
OG0018164	CARHR166580	As012G282940
OG0018165	CARHR166670	As012G282980
OG0018166	CARHR167640	As012G283960
OG0018167	CARHR168000	As012G284180
OG0018168	CARHR168920	As012G284800
OG0018169	CARHR169500	As012G285210
OG0018170	CARHR170690	As012G286280
OG0018172	CARHR172860	As012G288410
OG0018337	CARHR223300	As001G017620
OG0018338	CARHR242250	As001G018130
OG0018339	CARHR056070, CARHR181680	As001G018720
OG0018340	CARHR284550	As001G018730
OG0018341	CARHR054790	As001G019210
OG0018342	CARHR053480	As001G020230
OG0018343	CARHR144480	As001G023050
OG0018345	CARHR146630	As001G024670
OG0018346	CARHR153080	As001G027920
OG0018347	CARHR058830	As001G028690
OG0018348	CARHR058130	As001G028980
OG0018349	CARHR057400	As001G029330
OG0018350	CARHR056530	As001G029690
OG0018351	CARHR048760	As001G031790
OG0018352	CARHR211590	As002G033900, As005G106840
OG0018353	CARHR210160	As002G034590, As002G034520, As002G034780, As005G108090, As005G108080
OG0018354	CARHR045950	As002G036440
OG0018356	CARHR258690	As002G040870
OG0018357	CARHR258510	As002G041380
OG0018358	CARHR258500	As002G041600
OG0018359	CARHR258170	As002G042080
OG0018360	CARHR288570	As002G042330
OG0018361	CARHR257130	As002G042810
OG0018362	CARHR256810	As002G043240
OG0018363	CARHR264650	As002G043670
OG0018364	CARHR264840	As002G043820
OG0018365	CARHR265620	As002G044390
OG0018366	CARHR269230	As002G047620
OG0018367	CARHR270650	As002G048570
OG0018368	CARHR284320	As002G050180
OG0018369	CARHR200220	As002G050420
OG0018370	CARHR204720	As002G054530
OG0018371	CARHR205790	As002G055380
OG0018372	CARHR224830	As003G056460
OG0018373	CARHR225050	As003G056630
OG0018374	CARHR226080	As003G057660
OG0018375	CARHR226670	As003G058100
OG0018376	CARHR227650	As003G058990
OG0018378	CARHR032760	As003G062740
OG0018379	CARHR035290	As003G065080
OG0018380	CARHR028590	As003G069890
OG0018381	CARHR245270	As003G073100
OG0018382	CARHR246110	As003G074010
OG0018383	CARHR247740	As003G075850
OG0018384	CARHR228620	As004G076690
OG0018385	CARHR214270	As004G077700
OG0018386	CARHR263210	As004G078170
OG0018387	CARHR128100	As004G081270
OG0018388	CARHR128080	As004G081280
OG0018389	CARHR181750	As004G082320
OG0018390	CARHR145750	As004G083040
OG0018391	CARHR032870	As004G083510
OG0018392	CARHR255730	As004G084040
OG0018393	CARHR255530	As004G084200
OG0018394	CARHR252630	As004G085940
OG0018396	CARHR178470	As004G086820, As004G086860
OG0018397	CARHR177700	As004G087420
OG0018398	CARHR176650	As004G087930
OG0018399	CARHR173820	As004G090840
OG0018400	CARHR102270	As004G091510, As004G092660
OG0018401	CARHR216770	As004G092510
OG0018402	CARHR219080	As004G094190
OG0018403	CARHR219520	As004G094610
OG0018404	CARHR221450	As004G096040
OG0018405	CARHR262080	As004G096850
OG0018406	CARHR261600	As004G097250
OG0018407	CARHR261340	As004G097480
OG0018408	CARHR213780	As004G097570
OG0018409	CARHR213720	As004G097630
OG0018410	CARHR213010	As004G097910
OG0018411	CARHR287640	As004G098080
OG0018413	CARHR205300	As005G098890, As005G098900
OG0018414	CARHR143120	As005G099070
OG0018415	CARHR142180	As005G100200
OG0018416	CARHR140020	As005G102340
OG0018417	CARHR139900	As005G102470
OG0018418	CARHR219380	As005G104540
OG0018419	CARHR136920	As005G105480
OG0018423	CARHR213530	As005G112770
OG0018424	CARHR274180	As005G114210
OG0018425	CARHR277420	As005G116490
OG0018426	CARHR281470	As005G120570
OG0018427	CARHR281590	As005G120680
OG0018428	CARHR248210	As006G121140
OG0018429	CARHR250950	As006G123460
OG0018430	CARHR179600	As006G124770
OG0018432	CARHR122430	As006G129040
OG0018433	CARHR122330	As006G129110
OG0018434	CARHR120730	As006G130180
OG0018435	CARHR119020	As006G131060
OG0018436	CARHR118990	As006G131090
OG0018437	CARHR075350	As006G133030
OG0018438	CARHR075010	As006G133390
OG0018439	CARHR074950	As006G133470
OG0018440	CARHR074860	As006G133600
OG0018441	CARHR215590	As006G133780
OG0018442	CARHR075710	As006G134730
OG0018444	CARHR076310	As006G135330
OG0018445	CARHR076500	As006G135500
OG0018446	CARHR077330	As006G136340
OG0018448	CARHR186050	As006G138680
OG0018449	CARHR080660	As006G139710
OG0018450	CARHR025040	As007G160390
OG0018451	CARHR025520	As007G160810
OG0018452	CARHR025990	As007G161270
OG0018453	CARHR231900	As007G162990
OG0018454	CARHR232200	As007G163580
OG0018455	CARHR232810	As007G164820
OG0018456	CARHR116830	As007G177260
OG0018458	CARHR293050	As007G179520
OG0018459	CARHR113460, CARHR112360	As007G180970
OG0018461	CARHR012020	As008G185690
OG0018463	CARHR009100	As008G188790
OG0018464	CARHR008970	As008G188930
OG0018465	CARHR179010	As008G188940
OG0018466	CARHR007380	As008G192210
OG0018467	CARHR005300	As008G194450
OG0018468	CARHR003430	As008G196520
OG0018469	CARHR002870	As008G196760
OG0018470	CARHR000290	As008G199430
OG0018471	CARHR000260	As008G199470
OG0018472	CARHR199490	As009G199770
OG0018473	CARHR198460	As009G200620
OG0018474	CARHR198100	As009G201370
OG0018475	CARHR034210, CARHR044690	As009G202810
OG0018476	CARHR196230	As009G202940
OG0018477	CARHR194160	As009G204670
OG0018478	CARHR186770	As009G205650
OG0018479	CARHR186200	As009G206110
OG0018480	CARHR182180	As009G207630
OG0018481	CARHR183440	As009G209590
OG0018482	CARHR207000	As009G212400
OG0018483	CARHR187880	As009G215280
OG0018485	CARHR275560	As009G218360
OG0018487	CARHR160260	As010G220770
OG0018488	CARHR158050	As010G222120
OG0018491	CARHR157140	As010G222800
OG0018492	CARHR157120	As010G222810
OG0018493	CARHR156750	As010G223140
OG0018494	CARHR155900, CARHR155890, CARHR155880, CARHR155870	As010G223790
OG0018495	CARHR150000	As010G225150
OG0018496	CARHR155760, CARHR155730, CARHR262990, CARHR156200, CARHR155750, CARHR262980, CARHR034530	As010G225380, As010G225390
OG0018497	CARHR007890	As010G226310
OG0018498	CARHR060090	As010G228360
OG0018499	CARHR061740	As010G231720
OG0018500	CARHR064170	As010G233810
OG0018502	CARHR069880	As010G237180
OG0018503	CARHR066600	As010G240090
OG0018504	CARHR065720	As010G240980
OG0018505	CARHR065610	As010G241070
OG0018506	CARHR072020	As010G241890
OG0018508	CARHR074810	As010G243750
OG0018509	CARHR087820	As011G245070
OG0018510	CARHR088550	As011G245750
OG0018511	CARHR089400	As011G246490
OG0018512	CARHR100890	As011G256750
OG0018513	CARHR104090	As011G259580
OG0018514	CARHR104850	As011G260960
OG0018515	CARHR106490	As011G263230
OG0018516	CARHR109390	As011G265600
OG0018517	CARHR109430	As011G265630, As012G281660
OG0018518	CARHR111570	As011G267400
OG0018519	CARHR042400	As012G270800
OG0018520	CARHR041220	As012G271770
OG0018521	CARHR151330	As012G284670
OG0018522	CARHR171120	As012G286830
OG0018523	CARHR172680	As012G288280
OG0018524	CARHR173150	As012G288520
OG0018525	CARHR291600	As012G289270
OG0018526	CARHR291490	As012G289420
OG0018673	CARHR240670	As001G006530
OG0018675	CARHR241770	As001G012080
OG0018676	CARHR030670	As001G015820
OG0018677	CARHR032100	As001G017190
OG0018679	CARHR289750	As001G018830
OG0018680	CARHR144430	As001G023010
OG0018681	CARHR147870	As001G025680
OG0018683	CARHR056130	As001G029930
OG0018684	CARHR049140	As001G031950
OG0018685	CARHR233240	As002G032500
OG0018686	CARHR135860	As002G033710
OG0018687	CARHR293300	As002G040380
OG0018689	CARHR258630	As002G041010
OG0018690	CARHR258480	As002G041780
OG0018691	CARHR265050	As002G043970
OG0018692	CARHR265220	As002G044080
OG0018693	CARHR265780	As002G044540
OG0018694	CARHR268970	As002G047430
OG0018695	CARHR269200	As002G047590
OG0018696	CARHR184390, CARHR184410, CARHR184400	As002G050120
OG0018697	CARHR223860	As003G055650
OG0018698	CARHR227910	As003G059190
OG0018699	CARHR228090	As003G059440
OG0018700	CARHR229340	As003G060460
OG0018701	CARHR232790	As003G060820
OG0018702	CARHR035970	As003G064540
OG0018703	CARHR035380	As003G065000
OG0018705	CARHR029210	As003G070750
OG0018706	CARHR244630	As003G072490
OG0018707	CARHR215440	As004G077220
OG0018708	CARHR260410	As004G080220
OG0018709	CARHR128140, CARHR128150	As004G081240
OG0018711	CARHR180860	As004G082020
OG0018712	CARHR180910	As004G082060, As004G082050, As007G162680
OG0018713	CARHR284890	As004G082840
OG0018715	CARHR256070	As004G083820
OG0018717	CARHR218010	As004G092740
OG0018718	CARHR218000	As004G092750
OG0018719	CARHR220480	As004G095290
OG0018720	CARHR221380	As004G095970
OG0018721	CARHR261720	As004G097210
OG0018722	CARHR212760	As004G098230
OG0018723	CARHR212690	As004G098260
OG0018724	CARHR142260	As005G100130
OG0018725	CARHR140240	As005G102140
OG0018726	CARHR139650	As005G102690
OG0018727	CARHR138370	As005G103950
OG0018728	CARHR138050	As005G104330
OG0018729	CARHR212100	As005G106280
OG0018730	CARHR211850	As005G106540
OG0018731	CARHR211280	As005G107160
OG0018732	CARHR208970	As005G109460
OG0018733	CARHR280560	As005G119580
OG0018734	CARHR281230	As005G120270
OG0018735	CARHR281260	As005G120300
OG0018736	CARHR111670, CARHR247980	As006G120950
OG0018737	CARHR250420	As006G123030
OG0018738	CARHR251000	As006G123500
OG0018739	CARHR004530, CARHR126470	As006G126200
OG0018740	CARHR118970	As006G131110
OG0018742	CARHR235010	As006G132410
OG0018743	CARHR075050	As006G133340
OG0018744	CARHR074990	As006G133430
OG0018747	CARHR078550	As006G137490
OG0018748	CARHR079150	As006G138090
OG0018749	CARHR083180	As006G142120
OG0018750	CARHR111120	As006G147300
OG0018751	CARHR021890	As007G157480
OG0018752	CARHR025400	As007G160710
OG0018753	CARHR117650, CARHR107910	As007G178100
OG0018754	CARHR114670	As007G179240
OG0018755	CARHR011850	As008G185920
OG0018756	CARHR010720	As008G187040
OG0018757	CARHR009770	As008G187960
OG0018758	CARHR001680	As008G198110
OG0018759	CARHR001590	As008G198200
OG0018760	CARHR000300	As008G199420
OG0018761	CARHR196300	As009G202820
OG0018763	CARHR276180	As009G218870
OG0018764	CARHR272490	As009G219720
OG0018765	CARHR272400	As009G219800
OG0018766	CARHR156170	As010G223560
OG0018767	CARHR154910	As010G224330
OG0018768	CARHR149940, CARHR149930	As010G224990
OG0018769	CARHR154900	As010G225020
OG0018770	CARHR150820	As010G225580
OG0018771	CARHR152540	As010G227070
OG0018772	CARHR061140, CARHR061130	As010G232830
OG0018773	CARHR063220	As010G233130
OG0018774	CARHR063800	As010G233500
OG0018775	CARHR071640	As010G235260
OG0018776	CARHR020250	As010G238100
OG0018777	CARHR067660	As010G239130
OG0018778	CARHR065530	As010G241200
OG0018779	CARHR074410	As010G244180
OG0018780	CARHR088380	As011G245610
OG0018781	CARHR089670	As011G246850
OG0018782	CARHR089740	As011G246910
OG0018783	CARHR091870	As011G248910
OG0018784	CARHR096000	As011G252610
OG0018785	CARHR096110	As011G252660
OG0018786	CARHR097320	As011G253550
OG0018787	CARHR238750, CARHR238760	As011G255110
OG0018788	CARHR103790	As011G261250
OG0018789	CARHR293460	As011G264190
OG0018791	CARHR109760	As011G266020
OG0018792	CARHR046010	As012G267710
OG0018793	CARHR042170	As012G271010
OG0018794	CARHR040210	As012G272350
OG0018795	CARHR039810	As012G272650
OG0018796	CARHR038290	As012G273530
OG0018797	CARHR167070	As012G283370
OG0018798	CARHR168110	As012G284230
OG0018799	CARHR169670	As012G285340
OG0018801	CARHR173480	As012G289040
OG0018802	CARHR291590	As012G289280
OG0018940	CARHR062840	As001G000440
OG0018941	CARHR238980	As001G003320
OG0018942	CARHR030620	As001G015780
OG0018943	CARHR031140	As001G016320
OG0018944	CARHR055970	As001G018660
OG0018947	CARHR145360	As001G023800
OG0018948	CARHR146180	As001G024370
OG0018949	CARHR146320	As001G024460
OG0018950	CARHR148070	As001G025810
OG0018951	CARHR292550	As001G027030
OG0018952	CARHR233910	As002G033060
OG0018953	CARHR264590	As002G039580
OG0018954	CARHR258590	As002G041110
OG0018955	CARHR265350	As002G044230
OG0018957	CARHR202640	As002G052550
OG0018958	CARHR203470	As002G053460
OG0018959	CARHR204630	As002G054470
OG0018960	CARHR228830	As003G060170, As003G060080
OG0018961	CARHR032280, CARHR032300	As003G062410
OG0018963	CARHR035740	As003G064680
OG0018964	CARHR246090	As003G074000
OG0018965	CARHR181010	As003G075350
OG0018966	CARHR294320	As003G076230
OG0018967	CARHR129720	As004G079360
OG0018968	CARHR032120	As004G079830
OG0018969	CARHR127530	As004G081760
OG0018971	CARHR255560	As004G084190
OG0018972	CARHR178660, CARHR178640	As004G086650
OG0018973	CARHR218800	As004G093840
OG0018974	CARHR139560	As005G102840
OG0018975	CARHR231270	As005G119320
OG0018976	CARHR281130	As005G120140
OG0018978	CARHR210800	As006G129510
OG0018979	CARHR121730	As006G129600
OG0018980	CARHR119090	As006G130970
OG0018981	CARHR075430	As006G132890
OG0018982	CARHR133870	As006G143980
OG0018984	CARHR016410	As007G152370
OG0018985	CARHR026770	As007G158840
OG0018986	CARHR026330	As007G161570
OG0018987	CARHR287930	As007G181610, As007G181270
OG0018989	CARHR010600	As008G187150
OG0018990	CARHR004390	As008G195510
OG0018993	CARHR194190	As009G204630
OG0018994	CARHR188390	As009G215550
OG0018995	CARHR275510	As009G218300
OG0018996	CARHR157470	As010G222460
OG0018997	CARHR156150	As010G223580
OG0018998	CARHR151010	As010G225770
OG0018999	CARHR151430	As010G226020
OG0019001	CARHR290900	As010G234640
OG0019003	CARHR091070	As011G248120
OG0019004	CARHR092200	As011G249120
OG0019006	CARHR099070	As011G255080
OG0019007	CARHR100000	As011G255570
OG0019008	CARHR108610	As011G265070
OG0019010	CARHR114410	As012G268480
OG0019013	CARHR290640	As012G274530
OG0019129	CARHR283000, CARHR288330	As001G006880
OG0019130	CARHR031180	As001G016370
OG0019132	CARHR052160	As001G021400
OG0019133	CARHR047630	As001G031160
OG0019134	CARHR265540	As002G044350
OG0019135	CARHR268360	As002G046770
OG0019136	CARHR268600	As002G047090
OG0019137	CARHR202160	As002G052100
OG0019138	CARHR226630	As003G058070
OG0019139	CARHR228150	As003G059500
