Orthogroup	Cardamine_hirsuta	Erysimum_linariifolium
OG0016831	CARHR228160	El003G164560
OG0016832	CARHR228420	El003G164210
OG0016833	CARHR228650	El003G163940
OG0016834	CARHR229250	El003G163230
OG0016835	CARHR032930	El002G121280
OG0016836	CARHR033460	El002G122270
OG0016837	CARHR033680	El002G122560
OG0016838	CARHR033950	El002G123340
OG0016839	CARHR034040	El002G123440
OG0016840	CARHR034580	El002G124920
OG0016841	CARHR217390	El003G182710
OG0016842	CARHR036090	El002G128240
OG0016843	CARHR035330	El002G126750
OG0016844	CARHR035240	El002G126270
OG0016845	CARHR271740	El007G333600
OG0016846	CARHR037220	El002G130280
OG0016847	CARHR037020	El002G130130
OG0016848	CARHR036920	El002G129680
OG0016849	CARHR036860	El002G129440
OG0016850	CARHR027160	El002G113270
OG0016851	CARHR027150	El002G113260
OG0016852	CARHR036240	El002G128700
OG0016853	CARHR027350	El002G113550
OG0016854	CARHR027180	El002G113310
OG0016855	CARHR027810	El002G113970
OG0016856	CARHR027820	El002G113990
OG0016857	CARHR027960	El002G114290
OG0016858	CARHR028180	El002G114620
OG0016859	CARHR028930	El002G115590
OG0016860	CARHR029050	El002G115680
OG0016861	CARHR115770	El006G314260
OG0016862	CARHR115760	El006G314250
OG0016863	CARHR029150	El002G115810
OG0016864	CARHR029620	El002G115850
OG0016865	CARHR029640	El002G116500
OG0016866	CARHR029920	El002G117150
OG0016867	CARHR030040	El002G117250
OG0016868	CARHR030210	El002G117410
OG0016869	CARHR243900	El003G146710
OG0016870	CARHR244120	El003G146450
OG0016871	CARHR244220	El003G146360
OG0016872	CARHR244640	El003G145930
OG0016873	CARHR245130	El003G145420
OG0016874	CARHR245340	El003G145210
OG0016875	CARHR245560	El003G144980
OG0016876	CARHR113930	El006G319530
OG0016877	CARHR246420	El003G144010
OG0016878	CARHR246660	El003G143670
OG0016880	CARHR247020	El003G143250
OG0016881	CARHR247110	El003G143140
OG0016882	CARHR247190	El003G143030
OG0016883	CARHR247580	El003G142650
OG0016884	CARHR247760	El003G142460
OG0016885	CARHR247920	El003G142240
OG0016887	CARHR294260	El003G141980
OG0016888	CARHR294220	El003G141950
OG0016889	CARHR294090	El003G141800
OG0016890	CARHR294010	El003G141710
OG0016891	CARHR293970	El003G141660
OG0016892	CARHR217070	El003G181620
OG0016893	CARHR216700	El003G183650
OG0016894	CARHR216180	El003G184630, El003G180790, El003G180770
OG0016895	CARHR215190	El003G185930
OG0016896	CARHR215140	El003G186070
OG0016897	CARHR263040	El003G189130
OG0016898	CARHR263030	El003G189140
OG0016899	CARHR262950	El003G189210
OG0016900	CARHR262420	El003G189730
OG0016901	CARHR262320	El003G189850
OG0016902	CARHR129090	El006G296180
OG0016903	CARHR010280	El002G093150
OG0016904	CARHR075290	El005G235380
OG0016905	CARHR154210	El001G014920
OG0016906	CARHR031170	El002G119040
OG0016907	CARHR259320	El001G011410
OG0016908	CARHR259420	El001G011310
OG0016909	CARHR155860	El001G016540
OG0016910	CARHR128400	El006G296980
OG0016911	CARHR127830	El006G298170
OG0016912	CARHR127640	El006G298300
OG0016913	CARHR180490	El007G358660
OG0016914	CARHR180700	El007G358550
OG0016915	CARHR181460	El007G357710
OG0016916	CARHR185890	El001G049100
OG0016917	CARHR284740	El007G355390
OG0016918	CARHR260950	El001G009520
OG0016919	CARHR261020	El001G009370
OG0016920	CARHR255680	El001G008120
OG0016921	CARHR255110	El001G007560
OG0016922	CARHR253800	El001G006200
OG0016923	CARHR253460	El001G005820
OG0016924	CARHR253410	El001G005770
OG0016925	CARHR252550	El001G004980
OG0016926	CARHR252380	El001G004760
OG0016927	CARHR252190	El001G004560
OG0016928	CARHR008230	El002G091080
OG0016929	CARHR178580	El007G361060
OG0016930	CARHR176350	El007G363830
OG0016931	CARHR089460	El005G250640
OG0016932	CARHR217300	El003G182520
OG0016933	CARHR173770	El007G366740
OG0016934	CARHR173690	El007G366800
OG0016935	CARHR174120	El007G366410
OG0016936	CARHR216590	El001G082350
OG0016937	CARHR217680	El003G183100
OG0016938	CARHR173900	El007G366580
OG0016939	CARHR217590	El003G183070
OG0016940	CARHR217370	El003G182560
OG0016941	CARHR102110	El005G269370
OG0016942	CARHR102180	El005G269400
OG0016943	CARHR217480	El003G182850
OG0016944	CARHR103250	El005G270400
OG0016945	CARHR217000	El003G183410
OG0016946	CARHR217250	El003G182420
OG0016947	CARHR218330	El003G179100
OG0016948	CARHR218610	El003G178440
OG0016949	CARHR219180	El003G177290
OG0016951	CARHR220090	El003G175920
OG0016952	CARHR220210	El003G175690
OG0016953	CARHR221420	El003G174180
OG0016954	CARHR221470	El003G174160
OG0016955	CARHR221490	El003G174140
OG0016956	CARHR221550	El003G174080
OG0016957	CARHR221860	El003G173820
OG0016958	CARHR222210	El003G172900
OG0016959	CARHR262290	El003G189870
OG0016960	CARHR262260	El003G189890
OG0016961	CARHR281700	El007G322060
OG0016962	CARHR261520	El003G191350
OG0016963	CARHR261290	El003G191700
OG0016964	CARHR213840	El003G192730
OG0016965	CARHR287610	El003G193020
OG0016966	CARHR212860	El003G193090
OG0016967	CARHR212810	El003G193270
OG0016968	CARHR212710	El003G193350
OG0016969	CARHR212700	El003G193360
OG0016970	CARHR250260	El001G001590
OG0016971	CARHR143500	El006G279700
OG0016972	CARHR143450	El006G279720
OG0016973	CARHR143240	El006G279970
OG0016974	CARHR142940	El006G280270
OG0016975	CARHR142800	El006G280420
OG0016977	CARHR142200	El006G281060
OG0016978	CARHR141900	El006G281350
OG0016980	CARHR140670	El001G039640, El005G247480, El006G282940
OG0016981	CARHR140250	El006G283490
OG0016983	CARHR139240	El006G284730
OG0016984	CARHR139150	El006G284830
OG0016985	CARHR139090	El006G284910
OG0016986	CARHR169820	El001G031010
OG0016987	CARHR138430	El006G285540
OG0016988	CARHR138240	El006G285700
OG0016990	CARHR136980	El006G287330
OG0016992	CARHR136560	El006G287930
OG0016993	CARHR212090	El001G081960
OG0016994	CARHR212080	El001G081950
OG0016995	CARHR212010	El001G081880
OG0016996	CARHR211840	El001G081680
OG0016997	CARHR211800	El001G081620
OG0016998	CARHR211780	El001G081600
OG0016999	CARHR211750	El001G081560
OG0017000	CARHR211530	El001G081320
OG0017001	CARHR211490	El001G081290
OG0017002	CARHR211290	El001G081050
OG0017003	CARHR211170	El001G080920
OG0017004	CARHR211150	El001G080910
OG0017005	CARHR211010	El001G080750
OG0017006	CARHR210570	El001G080110
OG0017007	CARHR209900	El001G079340
OG0017009	CARHR193270	El001G060530
OG0017010	CARHR192610	El001G059920
OG0017011	CARHR192480	El001G059750
OG0017012	CARHR192530	El001G059840
OG0017013	CARHR191900	El001G059090
OG0017014	CARHR191790	El001G058950
OG0017015	CARHR191200	El001G058180
OG0017016	CARHR190940	El001G057730
OG0017017	CARHR190760	El001G057510
OG0017018	CARHR273510	El007G331040
OG0017019	CARHR285890	El007G331610
OG0017021	CARHR277490	El007G326950
OG0017022	CARHR277630	El007G326840
OG0017024	CARHR278000	El007G326400
OG0017025	CARHR278820	El007G325500
OG0017026	CARHR293830	El007G325340
OG0017027	CARHR293740	El007G325250
OG0017028	CARHR279060	El007G325120
OG0017029	CARHR279070	El007G325100
OG0017032	CARHR279700	El007G324350
OG0017033	CARHR279810	El007G324240
OG0017034	CARHR279900	El007G324100
OG0017035	CARHR280020	El007G323930
OG0017036	CARHR280060	El007G323900
OG0017037	CARHR280450	El007G323460
OG0017038	CARHR280720	El007G323190
OG0017039	CARHR280970	El007G322890
OG0017040	CARHR281150	El007G322660
OG0017041	CARHR070850	El004G230440
OG0017042	CARHR281640	El007G322120
OG0017044	CARHR248030	El001G000040
OG0017045	CARHR248440	El001G000460
OG0017046	CARHR249140	El001G001120
OG0017047	CARHR249430	El001G001360
OG0017048	CARHR212650	El001G001420
OG0017049	CARHR249510	El001G001500
OG0017050	CARHR250250, CARHR250240	El001G001610
OG0017051	CARHR027170	El002G113300
OG0017052	CARHR249590	El001G002390
OG0017053	CARHR250830	El001G003070
OG0017054	CARHR178980	El007G360350
OG0017055	CARHR179690	El007G359680
OG0017056	CARHR179910	El007G359340
OG0017057	CARHR179920	El007G359330
OG0017058	CARHR180100	El007G359180
OG0017059	CARHR126670	El006G299320
OG0017060	CARHR125560	El006G300460
OG0017061	CARHR125530	El006G300500
OG0017062	CARHR125120	El006G300860
OG0017063	CARHR124680	El006G301410
OG0017064	CARHR124350	El006G301760
OG0017065	CARHR124020	El006G302110
OG0017066	CARHR123400	El006G302780
OG0017067	CARHR122650	El006G303670, El006G303690
OG0017068	CARHR122110	El006G304330
OG0017069	CARHR121800	El006G304750
OG0017070	CARHR121750	El006G304880
OG0017071	CARHR121350	El006G305280
OG0017072	CARHR120990	El006G305690
OG0017073	CARHR120870	El006G305770
OG0017074	CARHR120470	El006G306250
OG0017075	CARHR119430	El006G308120
OG0017076	CARHR119100	El006G308690
OG0017077	CARHR118580	El006G310320
OG0017078	CARHR118550	El006G311010
OG0017079	CARHR118520	El006G310410
OG0017080	CARHR287290	El006G311400
OG0017081	CARHR293320	El006G311760
OG0017082	CARHR118430	El006G312060
OG0017083	CARHR115040	El006G312610
OG0017084	CARHR114950	El006G312800
OG0017085	CARHR114840	El006G313200
OG0017086	CARHR261610	El003G191170
OG0017087	CARHR115400	El006G313660
OG0017088	CARHR235190	El003G156680
OG0017089	CARHR235170	El003G156700
OG0017090	CARHR235140	El003G156730
OG0017092	CARHR235050	El003G156900
OG0017093	CARHR234990	El003G156960
OG0017094	CARHR075260	El005G235350
OG0017095	CARHR075280	El005G235370
OG0017096	CARHR075170	El005G235240
OG0017097	CARHR075120	El005G235150
OG0017098	CARHR074980	El005G234980
OG0017099	CARHR074880	El005G234890
OG0017100	CARHR233970	El003G158060
OG0017101	CARHR234080	El003G157940
OG0017102	CARHR234200	El003G157790
OG0017103	CARHR234480	El003G157460
OG0017104	CARHR234290	El003G157680
OG0017105	CARHR076090	El005G236270
OG0017106	CARHR076180	El005G236380
OG0017107	CARHR076800	El005G237040
OG0017108	CARHR076890	El005G237140
OG0017109	CARHR076920	El005G237170
OG0017110	CARHR077210	El005G237480
OG0017111	CARHR077340	El005G237620
OG0017112	CARHR077470	El005G237780
OG0017113	CARHR077690	El005G238040
OG0017114	CARHR078140	El005G238580
OG0017116	CARHR079010	El005G239530
OG0017117	CARHR079120, CARHR079110	El005G239630
OG0017118	CARHR079580	El005G240130
OG0017119	CARHR079860	El005G240390
OG0017120	CARHR080270	El005G240820
OG0017121	CARHR080290	El005G240830
OG0017122	CARHR080440	El005G241030
OG0017124	CARHR080540	El005G241160
OG0017125	CARHR080990	El005G241690
OG0017126	CARHR081040	El005G241750
OG0017127	CARHR081110	El005G241820
OG0017128	CARHR081460	El005G242140
OG0017129	CARHR081550	El005G242230
OG0017130	CARHR081940	El007G361950, El005G242560
OG0017131	CARHR082050	El005G242690
OG0017132	CARHR082260	El005G242890
OG0017133	CARHR082400	El005G243100
OG0017134	CARHR082730	El005G243450
OG0017135	CARHR082750	El005G243480
OG0017136	CARHR083190	El005G243950
OG0017137	CARHR135400	El006G289260
OG0017138	CARHR134840	El006G289850
OG0017139	CARHR134460	El006G290250
OG0017140	CARHR134440	El006G290270
OG0017141	CARHR134390	El006G290430, El006G290390
OG0017142	CARHR133930	El006G290840
OG0017143	CARHR133900	El006G290910
OG0017144	CARHR133640	El006G291150
OG0017145	CARHR133620	El006G291170
OG0017146	CARHR130380	El006G294710
OG0017147	CARHR131090	El006G293840
OG0017148	CARHR131510	El006G293520
OG0017149	CARHR132100	El006G292850
OG0017150	CARHR131860	El006G292610
OG0017151	CARHR131800	El006G292550
OG0017152	CARHR133120	El006G291760
OG0017153	CARHR015860	El002G099380
OG0017154	CARHR016070	El002G099610
OG0017155	CARHR016480	El002G100050
OG0017156	CARHR016990	El002G100500
OG0017157	CARHR017060	El002G100570
OG0017158	CARHR017560	El002G101110
OG0017159	CARHR017660	El002G101200
OG0017160	CARHR017840	El002G101330
OG0017161	CARHR018240, CARHR033600	El002G101770
OG0017162	CARHR018950	El002G102500
OG0017163	CARHR018700	El002G102280
OG0017164	CARHR019110	El002G102660
OG0017165	CARHR019170	El002G102730
OG0017166	CARHR274870, CARHR019210	El002G102770
OG0017167	CARHR019320	El002G102890
OG0017168	CARHR019730	El002G103380
OG0017169	CARHR020060	El002G103780
OG0017170	CARHR020130	El002G103870
OG0017172	CARHR021390	El002G105300
OG0017173	CARHR021870	El002G105940
OG0017175	CARHR022030	El002G106150
OG0017176	CARHR022070	El002G106190
OG0017177	CARHR022170	El002G106280
OG0017178	CARHR022690	El002G107370
OG0017179	CARHR035320, CARHR022910	El002G107630
OG0017180	CARHR023000	El002G107740
OG0017181	CARHR032220	El002G120380
OG0017182	CARHR023090	El002G107900
OG0017183	CARHR023210	El002G108020
OG0017184	CARHR023390	El002G108230
OG0017185	CARHR023490	El002G108390
OG0017186	CARHR024330	El002G109350
OG0017187	CARHR024380	El002G109410
OG0017188	CARHR024860	El002G109990
OG0017189	CARHR025180	El002G111450
OG0017190	CARHR025740	El002G111710
OG0017191	CARHR026110	El002G112130
OG0017192	CARHR026430	El002G112450
OG0017193	CARHR027110	El002G113150
OG0017194	CARHR027090	El002G113140
OG0017195	CARHR027100	El002G113130
OG0017196	CARHR231840	El003G160300
OG0017197	CARHR136190	El006G288330
OG0017198	CARHR232680	El003G159330
OG0017199	CARHR233000	El003G158930
OG0017200	CARHR235500	El003G156270
OG0017202	CARHR116770	El006G315960
OG0017203	CARHR116540	El006G315590
OG0017204	CARHR117660	El006G316960
OG0017205	CARHR117920	El006G317250
OG0017206	CARHR293000	El006G318560
OG0017207	CARHR114510	El006G319040
OG0017209	CARHR113720	El006G319670
OG0017210	CARHR113200	El006G320280
OG0017211	CARHR113030	El006G320380
OG0017212	CARHR112460	El006G321050
OG0017213	CARHR112410	El006G321110
OG0017214	CARHR112260	El006G321240
OG0017215	CARHR112060	El006G321490
OG0017216	CARHR112030	El006G321520
OG0017217	CARHR015200	El002G098700
OG0017218	CARHR014560	El002G098030
OG0017219	CARHR013950	El002G097250
OG0017220	CARHR013780	El002G097060
OG0017221	CARHR013220	El002G096470
OG0017222	CARHR120940, CARHR013180	El002G096430
OG0017223	CARHR012870	El002G096080
OG0017224	CARHR011760	El002G094760
OG0017225	CARHR011600	El002G094640
OG0017226	CARHR011080	El002G093930
OG0017227	CARHR011010	El002G093860
OG0017228	CARHR010970	El002G093820
OG0017229	CARHR010440	El002G093270
OG0017230	CARHR009830	El002G092660
OG0017231	CARHR009930	El002G092850
OG0017232	CARHR009380	El002G092230
OG0017233	CARHR009190	El002G091970
OG0017234	CARHR055230	El004G208260
OG0017235	CARHR009130	El002G091930
OG0017237	CARHR009010	El002G091850
OG0017238	CARHR206040	El001G074720
OG0017239	CARHR008430	El002G091260
OG0017240	CARHR006960	El002G089720
OG0017241	CARHR006010	El002G088770
OG0017242	CARHR005780	El002G088630
OG0017243	CARHR005430	El002G088250
OG0017244	CARHR005110	El002G087840
OG0017245	CARHR004900	El002G087610
OG0017246	CARHR004440	El002G087140
OG0017247	CARHR004400	El002G087090
OG0017248	CARHR003970	El002G086650
OG0017249	CARHR003720	El002G086340
OG0017250	CARHR003440	El002G085960
OG0017251	CARHR003380	El002G085900
OG0017252	CARHR002980	El002G085460
OG0017253	CARHR003020	El002G085520
OG0017254	CARHR003030	El002G085530
OG0017255	CARHR003080	El002G085560
OG0017257	CARHR002700, CARHR002630	El002G085150
OG0017258	CARHR002520	El002G085020
OG0017259	CARHR001690	El002G084060
OG0017260	CARHR001650	El002G084020
OG0017261	CARHR000560	El002G082970
OG0017262	CARHR000490	El002G082810
OG0017263	CARHR000230	El002G082520
OG0017264	CARHR000170	El002G082450
OG0017265	CARHR198750	El001G066920
OG0017266	CARHR198780	El001G066950
OG0017267	CARHR198800	El001G066970
OG0017268	CARHR198860	El001G067040
OG0017269	CARHR198330	El001G066500
OG0017270	CARHR198320	El001G066490
OG0017271	CARHR198300	El001G066460
OG0017272	CARHR197950	El001G062170, El001G066080
OG0017273	CARHR198070	El001G066240
OG0017275	CARHR196830	El001G064600
OG0017276	CARHR196440	El001G064220
OG0017277	CARHR195550	El001G063240
OG0017278	CARHR195510	El001G063190
OG0017279	CARHR195390	El001G063050
OG0017280	CARHR060970	El004G218920
OG0017281	CARHR194100	El001G061600
OG0017282	CARHR193970	El001G061470
OG0017283	CARHR193960	El001G061450
OG0017284	CARHR193670	El001G061070
OG0017285	CARHR186000	El001G049390
OG0017286	CARHR185750	El001G048850
OG0017287	CARHR185300	El001G047700
OG0017289	CARHR182020	El007G345390
OG0017290	CARHR182470	El007G346070, El005G269090
OG0017291	CARHR183840	El007G349100
OG0017292	CARHR183490	El007G348350
OG0017293	CARHR199760	El001G067980
OG0017294	CARHR199810	El001G068030
OG0017295	CARHR206340	El001G075030
OG0017296	CARHR145610	El001G038270
OG0017297	CARHR045770	El002G141290
OG0017298	CARHR184300	El007G351190
OG0017299	CARHR207930	El001G076970
OG0017300	CARHR207970	El001G077000
OG0017301	CARHR207980	El001G077030
OG0017302	CARHR208110	El001G077150
OG0017303	CARHR208360	El001G077590
OG0017304	CARHR187910	El001G052680
OG0017305	CARHR187830	El001G052610
OG0017306	CARHR188010	El001G052790
OG0017307	CARHR018550	El002G102050
OG0017308	CARHR188610	El001G054500
OG0017309	CARHR188760	El001G054750
OG0017310	CARHR189140	El001G055550
OG0017311	CARHR189040	El001G055430
OG0017312	CARHR189210	El001G055630
OG0017313	CARHR189510	El001G055870
OG0017314	CARHR189550	El001G055930
OG0017315	CARHR189570	El001G055940
OG0017316	CARHR190370	El001G056950
OG0017317	CARHR190420	El001G057020
OG0017318	CARHR275030	El007G329560
OG0017319	CARHR268160	El007G337520
OG0017320	CARHR275280	El007G329290
OG0017321	CARHR275630	El007G328860
OG0017322	CARHR275690	El007G328800
OG0017323	CARHR275790	El007G328740
OG0017324	CARHR275850	El007G328650
OG0017325	CARHR275960	El007G328540
OG0017326	CARHR276840	El007G327580
OG0017327	CARHR272410	El007G332890
OG0017328	CARHR272350	El007G332960
OG0017329	CARHR272320	El007G332990
OG0017330	CARHR160910	El001G021580
OG0017331	CARHR160550	El001G021240
OG0017332	CARHR160430	El001G021100
OG0017333	CARHR160270	El001G020890
OG0017334	CARHR160150	El001G020720
OG0017336	CARHR159100	El001G020090
OG0017337	CARHR193360	El001G060730
OG0017338	CARHR157720	El001G018570
OG0017339	CARHR157660	El001G018510
OG0017340	CARHR157250	El001G018150
OG0017341	CARHR157020	El001G017860
OG0017342	CARHR156940	El001G017780
OG0017343	CARHR156600	El001G017400
OG0017344	CARHR156470	El001G017280
OG0017345	CARHR156140	El001G016850
OG0017346	CARHR155590	El001G016340
OG0017347	CARHR154870	El001G016110
OG0017348	CARHR155260	El001G015770
OG0017349	CARHR220200	El003G175700
OG0017350	CARHR150740	El001G041180
OG0017351	CARHR104460	El001G012700
OG0017352	CARHR104390	El001G012710
OG0017353	CARHR104580	El001G012600
OG0017354	CARHR153450	El001G011790
OG0017355	CARHR192690	El001G060000
OG0017357	CARHR060310	El004G218140
OG0017358	CARHR199670	El001G067890
OG0017359	CARHR060530	El004G218400
OG0017360	CARHR060480	El004G218300
OG0017361	CARHR061670	El004G219720
OG0017362	CARHR062050	El004G220210
OG0017363	CARHR062090	El004G220250
OG0017364	CARHR259160	El007G345100
OG0017366	CARHR062430	El004G220630
OG0017367	CARHR062700	El004G220910
OG0017368	CARHR063840	El004G222250
OG0017369	CARHR063850	El004G222260
OG0017370	CARHR064010	El004G222420
OG0017372	CARHR064350	El004G222950
OG0017373	CARHR064370	El004G222970
OG0017374	CARHR291190	El004G223350
OG0017375	CARHR071440	El004G231230
OG0017376	CARHR071400	El004G231160
OG0017377	CARHR071010	El004G230560
OG0017378	CARHR070980	El004G230530
OG0017379	CARHR070840	El004G230430
OG0017380	CARHR070520	El004G230020
OG0017381	CARHR070270	El004G229670
OG0017382	CARHR070190	El004G229580
OG0017383	CARHR070170	El004G229560
OG0017384	CARHR069770	El004G229030
OG0017385	CARHR069410	El004G228630
OG0017386	CARHR069210	El004G228440
OG0017387	CARHR020260	El002G104030, El037G374560
OG0017388	CARHR068310	El004G227530
OG0017389	CARHR067960	El004G227220
OG0017390	CARHR067610	El004G226890
OG0017391	CARHR193540	El001G060930
OG0017392	CARHR067230	El004G226610
OG0017393	CARHR217230	El003G182410
OG0017394	CARHR066810	El004G226120
OG0017395	CARHR066740	El004G226040
OG0017396	CARHR066460	El004G225660
OG0017397	CARHR066380	El004G225500
OG0017398	CARHR066170	El004G225300
OG0017399	CARHR065970	El004G225110
OG0017400	CARHR065500	El004G224650
OG0017401	CARHR072040	El004G231920
OG0017402	CARHR072350	El004G232210
OG0017403	CARHR072780	El004G232580
OG0017404	CARHR073150	El004G233000
OG0017405	CARHR036700	El004G233060
OG0017406	CARHR073470	El004G233340
OG0017407	CARHR073590	El004G233440
OG0017408	CARHR073670	El004G233530
OG0017409	CARHR074350	El004G234370
OG0017410	CARHR074480	El004G234530
OG0017411	CARHR074630	El004G234690
OG0017412	CARHR074650	El004G234710
OG0017413	CARHR074770	El004G234730
OG0017414	CARHR087490	El005G248780
OG0017415	CARHR087750	El005G249090
OG0017416	CARHR087940	El005G249270
OG0017417	CARHR088230	El005G249500
OG0017418	CARHR088440	El005G249690
OG0017419	CARHR088520	El005G249790
OG0017420	CARHR089530	El005G250870
OG0017421	CARHR089540	El005G250880
OG0017422	CARHR090010	El005G251450
OG0017423	CARHR090120	El005G251570
OG0017424	CARHR090140	El005G251590
OG0017426	CARHR090720	El005G252280
OG0017427	CARHR091500	El005G253030
OG0017428	CARHR091680	El005G253230
OG0017429	CARHR092040	El005G253590
OG0017431	CARHR093800	El005G255740
OG0017432	CARHR093820	El005G255760
OG0017433	CARHR094400	El005G256390
OG0017435	CARHR095080	El005G257150
OG0017436	CARHR095120	El002G134200, El005G257190
OG0017437	CARHR095170	El005G257240
OG0017438	CARHR095250	El005G257280
OG0017439	CARHR095260	El005G257290
OG0017440	CARHR097480	El005G259780
OG0017441	CARHR097230	El005G259440
OG0017442	CARHR097210	El005G259430
OG0017445	CARHR098360	El005G261340
OG0017446	CARHR264380	El007G342270
OG0017447	CARHR098590	El005G261770
OG0017448	CARHR099170	El005G264410
OG0017449	CARHR099700	El005G265620
OG0017450	CARHR100610	El005G267740
OG0017451	CARHR100620	El005G267750
OG0017452	CARHR101050	El005G268150
OG0017453	CARHR101200	El005G268390
OG0017454	CARHR115590	El006G314000
OG0017455	CARHR103040	El005G270100
OG0017456	CARHR104000	El005G271390
OG0017457	CARHR105120	El005G271690
OG0017458	CARHR104800	El005G271870
OG0017459	CARHR103620	El005G270820
OG0017460	CARHR104740	El005G271930
OG0017461	CARHR105340	El005G272190
OG0017462	CARHR106340	El005G273380
OG0017463	CARHR106650	El005G273650
OG0017464	CARHR293510	El005G274600
OG0017465	CARHR281790, CARHR107600	El005G274850
OG0017466	CARHR107960	El005G275220
OG0017467	CARHR108210	El005G275340
OG0017468	CARHR109050	El005G276820
OG0017469	CARHR109410	El005G277280
OG0017470	CARHR109870	El005G277870
OG0017471	CARHR110610	El005G278540
OG0017472	CARHR110860	El005G278760
OG0017473	CARHR110910	El005G278830
OG0017474	CARHR236130	El003G155530
OG0017475	CARHR283700	El005G279460
OG0017476	CARHR111460	El005G279440
OG0017477	CARHR111410	El005G279270
OG0017478	CARHR111620	El005G279570
OG0017479	CARHR111640	El005G279590
OG0017480	CARHR045970	El002G141480
OG0017481	CARHR045570	El002G141000
OG0017482	CARHR045400	El002G140790
OG0017483	CARHR045280	El002G140650
OG0017485	CARHR044790	El002G140120
OG0017486	CARHR044750	El002G140070
OG0017487	CARHR044740	El002G140060
OG0017488	CARHR044590	El002G139880
OG0017489	CARHR044230	El002G139500
OG0017490	CARHR043970	El002G139230
OG0017491	CARHR043330	El002G138120
OG0017492	CARHR043310	El002G138100
OG0017493	CARHR042740	El002G137470
OG0017494	CARHR042670	El002G137380
OG0017495	CARHR040680, CARHR040600	El002G134840
OG0017496	CARHR040620	El002G134800
OG0017497	CARHR040340	El002G134530
OG0017498	CARHR040010	El002G134170
OG0017499	CARHR038980	El002G132790
OG0017500	CARHR038880	El002G132690
OG0017501	CARHR038860	El002G132650
OG0017502	CARHR038300	El002G132400
OG0017503	CARHR251090	El001G003390
OG0017504	CARHR037960	El002G131820
OG0017505	CARHR222670	El003G171370
OG0017506	CARHR222630	El003G171410
OG0017507	CARHR290290	El003G172260
OG0017508	CARHR290140	El003G172410
OG0017509	CARHR290120	El006G309950, El003G172420
OG0017510	CARHR029850	El002G116780
OG0017511	CARHR128600	El006G296780
OG0017512	CARHR128530	El006G296850
OG0017513	CARHR161900	El001G022520
OG0017514	CARHR161930	El001G022540
OG0017515	CARHR162590	El001G023170
OG0017516	CARHR162670	El001G023310
OG0017517	CARHR162870	El001G023540
OG0017518	CARHR162890	El001G023570
OG0017519	CARHR163610	El001G024350
OG0017520	CARHR163650	El001G024410
OG0017521	CARHR163660	El001G024420
OG0017522	CARHR163760	El001G024490
OG0017523	CARHR163930	El001G024730
OG0017524	CARHR164340	El001G025200
OG0017525	CARHR164160	El001G024980
OG0017526	CARHR164210	El001G025030
OG0017527	CARHR164920	El001G025820
OG0017528	CARHR165060	El001G025930
OG0017529	CARHR165100	El001G025970
OG0017530	CARHR165360	El001G026280
OG0017531	CARHR165480	El001G026460
OG0017532	CARHR165530	El001G026480
OG0017533	CARHR165690	El001G026830
OG0017534	CARHR166010	El001G027190
OG0017535	CARHR165930	El001G027060
OG0017536	CARHR166150	El001G027380
OG0017537	CARHR166500	El001G027680
OG0017538	CARHR166720	El001G027950
OG0017539	CARHR167510	El001G028760
OG0017540	CARHR167740	El001G028970
OG0017541	CARHR169040	El001G030280
OG0017542	CARHR169190	El001G030450
OG0017543	CARHR169440	El001G030610
OG0017544	CARHR170180	El001G031440
OG0017545	CARHR170200	El001G031510
OG0017546	CARHR170730	El001G032130
OG0017547	CARHR161660	El001G022360
OG0017548	CARHR171170	El001G032640
OG0017549	CARHR171200	El001G032670
OG0017550	CARHR172140	El001G033980
OG0017551	CARHR172530	El001G034470
OG0017552	CARHR172910	El001G034840
OG0017553	CARHR173000	El001G034930
OG0017554	CARHR291620	El001G035720
OG0017555	CARHR291530	El001G035830
OG0017556	CARHR171300	El001G032890
OG0017557	CARHR045740	El002G141250
OG0017558	CARHR043110	El002G137850
OG0017559	CARHR042780	El002G137500
OG0017560	CARHR041610	El002G135770
OG0017562	CARHR290360	El003G172200
OG0017563	CARHR154300	El001G014960
OG0017564	CARHR156520	El001G017320
OG0017565	CARHR158890	El001G019750
OG0017566	CARHR162110	El001G022700
OG0017567	CARHR161920	El001G022530
OG0017568	CARHR161110	El001G021790
OG0017569	CARHR162920	El001G023600
OG0017571	CARHR215170	El003G189810, El003G189830
OG0017572	CARHR164300	El001G025140
OG0017573	CARHR164320	El001G025180
OG0017574	CARHR164390	El001G025260
OG0017575	CARHR165230	El001G026080
OG0017576	CARHR165700	El001G026840
OG0017577	CARHR166080	El001G027280
OG0017578	CARHR166430	El001G027570
OG0017579	CARHR168950	El001G030180
OG0017580	CARHR173340	El001G035360
OG0017581	CARHR281690	El007G322070
OG0017583	CARHR280530	El007G323380
OG0017584	CARHR066190	El001G082360
OG0017586	CARHR253740	El001G006120
OG0017587	CARHR254730	El001G007340
OG0017590	CARHR132960	El006G291860
OG0017591	CARHR292910, CARHR133560	El006G291290
OG0017592	CARHR134800	El006G289910
OG0017593	CARHR136250	El006G288230
OG0017594	CARHR137010	El004G212400
OG0017595	CARHR136960	El006G287350
OG0017596	CARHR137120	El006G287150
OG0017597	CARHR137770	El006G286350
OG0017598	CARHR142520	El006G280760
