Orthogroup	Arabidopsis_lyrata_Rawat	Aethionema_saxatile
OG0000530	AL6G28150, AL6G28110, AL6G28160, AL6G28190	As009G203010, As009G203020, As009G203100, As009G203060, As009G202740
OG0000533	AL4G10780	As007G180830
OG0000534	AL2G13690, AL3G48150, AL2G14040, AL2G14030, AL2G13700	As007G167300, As001G022180, As001G022190, As001G022170, As001G016060
OG0000535	AL2G15360	As001G023320
OG0000535	AL5G11360, AL5G11380	As001G023310
OG0000536	AL7G42700, AL6G30410, AL7G43360, AL4G22260, AL3G45290, AL1G50450, AL3G37630, AL3G46360, AL4G15970	As010G228630, As004G090520
OG0000537	AL6G49630	As006G124070
OG0000537	AL9U11650	As004G093070
OG0000537	AL3G18810	As006G141200
OG0000538	AL4G42410, AL4G42400	As005G103710, As005G103700
OG0000539	AL8G45700	As005G120910
OG0000540	AL4G24180, AL4G24070, AL4G24060	As006G128870, As006G128860, As006G128850
OG0000541	AL4G23730	As006G128960, As006G128940
OG0000542	AL1G55560	As012G273170
OG0000543	nbis-gene-965, nbis-gene-977, AL4G18590, AL4G14960, AL8G17380, AL4G14950	As007G177800
OG0000544	AL1G15030	As008G195060
OG0000544	AL1G15020, AL1G15010	As008G195020, As008G195030, As008G195070, As008G195140, As008G195120
OG0000545	AL2G34940	As010G238530
OG0000546	AL3G49930, AL3G49920, AL3G49890	As011G264020, As011G264080, As011G264050, As011G264010, As011G264090, As011G264000, As011G264100, As011G263960, As011G264110, As011G263990, As011G264030, As011G264060, As011G263920, As011G264120, As011G263950, As011G263980
OG0000550	AL4G32270, AL5G33370, AL1G62640	As006G144690
OG0000551	AL8G42200, AL485U10010	As005G117770
OG0000551	AL7G11340	As003G075520
OG0000551	AL4G11040	As007G180690
OG0000551	AL6G20280	As002G053470
OG0000552	AL1G37200	As012G288190, As005G099880, As007G159560, As003G061630
OG0000553	AL1G48400	As003G063020, As003G063040
OG0000553	AL1G48310, AL1G48390, AL1G48360	As003G063070, As003G063050
OG0000555	AL6G47080, AL6G47060, AL1G66390, AL6G47070	As003G067180
OG0000556	AL9U10870	As004G093660
OG0000556	AL8G21870	As006G140800
OG0000557	AL5G42490, AL5G42500	As012G286190
OG0000559	AL6G12190, AL6G12220, nbis-gene-1441, nbis-gene-1440, AL6G12050	As005G107810
OG0000560	AL8G36020, AL8G36030	As005G115530
OG0000560	AL1G13950	As008G196260, As008G196230
OG0000561	AL2G37250, AL233U10010, AL8G42580	As005G118160
OG0000562	AL3G16590	As006G139230
OG0000562	AL6G25410	As009G200380
OG0000562	AL6G38620	As009G205610
OG0000564	AL7G20340	As007G177230
OG0000565	AL6G25850	As010G233050
OG0000565	AL1G38030, AL1G36720, AL1G36780	As010G233040
OG0000566	AL6G31950, AL6G31890, AL6G31900, AL1G47530, AL1G47540	As011G250840
OG0000567	nbis-gene-1844	As012G274310
OG0000570	AL3G11310	As006G135060
OG0000570	AL8G37820	As009G217810
OG0000571	AL8G37360	As005G113940
OG0000571	AL1G18450, AL1G18460	As008G191230
OG0000572	AL4G11620, AL4G11510	As010G240060
OG0000572	AL5G24920	As010G240020, As010G240030, As010G240050, As010G240010
OG0000578	AL1G21210	As008G187240
OG0000578	AL2G16950	As001G020350
OG0000579	AL8G27120, AL7G27300	As002G044410
OG0000579	AL7G47910	As004G098040
OG0000582	AL1G18770, AL6G33460	As005G113410
OG0000582	AL4G22860	As006G130460
OG0000583	AL4G26580	As006G127330
OG0000583	nbis-gene-1049	As006G127350
OG0000584	AL8G15880	As006G124400
OG0000584	AL7G24040, AL3G53550	As001G000400
OG0000585	AL3G26940, AL4G30450, AL1G43840	As012G275350
OG0000586	AL3G49770, nbis-gene-886	As011G263800
OG0000586	AL8G19550, AL8G19500, AL387U10010	As004G082960
OG0000587	AL6G51890	As006G122410
OG0000587	AL4G46320	As005G100170
OG0000587	AL1G11470	As008G198370
OG0000588	AL3G27260	As011G247080
OG0000588	AL4G41160	As005G104750
OG0000588	AL1G61740	As012G269820
OG0000589	AL8G36370	As005G114800
OG0000589	AL5G24800, AL5G24780	As010G224800
OG0000590	AL3G16180	As006G138710
OG0000590	AL6G39140	As009G205980
OG0000590	AL1G12220	As008G197660
OG0000592	AL3G31280	As011G250170
OG0000592	AL1G30460	As010G239910, As007G154690
OG0000593	AL2G38880, AL2G38860	As008G192880, As010G241820, As010G241840
OG0000594	AL5G27680, AL5G27670, AL5G27690, AL5G27710	As010G222860
OG0000595	AL5G22680	As010G226140
OG0000596	AL8G30740	As010G227450
OG0000600	AL8G32420	As002G048280
OG0000601	AL6G26340, AL3G11260	As009G201050, As006G135040
OG0000601	AL7G51160, AL5G19440	As001G027850
OG0000602	AL5G34110	As012G276820
OG0000602	AL3G21070	As002G034860
OG0000603	AL1G64930	As002G036280, As002G036560
OG0000604	AL5G45640	As007G163770, As012G288540
OG0000605	AL2G33860	As010G239470
OG0000605	AL2G33840	As010G239480
OG0000606	AL2G41550	As010G244280
OG0000607	AL3G32400	As011G251140
OG0000607	AL3G47670	As011G262980
OG0000608	AL5G39330	As012G284160
OG0000608	AL5G39350	As012G284170, As012G284200
OG0000613	AL3G11800	As006G135470
OG0000613	AL8G28870, AL7G51680	As002G045780
OG0000614	AL6G19410	As002G054140, As005G116690, As002G054130
OG0000615	AL3G51150	As011G264960
OG0000615	AL7G14910	As003G072430
OG0000616	AL4G33550, AL5G34350	As012G277180
OG0000618	AL2G38980	As010G241950
OG0000618	AL1G29160, AL7G25220	As006G132210
OG0000619	AL4G33540, AL4G33530	As006G145810, As006G145800
OG0000619	AL5G34340	As012G277130
OG0000620	AL1G30980, AL2G33960, AL2G33940	As010G239430, As007G154950
OG0000625	AL3G11440	As006G135190
OG0000625	AL7G19910	As007G176620
OG0000626	AL2G11640, AL2G11660, AL2G11650	As001G031250
OG0000627	AL2G25270, AL7G26150	As006G134640
OG0000627	AL8G31010	As002G047240
OG0000628	AL3G32090, AL1G50900	As003G064150, As011G250810
OG0000630	nbis-gene-1960, AL5G38850, nbis-gene-1253	As004G077630, As004G077620, As004G077610
OG0000632	AL9U11780	As005G101810
OG0000632	AL5G43070	As012G286880, As012G286870
OG0000633	AL2G41520	As010G244250
OG0000634	AL8G35760, AL8G35750, AL8G35770	As005G115030, As005G115050, As005G115070, As005G115040, As005G115020, As005G115010
OG0000635	AL4G25170, AL4G25050	As006G128210
OG0000635	AL4G15110, AL4G26790, AL2G17780	As006G127130
OG0000636	AL6G15780, nbis-gene-1473, nbis-gene-1474	As009G212850
OG0000645	AL7G42080	As001G004340
OG0000646	AL5G19070	As001G027670
OG0000646	AL3G11160	As006G134940
OG0000647	AL3G20890	As002G034480, As005G107800
OG0000648	AL7G24820, AL5G45520, nbis-gene-1415	As012G288670, As012G288660, As002G053310, As005G099090, As012G288650
OG0000649	AL2G20450	As003G066660
OG0000649	AL2G36220	As010G237340
OG0000652	AL6G34620, AL6G34630, AL6G34610	As009G217160
OG0000658	AL6G39320, AL5G34870	As009G206090, As012G277750, As001G026410
OG0000659	AL3G48490, AL8G32480	As011G266440, As009G211360, As002G048340
OG0000660	AL5G25840	As010G224220
OG0000660	AL8G35540	As005G115310
OG0000661	AL7G44360, AL5G34850, AL4G26860	As010G223120, As006G127120, As006G127080
OG0000662	AL6G26710	As009G201630
OG0000662	AL3G11680	As006G135390
OG0000662	AL6G26730	As009G201640
OG0000663	AL2G26930, AL1G40220	As007G161620, As007G161610, As007G161660, As007G161640, As007G161630, As007G161650
OG0000663	AL2G26940	As010G229530
OG0000664	AL3G22880	As011G245410
OG0000669	AL4G43000, AL788U10010	As005G103090
OG0000669	AL3G25490, AL5G10200	As001G022370
OG0000670	AL7G29780, AL7G29770	As003G061610, As003G061660
OG0000671	AL7G51370	As004G078130
OG0000672	AL1G43100	As004G081100, As011G248400
OG0000674	AL1G12180	As008G197690
OG0000674	AL4G47130	As005G099330
OG0000674	AL6G50790	As006G123130
OG0000675	AL2G40590	As010G243370
OG0000676	AL1G17190	As008G193080
OG0000676	AL2G34150	As012G282240
OG0000677	AL8G21080, AL1G38470, AL1G38480, AL1G38490, AL1G38500	As007G160250
OG0000685	AL7G22910	As001G001340
OG0000685	AL7G26760	As002G032860
OG0000686	nbis-gene-1720, nbis-gene-1719, AL7G17610	As001G012430
OG0000687	AL7G38430	As001G017930
OG0000687	AL4G44290	As005G101960
OG0000687	AL5G42950	As012G286760
OG0000688	AL5G11510	As001G023420
OG0000689	AL1G48470, AL1G36330, AL6G43430	As007G158860, As003G063160, As004G080020
OG0000690	AL2G19440, AL6G40320, nbis-gene-2043	As007G154700, As003G065860, As008G196720, As010G226610
OG0000691	AL3G29220	As004G080740, As011G248640
OG0000692	AL5G40510, AL5G40520, AL4G41400	As005G104580
OG0000693	AL5G37020	As012G282230
OG0000693	AL4G32760, AL4G37470	As006G143100
OG0000694	AL4G15320, AL4G15540, AL4G15670, AL3G33570, AL4G18460, AL4G19670	As007G177770
OG0000695	AL2G34000	As010G239400
OG0000696	AL1G60460, AL3G28730	As012G270790, As011G248260
OG0000702	AL6G25210	As009G199960
OG0000702	AL5G16960	As001G026500
OG0000702	AL3G10530	As006G132970
OG0000703	AL6G13200	As002G035150
OG0000703	AL4G32640	As006G145070
OG0000703	AL5G33720	As012G276510
OG0000704	AL7G34350, AL8G14130, AL8G14120	As003G058000
OG0000705	AL4G42570, nbis-gene-1153, nbis-gene-1154	As005G103510, As005G103480
OG0000706	AL8G42360	As005G117900
OG0000707	AL3G20540	As007G161420
OG0000708	AL1G22690	As008G185890
OG0000709	AL6G28980, AL8G13720, AL8G13700, AL8G14330, AL8G13790, AL8G14360, AL8G14240, AL8G13750, AL5G32010, AL6G29000	As009G203840
OG0000714	AL7G52640	As004G077650
OG0000716	AL7G45690, AL7G45680	As004G088610, As007G165810
OG0000718	AL3G23300, AL6G10280	As005G106250, As005G106210, As005G106230, As005G106240, As005G106220
OG0000719	AL8G36400	As005G114760
OG0000720	AL5G45410	As012G288480
OG0000720	nbis-gene-1664	As006G122970
OG0000720	AL1G12090	As008G197790
OG0000721	AL6G50900	As006G123060
OG0000721	AL3G29700	As008G197760, As012G274520, As011G248980
OG0000722	AL2G28920	As010G232800
OG0000722	AL1G26200	As008G183090
OG0000723	AL6G38280	As009G205270, As009G205280, As009G205290, As009G205310
OG0000724	AL3G50880	As012G281700, As012G281680, As012G281690, As012G281640
OG0000730	AL5G12890	As001G023940
OG0000730	AL1G25880	As008G183370
OG0000731	AL5G14930, AL5G14910, AL5G14900, AL5G14920	As001G025190, As001G025200, As001G025210
OG0000732	AL7G26830	As002G032800
OG0000732	AL5G33610	As012G276370
OG0000734	AL5G26540	As009G218770, As010G223710
OG0000734	AL8G39120	As002G043480
OG0000735	AL6G36660, nbis-gene-2145	As002G047800
OG0000736	AL6G20760	As002G053050
OG0000736	AL7G12130	As003G074810
OG0000737	AL7G11480, AL7G11490, AL4G13060	As003G075290, As003G075300, As003G075310, As003G075240, As003G075260
OG0000738	AL4G28600	As006G125610
OG0000739	AL2G22710	As009G216850, As008G197070
OG0000741	AL1G63510	As012G268430
OG0000742	AL1G51280, AL2G21800, AL7G44060	As295G297840
OG0000742	AL2G21840, nbis-gene-455, nbis-gene-181	As209G297130
OG0000749	AL1G25080	As008G184000
OG0000749	AL1G39810	As007G161240
OG0000750	nbis-gene-1917, AL2G10650, AL2G10680	As001G030660
OG0000751	AL8G41410	As005G108820, As002G035280
OG0000752	AL6G36650	As009G215650, As009G215640, As011G255520, As009G215610, As009G215620, As009G215600
OG0000752	AL6G21310	As002G052450
OG0000753	AL3G41960, AL1G51950	As003G064670
OG0000754	AL1G51870	As003G064750
OG0000754	AL8G19380, AL8G19440, AL8G19460, AL482U10010	As004G082990
OG0000755	AL6G48720, AL6G48730, AL6G48740	As004G086160
OG0000756	nbis-gene-1995, AL7G15460, nbis-gene-1587, AL8G14650	As004G087220
OG0000757	AL6G11690	As005G107510
OG0000757	AL4G34170	As006G146500
OG0000758	AL4G27450, AL103U10060	As006G126420
OG0000759	AL8G34830	As009G219760
OG0000759	AL4G24830	As006G128470
OG0000760	AL4G38360, AL4G38440	As006G142310
OG0000760	AL5G37670	As012G282830
OG0000762	AL3G48270	As011G266570
OG0000763	AL1G62710, AL1G62720	As012G269290
OG0000764	AL1G58920, AL1G58360	As012G271730
OG0000765	nbis-gene-1352, AL5G32540, AL5G32520, AL5G32510, AL5G37920, nbis-gene-1353	As012G275540, As012G275570, As012G275590
OG0000772	AL5G18140, AL5G18150	As002G037440, As001G027110, As001G015580
OG0000774	AL5G11670, AL7G26650	As002G033010
OG0000776	AL3G22770, AL3G20310	As009G213010, As002G037060
OG0000778	AL6G23990, AL6G23980, AL6G24000, AL6G23970	As002G050230
OG0000779	AL7G31300	As003G060370
OG0000779	AL6G47640	As004G085410
OG0000779	AL7G41300	As004G085400
OG0000780	AL7G12020	As003G074900
OG0000780	AL4G11720, AL6G20660	As007G180430
OG0000781	AL4G42700	As004G079650
OG0000781	AL4G42710	As005G103380, As005G103370
OG0000782	AL5G16600, nbis-gene-1857, nbis-gene-1429	As005G107060, As005G106550
OG0000783	AL6G33030	As005G113140
OG0000783	AL5G22120	As010G226400
OG0000783	AL1G30410	As006G130720
OG0000784	AL5G22980	As010G225950
OG0000784	AL6G33680	As005G113590
OG0000785	AL7G18240	As007G161520
OG0000785	AL6G14380	As009G214360
OG0000786	nbis-gene-2192, nbis-gene-2193	As009G217820, As009G217830
OG0000787	AL3G24100	As010G222930, As010G222920
OG0000788	AL5G23550	As010G225660, As010G225670, As010G225650
OG0000789	AL2G40190	As010G242960
OG0000789	AL3G24470, AL1G64500	As012G267770
OG0000798	AL7G38010, AL4G31790	As001G017630, As003G055740, As004G083120
OG0000800	AL5G13310	As001G024200, As001G024190, As001G024170
OG0000801	AL3G21990, nbis-gene-1457	As002G035990
OG0000801	AL6G14280	As009G214440
OG0000801	AL3G22000	As002G036000
OG0000802	AL8G12300	As004G088660
OG0000802	AL1G44100	As003G070730
OG0000802	AL7G35980	As003G056750
OG0000803	AL7G34280	As003G058030
OG0000803	AL7G34290	As003G070410, As003G065450
OG0000804	AL7G49650	As004G097150
OG0000806	AL4G43370, AL4G43380, AL8G16790	As005G102850
OG0000807	AL4G43220	As005G102950
OG0000807	AL3G10250, AL3G10260	As006G139170, As006G133330
OG0000808	AL4G23290	As006G129450
OG0000808	AL5G25270	As010G224570
OG0000808	AL8G35720	As005G114980
OG0000809	AL1G39100	As007G160640
OG0000809	AL1G25790	As008G183460
OG0000818	AL5G29060	As010G221920
OG0000818	AL7G24940, AL2G10100	As001G030280
OG0000819	AL2G23950	As002G036020
OG0000819	AL5G37560	As012G282730
OG0000820	AL3G16650	As002G041080
OG0000821	nbis-gene-2094, AL417U10020, nbis-gene-2093	As002G043850
OG0000823	AL8G10820	As004G090360
OG0000823	AL7G37100	As003G055870
OG0000824	AL1G47490, AL1G47500	As003G062540
OG0000824	AL6G44400	As004G083720
OG0000825	AL5G43990	As012G287570
OG0000825	AL4G45540	As005G100830
OG0000826	AL4G43460	As005G102780
OG0000827	AL8G30430	As012G278780
OG0000827	AL7G18510, AL6G10810, AL6G10820	As005G106720
OG0000828	AL4G28640	As012G285140, As006G125590
OG0000829	AL3G13160	As006G136530
OG0000829	AL6G28630	As009G203460, As009G203470
OG0000830	AL7G10380, AL2G36050, AL1G33110	As007G156440
OG0000831	AL1G33420, AL1G33430, AL7G52770	As007G156620, As007G156630
OG0000832	AL3G41840, AL3G45180	As008G195870
OG0000833	AL3G27150, AL1G61930	As011G246960
OG0000834	AL3G31920	As011G250710
OG0000835	AL3G32500	As011G251220
OG0000835	AL1G56970	As012G272760
OG0000836	AL5G38750	As012G283770, As012G283780, As012G283790
OG0000842	AL5G14980, AL5G14970, nbis-gene-1210	As001G025250
OG0000843	AL2G19390, AL2G19480, AL2G19420, AL8G37980	As001G029790, As001G029800
OG0000844	AL3G20840	As002G034430
OG0000844	AL6G12140	As005G107840
OG0000845	AL8G24710, AL7G28280	As002G042280
OG0000845	AL5G28020	As010G222560
OG0000846	AL7G18290, AL7G18280	As004G079020, As002G046530, As006G146430
OG0000847	nbis-gene-1501	As002G053580
OG0000848	AL8G10250	As004G078550, As006G122300
OG0000849	AL6G52560	As006G122200
OG0000849	AL5G44500	As005G100320
OG0000850	AL4G45050	As005G101230
OG0000851	AL4G40110, AL4G39890, AL5G39040, AL5G39030, AL5G39050	As005G105540
OG0000853	AL3G46690, AL6G49880, AL6G49890	As006G123840
OG0000854	AL4G21740, AL1G18350, AL1G18340	As008G191240
OG0000855	AL5G27270	As010G223210
OG0000855	AL8G39660	As009G219120
OG0000856	AL6G41860	As010G224290
OG0000857	AL5G20580	As010G227430, As010G227420
OG0000858	AL3G38920, AL3G38910	As011G255880, As011G255860
OG0000868	AL6G16690	As009G211830
OG0000868	AL3G23490	As006G130700, As002G037910
OG0000869	AL8G10830	As004G090370
OG0000869	AL7G37090	As003G055880
OG0000870	AL1G41780	As003G068700
OG0000870	AL4G29440	As004G081540
OG0000871	AL3G11880	As006G135520
OG0000871	AL6G26930	As009G201940
OG0000871	AL7G52090	As004G077790
OG0000872	AL4G27920	As006G126250
OG0000873	AL3G14180	As010G233530, As006G137440, As009G204210
OG0000875	AL1G16630	As008G193510
OG0000876	AL6G34140, AL6G34150, AL6G34170	As009G217470, As009G217500, As009G217530
OG0000883	AL7G16530	As001G014390
OG0000883	AL3G15000	As006G138050
OG0000884	AL1G39960	As007G162220, As002G033790, As007G161390, As007G162230, As007G161400
OG0000885	AL1G35970	As007G158480
OG0000885	AL8G33860, AL7G24550	As002G049480
OG0000886	AL8G17760	As004G082110
OG0000887	AL4G46670	As005G099860
OG0000888	AL5G40270	As012G284780
OG0000888	AL4G41040	As005G104850
OG0000889	AL5G25290	As010G224550
OG0000890	AL5G34640	As012G277560
OG0000890	AL4G33980, AL4G33940, AL5G37360	As006G146240
OG0000891	AL7G31590, AL1G35950, AL1G35960	As007G158460, As007G158450, As007G158470, As007G158440
OG0000892	AL6G37260, AL6G37270	As009G215030, As009G215020
OG0000894	AL3G48600	As010G224240
OG0000895	AL3G41720	As011G258420
OG0000897	AL5G34950, AL4G34840	As012G277910, As012G277930
OG0000900	AL1G25240, AL1G25270, AL1G25260	As001G016830, As001G016840
OG0000901	AL7G38460	As001G017960, As001G018000, As001G017970, As001G017990, As001G017980
OG0000902	AL6G15270	As009G213330
OG0000902	AL3G22380	As002G036680, As002G036460
OG0000903	AL2G19300, AL6G21840	As002G052040
OG0000905	AL6G20770	As002G053040
OG0000905	AL8G42460	As005G118090
OG0000906	AL6G20450	As002G053300
OG0000907	AL7G35670	As003G057070
OG0000907	AL8G12680	As004G088350
OG0000908	AL7G11210	As003G075600, As010G234720
OG0000909	AL1G37870	As007G159890
OG0000910	AL8G36750	As005G114500
OG0000911	AL8G44760	As005G119970
OG0000911	AL1G65340, AL5G30880	As010G220810
OG0000912	AL6G50480, AL1G12430	As006G123380
OG0000914	AL3G13190	As006G137210
OG0000915	AL5G33700	As012G276470
OG0000915	AL4G32560	As006G145010
OG0000918	AL9U10470, AL9U10450	As009G205850
OG0000919	AL3G30270, AL3G30260	As011G249370
OG0000920	AL7G48560, AL1G62670	As012G269320, As012G269300
OG0000921	AL1G57040, AL1G57030, AL1G57070	As012G272730
OG0000930	AL3G48470	As011G266460
OG0000930	AL7G23090	As001G001170
OG0000931	AL3G22660	As002G036870
OG0000932	AL4G33650	As004G079170, As002G037970
OG0000933	AL8G26770	As002G044170, As007G165200
OG0000934	AL8G13630	As003G057830
OG0000935	AL6G48940	As004G086290
OG0000935	AL7G32960	As003G059060
OG0000936	AL7G32420	As003G059620
OG0000936	AL7G32430	As003G059640
OG0000937	AL7G29320	As003G062060
OG0000938	AL7G11800, AL7G11790	As003G075080
OG0000939	AL4G10580, AL4G10570	As007G181030, As007G181020, As003G075790
OG0000940	AL3G43150	As004G092040
OG0000940	AL7G15240, AL3G43220, AL7G44430	As004G090050
OG0000941	AL7G42220	As004G095180
OG0000941	AL1G15360	As008G194780
OG0000943	AL3G16220, AL6G39090	As006G138940
OG0000944	AL5G41470	As005G103890, As012G285600
OG0000945	AL304U10020	As005G105590
OG0000945	AL1G13260	As005G105910
OG0000946	AL6G10490	As005G106490, As005G106480
OG0000947	AL3G11480	As006G135230
OG0000948	AL5G36420	As012G281630, As010G224740, As010G224730, As006G143570
OG0000950	AL6G38730, AL3G16520, AL3G16530	As009G205820
OG0000951	AL8G11390	As010G227570, As010G227580, As010G227540, As009G214750
OG0000953	AL5G30240, AL5G30310, AL5G30270	As010G221250
OG0000954	AL3G32800	As011G251450
OG0000961	AL2G24570, AL2G24390, AL2G24400, AL2G24560	As002G047500, As010G227170, As010G227150, As010G227180, As010G227140, As009G213740, As001G020280, As001G020290, As001G020270, As001G020260, As010G243570, As001G014010, As001G014040, As001G013950
OG0000962	AL5G18250	As001G027150
OG0000963	AL6G11600	As002G034260
OG0000964	AL8G23720, AL8G23730, AL8G23750	As002G040430
OG0000965	AL3G25580	As011G245590, As011G255900
OG0000965	AL486U10010	As003G057680
OG0000966	AL7G34610, AL8G13600, AL7G34640	As003G057820
OG0000967	AL1G50820	As003G064080
OG0000967	AL1G35650	As007G158200
OG0000968	AL7G46710	As004G077430
OG0000969	AL8G15070, AL8G15080	As004G086960, As004G086930, As004G086940, As004G086920
OG0000969	AL66U10010, AL8G15230, AL8G15090	As004G086790, As004G086800
OG0000970	AL8G44100, nbis-gene-1338, nbis-gene-1339	As005G119400
OG0000971	AL5G37100, AL5G36880, AL3G13960	As006G137320
OG0000972	AL6G38560	As009G205570
OG0000972	AL3G16610	As006G139250
OG0000973	AL6G30350	As009G204830
OG0000973	AL3G17050	As006G139760
OG0000974	AL4G32490, AL7G48410, AL7G48420, AL7G48400, AL7G48390, AL7G47900	As006G144950
OG0000975	AL1G32480	As007G155990
OG0000975	AL2G35440	As010G238030
OG0000977	AL5G26280	As010G224030
OG0000977	AL5G26290, AL5G26230	As010G224040
OG0000977	AL5G26220	As010G224050
