Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_amara
OG0013781	AL4G37880	evm.model.RL_6.2135
OG0013782	AL4G37750	evm.model.RL_6.2124
OG0013783	AL5G37120	evm.model.RL_7.776
OG0013784	AL4G37510	evm.model.RL_6.2106
OG0013785	AL4G37210	evm.model.RL_6.2084
OG0013786	AL4G37120	evm.model.RL_6.2076
OG0013787	AL4G36990	evm.model.RL_6.2070
OG0013788	AL4G36960	evm.model.RL_6.2067
OG0013789	AL4G36580	evm.model.RL_6.2040
OG0013790	AL4G36450	evm.model.RL_6.2030
OG0013791	AL4G36440	evm.model.RL_6.2029
OG0013792	AL728U10020, AL4G36360	evm.model.RL_6.2019
OG0013793	AL4G21810	evm.model.RL_6.930
OG0013794	AL4G36270	evm.model.RL_6.2009
OG0013795	AL4G36160	evm.model.RL_6.2000
OG0013796	AL4G36020	evm.model.RL_6.1981
OG0013797	AL4G32090	evm.model.RL_6.1695
OG0013798	AL4G32390	evm.model.RL_6.1721
OG0013799	AL4G32740	evm.model.RL_6.1751
OG0013800	AL4G32850	evm.model.RL_6.1760
OG0013801	AL4G32960	evm.model.RL_6.1768
OG0013802	AL4G33040	evm.model.RL_6.1776
OG0013804	AL4G33200	evm.model.RL_6.1789, evm.model.RL_6.1792
OG0013805	AL4G33330	evm.model.RL_6.1798
OG0013806	AL4G33670	evm.model.RL_6.1853
OG0013807	AL4G34060	evm.model.RL_6.1826
OG0013808	AL4G34150	evm.model.RL_6.1824
OG0013809	AL4G34590	evm.model.RL_6.1814
OG0013810	AL4G35060	evm.model.RL_6.1910
OG0013811	AL4G35050	evm.model.RL_6.1909
OG0013812	AL4G35000	evm.model.RL_6.1905
OG0013813	AL7G43860	evm.model.RL_2.648
OG0013814	AL4G31880	evm.model.RL_6.1667
OG0013816	AL1G27320	evm.model.RL_5.1374
OG0013817	AL1G28410	evm.model.RL_5.1475
OG0013818	AL1G28690	evm.model.RL_5.1498
OG0013819	AL6G51080, nbis-gene-1666, AL1G28710	evm.model.RL_5.1500.1.687c88b4
OG0013820	AL1G28790	evm.model.RL_5.1506
OG0013821	AL1G28900	evm.model.RL_5.1514
OG0013822	AL1G29000	evm.model.RL_5.1525
OG0013823	AL1G25410	evm.model.RL_5.1206
OG0013824	AL1G29390	evm.model.RL_5.1561
OG0013825	AL1G29570	evm.model.RL_5.1572
OG0013826	AL1G29580	evm.model.RL_5.1573
OG0013828	AL1G29670	evm.model.RL_5.1579
OG0013829	AL1G30100	evm.model.RL_5.1608
OG0013830	AL1G30230	evm.model.RL_5.1619
OG0013831	AL1G30650	evm.model.RL_5.1651
OG0013832	AL1G30470	evm.model.RL_5.1637
OG0013833	AL1G30350	evm.model.RL_5.1629
OG0013834	AL1G30330	evm.model.RL_5.1627
OG0013835	AL1G30810	evm.model.RL_5.1670
OG0013836	AL1G31040	evm.model.RL_5.1695.1.687c88b6
OG0013837	AL1G31690	evm.model.RL_5.1746
OG0013838	AL1G31730	evm.model.RL_5.1750.1.687c88b6
OG0013839	AL1G31750	evm.model.RL_5.1752
OG0013840	AL1G31820	evm.model.RL_5.1759
OG0013841	AL1G31880	evm.model.RL_5.1763
OG0013842	AL1G31980	evm.model.RL_5.1773
OG0013843	AL1G32320	evm.model.RL_5.1791
OG0013844	AL1G32350	evm.model.RL_5.1794
OG0013845	AL1G32550	evm.model.RL_5.1812
OG0013846	AL1G32610	evm.model.RL_5.1817
OG0013847	AL1G32860	evm.model.RL_5.1836
OG0013848	AL1G33440	evm.model.RL_5.3685
OG0013849	AL1G33810	evm.model.RL_5.3664
OG0013850	AL1G34050	evm.model.RL_5.3646
OG0013851	AL1G34450	evm.model.RL_5.3616
OG0013852	AL1G34540	evm.model.RL_5.3609
OG0013853	AL1G34550	evm.model.RL_5.3608
OG0013854	AL1G34700	evm.model.RL_5.3599
OG0013855	AL1G34740	evm.model.RL_5.3595
OG0013857	AL1G34920	evm.model.RL_5.3580
OG0013858	AL1G35490	evm.model.RL_5.3555
OG0013859	AL1G36280	evm.model.RL_5.3492
OG0013860	AL1G36290	evm.model.RL_5.3491
OG0013861	AL1G36320	evm.model.RL_5.3489
OG0013862	AL1G36340	evm.model.RL_5.3487
OG0013863	AL1G37160	evm.model.RL_5.3429
OG0013865	AL1G37930	evm.model.RL_5.3377
OG0013866	AL1G38420	evm.model.RL_5.3349
OG0013867	AL1G38770	evm.model.RL_5.3319
OG0013868	AL1G38870	evm.model.RL_5.3318
OG0013869	AL1G38900	evm.model.RL_5.3315
OG0013870	AL1G39090	evm.model.RL_5.3298
OG0013871	AL1G39210	evm.model.RL_5.3284
OG0013872	AL1G39570	evm.model.RL_5.3259
OG0013873	AL1G39590	evm.model.RL_5.3257
OG0013874	AL1G39730	evm.model.RL_5.3245
OG0013875	AL1G40400	evm.model.RL_5.3188
OG0013876	AL2G26250	evm.model.RL_3.1137
OG0013877	AL1G40610	evm.model.RL_5.3170
OG0013878	AL1G40720	evm.model.RL_5.3159
OG0013879	AL1G52580	evm.model.RL_5.2310
OG0013880	AL7G28790	evm.model.RL_2.1954
OG0013881	AL7G28670	evm.model.RL_2.1967.1.687c86e4
OG0013882	AL7G28460	evm.model.RL_2.1987
OG0013883	AL7G28450	evm.model.RL_2.1988
OG0013884	AL7G28300	evm.model.RL_2.2003.1.687c86e4
OG0013885	nbis-gene-1781	evm.model.RL_2.2022
OG0013886	AL7G27990	evm.model.RL_2.2027
OG0013887	nbis-gene-1780	evm.model.RL_2.2029
OG0013888	AL7G19140, nbis-gene-1732	evm.model.RL_2.2776
OG0013889	AL4G16580	evm.model.RL_6.425
OG0013890	AL4G16220	evm.model.RL_6.407
OG0013891	AL4G16260	evm.model.RL_6.408
OG0013892	AL4G16180	evm.model.RL_6.402
OG0013893	AL7G18440	evm.model.RL_2.2828
OG0013894	AL4G16050	evm.model.RL_6.394
OG0013895	AL4G16040	evm.model.RL_6.393
OG0013897	AL4G15870	evm.model.RL_6.384
OG0013898	AL4G16310	evm.model.RL_6.413
OG0013899	AL4G16400	evm.model.RL_6.415
OG0013900	AL4G13660	evm.model.RL_6.253
OG0013901	AL4G12700	evm.model.RL_6.205
OG0013902	AL2G36170	evm.model.RL_3.2027
OG0013903	AL2G36160	evm.model.RL_3.2026
OG0013904	AL4G12200	evm.model.RL_6.171
OG0013905	AL4G11960	evm.model.RL_6.146
OG0013906	AL4G11760	evm.model.RL_6.371, evm.model.RL_6.129
OG0013907	AL4G11330	evm.model.RL_6.102
OG0013908	AL4G11310	evm.model.RL_6.101
OG0013909	AL4G11260	evm.model.RL_6.97
OG0013910	AL4G11000	evm.model.RL_6.82
OG0013911	AL4G10680	evm.model.RL_6.56
OG0013912	AL4G10460	evm.model.RL_6.39
OG0013913	AL4G10180	evm.model.RL_6.18
OG0013914	AL1G28330	evm.model.RL_5.1465
OG0013915	AL1G27280	evm.model.RL_5.1368
OG0013916	AL1G26700	evm.model.RL_5.1321
OG0013917	nbis-gene-84	evm.model.RL_5.1320
OG0013918	AL1G26530	evm.model.RL_5.1304
OG0013919	AL1G26230	evm.model.RL_5.1277
OG0013920	AL1G26070	evm.model.RL_5.1260
OG0013921	AL1G25610	evm.model.RL_5.1227
OG0013922	AL1G25570	evm.model.RL_5.1219
OG0013923	AL1G25480	evm.model.RL_5.1214
OG0013924	AL1G25420	evm.model.RL_5.1207
OG0013925	AL1G25280	evm.model.RL_5.1197
OG0013926	AL1G25000	evm.model.RL_5.1182
OG0013927	AL1G24650	evm.model.RL_5.1157.2.687c88b2
OG0013928	AL1G24360	evm.model.RL_5.1133
OG0013929	AL1G24340	evm.model.RL_5.1131
OG0013930	AL1G23210	evm.model.RL_5.1068
OG0013931	AL1G23080	evm.model.RL_5.1060
OG0013932	AL1G23070	evm.model.RL_5.1059
OG0013933	AL1G22920	evm.model.RL_5.1042
OG0013934	AL1G22840	evm.model.RL_5.1036
OG0013935	AL1G22070	evm.model.RL_5.971
OG0013936	AL1G21980	evm.model.RL_5.964
OG0013937	AL1G21710	evm.model.RL_5.943.2.687c88b0
OG0013938	AL3G42450	evm.model.RL_1.2491
OG0013940	AL6G40570	evm.model.RL_4.978
OG0013942	AL1G20510	evm.model.RL_5.853.1.687c88af
OG0013944	AL1G20100	evm.model.RL_5.816
OG0013945	AL1G19990	evm.model.RL_5.807
OG0013946	AL1G19950	evm.model.RL_5.803
OG0013947	AL1G19900	evm.model.RL_5.799
OG0013948	AL1G19830	evm.model.RL_5.795
OG0013949	AL1G19770	evm.model.RL_5.789
OG0013950	AL1G19070	evm.model.RL_5.725
OG0013951	AL1G18950	evm.model.RL_5.713
OG0013952	AL1G18900	evm.model.RL_5.708
OG0013953	AL1G18820	evm.model.RL_5.699
OG0013955	AL1G18130	evm.model.RL_5.636
OG0013956	AL1G17610	evm.model.RL_5.598
OG0013957	AL1G17530	evm.model.RL_5.589
OG0013958	AL1G17400	evm.model.RL_5.576
OG0013959	AL1G17240	evm.model.RL_5.561
OG0013960	AL1G17080	evm.model.RL_5.552
OG0013961	AL1G17070	evm.model.RL_5.551
OG0013962	AL1G16740	evm.model.RL_5.526
OG0013963	AL1G16450	evm.model.RL_5.500
OG0013964	AL1G16280	evm.model.RL_5.486
OG0013966	AL1G15730	evm.model.RL_5.438.1.687c88ac
OG0013967	AL1G15570	evm.model.RL_6.340
OG0013968	AL1G15500	evm.model.RL_5.422
OG0013969	AL1G15110	evm.model.RL_5.393
OG0013970	AL1G14810	evm.model.RL_5.364
OG0013971	AL1G14660	evm.model.RL_5.347
OG0013972	AL1G14620	evm.model.RL_5.343
OG0013973	AL1G14450	evm.model.RL_5.326
OG0013974	AL1G14180	evm.model.RL_5.304
OG0013975	AL1G13930	evm.model.RL_5.285
OG0013977	AL1G13800	evm.model.RL_5.273
OG0013978	AL1G12960	evm.model.RL_5.206
OG0013979	AL1G12650	evm.model.RL_5.177
OG0013980	AL1G12510	evm.model.RL_5.164
OG0013981	AL1G12480	evm.model.RL_5.161
OG0013982	nbis-gene-27	evm.model.RL_5.123
OG0013983	AL4G39680	evm.model.RL_5.79
OG0013984	AL1G11480	evm.model.RL_5.73
OG0013985	AL1G11320	evm.model.RL_5.57
OG0013986	AL1G11280	evm.model.RL_5.55
OG0013987	AL1G11250	evm.model.RL_5.52
OG0013988	AL1G11220	evm.model.RL_5.50.1.687c88a9
OG0013989	AL1G11160	evm.model.RL_5.45
OG0013990	nbis-gene-20	evm.model.RL_5.12
OG0013991	AL1G10900	evm.model.RL_5.17
OG0013992	AL1G10710	evm.model.RL_8.2872, evm.model.RL_3.515
OG0013993	AL1G10490	evm.model.RL_8.2891.1.687c8563
OG0013994	AL1G10470	evm.model.RL_8.2893
OG0013995	AL4G40380	evm.model.RL_6.2326
OG0013996	AL1G10410	evm.model.RL_8.2897
OG0013997	AL5G27440	evm.model.RL_7.1567
OG0013998	AL1G10040	evm.model.RL_8.2927
OG0013999	AL6G24630	evm.model.RL_4.2228
OG0014000	AL6G25350	evm.model.RL_4.2169
OG0014001	AL6G30550	evm.model.RL_4.1740
OG0014002	AL6G25190	evm.model.RL_4.2178
OG0014003	AL6G25160	evm.model.RL_4.2181
OG0014004	AL6G24760	evm.model.RL_4.2217
OG0014005	AL6G25560	evm.model.RL_4.2153
OG0014006	AL6G26330	evm.model.RL_4.2087
OG0014007	AL6G26530	evm.model.RL_4.2070
OG0014008	AL6G26540	evm.model.RL_4.2069
OG0014009	AL6G26550	evm.model.RL_4.2068
OG0014010	nbis-gene-1523	evm.model.RL_4.2063
OG0014011	AL6G26630	evm.model.RL_4.2060
OG0014012	AL6G26790	evm.model.RL_4.2047
OG0014013	AL6G26800	evm.model.RL_4.2046
OG0014014	AL6G26960	evm.model.RL_4.2032
OG0014015	AL6G27060	evm.model.RL_4.2022
OG0014016	AL6G27090	evm.model.RL_4.2019
OG0014017	AL6G27450	evm.model.RL_4.1988
OG0014018	AL6G27720	evm.model.RL_4.1969
OG0014019	AL6G27800	evm.model.RL_4.1962
OG0014020	AL6G28010	evm.model.RL_4.1942.2.687c86d6
OG0014021	AL6G28220	evm.model.RL_4.1930
OG0014022	AL6G28300	evm.model.RL_4.1921
OG0014023	AL6G28490	evm.model.RL_4.1902
OG0014024	AL6G28480	evm.model.RL_4.1903
OG0014025	AL6G28700	evm.model.RL_4.1882
OG0014026	AL6G29340	evm.model.RL_4.1835
OG0014027	AL2G37320	evm.model.RL_3.2118
OG0014028	AL6G29400	evm.model.RL_4.1829
OG0014029	AL6G29680	evm.model.RL_4.1811
OG0014030	AL6G29750	evm.model.RL_4.1803
OG0014031	AL6G29840	evm.model.RL_4.1796
OG0014032	AL6G29970	evm.model.RL_4.1782
OG0014033	AL6G30290	evm.model.RL_4.1761
OG0014034	AL6G30590	evm.model.RL_4.1736, evm.model.RL_6.167
OG0014035	AL6G30810	evm.model.RL_4.1720
OG0014036	AL6G38510	evm.model.RL_4.1110
OG0014037	AL6G38590	evm.model.RL_4.1103
OG0014038	AL6G38610	evm.model.RL_4.1101
OG0014039	AL6G38630	evm.model.RL_4.1099
OG0014040	AL6G38700	evm.model.RL_4.1091
OG0014041	AL6G38870	evm.model.RL_4.1080
OG0014042	AL8G16580	evm.model.RL_4.509
OG0014043	AL6G39370	evm.model.RL_4.1053
OG0014044	AL6G39790	evm.model.RL_4.1023
OG0014045	AL6G40560	evm.model.RL_4.979
OG0014046	AL8G22170	evm.model.RL_4.873
OG0014047	AL8G22140	evm.model.RL_4.869
OG0014048	AL8G22020	evm.model.RL_4.860
OG0014049	AL8G21970	evm.model.RL_4.856
OG0014050	AL8G21120	evm.model.RL_4.788
OG0014051	AL8G21770	evm.model.RL_4.844
OG0014052	AL6G24150	evm.model.RL_4.2271.1.687c86d8
OG0014054	AL6G17190	evm.model.RL_4.2846
OG0014055	AL6G17090	evm.model.RL_4.2854
OG0014056	AL6G25620	evm.model.RL_4.2148
OG0014057	AL6G16780	evm.model.RL_4.2877
OG0014058	AL6G16740	evm.model.RL_4.2881
OG0014059	AL6G16700	evm.model.RL_4.2883
OG0014060	AL6G16640	evm.model.RL_4.2889
OG0014061	AL8G20040	evm.model.RL_4.756
OG0014062	nbis-gene-1478	evm.model.RL_4.2924
OG0014063	AL6G16110	evm.model.RL_4.2930
OG0014064	AL6G15980	evm.model.RL_4.2940.2.687c86dc
OG0014065	AL6G15880	evm.model.RL_4.2948
OG0014067	AL6G15750	evm.model.RL_4.2960
OG0014068	AL6G15650	evm.model.RL_4.2969
OG0014069	AL6G15550	evm.model.RL_4.2979
OG0014070	AL6G15400	evm.model.RL_4.2992
OG0014071	AL6G15370	evm.model.RL_4.2995
OG0014072	AL6G15110	evm.model.RL_4.3012
OG0014073	AL6G15060	evm.model.RL_4.3016
OG0014074	AL6G14500	evm.model.RL_4.3056
OG0014075	AL6G14530	evm.model.RL_4.3053
OG0014076	AL6G14600	evm.model.RL_4.3047
OG0014077	AL6G14620	evm.model.RL_4.3046
OG0014078	AL6G14410	evm.model.RL_4.3064
OG0014079	AL6G14370	evm.model.RL_4.3068
OG0014080	AL6G14290	evm.model.RL_4.3072
OG0014081	AL6G14250	evm.model.RL_4.3073
OG0014082	AL6G14210	evm.model.RL_4.3075
OG0014083	AL6G14000	evm.model.RL_4.3094
OG0014084	AL6G38010	evm.model.RL_4.1151
OG0014085	AL6G37390	evm.model.RL_4.1182
OG0014086	AL6G37400	evm.model.RL_4.1181
OG0014087	AL6G37040	evm.model.RL_4.1208
OG0014088	AL6G35810	evm.model.RL_4.1294.1.687c86d3
OG0014089	AL6G35920	evm.model.RL_4.1287
OG0014090	AL6G35970	evm.model.RL_4.1284
OG0014091	AL6G35740	evm.model.RL_4.1298
OG0014092	AL6G35670	evm.model.RL_4.1304
OG0014093	AL6G35240	evm.model.RL_4.1338
OG0014094	AL6G34990	evm.model.RL_4.1356
OG0014095	AL3G42020	evm.model.RL_1.2455
OG0014096	AL6G34220	evm.model.RL_4.1418
OG0014097	AL6G34190	evm.model.RL_4.1420
OG0014098	AL8G37670	evm.model.RL_8.2173
OG0014099	AL8G38140	evm.model.RL_8.2221
OG0014100	AL8G38180	evm.model.RL_8.2225
OG0014101	AL8G38520	evm.model.RL_8.2249
OG0014102	AL7G24420	evm.model.RL_2.2330
OG0014103	AL8G38810	evm.model.RL_8.2276
OG0014104	AL8G38920	evm.model.RL_8.2284
OG0014105	AL8G39200	evm.model.RL_8.2308
OG0014106	AL8G39630	evm.model.RL_8.2337
OG0014107	AL8G39700	evm.model.RL_8.2343
OG0014108	AL8G39730	evm.model.RL_8.2346
OG0014109	AL8G39840	evm.model.RL_8.2354
OG0014110	AL8G39940	evm.model.RL_8.2365
OG0014111	AL8G40070	evm.model.RL_8.2380
OG0014112	AL8G40080	evm.model.RL_8.2381
OG0014113	nbis-gene-2172	evm.model.RL_8.1953
OG0014114	AL8G34870	evm.model.RL_8.1935
OG0014115	AL8G34520	evm.model.RL_8.1911
OG0014116	AL5G31920	evm.model.RL_7.1237
OG0014117	AL5G31860	evm.model.RL_7.1241
OG0014118	AL5G31790	evm.model.RL_7.1247
OG0014119	AL5G31730	evm.model.RL_7.1253
OG0014120	AL5G31460	evm.model.RL_7.1281
OG0014121	AL5G31210	evm.model.RL_7.1297
OG0014122	AL5G30860	evm.model.RL_7.1315
OG0014123	AL5G30850	evm.model.RL_7.1316
OG0014124	AL5G30670	evm.model.RL_7.1333.1.687c84b9
OG0014125	AL5G30510	evm.model.RL_7.1348.2.687c84b9
OG0014126	AL5G29900	evm.model.RL_7.1399
OG0014127	AL5G29790	evm.model.RL_7.1414
OG0014128	AL5G29680	evm.model.RL_7.1422
OG0014129	AL5G29160	evm.model.RL_7.1453
OG0014130	AL5G29110	evm.model.RL_7.1458
OG0014131	AL5G28870	evm.model.RL_7.1474
OG0014132	AL5G28600	evm.model.RL_7.1479
OG0014133	AL5G28130	evm.model.RL_7.1518
OG0014134	AL5G27990	evm.model.RL_7.1526
OG0014135	AL5G27640	evm.model.RL_7.1550
OG0014136	AL5G27530	evm.model.RL_7.1559
OG0014137	AL5G27430	evm.model.RL_7.1570
OG0014138	AL6G45300	evm.model.RL_8.669
OG0014139	AL5G27110	evm.model.RL_7.1602
OG0014140	AL5G27000	evm.model.RL_7.1614
OG0014141	AL5G26710	evm.model.RL_7.1636
OG0014142	AL5G26640	evm.model.RL_7.1642
OG0014143	AL5G26600	evm.model.RL_7.1644
OG0014144	AL5G26210	evm.model.RL_7.1670
OG0014145	AL5G26200	evm.model.RL_7.1672
OG0014146	AL5G25490	evm.model.RL_7.1711
OG0014147	AL5G25280	evm.model.RL_7.1734
OG0014148	AL5G25000	evm.model.RL_7.1749
OG0014149	AL2G33560	evm.model.RL_3.1783
OG0014150	AL5G24520	evm.model.RL_7.1783
OG0014151	AL5G24480	evm.model.RL_7.1786
OG0014152	AL5G24260	evm.model.RL_7.1798
OG0014153	AL5G23900	evm.model.RL_7.1817, evm.model.RL_7.1816
OG0014154	AL5G23860	evm.model.RL_7.1820
OG0014155	AL5G23580	evm.model.RL_7.1841
OG0014156	AL5G23470	evm.model.RL_7.1846
OG0014157	AL5G23290	evm.model.RL_7.1866
OG0014158	AL5G22270	evm.model.RL_7.1929
OG0014159	AL5G22190	evm.model.RL_7.1995
OG0014160	AL5G22180	evm.model.RL_7.1994
OG0014161	AL5G22060	evm.model.RL_7.1989
OG0014162	AL4G44880	evm.model.RL_6.2707
OG0014163	AL6G41800	evm.model.RL_8.894
OG0014164	AL5G20770	evm.model.RL_7.2008, evm.model.RL_5.2443
OG0014165	AL2G26300	evm.model.RL_3.1142
OG0014166	AL2G26220	evm.model.RL_3.1133
OG0014167	AL2G26580	evm.model.RL_3.1159
OG0014168	AL2G12750	evm.model.RL_3.200
OG0014170	AL2G26980	evm.model.RL_3.1170
OG0014171	AL2G27530	evm.model.RL_3.1247
OG0014172	AL2G27600	evm.model.RL_3.1254
OG0014173	AL2G40920	evm.model.RL_3.2421
OG0014174	AL2G28360	evm.model.RL_3.1309
OG0014175	AL2G28440	evm.model.RL_3.1316
OG0014176	AL2G28490	evm.model.RL_3.1321
OG0014177	AL2G28510	evm.model.RL_3.1323
OG0014178	AL2G28700	evm.model.RL_3.1344
OG0014179	AL22U10070	evm.model.RL_3.1386
OG0014180	AL2G29640	evm.model.RL_3.1427, evm.model.RL_3.1426
OG0014181	AL2G30010	evm.model.RL_3.1452
OG0014182	AL2G30070	evm.model.RL_3.1456
OG0014183	AL2G30690	evm.model.RL_3.1518
OG0014184	AL2G30820	evm.model.RL_3.1529
OG0014185	AL2G30910, AL1G14060	evm.model.RL_3.1539
OG0014186	AL2G31080	evm.model.RL_3.1547
OG0014187	AL2G31120	evm.model.RL_3.1552, evm.model.RL_2.800
OG0014188	AL2G31290	evm.model.RL_3.1564.1.687c84bc
OG0014189	AL2G31440	evm.model.RL_3.1581
OG0014190	AL2G31430	evm.model.RL_3.1576
OG0014191	nbis-gene-1644, AL2G31590	evm.model.RL_3.1593
OG0014192	AL2G31600	evm.model.RL_3.1594
OG0014193	AL2G38510	evm.model.RL_3.2216
OG0014194	AL2G37960	evm.model.RL_3.2174
OG0014195	AL2G37890	evm.model.RL_3.2169
OG0014196	AL2G37790	evm.model.RL_3.2160
OG0014197	AL2G37490	evm.model.RL_3.2135
OG0014198	AL2G37440	evm.model.RL_3.2131
OG0014199	AL2G37280	evm.model.RL_3.2114
OG0014200	AL2G37210	evm.model.RL_3.2111
OG0014201	AL2G37090	evm.model.RL_3.2100
OG0014202	AL2G36890	evm.model.RL_3.2082
OG0014203	AL2G36710	evm.model.RL_3.2066
OG0014204	AL2G36450	evm.model.RL_3.2045
OG0014205	AL2G36120	evm.model.RL_3.2020
OG0014206	AL2G36100	evm.model.RL_3.2018
OG0014207	AL2G36060	evm.model.RL_3.2015
OG0014208	AL2G35880	evm.model.RL_3.1998
OG0014209	AL2G35760	evm.model.RL_3.1989
OG0014210	AL2G35530	evm.model.RL_3.1971
OG0014211	AL2G35250	evm.model.RL_3.1946
OG0014212	AL2G35240	evm.model.RL_3.1945
OG0014213	AL2G35030	evm.model.RL_3.1926
OG0014214	AL2G34990	evm.model.RL_3.1922
OG0014215	AL2G34780	evm.model.RL_3.1903
OG0014216	AL2G34670	evm.model.RL_3.1891
OG0014217	AL2G34580	evm.model.RL_3.1882
OG0014218	AL2G34310	evm.model.RL_3.1860
OG0014219	AL2G34260	evm.model.RL_3.1855.1.687c84bd
OG0014221	AL2G34120	evm.model.RL_3.1840
OG0014222	AL2G34060	evm.model.RL_3.1833
OG0014223	AL2G34030	evm.model.RL_3.1830
OG0014224	AL2G33820	evm.model.RL_3.1811
OG0014225	AL2G33790	evm.model.RL_3.1807
OG0014226	AL2G33700	evm.model.RL_3.1797
OG0014227	AL2G33670	evm.model.RL_3.1794
OG0014228	AL2G33640	evm.model.RL_3.1791
OG0014229	AL2G33580	evm.model.RL_3.1785
OG0014230	AL2G33510	evm.model.RL_3.1779
OG0014231	AL2G33240	evm.model.RL_3.1750
OG0014232	AL2G33010	evm.model.RL_3.1730
OG0014233	AL2G32950	evm.model.RL_3.1722.2.687c84bc
OG0014235	AL2G32450	evm.model.RL_3.1669
OG0014236	AL2G32350	evm.model.RL_3.1659
OG0014237	AL2G32310	evm.model.RL_3.1655
OG0014238	AL1G29720	evm.model.RL_5.1581
OG0014239	AL2G32160	evm.model.RL_3.1640
OG0014240	AL2G32150	evm.model.RL_3.1639
OG0014241	AL2G32080	evm.model.RL_3.1634
OG0014242	AL2G31950	evm.model.RL_3.1621
OG0014243	AL2G39360	evm.model.RL_3.2297
OG0014244	AL2G39450	evm.model.RL_3.2304
OG0014245	AL2G39540	evm.model.RL_3.2313
OG0014246	AL2G39620	evm.model.RL_3.2319
OG0014247	AL2G39920	evm.model.RL_3.2333
OG0014248	AL2G39960	evm.model.RL_3.2337
OG0014249	AL2G39970	evm.model.RL_3.2338
OG0014250	AL2G40050	evm.model.RL_3.2345
OG0014251	AL2G40070	evm.model.RL_3.2347
OG0014252	AL2G40530	evm.model.RL_3.2385
OG0014253	AL2G40790	evm.model.RL_3.2407
OG0014254	AL2G41100	evm.model.RL_3.2437
OG0014255	AL2G41110	evm.model.RL_3.2438
OG0014256	AL2G41160	evm.model.RL_3.2443
OG0014257	AL2G41170	evm.model.RL_3.2444, evm.model.RL_3.2445
OG0014258	AL2G41210	evm.model.RL_3.2447
OG0014259	AL2G41530	evm.model.RL_3.2474
OG0014260	AL2G41590	evm.model.RL_3.2485
OG0014261	nbis-gene-625	evm.model.RL_3.2489
OG0014262	AL2G41670	evm.model.RL_3.2492
OG0014263	AL2G41790	evm.model.RL_3.2502
OG0014264	AL2G41760	evm.model.RL_3.2504, evm.model.RL_3.216
OG0014265	AL3G24350	evm.model.RL_1.1166
OG0014266	AL3G24620	evm.model.RL_1.1192
OG0014267	AL3G24980	evm.model.RL_1.1228
OG0014268	AL3G26020	evm.model.RL_1.1301
OG0014269	AL3G26040	evm.model.RL_1.1306
OG0014270	AL8G27830	evm.model.RL_8.1414
OG0014271	AL3G26260	evm.model.RL_1.1325
OG0014272	AL3G26280	evm.model.RL_1.1326
OG0014273	AL3G26320	evm.model.RL_1.1330
OG0014274	AL3G26920	evm.model.RL_1.1380
OG0014275	AL3G27200	evm.model.RL_1.1407
OG0014276	AL3G27220	evm.model.RL_1.1409
OG0014277	AL3G27250	evm.model.RL_1.1412
OG0014278	AL3G27540	evm.model.RL_1.1433
OG0014279	AL3G27680	evm.model.RL_1.1446
OG0014280	AL3G28220	evm.model.RL_1.1486
OG0014281	AL3G28260	evm.model.RL_1.1490
OG0014282	AL3G28560	evm.model.RL_1.1516.1.687c87ed
OG0014283	AL6G41290	evm.model.RL_8.991
OG0014284	AL3G28720	evm.model.RL_1.1529
OG0014285	AL3G28740	evm.model.RL_1.1531
OG0014286	AL3G29120	evm.model.RL_1.1567
OG0014287	AL3G29420	evm.model.RL_1.1585
OG0014288	AL3G29730	evm.model.RL_1.1607
OG0014289	nbis-gene-716	evm.model.RL_1.1623
OG0014290	AL3G30170	evm.model.RL_1.1641
OG0014291	AL3G30290	evm.model.RL_1.1649
OG0014292	AL3G30710	evm.model.RL_1.1680
OG0014293	AL3G30770	evm.model.RL_1.1684
OG0014294	AL3G30990	evm.model.RL_1.1700
OG0014295	AL3G31200	evm.model.RL_1.1716
OG0014296	AL3G31450	evm.model.RL_1.1734
OG0014297	AL4G21600	evm.model.RL_6.944
OG0014298	AL3G31800	evm.model.RL_1.1761
OG0014301	AL3G32260	evm.model.RL_1.1800
OG0014302	AL6G14390	evm.model.RL_4.3066
OG0014303	AL3G32580	evm.model.RL_1.1826
OG0014304	AL3G32590	evm.model.RL_1.1827
OG0014305	AL3G32600	evm.model.RL_1.1828
OG0014306	AL1G57240	evm.model.RL_5.2052
OG0014307	AL3G32860	evm.model.RL_1.1849
OG0014308	AL3G32880	evm.model.RL_1.1851
OG0014309	AL1G57500	evm.model.RL_5.2040
OG0014310	AL3G33230	evm.model.RL_1.1888
OG0014311	AL3G33410	evm.model.RL_1.1901
OG0014312	AL3G33450	evm.model.RL_1.1906
OG0014313	AL3G33980, AL880U10020	evm.model.RL_1.1944.1.687c87ee
OG0014314	AL3G34000	evm.model.RL_1.1946
OG0014316	AL3G34270	evm.model.RL_1.1970
OG0014317	AL3G34280	evm.model.RL_1.1971
OG0014318	AL126U10010, AL3G34340	evm.model.RL_1.1973
OG0014319	AL3G34700	evm.model.RL_1.1999
OG0014320	AL3G34770	evm.model.RL_1.2008
OG0014321	AL3G34800	evm.model.RL_1.2011
OG0014323	AL3G35620	evm.model.RL_1.2072.1.687c87ef
OG0014324	AL3G35430	evm.model.RL_1.2057
OG0014325	AL3G35400	evm.model.RL_1.2056
OG0014326	AL3G35340	evm.model.RL_1.2050
