Orthogroup	Cardamine_glauca	Arabidopsis_lyrata_Rawat
OG0003709	Cg005G1596400	AL4G29340
OG0003710	Cg005G1575000	AL4G31940, AL4G31930
OG0003711	Cg002G0477600	AL3G40870, AL5G36010
OG0003712	Cg003G1063500, Cg003G1063400	AL8G44880
OG0003713	Cg002G0406700	AL2G23500, AL5G45060
OG0003714	Cg005G1462900	AL4G46050
OG0003715	Cg002G0416500	AL1G53560, AL5G43630
OG0003716	Cg002G0418700	AL5G43400
OG0003717	Cg002G0435000, Cg005G1719000, Cg002G0434900	AL5G41040
OG0003718	Cg002G0467400	AL5G37060
OG0003719	Cg005G1534400	AL4G37250
OG0003721	Cg006G2004900	AL1G40440
OG0003722	Cg004G1421600	AL3G51840
OG0003724	Cg004G1427500, Cg004G1427700, Cg004G1427000, Cg004G1427300, Cg004G1427100, Cg004G1427600	AL3G52860, AL3G52870
OG0003725	Cg004G1428100	AL1G54170, AL3G52820
OG0003726	Cg001G0104300	AL7G22410
OG0003727	Cg001G0329900, Cg003G0874700, Cg003G0832600, Cg003G0881600, Cg003G0881800	AL7G45710
OG0003730	Cg004G1117300	AL3G16170
OG0003731	Cg005G1527300, Cg005G1690100	AL4G38180
OG0003733	Cg005G1489000	AL4G42940
OG0003734	Cg005G1490200	AL4G42810
OG0003735	Cg007G2324400, Cg005G1491600	AL4G42650
OG0003736	Cg004G1126800	AL3G17290
OG0003737	Cg004G1139700	AL3G18900
OG0003738	Cg004G1144700	AL3G19430
OG0003739	Cg004G1203300	AL3G26360
OG0003740	Cg004G1207400	AL3G26880
OG0003741	Cg006G2110900	AL1G27360
OG0003742	Cg004G1246800	AL3G31290
OG0003742	Cg005G1768300	AL4G11350
OG0003743	Cg004G1251500	AL451U10010, AL3G31880
OG0003744	Cg004G1285400	AL3G35880
OG0003745	Cg002G0563400	AL7G47860
OG0003747	Cg006G2208900	AL1G15580, AL1G15590
OG0003749	Cg007G2569300	AL2G40490, AL1G28160
OG0003750	Cg006G2094900	AL1G29120
OG0003751	Cg006G2091300	AL1G29590
OG0003752	Cg007G2483100, Cg007G2483200	AL2G30860
OG0003753	Cg007G2477000	AL2G30100
OG0003754	Cg004G1352600	AL3G43930
OG0003755	Cg007G2259500	AL2G10280, AL7G47120
OG0003756	Cg001G0194500	AL7G33170
OG0003757	Cg006G1851300	AL8G32340, AL1G54730
OG0003758	Cg006G1846600	AL3G31300, AL814U10010, AL5G17190
OG0003759	Cg006G1838800	AL1G56280, AL1G56190
OG0003760	Cg001G0004100	AL7G10420, AL7G10430
OG0003761	Cg001G0014300, Cg001G0333300	AL7G11780
OG0003762	Cg001G0014900	AL7G11840
OG0003763	Cg005G1764200	AL4G11980, AL7G12460
OG0003764	Cg001G0035100	AL7G14400
OG0003765	Cg001G0144200	AL7G27110
OG0003767	Cg003G0705800, Cg014G3049700	AL6G52030, AL6G52670
OG0003768	Cg001G0119700	AL7G24360
OG0003769	Cg006G1969000	AL1G44590
OG0003771	Cg003G0833100	AL5G12110
OG0003772	Cg001G0335600	AL7G46300
OG0003776	Cg001G0239900	AL7G38460
OG0003777	Cg008G2930000, Cg008G2930200, Cg008G2929900, Cg008G2930300, Cg008G2930800, Cg008G2929800, Cg008G2930100	AL7G39590
OG0003790	Cg008G2736900	AL6G28400
OG0003791	Cg002G0584300	AL6G28350
OG0003792	Cg008G2725400	AL6G26980
OG0003793	Cg008G2878700, Cg008G2699900	AL6G24230
OG0003794	Cg008G2685900	AL3G26740, AL6G22640
OG0003795	Cg002G0564500	AL6G21200
OG0003795	Cg008G2674400	AL6G21260
OG0003796	Cg008G2664200	AL6G20160
OG0003797	Cg008G2655500	AL6G18800
OG0003797	Cg008G2791000	AL6G34640
OG0003798	Cg001G0155500, Cg002G0638700	AL7G28360
OG0003799	Cg005G1654800	AL4G21910
OG0003800	Cg005G1624000, Cg005G1619300	AL283U10030, AL4G25850
OG0003801	Cg005G1615600	AL4G26950
OG0003802	Cg005G1612700	AL80U10090, AL4G27330
OG0003803	Cg005G1598200	AL4G29120
OG0003803	Cg006G2222200	AL1G14110
OG0003804	Cg001G0151400	AL8G25740, AL7G27910
OG0003805	Cg001G0367700	AL6G41500, AL7G50490
OG0003806	Cg006G1957500	AL1G49410
OG0003808	Cg003G1057400	AL8G44200
OG0003809	Cg003G0844800, Cg003G0875900, Cg003G1027800	AL8G40850
OG0003810	Cg003G1022500	AL8G40240
OG0003811	Cg003G1016600	AL8G39510
OG0003812	Cg007G2439300, Cg001G0118500	AL1G60620
OG0003813	Cg003G0698000	AL6G53500
OG0003813	Cg003G1044800	AL8G42840
OG0003814	Cg008G2791400	AL6G34700, AL6G30600
OG0003815	Cg008G2682300	AL6G22200
OG0003816	Cg008G2778700	AL6G33060
OG0003817	Cg003G0997300	AL8G37280
OG0003818	Cg002G0412300, Cg003G0969800	AL8G34090
OG0003819	Cg001G0137800	AL7G26410
OG0003821	Cg003G0939200	AL8G30570
OG0003822	Cg003G0931900	AL8G29630
OG0003824	Cg008G2633700	AL6G16130
OG0003825	Cg003G0924700	AL5G21420
OG0003826	Cg008G2860500, Cg008G2845700	AL8G22790
OG0003830	Cg007G2560000	AL2G39320
OG0003832	Cg002G0673000	nbis-gene-1205
OG0003834	Cg006G1791100	AL1G43430, AL1G63070
OG0003835	Cg002G0571400	AL5G24390, AL5G24430
OG0003836	Cg002G0572800, Cg002G0572400, Cg002G0572500	AL5G24270, AL5G24280
OG0003837	Cg001G0299200	AL9U11810
OG0003838	Cg003G0914500	AL7G40150
OG0003840	Cg006G2080500	AL1G30950
OG0003840	Cg007G2511400	nbis-gene-598
OG0003841	Cg007G2463500	AL2G28340
OG0003842	Cg006G2020200	AL1G38650
OG0003842	Cg007G2467600	nbis-gene-568
OG0003843	Cg006G1828200	AL1G58200
OG0003844	Cg004G1271200	AL3G34130, AL1G58390
OG0003845	Cg005G1736400	AL4G15890
OG0003845	Cg006G1984500	AL4G15770
OG0003846	Cg002G0643800	AL5G18880
OG0003849	Cg001G0167000	AL7G29660
OG0003850	Cg001G0169600	AL7G30030
OG0003851	Cg004G1258700	AL3G32650
OG0003851	Cg004G1070900	AL3G32730
OG0003852	Cg004G1075200	AL3G10540
OG0003852	Cg006G2098800	AL1G28720
OG0003854	Cg005G1476600	AL1G55650, AL4G44400
OG0003855	Cg002G0433700	AL5G41160
OG0003856	Cg002G0443100	AL5G39820
OG0003857	Cg002G0444700	AL5G39640
OG0003859	Cg002G0486500	AL5G35050
OG0003860	Cg003G0889300	AL5G10450
OG0003861	Cg001G0305600	AL9U12210
OG0003861	Cg004G1327100	AL3G41980
OG0003862	Cg004G1313800	AL3G39800
OG0003863	Cg007G2452100	AL2G27220
OG0003865	Cg005G1560600	AL4G33680
OG0003866	Cg005G1564800	AL4G33130
OG0003866	Cg003G0832400, Cg003G0881200	AL8G24670
OG0003867	Cg005G1764100	AL4G12000
OG0003868	Cg006G1875400	AL2G26170, AL2G26160, AL1G52210
OG0003869	Cg006G1934300	AL1G48170
OG0003870	Cg006G1934700	AL1G48090
OG0003871	Cg007G2270500	AL2G11840
OG0003872	Cg003G0759200	AL6G45870
OG0003873	Cg005G1572700	AL4G32160
OG0003874	Cg005G1460500	AL181U10040, AL4G46330
OG0003875	Cg005G1492800	AL4G42490
OG0003876	Cg007G2368400	AL1G64650
OG0003876	Cg005G1506000	AL4G41050
OG0003877	Cg005G1510900	nbis-gene-1143
OG0003878	Cg005G1515200	AL3G43260
OG0003879	Cg008G2731900	AL6G27810
OG0003879	Cg004G1091400	AL3G12410
OG0003880	Cg004G1136700	AL3G18570
OG0003881	Cg004G1142600	AL3G19180
OG0003882	Cg004G1174000	AL3G22950
OG0003883	Cg004G1400500	AL6G49210, AL3G49110
OG0003884	Cg004G1221900	nbis-gene-708
OG0003885	Cg006G2243900	AL1G11530
OG0003886	Cg003G0902500	AL792U10010, AL8G32330, AL8G26290
OG0003887	Cg002G0505200	AL5G32930
OG0003888	Cg006G2223600	AL1G13950
OG0003889	Cg006G2213300	AL1G15060
OG0003890	Cg002G0577900	AL5G23710
OG0003891	Cg006G2174700	AL1G19350
OG0003892	Cg006G2173700	AL1G19490, AL1G19480
OG0003893	Cg006G2170300	AL1G19910
OG0003894	Cg006G2168600	AL1G55810
OG0003895	Cg007G2315500, Cg007G2315400, Cg007G2315200, Cg007G2274700, Cg006G2139100	AL1G23780
OG0003896	Cg006G2083000	AL1G30660
OG0003897	Cg006G2078300	AL1G31160
OG0003898	Cg006G2075500	AL1G31540, AL1G31530
OG0003899	Cg006G2073100	AL1G31830
OG0003900	Cg003G0716400, Cg014G3039200	AL6G51750
OG0003901	Cg007G2278300	AL2G13250, AL2G13270
OG0003902	Cg007G2293900	AL2G15240
OG0003903	Cg007G2321300	AL2G17950
OG0003904	Cg006G2140400	AL2G18830
OG0003905	Cg008G2986000	AL8G10300
OG0003906	Cg005G1779300	AL4G10060
OG0003907	Cg002G0556400	AL5G26310
OG0003908	Cg001G0035800	AL7G14520
OG0003909	Cg006G2213200	AL7G16330
OG0003910	Cg001G0057900	AL7G16950
OG0003911	Cg001G0091600	AL7G20940
OG0003912	Cg006G2033700	AL1G37010
OG0003913	Cg001G0124100	AL7G24750
OG0003914	Cg006G2209400	AL1G15520, AL4G15340
OG0003915	Cg019G3066500, Cg019G3067000, Cg019G3068400	AL3G48830
OG0003916	Cg006G1916800	AL1G42260
OG0003917	Cg003G0789100	AL6G42920
OG0003917	Cg006G1913500	AL1G50270
OG0003922	Cg002G0620200	AL5G19620
OG0003925	Cg003G0998600	AL3G41410, AL8G37430
OG0003931	Cg003G0896700	AL8G25790
OG0003941	Cg008G2716500	AL6G26070
OG0003942	Cg008G2706400	AL6G24930
OG0003943	Cg008G2701100	AL6G24350
OG0003944	Cg008G2693100	AL6G23510
OG0003945	Cg008G2817100	AL6G38040
OG0003946	Cg007G2466900	AL7G43580, AL2G28850
OG0003948	Cg008G2679800	AL6G21890
OG0003949	Cg008G2828600	AL6G39530
OG0003950	Cg008G2654300	AL6G18660
OG0003951	Cg008G2788600	nbis-gene-1553
OG0003952	Cg008G2653500	AL6G18550
OG0003953	Cg003G1005800	AL8G38190
OG0003954	Cg001G0155300	AL7G28340
OG0003955	Cg001G0157000	AL7G28510
OG0003956	Cg005G1666600	AL4G21520
OG0003957	Cg005G1665400	AL5G38330
OG0003958	Cg005G1632400	AL4G24890
OG0003959	Cg005G1598600	AL4G29080
OG0003961	Cg001G0152500	AL7G28010
OG0003962	Cg006G1979200	AL1G43400, AL1G43440
OG0003964	Cg002G0471100	AL5G36640
OG0003965	Cg007G2340700	AL1G65760
OG0003966	Cg003G1047700	AL8G43390, AL8G43160
OG0003967	Cg003G1031900	AL8G41390
OG0003968	Cg003G0844700, Cg003G1027700, Cg003G0826900, Cg003G0827200, Cg003G0875800	AL8G40840
OG0003970	Cg003G1006300	AL8G38250, AL365U10010
OG0003972	Cg003G1002500	AL8G37850
OG0003974	Cg008G2792400	AL6G34810, AL4G15050
OG0003975	Cg002G0539000	AL5G28390
OG0003976	Cg008G2813500	AL6G37530
OG0003977	Cg008G2815200	AL6G37870
OG0003978	Cg006G2146300	AL1G22820
OG0003979	Cg003G0994200	AL8G36940, AL5G23940
OG0003980	Cg003G0993700	AL8G10160, AL8G10150, AL8G36850
OG0003981	Cg002G0660900	nbis-gene-1213
OG0003982	Cg003G0979600	AL139U10040, AL8G35330, AL3G40420
OG0003983	Cg003G0978000	nbis-gene-2174
OG0003984	Cg003G0975600	AL8G34800
OG0003985	Cg003G0965400	AL8G33520
OG0003986	Cg003G0950800	AL191U10030, AL8G31870
OG0003987	Cg002G0537700	AL6G42740, AL5G28510
OG0003988	Cg003G0932000	AL8G29640
OG0003989	Cg008G2642100	AL6G17160
OG0003991	Cg008G2624900	AL22U10060, AL6G15100
OG0003992	Cg008G2622500	AL6G14720
OG0003993	Cg008G2618300	AL6G14220
OG0003994	Cg008G2604900	AL6G12710
OG0003995	Cg008G2595200	AL6G11560
OG0003996	Cg008G2595100	AL6G11550
OG0003997	Cg001G0383400	AL5G16460, AL7G48460
OG0003998	Cg004G1162900	AL3G21700, AL491U10020
OG0003999	Cg007G2570800	AL2G40680
OG0004000	Cg007G2535800	AL2G36560
OG0004001	Cg007G2534800	AL2G36440
OG0004002	Cg007G2530500	AL2G35920
OG0004002	Cg007G2530600	AL2G35930
OG0004003	Cg008G2945800	AL8G15400
OG0004004	Cg006G1797600	AL1G62420
OG0004005	Cg006G1782400	nbis-gene-316, nbis-gene-315, AL1G64270
OG0004006	Cg006G1784300	AL1G63970
OG0004007	Cg006G1787700	AL185U10020, AL1G63460
OG0004008	Cg007G2329600	AL1G63280
OG0004009	Cg006G1876900	AL1G52150
OG0004010	Cg006G1797400	AL1G62440
OG0004012	Cg003G0913300	AL8G27670
OG0004013	Cg001G0266600	AL7G41740, AL7G41770
OG0004014	Cg001G0262700	AL7G41240
OG0004015	Cg001G0248700, Cg001G0248800	AL7G39630
OG0004016	Cg007G2504400	AL2G33230, AL2G33220
OG0004018	Cg007G2289900	AL3G46090
OG0004020	Cg002G0654300	AL5G16400
OG0004021	Cg001G0186900	AL7G32230
OG0004023	Cg004G1264300	AL3G33330
OG0004024	Cg004G1264400	AL3G33340
OG0004024	Cg006G1830700	AL1G57850
OG0004025	Cg005G1583500	AL4G30980
OG0004026	Cg005G1582200	AL4G31130
OG0004027	Cg008G2972800	AL8G12000
OG0004027	Cg001G0220600	AL7G36290
OG0004028	Cg006G2104300	AL1G28100
OG0004030	Cg006G1891400	AL2G22150, AL1G51320
OG0004031	Cg003G0841700	AL8G23620
OG0004032	Cg001G0200900	AL7G33810
OG0004033	Cg008G2947700, Cg001G0198800	AL7G33610
OG0004034	Cg001G0187600	AL7G32340
OG0004035	Cg001G0186200	AL7G32170
OG0004036	Cg004G1246400	AL7G46060, AL3G31260
OG0004037	Cg001G0240600	AL7G38560
OG0004038	Cg001G0237500	AL7G52620, AL7G38050
OG0004039	Cg004G1077700	AL3G10760
OG0004040	Cg005G1729100	AL8G44970, AL4G16940
OG0004041	Cg002G0403200	AL5G45550
OG0004042	Cg002G0411400	AL5G44440, AL4G46040
OG0004044	Cg002G0415900	AL3G42240, AL5G43740
OG0004045	Cg002G0416300	AL5G43670
OG0004046	Cg002G0431300	AL5G41480
OG0004047	Cg002G0450400	AL5G38920
OG0004048	Cg002G0694900	AL5G10260
OG0004049	Cg005G1517100	AL4G39310
OG0004050	Cg002G0458000	AL5G38000, AL1G49030
OG0004051	Cg002G0484900, Cg002G0484800	AL5G35240
OG0004052	Cg002G0490500	AL5G34510
OG0004053	Cg002G0491300	AL5G34440
OG0004054	Cg004G1319200	AL3G40570
OG0004055	Cg006G1785300	AL1G63840
OG0004056	Cg007G2489800	AL2G31680
OG0004058	Cg005G1525900	AL4G38320
OG0004060	Cg005G1746800	AL4G14880
OG0004061	Cg001G0157900	AL7G28620
OG0004062	Cg006G1840300	AL1G56060
OG0004063	Cg006G1927700	AL1G48420
OG0004064	Cg003G0776700, Cg003G0776900	AL6G43860
OG0004065	Cg003G0765500	AL6G45080, AL7G29430
OG0004066	Cg008G2758000	AL6G30820
OG0004069	Cg005G1455300	AL4G46960
OG0004070	Cg005G1464400	AL4G45890, AL4G45850, AL4G45830, AL4G45870
OG0004071	Cg004G1381500, Cg004G1386200	AL3G47140, AL3G47150
OG0004072	Cg005G1483900	AL4G43610, AL4G43600
OG0004073	Cg005G1493000	AL4G42460
OG0004074	Cg006G2094000	AL1G29240
OG0004077	Cg004G1095400	AL3G13080
OG0004078	Cg004G1100900	AL6G29410, AL3G13870
OG0004079	Cg004G1105000	AL3G14420
OG0004080	Cg004G1107600	AL3G14830, AL3G14820
OG0004081	Cg004G1110500	AL3G15310
OG0004082	Cg004G1111100	AL3G15390
OG0004083	Cg004G1114100	AL3G15650
OG0004084	Cg004G1121600	AL3G16690
OG0004085	Cg004G1123800	AL3G16900
OG0004086	Cg004G1136800	AL3G18580
OG0004087	Cg004G1188100	AL3G24570
OG0004088	Cg004G1194800	AL3G25370
OG0004089	Cg004G1204200	AL1G30490, AL3G26490
OG0004090	Cg004G1216300	AL7G45340, AL3G27740
OG0004091	Cg004G1224200	AL3G28650
OG0004092	Cg004G1236000	AL3G30110
OG0004093	Cg004G1245100	AL3G31130
OG0004094	Cg004G1263800	AL3G33210
OG0004095	Cg008G2863000, Cg008G2848500	AL8G22360, AL8G22680
OG0004096	Cg002G0622300	AL5G19480, AL5G19560
OG0004097	Cg001G0365300	AL1G19610, AL7G50660
OG0004098	Cg004G1305100	AL3G38270
OG0004099	Cg004G1302300	AL3G38040
OG0004100	Cg004G1295400	AL3G37180
OG0004101	Cg004G1295300	AL3G37160
OG0004102	Cg004G1283200, Cg004G1283100	AL3G35630
OG0004103	Cg007G2461300, Cg007G2464100	AL2G28280
OG0004104	Cg004G1406700, Cg008G2838900	AL8G23320
OG0004105	Cg008G2836600	AL6G40940
OG0004106	Cg006G2250000	nbis-gene-19
OG0004107	Cg006G2248000	AL1G11080, AL1G59290
OG0004108	Cg006G2226200	AL1G13680
OG0004109	Cg006G2202000	AL1G16330
OG0004110	Cg006G2185900	AL1G17870, AL1G18090
OG0004111	Cg007G2344400	AL1G65470, AL1G19430
OG0004113	Cg006G2152600	AL1G22060
OG0004114	Cg007G2274400	AL2G12690
OG0004114	Cg006G2138800	AL1G23820
OG0004115	Cg006G2115800	AL1G26770
OG0004116	Cg006G2086300	AL1G30220
OG0004117	Cg008G2931900, Cg006G2084800	AL1G30430
OG0004119	Cg003G0840600	AL8G23670, AL8G23660
OG0004120	Cg007G2484700	AL2G31110
OG0004122	Cg006G2136700	AL1G24320
OG0004122	Cg007G2272400	AL2G12410
OG0004123	Cg002G0695700	AL5G10170
OG0004124	Cg007G2262200	AL2G10690
OG0004125	Cg003G0863400, Cg003G0735000	AL6G49030, AL6G49110
OG0004126	Cg008G2946900	AL3G47580
OG0004127	Cg005G1718100	AL5G22360, AL5G22330, AL5G22350
OG0004128	Cg003G0859900, Cg003G0738100	AL6G48630
OG0004129	Cg006G1850800	AL1G54790
OG0004130	Cg001G0026800	AL7G13320
OG0004131	Cg001G0037800	AL7G14780
OG0004132	Cg001G0041400	AL7G15160
OG0004133	Cg001G0064000	AL7G17700
OG0004134	Cg004G1307900	AL520U10010, AL3G38830
OG0004135	Cg004G1309600	AL3G39120, AL3G40120
OG0004136	Cg014G3051600, Cg003G0704000	AL6G52850
OG0004137	Cg003G0910800	AL8G27280
OG0004138	Cg006G2025100	AL1G37970
OG0004138	Cg006G2025200	AL1G37960
OG0004139	Cg006G1885600, Cg006G1992200	AL4G19560, AL1G52340
OG0004141	Cg007G2352200	AL1G65060
OG0004146	Cg005G1645300, Cg006G2188300	AL4G23450
OG0004147	Cg005G1639800, Cg005G1640100	AL5G21350
OG0004148	Cg002G0695000	AL5G10250
OG0004149	Cg002G0629600	AL5G17390
OG0004150	Cg002G0421000	AL5G43100
OG0004152	Cg003G0799200	AL6G42440
OG0004153	Cg001G0130200	AL7G25510
OG0004155	Cg003G1023300	AL835U10020
OG0004155	Cg003G1023400	AL835U10010, AL8G40330
OG0004157	Cg005G1585100	AL4G30760
OG0004165	Cg005G1750800	AL4G13970
OG0004166	Cg001G0097000	AL7G21610
OG0004167	Cg001G0096600	AL7G21550
OG0004168	Cg003G1022900	AL8G40280
OG0004169	Cg008G2737200	AL6G28420
OG0004170	Cg008G2732400	AL6G27860
OG0004173	Cg008G2724500	AL6G26880
OG0004174	Cg008G2715900	AL6G25980
OG0004175	Cg008G2715400	AL6G25930
OG0004177	Cg006G2030700	AL1G37320
OG0004178	Cg008G2704100	AL6G24690
OG0004179	Cg004G1234200	AL3G29900
OG0004181	Cg002G0644800	AL5G18970
OG0004182	Cg008G2675400	AL6G21380
OG0004182	Cg008G2806200	AL6G36690
OG0004184	Cg008G2656300	AL6G18890
OG0004185	Cg008G2655700	AL6G18820
OG0004186	Cg001G0155200	AL7G28330, AL2G13780
OG0004187	Cg003G0898900	AL4G19900, AL4G19910
OG0004188	Cg005G1681500	AL4G20540
OG0004189	Cg005G1674400	AL4G21170
OG0004190	Cg005G1667200	AL4G21480, AL8G17300
OG0004191	Cg005G1651300	AL4G21530
OG0004192	Cg005G1629200	AL4G25220
OG0004193	Cg005G1628500	AL136U10010, AL4G25270
OG0004194	Cg005G1627500	AL4G25380
OG0004195	Cg005G1620000	AL4G26450
OG0004197	Cg005G1614000	AL4G27150
OG0004198	Cg005G1610700	AL4G27550, AL4G27570
OG0004199	Cg006G1853800	AL1G54250
OG0004200	Cg003G0818800	AL6G41280
OG0004200	Cg006G1863700	AL1G53260
OG0004201	Cg006G1861700	AL1G53330
OG0004202	Cg006G1993200	AL1G41790
OG0004203	Cg005G1591700, Cg006G1986000	AL1G42850
OG0004204	Cg006G1978700, Cg006G1978600	AL1G43480
OG0004205	Cg005G1588900	AL4G30380
OG0004205	Cg006G1975400	AL1G43740
OG0004206	Cg006G1971900	AL1G44220
OG0004207	Cg006G1970000	AL1G44480
OG0004208	Cg006G1968700	AL1G44620
OG0004209	Cg006G1964900, Cg006G1964800	AL1G45110
OG0004210	Cg006G1952900	AL1G46130
OG0004211	Cg002G0682000	AL5G12550
OG0004212	Cg003G1059200	AL8G44380, AL1031U10020, AL2G23160
OG0004214	Cg003G1058500	AL8G44310
OG0004215	Cg003G1052100	AL8G43670
OG0004217	Cg003G1025800	AL386U10010, AL8G40610
OG0004218	Cg003G1019200	AL8G39850
OG0004219	Cg006G1927000	AL1G60730
OG0004220	Cg003G1003900	AL4G38750, AL1G10100, AL8G37990
OG0004221	Cg003G0999200	AL8G37510
OG0004222	Cg001G0238300	nbis-gene-1840
OG0004223	Cg008G2929400	AL8G16970
OG0004223	Cg003G0796200	AL8G16960
OG0004226	Cg008G2763300	AL6G31340
OG0004227	Cg008G2771200	AL6G32240
OG0004228	Cg008G2780200	AL6G33270
OG0004229	Cg003G0982500	AL8G35660
OG0004230	Cg003G0980000	AL8G35370
OG0004232	Cg003G0956700	AL8G32620
OG0004233	Cg001G0174500	AL7G30550
OG0004234	Cg003G0946700	AL8G31370
OG0004235	Cg002G0531500	AL7G47510
OG0004236	Cg003G0936100	AL8G30200
OG0004237	Cg003G0721500, Cg014G3033800	AL6G50740
OG0004238	Cg014G3029000, Cg003G0725600	AL6G50290
OG0004239	Cg008G2635900	AL6G16430
OG0004240	Cg004G1162300	AL3G21670
OG0004241	Cg008G2612500	AL6G13730
OG0004242	Cg008G2600600	AL6G12170
OG0004243	Cg008G2586700	AL6G10420
OG0004244	Cg007G2435100, Cg001G0309800, Cg001G0379800	AL7G49000
OG0004245	Cg002G0630300, Cg001G0385400	AL7G48210
OG0004246	Cg007G2570900, Cg007G2574200	AL2G40690
OG0004247	Cg007G2565200	AL2G40020
OG0004248	Cg007G2559200	AL2G39230
OG0004249	Cg007G2547800	AL2G37920
OG0004250	Cg004G1146500	AL3G19670
OG0004251	Cg006G1783300	AL1G64070
OG0004252	Cg006G2008800	AL1G39980
OG0004253	Cg006G1803100	AL1G61610
OG0004254	Cg001G0282700	AL9U10130
OG0004255	Cg005G1483400	AL4G43660
OG0004256	Cg007G2499200	AL2G32610
OG0004257	Cg006G2026700	AL1G37890, AL8G25330
OG0004258	Cg006G2132100	AL1G24790
OG0004259	Cg002G0636000	AL5G18080
OG0004260	Cg003G0888200	AL8G25000
OG0004261	Cg002G0648400	AL5G17150, AL5G17160
OG0004262	Cg002G0667100	AL5G14750, AL5G14760
OG0004263	Cg006G2019800	AL1G38720
OG0004264	Cg007G2461500	AL2G28530
OG0004265	Cg008G2970500	AL8G12230
OG0004266	Cg008G2967300	AL8G12520
OG0004267	Cg008G2961400	AL8G13270
OG0004269	Cg005G1697400	AL4G19400
OG0004270	Cg007G2484300	AL2G31070, AL158U10010
OG0004271	Cg006G1821300	AL1G59180
OG0004272	Cg006G1817100	AL1G59820
OG0004273	Cg006G1812100	AL1G60480
OG0004274	Cg001G0215500	AL7G35710
OG0004275	Cg001G0216100	AL7G35750, AL7G35720
OG0004277	Cg001G0228500	AL7G37220
OG0004278	Cg002G0517000	AL5G31540
OG0004279	Cg001G0167100	AL7G29670
OG0004280	Cg001G0169400	AL7G30010
OG0004281	Cg003G0898000	AL8G25870, AL130U10010
OG0004282	Cg001G0163400	AL7G29210
OG0004283	Cg005G1583800	AL4G30950
OG0004284	Cg001G0177600	AL7G30900
OG0004285	Cg001G0201100	AL7G33840
OG0004286	Cg001G0195700	AL7G33270
OG0004287	Cg001G0193300	AL7G33010
OG0004288	Cg001G0234900, Cg001G0234300, Cg001G0234500, Cg001G0234600, Cg001G0234000, Cg001G0235000	AL7G37780
OG0004289	Cg008G2706900	AL6G24990
OG0004289	Cg004G1074100	AL3G10400
OG0004290	Cg003G0777700, Cg008G2817900	AL2G11990, AL2G11930
OG0004291	Cg002G0400700	AL5G45800
OG0004292	Cg002G0415000	AL5G43890
OG0004293	Cg002G0418900	AL5G43380
OG0004294	Cg006G1791700	AL1G62980
OG0004295	Cg002G0439400	AL5G40370
OG0004296	Cg002G0442300	nbis-gene-1389
OG0004297	Cg002G0442600	AL5G39880
OG0004299	Cg002G0455200	AL5G38310
OG0004300	Cg002G0458100	AL5G37990
OG0004301	Cg002G0461700	AL5G37610
OG0004302	Cg002G0476200, Cg002G0476400	AL5G36130, AL8G13370
OG0004303	Cg003G0917600	AL8G28110
OG0004304	Cg004G1313000	AL397U10010, AL3G39730
OG0004305	Cg004G1415300	AL3G50980
OG0004306	Cg004G1417700	AL3G51360
OG0004307	Cg004G1402300	AL3G51920
OG0004308	Cg004G1431900	AL3G48770
OG0004310	Cg005G1518500	AL4G39160
OG0004311	Cg005G1521100	AL4G38830
OG0004312	Cg005G1523200	AL4G34380, AL4G38610
OG0004313	Cg005G1530400	AL4G37780
OG0004314	Cg005G1540100	AL4G36500
OG0004315	Cg005G1545800	AL4G35910
OG0004316	Cg005G1557700	AL4G34090, AL4G34160
OG0004317	Cg003G0752800	AL6G46840
OG0004318	Cg005G1753200	AL4G13690
OG0004319	Cg006G2007400	AL1G40100
OG0004320	Cg005G1718500, Cg006G2222400	AL1G14090
OG0004322	Cg008G2820800	AL6G38490
OG0004324	Cg008G2826400	AL6G39230
OG0004325	Cg008G2827000	AL6G39360
OG0004326	Cg005G1458600	AL4G46550
OG0004328	Cg008G2758700, Cg005G1463900, Cg005G1652700	AL4G45940
OG0004329	Cg005G1465700	AL4G45660
OG0004330	Cg005G1467100	AL4G45500
OG0004330	Cg006G2015700	AL1G39200
OG0004331	Cg004G1280900	AL3G35380
OG0004332	Cg005G1472500	AL4G44870
OG0004334	Cg005G1498200	AL4G41800
OG0004335	Cg005G1498700	AL4G41740
OG0004336	Cg005G1501200	AL4G41480, AL713U10010
OG0004337	Cg008G2981300	AL8G10850
OG0004338	Cg008G2980900	AL8G10950
OG0004339	Cg008G2980100	AL8G11170
OG0004340	Cg004G1120300	AL3G16540
OG0004341	Cg004G1122800	AL3G16780
OG0004342	Cg004G1131100	AL3G17810
OG0004343	Cg004G1131800	AL3G17880
OG0004344	Cg004G1143300	AL3G19260
OG0004345	Cg004G1159700	AL3G21380
OG0004346	Cg001G0369500, Cg004G1172400	AL3G22750
OG0004347	Cg004G1178300	AL3G23400
OG0004348	Cg004G1180100	AL3G23640
OG0004348	Cg008G2638600	AL6G16750
OG0004349	Cg004G1185000	AL3G24270
OG0004350	Cg004G1191000	AL3G24860
OG0004351	Cg004G1194700	AL3G25360
OG0004352	Cg004G1198700	AL3G25950
OG0004353	Cg004G1202800	AL3G26310
OG0004354	Cg004G1204000	AL3G26460
OG0004355	Cg004G1210200	AL3G27160
OG0004356	Cg004G1217100	AL3G27830
OG0004357	Cg004G1217600	AL230U10030, AL3G27930
