Orthogroup	Cochlearia_excelsa	Arabis_alpina
OG0002666	g44057	Aa_G450920.h1.t1
OG0002667	g41007	Aa_G392500.h1.t1
OG0002668	g31310	Aa_G89300.h1.t1
OG0002669	g27169	Aa_G338940.h1.t1
OG0002670	g10662	Aa_G480470.h1.t1
OG0002672	g31563	Aa_G368720.h1.t1
OG0002673	g27296, g27295	Aa_G121100.h1.t1, Aa_G125970.h1.t1
OG0002674	g31681	Aa_G274940.h1.t1
OG0002675	g31698	Aa_G495500.h1.t1
OG0002677	g18380	Aa_G487110.h1.t1, Aa_G236090.h1.t1
OG0002679	g22750, g18302	Aa_G702330.h1.t1
OG0002680	g22819	Aa_G661970.h1.t1
OG0002681	g23076	Aa_G547720.h1.t1
OG0002682	g23085	Aa_G144850.h1.t1, Aa_G59800.h1.t1
OG0002683	g23117	Aa_G570540.h1.t1
OG0002684	g23265	Aa_G9730.h1.t1
OG0002685	g53184	Aa_G480900.h1.t1
OG0002685	g23220	Aa_G661840.h1.t1
OG0002686	g18177, g18178, g18175, g18176, g18169, g18172, g18180, g18171, g18174	Aa_G214630.h1.t1
OG0002687	g23153	Aa_G665260.h1.t1, Aa_G395350.h1.t1
OG0002688	g38343	Aa_G393020.h1.t1
OG0002688	g23298	Aa_G45820.h1.t1
OG0002690	g27623	Aa_G415680.h1.t1, Aa_G61830.h1.t1
OG0002694	g41048, g44081, g44097, g44083	Aa_G5900.h1.t1, Aa_G11190.h1.t1
OG0002695	g7564	Aa_G820270.h1.t1, Aa_G820270.h2.t1, Aa_G820270.h3.t1, Aa_G767420.h1.t1
OG0002696	g22785	Aa_G294510.h1.t1, Aa_G653490.h1.t1
OG0002697	g2630	Aa_G102510.h1.t1
OG0002699	g1314	Aa_G261140.h1.t1
OG0002700	g41181, g41197, g11665	Aa_G536500.h1.t1, Aa_G59570.h1.t1
OG0002705	g23646	Aa_G432980.h1.t1
OG0002706	g29006	Aa_G106570.h1.t1
OG0002707	g13706	Aa_G633320.h1.t1, Aa_G529350.h1.t1
OG0002707	g14198	Aa_G633330.h1.t1
OG0002708	g45676	Aa_G450420.h1.t1, Aa_G450430.h1.t1
OG0002708	g7925	Aa_G14850.h1.t1
OG0002710	g5332	Aa_G233050.h1.t1, Aa_G233040.h1.t1, Aa_G233070.h1.t1
OG0002711	g216	Aa_G21080.h1.t1
OG0002712	g11310	Aa_G682470.h2.t1, Aa_G682470.h1.t1
OG0002712	g11364	Aa_G320960.h1.t1, Aa_G379460.h1.t1
OG0002713	g5485	Aa_G521430.h1.t1
OG0002714	g18597	Aa_G664890.h1.t1, Aa_G700100.h1.t1, Aa_G412290.h1.t1
OG0002715	g40095	Aa_G151760.h1.t1
OG0002717	g30954	Aa_G220710.h1.t1
OG0002718	g30875	Aa_G38830.h1.t1
OG0002719	g39714	Aa_G203690.h1.t1
OG0002720	g23761	Aa_G29780.h1.t1, Aa_G29790.h1.t1
OG0002721	g36243	Aa_G332890.h1.t1
OG0002723	g51456	Aa_G229260.h1.t1
OG0002724	g51497	Aa_G263930.h1.t1
OG0002725	g1775, g1320	Aa_G2480.h1.t1
OG0002726	g593, g18563	Aa_G70640.h1.t1
OG0002727	g738	Aa_G252740.h1.t1
OG0002727	g28915	Aa_G646640.h1.t1
OG0002728	g834	Aa_G127200.h1.t1, Aa_G647970.h1.t1
OG0002729	g854	Aa_G139240.h1.t1
OG0002730	g24508	Aa_G361070.h1.t1, Aa_G361060.h1.t1
OG0002731	g1042, g23690	Aa_G537130.h1.t1
OG0002732	g2635	Aa_G102600.h1.t1
OG0002733	g45475	Aa_G244260.h1.t1
OG0002733	g370	Aa_G315930.h1.t1
OG0002734	g7367	Aa_G414810.h1.t1
OG0002735	g51466	Aa_G340370.h1.t1
OG0002736	g5653	Aa_G303940.h1.t1
OG0002736	g12360	Aa_G137030.h1.t1
OG0002737	g13485	Aa_G509360.h1.t1, Aa_G509370.h1.t1, Aa_G109720.h1.t1
OG0002737	g5721	Aa_G520030.h1.t1
OG0002738	g23564	Aa_G18360.h1.t1
OG0002739	g5802	Aa_G18670.h1.t1, Aa_G18660.h1.t1
OG0002740	g7525, g13009	Aa_G24180.h1.t1, Aa_G53980.h1.t1
OG0002741	g27351	Aa_G370250.h1.t1
OG0002742	g13734	Aa_G461540.h1.t1
OG0002743	g23650, g28479	Aa_G432960.h1.t1
OG0002744	g7203	Aa_G472340.h1.t1
OG0002744	g27988	Aa_G184630.h1.t1
OG0002745	g13225	Aa_G1510.h1.t1
OG0002746	g7108	Aa_G1070.h1.t1
OG0002746	g36608	Aa_G381990.h1.t1
OG0002747	g11464	Aa_G192400.h1.t1
OG0002748	g47515, g23827	Aa_G394560.h1.t1
OG0002749	g24608	Aa_G140650.h1.t1
OG0002750	g18055	Aa_G581100.h1.t1
OG0002751	g47094	Aa_G351540.h1.t1, Aa_G351550.h1.t1
OG0002752	g6636	Aa_G171720.h1.t1
OG0002753	g44975	Aa_G560410.h1.t1, Aa_G560400.h1.t1
OG0002754	g24408	Aa_G493300.h1.t1
OG0002755	g46080	Aa_G203180.h1.t1
OG0002757	g23528	Aa_G182730.h1.t1
OG0002759	g40802	Aa_G616130.h1.t1
OG0002760	g37623	Aa_G15900.h1.t1
OG0002760	g16812	Aa_G229830.h1.t1, Aa_G43220.h1.t1, Aa_G7610.h1.t1
OG0002761	g44723	Aa_G144600.h1.t1
OG0002761	g27574	Aa_G126690.h1.t1
OG0002762	g22866	Aa_G590090.h1.t1
OG0002762	g38429	Aa_G396340.h1.t1
OG0002763	g11880	Aa_G161990.h1.t1
OG0002764	g36516	Aa_G611060.h1.t1, Aa_G497600.h1.t1
OG0002766	g24796	Aa_G634850.h1.t1
OG0002766	g11679	Aa_G380140.h1.t1
OG0002767	g38008	Aa_G24750.h1.t1
OG0002768	g24206	Aa_G176410.h1.t1, Aa_G176400.h1.t1
OG0002769	g17553	Aa_G96130.h1.t1
OG0002770	g10867	Aa_G162870.h1.t1
OG0002771	g2584	Aa_G177120.h1.t1
OG0002772	g51685	Aa_G150890.h1.t1
OG0002773	g17288	Aa_G147680.h1.t1, Aa_G147690.h1.t1
OG0002774	g24080	Aa_G204120.h1.t1
OG0002775	g29293	Aa_G7850.h1.t1
OG0002776	g37730	Aa_G226210.h1.t1
OG0002776	g1757	Aa_G167810.h1.t1
OG0002777	g37570	Aa_G467080.h1.t1, Aa_G77400.h1.t1
OG0002778	g38212, g37500	Aa_G125330.h1.t1
OG0002779	g51945	Aa_G401760.h1.t1
OG0002779	g2148	Aa_G654530.h1.t1
OG0002780	g11285	Aa_G651010.h1.t1
OG0002782	g38063	Aa_G457140.h1.t1
OG0002782	g19199	Aa_G14130.h1.t1
OG0002784	g13572	Aa_G196700.h1.t1
OG0002784	g6356	Aa_G44210.h1.t1
OG0002787	g50865	Aa_G134500.h1.t1
OG0002788	g1508	Aa_G609680.h1.t1
OG0002790	g51771	Aa_G358220.h1.t1
OG0002791	g22683	Aa_G714490.h1.t1
OG0002792	g25875	Aa_G61140.h1.t1
OG0002792	g40245	Aa_G737010.h1.t1, Aa_G389430.h1.t1
OG0002793	g32748	Aa_G377020.h1.t1
OG0002793	g44634	Aa_G245800.h1.t1
OG0002795	g10117, g4826	Aa_G189850.h1.t1
OG0002796	g4723	Aa_G554250.h1.t1
OG0002796	g7710	Aa_G5130.h1.t1
OG0002797	g37522, g52132	Aa_G445430.h1.t1
OG0002799	g40686	Aa_G213780.h1.t1
OG0002799	g10898	Aa_G73680.h1.t1, Aa_G712440.h1.t1
OG0002801	g7724	Aa_G518270.h1.t1, Aa_G4710.h1.t1, Aa_G4700.h1.t1
OG0002802	g12836	Aa_G4750.h1.t1
OG0002803	g12923	Aa_G163050.h1.t1
OG0002804	g12500	Aa_G524330.h1.t1, Aa_G524330.h2.t1
OG0002804	g12924	Aa_G83650.h1.t1
OG0002805	g39535	Aa_G191380.h1.t1
OG0002807	g6985	Aa_G20410.h1.t1
OG0002807	g47138	Aa_G461370.h1.t1
OG0002808	g11999, g6865	Aa_G104690.h1.t1
OG0002810	g47048	Aa_G312930.h1.t1
OG0002811	g49868	Aa_G501020.h1.t1
OG0002813	g31317, g27156	Aa_G688380.h1.t1
OG0002814	g31325	Aa_G594250.h1.t1
OG0002815	g40886	Aa_G366120.h1.t1, Aa_G262920.h1.t1
OG0002815	g31374	Aa_G366100.h1.t1
OG0002816	g49819	Aa_G270620.h1.t1
OG0002817	g45952, g31693	Aa_G324120.h1.t1
OG0002818	g46011	Aa_G187310.h1.t1
OG0002818	g50004	Aa_G528310.h1.t1
OG0002819	g45889	Aa_G610790.h1.t1
OG0002820	g13604	Aa_G413280.h1.t1
OG0002821	g40822	Aa_G135530.h1.t1
OG0002822	g36385	Aa_G95980.h1.t1
OG0002823	g22874	Aa_G214270.h1.t1, Aa_G454920.h1.t1, Aa_G214300.h1.t1, Aa_G214290.h1.t1, Aa_G789500.h1.t1
OG0002824	g16705	Aa_G323200.h1.t1
OG0002826	g16922, g23274	Aa_G9880.h1.t1
OG0002827	g23160	Aa_G214700.h1.t1
OG0002828	g38359, g51026	Aa_G155570.h1.t1
OG0002835	g16489	Aa_G142490.h1.t1
OG0002837	g28408	Aa_G94220.h1.t1
OG0002844	g25042, g25065, g10684	Aa_G146390.h1.t1, Aa_G333960.h1.t1
OG0002845	g28985	Aa_G255810.h1.t1
OG0002846	g29325	Aa_G354680.h1.t1
OG0002847	g5230	Aa_G289990.h1.t1
OG0002848	g46257	Aa_G309090.h1.t1
OG0002850	g5379	Aa_G158510.h1.t1
OG0002851	g29453, g5383	Aa_G84630.h1.t1, Aa_G84600.h1.t1
OG0002852	g4815	Aa_G691110.h1.t1
OG0002853	g5505	Aa_G691920.h1.t1
OG0002854	g40134, g40132	Aa_G624470.h1.t1
OG0002855	g49614	Aa_G151790.h1.t1
OG0002857	g30978	Aa_G706800.h1.t1
OG0002857	g39846	Aa_G167520.h1.t1
OG0002858	g39808	Aa_G346500.h1.t1
OG0002859	g30910	Aa_G235350.h1.t1, Aa_G243590.h1.t1
OG0002860	g49468	Aa_G217790.h1.t1
OG0002861	g30880	Aa_G38940.h1.t1
OG0002862	g47012, g49600	Aa_G345280.h1.t1
OG0002863	g17157	Aa_G29630.h1.t1
OG0002865	g27726	Aa_G463040.h1.t1
OG0002869	g9697	Aa_G81290.h1.t1
OG0002869	g11375	Aa_G225300.h1.t1
OG0002870	g5488	Aa_G210860.h1.t1
OG0002871	g9818	Aa_G75300.h1.t1
OG0002871	g19420	Aa_G373790.h1.t1, Aa_G373790.h2.t1
OG0002872	g404	Aa_G435210.h1.t1
OG0002873	g41372	Aa_G444240.h1.t1
OG0002874	g23677	Aa_G86670.h1.t1
OG0002875	g1008	Aa_G480140.h1.t1
OG0002877	g29752	Aa_G303860.h1.t1
OG0002878	g32414, g29781	Aa_G388280.h1.t1
OG0002879	g13072	Aa_G140800.h1.t1
OG0002879	g7441	Aa_G322150.h1.t1
OG0002880	g46648	Aa_G309380.h1.t1, Aa_G569210.h1.t1, Aa_G247410.h1.t1, Aa_G547840.h1.t1
OG0002881	g28302, g14732	Aa_G497490.h1.t1
OG0002884	g19388	Aa_G462730.h1.t1
OG0002887	g47505, g47506	Aa_G201720.h1.t1
OG0002888	g25845, g18080	Aa_G283120.h1.t1
OG0002889	g6442	Aa_G284690.h1.t1
OG0002889	g24730	Aa_G183900.h1.t1
OG0002890	g24694	Aa_G66720.h1.t1
OG0002891	g7428	Aa_G483310.h1.t1
OG0002892	g44527, g46141	Aa_G824370.h1.t1
OG0002893	g40567	Aa_G118050.h1.t1
OG0002894	g32645	Aa_G357810.h1.t1
OG0002895	g54271	Aa_G507800.h1.t1
OG0002896	g23742	Aa_G239370.h1.t1, Aa_G151900.h1.t1
OG0002897	g6160	Aa_G405270.h1.t1
OG0002898	g40688	Aa_G136410.h1.t1
OG0002899	g23058	Aa_G238280.h1.t1
OG0002901	g24061, g11049	Aa_G479970.h1.t1
OG0002903	g2490	Aa_G326370.h1.t1
OG0002904	g2487	Aa_G122470.h1.t1
OG0002905	g19311	Aa_G113750.h1.t1
OG0002905	g2472	Aa_G122720.h1.t1
OG0002906	g50817	Aa_G249860.h1.t1
OG0002906	g1762	Aa_G167660.h1.t1
OG0002907	g1772	Aa_G2510.h1.t1
OG0002907	g50808	Aa_G178000.h1.t1
OG0002908	g50779	Aa_G33400.h1.t1
OG0002908	g37662	Aa_G196850.h1.t1
OG0002909	g37656	Aa_G536060.h1.t1
OG0002910	g11184	Aa_G289700.h1.t1
OG0002912	g11277	Aa_G213620.h1.t1
OG0002914	g921	Aa_G198240.h1.t1
OG0002915	g46878, g25245	Aa_G611590.h1.t1
OG0002915	g11580	Aa_G116390.h1.t1
OG0002916	g22926	Aa_G179540.h1.t1
OG0002916	g6024	Aa_G606700.h1.t1
OG0002917	g13933	Aa_G307410.h1.t1, Aa_G190100.h1.t1, Aa_G190090.h3.t1, Aa_G190090.h1.t1, Aa_G190090.h2.t1
OG0002920	g52255	Aa_G16150.h1.t1
OG0002921	g12768	Aa_G267910.h1.t1
OG0002921	g4993	Aa_G56660.h1.t1
OG0002922	g4679	Aa_G251080.h1.t1
OG0002922	g12843	Aa_G4890.h1.t1
OG0002923	g12535	Aa_G51160.h1.t1
OG0002924	g7555	Aa_G258670.h1.t1
OG0002924	g12237	Aa_G463620.h1.t1
OG0002925	g13010	Aa_G24170.h1.t1, Aa_G24160.h1.t1, Aa_G53970.h1.t1
OG0002926	g13597	Aa_G324410.h1.t1
OG0002926	g7456	Aa_G324400.h1.t1
OG0002927	g13164, g13163	Aa_G595510.h1.t1, Aa_G595500.h1.t1
OG0002930	g7056	Aa_G233660.h1.t1
OG0002931	g6906	Aa_G62990.h1.t1
OG0002932	g6893	Aa_G549530.h1.t1, Aa_G181800.h1.t1
OG0002932	g13301	Aa_G181810.h1.t1
OG0002933	g6801	Aa_G441970.h1.t1, Aa_G611840.h1.t1
OG0002933	g6806	Aa_G611830.h1.t1
OG0002935	g13398	Aa_G399620.h1.t1, Aa_G235770.h1.t1, Aa_G235720.h1.t1, Aa_G399610.h1.t1
OG0002936	g11859, g6631, g6632	Aa_G171680.h1.t1
OG0002937	g45098	Aa_G474670.h1.t1
OG0002938	g25357	Aa_G299920.h1.t1
OG0002939	g45226	Aa_G46780.h1.t1
OG0002940	g49537	Aa_G751990.h1.t1
OG0002941	g27293	Aa_G121060.h1.t1
OG0002942	g31877	Aa_G544410.h1.t1, Aa_G544400.h1.t1
OG0002943	g44256	Aa_G747900.h1.t1
OG0002946	g36913	Aa_G204820.h1.t1
OG0002947	g25564	Aa_G257060.h1.t1
OG0002949	g22698	Aa_G352030.h1.t1
OG0002950	g47998	Aa_G237360.h1.t1
OG0002950	g36927	Aa_G224800.h1.t1
OG0002952	g23275	Aa_G9890.h1.t1
OG0002953	g38278	Aa_G647380.h1.t1
OG0002953	g23196	Aa_G288260.h1.t1
OG0002954	g47803	Aa_G314990.h1.t1
OG0002955	g47799	Aa_G324930.h1.t1
OG0002955	g38336	Aa_G373630.h1.t1
OG0002956	g11732, g6483	Aa_G616930.h1.t1, Aa_G671840.h1.t1
OG0002957	g39531	Aa_G191470.h1.t1
OG0002958	g23558	Aa_G18410.h1.t1
OG0002961	g37949, g25033	Aa_G657200.h1.t1
OG0002962	g18291, g22790	Aa_G294450.h1.t1, Aa_G294460.h1.t1
OG0002971	g45427	Aa_G170420.h1.t1
OG0002972	g38409	Aa_G166900.h1.t1
OG0002973	g36013, g12436	Aa_G658010.h1.t1, Aa_G174340.h1.t1, Aa_G52030.h1.t1
OG0002975	g51027, g38358	Aa_G155610.h1.t1
OG0002976	g29155	Aa_G162260.h1.t1
OG0002977	g22287, g22468, g22507, g30097, g30090, g22343, g22274, g22486, g36091, g30096, g36092, g22485, g22467, g22271, g22286, g22506, g30089	Aa_G379090.h1.t1
OG0002978	g5213, g45638	Aa_G72880.h1.t1
OG0002979	g29360	Aa_G19570.h1.t1
OG0002981	g163	Aa_G159120.h1.t1
OG0002982	g29542	Aa_G152860.h1.t1, Aa_G20990.h1.t1
OG0002983	g23896	Aa_G55820.h1.t1
OG0002984	g10524	Aa_G120860.h1.t1
OG0002987	g11077	Aa_G89510.h1.t1
OG0002988	g32292	Aa_G326520.h1.t1
OG0002989	g37103	Aa_G138840.h1.t1
OG0002990	g27712	Aa_G216270.h1.t1
OG0002991	g32620	Aa_G658280.h1.t1, Aa_G52080.h1.t1, Aa_G16430.h1.t1
OG0002992	g19372, g9672, g86	Aa_G383070.h1.t1
OG0002994	g104	Aa_G23620.h1.t1
OG0002996	g810	Aa_G173770.h1.t1, Aa_G241020.h1.t1
OG0002997	g28811	Aa_G456980.h1.t1
OG0002999	g39281, g28682	Aa_G31480.h1.t1, Aa_G31600.h1.t1
OG0003000	g1055	Aa_G216680.h1.t1, Aa_G640210.h1.t1
OG0003002	g986	Aa_G542680.h1.t1
OG0003002	g47612	Aa_G363750.h1.t1
OG0003004	g31203, g49620	Aa_G516390.h1.t1
OG0003005	g5588	Aa_G386330.h1.t1, Aa_G386330.h2.t1
OG0003006	g39607	Aa_G188860.h1.t1
OG0003008	g18989	Aa_G461230.h1.t1
OG0003010	g14376	Aa_G298310.h1.t1
OG0003011	g27510	Aa_G272130.h1.t1
OG0003011	g46394	Aa_G526830.h1.t1
OG0003014	g22983	Aa_G157110.h1.t1
OG0003015	g22982	Aa_G157100.h1.t1
OG0003015	g6053	Aa_G580100.h1.t1
OG0003016	g25941, g40218	Aa_G12630.h1.t1
OG0003018	g17884	Aa_G311170.h1.t1
OG0003020	g17813, g47020	Aa_G206680.h1.t1
OG0003021	g46105	Aa_G30420.h1.t1
OG0003022	g44804	Aa_G193440.h1.t1
OG0003023	g23495	Aa_G343430.h1.t1
OG0003024	g31971	Aa_G165010.h1.t1
OG0003025	g10438	Aa_G34350.h1.t1
OG0003026	g10433	Aa_G768640.h1.t1
OG0003027	g18395, g16730	Aa_G239420.h1.t1, Aa_G386610.h1.t1
OG0003028	g54153	Aa_G92530.h1.t1
OG0003030	g36389	Aa_G95950.h1.t1
OG0003031	g11875	Aa_G430400.h1.t1
OG0003032	g12097, g28015	Aa_G568120.h1.t1
OG0003033	g51705	Aa_G599720.h1.t1, Aa_G979100.h1.t1
OG0003034	g33	Aa_G43730.h1.t1
OG0003035	g17382	Aa_G245290.h1.t1
OG0003035	g47343	Aa_G479980.h1.t1
OG0003037	g40467	Aa_G41850.h1.t1, Aa_G41840.h1.t1
OG0003039	g37607	Aa_G289590.h1.t1
OG0003040	g18823	Aa_G77290.h1.t1
OG0003041	g18857, g1932	Aa_G103290.h1.t1, Aa_G218970.h1.t1, Aa_G218980.h1.t1
OG0003042	g52111	Aa_G401520.h1.t1, Aa_G401500.h1.t1
OG0003043	g2039	Aa_G210200.h1.t1
OG0003043	g11216	Aa_G98590.h1.t1
OG0003044	g2343	Aa_G402260.h1.t1
OG0003045	g12769, g7829	Aa_G267900.h1.t1
OG0003046	g19220, g19221	Aa_G698170.h1.t1
OG0003046	g6438	Aa_G691910.h1.t1
OG0003047	g44902	Aa_G335160.h1.t1
OG0003048	g41686, g32258	Aa_G7230.h1.t1
OG0003049	g41604	Aa_G469590.h1.t1
OG0003052	g18331	Aa_G137950.h1.t1
OG0003053	g50744	Aa_G529510.h1.t1
OG0003054	g47341	Aa_G572320.h1.t1
OG0003056	g12908	Aa_G205920.h1.t1
OG0003057	g4855	Aa_G40980.h1.t1
OG0003057	g10105, g4856	Aa_G40990.h1.t1
OG0003058	g7739	Aa_G4520.h1.t1
OG0003058	g10163	Aa_G378520.h1.t1
OG0003059	g50831	Aa_G241220.h1.t1
OG0003060	g37596, g52245	Aa_G289650.h1.t1
OG0003061	g52138	Aa_G831400.h1.t1
OG0003062	g37525	Aa_G125490.h1.t1, Aa_G552000.h1.t1, Aa_G323680.h1.t1, Aa_G234090.h1.t1
OG0003063	g38169	Aa_G145800.h1.t1, Aa_G145810.h1.t1
OG0003064	g12572	Aa_G4990.h1.t1
OG0003064	g4691	Aa_G430220.h1.t1
OG0003065	g12869, g7702	Aa_G45810.h1.t1
OG0003066	g12532	Aa_G51200.h1.t1
OG0003068	g7537	Aa_G24320.h1.t1, Aa_G264580.h1.t1
OG0003069	g12345, g7407	Aa_G136840.h1.t1
OG0003070	g13176, g7241	Aa_G176060.h1.t1
OG0003073	g6887	Aa_G82140.h1.t1
OG0003073	g36364	Aa_G161190.h1.t1
OG0003074	g44980, g46774	Aa_G288090.h1.t1
OG0003077	g25165	Aa_G291110.h1.t1
OG0003078	g26899, g30790, g49389	Aa_G6670.h1.t1
OG0003079	g30819	Aa_G135030.h1.t1
OG0003080	g30996	Aa_G22870.h1.t1
OG0003081	g31281	Aa_G43340.h1.t1
OG0003082	g10776	Aa_G640080.h1.t1
OG0003083	g27287	Aa_G278090.h1.t1
OG0003083	g49927, g31567	Aa_G661470.h1.t1
OG0003084	g31602	Aa_G112410.h1.t1
OG0003085	g31785	Aa_G132430.h1.t1
OG0003087	g27466	Aa_G119630.h1.t1
OG0003089	g31968, g50167	Aa_G60780.h1.t1
OG0003090	g27520	Aa_G198720.h1.t1
OG0003091	g33369	Aa_G293410.h1.t1, Aa_G766400.h1.t1, Aa_G633190.h1.t1, Aa_G491310.h1.t1
OG0003091	g27444, g53577	Aa_G224460.h1.t1, Aa_G538780.h1.t1, Aa_G331790.h1.t1, Aa_G17460.h1.t1, Aa_G215870.h1.t1, Aa_G277880.h1.t1
OG0003092	g11044, g40499	Aa_G123870.h1.t1, Aa_G123860.h1.t1
OG0003093	g22923, g47968	Aa_G179580.h1.t1
OG0003094	g47899	Aa_G84860.h1.t1
OG0003095	g47897	Aa_G84840.h1.t1
OG0003097	g32139	Aa_G632470.h1.t1
OG0003098	g39504	Aa_G624580.h1.t1
OG0003101	g6023	Aa_G606710.h1.t1, Aa_G235690.h1.t1
OG0003102	g23381	Aa_G129840.h1.t1
OG0003104	g39905, g39906	Aa_G470350.h1.t1
OG0003116	g47749, g23394	Aa_G489460.h1.t1
OG0003118	g29211	Aa_G379160.h1.t1
OG0003118	g7869	Aa_G42460.h1.t1
OG0003120	g45531	Aa_G159130.h1.t1
OG0003121	g18630	Aa_G148630.h1.t1
OG0003121	g18628	Aa_G148620.h1.t1
OG0003122	g17178	Aa_G484010.h1.t1, Aa_G335820.h1.t1, Aa_G90820.h1.t1, Aa_G282970.h1.t1, Aa_G414780.h1.t1, Aa_G335810.h1.t1
OG0003123	g36247	Aa_G332850.h1.t1
OG0003123	g47765	Aa_G521310.h1.t1
OG0003124	g51412	Aa_G146030.h1.t1, Aa_G408540.h1.t1
OG0003125	g31237	Aa_G165490.h1.t1
OG0003127	g46	Aa_G147110.h1.t1
OG0003128	g46818	Aa_G692840.h1.t1
OG0003129	g287	Aa_G559270.h1.t1
OG0003129	g2697	Aa_G168290.h1.t1
OG0003130	g18617	Aa_G492230.h1.t1, Aa_G492240.h1.t1
OG0003131	g406	Aa_G583370.h1.t1
OG0003132	g520	Aa_G377450.h1.t1
OG0003134	g28969	Aa_G230430.h1.t1, Aa_G230440.h1.t1
OG0003134	g11823	Aa_G326780.h1.t1
OG0003135	g10754	Aa_G541090.h1.t1
OG0003136	g801, g14404	Aa_G173940.h1.t1
OG0003137	g48005	Aa_G486280.h1.t1
OG0003138	g28365	Aa_G396870.h1.t1
OG0003138	g41219	Aa_G411500.h1.t1
OG0003139	g39308	Aa_G307340.h1.t1
OG0003140	g27508, g32018	Aa_G272230.h1.t1
OG0003141	g12061	Aa_G20370.h1.t1
OG0003143	g45241	Aa_G354900.h1.t1
OG0003144	g19113	Aa_G719750.h1.t1
OG0003145	g29777	Aa_G727220.h1.t1
OG0003146	g5686	Aa_G73120.h1.t1
OG0003147	g16821	Aa_G413240.h1.t1, Aa_G424600.h1.t1
OG0003148	g16792	Aa_G603480.h1.t1
OG0003148	g40781	Aa_G462390.h1.t1
OG0003149	g27297	Aa_G1043560.h2.t1, Aa_G1043560.h1.t1
OG0003149	g36636	Aa_G239060.h1.t1, Aa_G239040.h1.t1
OG0003150	g44280	Aa_G497440.h1.t1
OG0003151	g44319	Aa_G145420.h1.t1
OG0003152	g44322	Aa_G145380.h1.t1, Aa_G65530.h1.t1
OG0003153	g46482	Aa_G835360.h1.t1
OG0003155	g46317, g17964	Aa_G165060.h1.t1
OG0003156	g31897	Aa_G257340.h1.t1
OG0003157	g44474	Aa_G348850.h1.t1
OG0003157	g31854	Aa_G323730.h1.t1
OG0003158	g7129	Aa_G1320.h1.t1
OG0003159	g38026, g51569	Aa_G505620.h1.t1
OG0003161	g27831, g27821, g2971	Aa_G557690.h1.t1
OG0003162	g47011	Aa_G79780.h1.t1, Aa_G305930.h1.t1
OG0003163	g24504, g24502, g11801	Aa_G754120.h1.t1
OG0003164	g13391	Aa_G388580.h1.t1
OG0003164	g24445	Aa_G448620.h1.t1
OG0003165	g46063	Aa_G524720.h1.t1
OG0003166	g50035	Aa_G55170.h1.t1, Aa_G577520.h1.t1
OG0003167	g10453	Aa_G34180.h1.t1
OG0003168	g10367	Aa_G247630.h1.t1
OG0003169	g16837	Aa_G612820.h1.t1
OG0003169	g1625	Aa_G27410.h1.t1
OG0003170	g52867, g26421, g45052, g14064	Aa_G129900.h1.t1
OG0003176	g17533, g24258	Aa_G607270.h1.t1
OG0003177	g1336, g41160	Aa_G84040.h1.t1, Aa_G84030.h1.t1
OG0003178	g1497, g27273	Aa_G297970.h1.t1
OG0003179	g47162	Aa_G49390.h1.t1
OG0003180	g24294, g51503	Aa_G173150.h1.t1
OG0003181	g2512	Aa_G43890.h1.t1, Aa_G476620.h1.t1
OG0003182	g1908	Aa_G208930.h1.t1
OG0003183	g1961	Aa_G132750.h1.t1
OG0003186	g36352, g19376	Aa_G525150.h1.t1
OG0003187	g19045	Aa_G287250.h1.t1
OG0003188	g2178	Aa_G670250.h1.t1
OG0003189	g38121	Aa_G509520.h1.t1
OG0003189	g2258	Aa_G287650.h1.t1
OG0003190	g51645	Aa_G304520.h1.t1
OG0003191	g50390	Aa_G233460.h1.t1
OG0003192	g6032	Aa_G197430.h1.t1
OG0003193	g19017	Aa_G174980.h1.t1
OG0003194	g51761	Aa_G844080.h1.t1
OG0003196	g51034	Aa_G321360.h1.t1
OG0003197	g25691	Aa_G352500.h1.t1
OG0003198	g10144	Aa_G502250.h1.t1
OG0003199	g17044	Aa_G194680.h1.t1
OG0003200	g12814	Aa_G4360.h1.t1
OG0003200	g10174	Aa_G414150.h1.t1
OG0003201	g12855, g7711	Aa_G5100.h1.t1
OG0003202	g4897	Aa_G83740.h1.t1
OG0003202	g12925	Aa_G524390.h1.t1
OG0003203	g12448, g12957	Aa_G78690.h2.t1, Aa_G78690.h1.t1
OG0003206	g12268, g7280	Aa_G40020.h1.t1
OG0003208	g11997	Aa_G104630.h1.t1
OG0003210	g46767	Aa_G336610.h1.t1
OG0003211	g49461	Aa_G477730.h1.t1
OG0003213	g49687	Aa_G368310.h1.t1
OG0003214	g44107	Aa_G238510.h2.t1, Aa_G238510.h1.t1, Aa_G427950.h1.t1
OG0003215	g49846	Aa_G291920.h1.t1, Aa_G291920.h2.t1
OG0003216	g31435	Aa_G726120.h1.t1
OG0003218	g31692	Aa_G324130.h1.t1
OG0003219	g27523, g50249	Aa_G589590.h1.t1
OG0003222	g50270	Aa_G399790.h1.t1
OG0003226	g54028, g28110	Aa_G418790.h1.t1
OG0003227	g23105	Aa_G258830.h1.t1
OG0003227	g18203	Aa_G269060.h1.t1
OG0003229	g50351	Aa_G579780.h1.t1, Aa_G579770.h1.t1, Aa_G284650.h1.t1
OG0003230	g45116	Aa_G291790.h1.t1
OG0003231	g10652	Aa_G560080.h1.t1
OG0003233	g22936	Aa_G179440.h1.t1
