Orthogroup	Cochlearia_excelsa	Conringia_planisiliqua
OG0000056	g40901	CP2_g49031_DN3_SP0_c.t1
OG0000058	g3196	CP17_g5406_DN1_SP0_c.t1
OG0000059	g43705, g16122	CP12_g31611_DN2_SP0_c.t1
OG0000060	g37221, g2918, g28784, g49595, g27015, g1296, g28756, g31080, g39226, g51647	CP1_g37049_DN3_SP0_c.t1, CP1_g37064_DN3_SP0_c.t1, CP3_g14842_DN3_SP0_c.t1, CP3_g14841_DN3_SP0_c.t1, CP4_g24977_DN3_SP0_c.t1, CP8_g52772_DN3_SP0_c.t1, CP8_g53991_DN3_SP0_c.t1, CP4_g25867_DN3_SP0_c.t1
OG0000062	g44326, g2819, g44187	CP1_g40964_DN3_SP0_c.t1
OG0000063	g14671	CP3_g14591_DN2_SP0_c.t1
OG0000063	g42271	CP1_g41013_DN1_SP0_c.t1
OG0000063	g12636, g24835, g53004	CP3_g16302_DN1_SP0_c.t1, CP15_g34932_DN2_SP0_c.t1
OG0000063	g4524	CP37_g11370_DN1_SP0_c.t1, CP5_g3265_DN3_SP0_c.t1
OG0000063	g19531, g26056, g44457, g37180	CP17_g5203_DN1_SP0_c.t1
OG0000063	g16420, g14674, g14670, g3225, g25089, g23755, g37179	CP14_g23889_DN2_SP0_c.t1
OG0000063	g53169, g14689	CP3_g16300_DN1_SP0_c.t1, CP4_g26798_DN1_SP0_c.t1
OG0000063	g12637	CP4_g26225_DN1_SP0_c.t1
OG0000063	g17168	CP14_g23887_DN2_SP0_c.t1, CP6_g8261_DN3_SP0_c.t1, CP4_g26203_DN2_SP0_c.t1
OG0000063	g14688, g53170	CP4_g26799_DN1_SP0_c.t1
OG0000063	g31405	CP3_g15487_DN2_SP0_c.t1
OG0000063	g18404, g25742, g50268, g46262, g45401, g3397, g46693, g52815, g32214, g16019, g49776	CP21_g10524_DN1_SP0_c.t1
OG0000063	g34414, g40702	CP12_g31118_DN1_SP0_c.t1
OG0000063	g19357	CP3_g15363_DN1_SP0_c.t1
OG0000063	g2701, g43502, g42120, g25862	CP6_g9672_DN2_SP0_c.t1, CP4_g26224_DN1_SP0_c.t1
OG0000063	g23754, g41779, g40701	CP37_g11371_DN2_SP0_c.t1
OG0000063	g48300	CP12_g31694_DN2_SP0_c.t1
OG0000065	g46717	CP5_g1580_DN2_SP0_c.t1
OG0000066	g49660, g5416, g9719	CP4_g25642_DN3_SP0_c.t1
OG0000066	g156, g29501, g45535	CP2_g49425_DN3_SP0_c.t1
OG0000067	g4320	CP2_g50481_DN2_SP0_c.t1
OG0000067	g11965, g45362, g3105, g53480, g35778, g4908, g10849, g36778, g4057, g37253, g1473, g50533, g36233, g40648, g14017, g1600, g17625, g38613, g9048, g25950, g51908, g51362, g36935, g14554, g2942, g25473, g27561, g41540, g28657, g32593, g13831, g12900, g53765, g43703, g25474, g28245, g45296, g49160, g47659, g12886, g5123, g51086, g690, g27871, g37081, g11557, g4664, g33349, g12885, g12881, g7910, g3384, g17624, g3851, g3852, g51126, g3385, g51838, g1262, g51839, g3386, g46383, g48919	CP17_g5644_DN3_SP0_c.t1, CP17_g5532_DN2_SP0_c.t1
OG0000068	g27956, g25385, g25390, g46783	CP12_g31237_DN3_SP0_c.t1
OG0000069	g1465, g1180, g34298	CP2_g48010_DN3_SP0_c.t1
OG0000070	g10675	CP17_g5790_DN3_SP0_c.t1
OG0000070	g50123	CP7_g45746_DN3_SP0_c.t1
OG0000073	g4931	CP5_g2097_DN2_SP0_c.t1
OG0000073	g36963, g43389, g14644, g41342	CP18_g11666_DN2_SP0_c.t1, CP29_g22116_DN2_SP0_c.t1, CP8_g53133_DN1_SP0_c.t1, CP4_g26011_DN1_SP0_c.t1
OG0000073	g41608	CP14_g23758_DN2_SP0_c.t1, CP6_g8294_DN1_SP0_c.t1
OG0000073	g13794	CP13_g20431_DN2_SP0_c.t1
OG0000073	g17549, g12998	CP8_g52621_DN2_SP0_c.t1
OG0000073	g4275, g38079, g25547	CP9_g29611_DN2_SP0_c.t1, CP8_g53134_DN1_SP0_c.t1
OG0000074	g14332	CP12_g31536_DN1_SP0_c.t1
OG0000075	g1450	CP8_g52237_DN3_SP0_c.t1
OG0000076	g32307, g51190	CP5_g2147_DN1_SP0_c.t1, CP4_g25752_DN2_SP0_c.t1
OG0000077	g18473	CP13_g20085_DN3_SP0_c.t1
OG0000077	g18408	CP13_g20036_DN3_SP0_c.t1, CP13_g20034_DN3_SP0_c.t1
OG0000077	g1538, g1535	CP2_g49683_DN2_SP0_c.t1, CP13_g19516_DN3_SP0_c.t1
OG0000077	g44008, g44007, g44009	CP2_g49677_DN1_SP0_c.t1
OG0000078	g4945	CP10_g42378_DN2_SP0_c.t1, CP10_g42381_DN3_SP0_c.t1, CP10_g42379_DN1_SP0_c.t1, CP10_g42380_DN2_SP0_c.t1
OG0000078	g4944	CP11_g32164_DN3_SP0_c.t1, CP11_g32172_DN3_SP0_c.t1, CP11_g32169_DN3_SP0_c.t1, CP11_g32166_DN3_SP0_c.t1
OG0000078	g4940, g4946, g29028, g29029	CP11_g32173_DN2_SP0_c.t1, CP11_g32163_DN2_SP0_c.t1
OG0000081	g17431, g25472, g32592, g28656, g13832	CP6_g7780_DN3_SP0_c.t1
OG0000081	g33350, g4665, g41218, g1472, g50532, g4321, g6358, g45361, g36232, g6764, g11966, g24751, g35779, g51125, g10850, g7909, g3850, g53479, g3106, g31582, g41723, g36779, g40649, g14018, g43699	CP1_g40914_DN2_SP0_c.t1
OG0000082	g18239	CP5_g1772_DN1_SP0_c.t1, CP8_g52192_DN2_SP0_c.t1, CP16_g55573_DN1_SP0_c.t1, CP20_g3822_DN2_SP0_c.t1
OG0000082	g20916, g29940, g10536, g16647, g54167	CP18_g12600_DN2_SP0_c.t1
OG0000082	g19303, g17872	CP4_g26212_DN3_SP0_c.t1
OG0000082	g26708	CP29_g22187_DN1_SP0_c.t1, CP20_g3823_DN2_SP0_c.t1, CP29_g22188_DN2_SP0_c.t1, CP29_g22172_DN2_SP0_c.t1
OG0000082	g2898, g6230, g11611	CP24_g47338_DN2_SP0_c.t1
OG0000082	g54030, g36211	CP14_g22602_DN1_SP0_c.t1
OG0000083	g41345	CP1_g38603_DN3_SP0_c.t1
OG0000083	g53464, g40253, g35242, g42933, g26028, g6325, g52570, g26019, g25832	CP66_g6455_DN1_SP0_c.t1, CP6_g7798_DN2_SP0_c.t1
OG0000083	g6498, g34698, g18541, g2639, g36782, g37302, g49748	CP14_g23213_DN2_SP0_c.t1
OG0000083	g2637, g49747	CP23_g21372_DN1_SP0_c.t1
OG0000083	g41775	CP2_g49795_DN1_SP0_c.t1
OG0000083	g23574, g1440, g18218, g29209, g189, g44333, g12699, g45077, g7891, g50678, g45076, g29210, g46332, g12698, g17314, g37985, g4867, g188, g44332	CP14_g23210_DN2_SP0_c.t1
OG0000083	g11012, g10577, g10469, g41776, g400, g35186, g10139, g6497	CP23_g21373_DN1_SP0_c.t1
OG0000083	g42931, g35240, g6238, g6313, g3724, g32856, g43081, g26018, g35239, g42930, g6323, g26027, g52571, g17747, g25833, g42932, g6324, g25834	CP14_g23271_DN2_SP0_c.t1
OG0000084	g4476, g24837, g11486	CP14_g23878_DN3_SP0_c.t1
OG0000084	g42576	CP13_g20759_DN2_SP0_c.t1
OG0000084	g6971	CP12_g31116_DN2_SP0_c.t1
OG0000084	g39474	CP22_g17338_DN1_SP0_c.t1, CP12_g31607_DN1_SP0_c.t1
OG0000084	g16020, g26091, g11688, g32213	CP23_g21369_DN1_SP0_c.t1
OG0000084	g53168	CP6_g8210_DN1_SP0_c.t1
OG0000084	g3736	CP1_g40571_DN3_SP0_c.t1
OG0000084	g23756, g46165	CP14_g23890_DN3_SP0_c.t1
OG0000084	g3226	CP3_g15485_DN3_SP0_c.t1, CP15_g36117_DN3_SP0_c.t1
OG0000084	g14426	CP94_g6387_DN3_SP0_c.t1
OG0000086	g22657, g15074	CP29_g21947_DN3_SP0_c.t1
OG0000089	g9991	CP2_g48308_DN3_SP8_c.t1
OG0000089	g339, g2817, g9845	CP2_g48035_DN3_SP7_c.t1
OG0000089	g5316	CP11_g32707_DN3_SP8_c.t1
OG0000089	g11055, g40485	CP13_g20168_DN3_SP8_c.t1
OG0000089	g24042	CP6_g6768_DN3_SP8_c.t1
OG0000089	g46232	CP9_g29223_DN3_SP8_c.t1
OG0000090	g43843	CP13_g20454_DN2_SP0_c.t1
OG0000095	g51024	CP16_g55159_DN2_SP0_c.t1, CP16_g55090_DN3_SP0_c.t1, CP16_g55089_DN3_SP0_c.t1, CP16_g55164_DN2_SP0_c.t1, CP16_g55161_DN2_SP0_c.t1, CP16_g55165_DN2_SP0_c.t1, CP16_g55163_DN2_SP0_c.t1
OG0000096	g6393	CP12_g30984_DN3_SP0_c.t1, CP12_g30986_DN3_SP0_c.t1, CP12_g30930_DN3_SP0_c.t1
OG0000096	g49764	CP6_g7572_DN1_SP0_c.t1
OG0000100	g35259, g34277, g40795	CP2_g48891_DN3_SP0_c.t1
OG0000101	g30549, g95, g52423, g22352, g35512, g30702, g24593, g9123, g29976, g29966, g8633, g48832, g30667, g36823, g16178, g8998, g29945, g30548, g38806, g8608, g26310, g9084, g48831, g29967, g8634, g9122, g30668, g30701, g13421, g43704, g4261, g4265, g27334, g26222, g26225, g35797, g4324, g3304, g41853, g48266, g6083, g12208, g35531, g53490, g35534, g11876, g17776, g52104, g1671, g31822, g37851, g37850, g28202, g42101, g45349, g35511, g17818, g13419, g10196, g13591, g29817	CP22_g17341_DN3_SP0_c.t1
OG0000105	g11211	CP12_g31635_DN1_SP0_c.t1
OG0000105	g14463	CP20_g4448_DN2_SP0_c.t1
OG0000110	g44450, g32727, g24957	CP5_g2099_DN3_SP0_c.t1
OG0000114	g32639, g15993, g24938, g6351, g14468, g28182, g27531	CP9_g27816_DN2_SP0_c.t1
OG0000114	g28772, g49077, g32668, g34673	CP36_g50968_DN2_SP0_c.t1
OG0000115	g16651, g17473, g31783	CP25_g55879_DN1_SP0_c.t1, CP29_g22137_DN2_SP0_c.t1
OG0000115	g22741, g3371	CP6_g9543_DN2_SP0_c.t1
OG0000115	g45611, g31838, g1147, g31875, g29408	CP15_g35157_DN2_SP0_c.t1
OG0000115	g53276	CP25_g55878_DN2_SP0_c.t1
OG0000116	g27853	CP59_g6663_DN3_SP0_c.t1, CP44_g20908_DN3_SP0_c.t1, CP18_g12569_DN3_SP0_c.t1
OG0000116	g26228	CP14_g23531_DN3_SP0_c.t1, CP27_g41691_DN3_SP0_c.t1
OG0000116	g16087, g53769, g15634, g43756	CP6_g8031_DN3_SP0_c.t1, CP59_g6664_DN1_SP0_c.t1
OG0000116	g48680, g15046, g14763, g43457, g1389, g17894	CP15_g34919_DN3_SP0_c.t1, CP8_g52858_DN3_SP0_c.t1, CP25_g55998_DN3_SP0_c.t1
OG0000116	g43452	CP20_g3900_DN1_SP0_c.t1, CP2_g49406_DN2_SP0_c.t1
OG0000116	g3660, g11702, g41656, g18609	CP27_g41690_DN2_SP0_c.t1
OG0000118	g12809	CP7_g45449_DN2_SP0_c.t1
OG0000120	g27841	CP22_g17665_DN2_SP0_c.t1
OG0000120	g35883	CP6_g8636_DN1_SP0_c.t1
OG0000120	g37471, g16077, g45978, g53241, g1643, g42811, g26747, g14393, g52267, g32913, g19802, g25977, g28336, g49079, g28773, g17732, g3278, g32663, g42286, g53240, g45979, g19824, g19828, g42291, g32916	CP36_g50966_DN3_SP0_c.t1, CP1_g39950_DN3_SP0_c.t1, CP14_g23196_DN3_SP0_c.t1, CP13_g20554_DN1_SP0_c.t1, CP2_g50773_DN2_SP0_c.t1, CP95_g12688_DN3_SP0_c.t1, CP15_g35845_DN3_SP0_c.t1, CP5_g2510_DN1_SP0_c.t1, CP18_g12085_DN2_SP0_c.t1, CP1_g40799_DN1_SP0_c.t1, CP18_g11788_DN2_SP0_c.t1
OG0000122	g1065	CP8_g53619_DN3_SP0_c.t1
OG0000122	g1066	CP8_g53621_DN3_SP0_c.t1, CP8_g53620_DN3_SP0_c.t1
OG0000125	g51118	CP4_g25846_DN3_SP0_c.t1
OG0000126	g1666	CP4_g26271_DN2_SP0_c.t1
OG0000127	g41348	CP8_g54114_DN3_SP0_c.t1
OG0000127	g19182	CP3_g13990_DN2_SP0_c.t1
OG0000127	g2919, g1294, g28781	CP3_g14838_DN3_SP0_c.t1, CP8_g54018_DN3_SP0_c.t1, CP3_g14833_DN3_SP0_c.t1
OG0000127	g39998	CP4_g25869_DN3_SP0_c.t1
OG0000128	g2009	CP3_g13458_DN3_SP0_c.t1
OG0000129	g45131	CP10_g42426_DN3_SP0_c.t1
OG0000129	g45103, g45101	CP9_g27597_DN3_SP0_c.t1, CP10_g43808_DN3_SP0_c.t1
OG0000129	g9880	CP2_g48114_DN3_SP0_c.t1
OG0000136	g52239	CP14_g23760_DN1_SP0_c.t1
OG0000136	g11179, g54012	CP3_g15023_DN1_SP0_c.t1, CP3_g15027_DN2_SP0_c.t1
OG0000136	g43342	CP13_g20571_DN1_SP0_c.t1
OG0000136	g1845, g27817, g24476, g32584, g24259	CP3_g16058_DN2_SP0_c.t1
OG0000136	g24804, g17512, g42675	CP3_g15024_DN1_SP0_c.t1
OG0000136	g25135	CP10_g44056_DN3_SP0_c.t1
OG0000136	g35680	CP5_g1511_DN1_SP0_c.t1, CP29_g21977_DN2_SP0_c.t1
OG0000136	g6807	CP15_g36148_DN1_SP0_c.t1
OG0000137	g1009	CP29_g22095_DN2_SP0_c.t1
OG0000140	g47161	CP12_g31007_DN2_SP0_c.t1
OG0000140	g49472, g35118	CP5_g2106_DN1_SP0_c.t1
OG0000140	g49019	CP13_g20745_DN1_SP0_c.t1
OG0000141	g49817	CP1_g37532_DN1_SP0_c.t1
OG0000143	g42790, g48961, g14200	CP33_g3610_DN1_SP0_c.t1
OG0000145	g26448, g14613, g16438, g21436, g16404, g34243, g26675	CP33_g3612_DN3_SP0_c.t1
OG0000145	g30462, g48014	CP24_g47323_DN2_SP0_c.t1
OG0000148	g36469	CP8_g53130_DN2_SP0_c.t1
OG0000148	g6399	CP16_g55147_DN3_SP0_c.t1, CP7_g44768_DN1_SP0_c.t1, CP7_g45047_DN1_SP0_c.t1, CP7_g44975_DN1_SP0_c.t1
OG0000150	g34628	CP15_g34449_DN2_SP0_c.t1
OG0000154	g36466, g36467	CP1_g38036_DN1_SP0_c.t1, CP1_g38035_DN2_SP0_c.t1, CP1_g38037_DN3_SP0_c.t1
OG0000154	g36509	CP1_g37974_DN3_SP0_c.t1
OG0000155	g36320, g54169, g36224, g24260	CP10_g43760_DN1_SP0_c.t1
OG0000155	g1088, g32056, g27290, g43890, g41661, g11814	CP6_g7697_DN1_SP0_c.t1
OG0000155	g11180, g53396, g43054, g53395, g52929, g31934, g27818, g27848	CP17_g5082_DN2_SP0_c.t1, CP7_g44488_DN1_SP0_c.t1, CP3_g15026_DN3_SP0_c.t1, CP2_g50354_DN1_SP0_c.t1, CP13_g20272_DN3_SP0_c.t1
OG0000155	g36035	CP14_g23761_DN2_SP0_c.t1
OG0000155	g6461, g14233	CP6_g8038_DN2_SP0_c.t1, CP15_g35374_DN3_SP0_c.t1
OG0000155	g35550, g48286, g41606, g13909	CP13_g20570_DN1_SP0_c.t1
OG0000159	g43495	CP23_g21574_DN1_SP0_c.t1
OG0000159	g43119	CP96_g34206_DN3_SP0_c.t1, CP39_g21139_DN3_SP0_c.t1
OG0000159	g35382, g43640, g42719, g19947	CP18_g11530_DN3_SP0_c.t1, CP10_g43905_DN3_SP0_c.t1, CP30_g10024_DN3_SP0_c.t1, CP1_g38892_DN3_SP0_c.t1
OG0000159	g52434	CP23_g21575_DN3_SP0_c.t1, CP1_g40805_DN3_SP0_c.t1, CP36_g50997_DN3_SP0_c.t1, CP31_g46845_DN3_SP0_c.t1, CP17_g4998_DN3_SP0_c.t1, CP18_g11529_DN3_SP0_c.t1
OG0000159	g14659, g33594, g26152, g43872, g14817, g4106, g53756, g26059, g19681, g43464, g35132	CP21_g10968_DN3_SP0_c.t1, CP6_g8815_DN3_SP0_c.t1, CP10_g44074_DN3_SP0_c.t1
OG0000160	g5985	CP10_g43624_DN3_SP8_c.t1
OG0000160	g23426	CP5_g984_DN3_SP8_c.t1
OG0000160	g1105	CP8_g53733_DN3_SP8_c.t1
OG0000160	g6339	CP17_g5850_DN3_SP8_c.t1
OG0000160	g46563	CP9_g29643_DN3_SP8_c.t1
OG0000160	g50994	CP16_g55126_DN3_SP8_c.t1
OG0000161	g27065, g39955, g42081	CP2_g49800_DN1_SP0_c.t1
OG0000163	g43620	CP14_g22654_DN2_SP0_c.t1
OG0000164	g33080, g33073, g33069, g14660, g26417	CP35_g52063_DN2_SP0_c.t1, CP5_g3147_DN2_SP0_c.t1, CP5_g3037_DN1_SP0_c.t1
OG0000164	g15914	CP35_g52064_DN1_SP0_c.t1, CP15_g35652_DN2_SP0_c.t1, CP28_g34015_DN2_SP0_c.t1
OG0000164	g24992	CP17_g5684_DN1_SP0_c.t1
OG0000166	g46162	CP2_g49508_DN2_SP0_c.t1
OG0000168	g24743, g16435, g43636, g45055, g32439, g54093, g52735, g6040, g24919, g36292, g17675, g17670, g25900, g24778, g16656, g37789, g17735, g34967, g6055, g34554, g52736, g42795, g26318, g18668, g17823, g18246, g11514, g17810, g41263, g40771, g18212, g18487, g43355, g27943, g3603, g4889, g52494, g32969, g15718, g43863, g42821, g3312, g41524, g16582, g14360, g11515, g43356, g24920, g4886, g42796, g52493, g24777, g34556, g32438, g37790, g54090, g41259, g15692, g17736, g25901, g6072, g33588, g36291, g6039, g41262, g11850, g52737, g18488, g18211, g40772, g17811, g43979, g5167, g51415, g42843, g51134, g48850, g25795, g22590, g8790, g6374, g14747, g33436, g46970, g34392, g43996, g42027, g26008, g36867, g16581, g11849, g41260, g33586, g19252, g26691, g45054, g27944, g11197, g6071, g4312, g15691, g26317, g24744, g3190, g18468, g43799, g43784, g43812, g43808, g26007, g4311, g16426, g17674, g18245, g26319, g33437, g32968, g43637, g24745, g26694, g42309, g4302, g42316, g16427, g30014, g30015, g30013, g27942, g34966, g42026, g14746, g42822, g3270, g17673, g17669, g18467, g13561, g23652, g25195, g32444, g41848, g16114, g14104, g18469, g13560, g19877, g53795, g53027, g14598, g14589, g22834, g14811, g14105, g19878, g53796, g41844, g53028, g16115, g33111	CP15_g36061_DN1_SP0_c.t1
OG0000171	g915, g28415	CP8_g53294_DN3_SP8_c.t1
OG0000171	g14078	CP10_g43893_DN3_SP8_c.t1
OG0000171	g28546	CP8_g53599_DN3_SP8_c.t1
OG0000171	g7540	CP10_g42832_DN3_SP8_c.t1
OG0000171	g17072	CP5_g1205_DN3_SP7_c.t1
OG0000172	g4028	CP5_g1428_DN2_SP0_c.t1, CP3_g15131_DN1_SP0_c.t1, CP8_g52523_DN1_SP0_c.t1
OG0000172	g51256, g27772, g14066	CP6_g7882_DN2_SP0_c.t1, CP20_g4161_DN1_SP0_c.t1
OG0000174	g52379	CP8_g52236_DN2_SP0_c.t1, CP29_g21958_DN3_SP0_c.t1, CP45_g22359_DN3_SP0_c.t1, CP8_g52687_DN2_SP0_c.t1, CP8_g54530_DN3_SP0_c.t1, CP5_g1847_DN2_SP0_c.t1
OG0000175	g45857	CP9_g28660_DN3_SP6_c.t1, CP7_g45435_DN3_SP8_c.t1
OG0000175	g29297	CP11_g32500_DN3_SP8_c.t1
OG0000175	g50814	CP4_g24004_DN3_SP6_c.t1, CP3_g13159_DN3_SP8_c.t1
OG0000177	g27488, g50732, g31972	CP9_g29342_DN3_SP0_c.t1
OG0000178	g45158	CP11_g31843_DN3_SP0_c.t1
OG0000179	g31539, g1718	CP2_g49418_DN3_SP0_c.t1, CP5_g3331_DN3_SP0_c.t1, CP2_g49421_DN3_SP0_c.t1
OG0000179	g44052	CP2_g49358_DN1_SP0_c.t1, CP2_g49126_DN2_SP0_c.t1, CP8_g52792_DN1_SP0_c.t1, CP2_g49383_DN2_SP0_c.t1
OG0000182	g27624	CP2_g49579_DN2_SP0_c.t1
OG0000183	g18117	CP5_g1726_DN3_SP8_c.t1
OG0000183	g761, g28899	CP8_g54208_DN3_SP5_c.t1, CP3_g15618_DN3_SP5_c.t1
OG0000183	g40143	CP4_g26440_DN3_SP8_c.t1
OG0000184	g17322, g17326, g17324, g17323, g17327, g17334, g17336, g17332	CP12_g30563_DN1_SP0_c.t1, CP15_g34906_DN2_SP0_c.t1
OG0000184	g11846	CP12_g30564_DN3_SP0_c.t1
OG0000189	g13998, g6044	CP10_g43741_DN3_SP4_c.t1
OG0000189	g23036	CP10_g43894_DN3_SP5_c.t1
OG0000189	g50117	CP9_g29229_DN3_SP8_c.t1, CP7_g45756_DN3_SP8_c.t1
OG0000192	g17137	CP19_g18011_DN3_SP0_c.t1
OG0000193	g27763	CP3_g15012_DN3_SP0_c.t1, CP3_g15010_DN3_SP0_c.t1, CP3_g15011_DN3_SP0_c.t1
OG0000194	g32237, g28166, g50078, g23649, g51802	CP1_g39916_DN2_SP0_c.t1
OG0000194	g16610, g46300, g50561, g54220, g11930, g43921, g32761, g37142, g22302, g15938, g22360, g22356, g22520, g46088, g19637, g2226, g44629, g28809, g28127, g35125, g47319, g16022	CP4_g26189_DN2_SP0_c.t1
OG0000197	g24122	CP6_g6857_DN3_SP0_c.t1
OG0000197	g17408	CP6_g6856_DN2_SP0_c.t1
OG0000198	g10793	CP13_g19661_DN2_SP8_c.t1
OG0000198	g49926	CP1_g37802_DN3_SP1_c.t1
OG0000199	g47707	CP5_g930_DN3_SP0_c.t1
OG0000203	g2360	CP3_g14024_DN3_SP0_c.t1, CP3_g13515_DN3_SP0_c.t1
OG0000204	g53714, g14389	CP17_g5293_DN1_SP0_c.t1, CP9_g27449_DN2_SP0_c.t1, CP1_g39857_DN3_SP0_c.t1, CP13_g20698_DN2_SP0_c.t1, CP15_g34683_DN3_SP0_c.t1, CP5_g2176_DN2_SP0_c.t1, CP12_g31704_DN3_SP0_c.t1, CP7_g44319_DN2_SP0_c.t1, CP5_g3339_DN2_SP0_c.t1, CP17_g5294_DN2_SP0_c.t1, CP2_g49701_DN2_SP0_c.t1, CP9_g27465_DN2_SP0_c.t1
OG0000205	g43917	CP18_g11804_DN1_SP0_c.t1, CP1_g40979_DN1_SP0_c.t1, CP104_g20849_DN3_SP0_c.t1, CP1_g41139_DN2_SP0_c.t1
OG0000205	g11567	CP1_g41140_DN2_SP0_c.t1
OG0000207	g4415, g34528, g34521, g34531, g34408, g26139, g21458, g50767, g16541, g16549, g22184, g16534, g16525, g52564, g14561, g28252, g46615, g4420, g41677, g8219, g8721, g8233, g43323, g34357, g53803, g8234, g35311, g18815, g626, g4979, g26826, g4422, g52961, g43215, g52565, g34262, g35244, g15794, g15777, g52898, g41869, g33384, g35802, g22185, g34812, g43012, g14560, g4505, g53321, g52638, g30247, g35455, g4193, g18020, g26140, g3683, g35570, g48269, g41896, g46617, g15565, g14866, g3099, g26275, g36308, g14634, g4409, g34703, g24587, g28251, g682, g51819, g28955, g4066, g1725, g4423, g11714, g24891, g35033, g35914, g8221, g8723, g53432, g41674, g26043, g681, g43325, g11489, g53856, g24382, g14261, g36863, g36256, g22612, g35998, g35872, g51818, g35035, g14620, g14864, g15567, g36255, g53430, g35913, g35178, g8232, g8732, g43057, g22613, g53431, g4410, g28956, g16345, g4432, g15566, g14865, g11794, g4978, g35179, g36309, g26276, g34355, g35034, g26044, g43324, g36310, g680, g46616, g14635, g8220, g8722, g34704, g14621, g35180, g35310, g37815, g52806	CP31_g46729_DN2_SP0_c.t1
OG0000209	g2157, g5026, g12731	CP1_g37296_DN2_SP0_c.t1, CP1_g37302_DN2_SP0_c.t1
OG0000210	g26821	CP8_g54067_DN2_SP0_c.t1
OG0000214	g41308, g33055, g29003, g53538	CP18_g11616_DN1_SP0_c.t1
OG0000214	g13752, g9978, g14640, g51222, g1573, g22730, g23072, g45047, g16729, g17791, g52105, g36171, g29004, g33054, g37934, g2449, g32347, g37022, g11812, g6223	CP29_g22119_DN2_SP0_c.t1
OG0000215	g449	CP3_g16699_DN2_SP0_c.t1, CP1_g39555_DN3_SP0_c.t1, CP20_g3894_DN3_SP0_c.t1, CP1_g40797_DN3_SP0_c.t1, CP22_g17231_DN2_SP0_c.t1, CP24_g46959_DN3_SP0_c.t1, CP9_g28016_DN3_SP0_c.t1, CP13_g20556_DN2_SP0_c.t1, CP9_g27954_DN3_SP0_c.t1, CP9_g27970_DN2_SP0_c.t1, CP9_g27998_DN3_SP0_c.t1
OG0000216	g25664, g41090, g41083, g41086, g41087	CP16_g55066_DN2_SP0_c.t1
OG0000221	g25326, g22409, g22405, g22252	CP4_g26156_DN2_SP0_c.t1, CP4_g26389_DN2_SP0_c.t1
OG0000221	g7032, g2311, g4264, g37418, g16017, g28616, g34276, g15805, g31881, g48923	CP4_g26390_DN2_SP0_c.t1
OG0000223	g21, g4747, g11830	CP1_g39384_DN1_SP0_c.t1
OG0000223	g32169	CP5_g2038_DN2_SP0_c.t1
OG0000223	g46938, g34690, g28576	CP4_g26129_DN3_SP0_c.t1
OG0000223	g31873	CP15_g35155_DN1_SP0_c.t1
OG0000223	g39296, g41108, g51759, g10343	CP6_g9545_DN2_SP0_c.t1
OG0000223	g46380	CP18_g12127_DN2_SP0_c.t1
OG0000226	g17691, g17690, g17692	CP19_g17936_DN2_SP0_c.t1
OG0000226	g35947	CP1_g38696_DN2_SP0_c.t1
OG0000226	g45350	CP4_g25900_DN2_SP0_c.t1
OG0000229	g13978	CP12_g31368_DN3_SP0_c.t1, CP12_g31395_DN3_SP0_c.t1
OG0000229	g24726	CP4_g26426_DN2_SP0_c.t1, CP4_g26411_DN2_SP0_c.t1, CP1_g39490_DN3_SP0_c.t1
OG0000233	g45483	CP11_g33138_DN1_SP1_c.t1
OG0000233	g29622	CP11_g33136_DN2_SP0_c.t1
OG0000233	g45482	CP11_g33139_DN2_SP0_c.t1
OG0000236	g11672	CP9_g28569_DN3_SP0_c.t1
OG0000236	g6598	CP12_g30567_DN3_SP0_c.t1
OG0000236	g13483	CP1_g38671_DN3_SP0_c.t1
OG0000237	g11805	CP12_g30628_DN3_SP0_c.t1
OG0000237	g36933	CP12_g30499_DN2_SP0_c.t1
OG0000238	g44676	CP9_g28712_DN3_SP0_c.t1
OG0000238	g44668, g44669	CP9_g28709_DN2_SP0_c.t1
OG0000238	g32057	CP7_g45473_DN3_SP2_c.t1
OG0000239	g2261, g45344, g44563, g51060, g10741, g28476, g5898, g32750	CP27_g41971_DN1_SP0_c.t1
OG0000241	g17320	CP19_g18502_DN3_SP0_c.t1, CP19_g18503_DN3_SP1_c.t1, CP11_g31874_DN3_SP3_c.t1
OG0000242	g10112	CP21_g11131_DN2_SP0_c.t1, CP17_g5035_DN1_SP0_c.t1
OG0000244	g25493	CP11_g32001_DN3_SP0_c.t1
OG0000245	g4143, g22192, g30253	CP16_g55422_DN1_SP0_c.t1
OG0000247	g27759, g27721	CP3_g15725_DN3_SP0_c.t1, CP12_g31409_DN1_SP0_c.t1, CP12_g31309_DN3_SP0_c.t1, CP12_g31356_DN2_SP0_c.t1, CP12_g31334_DN3_SP0_c.t1, CP12_g31367_DN3_SP0_c.t1, CP12_g31322_DN3_SP0_c.t1, CP12_g31416_DN2_SP0_c.t1, CP6_g8942_DN2_SP0_c.t1
OG0000249	g32697, g35682, g42542, g16095, g42905, g32698, g34924, g34773, g26678, g34772, g16094, g26699, g24901	CP1_g38977_DN2_SP0_c.t1
OG0000250	g45178	CP11_g33683_DN3_SP0_c.t1
OG0000250	g40469	CP3_g13893_DN3_SP0_c.t1
OG0000252	g46370	CP9_g29395_DN3_SP1_c.t1
