Orthogroup	Cochlearia_excelsa	Euclidium_syriacum
OG0000065	g46717	ESY1_g11993_DN3_SP0_c13.t1
OG0000066	g9719	ESY23_g163_DN2_SP0_c0.t1
OG0000066	g29501, g45535	ESY7_g18023_DN3_SP0_c0.t1, ESY11_g54349_DN3_SP0_c0.t1
OG0000066	g5393	ESY2_g36068_DN3_SP8_c0.t1
OG0000067	g50177, g28467, g4320, g11965, g45362, g3105, g53480, g35778, g4908, g10849, g36778, g4057, g37253, g1473, g50533, g36233, g40648, g14017, g1600, g17625, g38613, g9048, g25950, g51908, g51362, g36935, g14554, g2942, g25473, g27561, g41540, g28657, g32593, g13831, g12900, g53765, g43703, g25474, g28245, g45296, g49160, g47659, g12886, g5123, g51086, g690, g27871, g37081, g11557, g4664, g33349, g12885, g12881, g7910, g3384, g17624, g3851, g3852, g51126, g3385, g51838, g1262, g51839, g3386, g46383, g48919, g38489, g40040, g14490, g12581, g53576, g51242, g33370, g49161, g33482, g53764, g27953, g24768, g45363, g3853, g51127, g41217, g37480, g4319, g10848, g26115, g14016, g28468, g43700, g18660, g44830, g11964, g42772, g51326, g11374	ESY3_g28898_DN3_SP0_c0.t1
OG0000068	g27956, g25385, g25390, g46783	ESY9_g42540_DN3_SP0_c0.t1, ESY10_g14312_DN3_SP0_c0.t1, ESY10_g14570_DN3_SP0_c0.t1, ESY10_g14619_DN3_SP0_c0.t1, ESY10_g14569_DN3_SP0_c0.t1, ESY2_g38376_DN3_SP0_c0.t1, ESY6_g50195_DN3_SP0_c0.t1, ESY2_g35387_DN3_SP0_c0.t1, ESY2_g35389_DN2_SP0_c0.t1
OG0000069	g34297	ESY6_g49560_DN2_SP0_c0.t1
OG0000069	g39973	ESY4_g22200_DN2_SP0_c0.t1, ESY3_g31688_DN3_SP0_c0.t1
OG0000070	g10675	ESY10_g14297_DN3_SP0_c35.t1, ESY3_g32095_DN2_SP0_c41.t1
OG0000073	g7180, g13794	ESY8_g60414_DN2_SP0_c0.t1, ESY4_g22224_DN1_SP0_c0.t1
OG0000073	g17549, g12998	ESY5_g2052_DN2_SP0_c0.t1
OG0000073	g4275, g38079, g25547	ESY6_g48384_DN1_SP0_c0.t1
OG0000075	g25975, g22716	ESY5_g3131_DN2_SP0_c0.t1, ESY4_g25989_DN2_SP0_c16.t1, ESY11_g54736_DN2_SP0_c70.t1, ESY20_g13256_DN2_SP0_c23.t1, ESY6_g46488_DN2_SP0_c0.t1, ESY8_g60763_DN2_SP0_c0.t1, ESY8_g60740_DN3_SP0_c0.t1
OG0000075	g46525	ESY1_g11598_DN2_SP0_c38.t1, ESY8_g60767_DN2_SP0_c0.t1, ESY3_g32315_DN3_SP0_c83.t1, ESY3_g32310_DN2_SP0_c12.t1, ESY3_g32312_DN1_SP0_c66.t1, ESY4_g26050_DN2_SP0_c0.t1
OG0000076	g32307, g51190	ESY4_g25860_DN2_SP0_c0.t1, ESY4_g26382_DN2_SP0_c0.t1, ESY8_g59836_DN2_SP0_c0.t1, ESY8_g58171_DN3_SP0_c0.t1, ESY4_g26372_DN3_SP0_c0.t1, ESY5_g4993_DN1_SP0_c0.t1, ESY5_g4992_DN1_SP0_c0.t1, ESY8_g59674_DN1_SP0_c0.t1, ESY2_g33376_DN3_SP0_c13.t1, ESY5_g4917_DN3_SP0_c0.t1, ESY2_g35407_DN2_SP0_c0.t1, ESY9_g42752_DN3_SP0_c0.t1, ESY2_g33366_DN2_SP0_c0.t1, ESY3_g31945_DN3_SP0_c0.t1, ESY4_g25882_DN2_SP0_c0.t1, ESY2_g34046_DN1_SP0_c0.t1, ESY4_g26532_DN1_SP0_c0.t1, ESY8_g59034_DN1_SP0_c0.t1, ESY4_g26353_DN2_SP0_c8.t1, ESY4_g25591_DN2_SP0_c0.t1, ESY2_g33380_DN1_SP0_c0.t1, ESY4_g26224_DN3_SP0_c0.t1, ESY6_g50584_DN1_SP0_c0.t1, ESY2_g33369_DN2_SP0_c0.t1
OG0000077	g18473	ESY7_g16698_DN1_SP0_c0.t1
OG0000077	g1538, g1535	ESY7_g18827_DN2_SP0_c0.t1
OG0000079	g11497, g53126	ESY8_g59723_DN2_SP0_c0.t1
OG0000081	g584	ESY3_g29563_DN2_SP0_c0.t1, ESY4_g22453_DN2_SP0_c7.t1
OG0000081	g33350, g4665	ESY9_g44119_DN3_SP0_c0.t1, ESY7_g18625_DN3_SP0_c96.t1
OG0000082	g18239	ESY2_g37683_DN1_SP0_c0.t1, ESY4_g24411_DN1_SP0_c0.t1
OG0000082	g32895	ESY4_g24412_DN2_SP0_c81.t1
OG0000082	g19934, g27203, g6552	ESY16_g62439_DN1_SP0_c0.t1, ESY2_g37207_DN1_SP0_c0.t1, ESY13_g57896_DN2_SP0_c0.t1, ESY24_g33022_DN1_SP0_c64.t1
OG0000082	g13608, g1249, g293	ESY11_g53255_DN2_SP0_c0.t1, ESY6_g48122_DN1_SP0_c0.t1, ESY11_g54439_DN1_SP0_c0.t1, ESY11_g53428_DN2_SP0_c0.t1
OG0000082	g50427	ESY1_g5765_DN3_SP0_c0.t1
OG0000082	g33411, g33412, g25297, g33414, g33413	ESY1_g8490_DN3_SP0_c0.t1, ESY5_g2616_DN3_SP0_c0.t1
OG0000083	g41345	ESY1_g7742_DN2_SP0_c0.t1
OG0000083	g18538, g35187, g6495	ESY1_g9555_DN3_SP0_c0.t1, ESY1_g9528_DN2_SP0_c100.t1
OG0000083	g14111, g41347, g2636	ESY4_g22995_DN2_SP0_c100.t1
OG0000084	g4476, g24837, g11486, g42576	ESY10_g15253_DN1_SP0_c0.t1
OG0000084	g19530, g53855, g41781, g6971, g39474	ESY14_g20372_DN1_SP0_c0.t1
OG0000084	g3226	ESY9_g44313_DN1_SP0_c0.t1
OG0000086	g46770, g46768, g46769, g43995	ESY7_g19367_DN1_SP0_c0.t1, ESY9_g43340_DN2_SP0_c0.t1, ESY9_g43341_DN3_SP0_c0.t1, ESY7_g19406_DN2_SP0_c0.t1, ESY7_g19368_DN2_SP0_c0.t1
OG0000089	g9991	ESY6_g50131_DN3_SP8_c0.t1
OG0000089	g5316	ESY7_g18326_DN3_SP8_c0.t1
OG0000089	g11055, g40485	ESY7_g16559_DN3_SP8_c0.t1
OG0000089	g24042	ESY9_g43361_DN3_SP8_c0.t1
OG0000089	g46232	ESY5_g3995_DN3_SP3_c0.t1, ESY2_g34829_DN3_SP8_c0.t1
OG0000090	g43843	ESY4_g22477_DN2_SP0_c0.t1, ESY4_g26657_DN1_SP0_c0.t1
OG0000095	g51024	ESY7_g19280_DN2_SP0_c0.t1, ESY7_g17327_DN3_SP0_c0.t1, ESY7_g19279_DN2_SP0_c34.t1, ESY7_g19285_DN2_SP0_c0.t1, ESY7_g19282_DN3_SP0_c38.t1, ESY7_g18924_DN3_SP0_c58.t1, ESY7_g19283_DN2_SP0_c13.t1, ESY7_g19278_DN2_SP0_c40.t1, ESY3_g31037_DN3_SP0_c0.t1, ESY3_g31041_DN2_SP0_c0.t1, ESY7_g17177_DN3_SP0_c0.t1, ESY3_g31038_DN1_SP0_c0.t1
OG0000098	g11756	ESY7_g16092_DN2_SP0_c0.t1, ESY7_g16160_DN2_SP0_c0.t1, ESY6_g50064_DN2_SP0_c0.t1, ESY5_g5060_DN3_SP0_c0.t1
OG0000098	g41770	ESY7_g18472_DN3_SP0_c0.t1
OG0000100	g13564, g35259, g34277, g40795, g13563	ESY1_g11939_DN1_SP0_c0.t1
OG0000101	g30549, g95, g52423, g22352, g35512, g30702, g24593, g9123, g29976, g29966, g8633, g48832, g30667, g36823, g16178, g8998, g29945, g30548, g38806, g8608, g26310, g9084, g48831, g29967, g8634, g9122, g30668, g30701, g13421, g43704, g4261, g4265, g27334, g26222, g26225, g35797, g4324, g3304, g41853, g48266, g6083, g12208, g35531, g53490, g35534, g11876, g17776, g52104, g1671, g31822, g37851, g37850, g28202, g42101, g45349, g35511, g17818, g13419, g10196, g13591, g29817	ESY13_g57677_DN1_SP0_c0.t1
OG0000102	g40477, g40479, g40476, g40480, g1561	ESY7_g16539_DN1_SP0_c0.t1, ESY7_g16475_DN3_SP0_c0.t1, ESY7_g16538_DN2_SP0_c0.t1, ESY6_g49637_DN2_SP0_c0.t1
OG0000102	g45182	ESY7_g16537_DN2_SP0_c0.t1
OG0000105	g11211	ESY3_g32130_DN3_SP0_c69.t1, ESY3_g32066_DN2_SP0_c100.t1, ESY6_g49439_DN2_SP0_c0.t1, ESY9_g43950_DN2_SP0_c87.t1
OG0000105	g17560	ESY16_g61595_DN1_SP0_c0.t1
OG0000107	g6757, g11936, g13346, g6693, g13363, g17802, g17676, g17783	ESY4_g23035_DN3_SP0_c29.t1
OG0000109	g30198, g33477	ESY26_g42254_DN3_SP0_c0.t1, ESY15_g65580_DN3_SP0_c0.t1
OG0000110	g44450, g32727, g24957	ESY13_g56180_DN3_SP0_c0.t1, ESY8_g59584_DN2_SP0_c0.t1, ESY24_g33069_DN3_SP0_c0.t1, ESY3_g27675_DN3_SP0_c0.t1
OG0000110	g46791, g24881	ESY9_g43985_DN3_SP0_c0.t1
OG0000111	g14348, g14347, g14394, g45247, g45220, g37032, g50081	ESY1_g10823_DN3_SP0_c0.t1
OG0000114	g32639, g15993, g24938, g6351, g14468, g28182, g27531	ESY1_g8020_DN3_SP0_c0.t1
OG0000116	g27853	ESY13_g57384_DN2_SP0_c0.t1, ESY9_g43004_DN2_SP0_c0.t1, ESY2_g38543_DN3_SP0_c0.t1, ESY17_g39177_DN3_SP0_c0.t1, ESY1_g6907_DN3_SP0_c10.t1, ESY13_g57117_DN3_SP0_c0.t1
OG0000116	g26228	ESY11_g52731_DN3_SP0_c0.t1, ESY21_g55783_DN3_SP0_c0.t1, ESY17_g39178_DN3_SP0_c0.t1, ESY17_g40097_DN3_SP0_c0.t1, ESY3_g28062_DN3_SP0_c0.t1
OG0000116	g48680, g15046, g14763, g43457, g1389, g17894	ESY12_g51236_DN3_SP0_c0.t1, ESY1_g8384_DN3_SP0_c0.t1, ESY1_g7078_DN3_SP0_c0.t1
OG0000116	g53770	ESY13_g57119_DN3_SP0_c0.t1
OG0000116	g43452	ESY6_g46511_DN2_SP0_c13.t1, ESY8_g59869_DN2_SP0_c0.t1
OG0000117	g27550, g27549	ESY11_g54277_DN1_SP0_c0.t1
OG0000118	g35294, g50762, g6146, g12640	ESY3_g32056_DN2_SP0_c0.t1, ESY3_g32354_DN2_SP0_c0.t1
OG0000118	g12809	ESY1_g11825_DN3_SP0_c0.t1, ESY1_g11793_DN1_SP0_c0.t1, ESY9_g45369_DN3_SP0_c0.t1, ESY16_g62338_DN2_SP0_c0.t1, ESY16_g62336_DN3_SP0_c0.t1, ESY3_g32273_DN2_SP0_c0.t1, ESY5_g4946_DN3_SP0_c0.t1, ESY5_g4947_DN1_SP0_c0.t1, ESY12_g52055_DN1_SP0_c0.t1, ESY7_g16947_DN2_SP0_c0.t1, ESY5_g4941_DN1_SP0_c0.t1, ESY12_g51410_DN2_SP0_c0.t1, ESY7_g18694_DN2_SP0_c0.t1, ESY5_g3801_DN1_SP0_c0.t1, ESY2_g34375_DN2_SP0_c0.t1, ESY5_g3656_DN2_SP0_c0.t1
OG0000120	g27841	ESY1_g9428_DN3_SP0_c0.t1
OG0000120	g35883	ESY1_g8024_DN2_SP0_c0.t1
OG0000120	g37471, g16077, g45978, g53241, g1643, g42811, g26747, g14393, g52267, g32913, g19802, g25977, g28336, g49079, g28773, g17732, g3278, g32663, g42286, g53240, g45979, g19824, g19828, g42291, g32916	ESY1_g9129_DN3_SP0_c0.t1
OG0000122	g1065	ESY3_g30972_DN2_SP0_c0.t1
OG0000122	g1066	ESY6_g48231_DN2_SP0_c0.t1, ESY6_g48203_DN3_SP0_c0.t1, ESY2_g33718_DN3_SP0_c0.t1, ESY4_g25959_DN3_SP0_c0.t1, ESY10_g15010_DN3_SP0_c0.t1
OG0000123	g28315, g1342	ESY1_g10062_DN3_SP0_c100.t1, ESY1_g10061_DN3_SP0_c100.t1, ESY6_g49574_DN2_SP0_c100.t1
OG0000127	g41348	ESY6_g48978_DN3_SP0_c0.t1, ESY6_g48979_DN3_SP0_c0.t1
OG0000127	g19182	ESY3_g30943_DN3_SP0_c0.t1, ESY1_g11076_DN3_SP0_c0.t1
OG0000127	g2919, g1294, g28781	ESY6_g48851_DN3_SP0_c0.t1
OG0000128	g2010, g2008, g18900, g2009, g50627	ESY1_g11245_DN1_SP0_c0.t1
OG0000129	g45131	ESY2_g34340_DN2_SP0_c0.t1, ESY7_g18677_DN3_SP0_c0.t1, ESY9_g43047_DN3_SP0_c0.t1, ESY9_g43049_DN3_SP0_c0.t1
OG0000129	g24222, g24219	ESY7_g19441_DN3_SP0_c0.t1, ESY7_g19438_DN2_SP0_c0.t1
OG0000129	g9880	ESY6_g49428_DN3_SP0_c0.t1
OG0000132	g51066	ESY6_g48238_DN1_SP0_c0.t1
OG0000136	g24804, g17512, g42675	ESY7_g17164_DN1_SP0_c0.t1
OG0000137	g1010	ESY1_g10590_DN2_SP0_c0.t1, ESY6_g48021_DN2_SP0_c38.t1
OG0000137	g1009	ESY1_g10587_DN2_SP0_c0.t1
OG0000140	g47161, g40049, g49472, g35118, g24428, g49019	ESY10_g15894_DN2_SP0_c0.t1
OG0000148	g36469	ESY6_g48422_DN3_SP0_c0.t1, ESY5_g4001_DN3_SP0_c14.t1
OG0000148	g6399	ESY3_g32181_DN3_SP0_c0.t1, ESY8_g58410_DN2_SP0_c0.t1
OG0000150	g26208, g43583, g34628	ESY3_g27873_DN2_SP0_c0.t1
OG0000151	g19126, g19127, g19128, g51765, g38124, g2235, g2346, g51633, g29346	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1
OG0000153	g51155, g51154, g51130, g51156	ESY18_g63267_DN3_SP0_c0.t1
OG0000153	g37875, g37876	ESY5_g4518_DN3_SP0_c32.t1
OG0000154	g36466, g36467	ESY16_g61942_DN3_SP0_c0.t1, ESY16_g61938_DN2_SP0_c0.t1, ESY2_g37486_DN2_SP0_c0.t1, ESY2_g37386_DN2_SP0_c0.t1
OG0000154	g36509	ESY2_g37384_DN3_SP0_c0.t1, ESY2_g37454_DN1_SP0_c0.t1, ESY2_g37458_DN2_SP0_c0.t1
OG0000154	g54211	ESY2_g37455_DN1_SP0_c0.t1
OG0000155	g36320, g54169, g36224, g24260	ESY7_g18223_DN2_SP0_c0.t1, ESY7_g16424_DN1_SP0_c0.t1, ESY6_g48389_DN1_SP0_c0.t1, ESY2_g34658_DN1_SP0_c7.t1, ESY2_g38672_DN2_SP0_c0.t1
OG0000155	g37113, g6888, g3418, g43341, g44494	ESY2_g37015_DN1_SP0_c0.t1
OG0000155	g36035	ESY5_g3385_DN3_SP0_c0.t1
OG0000155	g6461, g14233	ESY5_g587_DN1_SP0_c0.t1, ESY18_g63061_DN1_SP0_c0.t1
OG0000157	g27714	ESY6_g50353_DN1_SP0_c0.t1
OG0000159	g21237, g20503, g52434, g14659, g33594, g26152, g43872, g14817, g4106, g53756, g26059, g19681, g43464, g35132	ESY5_g2337_DN3_SP0_c0.t1
OG0000160	g5985	ESY11_g54431_DN3_SP8_c0.t1
OG0000160	g23426	ESY4_g24538_DN3_SP0_c0.t1
OG0000160	g1105	ESY6_g48428_DN3_SP8_c0.t1
OG0000160	g17885	ESY17_g39881_DN3_SP8_c0.t1
OG0000160	g11547	ESY19_g42179_DN3_SP8_c0.t1
OG0000160	g46563	ESY2_g36615_DN3_SP8_c6.t1
OG0000160	g50994	ESY8_g59421_DN3_SP7_c0.t1
OG0000161	g27065, g39955, g42081	ESY11_g54524_DN2_SP0_c0.t1
OG0000163	g43620	ESY10_g14513_DN2_SP0_c0.t1
OG0000164	g33080, g33073, g33069, g14660, g26417, g15914, g14666, g33101, g27890, g43403, g34933, g14570, g24992	ESY4_g22572_DN3_SP0_c0.t1
OG0000165	g28137	ESY11_g54874_DN3_SP0_c0.t1, ESY11_g54875_DN3_SP0_c0.t1
OG0000166	g46162	ESY2_g36574_DN3_SP0_c0.t1, ESY4_g24375_DN3_SP0_c0.t1, ESY2_g34111_DN3_SP0_c10.t1, ESY2_g36576_DN3_SP0_c22.t1, ESY2_g36385_DN2_SP0_c0.t1
OG0000168	g3190	ESY10_g15970_DN1_SP0_c0.t1
OG0000168	g18468, g43799, g43784, g43812, g43808, g26007, g4311, g16426, g17674, g18245, g26319, g33437, g32968, g43637, g24745, g26694, g42309, g4302, g42316, g16427, g30014, g30015, g30013, g27942, g34966, g42026, g14746, g42822, g3270, g17673, g17669, g18467, g13561, g23652, g25195, g32444, g41848, g16114, g14104, g18469, g13560, g19877, g53795, g53027, g14598, g14589, g22834, g14811, g14105, g19878, g53796, g41844, g53028, g16115, g33111	ESY2_g33703_DN3_SP0_c0.t1
OG0000169	g32507	ESY12_g51764_DN2_SP0_c0.t1
OG0000169	g53988	ESY12_g51768_DN3_SP0_c0.t1
OG0000170	g52258, g28371, g2799, g52256, g52257, g37614, g37615	ESY7_g16345_DN2_SP0_c0.t1
OG0000171	g915, g28415	ESY6_g47353_DN3_SP8_c0.t1
OG0000171	g14078	ESY11_g53876_DN3_SP8_c0.t1
OG0000171	g28546	ESY6_g48165_DN3_SP8_c0.t1
OG0000171	g7540	ESY3_g30785_DN3_SP8_c0.t1, ESY3_g30787_DN3_SP0_c0.t1
OG0000171	g17072	ESY4_g23864_DN3_SP6_c0.t1
OG0000172	g4028	ESY7_g18225_DN1_SP0_c0.t1
OG0000172	g51256, g27772, g14066	ESY8_g59370_DN1_SP0_c0.t1, ESY3_g30908_DN2_SP0_c0.t1
OG0000174	g52379, g50178	ESY11_g53584_DN1_SP0_c0.t1, ESY3_g28899_DN2_SP0_c0.t1, ESY4_g24612_DN2_SP0_c73.t1, ESY2_g38528_DN2_SP0_c0.t1, ESY19_g41722_DN3_SP0_c0.t1, ESY11_g53147_DN2_SP0_c3.t1
OG0000177	g36879	ESY6_g48223_DN3_SP0_c93.t1
OG0000177	g27488, g50732, g31972	ESY8_g59786_DN2_SP0_c0.t1
OG0000179	g44052	ESY2_g34090_DN2_SP0_c0.t1
OG0000182	g27624	ESY1_g12359_DN3_SP0_c0.t1
OG0000183	g18117	ESY2_g35240_DN3_SP8_c46.t1
OG0000183	g28899	ESY6_g49123_DN3_SP5_c0.t1
OG0000183	g40143	ESY1_g7203_DN3_SP0_c0.t1
OG0000184	g6534, g11758	ESY11_g54784_DN2_SP0_c100.t1, ESY11_g54783_DN3_SP0_c100.t1
OG0000184	g17322, g17326, g17324, g17323, g17327, g17334, g17336, g17332	ESY3_g29455_DN1_SP0_c0.t1
OG0000185	g11864	ESY7_g16549_DN3_SP0_c0.t1, ESY12_g51008_DN3_SP0_c0.t1, ESY2_g35404_DN3_SP0_c41.t1, ESY3_g29317_DN3_SP0_c0.t1
OG0000185	g35799	ESY2_g36973_DN1_SP0_c0.t1, ESY5_g5330_DN3_SP0_c0.t1, ESY6_g47619_DN3_SP0_c0.t1
OG0000186	g14029	ESY7_g19500_DN1_SP0_c13.t1
OG0000189	g47947	ESY4_g26116_DN3_SP8_c10.t1
OG0000189	g13998, g6044	ESY11_g54143_DN3_SP3_c0.t1
OG0000189	g23036	ESY11_g53875_DN3_SP4_c0.t1
OG0000189	g50117	ESY2_g34822_DN3_SP1_c0.t1, ESY5_g3986_DN3_SP8_c0.t1
OG0000192	g25904	ESY10_g14136_DN1_SP0_c0.t1
OG0000193	g39564, g2101	ESY11_g54357_DN1_SP0_c0.t1, ESY3_g29925_DN2_SP0_c0.t1
OG0000194	g32237, g28166, g50078, g23649, g51802, g16610, g46300, g50561, g54220, g11930, g43921, g32761, g37142, g22302, g15938, g22360, g22356, g22520, g46088, g19637, g2226, g44629, g28809, g28127, g35125, g47319, g16022, g37603, g19115, g13169, g38469, g36750, g5109, g11796, g22756, g52851, g50261, g51105, g6622, g17417, g42696, g12951, g2905, g31609, g46799, g4579, g32330, g40259, g31362, g18891, g19249, g13091, g9964, g23770, g32515, g26709, g45320, g16869	ESY3_g28566_DN1_SP0_c0.t1
OG0000197	g24122	ESY9_g43011_DN2_SP0_c0.t1
OG0000198	g25893	ESY10_g14610_DN3_SP8_c0.t1
OG0000199	g47707	ESY1_g12012_DN3_SP0_c0.t1
OG0000200	g27686	ESY7_g17041_DN3_SP0_c0.t1
OG0000201	g4655, g26600, g16293, g32898, g33199, g25229, g26102, g33200, g34779, g16144, g6202, g53346, g27732, g43307, g16269, g19533, g52369, g14957, g43031, g42816, g1483, g14787	ESY15_g64746_DN1_SP0_c100.t1
OG0000201	g35562	ESY3_g29139_DN2_SP0_c10.t1, ESY19_g42177_DN3_SP0_c23.t1
OG0000201	g15747, g33170, g33166, g16294, g26599, g48282, g34930, g35561, g53946, g3184, g41190, g25228	ESY6_g47463_DN1_SP0_c0.t1
OG0000202	g36825, g36830	ESY1_g12321_DN1_SP0_c3.t1
OG0000203	g18958	ESY1_g10742_DN3_SP0_c0.t1
OG0000203	g2360	ESY1_g11458_DN3_SP0_c0.t1, ESY1_g11462_DN3_SP0_c0.t1
OG0000205	g43917	ESY7_g17506_DN1_SP0_c0.t1
OG0000205	g11567	ESY6_g47659_DN3_SP0_c30.t1
OG0000207	g4415, g34528, g34521, g34531, g34408, g26139, g21458, g50767, g16541, g16549, g22184, g16534, g16525, g52564, g14561, g28252, g46615, g4420, g41677, g8219, g8721, g8233, g43323, g34357, g53803, g8234, g35311, g18815, g626, g4979, g26826, g4422, g52961, g43215, g52565, g34262, g35244, g15794, g15777, g52898, g41869, g33384, g35802, g22185, g34812, g43012, g14560, g4505, g53321, g52638, g30247, g35455, g4193, g18020, g26140, g3683, g35570, g48269, g41896, g46617, g15565, g14866, g3099, g26275, g36308, g14634, g4409, g34703, g24587, g28251, g682, g51819, g28955, g4066, g1725, g4423, g11714, g24891, g35033, g35914, g8221, g8723, g53432, g41674, g26043, g681, g43325, g11489, g53856, g24382, g14261, g36863, g36256, g22612, g35998, g35872, g51818, g35035, g14620, g14864, g15567, g36255, g53430, g35913, g35178, g8232, g8732, g43057, g22613, g53431, g4410, g28956, g16345, g4432, g15566, g14865, g11794, g4978, g35179, g36309, g26276, g34355, g35034, g26044, g43324, g36310, g680, g46616, g14635, g8220, g8722, g34704, g14621, g35180, g35310, g37815, g52806	ESY22_g41100_DN3_SP0_c0.t1
OG0000209	g12731	ESY5_g2795_DN2_SP0_c0.t1
OG0000209	g49840, g49834, g49829	ESY3_g31328_DN1_SP0_c0.t1
OG0000210	g26821	ESY6_g48926_DN3_SP0_c0.t1
OG0000210	g1914	ESY1_g12088_DN2_SP0_c6.t1, ESY1_g12083_DN3_SP0_c23.t1, ESY1_g12076_DN1_SP0_c0.t1, ESY1_g12081_DN2_SP0_c0.t1
OG0000211	g49231, g16470, g20825, g43631, g26289, g14616, g6186, g53387, g17355, g35583, g26609, g15935	ESY19_g41793_DN2_SP0_c0.t1, ESY3_g29249_DN1_SP0_c0.t1
OG0000211	g43500, g43665, g6275, g26607, g6274, g36877, g6292, g12850, g53575, g26608, g4337, g3974, g3981, g5126, g32276, g35582, g43666, g175, g43499, g33429, g53304, g17351, g17354, g41390, g35050, g53962, g51855, g22945, g53388, g15934	ESY4_g25962_DN1_SP0_c27.t1, ESY15_g65094_DN1_SP0_c0.t1
OG0000214	g6224, g41308, g33055, g29003, g53538	ESY5_g2296_DN2_SP0_c32.t1
OG0000214	g29004, g33054	ESY8_g60621_DN1_SP0_c100.t1
OG0000214	g2449, g32347	ESY26_g42374_DN2_SP0_c0.t1
OG0000215	g449	ESY43_g13373_DN3_SP0_c65.t1, ESY1_g9596_DN1_SP0_c0.t1, ESY21_g55434_DN3_SP0_c82.t1, ESY13_g57734_DN2_SP0_c0.t1, ESY16_g62421_DN3_SP0_c70.t1
OG0000216	g25664, g41090, g41083, g41086, g41087	ESY5_g2595_DN2_SP0_c6.t1
OG0000219	g40833	ESY1_g12154_DN3_SP0_c0.t1
OG0000219	g27764, g39817	ESY2_g37088_DN2_SP0_c0.t1, ESY5_g4909_DN2_SP0_c59.t1
OG0000220	g42750, g28654, g3060, g18519, g39373, g17498, g1910, g24624, g27342, g42139, g53559, g43778, g25650, g640, g40665, g18533, g40533, g13692, g36424, g36425, g32480, g25641, g16422, g46271, g1911, g18532, g16274, g11349, g25589, g5820, g10008, g16770, g5672, g26743, g27926, g39996, g13341, g42789, g35855, g53377, g7197, g23887, g35900, g16713, g10691, g27037, g10616, g46411, g27216, g44013, g6343, g24755, g24954, g17641, g46410, g41520, g42751, g16209, g47924, g17158, g12807, g39870, g17876, g14374, g17860, g1096, g47922, g6474, g23886, g46446, g23869, g10854, g46907, g49023, g3332, g23232, g41519, g6303, g51767, g36589, g44222, g25718, g39654, g25027, g53450, g24708, g17211, g3947, g35898, g27041, g38119, g47923, g46412, g19088, g12441, g1426, g4001, g46911, g5673, g51864, g17580, g26782, g16777, g36426, g27343, g12440, g46445, g10749, g22876, g27038, g18350, g24623, g13693, g53557, g40534, g36821, g43795, g43779, g641, g11348, g26314, g18518, g13342, g25651, g13763, g10009, g3059, g53788, g5671, g53558, g42177, g6280, g27925, g26744, g11346	ESY7_g18810_DN2_SP0_c0.t1
OG0000221	g25326, g22409, g22405, g22252	ESY8_g60512_DN2_SP0_c69.t1
OG0000221	g4264, g37418, g16017, g28616, g34276, g15805, g31881, g48923	ESY10_g14249_DN1_SP0_c0.t1, ESY15_g65267_DN3_SP0_c0.t1, ESY9_g44067_DN2_SP0_c0.t1, ESY24_g32850_DN1_SP0_c0.t1, ESY14_g20101_DN2_SP0_c4.t1, ESY1_g8431_DN2_SP0_c0.t1, ESY15_g64479_DN3_SP0_c13.t1, ESY24_g32849_DN2_SP0_c0.t1, ESY1_g9334_DN1_SP0_c0.t1, ESY1_g6531_DN1_SP0_c0.t1, ESY10_g14248_DN3_SP0_c0.t1
OG0000222	g8668, g34916, g35398, g4529, g35092, g8532, g36951, g38875, g35824, g36811, g35009, g15547, g19660, g9434, g24943, g20945, g20027	ESY1_g7089_DN3_SP0_c0.t1
OG0000223	g12066, g21, g4747, g11830, g32169, g44182, g46938, g34690, g28576, g1145, g53273, g35999, g47027, g50354, g2036, g10328, g1428, g24970, g53274, g31873, g47026, g39296, g41108, g51759, g10343, g5605, g45612, g46381, g44184, g28711, g27402, g29409, g7357, g22740, g3583, g41205, g3002, g44893, g26974, g24969, g42119, g46380, g3129, g46937	ESY6_g47580_DN2_SP0_c0.t1
OG0000225	g4046	ESY7_g18882_DN2_SP0_c0.t1, ESY7_g17384_DN2_SP0_c0.t1
OG0000225	g4045	ESY2_g36146_DN3_SP0_c12.t1
OG0000226	g17691, g17690, g17692	ESY7_g19329_DN2_SP0_c0.t1, ESY7_g19230_DN3_SP0_c0.t1, ESY7_g19228_DN2_SP0_c0.t1, ESY7_g19246_DN1_SP0_c0.t1
OG0000226	g35947	ESY7_g19242_DN1_SP0_c0.t1
OG0000226	g45350	ESY7_g19310_DN1_SP0_c0.t1, ESY7_g19308_DN1_SP0_c0.t1
OG0000226	g46771	ESY7_g19338_DN2_SP0_c0.t1
OG0000229	g13978	ESY1_g5643_DN2_SP0_c0.t1, ESY18_g63659_DN3_SP0_c28.t1
OG0000229	g41655	ESY11_g53265_DN1_SP0_c0.t1
OG0000229	g24726	ESY1_g7176_DN1_SP0_c0.t1, ESY5_g764_DN1_SP0_c0.t1
OG0000233	g45483	ESY7_g18557_DN2_SP0_c0.t1
OG0000233	g29622	ESY7_g18561_DN2_SP0_c0.t1, ESY7_g18558_DN2_SP0_c0.t1, ESY7_g18562_DN2_SP0_c0.t1
OG0000233	g29623	ESY9_g43229_DN2_SP0_c0.t1
