Orthogroup	Rorippa_islandica	Arabis_alpina
OG0001543	Roisl.0004s0194.1.p	Aa_G215520.h1.t1
OG0001543	Roisl.0049s0046.1.p	Aa_G627000.h1.t1
OG0001544	Roisl.0004s0195.1.p	Aa_G215510.h1.t1
OG0001544	Roisl.0049s0045.1.p	Aa_G627010.h1.t1
OG0001545	Roisl.0004s0231.1.p	Aa_G111000.h1.t1
OG0001545	Roisl.0007s0033.1.p	Aa_G477450.h1.t1
OG0001546	Roisl.0004s0396.1.p	Aa_G263360.h1.t1
OG0001546	Roisl.0004s0392.1.p	Aa_G259480.h1.t1
OG0001547	Roisl.0001s0150.1.p	Aa_G548460.h1.t1
OG0001548	Roisl.0001s0206.1.p	Aa_G514770.h1.t1
OG0001548	Roisl.0066s0161.1.p	Aa_G261540.h1.t1
OG0001549	Roisl.0075s0061.1.p	Aa_G198090.h1.t1
OG0001549	Roisl.0053s0265.1.p	Aa_G199030.h1.t1
OG0001550	Roisl.0004s0513.1.p	Aa_G30470.h1.t1
OG0001550	Roisl.0007s0289.1.p	Aa_G132400.h1.t1
OG0001551	Roisl.0210s2048.1.p	Aa_G249920.h1.t1
OG0001552	Roisl.0005s0275.1.p	Aa_G176650.h1.t1
OG0001552	Roisl.0091s0413.1.p	Aa_G244600.h1.t1
OG0001553	Roisl.0115s0353.1.p	Aa_G152440.h1.t1
OG0001553	Roisl.0006s0122.1.p	Aa_G36850.h1.t1
OG0001554	Roisl.0006s0328.1.p	Aa_G173650.h1.t1
OG0001554	Roisl.0074s0384.1.p	Aa_G32030.h1.t1
OG0001555	Roisl.0005s0069.1.p	Aa_G213840.h1.t1
OG0001555	Roisl.0091s0566.1.p	Aa_G520180.h1.t1
OG0001556	Roisl.0091s0610.1.p	Aa_G96250.h1.t1
OG0001557	Roisl.0024s0622.1.p	Aa_G43700.h1.t1
OG0001557	Roisl.0046s1035.1.p	Aa_G113230.h1.t1
OG0001558	Roisl.0035s0022.1.p	Aa_G453050.h1.t1
OG0001558	Roisl.0018s0356.1.p	Aa_G511430.h1.t1, Aa_G741200.h1.t1
OG0001559	Roisl.0003s0222.1.p	Aa_G598850.h1.t1
OG0001559	Roisl.0023s0054.1.p	Aa_G773350.h1.t1
OG0001560	Roisl.0028s0175.1.p	Aa_G100550.h1.t1
OG0001560	Roisl.0018s0106.1.p	Aa_G349390.h1.t1
OG0001561	Roisl.0026s0092.1.p	Aa_G345890.h1.t1, Aa_G345880.h1.t1
OG0001562	Roisl.0028s0430.1.p	Aa_G67170.h1.t1
OG0001563	Roisl.0028s0508.1.p	Aa_G88500.h1.t1
OG0001564	Roisl.0046s1570.1.p	Aa_G386970.h1.t1
OG0001564	Roisl.0017s0373.1.p	Aa_G38280.h1.t1
OG0001565	Roisl.0046s1561.1.p	Aa_G725880.h1.t1, Aa_G494880.h1.t1
OG0001565	Roisl.0046s1563.1.p, Roisl.0046s1562.1.p	Aa_G494900.h1.t1
OG0001566	Roisl.0017s0155.1.p	Aa_G150870.h1.t1
OG0001566	Roisl.0046s1385.1.p	Aa_G266030.h1.t1
OG0001567	Roisl.0027s0085.1.p, Roisl.0027s0078.1.p	Aa_G192010.h2.t1, Aa_G192010.h1.t1, Aa_G212730.h1.t1
OG0001567	Roisl.0027s0087.1.p	Aa_G329620.h1.t1
OG0001568	Roisl.0003s0010.1.p	Aa_G506690.h2.t1, Aa_G506690.h1.t1
OG0001568	Roisl.0206s0030.1.p	Aa_G632940.h1.t1
OG0001569	Roisl.0082s0131.1.p	Aa_G50350.h1.t1
OG0001569	Roisl.0115s0683.1.p	Aa_G351920.h1.t1
OG0001570	Roisl.0019s0326.1.p	Aa_G344050.h1.t1
OG0001570	Roisl.0060s0001.1.p	Aa_G3340.h1.t1
OG0001570	Roisl.0056s0050.1.p	Aa_G554680.h1.t1
OG0001571	Roisl.0210s0261.1.p	Aa_G135130.h1.t1
OG0001571	Roisl.0210s1620.1.p	Aa_G120320.h1.t1
OG0001572	Roisl.0046s0400.1.p	Aa_G25890.h1.t1
OG0001573	Roisl.0046s0460.1.p	Aa_G378500.h1.t1
OG0001573	Roisl.0039s0002.1.p	Aa_G4550.h1.t1
OG0001574	Roisl.0022s0528.1.p	Aa_G44740.h1.t1
OG0001574	Roisl.0214s0476.1.p	Aa_G194720.h1.t1
OG0001576	Roisl.0039s0029.1.p	Aa_G719880.h1.t1, Aa_G4840.h1.t1
OG0001577	Roisl.0079s0158.1.p	Aa_G174350.h1.t1
OG0001578	Roisl.0074s0201.1.p	Aa_G53600.h1.t1
OG0001578	Roisl.0013s0128.1.p, Roisl.0204s0134.1.p	Aa_G57630.h1.t1
OG0001580	Roisl.0012s0261.1.p	Aa_G103180.h1.t1
OG0001581	Roisl.0070s0012.1.p, Roisl.0070s0011.1.p	Aa_G245510.h1.t1
OG0001581	Roisl.0070s0013.1.p	Aa_G245520.h1.t1
OG0001582	Roisl.0028s0621.1.p	Aa_G243670.h1.t1
OG0001582	Roisl.0091s0774.1.p	Aa_G235430.h1.t1
OG0001583	Roisl.0021s0173.1.p	Aa_G457550.h1.t1
OG0001583	Roisl.0214s0536.1.p	Aa_G72240.h1.t1
OG0001584	Roisl.0007s0647.1.p	Aa_G375730.h1.t1
OG0001584	Roisl.0011s0068.1.p	Aa_G244120.h1.t1, Aa_G244130.h1.t1
OG0001585	Roisl.0191s0089.1.p, Roisl.0036s0100.1.p	Aa_G528440.h1.t1
OG0001585	Roisl.0191s0090.1.p	Aa_G528450.h1.t1
OG0001586	Roisl.0011s0313.1.p	Aa_G560110.h1.t1, Aa_G560100.h1.t1
OG0001587	Roisl.0019s0465.1.p	Aa_G437990.h1.t1
OG0001588	Roisl.0050s0065.1.p	Aa_G186160.h1.t1
OG0001588	Roisl.0009s0031.1.p	Aa_G185100.h1.t1
OG0001589	Roisl.0025s0042.1.p	Aa_G34330.h1.t1
OG0001590	Roisl.0001s0511.1.p, Roisl.0021s0615.1.p, Roisl.0021s0616.1.p, Roisl.0038s0029.1.p, Roisl.0038s0028.1.p	Aa_G544550.h1.t1
OG0001591	Roisl.0046s0597.1.p	Aa_G407220.h1.t1
OG0001591	Roisl.0074s0517.1.p	Aa_G56180.h1.t1
OG0001591	Roisl.0001s0455.1.p	Aa_G503370.h1.t1
OG0001593	Roisl.0021s0448.1.p	Aa_G109590.h1.t1
OG0001593	Roisl.0011s0319.1.p	Aa_G329090.h1.t1
OG0001594	Roisl.0019s0502.1.p	Aa_G473220.h1.t1
OG0001596	Roisl.0082s0615.1.p, Roisl.0042s0138.1.p, Roisl.0083s0022.1.p, Roisl.0053s0044.1.p, Roisl.0023s0045.1.p, Roisl.0005s0241.1.p, Roisl.0012s0220.1.p, Roisl.0010s0060.1.p	Aa_G199330.h1.t1
OG0001599	Roisl.0044s0028.1.p, Roisl.0044s0027.1.p	Aa_G301810.h1.t1, Aa_G301830.h1.t1, Aa_G839890.h1.t1, Aa_G23910.h1.t1, Aa_G23920.h1.t1, Aa_G301850.h1.t1
OG0001603	Roisl.0024s0203.1.p	Aa_G75390.h1.t1
OG0001604	Roisl.0046s0728.1.p	Aa_G711570.h1.t1
OG0001606	Roisl.0210s1416.1.p	Aa_G309580.h1.t1
OG0001607	Roisl.0016s0240.1.p	Aa_G111780.h1.t1
OG0001607	Roisl.0210s1394.1.p	Aa_G162220.h1.t1
OG0001608	Roisl.0115s0389.1.p	Aa_G254140.h1.t1, Aa_G407390.h1.t1, Aa_G158680.h1.t1, Aa_G407420.h1.t1
OG0001609	Roisl.0016s0185.1.p	Aa_G42410.h1.t1
OG0001610	Roisl.0015s0097.1.p, Roisl.0015s0099.1.p	Aa_G660600.h1.t1, Aa_G217940.h1.t1, Aa_G96750.h1.t1
OG0001611	Roisl.0210s0973.1.p	Aa_G155010.h1.t1
OG0001611	Roisl.0210s1662.1.p	Aa_G181430.h1.t1
OG0001612	Roisl.0210s1665.1.p	Aa_G112750.h1.t1
OG0001612	Roisl.0210s0947.1.p	Aa_G256620.h1.t1
OG0001613	Roisl.0210s0895.1.p	Aa_G267600.h1.t1
OG0001613	Roisl.0046s0278.1.p	Aa_G113020.h1.t1
OG0001614	Roisl.0024s0387.1.p	Aa_G20700.h1.t1
OG0001614	Roisl.0210s0745.1.p	Aa_G159060.h1.t1
OG0001615	Roisl.0046s0609.1.p	Aa_G91690.h1.t1
OG0001615	Roisl.0210s0744.1.p	Aa_G159050.h1.t1
OG0001616	Roisl.0210s0683.1.p	Aa_G309260.h1.t1
OG0001616	Roisl.0024s0340.1.p	Aa_G21120.h1.t1
OG0001617	Roisl.0210s0632.1.p	Aa_G130410.h1.t1
OG0001617	Roisl.0024s0262.1.p	Aa_G76110.h1.t1
OG0001618	Roisl.0210s1974.1.p	Aa_G97950.h1.t1
OG0001618	Roisl.0210s0562.1.p	Aa_G319310.h1.t1
OG0001619	Roisl.0082s0366.1.p	Aa_G189100.h1.t1
OG0001619	Roisl.0210s0280.1.p	Aa_G134980.h1.t1
OG0001620	Roisl.0091s1035.1.p	Aa_G257570.h1.t1
OG0001621	Roisl.0033s0012.1.p	Aa_G161560.h2.t1, Aa_G161560.h1.t1
OG0001621	Roisl.0091s0988.1.p	Aa_G182240.h1.t1
OG0001622	Roisl.0091s0976.1.p	Aa_G441430.h1.t1
OG0001623	Roisl.0033s0062.1.p	Aa_G552370.h1.t1
OG0001623	Roisl.0091s0952.1.p	Aa_G22350.h1.t1
OG0001624	Roisl.0033s0160.1.p	Aa_G86090.h1.t1
OG0001625	Roisl.0017s0483.1.p	Aa_G445730.h1.t1
OG0001625	Roisl.0091s0831.1.p	Aa_G219940.h1.t1
OG0001627	Roisl.0210s0388.1.p	Aa_G38820.h1.t1
OG0001627	Roisl.0028s0731.1.p	Aa_G208720.h1.t1
OG0001628	Roisl.0210s0342.1.p	Aa_G400360.h1.t1
OG0001628	Roisl.0012s0206.1.p	Aa_G89660.h1.t1
OG0001629	Roisl.0082s0319.1.p	Aa_G132970.h1.t1
OG0001629	Roisl.0210s0303.1.p	Aa_G134770.h1.t1
OG0001630	Roisl.0022s0222.1.p	Aa_G29590.h1.t1
OG0001630	Roisl.0031s0023.1.p	Aa_G238060.h1.t1
OG0001631	Roisl.0012s0058.1.p	Aa_G32680.h1.t1
OG0001631	Roisl.0213s0036.1.p	Aa_G130870.h1.t1
OG0001632	Roisl.0028s0798.1.p	Aa_G305730.h1.t1
OG0001632	Roisl.0213s0117.1.p	Aa_G650850.h1.t1
OG0001633	Roisl.0080s0078.1.p	Aa_G435200.h1.t1
OG0001634	Roisl.0080s0132.1.p	Aa_G620780.h1.t1
OG0001634	Roisl.0007s0767.1.p	Aa_G1069190.h2.t1, Aa_G1069190.h1.t1, Aa_G1069960.h1.t1
OG0001634	Roisl.0189s0121.1.p	Aa_G1083710.h1.t1, Aa_G1083710.h2.t1
OG0001635	Roisl.0046s0801.1.p	Aa_G426060.h1.t1
OG0001635	Roisl.0046s0802.1.p	Aa_G426050.h1.t1
OG0001636	Roisl.0046s0141.1.p, Roisl.0046s0891.1.p	Aa_G45250.h1.t1
OG0001638	Roisl.0210s1722.1.p	Aa_G68340.h1.t1, Aa_G68330.h1.t1
OG0001639	Roisl.0082s0456.1.p	Aa_G21970.h1.t1, Aa_G21930.h1.t1
OG0001639	Roisl.0080s0631.1.p, Roisl.0080s0637.1.p, Roisl.0080s0639.1.p, Roisl.0080s0638.1.p	Aa_G21960.h1.t1
OG0001640	Roisl.0022s0329.1.p	Aa_G618290.h1.t1
OG0001640	Roisl.0080s0784.1.p	Aa_G48400.h1.t1
OG0001641	Roisl.0080s0815.1.p	Aa_G442010.h1.t1
OG0001641	Roisl.0022s0349.1.p	Aa_G86600.h1.t1
OG0001642	Roisl.0080s0833.1.p, Roisl.0080s0834.1.p	Aa_G605090.h1.t1, Aa_G483080.h1.t1
OG0001643	Roisl.0022s0396.1.p	Aa_G107270.h1.t1
OG0001643	Roisl.0052s0025.1.p	Aa_G516260.h1.t1
OG0001644	Roisl.0074s0834.1.p	Aa_G102830.h1.t1
OG0001645	Roisl.0074s0862.1.p	Aa_G216150.h1.t1, Aa_G216160.h1.t1, Aa_G813620.h1.t1
OG0001646	Roisl.0042s0105.1.p	Aa_G464230.h1.t1
OG0001646	Roisl.0074s0887.1.p	Aa_G195560.h1.t1
OG0001647	Roisl.0026s0180.1.p	Aa_G520460.h1.t1
OG0001647	Roisl.0030s0128.1.p	Aa_G259000.h1.t1
OG0001648	Roisl.0009s0153.1.p	Aa_G413260.h1.t1
OG0001648	Roisl.0011s0521.1.p	Aa_G263290.h1.t1
OG0001649	Roisl.0009s0138.1.p	Aa_G229820.h1.t1
OG0001649	Roisl.0011s0508.1.p	Aa_G508060.h1.t1
OG0001650	Roisl.0009s0087.1.p	Aa_G165340.h1.t1
OG0001650	Roisl.0010s0205.1.p	Aa_G65890.h1.t1
OG0001652	Roisl.0115s0194.1.p	Aa_G336990.h1.t1
OG0001652	Roisl.0115s0195.1.p, Roisl.0002s0074.1.p, Roisl.0210s1626.1.p	Aa_G336980.h1.t1
OG0001653	Roisl.0115s0203.1.p	Aa_G80480.h1.t1
OG0001655	Roisl.0022s0048.1.p	Aa_G437270.h1.t1
OG0001656	Roisl.0004s0243.1.p	Aa_G111110.h1.t1
OG0001656	Roisl.0007s0045.1.p	Aa_G334090.h1.t1
OG0001657	Roisl.0001s0157.1.p	Aa_G527890.h1.t1
OG0001657	Roisl.0066s0200.1.p	Aa_G314480.h1.t1
OG0001658	Roisl.0066s0136.1.p	Aa_G249570.h1.t1
OG0001659	Roisl.0007s0806.1.p	Aa_G205510.h1.t1
OG0001659	Roisl.0074s0732.1.p	Aa_G40100.h1.t1
OG0001660	Roisl.0006s0459.1.p	Aa_G127780.h1.t1
OG0001660	Roisl.0074s0532.1.p	Aa_G56310.h1.t1
OG0001661	Roisl.0074s0428.1.p, Roisl.0006s0373.1.p	Aa_G234920.h1.t1
OG0001662	Roisl.0028s1024.1.p	Aa_G354240.h1.t1
OG0001662	Roisl.0046s1215.1.p	Aa_G608150.h1.t1
OG0001663	Roisl.0046s1249.1.p	Aa_G100040.h1.t1
OG0001664	Roisl.0054s0028.1.p	Aa_G11750.h1.t1
OG0001664	Roisl.0046s1270.1.p	Aa_G395700.h1.t1
OG0001666	Roisl.0002s0251.1.p	Aa_G31020.h1.t1
OG0001666	Roisl.0115s0628.1.p	Aa_G265520.h1.t1
OG0001667	Roisl.0002s0101.1.p	Aa_G565080.h1.t1
OG0001667	Roisl.0074s0288.1.p	Aa_G317060.h1.t1, Aa_G269910.h1.t1
OG0001668	Roisl.0074s0277.1.p	Aa_G617180.h1.t1
OG0001668	Roisl.0002s0088.1.p	Aa_G327180.h1.t1
OG0001669	Roisl.0002s0082.1.p	Aa_G520900.h1.t1
OG0001669	Roisl.0002s0081.1.p	Aa_G520910.h1.t1
OG0001670	Roisl.0004s0503.1.p	Aa_G30560.h1.t1
OG0001670	Roisl.0004s0502.1.p	Aa_G30570.h1.t1, Aa_G30580.h1.t1
OG0001671	Roisl.0025s0081.1.p	Aa_G185360.h1.t1
OG0001671	Roisl.0009s0249.1.p	Aa_G151480.h1.t1
OG0001672	Roisl.0011s0437.1.p	Aa_G25660.h1.t1
OG0001672	Roisl.0021s0385.1.p	Aa_G26560.h1.t1
OG0001673	Roisl.0011s0369.1.p	Aa_G83420.h1.t1
OG0001673	Roisl.0021s0441.1.p	Aa_G398280.h1.t1
OG0001674	Roisl.0028s0021.1.p	Aa_G521620.h1.t1
OG0001674	Roisl.0006s0050.1.p	Aa_G92590.h1.t1
OG0001675	Roisl.0115s0309.1.p	Aa_G50680.h1.t1
OG0001677	Roisl.0074s0295.1.p	Aa_G367470.h1.t1
OG0001677	Roisl.0006s0257.1.p	Aa_G685890.h1.t1
OG0001679	Roisl.0006s0333.1.p	Aa_G173620.h1.t1
OG0001679	Roisl.0074s0389.1.p	Aa_G507810.h1.t1
OG0001681	Roisl.0091s0569.1.p	Aa_G520140.h1.t1
OG0001681	Roisl.0005s0066.1.p	Aa_G213800.h1.t1
OG0001682	Roisl.0005s0065.1.p	Aa_G213790.h1.t1
OG0001683	Roisl.0066s0312.1.p	Aa_G323530.h1.t1
OG0001683	Roisl.0001s0104.1.p	Aa_G775730.h1.t1
OG0001684	Roisl.0066s0285.1.p	Aa_G70170.h1.t1
OG0001684	Roisl.0001s0110.1.p	Aa_G180390.h1.t1
OG0001685	Roisl.0082s0194.1.p	Aa_G320510.h1.t1
OG0001685	Roisl.0091s0107.1.p	Aa_G371050.h1.t1
OG0001686	Roisl.0091s0109.1.p	Aa_G371010.h1.t1
OG0001686	Roisl.0082s0197.1.p, Roisl.0082s0238.1.p	Aa_G320540.h1.t1
OG0001687	Roisl.0082s0233.1.p	Aa_G257130.h1.t1
OG0001688	Roisl.0001s0542.1.p	Aa_G86440.h1.t1
OG0001689	Roisl.0210s2093.1.p	Aa_G211990.h2.t1, Aa_G211990.h1.t1
OG0001689	Roisl.0060s0020.1.p	Aa_G601720.h1.t1
OG0001690	Roisl.0018s0441.1.p	Aa_G163580.h1.t1, Aa_G163590.h1.t1
OG0001690	Roisl.0067s0012.1.p, Roisl.0213s0181.1.p	Aa_G13110.h1.t1
OG0001691	Roisl.0018s0421.1.p	Aa_G364320.h1.t1
OG0001691	Roisl.0067s0054.1.p	Aa_G206090.h1.t1
OG0001692	Roisl.0018s0403.1.p	Aa_G605820.h1.t1
OG0001692	Roisl.0115s0401.1.p, Roisl.0067s0039.1.p	Aa_G12870.h1.t1
OG0001693	Roisl.0035s0041.1.p	Aa_G177970.h1.t1
OG0001693	Roisl.0018s0339.1.p	Aa_G2440.h1.t1
OG0001695	Roisl.0018s0140.1.p	Aa_G103450.h1.t1
OG0001695	Roisl.0028s0108.1.p	Aa_G252320.h1.t1
OG0001696	Roisl.0018s0139.1.p	Aa_G103440.h1.t1
OG0001696	Roisl.0028s0120.1.p	Aa_G265040.h1.t1
OG0001697	Roisl.0028s0288.1.p	Aa_G125560.h1.t1
OG0001697	Roisl.0018s0050.1.p	Aa_G568530.h1.t1
OG0001698	Roisl.0028s0332.1.p	Aa_G199980.h1.t1
OG0001698	Roisl.0026s0007.1.p	Aa_G114260.h1.t1
OG0001699	Roisl.0028s0391.1.p	Aa_G210110.h1.t1
OG0001699	Roisl.0026s0108.1.p	Aa_G494440.h1.t1
OG0001701	Roisl.0017s0250.1.p	Aa_G269480.h1.t1
OG0001702	Roisl.0184s0088.1.p, Roisl.0210s0858.1.p	Aa_G47830.h1.t1
OG0001703	Roisl.0053s0058.1.p	Aa_G200.h1.t1, Aa_G246610.h1.t1
OG0001704	Roisl.0041s0055.1.p	Aa_G375660.h1.t1
OG0001705	Roisl.0082s0187.1.p	Aa_G320490.h1.t1
OG0001705	Roisl.0017s0379.1.p	Aa_G38340.h1.t1
OG0001706	Roisl.0115s0670.1.p	Aa_G352040.h1.t1
OG0001706	Roisl.0082s0112.1.p	Aa_G666760.h1.t1
OG0001707	Roisl.0032s0053.1.p	Aa_G97550.h1.t1
OG0001707	Roisl.0210s2112.1.p	Aa_G717490.h1.t1
OG0001708	Roisl.0020s0067.1.p	Aa_G294820.h1.t1
OG0001708	Roisl.0191s0117.1.p	Aa_G121830.h1.t1
OG0001709	Roisl.0020s0132.1.p	Aa_G273610.h1.t1
OG0001709	Roisl.0040s0108.1.p	Aa_G107870.h1.t1
OG0001710	Roisl.0039s0127.1.p	Aa_G205780.h1.t1
OG0001710	Roisl.0046s0320.1.p	Aa_G40940.h1.t1
OG0001711	Roisl.0046s0421.1.p	Aa_G251070.h1.t1
OG0001711	Roisl.0039s0035.1.p	Aa_G4900.h1.t1
OG0001712	Roisl.0039s0024.1.p	Aa_G4770.h1.t1
OG0001712	Roisl.0046s0435.1.p	Aa_G251170.h1.t1
OG0001713	Roisl.0028s0255.1.p, Roisl.0028s0256.1.p	Aa_G761680.h2.t1, Aa_G761680.h1.t1, Aa_G581260.h1.t1, Aa_G581270.h1.t1
OG0001714	Roisl.0016s0099.1.p	Aa_G14760.h1.t1
OG0001716	Roisl.0091s1151.1.p	Aa_G442550.h1.t1
OG0001716	Roisl.0016s0393.1.p	Aa_G4180.h1.t1
OG0001717	Roisl.0074s0283.1.p	Aa_G617210.h1.t1, Aa_G242750.h1.t1
OG0001717	Roisl.0039s0080.1.p	Aa_G50960.h1.t1
OG0001719	Roisl.0079s0008.1.p	Aa_G47700.h1.t1
OG0001719	Roisl.0210s1600.1.p	Aa_G726480.h1.t1
OG0001720	Roisl.0079s0018.1.p, Roisl.0019s0122.1.p	Aa_G49770.h1.t1
OG0001720	Roisl.0210s1571.1.p	Aa_G372450.h1.t1
OG0001721	Roisl.0079s0024.1.p	Aa_G49860.h1.t1, Aa_G49870.h1.t1, Aa_G49890.h1.t1, Aa_G49900.h1.t1
OG0001722	Roisl.0079s0056.1.p, Roisl.0079s0055.1.p	Aa_G47230.h1.t1
OG0001723	Roisl.0079s0087.1.p	Aa_G49740.h1.t1
OG0001723	Roisl.0036s0026.1.p	Aa_G675480.h1.t1
OG0001724	Roisl.0184s0024.1.p	Aa_G12660.h1.t1
OG0001724	Roisl.0079s0340.1.p	Aa_G34550.h1.t1
OG0001726	Roisl.0074s0139.1.p	Aa_G501340.h1.t1
OG0001726	Roisl.0013s0090.1.p	Aa_G403900.h1.t1, Aa_G110610.h1.t1
OG0001727	Roisl.0074s0100.1.p	Aa_G82110.h1.t1
OG0001727	Roisl.0013s0074.1.p	Aa_G161210.h1.t1
OG0001728	Roisl.0031s0050.1.p	Aa_G398460.h1.t1
OG0001729	Roisl.0046s1092.1.p, Roisl.0046s1093.1.p	Aa_G122710.h1.t1
OG0001730	Roisl.0210s0096.1.p	Aa_G105880.h1.t1
OG0001730	Roisl.0191s0543.1.p	Aa_G67960.h1.t1
OG0001731	Roisl.0191s0547.1.p	Aa_G67910.h1.t1
OG0001731	Roisl.0210s0100.1.p	Aa_G105910.h1.t1
OG0001732	Roisl.0191s0597.1.p	Aa_G46560.h1.t1
OG0001732	Roisl.0210s0167.1.p	Aa_G452100.h1.t1
OG0001733	Roisl.0210s0197.1.p	Aa_G6580.h1.t1
OG0001733	Roisl.0191s0658.1.p	Aa_G191520.h1.t1
OG0001734	Roisl.0214s0774.1.p	Aa_G100920.h1.t1
OG0001735	Roisl.0214s0537.1.p	Aa_G72230.h1.t1
OG0001735	Roisl.0021s0172.1.p	Aa_G457540.h1.t1
OG0001736	Roisl.0209s0727.1.p	Aa_G735160.h1.t1
OG0001736	Roisl.0021s0193.1.p	Aa_G232670.h1.t1
OG0001737	Roisl.0213s0294.1.p	Aa_G418620.h1.t1
OG0001738	Roisl.0209s0547.1.p	Aa_G162420.h1.t1
OG0001739	Roisl.0021s0405.1.p	Aa_G587920.h1.t1
OG0001740	Roisl.0191s0144.1.p	Aa_G367250.h1.t1
OG0001741	Roisl.0001s0426.1.p	Aa_G237300.h1.t1
OG0001741	Roisl.0046s0335.1.p	Aa_G763500.h1.t1
OG0001742	Roisl.0019s0478.1.p	Aa_G17630.h1.t1
OG0001742	Roisl.0191s0175.1.p	Aa_G62460.h1.t1
OG0001743	Roisl.0191s0214.1.p, Roisl.0019s0503.1.p	Aa_G487290.h2.t1, Aa_G487290.h1.t1
OG0001744	Roisl.0209s0689.1.p	Aa_G546220.h1.t1, Aa_G546230.h1.t1, Aa_G546240.h1.t1
OG0001745	Roisl.0001s0491.1.p	Aa_G406840.h1.t1
OG0001745	Roisl.0046s0619.1.p	Aa_G91760.h1.t1
OG0001746	Roisl.0046s0596.1.p	Aa_G313860.h1.t1
OG0001746	Roisl.0001s0450.1.p	Aa_G294310.h1.t1
OG0001747	Roisl.0001s0388.1.p	Aa_G153230.h1.t1
OG0001747	Roisl.0046s0521.1.p	Aa_G157390.h1.t1
OG0001748	Roisl.0115s0311.1.p	Aa_G50630.h1.t1
OG0001748	Roisl.0006s0091.1.p	Aa_G334840.h1.t1
OG0001749	Roisl.0066s0325.1.p	Aa_G313570.h1.t1
OG0001749	Roisl.0001s0082.1.p	Aa_G557000.h1.t1
OG0001750	Roisl.0003s0177.1.p	Aa_G145040.h1.t1
OG0001750	Roisl.0209s0512.1.p	Aa_G241530.h1.t1
OG0001751	Roisl.0003s0114.1.p	Aa_G163960.h1.t1
OG0001751	Roisl.0191s0305.1.p	Aa_G458280.h1.t1
OG0001752	Roisl.0191s0217.1.p, Roisl.0191s0218.1.p, Roisl.0191s0215.1.p	Aa_G487300.h2.t1, Aa_G487300.h1.t1
OG0001753	Roisl.0016s0395.1.p	Aa_G4150.h1.t1
OG0001754	Roisl.0053s0145.1.p	Aa_G662960.h1.t1
OG0001755	Roisl.0027s0092.1.p, Roisl.0027s0091.1.p	Aa_G192020.h1.t1
OG0001756	Roisl.0002s0195.1.p	Aa_G351600.h1.t1
OG0001763	Roisl.0016s0285.1.p	Aa_G220410.h1.t1, Aa_G1080630.h1.t1, Aa_G1080630.h2.t1, Aa_G47560.h1.t1, Aa_G416320.h1.t1
OG0001764	Roisl.0210s1375.1.p	Aa_G79100.h1.t1
OG0001764	Roisl.0016s0227.1.p	Aa_G111920.h1.t1
OG0001765	Roisl.0210s1341.1.p	Aa_G539750.h1.t1
OG0001765	Roisl.0016s0209.1.p	Aa_G250380.h1.t1
OG0001766	Roisl.0210s1333.1.p	Aa_G96730.h1.t1
OG0001766	Roisl.0210s1332.1.p	Aa_G530160.h1.t1
OG0001767	Roisl.0021s0212.1.p, Roisl.0021s0221.1.p	Aa_G545500.h1.t1, Aa_G194520.h1.t1
OG0001768	Roisl.0019s0504.1.p	Aa_G189640.h1.t1
OG0001768	Roisl.0210s1189.1.p	Aa_G8080.h1.t1
OG0001769	Roisl.0210s1139.1.p	Aa_G258180.h1.t1
OG0001770	Roisl.0115s0099.1.p	Aa_G21440.h1.t1
OG0001770	Roisl.0210s1121.1.p	Aa_G72800.h1.t1
OG0001771	Roisl.0082s0429.1.p	Aa_G408360.h1.t1
OG0001771	Roisl.0213s0440.1.p	Aa_G434830.h1.t1
OG0001772	Roisl.0210s0772.1.p	Aa_G98290.h1.t1
OG0001772	Roisl.0024s0458.1.p	Aa_G81400.h1.t1
OG0001773	Roisl.0024s0432.1.p	Aa_G292850.h1.t1
OG0001773	Roisl.0210s0760.1.p	Aa_G98170.h1.t1
OG0001774	Roisl.0210s0544.1.p	Aa_G541410.h1.t1
OG0001774	Roisl.0080s0159.1.p	Aa_G94860.h1.t1
OG0001775	Roisl.0210s0504.1.p	Aa_G471540.h1.t1
OG0001775	Roisl.0080s0094.1.p	Aa_G401170.h1.t1
OG0001776	Roisl.0210s0263.1.p	Aa_G135150.h1.t1
OG0001777	Roisl.0091s1028.1.p	Aa_G310530.h1.t1
OG0001777	Roisl.0082s0696.1.p	Aa_G425720.h1.t1
OG0001778	Roisl.0091s1015.1.p	Aa_G543890.h1.t1
OG0001779	Roisl.0082s0750.1.p	Aa_G142680.h1.t1, Aa_G199780.h1.t1
OG0001779	Roisl.0091s1008.1.p	Aa_G275760.h1.t1
OG0001780	Roisl.0091s0970.1.p	Aa_G429770.h1.t1
OG0001780	Roisl.0033s0033.1.p	Aa_G35500.h1.t1
OG0001781	Roisl.0091s0886.1.p	Aa_G517610.h1.t1
OG0001781	Roisl.0033s0117.1.p	Aa_G359430.h1.t1
OG0001782	Roisl.0028s0714.1.p, Roisl.0028s0715.1.p	Aa_G363620.h1.t1, Aa_G363610.h1.t1
OG0001783	Roisl.0012s0228.1.p	Aa_G89490.h1.t1
OG0001783	Roisl.0210s0325.1.p	Aa_G134510.h1.t1
OG0001784	Roisl.0022s0168.1.p	Aa_G90860.h1.t1
OG0001784	Roisl.0189s0227.1.p	Aa_G675250.h1.t1
OG0001785	Roisl.0189s0167.1.p	Aa_G375210.h1.t1
