Orthogroup	Rorippa_islandica	Arabis_alpina
OG0013317	Roisl.0066s0036.1.p	Aa_G426620.h1.t1
OG0013318	Roisl.0066s0030.1.p	Aa_G141640.h1.t1, Aa_G426590.h1.t1
OG0013319	Roisl.0066s0029.1.p	Aa_G426580.h1.t1
OG0013320	Roisl.0066s0009.1.p	Aa_G190110.h1.t1
OG0013321	Roisl.0066s0008.1.p	Aa_G190120.h1.t1
OG0013322	Roisl.0210s2185.1.p	Aa_G259240.h1.t1
OG0013323	Roisl.0206s0020.1.p	Aa_G244860.h1.t1
OG0013325	Roisl.0214s0355.1.p	Aa_G143540.h1.t1
OG0013326	Roisl.0214s0361.1.p	Aa_G230180.h1.t1
OG0013327	Roisl.0018s0357.1.p, Roisl.0214s0372.1.p	Aa_G726600.h1.t1
OG0013328	Roisl.0028s0505.1.p	Aa_G88470.h1.t1
OG0013329	Roisl.0028s0506.1.p	Aa_G88480.h1.t1
OG0013330	Roisl.0028s0518.1.p	Aa_G684890.h1.t1
OG0013331	Roisl.0028s0519.1.p	Aa_G684880.h1.t1
OG0013332	Roisl.0028s0521.1.p	Aa_G144300.h1.t1
OG0013333	Roisl.0028s0525.1.p	Aa_G144280.h1.t1
OG0013334	Roisl.0019s0532.1.p, Roisl.0028s0535.1.p	Aa_G281390.h1.t1
OG0013335	Roisl.0028s0542.1.p	Aa_G281320.h1.t1
OG0013336	Roisl.0028s0564.1.p	Aa_G401700.h1.t1
OG0013337	Roisl.0028s0573.1.p	Aa_G371030.h1.t1, Aa_G144120.h1.t1
OG0013338	Roisl.0028s0574.1.p	Aa_G144140.h1.t1
OG0013339	Roisl.0028s0591.1.p	Aa_G560440.h1.t1
OG0013341	Roisl.0017s0392.1.p	Aa_G224290.h1.t1
OG0013342	Roisl.0017s0376.1.p	Aa_G38310.h1.t1
OG0013343	Roisl.0017s0348.1.p	Aa_G451130.h1.t1
OG0013344	Roisl.0017s0341.1.p	Aa_G359290.h1.t1
OG0013345	Roisl.0017s0334.1.p	Aa_G461850.h1.t1
OG0013346	Roisl.0017s0299.1.p	Aa_G509540.h1.t1
OG0013347	Roisl.0017s0287.1.p	Aa_G202450.h1.t1
OG0013348	Roisl.0017s0286.1.p	Aa_G202440.h1.t1
OG0013349	Roisl.0082s0586.1.p	Aa_G444110.h1.t1
OG0013350	Roisl.0017s0272.1.p	Aa_G216820.h2.t1, Aa_G216820.h1.t1
OG0013351	Roisl.0017s0271.1.p	Aa_G216830.h1.t1
OG0013352	Roisl.0017s0233.1.p	Aa_G783260.h1.t1, Aa_G955640.h1.t1
OG0013353	Roisl.0209s0446.1.p	Aa_G458680.h1.t1
OG0013354	Roisl.0051s0012.1.p	Aa_G310060.h1.t1
OG0013356	Roisl.0208s0020.1.p	Aa_G337550.h1.t1
OG0013357	Roisl.0017s0103.1.p	Aa_G197150.h1.t1
OG0013358	Roisl.0017s0190.1.p	Aa_G66220.h1.t1
OG0013359	Roisl.0017s0166.1.p	Aa_G150770.h1.t1
OG0013360	Roisl.0017s0163.1.p	Aa_G150800.h1.t1
OG0013361	Roisl.0017s0149.1.p	Aa_G150930.h1.t1
OG0013362	Roisl.0030s0102.1.p	Aa_G278070.h1.t1
OG0013363	Roisl.0017s0115.1.p	Aa_G617050.h2.t1, Aa_G617050.h1.t1
OG0013364	Roisl.0017s0105.1.p	Aa_G197170.h1.t1
OG0013365	Roisl.0017s0085.1.p	Aa_G249290.h1.t1
OG0013366	Roisl.0017s0073.1.p	Aa_G30070.h1.t1
OG0013367	Roisl.0017s0070.1.p	Aa_G30040.h1.t1
OG0013369	Roisl.0017s0042.1.p	Aa_G570380.h1.t1
OG0013370	Roisl.0017s0039.1.p	Aa_G570360.h1.t1
OG0013371	Roisl.0017s0033.1.p	Aa_G135700.h1.t1
OG0013372	Roisl.0115s0375.1.p	Aa_G250560.h1.t1
OG0013373	Roisl.0017s0024.1.p	Aa_G159800.h1.t1
OG0013375	Roisl.0082s0175.1.p	Aa_G561130.h1.t1
OG0013376	Roisl.0082s0185.1.p	Aa_G320470.h1.t1
OG0013377	Roisl.0091s0911.1.p	Aa_G22820.h1.t1
OG0013378	Roisl.0115s0299.1.p	Aa_G50790.h1.t1
OG0013379	Roisl.0115s0301.1.p	Aa_G50780.h1.t1
OG0013380	Roisl.0046s0568.1.p	Aa_G224760.h1.t1
OG0013381	Roisl.0082s0228.1.p	Aa_G892700.h1.t1
OG0013382	Roisl.0213s0518.1.p	Aa_G35170.h1.t1
OG0013383	Roisl.0213s0522.1.p	Aa_G35230.h1.t1
OG0013384	Roisl.0213s0536.1.p	Aa_G546070.h1.t1
OG0013385	Roisl.0209s0221.1.p	Aa_G35040.h1.t1
OG0013386	Roisl.0209s0243.1.p	Aa_G93500.h1.t1
OG0013387	Roisl.0063s0031.1.p	Aa_G10140.h1.t1
OG0013388	Roisl.0082s0139.1.p	Aa_G74460.h1.t1
OG0013390	Roisl.0204s0168.1.p, Roisl.0204s0167.1.p	Aa_G279250.h1.t1
OG0013391	Roisl.0204s0157.1.p	Aa_G279280.h1.t1
OG0013392	Roisl.0046s0646.1.p	Aa_G145580.h1.t1
OG0013393	Roisl.0046s0642.1.p	Aa_G100340.h1.t1
OG0013394	Roisl.0046s0640.1.p	Aa_G100310.h1.t1
OG0013395	Roisl.0046s0625.1.p	Aa_G100230.h1.t1
OG0013396	Roisl.0046s0610.1.p	Aa_G91700.h1.t1
OG0013397	Roisl.0046s0606.1.p	Aa_G591390.h1.t1
OG0013398	Roisl.0046s0593.1.p	Aa_G313890.h1.t1
OG0013399	Roisl.0046s0581.1.p	Aa_G311500.h1.t1
OG0013400	Roisl.0046s0570.1.p	Aa_G224740.h1.t1
OG0013401	Roisl.0046s0523.1.p	Aa_G157410.h1.t1
OG0013402	Roisl.0006s0551.1.p	Aa_G531980.h1.t1
OG0013403	Roisl.0006s0554.1.p	Aa_G11890.h1.t1
OG0013404	Roisl.0023s0048.1.p	Aa_G373600.h1.t1
OG0013405	Roisl.0023s0079.1.p	Aa_G87260.h1.t1
OG0013406	Roisl.0023s0023.1.p	Aa_G321350.h1.t1
OG0013407	Roisl.0036s0122.1.p	Aa_G480950.h1.t1
OG0013408	Roisl.0082s0522.1.p, Roisl.0022s0397.1.p	Aa_G480910.h1.t1
OG0013409	Roisl.0082s0461.1.p	Aa_G290430.h1.t1
OG0013410	Roisl.0040s0034.1.p	Aa_G363350.h1.t1
OG0013411	Roisl.0023s0011.1.p	Aa_G321390.h1.t1
OG0013412	Roisl.0023s0005.1.p	Aa_G393050.h1.t1
OG0013413	Roisl.0214s0010.1.p	Aa_G393110.h1.t1
OG0013414	Roisl.0198s0061.1.p	Aa_G506530.h1.t1
OG0013415	Roisl.0189s0068.1.p	Aa_G35770.h1.t1
OG0013416	Roisl.0078s0002.1.p	Aa_G35740.h1.t1
OG0013417	Roisl.0179s0021.1.p	Aa_G593950.h1.t1, Aa_G593980.h1.t1
OG0013418	Roisl.0015s0113.1.p	Aa_G92310.h1.t1
OG0013419	Roisl.0179s0103.1.p	Aa_G115070.h1.t1
OG0013420	Roisl.0015s0096.1.p	Aa_G475480.h1.t1
OG0013421	Roisl.0179s0109.1.p	Aa_G54760.h1.t1
OG0013422	Roisl.0185s0015.1.p	Aa_G462850.h1.t1
OG0013423	Roisl.0179s0055.1.p	Aa_G82620.h1.t1
OG0013424	Roisl.0179s0043.1.p	Aa_G753440.h1.t1
OG0013425	Roisl.0210s2169.1.p	Aa_G287830.h1.t1
OG0013426	Roisl.0210s2102.1.p	Aa_G472460.h1.t1
OG0013427	Roisl.0210s2087.1.p	Aa_G200340.h1.t1
OG0013428	Roisl.0210s2067.1.p	Aa_G737020.h1.t1
OG0013431	Roisl.0056s0058.1.p	Aa_G276610.h1.t1
OG0013432	Roisl.0056s0021.1.p	Aa_G60430.h1.t1
OG0013433	Roisl.0082s0529.1.p	Aa_G377070.h1.t1
OG0013434	Roisl.0082s0532.1.p	Aa_G397310.h1.t1
OG0013435	Roisl.0194s0070.1.p	Aa_G87470.h1.t1
OG0013436	Roisl.0040s0050.1.p	Aa_G433770.h1.t1
OG0013437	Roisl.0040s0068.1.p	Aa_G300880.h1.t1
OG0013438	Roisl.0040s0071.1.p	Aa_G300850.h1.t1
OG0013439	Roisl.0040s0072.1.p	Aa_G300830.h1.t1
OG0013441	Roisl.0040s0089.1.p	Aa_G124920.h1.t1
OG0013442	Roisl.0184s0144.1.p	Aa_G71390.h1.t1
OG0013443	Roisl.0032s0076.1.p	Aa_G61130.h1.t1
OG0013444	Roisl.0020s0064.1.p	Aa_G294850.h1.t1
OG0013445	Roisl.0020s0079.1.p	Aa_G453780.h1.t1
OG0013446	Roisl.0020s0084.1.p	Aa_G453800.h1.t1
OG0013447	Roisl.0020s0123.1.p	Aa_G414550.h1.t1
OG0013448	Roisl.0057s0036.1.p	Aa_G107430.h1.t1
OG0013449	Roisl.0213s0636.1.p	Aa_G275340.h1.t1
OG0013450	Roisl.0213s0633.1.p	Aa_G617990.h1.t1
OG0013451	Roisl.0115s0449.1.p	Aa_G686380.h1.t1
OG0013453	Roisl.0213s0599.1.p	Aa_G318190.h1.t1
OG0013454	Roisl.0213s0567.1.p	Aa_G341460.h1.t1
OG0013455	Roisl.0210s1632.1.p	Aa_G128870.h1.t1
OG0013456	Roisl.0210s1635.1.p	Aa_G128840.h1.t1
OG0013457	Roisl.0210s1641.1.p	Aa_G255510.h1.t1
OG0013458	Roisl.0046s0321.1.p	Aa_G40930.h1.t1
OG0013459	Roisl.0046s0327.1.p	Aa_G189770.h1.t1
OG0013460	Roisl.0046s0330.1.p	Aa_G189790.h1.t1
OG0013461	Roisl.0046s0333.1.p	Aa_G189810.h1.t1
OG0013462	Roisl.0046s0372.1.p	Aa_G120170.h1.t1
OG0013463	Roisl.0046s0383.1.p	Aa_G26030.h1.t1
OG0013464	Roisl.0046s0388.1.p	Aa_G26080.h1.t1
OG0013465	Roisl.0046s0392.1.p	Aa_G26110.h1.t1
OG0013466	Roisl.0046s0397.1.p	Aa_G25930.h1.t1
OG0013467	Roisl.0214s0135.1.p	Aa_G354210.h1.t1
OG0013469	Roisl.0214s0426.1.p	Aa_G166560.h1.t1
OG0013470	Roisl.0214s0481.1.p	Aa_G194700.h1.t1
OG0013471	Roisl.0214s0513.1.p	Aa_G440780.h1.t1
OG0013472	Roisl.0209s0344.1.p	Aa_G99430.h1.t1
OG0013473	Roisl.0209s0288.1.p	Aa_G424440.h1.t1
OG0013474	Roisl.0067s0026.1.p	Aa_G12980.h1.t1
OG0013477	Roisl.0067s0041.1.p	Aa_G12850.h1.t1
OG0013478	Roisl.0067s0048.1.p	Aa_G206170.h1.t1
OG0013479	Roisl.0028s0008.1.p, Roisl.0067s0058.1.p	Aa_G206060.h1.t1
OG0013480	Roisl.0067s0059.1.p	Aa_G241290.h1.t1
OG0013481	Roisl.0067s0065.1.p	Aa_G241240.h1.t1
OG0013482	Roisl.0067s0068.1.p	Aa_G241190.h1.t1
OG0013483	Roisl.0067s0086.1.p	Aa_G226100.h1.t1
OG0013484	Roisl.0067s0087.1.p	Aa_G226090.h1.t1
OG0013485	Roisl.0035s0004.1.p	Aa_G226080.h1.t1
OG0013486	Roisl.0035s0036.1.p	Aa_G593450.h1.t1
OG0013487	Roisl.0035s0037.1.p, Roisl.0020s0056.1.p	Aa_G178010.h1.t1
OG0013488	Roisl.0035s0046.1.p	Aa_G177930.h1.t1
OG0013489	Roisl.0035s0067.1.p	Aa_G462220.h1.t1
OG0013490	Roisl.0035s0074.1.p	Aa_G332700.h1.t1
OG0013491	Roisl.0035s0081.1.p	Aa_G332620.h1.t1
OG0013492	Roisl.0035s0082.1.p	Aa_G332610.h1.t1
OG0013494	Roisl.0035s0096.1.p	Aa_G196920.h1.t1
OG0013495	Roisl.0035s0111.1.p	Aa_G196820.h1.t1
OG0013496	Roisl.0035s0115.1.p	Aa_G536050.h1.t1
OG0013497	Roisl.0035s0117.1.p	Aa_G536070.h1.t1
OG0013498	Roisl.0035s0122.1.p	Aa_G381020.h1.t1
OG0013499	Roisl.0035s0131.1.p	Aa_G381100.h1.t1
OG0013500	Roisl.0035s0149.1.p	Aa_G16970.h1.t1
OG0013501	Roisl.0035s0151.1.p	Aa_G17000.h1.t1
OG0013502	Roisl.0035s0161.1.p	Aa_G17120.h1.t1
OG0013503	Roisl.0035s0162.1.p	Aa_G17130.h1.t1
OG0013504	Roisl.0035s0194.1.p	Aa_G16020.h1.t1
OG0013505	Roisl.0028s0026.1.p	Aa_G16130.h1.t1
OG0013506	Roisl.0028s0053.1.p	Aa_G289670.h1.t1
OG0013507	Roisl.0028s0057.1.p	Aa_G289710.h1.t1
OG0013508	Roisl.0028s0084.1.p	Aa_G175230.h1.t1
OG0013510	Roisl.0028s0122.1.p	Aa_G265060.h1.t1
OG0013511	Roisl.0028s0127.1.p	Aa_G265110.h1.t1
OG0013512	Roisl.0028s0129.1.p	Aa_G265130.h1.t1
OG0013513	Roisl.0028s0138.1.p	Aa_G484790.h1.t1
OG0013514	Roisl.0028s0146.1.p	Aa_G288470.h1.t1
OG0013515	Roisl.0028s0148.1.p	Aa_G288490.h1.t1
OG0013516	Roisl.0028s0158.1.p	Aa_G479510.h1.t1
OG0013517	Roisl.0028s0166.1.p, Roisl.0204s0144.1.p	Aa_G100620.h1.t1
OG0013518	Roisl.0028s0187.1.p	Aa_G595210.h1.t1
OG0013519	Roisl.0028s0230.1.p, Roisl.0028s0234.1.p	Aa_G284480.h1.t1
OG0013520	Roisl.0209s0293.1.p	Aa_G424480.h1.t1
OG0013521	Roisl.0028s0252.1.p	Aa_G581330.h1.t1
OG0013522	Roisl.0028s0265.1.p	Aa_G125320.h1.t1
OG0013523	Roisl.0028s0287.1.p	Aa_G125530.h1.t1
OG0013524	Roisl.0028s0293.1.p	Aa_G401470.h1.t1
OG0013525	Roisl.0028s0310.1.p	Aa_G280550.h1.t1
OG0013526	Roisl.0028s0313.1.p	Aa_G454700.h1.t1
OG0013527	Roisl.0028s0317.1.p	Aa_G454740.h1.t1
OG0013528	Roisl.0028s0337.1.p	Aa_G813060.h1.t1
OG0013529	Roisl.0028s0345.1.p	Aa_G374620.h1.t1
OG0013530	Roisl.0028s0347.1.p	Aa_G374640.h1.t1, Aa_G374650.h1.t1
OG0013531	Roisl.0028s0370.1.p	Aa_G599350.h1.t1
OG0013532	Roisl.0036s0029.1.p	Aa_G680930.h1.t1
OG0013533	Roisl.0028s0394.1.p	Aa_G230820.h1.t1
OG0013534	Roisl.0028s0398.1.p	Aa_G230780.h1.t1
OG0013535	Roisl.0028s0407.1.p	Aa_G67370.h1.t1
OG0013536	Roisl.0028s0451.1.p	Aa_G145880.h1.t1
OG0013537	Roisl.0028s0450.1.p	Aa_G145870.h1.t1
OG0013538	Roisl.0028s0449.1.p	Aa_G145860.h1.t1
OG0013539	Roisl.0028s0448.1.p	Aa_G145850.h1.t1
OG0013540	Roisl.0028s0447.1.p	Aa_G145840.h1.t1
OG0013541	Roisl.0028s0484.1.p	Aa_G124090.h1.t1
OG0013542	Roisl.0028s0489.1.p	Aa_G124050.h1.t1
OG0013543	Roisl.0016s0081.1.p	Aa_G14910.h2.t1, Aa_G14910.h1.t1
OG0013544	Roisl.0016s0082.1.p	Aa_G14900.h2.t1, Aa_G14900.h3.t1, Aa_G14900.h1.t1
OG0013545	Roisl.0016s0088.1.p	Aa_G14840.h1.t1
OG0013546	Roisl.0016s0106.1.p	Aa_G14690.h1.t1
OG0013547	Roisl.0189s0201.1.p	Aa_G90100.h1.t1
OG0013548	Roisl.0016s0147.1.p	Aa_G71590.h1.t1
OG0013550	Roisl.0016s0197.1.p	Aa_G42240.h1.t1
OG0013551	Roisl.0016s0205.1.p	Aa_G250410.h1.t1
OG0013554	Roisl.0016s0269.1.p	Aa_G267840.h1.t1
OG0013555	Roisl.0039s0152.1.p, Roisl.0016s0291.1.p	Aa_G44860.h1.t1
OG0013556	Roisl.0016s0300.1.p	Aa_G44960.h1.t1
OG0013557	Roisl.0016s0306.1.p	Aa_G45000.h1.t1
OG0013558	Roisl.0016s0307.1.p	Aa_G45010.h1.t1
OG0013559	Roisl.0016s0308.1.p	Aa_G45020.h1.t1
OG0013560	Roisl.0016s0318.1.p	Aa_G438150.h1.t1
OG0013561	Roisl.0016s0326.1.p	Aa_G185520.h1.t1
OG0013562	Roisl.0016s0328.1.p	Aa_G185540.h1.t1
OG0013563	Roisl.0016s0371.1.p	Aa_G305000.h1.t1
OG0013564	Roisl.0016s0378.1.p	Aa_G304960.h1.t1
OG0013565	Roisl.0016s0396.1.p	Aa_G4200.h1.t1
OG0013566	Roisl.0016s0397.1.p	Aa_G4210.h1.t1
OG0013571	Roisl.0039s0003.1.p	Aa_G4560.h1.t1
OG0013572	Roisl.0039s0005.1.p	Aa_G4580.h1.t1
OG0013573	Roisl.0039s0014.1.p	Aa_G4650.h1.t1
OG0013574	Roisl.0039s0021.1.p	Aa_G4740.h1.t1, Aa_G686360.h1.t1
OG0013575	Roisl.0039s0048.1.p	Aa_G5060.h1.t1
OG0013576	Roisl.0039s0060.1.p	Aa_G75570.h1.t1
OG0013577	Roisl.0039s0064.1.p	Aa_G75600.h1.t1
OG0013578	Roisl.0039s0093.1.p	Aa_G51070.h1.t1
OG0013579	Roisl.0039s0106.1.p	Aa_G51180.h1.t1
OG0013580	Roisl.0039s0126.1.p	Aa_G648160.h1.t1
OG0013581	Roisl.0039s0130.1.p	Aa_G205810.h1.t1
OG0013582	Roisl.0039s0132.1.p	Aa_G205840.h1.t1, Aa_G205830.h1.t1
OG0013583	Roisl.0039s0157.1.p	Aa_G163120.h1.t1
OG0013584	Roisl.0039s0165.1.p	Aa_G524320.h1.t1
OG0013585	Roisl.0079s0017.1.p	Aa_G49760.h1.t1
OG0013586	Roisl.0079s0028.1.p	Aa_G49910.h1.t1
OG0013587	Roisl.0079s0035.1.p	Aa_G49960.h1.t1, Aa_G492890.h1.t1, Aa_G49970.h1.t1
OG0013588	Roisl.0079s0040.1.p	Aa_G47400.h1.t1
OG0013589	Roisl.0079s0050.1.p	Aa_G47290.h1.t1
OG0013590	Roisl.0079s0066.1.p	Aa_G47120.h1.t1
OG0013591	Roisl.0079s0094.1.p	Aa_G78860.h1.t1
OG0013592	Roisl.0079s0100.1.p	Aa_G78800.h1.t1
OG0013593	Roisl.0079s0101.1.p	Aa_G78790.h1.t1, Aa_G139070.h1.t1
OG0013594	Roisl.0079s0105.1.p	Aa_G78750.h1.t1
OG0013595	Roisl.0079s0132.1.p	Aa_G174620.h1.t1
OG0013596	Roisl.0079s0138.1.p	Aa_G174580.h1.t1
OG0013597	Roisl.0079s0171.1.p	Aa_G174220.h1.t1
OG0013598	Roisl.0079s0175.1.p	Aa_G174190.h1.t1
OG0013599	Roisl.0079s0205.1.p	Aa_G302030.h1.t1
OG0013600	Roisl.0079s0211.1.p	Aa_G302080.h1.t1
OG0013601	Roisl.0079s0224.1.p	Aa_G24380.h1.t1
OG0013602	Roisl.0079s0249.1.p	Aa_G24200.h1.t1
OG0013603	Roisl.0079s0254.1.p	Aa_G24140.h1.t1
OG0013604	Roisl.0008s0244.1.p	Aa_G24120.h1.t1
OG0013605	Roisl.0079s0259.1.p	Aa_G24080.h1.t1
OG0013606	Roisl.0079s0261.1.p	Aa_G24070.h1.t1
OG0013607	Roisl.0079s0271.1.p	Aa_G101390.h1.t1
OG0013609	Roisl.0079s0309.1.p	Aa_G34830.h1.t1
OG0013610	Roisl.0079s0319.1.p	Aa_G34740.h1.t1
OG0013611	Roisl.0074s1032.1.p	Aa_G324480.h1.t1
OG0013612	Roisl.0074s1030.1.p	Aa_G324460.h1.t1
OG0013613	Roisl.0074s1016.1.p	Aa_G569390.h1.t1
OG0013614	Roisl.0074s1011.1.p	Aa_G551280.h1.t1
OG0013615	Roisl.0074s1008.1.p	Aa_G322180.h1.t1, Aa_G322250.h1.t1
OG0013616	Roisl.0074s0981.1.p	Aa_G678920.h1.t1
OG0013618	Roisl.0074s0949.1.p	Aa_G137110.h1.t1
OG0013619	Roisl.0074s0933.1.p	Aa_G136940.h1.t1
OG0013620	Roisl.0074s0932.1.p	Aa_G136930.h1.t1
OG0013622	Roisl.0074s0927.1.p	Aa_G136900.h1.t1
OG0013624	Roisl.0074s0902.1.p, Roisl.0074s0901.1.p	Aa_G333270.h1.t1, Aa_G333280.h1.t1
OG0013625	Roisl.0074s0898.1.p	Aa_G333240.h1.t1
OG0013626	Roisl.0074s0889.1.p	Aa_G195570.h1.t1
OG0013627	Roisl.0074s0885.1.p	Aa_G195540.h1.t1
OG0013628	Roisl.0074s0852.1.p	Aa_G216030.h1.t1
OG0013629	Roisl.0074s0844.1.p	Aa_G397580.h1.t1
OG0013630	Roisl.0074s0801.1.p	Aa_G5420.h1.t1
OG0013631	Roisl.0074s0795.1.p	Aa_G5320.h1.t1
OG0013632	Roisl.0074s0791.1.p	Aa_G5280.h1.t1
OG0013634	Roisl.0074s0769.1.p	Aa_G40490.h1.t1
OG0013635	Roisl.0074s0766.1.p	Aa_G40460.h1.t1
OG0013636	Roisl.0074s0753.1.p	Aa_G40340.h1.t1
OG0013637	Roisl.0074s0739.1.p	Aa_G40160.h1.t1
OG0013639	Roisl.0074s0707.1.p	Aa_G720250.h1.t1
OG0013641	Roisl.0074s0673.1.p	Aa_G373980.h1.t1
OG0013642	Roisl.0074s0625.1.p	Aa_G535000.h1.t1
OG0013643	Roisl.0074s0592.1.p	Aa_G641630.h1.t1
OG0013644	Roisl.0209s0360.1.p	Aa_G99300.h1.t1
OG0013645	Roisl.0074s0570.1.p	Aa_G237630.h1.t1
OG0013647	Roisl.0074s0506.1.p	Aa_G340240.h1.t1
OG0013648	Roisl.0074s0491.1.p	Aa_G140330.h1.t1
OG0013649	Roisl.0074s0480.1.p	Aa_G1470.h1.t1
OG0013650	Roisl.0074s0474.1.p	Aa_G1390.h1.t1
OG0013651	Roisl.0074s0450.1.p	Aa_G1140.h1.t1
OG0013652	Roisl.0074s0445.1.p	Aa_G1090.h1.t1
OG0013653	Roisl.0074s0442.1.p	Aa_G1060.h1.t1
OG0013654	Roisl.0074s0438.1.p	Aa_G1030.h1.t1
OG0013655	Roisl.0074s0431.1.p	Aa_G443930.h1.t1
OG0013656	Roisl.0074s0421.1.p	Aa_G234970.h1.t1
OG0013657	Roisl.0074s0392.1.p	Aa_G507830.h1.t1
OG0013658	Roisl.0074s0387.1.p	Aa_G31960.h1.t1
OG0013659	Roisl.0009s0289.1.p	Aa_G582880.h1.t1
OG0013660	Roisl.0074s0379.1.p	Aa_G32080.h1.t1
OG0013661	Roisl.0074s0372.1.p	Aa_G32230.h1.t1
OG0013662	Roisl.0074s0350.1.p	Aa_G242060.h1.t1
OG0013663	Roisl.0074s0346.1.p	Aa_G242020.h1.t1
OG0013664	Roisl.0074s0337.1.p	Aa_G241890.h1.t1
OG0013665	Roisl.0008s0286.1.p, Roisl.0008s0285.1.p	Aa_G223560.h1.t1
OG0013666	Roisl.0074s0311.1.p	Aa_G565940.h1.t1
OG0013667	Roisl.0074s0310.1.p	Aa_G532800.h1.t1
OG0013668	Roisl.0074s0264.1.p	Aa_G97010.h1.t1
OG0013669	Roisl.0074s0263.1.p	Aa_G20430.h1.t1, Aa_G97000.h1.t1
OG0013670	Roisl.0074s0253.1.p	Aa_G20490.h1.t1
OG0013671	Roisl.0074s0250.1.p	Aa_G20450.h1.t1
OG0013672	Roisl.0074s0245.1.p	Aa_G20390.h1.t1
OG0013673	Roisl.0074s0239.1.p	Aa_G20340.h1.t1
OG0013674	Roisl.0074s0234.1.p	Aa_G71110.h1.t1
OG0013675	Roisl.0074s0232.1.p	Aa_G71130.h1.t1
OG0013676	Roisl.0074s0223.1.p	Aa_G71230.h1.t1
OG0013677	Roisl.0074s0211.1.p	Aa_G527560.h1.t1
OG0013678	Roisl.0074s0208.1.p	Aa_G53710.h1.t1
OG0013679	Roisl.0074s0207.1.p	Aa_G53660.h1.t1
OG0013680	Roisl.0074s0204.1.p	Aa_G53620.h1.t1
OG0013681	Roisl.0074s0183.1.p	Aa_G587210.h1.t1
OG0013682	Roisl.0074s0180.1.p	Aa_G682960.h1.t1, Aa_G682960.h2.t1
OG0013684	Roisl.0074s0176.1.p	Aa_G683020.h1.t1
OG0013685	Roisl.0074s0175.1.p	Aa_G683030.h1.t1
OG0013686	Roisl.0074s0174.1.p	Aa_G683040.h1.t1
OG0013687	Roisl.0074s0169.1.p	Aa_G497750.h1.t1
OG0013688	Roisl.0074s0164.1.p	Aa_G497760.h1.t1
OG0013689	Roisl.0074s0146.1.p	Aa_G176920.h1.t1
OG0013690	Roisl.0074s0145.1.p	Aa_G176930.h1.t1
OG0013691	Roisl.0074s0082.1.p	Aa_G390020.h1.t1
OG0013692	Roisl.0074s0058.1.p	Aa_G669750.h1.t1
OG0013693	Roisl.0074s0009.1.p	Aa_G240110.h1.t1
OG0013694	Roisl.0028s0002.1.p	Aa_G371420.h1.t1
OG0013695	Roisl.0028s0001.1.p	Aa_G371430.h1.t1
OG0013696	Roisl.0028s0014.1.p	Aa_G20180.h1.t1
OG0013697	Roisl.0115s0285.1.p	Aa_G164580.h1.t1
OG0013698	Roisl.0115s0297.1.p	Aa_G164680.h1.t1
OG0013699	Roisl.0115s0304.1.p	Aa_G50770.h1.t1
OG0013700	Roisl.0115s0329.1.p	Aa_G323950.h1.t1
OG0013701	Roisl.0115s0340.1.p	Aa_G152540.h1.t1
OG0013702	Roisl.0115s0345.1.p	Aa_G152490.h1.t1, Aa_G403130.h1.t1
OG0013703	Roisl.0115s0366.1.p	Aa_G254480.h1.t1, Aa_G242990.h1.t1
OG0013704	Roisl.0115s0367.1.p, Roisl.0006s0548.1.p	Aa_G243000.h1.t1
OG0013705	Roisl.0115s0368.1.p	Aa_G243010.h1.t1
OG0013706	Roisl.0115s0369.1.p	Aa_G800570.h1.t1
OG0013707	Roisl.0115s0376.1.p	Aa_G250570.h1.t1
OG0013708	Roisl.0115s0384.1.p	Aa_G250660.h1.t1
OG0013709	Roisl.0214s0625.1.p	Aa_G137220.h1.t1, Aa_G17420.h1.t1
OG0013710	Roisl.0115s0400.1.p	Aa_G133320.h1.t1
OG0013711	Roisl.0115s0411.1.p	Aa_G133240.h1.t1
OG0013712	Roisl.0115s0419.1.p	Aa_G636470.h1.t1
OG0013713	Roisl.0115s0428.1.p	Aa_G136600.h1.t1
OG0013714	Roisl.0070s0020.1.p	Aa_G245570.h1.t1
OG0013715	Roisl.0022s0070.1.p	Aa_G245670.h1.t1, Aa_G245670.h2.t1
OG0013716	Roisl.0022s0106.1.p	Aa_G311340.h1.t1
OG0013717	Roisl.0213s0815.1.p	Aa_G421560.h1.t1
OG0013718	Roisl.0213s0800.1.p	Aa_G110030.h1.t1
OG0013719	Roisl.0213s0798.1.p	Aa_G110050.h1.t1
OG0013720	Roisl.0046s0008.1.p	Aa_G417840.h1.t1
OG0013721	Roisl.0046s0038.1.p	Aa_G439620.h1.t1
OG0013722	Roisl.0032s0006.1.p	Aa_G551810.h1.t1
OG0013723	Roisl.0032s0027.1.p	Aa_G336580.h1.t1
OG0013724	Roisl.0064s0030.1.p	Aa_G505940.h1.t1
OG0013725	Roisl.0064s0028.1.p	Aa_G481850.h1.t1
OG0013726	Roisl.0204s0179.1.p	Aa_G212960.h1.t1, Aa_G213100.h1.t1
OG0013727	Roisl.0064s0020.1.p	Aa_G213110.h1.t1, Aa_G212950.h1.t1
OG0013728	Roisl.0064s0017.1.p	Aa_G512950.h1.t1, Aa_G754570.h1.t1
OG0013729	Roisl.0002s0172.1.p	Aa_G36200.h1.t1
OG0013730	Roisl.0008s0111.1.p	Aa_G503640.h1.t1
