Orthogroup	Rorippa_islandica	Euclidium_syriacum
OG0000089	Roisl.0007s0134.1.p	ESY5_g3995_DN3_SP3_c0.t1
OG0000089	Roisl.0004s0314.1.p	ESY2_g34829_DN3_SP8_c0.t1
OG0000090	Roisl.0184s0229.1.p	ESY15_g64509_DN2_SP0_c0.t1, ESY4_g22477_DN2_SP0_c0.t1, ESY4_g26657_DN1_SP0_c0.t1
OG0000090	Roisl.0036s0108.1.p, Roisl.0053s0434.1.p, Roisl.0115s0613.1.p, Roisl.0013s0212.1.p, Roisl.0005s0146.1.p, Roisl.0213s0677.1.p, Roisl.0055s0040.1.p, Roisl.0184s0124.1.p, Roisl.0209s0078.1.p, Roisl.0188s0027.1.p, Roisl.0210s2141.1.p, Roisl.0189s0077.1.p, Roisl.0048s0025.1.p, Roisl.0214s0266.1.p, Roisl.0037s0059.1.p, Roisl.0189s0230.1.p, Roisl.0029s0078.1.p, Roisl.0209s0509.1.p, Roisl.0214s0183.1.p, Roisl.0045s0052.1.p, Roisl.0214s0234.1.p, Roisl.0214s0277.1.p, Roisl.0209s0077.1.p, Roisl.0111s0002.1.p	ESY26_g42317_DN1_SP0_c0.t1, ESY3_g30048_DN2_SP0_c0.t1, ESY2_g35989_DN3_SP0_c0.t1, ESY7_g17919_DN1_SP0_c0.t1, ESY6_g48406_DN3_SP0_c0.t1, ESY4_g24790_DN3_SP0_c0.t1, ESY6_g47216_DN3_SP0_c0.t1, ESY1_g12432_DN3_SP0_c0.t1, ESY2_g36671_DN2_SP0_c0.t1, ESY1_g7918_DN1_SP0_c0.t1, ESY8_g60387_DN3_SP0_c0.t1
OG0000095	Roisl.0214s0044.1.p, Roisl.0214s0043.1.p	ESY3_g31037_DN3_SP0_c0.t1, ESY3_g31041_DN2_SP0_c0.t1
OG0000095	Roisl.0214s0031.1.p	ESY3_g31038_DN1_SP0_c0.t1
OG0000096	Roisl.0028s0009.1.p, Roisl.0028s0010.1.p	ESY6_g49250_DN3_SP0_c0.t1
OG0000096	Roisl.0074s0977.1.p, Roisl.0204s0040.1.p	ESY6_g49252_DN1_SP0_c0.t1, ESY11_g54414_DN1_SP0_c0.t1
OG0000096	Roisl.0029s0028.1.p, Roisl.0046s0939.1.p, Roisl.0046s0941.1.p, Roisl.0046s0938.1.p, Roisl.0046s0937.1.p	ESY3_g29685_DN2_SP0_c0.t1
OG0000097	Roisl.0023s0058.1.p, Roisl.0027s0058.1.p, Roisl.0184s0001.1.p, Roisl.0075s0145.1.p, Roisl.0185s0004.1.p, Roisl.0063s0044.1.p	ESY49_g12647_DN2_SP0_c0.t1, ESY21_g55569_DN2_SP0_c0.t1
OG0000097	Roisl.0045s0012.1.p, Roisl.0081s0001.1.p	ESY5_g2179_DN2_SP0_c0.t1, ESY4_g23717_DN1_SP0_c0.t1
OG0000097	Roisl.0043s0036.1.p, Roisl.0012s0401.1.p, Roisl.0058s0018.1.p	ESY10_g15554_DN1_SP0_c0.t1
OG0000098	Roisl.0038s0014.1.p	ESY7_g18472_DN3_SP0_c0.t1
OG0000098	Roisl.0050s0022.1.p, Roisl.0050s0026.1.p, Roisl.0050s0027.1.p	ESY11_g53834_DN2_SP0_c0.t1
OG0000098	Roisl.0040s0006.1.p	ESY8_g58377_DN1_SP0_c0.t1, ESY8_g58376_DN2_SP0_c0.t1, ESY16_g62256_DN3_SP0_c0.t1, ESY8_g58375_DN1_SP0_c0.t1
OG0000098	Roisl.0006s0130.1.p	ESY9_g43933_DN2_SP0_c0.t1, ESY1_g10333_DN2_SP0_c0.t1, ESY7_g17569_DN3_SP0_c0.t1
OG0000098	Roisl.0038s0015.1.p, Roisl.0038s0016.1.p	ESY11_g53833_DN2_SP0_c0.t1
OG0000100	Roisl.0050s0110.1.p, Roisl.0008s0047.1.p, Roisl.0008s0045.1.p, Roisl.0021s0634.1.p, Roisl.0050s0117.1.p, Roisl.0209s0693.1.p, Roisl.0008s0042.1.p, Roisl.0008s0041.1.p, Roisl.0008s0048.1.p, Roisl.0214s0561.1.p, Roisl.0214s0639.1.p, Roisl.0214s0220.1.p, Roisl.0209s0720.1.p, Roisl.0209s0070.1.p, Roisl.0010s0201.1.p, Roisl.0050s0114.1.p	ESY1_g11939_DN1_SP0_c0.t1
OG0000101	Roisl.0062s0015.1.p, Roisl.0209s0004.1.p, Roisl.0115s0296.1.p, Roisl.0188s0009.1.p	ESY13_g57677_DN1_SP0_c0.t1
OG0000102	Roisl.0082s0311.1.p, Roisl.0082s0312.1.p	ESY7_g16539_DN1_SP0_c0.t1, ESY7_g16475_DN3_SP0_c0.t1, ESY7_g16538_DN2_SP0_c0.t1, ESY6_g49637_DN2_SP0_c0.t1
OG0000102	Roisl.0082s0310.1.p, Roisl.0214s0910.1.p	ESY7_g16536_DN3_SP0_c0.t1
OG0000105	Roisl.0016s0342.1.p	ESY3_g32130_DN3_SP0_c69.t1
OG0000105	Roisl.0214s0850.1.p	ESY6_g49439_DN2_SP0_c0.t1
OG0000105	Roisl.0005s0217.1.p	ESY16_g61595_DN1_SP0_c0.t1
OG0000105	Roisl.0009s0283.1.p	ESY14_g20044_DN3_SP0_c0.t1
OG0000105	Roisl.0006s0566.1.p	ESY3_g32007_DN1_SP0_c0.t1, ESY7_g17046_DN1_SP0_c0.t1
OG0000107	Roisl.0115s0327.1.p, Roisl.0115s0324.1.p, Roisl.0115s0323.1.p, Roisl.0115s0429.1.p, Roisl.0115s0325.1.p, Roisl.0115s0326.1.p	ESY4_g23035_DN3_SP0_c29.t1
OG0000109	Roisl.0194s0008.1.p	ESY9_g44457_DN2_SP0_c0.t1
OG0000110	Roisl.0023s0015.1.p	ESY3_g27675_DN3_SP0_c0.t1
OG0000110	Roisl.0040s0028.1.p	ESY9_g43985_DN3_SP0_c0.t1
OG0000111	Roisl.0091s0649.1.p	ESY20_g12840_DN2_SP0_c0.t1, ESY8_g60792_DN2_SP0_c0.t1
OG0000114	Roisl.0195s0034.1.p, Roisl.0082s0484.1.p	ESY1_g8019_DN3_SP0_c0.t1, ESY1_g9122_DN3_SP0_c0.t1, ESY3_g29866_DN2_SP0_c0.t1, ESY1_g6559_DN2_SP0_c10.t1, ESY1_g8020_DN3_SP0_c0.t1, ESY12_g51930_DN3_SP0_c0.t1, ESY1_g11590_DN2_SP0_c0.t1, ESY2_g38712_DN2_SP0_c0.t1
OG0000114	Roisl.0053s0310.1.p, Roisl.0209s0095.1.p, Roisl.0006s0143.1.p, Roisl.0059s0001.1.p, Roisl.0184s0082.1.p, Roisl.0059s0002.1.p, Roisl.0184s0098.1.p, Roisl.0056s0052.1.p	ESY1_g8939_DN3_SP0_c0.t1, ESY10_g13678_DN3_SP0_c0.t1, ESY7_g17909_DN3_SP0_c0.t1
OG0000114	Roisl.0179s0081.1.p	ESY9_g42538_DN3_SP0_c15.t1
OG0000117	Roisl.0191s0190.1.p, Roisl.0191s0189.1.p, Roisl.0191s0191.1.p	ESY5_g2024_DN3_SP0_c0.t1
OG0000117	Roisl.0191s0196.1.p	ESY5_g2017_DN3_SP0_c0.t1, ESY5_g2014_DN3_SP0_c0.t1, ESY5_g5207_DN3_SP0_c0.t1, ESY5_g5208_DN3_SP0_c0.t1, ESY5_g5162_DN3_SP0_c0.t1
OG0000118	Roisl.0053s0176.1.p, Roisl.0053s0177.1.p, Roisl.0053s0178.1.p	ESY3_g32056_DN2_SP0_c0.t1
OG0000119	Roisl.0042s0129.1.p	ESY1_g12231_DN2_SP0_c61.t1
OG0000119	Roisl.0209s0264.1.p	ESY1_g12226_DN2_SP0_c73.t1, ESY3_g32436_DN2_SP0_c0.t1
OG0000119	Roisl.0080s0250.1.p	ESY6_g48892_DN3_SP0_c5.t1, ESY9_g42653_DN3_SP0_c4.t1
OG0000122	Roisl.0080s0683.1.p, Roisl.0080s0685.1.p	ESY3_g30973_DN3_SP0_c0.t1, ESY10_g14968_DN3_SP0_c0.t1, ESY20_g12804_DN3_SP0_c0.t1
OG0000122	Roisl.0080s0689.1.p	ESY6_g48225_DN3_SP0_c0.t1, ESY5_g1857_DN3_SP0_c0.t1
OG0000123	Roisl.0214s0314.1.p, Roisl.0214s0313.1.p, Roisl.0214s0312.1.p, Roisl.0021s0620.1.p, Roisl.0080s0166.1.p, Roisl.0080s0162.1.p, Roisl.0209s0054.1.p, Roisl.0210s1558.1.p, Roisl.0209s0060.1.p, Roisl.0080s0163.1.p	ESY1_g10062_DN3_SP0_c100.t1, ESY1_g10061_DN3_SP0_c100.t1, ESY6_g49574_DN2_SP0_c100.t1
OG0000125	Roisl.0082s0689.1.p	ESY8_g58834_DN3_SP0_c19.t1
OG0000125	Roisl.0082s0684.1.p, Roisl.0082s0683.1.p	ESY8_g58838_DN3_SP0_c18.t1
OG0000125	Roisl.0013s0044.1.p	ESY2_g37202_DN3_SP0_c14.t1
OG0000125	Roisl.0006s0238.1.p, Roisl.0006s0239.1.p	ESY1_g12339_DN3_SP0_c5.t1
OG0000127	Roisl.0091s1058.1.p	ESY5_g4488_DN3_SP0_c0.t1
OG0000127	Roisl.0210s1950.1.p	ESY6_g48978_DN3_SP0_c0.t1, ESY6_g48979_DN3_SP0_c0.t1
OG0000127	Roisl.0046s1343.1.p	ESY3_g30943_DN3_SP0_c0.t1, ESY1_g11076_DN3_SP0_c0.t1
OG0000127	Roisl.0034s0161.1.p, Roisl.0079s0305.1.p	ESY1_g11079_DN3_SP0_c0.t1
OG0000127	Roisl.0080s0276.1.p	ESY6_g48851_DN3_SP0_c0.t1
OG0000127	Roisl.0082s0645.1.p	ESY8_g58880_DN2_SP0_c0.t1
OG0000128	Roisl.0019s0649.1.p, Roisl.0019s0650.1.p, Roisl.0018s0040.1.p, Roisl.0018s0036.1.p, Roisl.0018s0037.1.p, Roisl.0018s0038.1.p, Roisl.0018s0034.1.p	ESY1_g11245_DN1_SP0_c0.t1
OG0000129	Roisl.0020s0184.1.p	ESY7_g19441_DN3_SP0_c0.t1, ESY7_g19438_DN2_SP0_c0.t1
OG0000129	Roisl.0204s0176.1.p	ESY2_g34369_DN3_SP0_c0.t1
OG0000129	Roisl.0080s0056.1.p, Roisl.0080s0057.1.p, Roisl.0204s0037.1.p, Roisl.0204s0045.1.p, Roisl.0189s0223.1.p	ESY6_g49428_DN3_SP0_c0.t1
OG0000129	Roisl.0021s0625.1.p	ESY2_g34341_DN3_SP0_c0.t1
OG0000130	Roisl.0027s0125.1.p, Roisl.0012s0041.1.p, Roisl.0032s0030.1.p, Roisl.0189s0078.1.p, Roisl.0083s0046.1.p	ESY1_g9827_DN1_SP0_c0.t1
OG0000130	Roisl.0080s0678.1.p	ESY23_g219_DN2_SP0_c0.t1
OG0000137	Roisl.0080s0797.1.p, Roisl.0080s0796.1.p	ESY1_g10590_DN2_SP0_c0.t1, ESY6_g48021_DN2_SP0_c38.t1
OG0000137	Roisl.0080s0802.1.p	ESY1_g10587_DN2_SP0_c0.t1
OG0000138	Roisl.0214s0530.1.p	ESY11_g54288_DN3_SP0_c0.t1
OG0000140	Roisl.0047s0081.1.p, Roisl.0210s1920.1.p, Roisl.0188s0133.1.p, Roisl.0019s0384.1.p, Roisl.0047s0080.1.p, Roisl.0046s0059.1.p, Roisl.0083s0051.1.p, Roisl.0201s0007.1.p, Roisl.0214s0279.1.p, Roisl.0002s0129.1.p, Roisl.0011s0081.1.p, Roisl.0115s0586.1.p, Roisl.0020s0115.1.p, Roisl.0058s0062.1.p, Roisl.0008s0035.1.p, Roisl.0040s0019.1.p, Roisl.0195s0006.1.p, Roisl.0209s0255.1.p, Roisl.0008s0127.1.p, Roisl.0209s0531.1.p, Roisl.0111s0004.1.p, Roisl.0209s0056.1.p, Roisl.0066s0405.1.p, Roisl.0005s0334.1.p	ESY10_g15894_DN2_SP0_c0.t1
OG0000141	Roisl.0006s0330.1.p	ESY5_g3820_DN1_SP0_c0.t1
OG0000141	Roisl.0023s0060.1.p, Roisl.0209s0568.1.p, Roisl.0209s0569.1.p, Roisl.0010s0046.1.p, Roisl.0010s0047.1.p, Roisl.0184s0160.1.p, Roisl.0209s0570.1.p, Roisl.0010s0044.1.p	ESY2_g33647_DN2_SP0_c0.t1, ESY2_g33651_DN2_SP0_c0.t1
OG0000141	Roisl.0010s0063.1.p, Roisl.0010s0064.1.p	ESY6_g49757_DN3_SP0_c0.t1, ESY6_g49766_DN1_SP0_c0.t1, ESY6_g49768_DN3_SP0_c0.t1, ESY6_g49777_DN3_SP0_c0.t1, ESY6_g49767_DN3_SP0_c0.t1
OG0000148	Roisl.0013s0175.1.p	ESY8_g58470_DN2_SP0_c0.t1
OG0000148	Roisl.0006s0148.1.p	ESY6_g48422_DN3_SP0_c0.t1, ESY5_g4001_DN3_SP0_c14.t1
OG0000148	Roisl.0082s0572.1.p	ESY3_g32181_DN3_SP0_c0.t1
OG0000148	Roisl.0210s1505.1.p	ESY8_g58410_DN2_SP0_c0.t1
OG0000150	Roisl.0032s0020.1.p, Roisl.0018s0384.1.p	ESY3_g27873_DN2_SP0_c0.t1
OG0000151	Roisl.0046s1509.1.p, Roisl.0027s0100.1.p, Roisl.0046s1506.1.p, Roisl.0046s1505.1.p, Roisl.0017s0307.1.p, Roisl.0046s1504.1.p, Roisl.0046s1329.1.p, Roisl.0017s0076.1.p, Roisl.0210s1053.1.p	ESY1_g10786_DN3_SP0_c0.t1, ESY1_g10749_DN1_SP0_c6.t1
OG0000153	Roisl.0033s0089.1.p, Roisl.0046s0659.1.p, Roisl.0204s0152.1.p, Roisl.0033s0087.1.p	ESY18_g63267_DN3_SP0_c0.t1
OG0000153	Roisl.0091s1018.1.p	ESY5_g4518_DN3_SP0_c32.t1
OG0000154	Roisl.0006s0138.1.p	ESY16_g61942_DN3_SP0_c0.t1, ESY16_g61938_DN2_SP0_c0.t1, ESY2_g37486_DN2_SP0_c0.t1
OG0000154	Roisl.0006s0139.1.p	ESY2_g37455_DN1_SP0_c0.t1
OG0000155	Roisl.0045s0096.1.p, Roisl.0005s0072.1.p	ESY27_g13431_DN1_SP0_c0.t1, ESY12_g51398_DN1_SP0_c0.t1
OG0000155	Roisl.0055s0068.1.p	ESY2_g37015_DN1_SP0_c0.t1
OG0000157	Roisl.0213s0249.1.p, Roisl.0213s0140.1.p, Roisl.0115s0101.1.p, Roisl.0210s0036.1.p, Roisl.0115s0102.1.p	ESY7_g18190_DN2_SP0_c0.t1
OG0000157	Roisl.0080s0598.1.p	ESY6_g50353_DN1_SP0_c0.t1
OG0000157	Roisl.0010s0196.1.p	ESY6_g49737_DN2_SP0_c0.t1
OG0000158	Roisl.0020s0089.1.p	ESY4_g26040_DN3_SP0_c0.t1, ESY7_g18054_DN3_SP0_c0.t1, ESY12_g51000_DN3_SP0_c0.t1, ESY4_g26330_DN1_SP0_c0.t1, ESY4_g26326_DN2_SP0_c0.t1, ESY4_g26327_DN1_SP0_c0.t1, ESY8_g59062_DN2_SP0_c0.t1
OG0000158	Roisl.0046s0594.1.p, Roisl.0046s1609.1.p	ESY4_g26329_DN2_SP0_c0.t1, ESY4_g26335_DN1_SP0_c0.t1, ESY4_g26332_DN3_SP0_c0.t1, ESY4_g26336_DN2_SP0_c0.t1, ESY4_g26041_DN2_SP0_c0.t1, ESY7_g18055_DN3_SP0_c0.t1
OG0000158	Roisl.0214s0665.1.p, Roisl.0214s0661.1.p	ESY6_g49100_DN2_SP0_c0.t1
OG0000159	Roisl.0029s0024.1.p	ESY9_g44960_DN3_SP0_c0.t1, ESY3_g27428_DN3_SP0_c0.t1
OG0000160	Roisl.0066s0007.1.p	ESY11_g54431_DN3_SP8_c0.t1
OG0000160	Roisl.0003s0027.1.p	ESY4_g24538_DN3_SP0_c0.t1
OG0000160	Roisl.0080s0566.1.p	ESY6_g48428_DN3_SP8_c0.t1
OG0000160	Roisl.0213s0001.1.p	ESY17_g39881_DN3_SP8_c0.t1
OG0000160	Roisl.0185s0093.1.p	ESY19_g42179_DN3_SP8_c0.t1
OG0000160	Roisl.0115s0111.1.p	ESY2_g36615_DN3_SP8_c6.t1
OG0000160	Roisl.0051s0034.1.p	ESY8_g59421_DN3_SP7_c0.t1
OG0000162	Roisl.0028s0709.1.p	ESY20_g12795_DN3_SP0_c0.t1
OG0000162	Roisl.0028s0712.1.p	ESY20_g12800_DN3_SP0_c0.t1
OG0000163	Roisl.0061s0012.1.p	ESY10_g14513_DN2_SP0_c0.t1
OG0000164	Roisl.0020s0019.1.p, Roisl.0214s0688.1.p, Roisl.0215s0002.1.p, Roisl.0184s0199.1.p, Roisl.0204s0173.1.p, Roisl.0214s0124.1.p, Roisl.0022s0021.1.p	ESY4_g22572_DN3_SP0_c0.t1
OG0000165	Roisl.0013s0197.1.p	ESY11_g54874_DN3_SP0_c0.t1, ESY11_g54875_DN3_SP0_c0.t1
OG0000167	Roisl.0115s0446.1.p, Roisl.0115s0450.1.p, Roisl.0115s0454.1.p, Roisl.0053s0365.1.p	ESY2_g33553_DN2_SP0_c0.t1
OG0000170	Roisl.0035s0196.1.p, Roisl.0018s0217.1.p, Roisl.0018s0216.1.p, Roisl.0194s0036.1.p, Roisl.0035s0201.1.p, Roisl.0035s0199.1.p, Roisl.0035s0198.1.p, Roisl.0035s0200.1.p, Roisl.0023s0104.1.p, Roisl.0028s0023.1.p	ESY7_g16345_DN2_SP0_c0.t1
OG0000171	Roisl.0031s0104.1.p	ESY6_g47353_DN3_SP8_c0.t1
OG0000171	Roisl.0050s0073.1.p	ESY8_g60049_DN3_SP6_c0.t1
OG0000171	Roisl.0066s0281.1.p	ESY11_g53876_DN3_SP8_c0.t1
OG0000171	Roisl.0080s0713.1.p	ESY6_g48165_DN3_SP8_c0.t1
OG0000171	Roisl.0079s0226.1.p, Roisl.0079s0225.1.p	ESY3_g30785_DN3_SP8_c0.t1, ESY3_g30787_DN3_SP0_c0.t1
OG0000171	Roisl.0022s0465.1.p	ESY4_g23864_DN3_SP6_c0.t1
OG0000172	Roisl.0046s1356.1.p	ESY7_g18225_DN1_SP0_c0.t1
OG0000172	Roisl.0028s0565.1.p, Roisl.0052s0054.1.p, Roisl.0053s0095.1.p, Roisl.0075s0225.1.p	ESY8_g59370_DN1_SP0_c0.t1, ESY3_g30908_DN2_SP0_c0.t1
OG0000173	Roisl.0001s0419.1.p, Roisl.0045s0089.1.p	ESY3_g28607_DN2_SP0_c0.t1
OG0000173	Roisl.0001s0452.1.p	ESY4_g25629_DN2_SP0_c19.t1, ESY4_g26323_DN2_SP0_c0.t1, ESY4_g26316_DN3_SP0_c0.t1, ESY4_g26038_DN2_SP0_c0.t1, ESY4_g26322_DN2_SP0_c0.t1, ESY4_g26691_DN3_SP0_c5.t1, ESY4_g26645_DN3_SP0_c39.t1, ESY4_g26692_DN1_SP0_c0.t1, ESY4_g26646_DN2_SP0_c0.t1, ESY4_g26238_DN3_SP0_c0.t1, ESY4_g26647_DN1_SP0_c0.t1
OG0000173	Roisl.0053s0207.1.p, Roisl.0041s0073.1.p	ESY3_g31617_DN3_SP0_c0.t1
OG0000173	Roisl.0008s0315.1.p	ESY4_g25827_DN2_SP0_c0.t1
OG0000174	Roisl.0066s0013.1.p, Roisl.0082s0594.1.p	ESY11_g53584_DN1_SP0_c0.t1, ESY3_g28899_DN2_SP0_c0.t1, ESY4_g24612_DN2_SP0_c73.t1, ESY2_g38528_DN2_SP0_c0.t1, ESY19_g41722_DN3_SP0_c0.t1, ESY11_g53147_DN2_SP0_c3.t1
OG0000177	Roisl.0049s0035.1.p	ESY6_g48223_DN3_SP0_c93.t1
OG0000177	Roisl.0049s0037.1.p	ESY1_g11444_DN3_SP0_c0.t1
OG0000177	Roisl.0189s0081.1.p	ESY8_g59786_DN2_SP0_c0.t1
OG0000179	Roisl.0214s0759.1.p	ESY2_g34090_DN2_SP0_c0.t1
OG0000179	Roisl.0214s0662.1.p, Roisl.0214s0689.1.p, Roisl.0214s0768.1.p, Roisl.0214s0758.1.p, Roisl.0214s0794.1.p, Roisl.0214s0685.1.p	ESY2_g34066_DN3_SP0_c38.t1, ESY16_g61889_DN3_SP0_c12.t1, ESY2_g34050_DN2_SP0_c7.t1
OG0000182	Roisl.0046s1327.1.p	ESY1_g12359_DN3_SP0_c0.t1
OG0000182	Roisl.0214s0394.1.p	ESY3_g32548_DN3_SP0_c0.t1
OG0000183	Roisl.0024s0013.1.p, Roisl.0064s0038.1.p	ESY2_g35240_DN3_SP8_c46.t1
OG0000183	Roisl.0028s0511.1.p, Roisl.0026s0219.1.p	ESY12_g51047_DN3_SP8_c0.t1
OG0000183	Roisl.0208s0006.1.p	ESY8_g59101_DN3_SP5_c0.t1
OG0000183	Roisl.0209s0513.1.p	ESY1_g7203_DN3_SP0_c0.t1
OG0000185	Roisl.0213s0109.1.p	ESY12_g51008_DN3_SP0_c0.t1
OG0000185	Roisl.0024s0123.1.p	ESY2_g35404_DN3_SP0_c41.t1, ESY3_g29317_DN3_SP0_c0.t1
OG0000186	Roisl.0034s0137.1.p	ESY7_g19507_DN2_SP0_c13.t1
OG0000186	Roisl.0209s0018.1.p	ESY7_g19498_DN1_SP0_c8.t1
OG0000186	Roisl.0011s0158.1.p, Roisl.0209s0667.1.p, Roisl.0214s0772.1.p, Roisl.0209s0059.1.p, Roisl.0019s0574.1.p, Roisl.0010s0158.1.p, Roisl.0209s0643.1.p, Roisl.0046s0856.1.p	ESY3_g32370_DN2_SP0_c0.t1, ESY3_g32365_DN1_SP0_c79.t1
OG0000188	Roisl.0210s0897.1.p, Roisl.0074s0934.1.p	ESY3_g31964_DN2_SP0_c0.t1, ESY3_g31967_DN2_SP0_c0.t1
OG0000189	Roisl.0001s0111.1.p	ESY4_g25500_DN3_SP8_c0.t1
OG0000189	Roisl.0007s0123.1.p	ESY5_g3986_DN3_SP8_c0.t1
OG0000192	Roisl.0021s0466.1.p	ESY10_g14136_DN1_SP0_c0.t1
OG0000193	Roisl.0213s0477.1.p	ESY11_g54357_DN1_SP0_c0.t1, ESY3_g29925_DN2_SP0_c0.t1
OG0000194	Roisl.0049s0017.1.p, Roisl.0075s0133.1.p	ESY3_g28566_DN1_SP0_c0.t1
OG0000195	Roisl.0046s0760.1.p	ESY1_g9173_DN1_SP0_c0.t1
OG0000197	Roisl.0023s0098.1.p, Roisl.0023s0102.1.p	ESY8_g59318_DN2_SP0_c55.t1, ESY8_g59316_DN3_SP0_c53.t1, ESY9_g44987_DN1_SP0_c46.t1
OG0000197	Roisl.0091s0346.1.p	ESY9_g43010_DN3_SP0_c0.t1
OG0000198	Roisl.0011s0049.1.p	ESY10_g14610_DN3_SP8_c0.t1
OG0000199	Roisl.0091s0010.1.p, Roisl.0019s0834.1.p, Roisl.0024s0042.1.p, Roisl.0001s0510.1.p	ESY1_g12013_DN3_SP0_c0.t1, ESY1_g12014_DN3_SP0_c0.t1
OG0000199	Roisl.0082s0445.1.p, Roisl.0082s0444.1.p, Roisl.0020s0058.1.p	ESY1_g12012_DN3_SP0_c0.t1
OG0000200	Roisl.0091s1125.1.p	ESY11_g54907_DN2_SP0_c0.t1, ESY11_g54900_DN2_SP0_c0.t1, ESY11_g54903_DN3_SP0_c0.t1, ESY11_g54896_DN3_SP0_c0.t1
OG0000201	Roisl.0066s0324.1.p	ESY15_g64746_DN1_SP0_c100.t1
OG0000201	Roisl.0013s0189.1.p, Roisl.0082s0503.1.p	ESY3_g29139_DN2_SP0_c10.t1, ESY19_g42177_DN3_SP0_c23.t1
OG0000202	Roisl.0191s0669.1.p	ESY17_g40199_DN1_SP0_c62.t1
OG0000203	Roisl.0026s0064.1.p	ESY1_g10742_DN3_SP0_c0.t1
OG0000203	Roisl.0026s0053.1.p	ESY1_g11458_DN3_SP0_c0.t1
OG0000203	Roisl.0026s0056.1.p	ESY1_g11462_DN3_SP0_c0.t1
OG0000203	Roisl.0026s0058.1.p	ESY1_g11463_DN3_SP0_c0.t1
OG0000205	Roisl.0209s0536.1.p, Roisl.0194s0079.1.p, Roisl.0209s0784.1.p, Roisl.0191s0702.1.p, Roisl.0204s0008.1.p, Roisl.0185s0083.1.p, Roisl.0194s0012.1.p, Roisl.0066s0404.1.p, Roisl.0012s0177.1.p, Roisl.0185s0085.1.p, Roisl.0215s0013.1.p, Roisl.0209s0582.1.p, Roisl.0037s0079.1.p	ESY7_g17506_DN1_SP0_c0.t1
OG0000207	Roisl.0060s0018.1.p	ESY22_g41100_DN3_SP0_c0.t1
OG0000209	Roisl.0046s1202.1.p, Roisl.0007s0706.1.p	ESY5_g2795_DN2_SP0_c0.t1
OG0000209	Roisl.0210s0893.1.p, Roisl.0210s0751.1.p	ESY7_g18015_DN2_SP0_c0.t1
OG0000209	Roisl.0036s0024.1.p, Roisl.0191s0174.1.p	ESY4_g25254_DN2_SP0_c0.t1
OG0000209	Roisl.0210s1801.1.p, Roisl.0191s0306.1.p, Roisl.0191s0307.1.p	ESY3_g31328_DN1_SP0_c0.t1
OG0000210	Roisl.0013s0217.1.p, Roisl.0214s0325.1.p	ESY1_g12088_DN2_SP0_c6.t1, ESY1_g12083_DN3_SP0_c23.t1, ESY1_g12076_DN1_SP0_c0.t1, ESY1_g12081_DN2_SP0_c0.t1
OG0000211	Roisl.0209s0028.1.p	ESY19_g41793_DN2_SP0_c0.t1, ESY3_g29249_DN1_SP0_c0.t1
OG0000214	Roisl.0002s0228.1.p, Roisl.0017s0481.1.p	ESY5_g2296_DN2_SP0_c32.t1
OG0000215	Roisl.0019s0017.1.p, Roisl.0210s2007.1.p	ESY43_g13373_DN3_SP0_c65.t1, ESY1_g9596_DN1_SP0_c0.t1, ESY21_g55434_DN3_SP0_c82.t1, ESY13_g57734_DN2_SP0_c0.t1, ESY16_g62421_DN3_SP0_c70.t1
OG0000215	Roisl.0021s0628.1.p, Roisl.0111s0041.1.p, Roisl.0019s0139.1.p, Roisl.0210s0511.1.p, Roisl.0083s0037.1.p, Roisl.0046s0259.1.p	ESY10_g15410_DN3_SP0_c0.t1
OG0000216	Roisl.0209s0235.1.p, Roisl.0209s0234.1.p, Roisl.0209s0233.1.p, Roisl.0214s0809.1.p, Roisl.0046s1649.1.p, Roisl.0210s1376.1.p	ESY5_g2595_DN2_SP0_c6.t1
OG0000217	Roisl.0184s0187.1.p	ESY3_g31541_DN3_SP0_c0.t1, ESY3_g31542_DN3_SP0_c0.t1, ESY3_g31804_DN3_SP0_c0.t1, ESY15_g65699_DN3_SP0_c0.t1
OG0000218	Roisl.0022s0061.1.p, Roisl.0210s0467.1.p, Roisl.0214s0787.1.p, Roisl.0213s0859.1.p, Roisl.0010s0024.1.p, Roisl.0083s0054.1.p	ESY13_g56948_DN3_SP0_c0.t1, ESY2_g36496_DN3_SP0_c0.t1, ESY16_g61951_DN3_SP0_c0.t1, ESY8_g59313_DN3_SP0_c0.t1, ESY2_g37688_DN2_SP0_c0.t1, ESY6_g48234_DN3_SP0_c0.t1, ESY9_g42946_DN3_SP0_c0.t1, ESY11_g53736_DN3_SP0_c0.t1, ESY21_g55677_DN3_SP0_c0.t1, ESY8_g59253_DN3_SP0_c0.t1
OG0000219	Roisl.0009s0056.1.p	ESY2_g33708_DN2_SP0_c0.t1
OG0000219	Roisl.0009s0148.1.p	ESY2_g33496_DN3_SP0_c55.t1
OG0000221	Roisl.0043s0012.1.p	ESY15_g64479_DN3_SP0_c13.t1, ESY24_g32849_DN2_SP0_c0.t1, ESY1_g9334_DN1_SP0_c0.t1, ESY1_g6531_DN1_SP0_c0.t1, ESY10_g14248_DN3_SP0_c0.t1
