Orthogroup	Euclidium_syriacum	Aethionema_saxatile
OG0001149	ESY1_g10120_DN3_SP0_c0.t1	As010G220420
OG0001149	ESY6_g50240_DN3_SP0_c0.t1	As005G120550
OG0001150	ESY7_g17356_DN3_SP3_c0.t1	As009G202000
OG0001150	ESY3_g32474_DN3_SP0_c0.t1	As006G135560
OG0001151	ESY3_g31435_DN2_SP0_c0.t1	As006G140390
OG0001151	ESY15_g64326_DN2_SP0_c0.t1	As009G208040
OG0001152	ESY1_g10540_DN3_SP0_c0.t1	As012G282810
OG0001152	ESY12_g50941_DN3_SP0_c12.t1	As006G142300
OG0001153	ESY1_g10468_DN3_SP0_c0.t1	As006G144900, As012G276310
OG0001154	ESY2_g35999_DN3_SP8_c0.t1	As010G238340
OG0001154	ESY5_g4064_DN3_SP8_c0.t1	As007G155790
OG0001155	ESY5_g3967_DN3_SP4_c0.t1	As007G156380
OG0001156	ESY5_g2022_DN3_SP0_c0.t1	As007G159660
OG0001156	ESY2_g35551_DN3_SP1_c0.t1	As010G233350
OG0001158	ESY2_g35604_DN3_SP2_c0.t1	As010G233690
OG0001159	ESY2_g34705_DN3_SP0_c0.t1, ESY2_g34706_DN3_SP0_c0.t1	As010G236770, As010G236800, As010G236780, As010G236790
OG0001160	ESY2_g36297_DN3_SP8_c0.t1	As011G245380
OG0001160	ESY3_g30216_DN3_SP8_c0.t1, ESY8_g58489_DN3_SP0_c0.t1	As012G268400
OG0001161	ESY3_g29113_DN3_SP8_c0.t1	As011G253310
OG0001161	ESY2_g37239_DN3_SP8_c0.t1	As012G271410
OG0001162	ESY2_g37737_DN3_SP0_c0.t1, ESY2_g37738_DN3_SP0_c0.t1	As012G273060
OG0001169	ESY4_g23805_DN3_SP0_c0.t1, ESY13_g56943_DN3_SP0_c0.t1, ESY5_g5008_DN3_SP0_c0.t1, ESY5_g5012_DN3_SP0_c0.t1, ESY5_g5009_DN3_SP0_c0.t1	As012G283970, As001G006050
OG0001169	ESY6_g47559_DN3_SP8_c0.t1	As002G045450, As002G045480
OG0001170	ESY3_g31781_DN3_SP0_c0.t1	As022G292050, As022G292140, As048G294600, As012G279330, As012G280590, As009G206290, As001G015180
OG0001171	ESY2_g33921_DN3_SP0_c0.t1	As001G021220
OG0001171	ESY5_g3575_DN3_SP0_c0.t1	As008G186600
OG0001172	ESY10_g14200_DN3_SP0_c0.t1	As001G024140
OG0001172	ESY5_g2716_DN3_SP0_c0.t1	As008G183530
OG0001173	ESY3_g32393_DN3_SP0_c0.t1, ESY2_g35168_DN3_SP0_c0.t1, ESY2_g33309_DN3_SP0_c13.t1	As002G032750
OG0001174	ESY3_g31148_DN3_SP5_c0.t1	As002G036310
OG0001174	ESY7_g18985_DN3_SP0_c0.t1	As009G214250
OG0001175	ESY6_g48167_DN2_SP1_c0.t1	As002G047920
OG0001176	ESY6_g50500_DN3_SP8_c0.t1	As005G118510
OG0001176	ESY7_g18037_DN3_SP8_c0.t1	As002G052820
OG0001177	ESY7_g18615_DN3_SP0_c0.t1, ESY7_g18620_DN3_SP0_c0.t1, ESY7_g18618_DN3_SP0_c0.t1	As002G054880
OG0001178	ESY7_g18599_DN3_SP7_c0.t1	As002G055020
OG0001178	ESY6_g49529_DN3_SP1_c0.t1	As009G217930
OG0001179	ESY9_g42722_DN2_SP0_c16.t1	As003G057140
OG0001179	ESY1_g11646_DN3_SP0_c5.t1	As011G256550
OG0001180	ESY1_g6720_DN1_SP0_c0.t1, ESY9_g43029_DN3_SP5_c0.t1	As003G057900
OG0001180	ESY7_g16742_DN3_SP8_c0.t1	As004G087660
OG0001181	ESY9_g43583_DN3_SP8_c0.t1	As003G059790
OG0001181	ESY7_g16366_DN3_SP8_c0.t1	As004G085930
OG0001182	ESY6_g48241_DN3_SP3_c0.t1	As004G081230
OG0001182	ESY11_g53782_DN3_SP6_c0.t1	As003G069510
OG0001183	ESY4_g26017_DN3_SP8_c0.t1	As003G072080
OG0001183	ESY11_g54099_DN3_SP7_c0.t1	As011G264670, As010G236540
OG0001184	ESY1_g12371_DN1_SP0_c0.t1	As012G287840
OG0001184	ESY12_g51664_DN2_SP0_c0.t1	As005G100420
OG0001185	ESY1_g12333_DN3_SP0_c0.t1	As012G287600
OG0001185	ESY12_g51718_DN3_SP0_c0.t1	As005G100800
OG0001186	ESY1_g11099_DN3_SP2_c12.t1, ESY1_g11237_DN3_SP0_c15.t1, ESY4_g24926_DN3_SP0_c0.t1	As012G285360, As005G104120
OG0001187	ESY20_g13341_DN3_SP0_c0.t1	As006G126100
OG0001187	ESY5_g4847_DN3_SP5_c0.t1	As008G195000
OG0001188	ESY8_g58703_DN3_SP8_c0.t1	As006G128390
OG0001189	ESY3_g32648_DN3_SP8_c0.t1	As006G132950
OG0001189	ESY7_g17617_DN3_SP6_c0.t1	As009G200010
OG0001190	ESY3_g32155_DN3_SP8_c0.t1	As006G137230
OG0001190	ESY7_g17070_DN3_SP8_c0.t1	As009G204060
OG0001191	ESY10_g15576_DN3_SP8_c0.t1	As009G206340
OG0001191	ESY3_g31792_DN3_SP8_c0.t1	As006G138540
OG0001192	ESY2_g38407_DN3_SP8_c28.t1	As012G274380
OG0001193	ESY1_g10703_DN3_SP8_c0.t1	As012G282070
OG0001193	ESY9_g45606_DN3_SP8_c0.t1	As006G143230
OG0001194	ESY1_g10643_DN3_SP4_c0.t1	As012G282360
OG0001194	ESY3_g30755_DN3_SP8_c0.t1	As006G143580
OG0001195	ESY5_g4327_DN3_SP0_c0.t1	As007G153910
OG0001195	ESY2_g35819_DN3_SP0_c0.t1	As010G241270
OG0001196	ESY2_g35973_DN3_SP0_c0.t1	As010G238520
OG0001196	ESY5_g4081_DN3_SP8_c0.t1	As007G155700
OG0001197	ESY1_g10930_DN3_SP0_c0.t1, ESY1_g10935_DN3_SP0_c0.t1	As008G186880
OG0001198	ESY6_g47844_DN3_SP0_c0.t1	As009G205900
OG0001200	ESY6_g49287_DN2_SP0_c0.t1	As009G212830
OG0001200	ESY2_g36269_DN3_SP0_c0.t1	As012G268790
OG0001201	ESY6_g50149_DN3_SP8_c0.t1	As009G216930
OG0001201	ESY1_g9286_DN3_SP8_c0.t1	As010G222450
OG0001202	ESY1_g9878_DN3_SP6_c0.t1, ESY11_g54650_DN3_SP0_c0.t1, ESY11_g54651_DN3_SP0_c0.t1, ESY11_g54653_DN3_SP0_c0.t1	As010G221230
OG0001203	ESY6_g49751_DN3_SP0_c0.t1	As010G226280
OG0001204	ESY16_g61715_DN3_SP0_c0.t1, ESY4_g25876_DN3_SP0_c0.t1, ESY20_g13288_DN3_SP0_c0.t1	As010G226550
OG0001205	ESY2_g36944_DN2_SP0_c0.t1	As012G269930
OG0001205	ESY3_g30538_DN3_SP0_c32.t1	As011G247320
OG0001206	ESY8_g58353_DN3_SP0_c0.t1	As011G248630, As011G248620, As011G248570, As011G248610, As011G248600
OG0001207	ESY2_g38408_DN3_SP5_c0.t1	As012G274390
OG0001207	ESY3_g29882_DN3_SP1_c0.t1	As011G249080
OG0001208	ESY2_g37729_DN3_SP8_c0.t1	As012G273020
OG0001208	ESY3_g29607_DN3_SP8_c0.t1	As011G250940
OG0001209	ESY3_g29496_DN3_SP8_c0.t1	As011G251200
OG0001223	ESY11_g53722_DN3_SP0_c0.t1	As011G262960
OG0001223	ESY4_g25677_DN3_SP0_c0.t1	As001G013780
OG0001224	ESY5_g3265_DN3_SP6_c0.t1, ESY5_g3266_DN3_SP6_c0.t1	As008G188670
OG0001224	ESY2_g34211_DN3_SP1_c0.t1	As001G019000
OG0001225	ESY10_g13820_DN3_SP0_c25.t1, ESY10_g13889_DN3_SP0_c0.t1	As001G025730
OG0001226	ESY11_g54186_DN2_SP0_c0.t1, ESY11_g54185_DN2_SP0_c0.t1, ESY11_g54184_DN3_SP0_c0.t1	As001G026900
OG0001227	ESY3_g30963_DN3_SP7_c0.t1	As002G034420
OG0001227	ESY7_g19428_DN3_SP5_c0.t1	As005G107870
OG0001229	ESY6_g48342_DN3_SP0_c0.t1, ESY6_g48332_DN3_SP0_c0.t1, ESY4_g25967_DN3_SP0_c0.t1	As002G049770, As002G049710, As002G049750, As002G047650, As002G047640, As002G048550, As002G048440, As002G048410, As002G048430
OG0001230	ESY6_g49447_DN3_SP8_c0.t1	As009G218340
OG0001230	ESY7_g18525_DN3_SP7_c0.t1	As002G055400
OG0001231	ESY6_g49433_DN3_SP3_c0.t1	As009G218430
OG0001231	ESY7_g18518_DN3_SP1_c24.t1	As002G055440
OG0001232	ESY4_g25387_DN3_SP0_c0.t1	As003G057340
OG0001233	ESY26_g42345_DN3_SP8_c0.t1	As003G060920
OG0001233	ESY18_g63088_DN3_SP5_c0.t1	As004G084810
OG0001234	ESY2_g36042_DN3_SP8_c0.t1	As010G238140
OG0001234	ESY4_g22239_DN2_SP6_c0.t1	As003G065230
OG0001235	ESY11_g54018_DN3_SP6_c0.t1	As010G228510, As011G264390
OG0001235	ESY4_g25377_DN3_SP8_c0.t1	As003G071710
OG0001236	ESY22_g41124_DN2_SP6_c0.t1	As004G096250
OG0001236	ESY20_g13337_DN3_SP0_c11.t1	As006G125660
OG0001237	ESY12_g51786_DN3_SP0_c0.t1	As005G101170
OG0001237	ESY1_g12281_DN3_SP0_c0.t1	As012G287400
OG0001238	ESY12_g51802_DN3_SP8_c0.t1	As012G287280
OG0001238	ESY1_g12256_DN3_SP7_c0.t1	As005G101270
OG0001239	ESY1_g11926_DN3_SP8_c0.t1	As012G285940
OG0001239	ESY12_g52118_DN3_SP8_c0.t1	As005G103030
OG0001240	ESY12_g52186_DN2_SP0_c0.t1	As005G103570
OG0001240	ESY12_g52184_DN1_SP0_c0.t1	As005G103560
OG0001241	ESY12_g52193_DN3_SP5_c0.t1	As005G103630
OG0001242	ESY7_g19354_DN3_SP8_c0.t1	As005G108180
OG0001243	ESY6_g49852_DN3_SP0_c0.t1	As005G110180
OG0001244	ESY7_g16481_DN3_SP0_c0.t1	As005G111140
OG0001245	ESY1_g10083_DN3_SP0_c0.t1, ESY1_g10086_DN3_SP0_c0.t1	As010G220630
OG0001245	ESY6_g50257_DN3_SP2_c0.t1	As005G120340
OG0001246	ESY5_g5386_DN3_SP8_c0.t1	As008G198180
OG0001246	ESY20_g13124_DN3_SP8_c15.t1	As006G122500
OG0001247	ESY20_g13318_DN3_SP8_c0.t1	As006G123620
OG0001247	ESY3_g30674_DN3_SP8_c0.t1	As006G141330
OG0001248	ESY8_g58814_DN3_SP6_c0.t1, ESY8_g58816_DN3_SP1_c0.t1, ESY8_g58818_DN3_SP0_c0.t1	As006G129030, As006G129020, As008G192650
OG0001249	ESY9_g45321_DN3_SP0_c0.t1, ESY9_g45323_DN3_SP0_c0.t1	As006G130480, As006G148330, As006G148320
OG0001250	ESY7_g17443_DN3_SP8_c0.t1	As009G201070
OG0001250	ESY3_g32551_DN3_SP8_c0.t1	As006G135030
OG0001251	ESY3_g32501_DN3_SP8_c0.t1	As006G135310
OG0001251	ESY7_g17404_DN3_SP8_c0.t1	As009G201580
OG0001252	ESY3_g32471_DN3_SP5_c0.t1	As009G202070, As006G135600
OG0001253	ESY3_g31677_DN3_SP2_c0.t1	As006G138960
OG0001253	ESY10_g15458_DN3_SP0_c0.t1	As009G205910, As007G182060
OG0001254	ESY2_g37267_DN3_SP0_c0.t1	As012G271900
OG0001254	ESY9_g44057_DN3_SP7_c0.t1	As006G148850
OG0001255	ESY2_g36098_DN2_SP0_c0.t1	As010G241660
OG0001255	ESY5_g4363_DN3_SP0_c0.t1	As007G153580
OG0001256	ESY2_g35850_DN3_SP0_c0.t1	As010G241030
OG0001256	ESY5_g4315_DN3_SP0_c0.t1	As007G153970
OG0001257	ESY2_g35898_DN3_SP8_c0.t1	As010G240510
OG0001257	ESY5_g4268_DN3_SP6_c0.t1	As007G154290
OG0001258	ESY5_g4150_DN3_SP0_c0.t1	As007G155250
OG0001258	ESY2_g34991_DN2_SP0_c0.t1	As010G238870
OG0001260	ESY14_g21060_DN3_SP0_c68.t1	As007G163650
OG0001261	ESY5_g2783_DN3_SP0_c0.t1, ESY10_g14334_DN3_SP0_c0.t1	As008G183080
OG0001262	ESY5_g2771_DN3_SP0_c0.t1, ESY5_g2774_DN3_SP0_c0.t1	As008G183230
OG0001263	ESY5_g3784_DN3_SP3_c0.t1, ESY2_g33641_DN3_SP1_c0.t1	As008G185060
OG0001264	ESY3_g30207_DN3_SP8_c0.t1	As011G245280
OG0001264	ESY2_g36313_DN2_SP8_c0.t1	As012G268320
OG0001265	ESY2_g37247_DN3_SP8_c0.t1	As012G271440
OG0001265	ESY3_g29119_DN3_SP6_c0.t1	As011G253290
OG0001274	ESY8_g59456_DN3_SP0_c0.t1	As007G178240
OG0001274	ESY4_g24804_DN3_SP8_c0.t1	As001G003270
OG0001275	ESY5_g3929_DN3_SP8_c0.t1	As007G156730
OG0001275	ESY4_g25476_DN3_SP8_c0.t1	As001G014870
OG0001276	ESY2_g33880_DN3_SP0_c0.t1	As001G021540
OG0001276	ESY5_g3601_DN3_SP0_c0.t1	As008G186480
OG0001278	ESY2_g33841_DN2_SP0_c0.t1, ESY2_g33844_DN3_SP0_c0.t1, ESY2_g33842_DN2_SP8_c0.t1	As001G026660, As001G026620
OG0001279	ESY7_g17514_DN3_SP8_c0.t1	As009G200780
OG0001279	ESY3_g32597_DN3_SP8_c16.t1	As001G027360, As006G134750
OG0001280	ESY2_g34558_DN3_SP0_c0.t1	As001G027620
OG0001280	ESY8_g60807_DN3_SP0_c0.t1	As004G078400
OG0001281	ESY23_g212_DN3_SP0_c0.t1	As003G061850
OG0001281	ESY8_g60050_DN3_SP0_c0.t1	As004G098150, As001G030710
OG0001282	ESY6_g48322_DN3_SP0_c0.t1	As002G032810, As002G048530, As008G190450
OG0001283	ESY1_g11771_DN3_SP8_c0.t1	As012G283460
OG0001283	ESY12_g51062_DN3_SP8_c0.t1	As002G033170
OG0001284	ESY15_g65225_DN3_SP8_c0.t1	As002G040880
OG0001284	ESY6_g49798_DN3_SP8_c0.t1	As009G219310
OG0001285	ESY6_g47868_DN3_SP0_c0.t1	As002G046220
OG0001285	ESY16_g62252_DN1_SP0_c0.t1	As006G132440
OG0001286	ESY6_g47978_DN3_SP0_c0.t1	As002G046840, As002G046830, As002G046800, As002G046810
OG0001287	ESY16_g62409_DN3_SP6_c0.t1	As006G134550
OG0001287	ESY6_g48005_DN3_SP8_c0.t1	As002G047070
OG0001288	ESY7_g18182_DN3_SP8_c0.t1	As002G051870
OG0001289	ESY9_g42448_DN3_SP0_c0.t1	As003G055830
OG0001289	ESY10_g14855_DN2_SP0_c0.t1	As004G090340
OG0001290	ESY18_g63622_DN3_SP6_c0.t1	As004G084370
OG0001290	ESY23_g162_DN3_SP8_c0.t1	As003G061690
OG0001291	ESY14_g19691_DN2_SP0_c0.t1	As003G062380
OG0001291	ESY23_g560_DN3_SP0_c0.t1, ESY23_g540_DN2_SP0_c0.t1	As003G062370
OG0001292	ESY8_g58712_DN3_SP0_c0.t1	As006G128480
OG0001292	ESY3_g32607_DN3_SP0_c0.t1	As003G068450, As006G132720
OG0001293	ESY1_g11259_DN3_SP0_c0.t1	As012G285310, As003G069570
OG0001294	ESY8_g59704_DN2_SP7_c18.t1	As007G180370
OG0001294	ESY4_g26684_DN2_SP8_c22.t1, ESY4_g26683_DN3_SP0_c17.t1	As003G074750
OG0001295	ESY9_g42909_DN3_SP0_c0.t1, ESY7_g19240_DN3_SP0_c0.t1, ESY2_g33672_DN3_SP0_c0.t1	As004G077550, As004G077530, As004G077540, As004G077570
OG0001296	ESY8_g59656_DN2_SP0_c0.t1, ESY5_g4288_DN1_SP0_c0.t1, ESY11_g54982_DN3_SP0_c0.t1	As004G079870
OG0001297	ESY5_g4707_DN3_SP0_c0.t1	As004G085780
OG0001298	ESY3_g28803_DN3_SP3_c0.t1	As004G095930, As011G254560
OG0001299	ESY12_g51625_DN3_SP0_c0.t1, ESY12_g51632_DN3_SP0_c0.t1	As005G100270
OG0001300	ESY1_g11511_DN3_SP8_c0.t1	As012G284530
OG0001300	ESY12_g51313_DN3_SP0_c0.t1	As005G104930
OG0001301	ESY1_g11554_DN3_SP8_c0.t1	As012G284300
OG0001302	ESY6_g50435_DN3_SP7_c4.t1	As005G119060
OG0001303	ESY11_g53285_DN3_SP0_c0.t1, ESY20_g13358_DN1_SP0_c0.t1	As006G121100
OG0001303	ESY12_g51918_DN3_SP0_c0.t1, ESY5_g5554_DN1_SP0_c0.t1	As008G199380
OG0001304	ESY5_g4454_DN3_SP2_c0.t1, ESY8_g58919_DN3_SP1_c0.t1	As006G129740
OG0001305	ESY3_g31762_DN3_SP8_c0.t1	As006G138870
OG0001305	ESY10_g15507_DN3_SP0_c0.t1, ESY17_g39286_DN3_SP0_c0.t1, ESY3_g31769_DN3_SP0_c0.t1	As009G206160
OG0001306	ESY10_g15463_DN3_SP7_c0.t1	As009G205940
OG0001306	ESY3_g31680_DN3_SP8_c0.t1	As006G138930
OG0001307	ESY15_g64783_DN3_SP0_c0.t1	As009G208950
OG0001309	ESY9_g45150_DN3_SP8_c0.t1	As006G147030
OG0001309	ESY1_g11004_DN3_SP7_c0.t1	As012G278060
OG0001310	ESY5_g4397_DN3_SP8_c0.t1	As007G153270
OG0001310	ESY2_g36825_DN3_SP8_c0.t1	As010G242210
OG0001311	ESY10_g15686_DN3_SP0_c0.t1	As009G206930
OG0001312	ESY15_g64473_DN3_SP0_c0.t1	As009G209520
OG0001313	ESY2_g34481_DN3_SP3_c0.t1	As010G229670
OG0001314	ESY3_g30193_DN3_SP8_c0.t1	As011G245230
OG0001314	ESY2_g36343_DN3_SP8_c12.t1	As012G268220, As012G268230
OG0001315	ESY3_g30631_DN3_SP8_c0.t1, ESY2_g37044_DN3_SP8_c0.t1	As011G247950
OG0001317	ESY2_g37481_DN3_SP8_c0.t1	As012G272280
OG0001318	ESY2_g38449_DN3_SP0_c0.t1, ESY2_g38485_DN2_SP0_c0.t1	As012G274540
OG0001319	ESY1_g11183_DN3_SP8_c0.t1	As012G276400, As012G276590
OG0001328	ESY4_g24894_DN1_SP0_c0.t1, ESY8_g59420_DN3_SP0_c18.t1	As001G003730
OG0001330	ESY11_g54003_DN3_SP8_c0.t1	As011G264300
OG0001330	ESY4_g25394_DN3_SP8_c0.t1	As001G015630
OG0001331	ESY2_g34200_DN3_SP0_c0.t1, ESY2_g34199_DN3_SP0_c0.t1, ESY2_g34145_DN3_SP0_c0.t1	As001G019080
OG0001332	ESY2_g34124_DN3_SP8_c12.t1	As001G019570
OG0001332	ESY5_g3365_DN3_SP8_c0.t1	As008G187940
OG0001333	ESY2_g33922_DN3_SP5_c0.t1	As001G021210
OG0001333	ESY5_g3574_DN3_SP8_c0.t1	As008G186610
OG0001334	ESY5_g2867_DN3_SP0_c0.t1	As008G182480
OG0001334	ESY10_g14599_DN3_SP6_c0.t1	As001G022740
OG0001335	ESY7_g19074_DN3_SP1_c0.t1	As009G214520
OG0001335	ESY23_g300_DN3_SP0_c0.t1, ESY3_g31111_DN3_SP8_c0.t1	As002G035960
OG0001336	ESY3_g31325_DN2_SP7_c0.t1, ESY7_g18761_DN2_SP6_c0.t1	As002G037540
OG0001337	ESY6_g47611_DN3_SP3_c0.t1	As002G045530
OG0001338	ESY16_g62163_DN3_SP0_c0.t1	As002G045540
OG0001339	ESY6_g48073_DN3_SP0_c0.t1	As002G047440
OG0001339	ESY16_g62484_DN3_SP0_c0.t1	As006G134360
OG0001340	ESY7_g18145_DN3_SP8_c0.t1	As002G052060, As002G052070, As010G238380
OG0001341	ESY6_g49995_DN3_SP8_c0.t1	As009G215560
OG0001341	ESY7_g18097_DN3_SP8_c0.t1	As002G052360
OG0001342	ESY7_g17960_DN3_SP8_c0.t1	As002G053260
OG0001342	ESY6_g50535_DN3_SP0_c0.t1	As005G118290
OG0001343	ESY7_g18668_DN3_SP8_c0.t1	As002G054600
OG0001343	ESY6_g50188_DN3_SP8_c13.t1	As009G217260
OG0001344	ESY9_g42482_DN3_SP0_c25.t1	As003G056040
OG0001344	ESY10_g14913_DN2_SP0_c0.t1	As004G089590
OG0001345	ESY9_g42751_DN3_SP8_c0.t1	As003G057260
OG0001345	ESY9_g42746_DN2_SP0_c0.t1, ESY7_g16837_DN3_SP8_c0.t1	As004G088210
OG0001346	ESY9_g43344_DN3_SP0_c0.t1	As003G058800
OG0001347	ESY3_g32628_DN3_SP8_c0.t1	As003G061790, As006G132770
OG0001348	ESY11_g54105_DN3_SP8_c0.t1	As011G264720
OG0001348	ESY4_g26023_DN3_SP0_c0.t1	As003G072120
OG0001349	ESY11_g54200_DN3_SP0_c0.t1	As011G265000
OG0001349	ESY4_g26185_DN3_SP1_c0.t1	As003G072460
OG0001350	ESY4_g26624_DN3_SP3_c0.t1	As003G074310
OG0001351	ESY4_g25588_DN3_SP0_c0.t1, ESY2_g34338_DN3_SP0_c0.t1, ESY2_g34337_DN3_SP0_c0.t1, ESY2_g34336_DN3_SP0_c0.t1	As004G076770
OG0001352	ESY21_g55164_DN3_SP0_c0.t1	As004G080580
OG0001354	ESY1_g12486_DN3_SP0_c0.t1	As012G288470
OG0001354	ESY12_g52228_DN2_SP0_c0.t1	As005G099420
OG0001355	ESY1_g12259_DN3_SP0_c0.t1	As012G287310
OG0001355	ESY12_g51799_DN3_SP6_c0.t1	As005G101250
OG0001357	ESY12_g51290_DN2_SP0_c0.t1	As005G105170
OG0001358	ESY12_g51242_DN3_SP0_c0.t1	As005G105450
OG0001358	ESY1_g11645_DN3_SP8_c0.t1	As012G284050
OG0001359	ESY6_g49016_DN3_SP5_c0.t1	As010G224750
OG0001359	ESY6_g48822_DN3_SP7_c0.t1	As005G114870
OG0001360	ESY20_g13331_DN3_SP0_c4.t1	As006G125720
OG0001361	ESY20_g12710_DN3_SP0_c0.t1	As006G125770
OG0001361	ESY5_g4939_DN3_SP0_c0.t1	As008G195770
OG0001363	ESY16_g62340_DN3_SP0_c17.t1, ESY16_g62342_DN2_SP0_c17.t1	As006G132630, As006G132640
OG0001364	ESY7_g17515_DN3_SP8_c0.t1	As009G200770
OG0001364	ESY3_g32598_DN3_SP8_c0.t1	As006G134740
OG0001365	ESY3_g32587_DN3_SP6_c0.t1	As006G134810
OG0001365	ESY7_g17485_DN3_SP8_c0.t1	As009G201450
OG0001366	ESY7_g17380_DN3_SP0_c0.t1	As009G201800
OG0001366	ESY3_g32485_DN3_SP0_c0.t1	As006G135460
OG0001367	ESY3_g31521_DN3_SP7_c0.t1	As009G207270, As006G140140
OG0001368	ESY15_g65465_DN3_SP0_c0.t1	As006G147840
OG0001370	ESY5_g2559_DN3_SP8_c0.t1	As007G157050
OG0001370	ESY2_g34718_DN3_SP8_c0.t1	As010G236860
OG0001372	ESY3_g32375_DN3_SP0_c0.t1, ESY7_g17227_DN3_SP8_c10.t1	As009G202990
OG0001373	ESY2_g37928_DN3_SP0_c0.t1	As012G273140
OG0001373	ESY3_g29690_DN3_SP2_c0.t1	As011G250390, As010G231610
OG0001374	ESY2_g36003_DN3_SP0_c0.t1, ESY5_g4060_DN3_SP0_c0.t1	As010G238300
OG0001375	ESY2_g36675_DN3_SP8_c0.t1	As010G243020
OG0001376	ESY3_g30309_DN3_SP0_c0.t1	As011G246000
OG0001376	ESY2_g36233_DN2_SP0_c0.t1	As012G269100
OG0001377	ESY3_g29907_DN2_SP0_c0.t1	As011G248870
OG0001378	ESY2_g38005_DN3_SP4_c0.t1	As012G273750
OG0001378	ESY3_g29755_DN3_SP6_c0.t1	As011G249840
OG0001379	ESY3_g29311_DN3_SP6_c0.t1	As011G252120
OG0001379	ESY2_g37469_DN3_SP0_c0.t1	As012G272210
OG0001380	ESY3_g29304_DN3_SP5_c0.t1	As011G252170
OG0001391	ESY3_g30043_DN3_SP0_c0.t1	As004G095000, As004G094980, As004G095020, As001G001800, As004G095040, As004G094950, As004G094970, As004G094990
OG0001392	ESY4_g25502_DN3_SP7_c0.t1	As001G014820
OG0001392	ESY11_g53872_DN3_SP0_c0.t1	As011G263580
OG0001393	ESY11_g53959_DN3_SP0_c0.t1	As011G264210
OG0001393	ESY4_g25419_DN3_SP1_c0.t1	As001G015550
OG0001394	ESY26_g42305_DN1_SP0_c0.t1, ESY4_g26289_DN3_SP0_c0.t1	As001G016470, As001G016510, As001G016490
OG0001395	ESY16_g62500_DN3_SP7_c0.t1	As001G018280
OG0001395	ESY6_g48127_DN3_SP0_c0.t1	As002G047740
OG0001396	ESY16_g62117_DN3_SP0_c0.t1	As001G019470, As001G019500
OG0001397	ESY5_g3463_DN3_SP8_c0.t1	As008G187330
OG0001397	ESY2_g34067_DN3_SP8_c2.t1	As001G020160
OG0001398	ESY10_g14616_DN3_SP8_c0.t1, ESY27_g13386_DN3_SP5_c0.t1	As001G022600
OG0001399	ESY10_g14347_DN3_SP1_c15.t1, ESY5_g2791_DN3_SP0_c9.t1	As001G023670
OG0001400	ESY10_g14032_DN2_SP0_c0.t1	As001G024770
OG0001400	ESY5_g2618_DN2_SP0_c0.t1	As008G183950
OG0001401	ESY8_g60593_DN3_SP8_c0.t1	As001G027400
OG0001401	ESY7_g17479_DN3_SP8_c0.t1	As009G201390, As009G201400
OG0001402	ESY8_g60781_DN1_SP0_c0.t1	As004G078470
OG0001402	ESY2_g34544_DN2_SP0_c0.t1, ESY2_g34540_DN2_SP0_c0.t1	As001G027550
OG0001403	ESY2_g33605_DN2_SP0_c0.t1	As001G031800
OG0001403	ESY5_g3798_DN3_SP8_c0.t1	As008G184840
OG0001404	ESY5_g3764_DN3_SP0_c0.t1	As001G032050, As008G185230
OG0001405	ESY3_g31139_DN3_SP8_c7.t1	As002G036110
OG0001406	ESY4_g26625_DN3_SP8_c0.t1	As003G074300
OG0001406	ESY15_g64992_DN3_SP8_c0.t1	As002G039650
OG0001407	ESY6_g47126_DN3_SP8_c0.t1	As002G044620
OG0001407	ESY4_g23867_DN3_SP8_c0.t1	As007G166220
OG0001408	ESY7_g18030_DN3_SP0_c0.t1	As002G052850
OG0001409	ESY6_g49640_DN3_SP8_c0.t1, ESY7_g17770_DN3_SP8_c17.t1	As002G054220
OG0001410	ESY10_g14979_DN3_SP5_c0.t1	As004G089220
OG0001410	ESY9_g42519_DN3_SP7_c0.t1	As003G056270
OG0001411	ESY9_g42613_DN2_SP0_c32.t1	As003G056550
OG0001411	ESY9_g42612_DN2_SP0_c35.t1	As003G056560, As003G056570
OG0001412	ESY9_g43041_DN3_SP8_c0.t1	As003G057920
OG0001412	ESY7_g16734_DN3_SP8_c0.t1	As004G087620
OG0001413	ESY12_g52052_DN3_SP0_c0.t1	As003G059970
OG0001415	ESY1_g6128_DN2_SP0_c0.t1	As004G081370
OG0001415	ESY3_g28720_DN2_SP0_c0.t1	As003G069080
OG0001416	ESY4_g23249_DN3_SP0_c0.t1	As003G070070
OG0001417	ESY4_g26324_DN3_SP0_c0.t1	As003G073020
OG0001417	ESY8_g59527_DN3_SP1_c0.t1	As007G179140
OG0001418	ESY4_g26826_DN3_SP0_c0.t1	As003G075660
OG0001418	ESY8_g59828_DN2_SP0_c0.t1	As007G180870
OG0001419	ESY8_g60962_DN3_SP8_c0.t1, ESY1_g10543_DN3_SP0_c0.t1	As007G162430, As007G154420, As004G077990
OG0001420	ESY7_g16335_DN3_SP8_c0.t1, ESY9_g43685_DN3_SP6_c17.t1	As004G085760
OG0001421	ESY22_g40738_DN3_SP0_c0.t1, ESY3_g28714_DN3_SP8_c0.t1	As004G095760
OG0001422	ESY3_g31828_DN3_SP8_c0.t1	As006G138250
OG0001422	ESY10_g15672_DN3_SP8_c0.t1	As009G206810, As005G098800
OG0001423	ESY12_g52026_DN3_SP8_c0.t1	As005G102370
