Orthogroup	Aethionema_saxatile	Cardamine_hirsuta
OG0008225	As010G226700, As011G258480	CARHR149720
OG0008227	As010G227920	CARHR060300
OG0008228	As010G227970	CARHR060280
OG0008229	As010G228060, As010G228070	CARHR060260
OG0008230	As010G228230	CARHR060170
OG0008231	As010G228240	CARHR060130
OG0008232	As010G228430	CARHR129020
OG0008233	As010G228830	CARHR059930
OG0008234	As010G229490	CARHR060490
OG0008235	As010G230510	CARHR059860
OG0008236	As010G238090, As010G231770	CARHR061780
OG0008237	As010G231800	CARHR061790
OG0008238	As010G231860	CARHR061880
OG0008239	As010G232870	CARHR062920
OG0008240	As010G232910	CARHR024810
OG0008241	As010G232950, As011G253840	CARHR097680
OG0008242	As010G233160	CARHR063240
OG0008243	As010G233180	CARHR063250
OG0008244	As010G233220	CARHR063350
OG0008245	As010G233290	CARHR063530
OG0008246	As010G233330	CARHR063600
OG0008247	As010G233940	CARHR064300
OG0008248	As010G234190	CARHR064590
OG0008249	As010G234610	CARHR290940
OG0008250	As010G235070	CARHR065040
OG0008251	As010G235290	CARHR071600
OG0008252	As010G235310	CARHR071580
OG0008253	As010G235330	CARHR071560
OG0008254	As010G235590	CARHR071330
OG0008255	As010G235620	CARHR071300
OG0008256	As010G236010	CARHR070990
OG0008257	As010G236270	CARHR070670
OG0008258	As010G236340	CARHR070580
OG0008260	As010G236990	CARHR070040
OG0008261	As010G237460	CARHR069600
OG0008263	As010G237680	CARHR069230
OG0008264	As010G237690	CARHR069220
OG0008265	As010G237830	CARHR069070
OG0008266	As010G237900	CARHR069010
OG0008267	As012G277330, As010G238000	CARHR068910
OG0008268	As010G238370	CARHR068530
OG0008269	As010G238620	CARHR068260
OG0008270	As010G238800	CARHR068050, CARHR103880
OG0008271	As010G239160	CARHR067630
OG0008272	As010G239390	CARHR067260
OG0008273	As010G239580	CARHR067050
OG0008274	As010G239690	CARHR066930
OG0008275	As010G239760	CARHR066870
OG0008276	As010G239920	CARHR066750
OG0008278	As010G240250	CARHR066410
OG0008279	As010G240590	CARHR066090
OG0008281	As010G241250	CARHR065450
OG0008282	As010G241550	CARHR065110
OG0008283	As010G242430	CARHR072710
OG0008284	As010G242880	CARHR073140
OG0008285	As010G243070	CARHR073370
OG0008286	As010G243170	CARHR073500, CARHR153930
OG0008287	As010G243420	CARHR073730
OG0008288	As010G243510	CARHR073880
OG0008289	As010G243660	CARHR074050
OG0008290	As010G243860	CARHR074160
OG0008292	As010G244130	CARHR074370
OG0008293	As010G244430	CARHR074620
OG0008294	As011G244630	CARHR087210
OG0008295	As011G244880	CARHR087610
OG0008296	As011G244910	CARHR087650
OG0008297	As011G245150	CARHR087890
OG0008298	As011G245370	CARHR088090
OG0008299	As011G245870	CARHR088690
OG0008300	As011G245890	CARHR187650
OG0008301	As011G245900	CARHR088720
OG0008302	As011G245940	CARHR088750
OG0008303	As011G245980	CARHR088780
OG0008304	As011G246170	CARHR088970
OG0008305	As011G246220	CARHR089000, CARHR089020
OG0008306	As011G246270	CARHR089070
OG0008307	As011G246340	CARHR089150
OG0008309	As011G247200	CARHR090050
OG0008310	As011G247370	CARHR090250
OG0008311	As011G247400	CARHR090280
OG0008312	As012G270440, As011G247770	CARHR042920
OG0008313	As011G248080	CARHR090990
OG0008314	As011G248420	CARHR091450
OG0008315	As011G248470	CARHR091510
OG0008316	As011G248950	CARHR091990
OG0008317	As011G249360	CARHR092490
OG0008318	As011G249470	CARHR092690
OG0008319	As011G249860	CARHR093150
OG0008320	As011G250010	CARHR093280
OG0008321	As011G250380	CARHR093650
OG0008322	As011G250740	CARHR283750
OG0008323	As011G250760	CARHR094060
OG0008324	As011G250830	CARHR094150
OG0008325	As011G251190	CARHR094520
OG0008326	As011G251550	CARHR094890
OG0008327	As011G251580	CARHR094920
OG0008328	As011G252360	CARHR095710
OG0008329	As011G252590	CARHR164540
OG0008330	As011G252880	CARHR096370
OG0008331	As011G254090	CARHR221910
OG0008332	As011G254410	CARHR098320
OG0008333	As011G255020	CARHR099000
OG0008334	As011G255300	CARHR099260
OG0008335	As011G256150	CARHR100090
OG0008336	As011G256280	CARHR100330
OG0008338	As011G260660	CARHR265590
OG0008339	As011G260780	CARHR108760
OG0008340	As011G262670	CARHR105660
OG0008341	As011G262830	CARHR105960
OG0008342	As011G262970	CARHR106200
OG0008343	As011G263330	CARHR106580, CARHR106560
OG0008344	As011G263510	CARHR106850
OG0008345	As011G263740	CARHR107200, CARHR107170
OG0008346	As011G263870	CARHR107350
OG0008347	As011G264400	CARHR107580
OG0008348	As011G264440	CARHR107620
OG0008349	As011G264450	CARHR107650
OG0008350	As011G264740	CARHR108130
OG0008351	As011G265130	CARHR109220
OG0008352	As011G265150	CARHR109160
OG0008353	As011G265580	CARHR109340
OG0008354	As011G266000	CARHR292530
OG0008355	As011G266310	CARHR110050
OG0008356	As011G267090	CARHR110920
OG0008357	As012G267930	CARHR045630
OG0008358	As012G268030	CARHR045540
OG0008359	As012G268660	CARHR044980
OG0008360	As012G268680	CARHR173610
OG0008361	As012G268770	CARHR044910
OG0008362	As012G269360	CARHR044210
OG0008363	As012G269380	CARHR044190
OG0008364	As012G269650	CARHR043840
OG0008365	As012G269720	CARHR043720
OG0008366	As012G269790	CARHR043570
OG0008367	As012G269910	CARHR043420
OG0008369	As012G269970	CARHR043360
OG0008370	As012G270070	CARHR043270, CARHR258470
OG0008371	As012G270970	CARHR042240
OG0008372	As012G271060	CARHR042090
OG0008373	As012G271360	CARHR041860
OG0008374	As012G271880	CARHR041560
OG0008375	As012G272050	CARHR040660
OG0008376	As012G272290	CARHR040350
OG0008377	As012G272340	CARHR040290
OG0008378	As012G273050	CARHR039240
OG0008379	As012G273310	CARHR039030
OG0008380	As012G274290	CARHR222550
OG0008381	As012G274450	CARHR290740
OG0008382	As012G274860	CARHR129060
OG0008383	As012G274900	CARHR128990
OG0008384	As012G274950	CARHR128950
OG0008385	As012G275480	CARHR161560
OG0008386	As012G275690	CARHR161870
OG0008387	As012G275840	CARHR162030
OG0008388	As012G275920	CARHR162150
OG0008389	As012G276240	CARHR162610
OG0008390	As012G276440	CARHR162760
OG0008391	As012G277260	CARHR163440
OG0008392	As012G277360	CARHR163550
OG0008393	As012G277610	CARHR163680
OG0008394	As012G277760	CARHR163810
OG0008395	As012G278280	CARHR164000
OG0008396	As012G278960	CARHR161380
OG0008397	As012G279870	CARHR164240
OG0008398	As012G279900	CARHR164250
OG0008399	As012G279910	CARHR164640
OG0008400	As012G279990	CARHR164220
OG0008401	As012G280030	CARHR164610
OG0008402	As012G281030	CARHR164930
OG0008403	As012G281830	CARHR165440
OG0008404	As012G281960, As012G281970, As012G281980	CARHR165560, CARHR163150
OG0008405	As012G282560	CARHR166120
OG0008406	As012G282950	CARHR166600
OG0008407	As012G283490	CARHR167140
OG0008408	As012G284090	CARHR167950
OG0008409	As012G284580	CARHR168530
OG0008410	As012G284720	CARHR168840
OG0008411	As012G284910	CARHR169020
OG0008412	As012G284920	CARHR169030
OG0008413	As012G285000	CARHR169090
OG0008414	As012G285030	CARHR169150
OG0008415	As012G285080	CARHR169250
OG0008416	As012G285090	CARHR169260
OG0008417	As012G285100	CARHR137950
OG0008418	As012G285410	CARHR261990
OG0008419	As012G285440	CARHR169790
OG0008420	As012G285540	CARHR169890
OG0008421	As012G285580	CARHR169910
OG0008422	As012G285690	CARHR170040
OG0008423	As012G285730	CARHR170080
OG0008424	As012G285810	CARHR170160
OG0008425	As012G286040	CARHR170420
OG0008426	As012G286130	CARHR170520
OG0008427	As012G286290	CARHR170700
OG0008428	As012G286690	CARHR170960
OG0008429	As012G286770	CARHR171050
OG0008430	As012G287780	CARHR172100
OG0008431	As012G287930	CARHR172290
OG0008432	As012G287950	CARHR172320
OG0008433	As012G288040	CARHR172420
OG0008434	As012G288130	CARHR172520
OG0008436	As012G288730	CARHR173200
OG0008437	As012G288760	CARHR173190
OG0008438	As012G288790	CARHR173230
OG0008439	As012G288970	CARHR173410
OG0008440	As012G289160	CARHR291700
OG0008504	As001G000180	CARHR235970
OG0008505	As001G000550	CARHR236420
OG0008506	As001G000740	CARHR236620
OG0008507	As001G000850	CARHR236730
OG0008508	As001G000890	CARHR236810
OG0008509	As001G001780	CARHR237800
OG0008510	As001G001810	CARHR237820
OG0008511	As001G001820	CARHR237840
OG0008512	As001G001840	CARHR237860
OG0008513	As001G001920	CARHR237950
OG0008514	As001G002240	CARHR238140
OG0008515	As001G002330	CARHR238230
OG0008516	As001G002420, As001G002430	CARHR238310
OG0008517	As001G002460	CARHR238340
OG0008518	As001G002850	CARHR193000
OG0008519	As001G002970	CARHR238680
OG0008520	As001G003000	CARHR238710
OG0008521	As001G003680	CARHR239280
OG0008522	As001G003840	CARHR239440
OG0008523	As001G004010	CARHR239650
OG0008524	As001G004140	CARHR239750
OG0008525	As001G004220	CARHR239810
OG0008526	As001G004640	CARHR240090
OG0008527	As001G004710	CARHR240160
OG0008528	As001G004780	CARHR240190
OG0008529	As001G005390	CARHR240620
OG0008530	As001G005630	CARHR240960
OG0008531	As001G005730	CARHR240930
OG0008532	As001G005760	CARHR240940
OG0008533	As001G006030	CARHR241210
OG0008534	As001G006490	CARHR240680
OG0008535	As001G006610	CARHR241380
OG0008536	As001G006640	CARHR241390
OG0008537	As001G007120	CARHR241400
OG0008538	As001G009960	CARHR241470
OG0008539	As001G010010	CARHR184890
OG0008540	As001G012830, As011G262590	CARHR242540
OG0008541	As001G013640	CARHR242210
OG0008542	As001G013790	CARHR242080
OG0008543	As001G013820	CARHR242340
OG0008544	As001G014120	CARHR242310
OG0008545	As001G014230	CARHR242880
OG0008546	As001G014430	CARHR243030
OG0008547	As001G014730	CARHR243210
OG0008548	As004G078980, As001G015890	CARHR030760
OG0008549	As004G079200, As001G016210	CARHR031070
OG0008550	As001G016330	CARHR031150
OG0008551	As001G016460	CARHR031300
OG0008552	As001G016700	CARHR031560
OG0008553	As001G016930	CARHR031810, CARHR031820
OG0008554	As001G017310	CARHR223650
OG0008555	As001G017370	CARHR223600
OG0008556	As001G017690	CARHR223160
OG0008557	As001G018270	CARHR012500
OG0008558	As001G018540	CARHR055770
OG0008559	As001G018570	CARHR055820
OG0008560	As001G019050	CARHR055170
OG0008561	As001G019300, As010G232740	CARHR241040
OG0008562	As001G019640	CARHR053800
OG0008563	As008G187600	CARHR009920
OG0008564	As001G020010	CARHR283980, CARHR284110
OG0008565	As001G020510	CARHR052970
OG0008566	As001G020550	CARHR052890
OG0008567	As001G021060	CARHR051740
OG0008568	As001G021110	CARHR051680
OG0008569	As001G021120, As011G256100	CARHR100050
OG0008570	As001G021510	CARHR051520
OG0008571	As001G021610	CARHR051340
OG0008572	As001G021630	CARHR051300
OG0008573	As001G021750	CARHR050750, CARHR011610
OG0008574	As001G021760	CARHR050730
OG0008575	As001G021800	CARHR050690
OG0008576	As008G185790, As001G021980	CARHR050470
OG0008577	As008G185580	CARHR012150
OG0008578	As001G022230	CARHR015700
OG0008579	As001G022750	CARHR144180
OG0008580	As001G022920	CARHR144360
OG0008581	As001G023070	CARHR144510
OG0008582	As001G023440	CARHR283560
OG0008583	As001G023730	CARHR145280
OG0008584	As001G024130	CARHR145840
OG0008585	As001G024350	CARHR146120
OG0008586	As001G024620	CARHR146580
OG0008587	As001G024880	CARHR146830
OG0008588	As001G024960	CARHR146910
OG0008589	As001G025100	CARHR147090
OG0008590	As001G025420	CARHR147500
OG0008591	As001G025540	CARHR147680
OG0008592	As001G025780	CARHR147980
OG0008593	As001G025800	CARHR148000
OG0008594	As001G026030	CARHR148360
OG0008595	As001G026150	CARHR148520
OG0008596	As001G026230	CARHR040910
OG0008597	As001G026720	CARHR149240
OG0008598	As001G026730	CARHR149260
OG0008599	As001G027020	CARHR292560
OG0008600	As001G027040	CARHR292520
OG0008601	As001G027250	CARHR151750
OG0008602	As001G027370	CARHR151840, CARHR255770
OG0008603	As001G027390	CARHR151870
OG0008605	As001G027860	CARHR154090
OG0008606	As001G028920	CARHR058210
OG0008607	As001G029150	CARHR057990
OG0008608	As001G029290	CARHR057510
OG0008609	As001G029480	CARHR057060
OG0008610	As001G030220	CARHR046210
OG0008611	As001G030290	CARHR046280
OG0008612	As001G030570	CARHR046540
OG0008613	As001G030600	CARHR046570
OG0008614	As001G030840	CARHR046850
OG0008615	As001G030950	CARHR046980
OG0008616	As001G031050	CARHR047280, CARHR047310
OG0008617	As001G031420, As001G031440	CARHR048150
OG0008618	As001G031430	CARHR048140
OG0008619	As001G031660	CARHR048620
OG0008620	As001G031990	CARHR049250
OG0008621	As002G032320	CARHR087160
OG0008622	As002G049150, As002G032530	CARHR271250
OG0008623	As002G033140, As002G032960	CARHR136320
OG0008624	As002G033460	CARHR136100
OG0008625	As002G033520	CARHR136180
OG0008626	As002G034200	CARHR083680
OG0008627	As005G108520	CARHR209670
OG0008628	As002G035500	CARHR084740
OG0008629	As002G036150	CARHR085260
OG0008630	As002G036470	CARHR085450
OG0008631	As002G036760	CARHR085540
OG0008632	As002G037280	CARHR086040
OG0008633	As002G037390	CARHR086090
OG0008634	As002G037840	CARHR086420
OG0008635	As002G038010	CARHR086510
OG0008636	As002G038040	CARHR086520
OG0008637	As002G038620	CARHR086730
OG0008638	As002G038930	CARHR086890
OG0008639	As002G040600	CARHR258800
OG0008640	As002G042000	CARHR258180
OG0008641	As002G042240	CARHR258040, CARHR229310
OG0008642	As002G042340	CARHR257710
OG0008643	As002G042670	CARHR257390
OG0008644	As002G042720	CARHR257360
OG0008645	As002G042820	CARHR257090
OG0008646	As002G043610	CARHR264540
OG0008647	As002G043710, As002G043700	CARHR264680
OG0008648	As002G044420	CARHR265650
OG0008649	As002G044670	CARHR265910
OG0008650	As002G044820	CARHR266240
OG0008651	As002G044940	CARHR266090
OG0008652	As002G045000	CARHR266040
OG0008653	As002G045240	CARHR266620
OG0008654	As002G045260	CARHR266640
OG0008655	As002G045340	CARHR266700
OG0008656	As002G045360	CARHR266720
OG0008657	As002G045520	CARHR267310
OG0008658	As002G045820	CARHR266920
OG0008659	As002G045910	CARHR267420
OG0008660	As002G046070	CARHR267570
OG0008661	As002G046130	CARHR267640
OG0008662	As002G046740	CARHR268320
OG0008663	As002G046970	CARHR268470
OG0008664	As002G047040	CARHR268570
OG0008665	As002G047300	CARHR268850
OG0008666	As002G047390	CARHR268920
OG0008667	As002G047400	CARHR268930
OG0008668	As002G047860	CARHR269480
OG0008669	As002G048090	CARHR269780
OG0008670	As002G048110	CARHR269800
OG0008671	As002G048250	CARHR270230
OG0008672	As002G048450	CARHR270490
OG0008673	As002G048470	CARHR270510
OG0008674	As002G048630	CARHR270710
OG0008675	As002G048800	CARHR270880
OG0008676	As002G048890	CARHR270970
OG0008677	As002G049000	CARHR271100
OG0008678	As002G049290	CARHR271390
OG0008679	As002G049560	CARHR271660
OG0008680	As002G049830	CARHR271840
OG0008681	As002G049840	CARHR271850
OG0008682	As002G049990	CARHR184350
OG0008683	As002G050190	CARHR284360
OG0008684	As002G050210	CARHR291780
OG0008685	As002G050350	CARHR200140
OG0008686	As002G050370	CARHR200160
OG0008687	As002G050560	CARHR200370
OG0008688	As002G050590	CARHR200400
OG0008689	As002G050610	CARHR200410
OG0008690	As002G050650	CARHR200460
OG0008691	As002G050920	CARHR200770
OG0008692	As002G050930	CARHR200780
OG0008693	As002G051080	CARHR200930
OG0008694	As002G051290	CARHR201170
OG0008695	As002G051380	CARHR201310
OG0008696	As002G051430	CARHR201340
OG0008698	As002G051930	CARHR201950
OG0008699	As002G052500	CARHR202590
OG0008700	As012G274060, As002G052790	CARHR202810
OG0008701	As002G052930	CARHR202930
OG0008702	As002G053160	CARHR203140
OG0008703	As002G053450	CARHR203460
OG0008704	As002G053590	CARHR203710
OG0008705	As002G053670	CARHR203780, CARHR069360
OG0008706	As002G053930	CARHR204060
OG0008707	As002G054190	CARHR204360
OG0008708	As002G054210	CARHR204380
OG0008709	As002G054460	CARHR204620
OG0008710	As002G054660	CARHR204930
OG0008711	As002G054890	CARHR205240
OG0008712	As002G054920	CARHR205280
OG0008713	As002G055000	CARHR205360
OG0008714	As002G055200	CARHR205570
OG0008715	As003G055620	CARHR223830
OG0008716	As004G089690, As003G056010	CARHR224370
OG0008718	As003G056140	CARHR224510
OG0008719	As003G056170	CARHR224530
OG0008720	As003G056180	CARHR224540
OG0008721	As003G056340	CARHR224680
OG0008722	As003G056510	CARHR224890
OG0008723	As003G057220	CARHR225610
OG0008724	As004G087920	CARHR176660
OG0008725	As003G057580	CARHR226010
OG0008726	As003G057610	CARHR226040
OG0008727	As003G057770	CARHR226210
OG0008728	As003G057840	CARHR226290
OG0008729	As003G057860	CARHR226350
OG0008730	As003G058190	CARHR226780
OG0008731	As003G058220	CARHR226820
OG0008732	As003G058400	CARHR227010
OG0008733	As003G058690, As003G058650	CARHR227290
OG0008734	As003G058950	CARHR227600, CARHR036340
OG0008735	As003G059090	CARHR227780
OG0008736	As003G059480	CARHR228130
OG0008737	As003G059850	CARHR228600, CARHR228550
OG0008738	As003G060570	CARHR229490
OG0008739	As004G085080, As003G060630	CARHR254010
OG0008740	As003G060690	CARHR229680
OG0008741	As003G060880	CARHR229900
OG0008742	As003G060970	CARHR230040
OG0008743	As003G060990	CARHR230070
OG0008744	As003G061130	CARHR230180
OG0008745	As003G061490	CARHR230810
OG0008746	As003G061620	CARHR063710
OG0008747	As003G061970	CARHR231280
OG0008748	As004G083660, As003G062650	CARHR256280
OG0008749	As003G062840, As012G271210	CARHR032960
OG0008750	As003G063220	CARHR033550
OG0008751	As003G063300	CARHR033730
OG0008752	As003G063360	CARHR033790
OG0008753	As003G063500	CARHR033980
OG0008754	As003G063830	CARHR034240
OG0008755	As003G064530	CARHR036010
OG0008756	As003G064550	CARHR035950
OG0008757	As003G065960, As003G065970	CARHR134170
OG0008758	As003G066170	CARHR036270
OG0008759	As003G067890	CARHR027360
OG0008760	As003G068780	CARHR027770
OG0008761	As003G069490, As010G240240	CARHR066420
OG0008763	As003G069900	CARHR028600
OG0008764	As003G070230	CARHR029120
OG0008765	As003G071240	CARHR030130
OG0008766	As003G071410	CARHR030290
OG0008767	As003G071550	CARHR030350
OG0008768	As003G071640	CARHR030510
OG0008769	As003G072030	CARHR244060
OG0008770	As003G072060	CARHR244100
OG0008771	As003G072300	CARHR244380
OG0008772	As003G072670	CARHR244830
OG0008773	As003G072950	CARHR245100
OG0008774	As003G073260	CARHR245440
OG0008775	As003G073360	CARHR245530
OG0008776	As003G073420	CARHR245590
OG0008777	As003G073460	CARHR245630
OG0008778	As003G074110	CARHR246200
OG0008779	As003G074130	CARHR246220
OG0008780	As003G074410	CARHR246450
OG0008781	As003G074570	CARHR246520
OG0008782	As003G074590	CARHR246550
OG0008783	As003G074860	CARHR246860
OG0008784	As003G075590	CARHR247430
OG0008785	As004G076900	CARHR235340
OG0008786	As004G076920	CARHR216490, CARHR257530
OG0008787	As004G077020	CARHR216220
OG0008788	As004G077640	CARHR214480
OG0008789	As004G077680	CARHR063370, CARHR138710
OG0008790	As004G078190	CARHR263190
OG0008791	As004G078710	CARHR030500
OG0008792	As004G079270	CARHR207650
OG0008793	As004G079420	CARHR031490
OG0008794	As004G079970	CARHR129900
OG0008795	As004G080160	CARHR260460
OG0008796	As004G081320	CARHR128040
OG0008797	As004G081830	CARHR180440
