Orthogroup	Aethionema_saxatile	Conringia_planisiliqua
OG0003141	As001G013880, As001G013890	CP5_g570_DN3_SP1_c.t1
OG0003142	As001G015570	CP5_g481_DN3_SP0_c.t1
OG0003143	As001G018020	CP6_g7195_DN3_SP8_c.t1
OG0003145	As001G021160	CP1_g37386_DN3_SP8_c.t1, CP2_g49221_DN3_SP8_c.t1
OG0003147	As005G112830	CP19_g17935_DN3_SP2_c.t1
OG0003148	As001G026170	CP13_g19281_DN3_SP6_c.t1
OG0003148	As004G097620	CP5_g1333_DN3_SP8_c.t1
OG0003149	As001G027350	CP2_g48132_DN3_SP0_c.t1
OG0003150	As001G027700	CP13_g19129_DN3_SP8_c.t1
OG0003150	As004G078350	CP5_g1533_DN3_SP2_c.t1
OG0003151	As001G029590	CP5_g2002_DN3_SP6_c.t1
OG0003152	As001G030740	CP13_g19102_DN3_SP0_c.t1
OG0003153	As001G030750	CP13_g19103_DN3_SP8_c.t1
OG0003154	As004G097870	CP19_g17899_DN3_SP5_c.t1
OG0003154	As001G031280	CP2_g48930_DN3_SP8_c.t1
OG0003155	As009G214140, As002G036180	CP11_g33400_DN3_SP0_c.t1
OG0003156	As002G042480	CP1_g38319_DN3_SP0_c.t1, CP1_g38326_DN3_SP7_c.t1
OG0003158	As002G053170	CP11_g32915_DN3_SP3_c.t1
OG0003159	As004G086760	CP13_g20146_DN3_SP1_c.t1
OG0003159	As003G058570	CP6_g6791_DN3_SP4_c.t1
OG0003160	As004G082280	CP13_g20567_DN2_SP0_c.t1
OG0003161	As003G074400	CP5_g209_DN3_SP1_c.t1
OG0003162	As004G079140	CP9_g28127_DN3_SP8_c.t1, CP20_g4084_DN3_SP1_c.t1, CP20_g3937_DN3_SP0_c.t1
OG0003163	As004G085770	CP11_g31868_DN3_SP0_c.t1
OG0003164	As004G094040	CP6_g8034_DN3_SP8_c.t1
OG0003164	As011G256430	CP12_g30827_DN3_SP3_c.t1
OG0003166	As005G101140	CP4_g24126_DN3_SP8_c.t1
OG0003166	As012G287420	CP3_g13254_DN3_SP8_c.t1
OG0003167	As005G101620, As005G101630	CP4_g24179_DN3_SP2_c.t1
OG0003168	As005G106450, As005G106500	CP10_g42859_DN3_SP0_c.t1, CP10_g42850_DN3_SP0_c.t1, CP10_g42860_DN3_SP6_c.t1, CP10_g42851_DN3_SP1_c.t1
OG0003169	As005G107740	CP10_g42920_DN3_SP0_c.t1, CP11_g33609_DN3_SP0_c.t1
OG0003170	As010G221360	CP3_g14384_DN3_SP3_c.t1
OG0003170	As005G119110	CP2_g47683_DN3_SP8_c.t1
OG0003171	As006G122380	CP8_g54537_DN3_SP0_c.t1, CP8_g54538_DN3_SP1_c.t1, CP8_g54536_DN3_SP0_c.t1
OG0003172	As006G122440	CP8_g54526_DN3_SP0_c.t1, CP1_g39646_DN3_SP0_c.t1
OG0003173	As006G123600, As006G123610	CP11_g32010_DN3_SP0_c.t1
OG0003174	As006G124110	CP11_g31962_DN3_SP8_c.t1, CP1_g36721_DN3_SP5_c.t1
OG0003175	As008G195660	CP1_g36591_DN3_SP1_c.t1
OG0003175	As006G125860	CP4_g25480_DN3_SP0_c.t1
OG0003176	As006G125980, As006G125970	CP10_g43829_DN1_SP0_c.t1, CP16_g55400_DN3_SP0_c.t1, CP4_g25466_DN3_SP0_c.t1, CP4_g25465_DN3_SP0_c.t1, CP10_g43831_DN3_SP0_c.t1
OG0003178	As009G200280	CP11_g32555_DN3_SP6_c.t1
OG0003179	As006G133480	CP10_g42099_DN3_SP7_c.t1
OG0003179	As009G200340	CP11_g32562_DN3_SP8_c.t1
OG0003181	As006G138760	CP10_g42543_DN3_SP8_c.t1
OG0003182	As006G142190	CP10_g42858_DN3_SP8_c.t1, CP11_g33724_DN3_SP5_c.t1
OG0003183	As006G143710	CP4_g24802_DN2_SP5_c.t1
OG0003184	As006G144650	CP4_g25133_DN3_SP1_c.t1, CP4_g25132_DN3_SP2_c.t1
OG0003185	As006G148040	CP4_g24905_DN3_SP0_c.t1
OG0003186	As007G154910	CP7_g45905_DN3_SP7_c.t1
OG0003186	As010G239450	CP9_g29045_DN3_SP7_c.t1
OG0003187	As010G237510	CP9_g29242_DN3_SP8_c.t1, CP9_g29248_DN3_SP0_c.t1
OG0003187	As007G156370	CP7_g45740_DN3_SP7_c.t1
OG0003188	As007G156780	CP7_g45699_DN3_SP8_c.t1
OG0003189	As007G156790	CP7_g45697_DN3_SP0_c.t1
OG0003190	As010G235870	CP9_g29398_DN3_SP3_c.t1
OG0003190	As007G157810	CP7_g45599_DN2_SP0_c.t1
OG0003193	As010G228330	CP9_g28309_DN3_SP8_c.t1
OG0003193	As007G162010	CP7_g45165_DN3_SP5_c.t1
OG0003194	As007G178260	CP5_g893_DN3_SP0_c.t1, CP16_g55097_DN3_SP8_c.t1, CP3_g16430_DN1_SP0_c.t1
OG0003195	As007G180480	CP16_g54843_DN3_SP2_c.t1, CP16_g54810_DN3_SP0_c.t1
OG0003198	As008G189210	CP2_g50469_DN3_SP3_c.t1
OG0003199	As008G190490	CP15_g34708_DN3_SP8_c.t1, CP15_g34737_DN3_SP0_c.t1
OG0003201	As008G194490	CP1_g36604_DN3_SP0_c.t1
OG0003202	As008G197050	CP1_g36684_DN3_SP8_c.t1
OG0003203	As009G206950	CP10_g42519_DN3_SP2_c.t1
OG0003204	As009G214600	CP11_g33446_DN3_SP1_c.t1, CP10_g43013_DN3_SP0_c.t1
OG0003205	As011G256540	CP9_g29039_DN3_SP0_c.t1
OG0003205	As009G215060	CP2_g48451_DN1_SP0_c.t1
OG0003207	As009G217560	CP2_g48227_DN3_SP0_c.t1
OG0003208	As010G236670, As010G236680	CP9_g29324_DN2_SP0_c.t1
OG0003209	As011G246360	CP10_g43400_DN3_SP0_c.t1
OG0003211	As011G247480	CP10_g43504_DN3_SP0_c.t1
OG0003212	As011G248070	CP12_g29933_DN3_SP0_c.t1, CP12_g29930_DN3_SP0_c.t1
OG0003212	As011G248060	CP12_g29932_DN3_SP2_c.t1
OG0003213	As011G248330	CP12_g29970_DN3_SP0_c.t1, CP1_g37902_DN3_SP0_c.t1, CP1_g37903_DN3_SP0_c.t1
OG0003214	As011G250070	CP12_g30137_DN3_SP8_c.t1
OG0003216	As011G265500	CP10_g43698_DN3_SP4_c.t1, CP10_g43693_DN3_SP0_c.t1
OG0003218	As012G270030	CP7_g46227_DN3_SP0_c.t1
OG0003219	As012G271490	CP1_g37973_DN3_SP6_c.t1
OG0003220	As012G272530	CP1_g38112_DN3_SP8_c.t1
OG0003221	As012G275000	CP8_g54645_DN2_SP0_c.t1
OG0003222	As012G281200	CP3_g13849_DN3_SP6_c.t1, CP3_g13848_DN3_SP5_c.t1
OG0003223	As012G282130	CP5_g756_DN3_SP4_c.t1, CP16_g55517_DN3_SP5_c.t1
OG0003224	As012G282320, As012G282440	CP3_g13755_DN3_SP8_c.t1, CP5_g1755_DN2_SP0_c.t1, CP4_g24708_DN3_SP2_c.t1
OG0003225	As012G284760	CP3_g13508_DN3_SP3_c.t1, CP3_g13733_DN3_SP6_c.t1
OG0003226	As012G285770	CP3_g13410_DN3_SP8_c.t1, CP4_g24347_DN3_SP2_c.t1
OG0003247	As001G002660	CP5_g937_DN3_SP8_c.t1
OG0003247	As007G178960	CP16_g55053_DN3_SP8_c.t1
OG0003248	As001G002810, As007G178580	CP16_g55057_DN3_SP0_c.t1
OG0003249	As001G004570	CP5_g790_DN3_SP6_c.t1, CP16_g55290_DN3_SP6_c.t1
OG0003250	As001G004950	CP5_g766_DN3_SP8_c.t1, CP16_g55389_DN3_SP5_c.t1
OG0003251	As001G010070	CP6_g7375_DN3_SP0_c.t1, CP6_g7376_DN3_SP0_c.t1
OG0003252	As001G012160	CP5_g639_DN3_SP0_c.t1
OG0003253	As006G124430, As006G124420, As001G012340	CP13_g20196_DN3_SP1_c.t1
OG0003255	As001G015840	CP7_g44783_DN3_SP1_c.t1
OG0003255	As004G078910	CP1_g37301_DN3_SP4_c.t1
OG0003257	As001G026920	CP13_g19208_DN3_SP0_c.t1, CP5_g1409_DN2_SP0_c.t1
OG0003258	As004G077970	CP5_g1605_DN1_SP0_c.t1
OG0003258	As001G028150	CP2_g48846_DN2_SP0_c.t1
OG0003259	As001G032020, As001G032030	CP2_g49025_DN3_SP0_c.t1
OG0003261	As002G044910	CP8_g53272_DN3_SP1_c.t1, CP8_g53273_DN3_SP0_c.t1
OG0003263	As006G134380	CP5_g1315_DN3_SP0_c.t1
OG0003263	As002G046720	CP8_g53469_DN3_SP0_c.t1
OG0003264	As002G051950	CP11_g32802_DN3_SP1_c.t1
OG0003265	As002G052510	CP11_g32856_DN3_SP6_c.t1
OG0003266	As009G217180	CP2_g48264_DN3_SP0_c.t1
OG0003266	As002G054550	CP11_g33057_DN2_SP0_c.t1
OG0003267	As010G239510	CP9_g29036_DN3_SP1_c.t1
OG0003267	As002G054690	CP11_g33073_DN3_SP8_c.t1
OG0003268	As003G057170	CP6_g6940_DN3_SP0_c.t1
OG0003269	As003G063720, As003G063650, As003G063670, As003G060450, As004G085330	CP11_g31785_DN3_SP0_c.t1
OG0003270	As003G064000	CP21_g11181_DN3_SP0_c.t1, CP7_g44479_DN3_SP0_c.t1, CP21_g11185_DN3_SP0_c.t1
OG0003271	As003G068290	CP7_g45087_DN3_SP2_c.t1, CP3_g13766_DN1_SP0_c.t1
OG0003272	As003G071130	CP7_g44845_DN3_SP2_c.t1
OG0003273	As012G274890	CP4_g25258_DN3_SP5_c.t1
OG0003274	As003G071680	CP5_g470_DN3_SP3_c.t1
OG0003275	As011G264570	CP10_g43782_DN2_SP0_c.t1
OG0003275	As003G071920	CP5_g447_DN2_SP0_c.t1
OG0003276	As011G265520	CP10_g43699_DN3_SP7_c.t1
OG0003277	As003G072780	CP10_g43679_DN3_SP0_c.t1
OG0003278	As003G076070	CP5_g58_DN3_SP7_c.t1
OG0003279	As003G076080	CP5_g57_DN3_SP1_c.t1
OG0003280	As004G079190	CP7_g44736_DN3_SP2_c.t1
OG0003282	As004G092460	CP5_g2098_DN3_SP0_c.t1, CP12_g31486_DN3_SP0_c.t1
OG0003283	As004G093520	CP6_g8573_DN3_SP0_c.t1
OG0003284	As004G094590	CP6_g7669_DN3_SP7_c.t1, CP12_g30803_DN3_SP0_c.t1
OG0003285	As004G094820	CP6_g7656_DN3_SP8_c.t1
OG0003286	As004G095820	CP6_g7454_DN3_SP0_c.t1
OG0003287	As004G096020	CP6_g7432_DN3_SP8_c.t1, CP12_g30614_DN3_SP5_c.t1
OG0003288	As005G099390	CP4_g23970_DN3_SP7_c.t1
OG0003289	As005G103340	CP4_g24341_DN3_SP0_c.t1
OG0003291	As008G189290	CP9_g28218_DN3_SP0_c.t1, CP23_g21667_DN2_SP0_c.t1, CP23_g21856_DN1_SP0_c.t1, CP22_g17222_DN2_SP0_c.t1, CP23_g21666_DN1_SP0_c.t1, CP23_g21527_DN3_SP0_c.t1, CP23_g21701_DN1_SP0_c.t1, CP23_g21734_DN3_SP0_c.t1, CP23_g21494_DN3_SP0_c.t1, CP17_g5880_DN2_SP0_c.t1, CP22_g17289_DN1_SP0_c.t1, CP23_g21526_DN1_SP0_c.t1, CP23_g21769_DN1_SP0_c.t1, CP21_g11029_DN1_SP0_c.t1, CP46_g6617_DN2_SP0_c.t1
OG0003291	As005G112190	CP18_g12500_DN3_SP0_c.t1
OG0003291	As008G189300	CP23_g21607_DN2_SP0_c.t1, CP23_g21665_DN2_SP0_c.t1, CP22_g17288_DN1_SP0_c.t1, CP3_g15849_DN2_SP0_c.t1
OG0003293	As010G222620	CP3_g14525_DN3_SP0_c.t1
OG0003293	As005G116260	CP2_g47973_DN3_SP1_c.t1
OG0003294	As005G117700	CP2_g47830_DN3_SP6_c.t1
OG0003296	As005G120210	CP6_g7293_DN2_SP0_c.t1
OG0003296	As010G220690	CP3_g14290_DN1_SP0_c.t1
OG0003298	As006G124470	CP13_g20201_DN3_SP8_c.t1
OG0003299	As006G126230	CP4_g25530_DN3_SP4_c.t1, CP1_g36566_DN3_SP2_c.t1
OG0003300	As006G128530	CP4_g25764_DN2_SP0_c.t1
OG0003301	As006G130610	CP4_g26252_DN3_SP5_c.t1, CP4_g26249_DN3_SP4_c.t1
OG0003302	As006G131610	CP18_g11990_DN3_SP3_c.t1
OG0003303	As009G200360, As006G133490	CP10_g42098_DN3_SP2_c.t1
OG0003305	As006G136050	CP10_g42297_DN3_SP5_c.t1
OG0003305	As009G202840	CP11_g32274_DN3_SP8_c.t1
OG0003306	As006G138040	CP10_g42470_DN3_SP8_c.t1
OG0003307	As006G138370	CP2_g48617_DN3_SP7_c.t1
OG0003308	As006G141290	CP10_g42772_DN3_SP0_c.t1
OG0003309	As006G148620, As009G212270	CP19_g18126_DN3_SP0_c.t1
OG0003310	As007G153460	CP7_g46043_DN3_SP2_c.t1
OG0003310	As010G241900	CP9_g29491_DN3_SP0_c.t1
OG0003311	As007G153610	CP7_g46027_DN3_SP0_c.t1
OG0003312	As010G240150	CP9_g28982_DN3_SP0_c.t1
OG0003313	As007G154590	CP7_g45936_DN3_SP6_c.t1
OG0003314	As010G238780, As007G155340	CP9_g29112_DN3_SP0_c.t1, CP7_g45863_DN3_SP0_c.t1
OG0003315	As007G157170	CP7_g45653_DN3_SP0_c.t1
OG0003316	As007G158290	CP9_g29460_DN3_SP2_c.t1
OG0003317	As007G158600	CP7_g45526_DN3_SP0_c.t1
OG0003318	As007G159430	CP12_g30655_DN3_SP6_c.t1
OG0003319	As007G160400	CP9_g28574_DN2_SP0_c.t1
OG0003320	As007G161580	CP7_g45202_DN3_SP8_c.t1
OG0003321	As007G176610	CP16_g55273_DN3_SP3_c.t1
OG0003322	As008G185720	CP1_g37465_DN3_SP8_c.t1
OG0003324	As009G200870, As009G200840	CP10_g42173_DN3_SP0_c.t1
OG0003325	As009G206630, As009G206770	CP2_g48624_DN3_SP0_c.t1
OG0003326	As009G211740	CP11_g33261_DN3_SP8_c.t1
OG0003327	As009G213040	CP11_g33332_DN3_SP8_c.t1
OG0003328	As009G216640	CP3_g14466_DN3_SP2_c.t1
OG0003329	As010G229480	CP9_g28359_DN3_SP0_c.t1
OG0003330	As010G232880	CP9_g28593_DN3_SP7_c.t1, CP7_g45339_DN3_SP3_c.t1
OG0003331	As010G235720	CP9_g29412_DN3_SP4_c.t1
OG0003332	As010G238330	CP9_g29161_DN1_SP0_c.t1, CP7_g45810_DN3_SP0_c.t1
OG0003333	As010G239610	CP9_g29027_DN3_SP1_c.t1, CP7_g45915_DN3_SP1_c.t1
OG0003334	As010G242170	CP9_g29520_DN3_SP0_c.t1
OG0003335	As010G242230	CP9_g29525_DN3_SP8_c.t1
OG0003336	As012G268160, As011G245170	CP10_g43291_DN3_SP1_c.t1, CP10_g43290_DN3_SP0_c.t1
OG0003337	As012G274170	CP1_g38349_DN3_SP3_c.t1
OG0003339	As012G269870	CP10_g43467_DN2_SP0_c.t1
OG0003340	As012G283900	CP3_g13612_DN3_SP0_c.t1
OG0003341	As012G284510, As012G284500	CP3_g13537_DN3_SP0_c.t1, CP3_g13536_DN3_SP0_c.t1
OG0003359	As001G004550	CP5_g794_DN3_SP0_c.t1
OG0003360	As001G004820	CP16_g55332_DN3_SP0_c.t1
OG0003362	As001G012370	CP15_g34743_DN3_SP1_c.t1
OG0003363	As011G262480	CP5_g577_DN3_SP4_c.t1
OG0003364	As001G014620	CP5_g521_DN3_SP8_c.t1, CP11_g32093_DN3_SP2_c.t1
OG0003365	As001G014810	CP5_g640_DN3_SP0_c.t1
OG0003366	As001G017300, As004G079860	CP6_g7128_DN3_SP8_c.t1
OG0003367	As001G023260	CP13_g19600_DN3_SP1_c.t1, CP1_g37766_DN3_SP3_c.t1
OG0003368	As001G023790	CP5_g1846_DN3_SP0_c.t1
OG0003369	As001G024340	CP13_g19483_DN2_SP0_c.t1
OG0003370	As001G024850	CP13_g19422_DN3_SP3_c.t1
OG0003371	As004G097400	CP5_g1360_DN3_SP8_c.t1
OG0003371	As001G026520	CP13_g19248_DN3_SP8_c.t1
OG0003372	As004G078490	CP5_g1504_DN3_SP2_c.t1
OG0003372	As001G027560	CP13_g19144_DN3_SP6_c.t1
OG0003373	As004G077410	CP5_g1724_DN3_SP1_c.t1
OG0003374	As001G029750	CP36_g50974_DN3_SP6_c.t1
OG0003378	As002G040740	CP19_g18212_DN3_SP4_c.t1
OG0003380	As002G049460	CP8_g53775_DN3_SP8_c.t1
OG0003381	As002G049570	CP5_g1194_DN2_SP0_c.t1, CP8_g53786_DN2_SP0_c.t1
OG0003382	As002G053070	CP2_g47797_DN3_SP8_c.t1, CP11_g32905_DN3_SP7_c.t1
OG0003383	As009G218010	CP2_g48163_DN3_SP8_c.t1
OG0003383	As002G055090	CP11_g33125_DN3_SP4_c.t1
OG0003385	As003G058630, As004G086710	CP6_g6785_DN3_SP0_c.t1
OG0003387	As004G083680	CP20_g4217_DN3_SP2_c.t1
OG0003388	As003G064060	CP6_g8861_DN2_SP0_c.t1
OG0003390	As003G070950	CP7_g44863_DN3_SP8_c.t1, CP7_g44864_DN3_SP2_c.t1, CP3_g15980_DN3_SP0_c.t1
OG0003391	As011G265200	CP10_g43660_DN3_SP4_c.t1
OG0003392	As003G074460	CP6_g9287_DN1_SP0_c.t1
OG0003392	As007G180200	CP16_g54882_DN2_SP0_c.t1
OG0003393	As007G180240	CP16_g54878_DN3_SP4_c.t1
OG0003394	As004G077150	CP5_g1816_DN3_SP5_c.t1
OG0003397	As004G088040	CP13_g19964_DN3_SP8_c.t1
OG0003398	As011G258010	CP12_g30927_DN3_SP2_c.t1
OG0003399	As004G094640	CP6_g7664_DN2_SP1_c.t1, CP6_g7663_DN3_SP2_c.t1
OG0003400	As004G094890	CP6_g7604_DN3_SP8_c.t1
OG0003401	As004G095800	CP6_g7456_DN3_SP8_c.t1
OG0003402	As004G096470	CP6_g7360_DN3_SP0_c.t1
OG0003403	As005G098850	CP17_g6273_DN3_SP0_c.t1
OG0003404	As005G099700	CP4_g23995_DN3_SP3_c.t1, CP4_g23996_DN3_SP8_c.t1
OG0003405	As012G285790, As005G103390	CP3_g13409_DN3_SP8_c.t1
OG0003406	As005G104810	CP13_g19478_DN3_SP0_c.t1
OG0003407	As006G142110	CP10_g42845_DN3_SP8_c.t1
OG0003408	As010G221480	CP3_g14398_DN3_SP0_c.t1
OG0003409	As005G119220	CP3_g14380_DN3_SP2_c.t1, CP2_g47672_DN3_SP1_c.t1
OG0003410	As006G121820	CP8_g54600_DN3_SP0_c.t1
OG0003410	As008G198740	CP1_g36466_DN3_SP2_c.t1
OG0003411	As006G123300	CP11_g32054_DN3_SP2_c.t1
OG0003412	As006G126310	CP4_g25520_DN3_SP0_c.t1
OG0003412	As008G195230	CP1_g36560_DN3_SP0_c.t1
OG0003413	As006G127980	CP6_g8266_DN1_SP0_c.t1
OG0003414	As006G128650	CP4_g25779_DN2_SP0_c.t1
OG0003414	As009G213050	CP11_g33333_DN3_SP0_c.t1
OG0003415	As006G133010, As006G132990	CP10_g42135_DN3_SP3_c.t1, CP11_g32518_DN3_SP0_c.t1
OG0003416	As009G202130	CP11_g32349_DN3_SP8_c.t1
OG0003416	As006G135620	CP10_g42255_DN3_SP6_c.t1
OG0003418	As006G138650	CP10_g42518_DN3_SP8_c.t1, CP2_g48602_DN3_SP4_c.t1
OG0003419	As006G139780	CP10_g42619_DN3_SP4_c.t1
OG0003419	As009G204810	CP8_g54441_DN3_SP8_c.t1
OG0003423	As006G146860	CP4_g24947_DN2_SP0_c.t1, CP4_g24946_DN2_SP0_c.t1
OG0003425	As007G152070	CP7_g46182_DN3_SP8_c.t1, CP9_g29118_DN3_SP3_c.t1
OG0003427	As007G156960	CP7_g45676_DN3_SP0_c.t1
OG0003428	As007G157140	CP7_g45657_DN3_SP0_c.t1
OG0003429	As007G157150	CP7_g45655_DN3_SP5_c.t1
OG0003429	As010G236620	CP9_g29329_DN3_SP8_c.t1
OG0003430	As007G160070, As010G233060	CP9_g28613_DN3_SP3_c.t1
OG0003431	As007G160430	CP7_g45325_DN3_SP1_c.t1, CP9_g28565_DN3_SP0_c.t1
OG0003432	As007G161360	CP7_g45226_DN3_SP6_c.t1, CP9_g28419_DN3_SP1_c.t1
OG0003433	As007G176830	CP16_g55226_DN3_SP6_c.t1, CP5_g814_DN3_SP3_c.t1
OG0003434	As007G179680	CP16_g54988_DN1_SP0_c.t1
OG0003435	As008G199000	CP1_g36452_DN3_SP0_c.t1
OG0003436	As008G188270, As008G188260	CP1_g37231_DN3_SP0_c.t1
OG0003437	As009G200110	CP12_g30330_DN3_SP5_c.t1
OG0003438	As009G200700	CP16_g55004_DN3_SP0_c.t1, CP11_g32472_DN3_SP1_c.t1
OG0003439	As009G203440	CP11_g32220_DN3_SP7_c.t1
OG0003440	As009G203860	CP11_g32183_DN3_SP5_c.t1, CP10_g43598_DN3_SP0_c.t1
OG0003443	As010G222150	CP3_g14463_DN3_SP7_c.t1
OG0003444	As010G223080	CP3_g14576_DN3_SP0_c.t1
OG0003445	As010G225730	CP8_g54106_DN3_SP8_c.t1
OG0003446	As010G233880	CP9_g28724_DN2_SP0_c.t1, CP7_g45479_DN3_SP0_c.t1
OG0003447	As010G235060	CP9_g28850_DN3_SP8_c.t1
OG0003449	As011G244700	CP10_g43241_DN3_SP0_c.t1
OG0003450	As012G268610	CP7_g46388_DN3_SP0_c.t1
OG0003450	As011G245440	CP10_g43314_DN1_SP0_c.t1
OG0003451	As011G249780, As011G249760	CP3_g14423_DN3_SP0_c.t1
OG0003452	As011G250120	CP12_g30145_DN3_SP7_c.t1, CP12_g30144_DN3_SP5_c.t1
OG0003454	As011G262740	CP10_g44088_DN3_SP3_c.t1
OG0003455	As011G263340	CP5_g547_DN3_SP2_c.t1
OG0003456	As012G270150	CP4_g23997_DN3_SP0_c.t1
OG0003456	As011G267510	CP12_g29820_DN3_SP2_c.t1
OG0003457	As012G281150	CP3_g13851_DN3_SP0_c.t1
OG0003481	As011G266040	CP10_g43588_DN2_SP0_c.t1
OG0003481	As001G001730	CP5_g1024_DN3_SP0_c.t1
OG0003483	As001G003300	CP1_g38430_DN3_SP2_c.t1
OG0003484	As001G004940	CP5_g767_DN3_SP8_c.t1, CP16_g55381_DN3_SP7_c.t1
OG0003485	As005G117350	CP2_g47866_DN3_SP3_c.t1
OG0003486	As006G126730, As006G124720, As004G079930, As001G018450	CP8_g54169_DN3_SP0_c.t1
OG0003486	As011G253710	CP3_g13977_DN3_SP0_c.t1
OG0003486	As011G257690	CP9_g28474_DN3_SP0_c.t1
OG0003487	As001G018480	CP1_g37156_DN3_SP8_c.t1, CP35_g52129_DN3_SP6_c.t1
OG0003488	As001G019520	CP2_g49547_DN2_SP0_c.t1
OG0003489	As001G020530	CP1_g37345_DN3_SP2_c.t1
OG0003490	As001G021530	CP2_g49161_DN3_SP0_c.t1
OG0003490	As008G186500	CP1_g37407_DN2_SP0_c.t1
OG0003491	As001G026430	CP13_g19257_DN3_SP8_c.t1, CP5_g1359_DN3_SP0_c.t1
OG0003492	As001G029250	CP9_g28087_DN3_SP5_c.t1, CP5_g1832_DN3_SP5_c.t1
OG0003493	As002G035090	CP10_g42963_DN3_SP7_c.t1, CP10_g42962_DN3_SP0_c.t1
OG0003494	As002G039730	CP27_g41742_DN3_SP0_c.t1
OG0003495	As002G043280, As010G230860	CP8_g53025_DN3_SP0_c.t1
OG0003496	As002G044500	CP8_g53230_DN3_SP8_c.t1
OG0003497	As002G048990	CP8_g53727_DN2_SP3_c.t1
OG0003498	As002G052050	CP9_g29220_DN3_SP0_c.t1
OG0003499	As002G053620	CP11_g32964_DN3_SP8_c.t1
OG0003500	As002G053920	CP11_g32993_DN3_SP0_c.t1
OG0003500	As005G117030	CP2_g47897_DN3_SP8_c.t1
OG0003501	As002G053940	CP11_g32995_DN3_SP1_c.t1, CP12_g30321_DN3_SP1_c.t1
OG0003502	As003G059690	CP19_g18522_DN3_SP8_c.t1
OG0003503	As003G061590	CP19_g18303_DN3_SP3_c.t1
OG0003505	As003G063630	CP7_g44371_DN3_SP0_c.t1, CP20_g3970_DN3_SP0_c.t1
OG0003506	As003G071210	CP7_g44834_DN3_SP8_c.t1
OG0003507	As003G071290	CP7_g44824_DN3_SP0_c.t1
OG0003508	As011G264580	CP10_g43781_DN3_SP8_c.t1
OG0003510	As007G179660	CP16_g54978_DN3_SP5_c.t1
OG0003510	As003G073500	CP5_g283_DN3_SP8_c.t1
OG0003511	As004G077480	CP5_g1705_DN3_SP0_c.t1
OG0003512	As004G082150	CP13_g20445_DN3_SP2_c.t1
OG0003513	As004G086220	CP11_g31911_DN3_SP7_c.t1, CP6_g6731_DN3_SP4_c.t1
OG0003514	As004G088780	CP13_g19881_DN3_SP0_c.t1
OG0003515	As004G090550	CP6_g7119_DN3_SP5_c.t1
OG0003516	As004G092820, As006G139030	CP25_g55978_DN2_SP0_c.t1, CP5_g1601_DN3_SP0_c.t1
OG0003517	As011G258520, As004G092880	CP6_g9596_DN3_SP1_c.t1, CP6_g9566_DN3_SP2_c.t1
OG0003518	As004G093510	CP6_g8567_DN3_SP5_c.t1
OG0003519	As004G094410	CP6_g7881_DN3_SP0_c.t1
OG0003522	As005G102020, As012G286680	CP13_g20246_DN3_SP0_c.t1, CP4_g24220_DN3_SP0_c.t1
OG0003523	As005G104950	CP3_g13532_DN3_SP0_c.t1, CP4_g24489_DN3_SP1_c.t1
OG0003524	As005G116500	CP2_g47951_DN3_SP8_c.t1
OG0003525	As005G118370	CP2_g47770_DN3_SP8_c.t1
OG0003526	As010G221590	CP3_g14409_DN3_SP4_c.t1
OG0003527	As005G119570	CP1_g37661_DN3_SP1_c.t1, CP2_g47637_DN3_SP5_c.t1
OG0003528	As006G128300	CP4_g25735_DN3_SP8_c.t1
OG0003531	As006G139510	CP8_g54406_DN3_SP1_c.t1
OG0003532	As006G140580	CP10_g42700_DN3_SP4_c.t1, CP2_g48734_DN2_SP6_c.t1
OG0003533	As006G143930, As006G143600	CP4_g24778_DN3_SP5_c.t1
OG0003534	As012G281180, As006G143730	CP4_g24799_DN3_SP0_c.t1
OG0003535	As006G145120	CP4_g25087_DN3_SP0_c.t1
OG0003537	As010G240100	CP9_g28989_DN3_SP1_c.t1
OG0003537	As007G154540	CP7_g45933_DN3_SP8_c.t1
OG0003538	As010G238740	CP9_g29116_DN3_SP0_c.t1
OG0003538	As007G155370	CP7_g45860_DN3_SP8_c.t1
OG0003539	As007G158680	CP9_g28819_DN3_SP4_c.t1
OG0003540	As007G159330	CP7_g45464_DN3_SP8_c.t1, CP9_g28694_DN3_SP7_c.t1
OG0003541	As010G233300	CP9_g28651_DN2_SP3_c.t1
OG0003542	As007G161510	CP7_g45207_DN1_SP0_c.t1
OG0003544	As007G161850	CP2_g48948_DN3_SP0_c.t1
OG0003545	As008G186910	CP16_g55174_DN3_SP8_c.t1
OG0003546	As008G194740	CP4_g25558_DN3_SP0_c.t1, CP1_g36848_DN1_SP0_c.t1
OG0003548	As009G204690	CP8_g54454_DN3_SP4_c.t1
OG0003549	As009G207460, As009G207450	CP2_g48693_DN3_SP8_c.t1
OG0003550	As009G209470	CP2_g48759_DN2_SP3_c.t1
OG0003551	As009G215900	CP2_g48386_DN3_SP0_c.t1
OG0003552	As010G223170	CP2_g48024_DN3_SP3_c.t1
OG0003553	As009G219420	CP2_g48006_DN3_SP8_c.t1
OG0003555	As010G222500	CP3_g14512_DN3_SP2_c.t1
OG0003556	As010G234140	CP7_g45491_DN3_SP8_c.t1, CP9_g28751_DN3_SP7_c.t1
OG0003558	As010G242270	CP9_g29529_DN3_SP8_c.t1
OG0003559	As010G242900	CP7_g46108_DN3_SP4_c.t1
