Orthogroup	Aethionema_saxatile	Cardamine_glauca
OG0014727	As001G017530	Cg001G024310
OG0014728	As001G017550	Cg001G024330
OG0014729	As001G017640	Cg001G024440
OG0014730	As001G017860	Cg001G024600
OG0014731	As001G018120	Cg001G024820
OG0014732	As001G018300	Cg001G024910
OG0014733	As001G018350	Cg007G258000
OG0014734	As001G018510	Cg007G256710
OG0014735	As001G018640	Cg007G256020
OG0014736	As001G018810	Cg007G267430
OG0014737	As001G018820	Cg007G254980
OG0014738	As001G018850	Cg007G254600
OG0014739	As001G019070	Cg007G254130
OG0014740	As001G019150	Cg007G253740
OG0014741	As001G019190	Cg007G253340
OG0014742	As001G019580	Cg007G252420
OG0014743	As001G020150	Cg007G251550
OG0014744	As001G020320, As001G020330	Cg005G168620
OG0014745	As001G020460	Cg001G010810
OG0014746	As001G020650	Cg007G250690
OG0014747	As001G020860	Cg007G250540
OG0014748	As001G021170	Cg007G249910
OG0014749	As001G021290	Cg007G250170
OG0014750	As001G021560	Cg007G249350
OG0014751	As001G022030	Cg007G248600
OG0014752	As001G022140	Cg007G248350
OG0014753	As001G022210	Cg002G075800
OG0014754	As001G022470	Cg002G075530
OG0014755	As001G022490	Cg002G075510
OG0014756	As001G022580	Cg002G075430
OG0014757	As001G022720	Cg002G075270
OG0014758	As001G022780	Cg002G075190
OG0014759	As001G022800	Cg002G075170
OG0014760	As001G022820	Cg002G075150
OG0014761	As001G022860	Cg002G075110
OG0014762	As001G022930	Cg002G075030
OG0014763	As001G023000	Cg002G074980
OG0014764	As001G023300	Cg002G074730
OG0014765	As001G023660	Cg002G074340
OG0014766	As001G023760	Cg002G074250
OG0014767	As001G023770	Cg002G074240
OG0014768	As001G023860	Cg001G041620
OG0014769	As001G024060	Cg002G073750
OG0014770	As001G024080	Cg002G073730
OG0014771	As001G024230	Cg002G073590
OG0014772	As001G024280	Cg002G073570
OG0014773	As001G024430	Cg002G073390
OG0014774	As001G024790	Cg002G073000
OG0014775	As001G024990	Cg002G072760
OG0014776	As001G025010	Cg002G072730
OG0014777	As001G025070	Cg002G072670
OG0014778	As001G025090	Cg002G072640
OG0014779	As001G025170	Cg002G072560
OG0014780	As001G025470	Cg002G072110
OG0014781	As001G025590	Cg002G071950
OG0014782	As001G025640	Cg002G071900
OG0014783	As001G025790	Cg002G071670
OG0014784	As001G025850	Cg002G071550
OG0014785	As001G025950	Cg002G071430
OG0014786	As001G026000	Cg002G071370
OG0014787	As001G026160	Cg002G071200
OG0014788	As001G026400	Cg002G070940
OG0014789	As001G026540	Cg002G070750
OG0014790	As001G026670	Cg002G070630
OG0014791	As001G026820	Cg002G068610
OG0014792	As001G026830	Cg002G068640
OG0014793	As001G027070	Cg002G069180
OG0014794	As001G027230	Cg002G069540
OG0014795	As001G027260	Cg002G069580
OG0014796	As001G027770, As004G078300	Cg001G039370
OG0014797	As001G027890	Cg002G067520, Cg008G310120
OG0014798	As001G028090	Cg002G065530
OG0014799	As004G077960, As001G028170	Cg001G038470
OG0014800	As001G028200	Cg007G248950
OG0014801	As001G028270	Cg007G267080
OG0014802	As001G028370	Cg007G266970
OG0014803	As001G028400	Cg007G266940
OG0014804	As001G028560	Cg007G266480
OG0014805	As001G028800	Cg007G265680
OG0014806	As001G028900	Cg007G265500
OG0014807	As001G029010	Cg007G265350
OG0014808	As001G029090	Cg007G265200
OG0014809	As001G029190	Cg007G264740
OG0014810	As001G029240	Cg007G264650
OG0014811	As001G029270	Cg007G264570
OG0014813	As001G029390	Cg007G263160
OG0014814	As001G029540	Cg007G263720, Cg007G262360
OG0014815	As001G029640	Cg007G261600
OG0014816	As001G029670	Cg007G252210
OG0014817	As001G029780	Cg007G260360
OG0014818	As001G029810	Cg007G260580
OG0014819	As001G029830	Cg007G260760
OG0014820	As001G029850	Cg007G260790
OG0014821	As001G029900	Cg004G149820, Cg004G150860
OG0014822	As001G029910	Cg007G259650
OG0014823	As001G029960	Cg007G258680
OG0014824	As001G029980	Cg007G258360
OG0014826	As001G030170	Cg007G245490
OG0014827	As001G030260	Cg002G056040
OG0014828	As001G030380	Cg002G073360
OG0014829	As001G030440	Cg007G245760
OG0014830	As001G030490	Cg007G245810
OG0014831	As001G030510	Cg007G245830
OG0014832	As001G030580	Cg007G245890
OG0014833	As001G031010	Cg007G246360
OG0014834	As001G031090	Cg007G246460
OG0014835	As001G031200	Cg007G246600
OG0014836	As001G031290	Cg007G246830
OG0014837	As001G031320	Cg007G246850
OG0014838	As001G031330, As001G031340	Cg007G246860
OG0014839	As001G031370	Cg007G246910
OG0014840	As001G031380	Cg007G246920
OG0014841	As001G031530	Cg007G247140
OG0014842	As001G031740	Cg007G247400
OG0014843	As001G031820	Cg007G247520
OG0014844	As001G031870	Cg007G247610
OG0014845	As001G031890	Cg007G247640
OG0014846	As001G031910	Cg007G247660
OG0014847	As001G032040	Cg007G247840
OG0014848	As002G032410	Cg004G128260
OG0014849	As002G032480	Cg001G012660
OG0014850	As002G032590	Cg001G014840
OG0014851	As002G032680	Cg001G014680
OG0014852	As002G032840	Cg001G014540
OG0014853	As002G032880	Cg001G014460
OG0014854	As002G033180	Cg005G164820
OG0014855	As002G033260	Cg001G034300
OG0014856	As002G033290	Cg005G164910
OG0014857	As002G033380	Cg005G165070
OG0014858	As002G033490	Cg005G164960
OG0014859	As002G033620	Cg005G165150
OG0014860	As002G033760	Cg005G165360
OG0014861	As002G033800	Cg005G165400
OG0014862	As002G033940	Cg004G124720
OG0014863	As002G033960	Cg004G124740
OG0014864	As002G034040	Cg004G124830
OG0014865	As002G034090	Cg004G124870
OG0014866	As002G034180	Cg004G124940
OG0014867	As002G034310	Cg004G125070
OG0014868	As002G034400	Cg004G125200
OG0014869	As002G034490	Cg004G125290
OG0014870	As002G034670	Cg004G125320
OG0014871	As002G034680	Cg004G125330
OG0014872	As002G034930	Cg004G125450
OG0014873	As002G034940	Cg004G125460
OG0014874	As002G034990	Cg004G125520
OG0014875	As002G035040, As005G108510	Cg008G284370
OG0014876	As002G035230	Cg004G125670
OG0014877	As002G035250	Cg004G125680
OG0014878	As002G035460	Cg004G125840
OG0014879	As002G035560	Cg004G125920
OG0014880	As002G035590	Cg004G125960
OG0014881	As002G035630	Cg004G126020
OG0014882	As002G036170	Cg004G126370
OG0014883	As002G040530, As002G036390	Cg003G103840
OG0014884	As002G036630	Cg004G126830
OG0014885	As002G036780	Cg004G126700
OG0014886	As002G036830	Cg004G126850
OG0014887	As002G036930	Cg004G126900
OG0014888	As002G037110, As002G037100	Cg004G127060
OG0014889	As002G038310	Cg004G127820
OG0014890	As002G038630	Cg004G127930
OG0014891	As002G038750	Cg004G127870
OG0014892	As002G038920	Cg004G128110
OG0014893	As002G039340	Cg003G088270
OG0014894	As002G039430	Cg003G092050
OG0014895	As002G039440	Cg003G088370
OG0014896	As002G039880	Cg003G091430
OG0014897	As002G041360	Cg004G138620
OG0014898	As002G041960	Cg003G095410, Cg016G334220
OG0014899	As002G042150	Cg006G237860
OG0014900	As002G042300	Cg003G096400
OG0014901	As002G042320	Cg003G096410
OG0014902	As002G042390	Cg003G096720
OG0014903	As002G042600	Cg003G097010
OG0014904	As002G042780	Cg003G097420
OG0014905	As002G043290	Cg003G097770
OG0014906	As002G043490	Cg003G098100
OG0014907	As002G043500	Cg003G098110
OG0014908	As002G043580	Cg003G098180
OG0014909	As002G043600	Cg003G098210
OG0014910	As002G043620	Cg003G098240
OG0014911	As002G043860	Cg003G098600
OG0014912	As002G043950	Cg003G098730
OG0014913	As002G043960	Cg003G098740
OG0014915	As002G044010	Cg003G098810
OG0014916	As002G044020	Cg003G098840
OG0014917	As002G044190	Cg003G099120
OG0014918	As006G143690, As002G044300	Cg003G099270
OG0014919	As002G044330	Cg003G099320
OG0014920	As002G044510	Cg003G099530
OG0014921	As002G044720	Cg003G100190
OG0014922	As002G044870	Cg003G099930
OG0014923	As002G045010	Cg003G099790
OG0014924	As002G045190	Cg003G100330
OG0014925	As002G045220	Cg003G100350
OG0014926	As002G045350	Cg003G100510
OG0014927	As002G045740	Cg003G100880
OG0014928	As002G046160	Cg003G101630
OG0014929	As002G046600	Cg003G102100
OG0014930	As002G046980	Cg006G227200
OG0014931	As002G047140	Cg003G102590
OG0014932	As002G047230	Cg003G102710
OG0014933	As002G047290	Cg003G102770
OG0014934	As002G047360	Cg003G102880
OG0014935	As002G047870	Cg003G103400
OG0014936	As002G047960	Cg003G103500
OG0014937	As002G048060	Cg003G103610
OG0014939	As002G048270	Cg003G104050
OG0014940	As002G048370	Cg003G104190
OG0014941	As002G048380	Cg003G104200
OG0014942	As002G048720	Cg003G104570
OG0014943	As002G048740	Cg003G104590
OG0014944	As002G048750	Cg003G104600
OG0014945	As002G049100	Cg003G105000
OG0014946	As002G049310	Cg003G105230
OG0014947	As002G049340	Cg003G105250
OG0014948	As002G049440	Cg003G105340
OG0014949	As002G049530	Cg003G105410
OG0014950	As002G049610	Cg003G105480
OG0014951	As002G049930	Cg003G105720
OG0014952	As002G049950	Cg003G105740
OG0014953	As002G050010	Cg003G085840
OG0014954	As002G050080	Cg003G085850
OG0014955	As002G050250	Cg008G293550
OG0014956	As002G050260	Cg008G293560
OG0014957	As002G050540	Cg008G293250
OG0014958	As002G050740	Cg008G293050
OG0014959	As002G051100	Cg008G292610
OG0014960	As002G051360	Cg008G292320
OG0014961	As002G051710, As002G051690	Cg008G292010
OG0014962	As002G051740	Cg008G291980
OG0014963	As002G051850	Cg008G291870
OG0014964	As002G051900	Cg008G291800
OG0014965	As002G051920	Cg008G291780
OG0014966	As002G052130	Cg008G291570
OG0014967	As002G052180	Cg008G291510
OG0014968	As002G052190	Cg008G291490
OG0014969	As002G052220	Cg005G168230
OG0014970	As002G052280	Cg008G291380
OG0014971	As002G052310	Cg008G291350
OG0014972	As002G052340	Cg008G291320
OG0014973	As002G052540	Cg008G291140
OG0014974	As002G052560	Cg008G291130
OG0014975	As002G052760	Cg008G290960
OG0014976	As002G052800	Cg008G290930
OG0014977	As002G052830	Cg008G290880
OG0014978	As002G052920	Cg008G290830
OG0014979	As002G053100	Cg008G290620
OG0014980	As002G053110	Cg008G290610
OG0014981	As002G053320	Cg008G290400
OG0014982	As002G053600	Cg008G290050
OG0014983	As002G053650	Cg008G290000
OG0014984	As002G053780	Cg008G289850
OG0014985	As002G053790	Cg008G289840
OG0014986	As002G054080	Cg008G289590
OG0014987	As002G054540	Cg008G289190
OG0014988	As002G054570	Cg008G289160
OG0014989	As002G054810	Cg008G288860
OG0014990	As002G055170	Cg008G288440
OG0014991	As002G055260	Cg008G288320
OG0014992	As002G055340	Cg008G288210
OG0014993	As002G055420	Cg008G288150
OG0014994	As003G055600	Cg001G023820
OG0014995	As003G055730	Cg001G023630
OG0014996	As003G055750	Cg001G023610
OG0014997	As003G056110	Cg001G023170
OG0014998	As003G056130	Cg001G023160
OG0014999	As003G056770	Cg001G022450
OG0015000	As003G056950	Cg001G022330
OG0015001	As003G057060	Cg001G022180
OG0015002	As003G057080	Cg001G022160
OG0015003	As003G057130	Cg001G022120
OG0015004	As003G057250	Cg001G021940
OG0015005	As003G057270	Cg001G021920
OG0015006	As003G057520	Cg001G021610
OG0015007	As003G057590	Cg001G021520
OG0015008	As003G057740	Cg001G021350
OG0015009	As003G057950	Cg001G021050
OG0015010	As003G057960	Cg001G021040
OG0015011	As003G058020	Cg001G020950
OG0015012	As003G058260	Cg001G020680
OG0015013	As003G058670, As003G058710	Cg001G020290
OG0015014	As003G058780	Cg001G020240
OG0015015	As003G058830	Cg001G020180
OG0015016	As003G058880	Cg006G227980
OG0015017	As003G059070	Cg001G019860
OG0015018	As003G059140	Cg001G019770
OG0015019	As003G059260, As009G200120	Cg008G294450
OG0015020	As003G059280	Cg001G019670
OG0015021	As003G059490	Cg001G019540
OG0015022	As003G059550	Cg001G019500
OG0015023	As003G059580	Cg001G019460
OG0015024	As003G059700	Cg001G019350
OG0015025	As003G059820	Cg001G019210
OG0015026	As003G059870	Cg001G019170
OG0015027	As003G059990	Cg001G019020
OG0015028	As003G060500	Cg001G018460
OG0015029	As003G060660	Cg001G018270
OG0015030	As003G060860	Cg001G018090
OG0015031	As003G060910	Cg001G018050
OG0015032	As003G061040	Cg008G307750, Cg001G017850
OG0015033	As003G062040	Cg001G016950
OG0015034	As003G062250	Cg001G016790
OG0015035	As003G062320	Cg001G033500
OG0015036	As003G062360	Cg006G213000
OG0015037	As003G062390	Cg006G212950
OG0015038	As003G062440	Cg006G212880
OG0015039	As003G062460	Cg006G212800
OG0015040	As003G062610	Cg006G212410
OG0015041	As003G062630	Cg006G212390
OG0015042	As003G062670	Cg006G212360
OG0015043	As003G062730	Cg006G212260
OG0015044	As003G063280	Cg006G210730
OG0015045	As003G063310	Cg006G210670
OG0015046	As003G063350	Cg006G210550
OG0015047	As003G063460	Cg006G210380
OG0015048	As003G063800	Cg006G209460
OG0015049	As003G063840	Cg006G209340
OG0015050	As003G063850	Cg006G209320
OG0015051	As003G063960	Cg006G209130
OG0015052	As003G064090	Cg006G208530
OG0015053	As003G064180	Cg006G207850
OG0015054	As003G064190	Cg006G204520, Cg006G207880
OG0015055	As003G064200	Cg006G207890
OG0015056	As003G064230	Cg006G208160
OG0015057	As003G064580	Cg006G204740
OG0015058	As003G064600	Cg006G205040
OG0015059	As003G064650	Cg006G205190
OG0015060	As003G064830	Cg006G206130
OG0015061	As003G064890	Cg006G206430
OG0015062	As003G064970	Cg006G206030
OG0015063	As003G065040	Cg006G205650
OG0015065	As003G065220	Cg006G204210
OG0015066	As003G065290	Cg001G024940
OG0015067	As003G065400	Cg006G202360
OG0015068	As003G065470	Cg006G202410
OG0015069	As003G065560	Cg006G202770
OG0015070	As003G065820	Cg006G203030, Cg006G203070, Cg006G203020
OG0015071	As003G066010	Cg006G206710
OG0015072	As003G066280	Cg006G203630, Cg006G203620
OG0015074	As003G066300	Cg006G203540
OG0015075	As003G066550	Cg008G315810
OG0015076	As003G066600	Cg006G201990
OG0015077	As003G067310	Cg006G218810
OG0015078	As003G067480	Cg004G139870
OG0015079	As003G068120	Cg006G218890
OG0015080	As003G068230	Cg006G218880
OG0015081	As003G068390, As009G218090	Cg003G109210
OG0015082	As003G068640	Cg006G218440
OG0015083	As003G068970	Cg006G218260
OG0015084	As003G069850	Cg006G217540
OG0015085	As003G070140	Cg006G216890
OG0015086	As003G070300	Cg006G216610
OG0015087	As003G070450	Cg006G216420
OG0015088	As003G070490	Cg006G216380
OG0015089	As003G070650	Cg006G216340
OG0015090	As003G070670	Cg006G216320
OG0015091	As003G071110	Cg006G215900
OG0015092	As003G071230	Cg006G215780
OG0015093	As003G071250	Cg006G215750
OG0015094	As003G071660	Cg001G004830
OG0015095	As003G071880	Cg001G004610
OG0015096	As003G072160	Cg001G004240
OG0015097	As003G072230	Cg001G004150
OG0015098	As003G072270	Cg001G004090
OG0015099	As003G072330	Cg001G004020
OG0015100	As003G072350	Cg001G004000
OG0015101	As003G072450	Cg001G003910
OG0015102	As003G072590	Cg001G003740
OG0015103	As003G072990	Cg001G003380
OG0015104	As003G073030	Cg001G003340
OG0015105	As003G073040	Cg001G003320
OG0015106	As003G073050	Cg001G003310
OG0015107	As003G073080	Cg001G004170
OG0015108	As003G073370	Cg001G003020
OG0015109	As003G073430	Cg001G002960
OG0015110	As003G073480	Cg001G002920
OG0015111	As003G073510	Cg001G002890
OG0015114	As003G073910	Cg001G002600
OG0015115	As003G074100	Cg001G002390
OG0015116	As003G074270	Cg001G002210
OG0015117	As003G074340	Cg001G002160
OG0015118	As003G074420	Cg001G002070
OG0015119	As003G074450	Cg001G002040
OG0015120	As003G074470	Cg001G002020
OG0015121	As003G074680	Cg001G001840
OG0015122	As003G075000	Cg001G001530
OG0015123	As003G075030	Cg001G001510
OG0015124	As003G075110	Cg001G001410
OG0015126	As003G075540	Cg001G001170
OG0015127	As003G075720	Cg001G000950
OG0015128	As003G075830	Cg001G000850
OG0015129	As003G076000	Cg001G000700
OG0015130	As003G076040	Cg001G000660
OG0015131	As003G076110	Cg001G000590
OG0015132	As003G076140	Cg001G000560
OG0015133	As003G076160	Cg001G000530
OG0015134	As003G076420	Cg001G000180
OG0015135	As003G076440	Cg001G000200
OG0015136	As003G076480	Cg001G000240
OG0015137	As003G076490	Cg001G000250
OG0015138	As003G076550	Cg001G000310
OG0015139	As003G076570	Cg001G000330
OG0015140	As003G076640	Cg001G000020
OG0015141	As004G076680	Cg001G032220
OG0015142	As004G076750	Cg001G035850
OG0015143	As004G076850	Cg001G034390
OG0015144	As004G076880	Cg001G034310
OG0015145	As004G076960	Cg001G034510
OG0015146	As004G076970	Cg007G262720
OG0015147	As004G077210	Cg001G036050
OG0015148	As004G077240	Cg001G036300
OG0015149	As004G077440	Cg001G037000
OG0015150	As004G077470	Cg001G037020
OG0015151	As004G077510	Cg001G037210
OG0015152	As004G077810	Cg001G038200
OG0015153	As004G077850	Cg001G038330
OG0015154	As004G077910	Cg001G038430
OG0015155	As004G078220	Cg001G039220
OG0015156	As004G078420	Cg001G039710
OG0015157	As004G078560	Cg001G040040
OG0015158	As004G078570	Cg001G040050
OG0015159	As004G078640	Cg008G323720
OG0015160	As004G078700	Cg006G215330
OG0015161	As004G078840	Cg005G171510
OG0015162	As004G078870	Cg005G171490
OG0015163	As004G078890	Cg005G171470
OG0015164	As004G079220	Cg002G061360
OG0015165	As004G079260	Cg002G061330
OG0015166	As004G079310	Cg006G214310
OG0015167	As004G079440	Cg005G171050
OG0015168	As004G079470	Cg005G171090
OG0015169	As004G079500	Cg005G171110
OG0015170	As004G079550	Cg005G171190
OG0015171	As004G079610	Cg005G171230
OG0015172	As004G080130	Cg006G210450
OG0015173	As004G080240	Cg003G085430
OG0015174	As004G080520	Cg003G086390
OG0015175	As004G080540	Cg003G086480
OG0015176	As004G080560	Cg003G086720
OG0015177	As004G080610	Cg003G087080
OG0015178	As004G080620	Cg003G087070
OG0015179	As004G080630	Cg006G207830
OG0015180	As004G080830	Cg003G087800
OG0015181	As004G081070	Cg005G172290
OG0015182	As004G081120	Cg005G172400
OG0015183	As004G081180	Cg005G172430
OG0015184	As004G081380	Cg005G172720
OG0015185	As004G081430	Cg005G172770
OG0015186	As004G081550	Cg005G172900
OG0015187	As004G081560	Cg005G172910
OG0015188	As004G081670	Cg005G173030
OG0015189	As004G081800	Cg005G173150
OG0015190	As004G081950	Cg008G318670
OG0015191	As004G081980	Cg008G318590
OG0015192	As004G081990	Cg008G318580
OG0015193	As004G082160	Cg008G318230
OG0015194	As004G082170	Cg008G318250
OG0015195	As004G082230	Cg008G317990
OG0015196	As004G082360	Cg008G314600
OG0015197	As004G082380	Cg008G315030
OG0015198	As004G082590	Cg008G315980
OG0015199	As004G082680	Cg008G316730
OG0015200	As004G082690	Cg008G300330
OG0015201	As004G082720	Cg008G319710
OG0015202	As004G082780	Cg008G317430
OG0015203	As004G082810	Cg008G317400
OG0015204	As004G083350	Cg003G084280
OG0015205	As004G083420	Cg003G084170
OG0015206	As004G083460	Cg003G084040
OG0015207	As004G083540	Cg003G084030
OG0015208	As004G083550	Cg003G084020
OG0015209	As004G083630	Cg003G083900
OG0015210	As004G083730	Cg003G083780
OG0015211	As004G083890	Cg003G083480
OG0015212	As004G083930	Cg003G083340
OG0015213	As004G083980	Cg003G083210
OG0015214	As004G084080	Cg003G083130
OG0015215	As004G084100	Cg003G083110
OG0015216	As004G084120	Cg003G083090, Cg004G140520
OG0015217	As004G084220	Cg003G082790
OG0015218	As004G084340	Cg003G082650
OG0015219	As004G084390	Cg003G082580
OG0015220	As004G084420	Cg003G082550
OG0015221	As004G084620	Cg003G082160
OG0015222	As004G084630	Cg003G082150
OG0015223	As004G084780	Cg003G081840
OG0015224	As004G084880	Cg003G081730
OG0015225	As004G084990	Cg003G081630
OG0015226	As004G085050	Cg008G313320
OG0015227	As004G085210	Cg001G018420
OG0015228	As004G085490	Cg003G080930
OG0015229	As004G085520	Cg003G080910
OG0015230	As004G085590	Cg003G080710
OG0015231	As004G085610	Cg003G080660
OG0015232	As004G085660	Cg003G080610
OG0015233	As004G085700	Cg003G080500, Cg003G093450
OG0015234	As004G085810	Cg003G093650, Cg003G080330
OG0015235	As004G086060	Cg003G093860, Cg003G080140
OG0015236	As004G086250	Cg003G094070, Cg003G079940
OG0015237	As004G086640	Cg008G320790
OG0015238	As004G087020	Cg008G321140
OG0015239	As004G087030	Cg008G321160
OG0015240	As004G087140	Cg008G321250, Cg008G321340
OG0015241	As004G087800	Cg008G322350
OG0015242	As004G088080	Cg008G322730
OG0015243	As004G088220	Cg008G322930
