Orthogroup	Conringia_planisiliqua	Arabidopsis_arenosa
OG0000210	CP8_g54067_DN2_SP0_c.t1	jg2036
OG0000215	CP15_g35901_DN3_SP0_c.t1	jg12459, jg1615, jg32047, jg27336, jg20828, jg32156, jg32318
OG0000216	CP16_g55066_DN2_SP0_c.t1	jg7641, jg7640, jg7421, jg7420, jg7418, jg1267, jg15619
OG0000218	CP9_g28240_DN3_SP0_c.t1, CP3_g15993_DN3_SP0_c.t1, CP3_g15786_DN3_SP0_c.t1, CP2_g50064_DN3_SP0_c.t1, CP3_g16109_DN3_SP0_c.t1, CP14_g22737_DN3_SP0_c.t1, CP13_g20622_DN3_SP0_c.t1, CP14_g23591_DN3_SP0_c.t1, CP14_g22728_DN3_SP0_c.t1, CP21_g10505_DN2_SP0_c.t1, CP25_g55830_DN3_SP0_c.t1, CP44_g20957_DN3_SP0_c.t1, CP14_g23169_DN1_SP0_c.t1, CP31_g46658_DN2_SP0_c.t1, CP4_g26901_DN3_SP0_c.t1, CP31_g46599_DN3_SP0_c.t1, CP3_g15720_DN3_SP0_c.t1, CP1_g40732_DN2_SP0_c.t1, CP28_g33960_DN2_SP0_c.t1, CP20_g4127_DN3_SP0_c.t1, CP1_g40743_DN2_SP0_c.t1, CP14_g23090_DN3_SP0_c.t1, CP28_g33977_DN3_SP0_c.t1, CP15_g35512_DN3_SP0_c.t1, CP6_g9453_DN3_SP0_c.t1	jg1481, jg1902, jg7083, jg15996, jg14689, jg6981
OG0000221	CP4_g26390_DN2_SP0_c.t1	jg11559
OG0000224	CP18_g12119_DN2_SP0_c.t1, CP33_g3660_DN1_SP0_c.t1, CP33_g3633_DN2_SP0_c.t1	jg11828
OG0000225	CP7_g44570_DN3_SP0_c.t1	jg11400
OG0000226	CP19_g17936_DN2_SP0_c.t1	jg17319, jg2101, jg2102, jg31434, jg4069
OG0000226	CP1_g38705_DN1_SP0_c.t1, CP1_g38727_DN2_SP0_c.t1, CP1_g38694_DN2_SP0_c.t1	jg4068
OG0000226	CP1_g38696_DN2_SP0_c.t1	jg13732
OG0000226	CP4_g25900_DN2_SP0_c.t1	jg17320
OG0000227	CP16_g54960_DN1_SP0_c.t1	jg27541
OG0000229	CP12_g31368_DN3_SP0_c.t1, CP12_g31395_DN3_SP0_c.t1	jg17464, jg1772
OG0000229	CP4_g26411_DN2_SP0_c.t1, CP1_g39490_DN3_SP0_c.t1	jg32293
OG0000232	CP3_g15926_DN2_SP0_c.t1, CP15_g35373_DN2_SP0_c.t1, CP3_g15137_DN1_SP0_c.t1, CP8_g52846_DN1_SP0_c.t1, CP3_g16664_DN3_SP0_c.t1, CP18_g12220_DN2_SP0_c.t1, CP2_g50125_DN1_SP0_c.t1	jg28047
OG0000232	CP27_g41713_DN1_SP0_c.t1, CP2_g49667_DN3_SP0_c.t1, CP3_g16394_DN2_SP0_c.t1	jg13723
OG0000233	CP11_g33138_DN1_SP1_c.t1, CP11_g33137_DN2_SP1_c.t1	jg4598
OG0000233	CP11_g33136_DN2_SP0_c.t1	jg4599
OG0000233	CP11_g33139_DN2_SP0_c.t1	jg4597
OG0000233	CP11_g33143_DN2_SP0_c.t1	jg4604, jg4594
OG0000236	CP9_g28570_DN3_SP0_c.t1	jg2555
OG0000236	CP12_g30567_DN3_SP0_c.t1	jg26494
OG0000237	CP12_g30628_DN3_SP0_c.t1	jg26496
OG0000237	CP12_g30499_DN2_SP0_c.t1	jg26333
OG0000238	CP9_g28712_DN3_SP0_c.t1	jg2708
OG0000238	CP9_g28708_DN2_SP0_c.t1	jg2698
OG0000239	CP12_g30938_DN2_SP0_c.t1, CP1_g39710_DN1_SP0_c.t1, CP18_g12252_DN1_SP0_c.t1	jg11713, jg23119
OG0000241	CP19_g18502_DN3_SP0_c.t1	jg10370
OG0000241	CP19_g18503_DN3_SP1_c.t1	jg10371
OG0000241	CP11_g31874_DN3_SP3_c.t1	jg7734, jg7735
OG0000242	CP11_g31795_DN3_SP0_c.t1	jg24512, jg11645, jg21432
OG0000242	CP21_g11131_DN2_SP0_c.t1, CP17_g5035_DN1_SP0_c.t1	jg6565
OG0000243	CP7_g44959_DN2_SP0_c.t1	jg31478, jg31472
OG0000243	CP7_g44960_DN3_SP0_c.t1, CP7_g44970_DN1_SP0_c.t1, CP7_g44962_DN2_SP0_c.t1	jg31469
OG0000243	CP7_g44961_DN2_SP0_c.t1, CP7_g44969_DN2_SP0_c.t1, CP7_g44967_DN2_SP0_c.t1	jg31477
OG0000245	CP16_g55422_DN1_SP0_c.t1	jg13815
OG0000245	CP18_g11471_DN3_SP0_c.t1, CP6_g7472_DN3_SP0_c.t1, CP1_g41212_DN2_SP0_c.t1, CP22_g17632_DN2_SP0_c.t1	jg21089
OG0000247	CP3_g15725_DN3_SP0_c.t1, CP12_g31409_DN1_SP0_c.t1, CP12_g31309_DN3_SP0_c.t1, CP12_g31356_DN2_SP0_c.t1, CP12_g31334_DN3_SP0_c.t1, CP12_g31367_DN3_SP0_c.t1, CP12_g31322_DN3_SP0_c.t1, CP12_g31416_DN2_SP0_c.t1, CP6_g8942_DN2_SP0_c.t1	jg31833
OG0000249	CP1_g38977_DN2_SP0_c.t1	jg11990, jg27200, jg11991, jg6559
OG0000250	CP11_g33683_DN3_SP0_c.t1	jg7768
OG0000250	CP3_g13893_DN3_SP0_c.t1	jg7876
OG0000250	CP6_g7930_DN3_SP0_c.t1	jg6298
OG0000251	CP8_g53723_DN3_SP1_c.t1	jg22623
OG0000252	CP9_g29395_DN3_SP1_c.t1	jg3420
OG0000254	CP6_g7324_DN3_SP0_c.t1, CP6_g7323_DN3_SP0_c.t1	jg11135
OG0000256	CP6_g7458_DN2_SP0_c.t1	jg7315, jg25806
OG0000256	CP12_g30613_DN1_SP0_c.t1	jg26504, jg26509, jg26502
OG0000256	CP8_g52810_DN1_SP0_c.t1	jg27019, jg27030, jg27031
OG0000257	CP9_g29228_DN3_SP3_c.t1	jg3241, jg20723, jg967, jg812
OG0000258	CP2_g50464_DN1_SP0_c.t1, CP20_g3868_DN2_SP0_c.t1, CP21_g10963_DN2_SP0_c.t1, CP14_g23831_DN1_SP0_c.t1, CP2_g50465_DN1_SP0_c.t1	jg17248, jg20584
OG0000260	CP15_g34929_DN1_SP0_c.t1	jg8417, jg9182
OG0000260	CP5_g131_DN3_SP0_c.t1	jg8418
OG0000260	CP5_g1521_DN3_SP0_c.t1	jg21871
OG0000260	CP9_g29186_DN3_SP0_c.t1, CP1_g38019_DN3_SP0_c.t1	jg32803, jg32805, jg32800
OG0000263	CP9_g27698_DN1_SP0_c.t1, CP6_g8512_DN2_SP0_c.t1, CP8_g52218_DN2_SP0_c.t1, CP1_g41159_DN1_SP0_c.t1, CP16_g55288_DN2_SP0_c.t1	jg19302
OG0000263	CP8_g53977_DN2_SP0_c.t1, CP3_g15600_DN3_SP0_c.t1	jg7194
OG0000263	CP5_g2150_DN1_SP0_c.t1	jg17561
OG0000265	CP12_g31752_DN3_SP0_c.t1, CP14_g22415_DN3_SP0_c.t1	jg1040, jg31936, jg18105, jg33104, jg20960, jg32961, jg25811
OG0000267	CP6_g8819_DN2_SP0_c.t1, CP35_g52032_DN1_SP0_c.t1	jg32357, jg32731, jg13995, jg17222, jg17411, jg17413, jg32346, jg32649, jg32356, jg32339, jg32391, jg32338, jg17416, jg17385, jg11749, jg11798
OG0000270	CP2_g50250_DN1_SP0_c.t1	jg609, jg537
OG0000273	CP8_g53330_DN3_SP0_c.t1	jg22097
OG0000273	CP8_g53268_DN3_SP0_c.t1	jg22106, jg22114, jg22084
OG0000273	CP8_g53331_DN3_SP0_c.t1	jg1528
OG0000273	CP8_g53335_DN3_SP0_c.t1	jg22123, jg22124, jg22085, jg22087, jg22094
OG0000273	CP8_g53332_DN3_SP0_c.t1	jg22098, jg22088, jg22099, jg22100, jg26722, jg27041
OG0000277	CP10_g43930_DN3_SP8_c.t1	jg8360, jg8879
OG0000277	CP9_g29204_DN3_SP8_c.t1	jg3222
OG0000279	CP13_g20066_DN3_SP0_c.t1, CP13_g20063_DN3_SP0_c.t1	jg20630, jg20632, jg20634, jg20628, jg20633, jg20631, jg20635
OG0000283	CP6_g8485_DN1_SP0_c.t1	jg20347, jg6911
OG0000283	CP1_g39387_DN3_SP0_c.t1, CP6_g9546_DN2_SP0_c.t1	jg6794
OG0000285	CP11_g32106_DN3_SP0_c.t1	jg14971
OG0000286	CP10_g43042_DN1_SP0_c.t1	jg11068
OG0000286	CP10_g43041_DN3_SP0_c.t1	jg25017, jg25016, jg25015
OG0000286	CP7_g45140_DN3_SP0_c.t1	jg7751
OG0000288	CP16_g55647_DN2_SP0_c.t1	jg10768, jg12948, jg10773, jg16953, jg32309, jg32082, jg21200, jg6957, jg1836, jg1038, jg17280, jg1037, jg17281, jg6903, jg6876, jg11725, jg1045, jg1568, jg6895, jg1838, jg300, jg7168, jg30211, jg21080
OG0000291	CP12_g31598_DN3_SP0_c.t1	jg14552, jg14546
OG0000292	CP9_g28808_DN2_SP0_c.t1, CP8_g54681_DN2_SP0_c.t1	jg27846
OG0000295	CP3_g16661_DN2_SP0_c.t1	jg25084, jg7397
OG0000295	CP3_g16662_DN3_SP0_c.t1	jg25083
OG0000296	CP17_g5869_DN3_SP0_c.t1	jg22801, jg21885, jg22800
OG0000297	CP26_g51236_DN2_SP0_c.t1, CP17_g5315_DN2_SP0_c.t1	jg12852
OG0000298	CP20_g4199_DN3_SP0_c.t1	jg17396
OG0000298	CP7_g44536_DN3_SP0_c.t1	jg32008
OG0000301	CP16_g55479_DN2_SP0_c.t1, CP16_g54831_DN3_SP0_c.t1, CP2_g49182_DN1_SP0_c.t1	jg19826
OG0000301	CP3_g13356_DN3_SP0_c.t1	jg16118
OG0000304	CP1_g38409_DN1_SP0_c.t1	jg17079
OG0000304	CP4_g24672_DN3_SP0_c.t1	jg19307
OG0000308	CP13_g20312_DN3_SP7_c.t1	jg20897
OG0000308	CP13_g20309_DN3_SP1_c.t1, CP13_g20308_DN3_SP1_c.t1, CP13_g20306_DN3_SP0_c.t1, CP13_g20310_DN3_SP5_c.t1, CP13_g20307_DN3_SP0_c.t1, CP13_g20311_DN3_SP1_c.t1	jg20895, jg20892, jg20894, jg20890, jg20896, jg20889
OG0000312	CP2_g49799_DN2_SP0_c.t1, CP29_g22105_DN2_SP0_c.t1	jg1649
OG0000313	CP9_g29651_DN3_SP0_c.t1	jg13759
OG0000313	CP11_g31933_DN3_SP0_c.t1	jg28285
OG0000314	CP29_g22076_DN3_SP0_c.t1	jg17949
OG0000314	CP22_g17304_DN2_SP0_c.t1	jg5864, jg17174, jg18126, jg27798
OG0000315	CP2_g49319_DN3_SP0_c.t1, CP2_g49320_DN2_SP0_c.t1, CP2_g49323_DN2_SP0_c.t1, CP2_g49322_DN2_SP0_c.t1, CP2_g49317_DN2_SP0_c.t1, CP2_g49315_DN2_SP0_c.t1, CP2_g49313_DN2_SP0_c.t1, CP2_g49311_DN2_SP0_c.t1, CP2_g49324_DN3_SP0_c.t1, CP2_g49308_DN3_SP0_c.t1, CP2_g49318_DN2_SP0_c.t1, CP2_g49309_DN2_SP0_c.t1, CP3_g13395_DN3_SP0_c.t1, CP19_g17927_DN2_SP0_c.t1, CP10_g43750_DN3_SP0_c.t1, CP10_g43755_DN3_SP0_c.t1, CP10_g43753_DN3_SP0_c.t1, CP10_g43751_DN3_SP0_c.t1, CP5_g1519_DN3_SP0_c.t1, CP19_g17922_DN3_SP0_c.t1, CP19_g17924_DN3_SP0_c.t1, CP19_g17925_DN3_SP0_c.t1, CP19_g17930_DN3_SP0_c.t1, CP19_g17929_DN3_SP0_c.t1, CP19_g17928_DN2_SP0_c.t1, CP2_g49218_DN3_SP0_c.t1, CP2_g49219_DN3_SP0_c.t1	jg16044
OG0000321	CP1_g38103_DN3_SP7_c.t1, CP1_g38104_DN3_SP7_c.t1	jg33127, jg33133
OG0000321	CP8_g54355_DN3_SP7_c.t1	jg5838, jg5839
OG0000323	CP5_g1415_DN3_SP0_c.t1	jg12614
OG0000323	CP9_g28921_DN3_SP0_c.t1	jg2926
OG0000325	CP1_g36601_DN3_SP8_c.t1	jg28796
OG0000325	CP1_g36600_DN3_SP7_c.t1	jg28797
OG0000325	CP4_g25440_DN3_SP0_c.t1	jg18397
OG0000328	CP22_g17724_DN2_SP0_c.t1	jg26279
OG0000328	CP22_g17722_DN3_SP0_c.t1	jg26278, jg26277
OG0000328	CP22_g17721_DN1_SP0_c.t1, CP22_g17723_DN3_SP0_c.t1	jg26271
OG0000328	CP22_g17720_DN1_SP0_c.t1, CP13_g20527_DN2_SP0_c.t1	jg26274
OG0000329	CP6_g7476_DN3_SP2_c.t1	jg11299
OG0000329	CP5_g1591_DN3_SP2_c.t1	jg12437, jg12445, jg12449, jg12448, jg12438, jg12436, jg12435, jg12439
OG0000330	CP9_g28926_DN2_SP0_c.t1	jg2932, jg2931
OG0000331	CP1_g36812_DN3_SP0_c.t1	jg28558, jg8055
OG0000331	CP12_g30079_DN2_SP0_c.t1	jg25844
OG0000334	CP4_g26231_DN1_SP0_c.t1	jg13498, jg18867, jg21058, jg13113, jg12230, jg11080, jg14024, jg13959, jg21899, jg21901, jg1165, jg14183, jg8025
OG0000334	CP2_g49698_DN1_SP0_c.t1	jg12492
OG0000334	CP9_g27577_DN3_SP0_c.t1	jg5560
OG0000334	CP4_g26835_DN2_SP0_c.t1, CP15_g34532_DN1_SP0_c.t1	jg11603, jg25251, jg32583, jg32326, jg14085
OG0000335	CP3_g13431_DN3_SP0_c.t1	jg16010
OG0000336	CP2_g49689_DN3_SP0_c.t1, CP2_g49549_DN3_SP0_c.t1, CP2_g49694_DN3_SP0_c.t1, CP318_g3528_DN3_SP0_c.t1, CP2_g49696_DN3_SP0_c.t1, CP1_g37240_DN3_SP8_c.t1, CP1_g37250_DN3_SP0_c.t1	jg1242, jg1313, jg29339, jg29325
OG0000339	CP6_g6806_DN3_SP1_c.t1	jg10545
OG0000343	CP10_g43998_DN2_SP0_c.t1	jg30677
OG0000343	CP24_g47145_DN2_SP0_c.t1	jg13708, jg17445, jg26926, jg6756, jg6755
OG0000345	CP13_g20386_DN3_SP5_c.t1	jg4766, jg20849
OG0000345	CP11_g32977_DN3_SP4_c.t1	jg4765
OG0000345	CP11_g32975_DN3_SP1_c.t1	jg28744
OG0000346	CP3_g14031_DN3_SP1_c.t1	jg15260
OG0000346	CP13_g19387_DN3_SP4_c.t1	jg13304
OG0000347	CP4_g24125_DN3_SP8_c.t1	jg19995
OG0000347	CP3_g13253_DN3_SP6_c.t1	jg28483, jg16199
OG0000347	CP19_g18321_DN3_SP8_c.t1	jg10163
OG0000347	CP1_g36454_DN3_SP7_c.t1	jg28458
OG0000347	CP8_g54641_DN3_SP8_c.t1	jg8201
OG0000349	CP8_g53987_DN3_SP0_c.t1	jg22904, jg22898, jg22900
OG0000351	CP10_g43144_DN2_SP0_c.t1, CP19_g18198_DN1_SP0_c.t1	jg26743, jg27595
OG0000355	CP8_g54064_DN3_SP0_c.t1	jg22984
OG0000356	CP16_g55149_DN3_SP0_c.t1	jg16973
OG0000357	CP4_g25299_DN3_SP0_c.t1	jg18545
OG0000358	CP1_g38042_DN3_SP1_c.t1	jg33246, jg33306, jg33305, jg33298, jg33297, jg33303, jg33299, jg33304, jg33300, jg33302, jg33301
OG0000359	CP5_g1241_DN3_SP0_c.t1	jg9679
OG0000361	CP21_g11054_DN2_SP0_c.t1, CP18_g12238_DN1_SP0_c.t1	jg13739, jg17397
OG0000361	CP5_g2028_DN3_SP0_c.t1, CP18_g12239_DN1_SP0_c.t1	jg2108, jg12203
OG0000361	CP2_g50574_DN1_SP0_c.t1	jg2107, jg13084, jg16745
OG0000363	CP7_g46446_DN3_SP1_c.t1	jg33778
OG0000363	CP16_g54939_DN3_SP0_c.t1	jg3528
OG0000364	CP13_g20114_DN3_SP0_c.t1	jg24355
OG0000364	CP4_g24666_DN2_SP0_c.t1	jg19314, jg19320, jg12453, jg19325
OG0000365	CP7_g45280_DN3_SP0_c.t1	jg31120
OG0000365	CP6_g6777_DN3_SP0_c.t1, CP6_g6776_DN3_SP0_c.t1	jg10496, jg10495
OG0000365	CP7_g45281_DN3_SP0_c.t1	jg31122, jg31118, jg31119, jg31117
OG0000367	CP9_g28612_DN3_SP0_c.t1	jg11956, jg7206
OG0000368	CP10_g43551_DN3_SP0_c.t1	jg14450
OG0000368	CP3_g14733_DN3_SP0_c.t1	jg14457
OG0000369	CP20_g4172_DN3_SP0_c.t1, CP20_g4168_DN3_SP0_c.t1, CP6_g8949_DN3_SP0_c.t1, CP6_g7552_DN2_SP0_c.t1	jg21600, jg21583, jg21561, jg21534, jg21584, jg21558
OG0000369	CP20_g4264_DN2_SP0_c.t1	jg11313
OG0000370	CP12_g30812_DN1_SP0_c.t1	jg26719
OG0000371	CP7_g44322_DN2_SP0_c.t1, CP1_g41317_DN1_SP0_c.t1	jg1954, jg27204, jg32262, jg17116, jg27205
OG0000374	CP22_g17631_DN1_SP0_c.t1, CP3_g16173_DN1_SP0_c.t1	jg2022
OG0000379	CP13_g19606_DN2_SP0_c.t1, CP13_g19604_DN3_SP0_c.t1	jg716
OG0000380	CP8_g53979_DN3_SP0_c.t1	jg22859, jg22857, jg30710
OG0000380	CP8_g53999_DN2_SP0_c.t1, CP8_g54035_DN2_SP0_c.t1, CP8_g54042_DN3_SP0_c.t1, CP8_g54034_DN3_SP0_c.t1	jg22963, jg22951
OG0000381	CP9_g29501_DN3_SP0_c.t1	jg3545
OG0000381	CP4_g25375_DN3_SP0_c.t1	jg18472
OG0000382	CP11_g32067_DN3_SP0_c.t1, CP11_g32066_DN3_SP0_c.t1	jg7975, jg7974, jg7976
OG0000383	CP7_g45415_DN1_SP0_c.t1, CP7_g45413_DN2_SP0_c.t1, CP7_g45411_DN1_SP0_c.t1, CP7_g45414_DN2_SP0_c.t1	jg30941
OG0000383	CP3_g13899_DN2_SP0_c.t1, CP3_g13900_DN3_SP0_c.t1, CP3_g13901_DN3_SP0_c.t1, CP3_g13909_DN2_SP0_c.t1	jg13626, jg13629, jg15391, jg15393
OG0000384	CP13_g19805_DN2_SP0_c.t1, CP13_g19804_DN3_SP0_c.t1, CP13_g19808_DN3_SP0_c.t1, CP13_g19801_DN2_SP0_c.t1	jg20366
OG0000386	CP7_g44505_DN3_SP0_c.t1	jg32427
OG0000386	CP7_g44514_DN3_SP0_c.t1	jg32429
OG0000388	CP2_g49021_DN2_SP0_c.t1, CP2_g49360_DN2_SP0_c.t1	jg22210, jg30557, jg6196
OG0000388	CP12_g30303_DN3_SP0_c.t1, CP12_g30264_DN3_SP0_c.t1	jg27023, jg26105, jg26106
OG0000390	CP7_g45551_DN2_SP1_c.t1	jg30801
OG0000390	CP7_g45552_DN3_SP0_c.t1	jg30800
OG0000391	CP9_g28963_DN3_SP0_c.t1, CP9_g28965_DN3_SP0_c.t1	jg2971, jg2970
OG0000391	CP10_g43006_DN3_SP1_c.t1	jg24982
OG0000392	CP7_g46045_DN3_SP1_c.t1	jg30223
OG0000392	CP7_g46046_DN3_SP0_c.t1	jg30222
OG0000392	CP19_g18115_DN3_SP0_c.t1, CP7_g44614_DN3_SP0_c.t1, CP19_g18116_DN3_SP1_c.t1	jg9939, jg9938
OG0000393	CP5_g1564_DN3_SP3_c.t1	jg12479
OG0000393	CP5_g1566_DN3_SP0_c.t1, CP5_g1568_DN3_SP3_c.t1	jg12478
OG0000393	CP5_g1565_DN2_SP7_c.t1	jg12475
OG0000394	CP1_g37846_DN3_SP2_c.t1	jg33475
OG0000394	CP1_g37845_DN3_SP0_c.t1	jg33477
OG0000394	CP12_g29895_DN3_SP1_c.t1	jg31322
OG0000395	CP1_g37709_DN3_SP1_c.t1	jg29880
OG0000395	CP10_g44098_DN3_SP0_c.t1	jg27565
OG0000397	CP12_g30107_DN3_SP0_c.t1	jg2134
OG0000399	CP11_g32110_DN3_SP8_c.t1	jg28568, jg8018
OG0000399	CP172_g51073_DN3_SP8_c.t1, CP2_g49950_DN3_SP0_c.t1	jg1426
OG0000399	CP1_g37198_DN3_SP6_c.t1	jg29276
OG0000402	CP19_g18485_DN2_SP0_c.t1, CP7_g45345_DN2_SP0_c.t1, CP19_g18484_DN2_SP0_c.t1	jg23698
OG0000403	CP11_g31948_DN3_SP0_c.t1, CP11_g31944_DN3_SP0_c.t1, CP11_g31946_DN3_SP0_c.t1	jg7845
OG0000403	CP2_g49834_DN3_SP0_c.t1, CP11_g31942_DN3_SP0_c.t1	jg7841
OG0000405	CP8_g53531_DN3_SP0_c.t1	jg32033, jg32027, jg6347
OG0000405	CP39_g21119_DN3_SP1_c.t1	jg25462
OG0000407	CP10_g42640_DN3_SP0_c.t1	jg28645, jg31101, jg20131
OG0000407	CP6_g7558_DN3_SP0_c.t1	jg29567
OG0000409	CP7_g45026_DN3_SP0_c.t1	jg17641
OG0000409	CP7_g45027_DN3_SP0_c.t1, CP7_g45028_DN3_SP0_c.t1, CP7_g45029_DN3_SP0_c.t1	jg31386
OG0000411	CP16_g55123_DN2_SP0_c.t1, CP16_g55132_DN2_SP0_c.t1	jg17003, jg16987, jg17292, jg17291, jg16929, jg16931, jg16935, jg20923, jg16934
OG0000412	CP11_g32313_DN3_SP8_c.t1	jg5485
OG0000412	CP5_g1783_DN3_SP8_c.t1	jg12214
OG0000412	CP9_g28164_DN3_SP8_c.t1	jg2061
OG0000412	CP12_g30117_DN3_SP8_c.t1	jg25896
OG0000413	CP19_g18302_DN2_SP0_c.t1	jg25354
OG0000413	CP7_g46371_DN3_SP0_c.t1	jg33681
OG0000414	CP2_g49029_DN3_SP0_c.t1	jg673
OG0000414	CP15_g36160_DN3_SP0_c.t1	jg27345
OG0000414	CP6_g7390_DN3_SP0_c.t1	jg11210
OG0000414	CP12_g30572_DN2_SP0_c.t1	jg26431
OG0000416	CP12_g31583_DN1_SP0_c.t1, CP6_g8094_DN2_SP0_c.t1	jg11705, jg29595, jg7623
OG0000420	CP4_g24470_DN3_SP0_c.t1	jg19571
OG0000420	CP20_g4072_DN2_SP0_c.t1, CP20_g4094_DN3_SP0_c.t1, CP20_g4092_DN2_SP0_c.t1, CP20_g4074_DN3_SP0_c.t1, CP11_g32724_DN3_SP0_c.t1	jg5048
OG0000421	CP8_g53214_DN3_SP6_c.t1	jg21967
OG0000421	CP19_g17982_DN3_SP4_c.t1	jg9794
OG0000421	CP8_g53584_DN3_SP8_c.t1	jg22448, jg22447
OG0000423	CP2_g50547_DN2_SP0_c.t1, CP22_g17369_DN3_SP0_c.t1	jg2096, jg1876, jg1796, jg1235, jg12316, jg2904
OG0000424	CP8_g53432_DN3_SP8_c.t1	jg22288
OG0000424	CP5_g1290_DN3_SP2_c.t1	jg9732
OG0000425	CP6_g7094_DN3_SP0_c.t1, CP1_g38439_DN1_SP0_c.t1	jg21524
OG0000426	CP4_g24614_DN1_SP0_c.t1	jg27779
OG0000427	CP8_g52252_DN1_SP0_c.t1	jg32210, jg11505
OG0000429	CP11_g32148_DN1_SP0_c.t1	jg15870
OG0000430	CP19_g18474_DN3_SP8_c.t1	jg10342
OG0000430	CP2_g49070_DN3_SP8_c.t1	jg731
OG0000430	CP12_g31665_DN3_SP5_c.t1	jg27082
OG0000431	CP2_g49157_DN3_SP1_c.t1	jg846
OG0000432	CP6_g7305_DN3_SP1_c.t1	jg10546
OG0000433	CP5_g1292_DN3_SP0_c.t1	jg9737, jg9736, jg9735
OG0000436	CP3_g14836_DN3_SP7_c.t1	jg14380
OG0000436	CP8_g54015_DN3_SP5_c.t1	jg22927, jg22928
OG0000436	CP8_g54016_DN3_SP7_c.t1	jg22929
OG0000436	CP3_g14835_DN3_SP4_c.t1	jg14381
OG0000437	CP10_g43558_DN2_SP6_c.t1	jg28169
OG0000439	CP11_g33206_DN3_SP3_c.t1, CP161_g50908_DN3_SP0_c.t1, CP161_g50914_DN3_SP0_c.t1	jg2123, jg4379, jg27491, jg2122
OG0000443	CP5_g768_DN2_SP0_c.t1	jg9154
OG0000443	CP16_g55377_DN3_SP0_c.t1	jg17131
OG0000444	CP4_g25610_DN3_SP8_c.t1	jg18200
OG0000444	CP3_g13441_DN3_SP8_c.t1	jg15993
OG0000444	CP1_g36893_DN3_SP7_c.t1	jg28950
OG0000445	CP3_g14484_DN3_SP7_c.t1, CP2_g48302_DN3_SP2_c.t1	jg6224
OG0000445	CP16_g55067_DN3_SP7_c.t1, CP5_g920_DN3_SP2_c.t1	jg16878
OG0000447	CP10_g43111_DN3_SP8_c.t1, CP4_g25129_DN3_SP3_c.t1, CP11_g33201_DN3_SP1_c.t1	jg15180, jg25103, jg18747
OG0000449	CP16_g55065_DN3_SP0_c.t1	jg15925, jg15924, jg15929
OG0000449	CP10_g42299_DN3_SP0_c.t1	jg24132, jg24131
OG0000450	CP6_g7342_DN3_SP0_c.t1	jg30082
OG0000450	CP7_g46144_DN3_SP0_c.t1, CP6_g7341_DN2_SP0_c.t1	jg11999, jg20839, jg20841
OG0000451	CP4_g23949_DN3_SP1_c.t1	jg990, jg976, jg5486, jg32699
OG0000452	CP2_g48953_DN3_SP0_c.t1	jg561, jg560
OG0000457	CP10_g42431_DN3_SP8_c.t1	jg24317, jg28766
OG0000458	CP7_g45003_DN3_SP0_c.t1	jg31419
OG0000459	CP1_g41003_DN3_SP0_c.t1	jg10503
OG0000459	CP3_g14785_DN2_SP0_c.t1	jg22903
OG0000459	CP1_g41002_DN3_SP0_c.t1	jg33046
OG0000460	CP10_g43316_DN3_SP0_c.t1	jg25335
OG0000460	CP8_g53648_DN3_SP0_c.t1	jg22533
OG0000463	CP7_g44407_DN3_SP6_c.t1	jg32175
OG0000463	CP3_g14759_DN3_SP0_c.t1, CP3_g14763_DN3_SP0_c.t1	jg14430
OG0000463	CP3_g14758_DN3_SP0_c.t1	jg14431
OG0000464	CP1_g36522_DN3_SP0_c.t1, CP1_g36523_DN3_SP0_c.t1, CP1_g36521_DN3_SP0_c.t1, CP1_g36525_DN3_SP0_c.t1	jg28531
OG0000465	CP4_g26926_DN3_SP0_c.t1, CP6_g8650_DN3_SP0_c.t1, CP22_g17192_DN1_SP0_c.t1	jg32412, jg20969, jg32544, jg12442, jg12080, jg7043, jg27333, jg32368, jg27386, jg11751, jg32384, jg6898, jg14072, jg32440, jg17529, jg12042, jg27316
OG0000469	CP6_g6937_DN3_SP3_c.t1, CP3_g13486_DN3_SP3_c.t1, CP13_g19938_DN3_SP8_c.t1	jg15897, jg19591, jg10715, jg20504
OG0000470	CP2_g48892_DN1_SP0_c.t1	jg1931
OG0000470	CP6_g6926_DN3_SP0_c.t1	jg10684, jg10877
OG0000474	CP1_g36649_DN3_SP1_c.t1, CP1_g36648_DN3_SP0_c.t1	jg28747
OG0000474	CP13_g20271_DN3_SP0_c.t1	jg20853
OG0000474	CP7_g44631_DN3_SP0_c.t1	jg11064
OG0000475	CP2_g49102_DN3_SP0_c.t1	jg775
OG0000476	CP9_g28252_DN1_SP0_c.t1, CP39_g21150_DN1_SP0_c.t1, CP9_g28272_DN1_SP0_c.t1, CP10_g43866_DN3_SP0_c.t1, CP10_g43849_DN3_SP0_c.t1	jg6712, jg6710, jg6600, jg6598
OG0000477	CP2_g48048_DN3_SP8_c.t1	jg23206
OG0000477	CP13_g19553_DN3_SP8_c.t1	jg13074
OG0000478	CP2_g47917_DN2_SP0_c.t1	jg384, jg386
OG0000480	CP2_g49181_DN3_SP0_c.t1	jg868
OG0000480	CP13_g19595_DN2_SP6_c.t1	jg13028
OG0000481	CP2_g49426_DN3_SP8_c.t1	jg1153
OG0000481	CP1_g37287_DN3_SP2_c.t1	jg29378
OG0000481	CP1_g37286_DN3_SP0_c.t1	jg29377
