Orthogroup	Duplications (all)	Duplications (50% support)
OG0001392	18	15
OG0001393	28	23
OG0001394	43	25
OG0001395	46	46
OG0001396	11	7
OG0001397	10	8
OG0001398	11	10
OG0001399	8	6
OG0001400	10	8
OG0001401	8	6
OG0001402	7	4
OG0001403	6	5
OG0001404	8	6
OG0001405	8	8
OG0001406	15	3
OG0001407	7	4
OG0001408	18	16
OG0001409	10	9
OG0001410	10	7
OG0001411	9	8
OG0001412	9	9
OG0001413	14	12
OG0001414	9	7
OG0001415	11	11
OG0001416	9	8
OG0001417	12	7
OG0001418	14	9
OG0001419	9	5
OG0001420	16	13
OG0001421	18	11
OG0001422	8	5
OG0001423	13	11
OG0001424	30	18
OG0001425	8	6
OG0001426	7	7
OG0001427	9	9
OG0001428	17	13
OG0001429	9	8
OG0001430	11	8
OG0001431	13	8
OG0001432	10	8
OG0001433	9	8
OG0001434	10	5
OG0001435	13	7
OG0001436	8	7
OG0001437	10	9
OG0001438	12	10
OG0001439	18	12
OG0001440	8	8
OG0001441	9	6
OG0001442	11	11
OG0001443	19	15
OG0001444	13	9
OG0001445	20	18
OG0001446	14	9
OG0001447	8	7
OG0001448	9	8
OG0001449	21	18
OG0001450	8	7
OG0001451	11	11
OG0001452	9	8
OG0001453	12	11
OG0001454	8	8
OG0001455	11	8
OG0001456	10	9
OG0001457	20	16
OG0001458	10	5
OG0001459	9	7
OG0001460	10	8
OG0001461	15	12
OG0001462	13	12
OG0001463	14	11
OG0001464	16	16
OG0001465	12	10
OG0001466	9	8
OG0001467	12	9
OG0001468	10	9
OG0001469	7	7
OG0001470	11	10
OG0001471	13	5
OG0001472	9	9
OG0001473	9	6
OG0001474	17	16
OG0001475	9	6
OG0001476	15	7
OG0001477	8	8
OG0001478	9	4
OG0001479	9	9
OG0001480	10	8
OG0001481	11	7
OG0001482	11	10
OG0001483	8	7
OG0001484	9	8
OG0001485	13	9
OG0001486	12	11
OG0001487	18	12
OG0001488	16	8
OG0001489	20	16
OG0001490	23	19
OG0001491	19	17
OG0001492	20	15
OG0001493	27	23
OG0001494	46	46
OG0001495	48	48
OG0001496	48	48
OG0001497	48	48
OG0001498	48	48
OG0001499	12	11
OG0001500	14	10
OG0001501	8	6
OG0001502	9	8
OG0001503	8	8
OG0001504	19	15
OG0001505	8	8
OG0001506	11	9
OG0001507	7	6
OG0001508	9	9
OG0001509	19	18
OG0001510	8	6
OG0001511	7	5
OG0001512	10	8
OG0001513	10	10
OG0001514	10	8
OG0001515	11	9
OG0001516	9	8
OG0001517	8	6
OG0001518	8	8
OG0001519	11	9
OG0001520	11	8
OG0001521	11	9
OG0001522	19	14
OG0001523	7	7
OG0001524	9	8
OG0001525	22	13
OG0001526	13	12
OG0001527	8	8
OG0001528	20	18
OG0001529	7	6
OG0001530	25	19
OG0001531	14	9
OG0001532	15	15
OG0001533	16	12
OG0001534	15	14
OG0001535	9	6
OG0001536	11	11
OG0001537	10	8
OG0001538	8	7
OG0001539	29	26
OG0001540	9	9
OG0001541	11	10
OG0001542	12	12
OG0001543	9	9
OG0001544	9	8
OG0001545	8	7
OG0001546	12	11
OG0001547	10	8
OG0001548	9	9
OG0001549	8	8
OG0001550	8	7
OG0001551	18	13
OG0001552	8	7
OG0001553	8	8
OG0001554	8	6
OG0001555	8	7
OG0001556	11	8
OG0001557	9	8
OG0001558	7	6
OG0001559	8	8
OG0001560	8	6
OG0001561	14	13
OG0001562	12	8
OG0001563	9	9
OG0001564	8	7
OG0001565	13	12
OG0001566	13	9
OG0001567	13	10
OG0001568	9	9
OG0001569	9	9
OG0001570	8	6
OG0001571	9	7
OG0001572	9	8
OG0001573	8	8
OG0001574	9	8
OG0001575	18	15
OG0001576	10	9
OG0001577	10	10
OG0001578	9	7
OG0001579	32	31
OG0001580	14	12
OG0001581	11	10
OG0001582	10	9
OG0001583	8	6
OG0001584	9	9
OG0001585	11	10
OG0001586	19	15
OG0001587	11	7
OG0001588	8	6
OG0001589	14	13
OG0001590	13	7
OG0001591	8	7
OG0001592	13	11
OG0001593	9	7
OG0001594	30	29
OG0001595	18	17
OG0001596	26	17
OG0001597	18	11
OG0001598	9	8
OG0001599	23	19
OG0001600	28	22
OG0001601	46	46
OG0001602	47	47
OG0001603	9	7
OG0001604	10	9
OG0001605	27	25
OG0001606	7	6
OG0001607	6	6
OG0001608	21	18
OG0001609	9	7
OG0001610	21	7
OG0001611	8	7
OG0001612	8	6
OG0001613	8	7
OG0001614	7	5
OG0001615	10	9
OG0001616	12	11
OG0001617	6	6
OG0001618	9	8
OG0001619	9	8
OG0001620	8	7
OG0001621	8	7
OG0001622	9	8
OG0001623	8	7
OG0001624	10	9
OG0001625	9	7
OG0001626	20	14
OG0001627	9	8
OG0001628	10	10
OG0001629	9	9
OG0001630	12	12
OG0001631	7	7
OG0001632	10	7
OG0001633	12	12
OG0001634	12	10
OG0001635	9	7
OG0001636	13	7
OG0001637	14	10
OG0001638	15	12
OG0001639	18	8
OG0001640	9	8
OG0001641	10	7
OG0001642	16	12
OG0001643	9	8
OG0001644	14	9
OG0001645	11	8
OG0001646	7	7
OG0001647	6	6
OG0001648	9	7
OG0001649	8	8
OG0001650	10	8
OG0001651	9	8
OG0001652	8	7
OG0001653	9	8
OG0001654	13	8
OG0001655	10	9
OG0001656	7	6
OG0001657	8	8
OG0001658	10	9
OG0001659	8	8
OG0001660	8	7
OG0001661	11	10
OG0001662	8	8
OG0001663	12	8
OG0001664	8	7
OG0001665	13	10
OG0001666	7	7
OG0001667	9	8
OG0001668	11	9
OG0001669	10	9
OG0001670	8	8
OG0001671	10	10
OG0001672	10	9
OG0001673	8	8
OG0001674	8	7
OG0001675	15	10
OG0001676	12	10
OG0001677	7	7
OG0001678	18	10
OG0001679	10	8
OG0001680	19	13
OG0001681	11	7
OG0001682	10	10
OG0001683	6	5
OG0001684	6	6
OG0001685	12	8
OG0001686	9	8
OG0001687	10	9
OG0001688	8	6
OG0001689	8	7
OG0001690	12	12
OG0001691	9	9
OG0001692	8	8
OG0001693	9	8
OG0001694	14	12
OG0001695	8	7
OG0001696	7	7
OG0001697	8	7
OG0001698	8	8
OG0001699	8	8
OG0001700	10	9
OG0001701	9	7
OG0001702	15	9
OG0001703	16	12
OG0001704	10	9
OG0001705	11	10
OG0001706	10	8
OG0001707	15	15
OG0001708	8	5
OG0001709	9	8
OG0001710	8	8
OG0001711	11	8
OG0001712	8	7
OG0001713	17	13
OG0001714	12	6
OG0001715	9	6
OG0001716	8	7
OG0001717	11	11
OG0001718	26	19
OG0001719	7	5
OG0001720	9	6
OG0001721	11	9
OG0001722	17	8
OG0001723	8	7
OG0001724	8	7
OG0001725	10	7
OG0001726	8	6
OG0001727	9	8
OG0001728	7	6
OG0001729	10	10
OG0001730	8	8
OG0001731	9	9
OG0001732	8	7
OG0001733	10	9
OG0001734	7	6
OG0001735	9	6
OG0001736	8	7
OG0001737	9	8
OG0001738	10	7
OG0001739	12	11
OG0001740	9	8
OG0001741	6	6
OG0001742	7	7
OG0001743	10	8
OG0001744	20	18
OG0001745	8	8
OG0001746	7	6
OG0001747	7	7
OG0001748	10	7
OG0001749	11	9
OG0001750	7	4
OG0001751	9	8
OG0001752	7	7
OG0001753	34	34
OG0001754	22	19
OG0001755	13	11
OG0001756	13	11
OG0001757	36	28
OG0001758	32	23
OG0001759	41	39
OG0001760	42	38
OG0001761	45	45
OG0001762	46	46
OG0001763	11	11
OG0001764	10	8
OG0001765	6	6
OG0001766	15	15
OG0001767	14	13
OG0001768	7	6
OG0001769	8	5
OG0001770	6	6
OG0001771	13	9
OG0001772	8	6
OG0001773	8	6
OG0001774	7	7
OG0001775	7	6
OG0001776	10	10
OG0001777	6	5
OG0001778	9	6
OG0001779	11	10
OG0001780	7	6
OG0001781	7	6
OG0001782	14	13
OG0001783	9	8
OG0001784	8	6
OG0001785	7	6
OG0001786	20	19
OG0001787	10	9
OG0001788	13	11
OG0001789	7	7
OG0001790	10	8
OG0001791	12	10
OG0001792	20	17
OG0001793	8	7
OG0001794	16	14
OG0001795	12	8
OG0001796	12	9
OG0001797	8	7
OG0001798	9	6
OG0001799	19	14
OG0001800	9	8
OG0001801	14	9
OG0001802	9	8
OG0001803	8	8
OG0001804	9	8
OG0001805	9	9
OG0001806	8	6
OG0001807	8	8
OG0001808	11	7
OG0001809	8	7
OG0001810	12	10
OG0001811	7	6
OG0001812	14	9
OG0001813	12	7
OG0001814	8	8
OG0001815	9	9
OG0001816	15	11
OG0001817	19	15
OG0001818	7	7
OG0001819	7	7
OG0001820	7	6
OG0001821	6	6
OG0001822	8	8
OG0001823	19	15
OG0001824	10	7
OG0001825	16	11
OG0001826	8	7
OG0001827	7	7
OG0001828	9	7
OG0001829	9	9
OG0001830	8	8
OG0001831	14	9
OG0001832	11	11
OG0001833	7	6
OG0001834	7	7
OG0001835	23	22
OG0001836	7	5
OG0001837	10	8
OG0001838	7	5
OG0001839	10	8
OG0001840	7	7
OG0001841	22	19
OG0001842	11	11
OG0001843	9	7
OG0001844	8	7
OG0001845	9	5
OG0001846	11	11
OG0001847	16	13
OG0001848	9	7
OG0001849	7	7
OG0001850	12	12
OG0001851	8	8
OG0001852	7	6
OG0001853	9	7
OG0001854	12	9
OG0001855	8	7
OG0001856	9	9
OG0001857	22	20
OG0001858	8	7
OG0001859	8	8
OG0001860	9	8
OG0001861	12	10
OG0001862	24	23
OG0001863	15	14
OG0001864	9	8
OG0001865	12	12
OG0001866	9	9
OG0001867	14	9
OG0001868	21	11
OG0001869	10	8
OG0001870	11	6
OG0001871	10	9
OG0001872	9	8
OG0001873	7	5
OG0001874	8	6
OG0001875	8	8
OG0001876	10	9
OG0001877	8	7
OG0001878	9	9
OG0001879	7	7
OG0001880	7	7
OG0001881	7	7
OG0001882	8	6
OG0001883	7	7
OG0001884	8	7
OG0001885	6	5
OG0001886	10	8
OG0001887	18	10
OG0001888	9	6
OG0001889	8	6
OG0001890	8	5
OG0001891	7	6
OG0001892	9	9
OG0001893	10	8
OG0001894	9	9
OG0001895	8	7
OG0001896	9	9
OG0001897	7	5
OG0001898	26	21
OG0001899	27	18
OG0001900	8	7
OG0001901	14	12
OG0001902	21	18
OG0001903	41	41
OG0001904	44	44
OG0001905	40	26
OG0001906	45	45
OG0001907	44	44
OG0001908	45	45
OG0001909	45	45
OG0001910	7	7
OG0001911	10	9
OG0001912	6	6
OG0001913	10	9
OG0001914	7	7
OG0001915	11	10
OG0001916	8	7
OG0001917	10	4
OG0001918	8	7
OG0001919	8	7
OG0001920	8	6
OG0001921	12	8
OG0001922	6	5
OG0001923	7	7
OG0001924	9	8
OG0001925	7	6
OG0001926	7	6
OG0001927	7	6
OG0001928	12	7
OG0001929	7	6
OG0001930	11	10
OG0001931	10	9
OG0001932	10	7
OG0001933	12	8
OG0001934	6	5
OG0001935	9	8
OG0001936	9	9
OG0001937	8	8
OG0001938	9	8
OG0001939	6	5
OG0001940	7	5
OG0001941	9	7
OG0001942	8	7
OG0001943	11	8
OG0001944	21	4
OG0001945	8	8
OG0001946	8	8
OG0001947	11	6
OG0001948	9	7
OG0001949	6	6
OG0001950	7	7
OG0001951	8	8
OG0001952	8	8
OG0001953	6	6
OG0001954	8	7
OG0001955	8	8
OG0001956	7	7
OG0001957	9	7
OG0001958	9	7
OG0001959	11	7
OG0001960	8	8
OG0001961	6	5
OG0001962	7	5
OG0001963	6	5
OG0001964	8	7
OG0001965	7	6
OG0001966	12	12
OG0001967	8	8
OG0001968	11	10
OG0001969	6	6
OG0001970	8	8
OG0001971	11	11
OG0001972	8	7
OG0001973	9	9
OG0001974	7	7
OG0001975	10	8
OG0001976	30	21
OG0001977	5	3
OG0001978	13	13
OG0001979	7	6
OG0001980	8	6
OG0001981	11	8
OG0001982	7	7
OG0001983	14	9
OG0001984	9	8
OG0001985	6	6
OG0001986	7	7
OG0001987	5	5
OG0001988	7	7
OG0001989	10	8
OG0001990	34	33
OG0001991	20	13
OG0001992	7	5
OG0001993	9	7
OG0001994	10	9
OG0001995	8	7
OG0001996	11	8
OG0001997	8	8
OG0001998	8	8
OG0001999	7	7
OG0002000	7	5
OG0002001	9	8
OG0002002	7	7
OG0002003	8	7
OG0002004	10	10
OG0002005	7	7
OG0002006	42	42
OG0002007	13	9
OG0002008	14	12
OG0002009	7	6
OG0002010	20	19
OG0002011	6	6
OG0002012	9	8
OG0002013	6	6
OG0002014	8	8
OG0002015	7	7
OG0002016	22	17
OG0002017	7	7
OG0002018	9	8
OG0002019	20	13
OG0002020	14	13
OG0002021	7	6
OG0002022	6	6
OG0002023	7	6
OG0002024	13	6
OG0002025	8	7
OG0002026	9	9
OG0002027	8	8
OG0002028	11	10
OG0002029	12	9
OG0002030	7	7
OG0002031	12	11
OG0002032	9	8
OG0002033	8	6
OG0002034	9	7
OG0002035	6	4
OG0002036	8	8
OG0002037	11	11
OG0002038	11	11
OG0002039	15	7
OG0002040	18	14
OG0002041	6	6
OG0002042	10	10
OG0002043	14	13
OG0002044	13	6
OG0002045	7	6
OG0002046	28	27
OG0002047	16	11
OG0002048	13	9
OG0002049	32	17
OG0002050	44	44
OG0002051	43	43
OG0002052	36	24
OG0002053	44	44
OG0002054	44	44
OG0002055	44	44
OG0002056	7	5
OG0002057	7	6
OG0002058	7	7
OG0002059	8	6
OG0002060	6	5
OG0002061	9	8
OG0002062	8	8
OG0002063	6	5
OG0002064	7	6
OG0002065	7	6
OG0002066	8	8
OG0002067	8	8
OG0002068	6	6
OG0002069	9	8
OG0002070	6	5
OG0002071	14	12
OG0002072	9	8
OG0002073	11	8
OG0002074	8	7
OG0002075	7	7
OG0002076	8	7
OG0002077	6	6
OG0002078	6	5
OG0002079	6	5
OG0002080	7	6
OG0002081	7	6
OG0002082	5	4
OG0002083	7	7
OG0002084	7	6
OG0002085	16	14
OG0002086	10	7
OG0002087	7	6
OG0002088	16	13
OG0002089	7	7
OG0002090	9	8
OG0002091	9	8
OG0002092	7	5
OG0002093	7	7
OG0002094	7	7
OG0002095	12	7
OG0002096	5	5
OG0002097	7	6
OG0002098	15	12
OG0002099	10	7
OG0002100	8	8
OG0002101	7	6
OG0002102	6	5
OG0002103	8	8
OG0002104	6	5
OG0002105	6	6
OG0002106	7	7
OG0002107	15	6
OG0002108	7	7
OG0002109	7	5
OG0002110	6	6
OG0002111	6	5
OG0002112	7	7
OG0002113	8	7
OG0002114	7	6
OG0002115	6	6
OG0002116	11	11
OG0002117	6	6
OG0002118	5	5
OG0002119	8	6
OG0002120	8	5
OG0002121	6	4
OG0002122	8	8
OG0002123	13	11
OG0002124	7	7
OG0002125	10	8
OG0002126	14	9
OG0002127	10	9
OG0002128	7	7
OG0002129	7	7
OG0002130	9	9
OG0002131	9	6
OG0002132	20	18
OG0002133	19	16
OG0002134	5	4
OG0002135	8	7
OG0002136	10	6
OG0002137	10	9
OG0002138	7	7
OG0002139	24	22
OG0002140	12	8
OG0002141	10	7
OG0002142	8	7
OG0002143	11	10
OG0002144	7	6
OG0002145	7	6
OG0002146	7	7
OG0002147	7	7
OG0002148	7	6
OG0002149	13	12
OG0002150	8	7
OG0002151	8	6
OG0002152	8	7
OG0002153	8	7
OG0002154	10	7
OG0002155	8	6
OG0002156	6	6
OG0002157	7	7
OG0002158	8	8
OG0002159	18	11
OG0002160	6	6
OG0002161	8	5
OG0002162	5	5
OG0002163	12	8
OG0002164	16	13
OG0002165	7	6
OG0002166	20	18
OG0002167	7	6
OG0002168	6	5
OG0002169	8	8
OG0002170	6	5
OG0002171	14	10
OG0002172	6	6
OG0002173	32	28
OG0002174	9	9
OG0002175	15	11
OG0002176	9	8
OG0002177	8	8
OG0002178	7	6
OG0002179	7	7
OG0002180	7	6
OG0002181	6	5
OG0002182	6	6
OG0002183	13	8
OG0002184	8	8
OG0002185	7	6
OG0002186	11	11
OG0002187	7	6
OG0002188	10	8
OG0002189	15	6
OG0002190	9	7
OG0002191	7	7
OG0002192	11	8
OG0002193	9	8
OG0002194	6	6
OG0002195	6	5
OG0002196	9	6
OG0002197	7	7
OG0002198	7	6
OG0002199	7	6
OG0002200	16	14
OG0002201	10	8
OG0002202	11	9
OG0002203	8	5
OG0002204	26	19
OG0002205	11	8
OG0002206	12	8
OG0002207	8	6
OG0002208	11	8
OG0002209	20	19
OG0002210	6	5
OG0002211	6	6
OG0002212	6	5
OG0002213	10	9
OG0002214	12	5
OG0002215	41	41
OG0002216	10	7
OG0002217	27	16
OG0002218	31	29
OG0002219	43	43
OG0002220	43	43
OG0002221	12	9
OG0002222	15	10
OG0002223	9	6
OG0002224	7	6
OG0002225	7	5
OG0002226	21	20
OG0002227	7	6
OG0002228	8	7
OG0002229	5	4
OG0002230	6	4
OG0002231	5	5
OG0002232	8	6
OG0002233	12	6
OG0002234	9	8
OG0002235	6	6
OG0002236	9	7
OG0002237	10	6
OG0002238	13	7
OG0002239	8	7
OG0002240	8	8
OG0002241	5	5
OG0002242	6	6
OG0002243	5	4
OG0002244	18	18
OG0002245	18	13
OG0002246	17	11
OG0002247	11	8
OG0002248	11	9
OG0002249	7	5
OG0002250	7	6
OG0002251	8	7
OG0002252	8	6
OG0002253	9	9
OG0002254	6	5
OG0002255	8	7
OG0002256	8	6
OG0002257	6	5
OG0002258	7	7
OG0002259	9	8
OG0002260	12	6
OG0002261	7	5
OG0002262	7	6
OG0002263	9	9
OG0002264	6	5
OG0002265	7	6
OG0002266	6	6
OG0002267	8	8
OG0002268	12	7
OG0002269	7	6
OG0002270	6	6
OG0002271	7	6
OG0002272	7	6
OG0002273	7	7
OG0002274	7	7
OG0002275	6	6
OG0002276	6	5
OG0002277	9	8
OG0002278	8	6
OG0002279	9	9
OG0002280	7	5
OG0002281	6	6
OG0002282	7	6
OG0002283	6	6
OG0002284	6	5
OG0002285	7	7
OG0002286	21	15
OG0002287	6	6
OG0002288	7	7
OG0002289	7	7
OG0002290	13	12
OG0002291	9	8
OG0002292	10	9
OG0002293	7	6
OG0002294	6	6
OG0002295	7	7
OG0002296	7	5
OG0002297	11	8
OG0002298	6	6
OG0002299	8	8
OG0002300	10	6
OG0002301	7	6
OG0002302	4	4
OG0002303	9	7
OG0002304	11	7
OG0002305	7	7
OG0002306	7	7
OG0002307	6	5
OG0002308	6	6
OG0002309	12	9
OG0002310	8	8
OG0002311	19	16
OG0002312	12	11
OG0002313	11	7
OG0002314	23	22
OG0002315	8	6
OG0002316	6	5
OG0002317	7	6
OG0002318	6	5
OG0002319	13	10
OG0002320	11	11
OG0002321	5	5
OG0002322	9	9
OG0002323	10	8
OG0002324	16	15
OG0002325	12	4
OG0002326	7	6
OG0002327	6	4
OG0002328	8	8
OG0002329	7	7
OG0002330	7	6
OG0002331	12	4
OG0002332	10	9
OG0002333	5	4
OG0002334	7	6
OG0002335	6	6
OG0002336	10	10
OG0002337	15	14
OG0002338	13	10
OG0002339	10	8
OG0002340	7	7
OG0002341	9	9
OG0002342	9	9
OG0002343	7	7
OG0002344	7	6
OG0002345	10	6
OG0002346	7	7
OG0002347	39	39
OG0002348	42	42
OG0002349	42	42
OG0002350	42	42
OG0002351	42	42
OG0002352	13	12
OG0002353	6	5
OG0002354	6	5
OG0002355	13	10
OG0002356	7	6
OG0002357	9	9
OG0002358	3	3
OG0002359	7	6
OG0002360	8	5
OG0002361	5	5
OG0002362	5	5
OG0002363	7	7
OG0002364	4	4
OG0002365	15	15
OG0002366	9	5
OG0002367	11	7
OG0002368	5	5
OG0002369	4	4
OG0002370	3	3
OG0002371	8	7
OG0002372	11	9
OG0002373	19	15
OG0002374	12	6
OG0002375	7	4
OG0002376	13	10
OG0002377	10	9
OG0002378	7	6
OG0002379	7	7
OG0002380	10	10
OG0002381	7	7
OG0002382	7	5
OG0002383	8	7
OG0002384	38	38
OG0002385	9	5
OG0002386	6	6
OG0002387	7	7
OG0002388	9	8
OG0002389	10	4
OG0002390	9	6
OG0002391	8	7
OG0002392	5	4
OG0002393	8	7
OG0002394	3	3
OG0002395	10	7
OG0002396	9	8
OG0002397	6	5
OG0002398	12	5
OG0002399	9	7
OG0002400	11	9
OG0002401	6	6
OG0002402	7	5
OG0002403	10	10
OG0002404	8	7
OG0002405	6	6
OG0002406	9	7
OG0002407	6	5
OG0002408	8	7
OG0002409	6	5
OG0002410	11	9
OG0002411	8	8
OG0002412	6	5
OG0002413	10	6
OG0002414	9	5
OG0002415	10	6
OG0002416	5	5
OG0002417	6	6
OG0002418	6	6
OG0002419	7	6
OG0002420	5	5
OG0002421	10	7
OG0002422	7	7
OG0002423	9	7
OG0002424	12	7
OG0002425	6	6
OG0002426	7	7
OG0002427	12	9
OG0002428	20	19
OG0002429	6	6
OG0002430	6	5
OG0002431	9	8
OG0002432	8	8
OG0002433	14	10
OG0002434	7	5
OG0002435	6	5
OG0002436	6	6
OG0002437	6	6
OG0002438	4	3
OG0002439	9	7
OG0002440	6	6
OG0002441	8	8
OG0002442	13	11
OG0002443	16	15
OG0002444	11	8
OG0002445	15	14
OG0002446	6	5
OG0002447	7	6
OG0002448	17	14
OG0002449	8	7
OG0002450	6	5
OG0002451	6	5
OG0002452	18	15
OG0002453	7	4
OG0002454	7	6
OG0002455	19	18
OG0002456	9	7
OG0002457	10	9
OG0002458	8	6
OG0002459	7	5
OG0002460	9	7
OG0002461	7	7
OG0002462	6	3
OG0002463	11	9
OG0002464	7	6
OG0002465	6	5
OG0002466	11	10
OG0002467	6	6
OG0002468	7	7
OG0002469	10	7
OG0002470	7	7
OG0002471	10	7
OG0002472	7	5
OG0002473	9	8
OG0002474	9	5
OG0002475	10	6
OG0002476	6	6
OG0002477	7	6
OG0002478	9	8
OG0002479	10	6
OG0002480	10	6
OG0002481	6	6
OG0002482	12	7
OG0002483	9	6
OG0002484	8	5
OG0002485	11	10
OG0002486	9	7
OG0002487	7	6
OG0002488	22	18
OG0002489	10	10
OG0002490	7	4
OG0002491	7	7
OG0002492	6	6
OG0002493	9	8
OG0002494	5	4
OG0002495	8	5
OG0002496	6	4
OG0002497	7	5
OG0002498	7	7
OG0002499	11	6
OG0002500	6	6
OG0002501	8	7
OG0002502	11	8
OG0002503	8	7
OG0002504	6	6
OG0002505	5	5
OG0002506	6	6
OG0002507	8	8
OG0002508	8	6
OG0002509	10	8
OG0002510	6	6
OG0002511	7	7
OG0002512	8	7
OG0002513	12	8
OG0002514	10	7
OG0002515	5	3
OG0002516	6	6
OG0002517	15	9
OG0002518	8	8
OG0002519	13	9
OG0002520	17	13
OG0002521	11	9
OG0002522	20	18
OG0002523	12	9
OG0002524	17	15
OG0002525	13	6
OG0002526	26	19
OG0002527	41	41
OG0002528	41	41
OG0002529	38	36
OG0002530	7	7
OG0002531	22	21
OG0002532	8	6
OG0002533	4	4
OG0002534	15	14
OG0002535	11	11
OG0002536	8	7
OG0002537	13	11
OG0002538	10	9
OG0002539	7	7
OG0002540	6	6
OG0002541	5	5
OG0002542	4	4
OG0002543	8	7
OG0002544	6	5
OG0002545	6	5
OG0002546	4	4
OG0002547	11	10
OG0002548	7	7
OG0002549	7	6
OG0002550	8	7
OG0002551	4	3
OG0002552	5	4
OG0002553	4	4
OG0002554	7	7
OG0002555	9	6
OG0002556	8	8
OG0002557	9	7
OG0002558	12	12
OG0002559	5	5
OG0002560	10	7
OG0002561	6	6
OG0002562	6	5
OG0002563	6	5
OG0002564	6	6
OG0002565	6	5
OG0002566	5	5
OG0002567	5	5
OG0002568	5	5
OG0002569	4	4
OG0002570	6	6
OG0002571	11	9
OG0002572	7	6
OG0002573	16	9
OG0002574	5	5
OG0002575	10	6
OG0002576	17	14
OG0002577	10	7
OG0002578	21	21
OG0002579	10	9
OG0002580	7	7
OG0002581	7	6
OG0002582	5	5
OG0002583	7	5
OG0002584	7	6
OG0002585	6	5
OG0002586	5	5
OG0002587	13	10
OG0002588	4	4
OG0002589	7	6
OG0002590	5	5
OG0002591	5	4
OG0002592	7	5
OG0002593	19	18
OG0002594	20	18
OG0002595	19	18
OG0002596	4	4
OG0002597	4	4
OG0002598	16	13
OG0002599	10	7
OG0002600	7	5
OG0002601	5	5
OG0002602	6	4
OG0002603	16	12
OG0002604	9	8
OG0002605	5	4
OG0002606	7	5
OG0002607	6	3
OG0002608	9	9
OG0002609	5	5
OG0002610	10	7
OG0002611	6	5
OG0002612	6	5
OG0002613	8	7
OG0002614	6	6
OG0002615	25	23
OG0002616	9	9
OG0002617	14	11
OG0002618	5	5
OG0002619	9	6
OG0002620	7	6
OG0002621	7	6
OG0002622	14	10
OG0002623	16	14
OG0002624	4	4
OG0002625	5	4
OG0002626	4	4
OG0002627	9	8
OG0002628	8	6
OG0002629	6	6
OG0002630	6	6
OG0002631	7	7
OG0002632	14	13
OG0002633	5	5
OG0002634	5	5
OG0002635	8	6
OG0002636	7	7
OG0002637	5	5
OG0002638	7	6
OG0002639	14	11
OG0002640	9	8
OG0002641	10	9
OG0002642	5	4
OG0002643	10	6
OG0002644	3	3
OG0002645	8	7
OG0002646	12	12
OG0002647	7	7
OG0002648	9	9
OG0002649	8	7
OG0002650	10	9
OG0002651	8	7
OG0002652	5	5
OG0002653	4	3
OG0002654	7	6
OG0002655	7	7
OG0002656	7	5
OG0002657	6	4
OG0002658	6	5
OG0002659	14	11
OG0002660	6	5
OG0002661	10	10
OG0002662	12	11
OG0002663	13	12
OG0002664	13	11
OG0002665	7	5
OG0002666	5	5
OG0002667	7	5
OG0002668	12	10
OG0002669	8	8
OG0002670	7	7
OG0002671	11	6
OG0002672	10	6
OG0002673	12	10
OG0002674	7	5
OG0002675	6	6
OG0002676	17	10
OG0002677	9	9
OG0002678	8	7
OG0002679	8	7
OG0002680	7	5
OG0002681	7	7
OG0002682	5	5
OG0002683	6	6
OG0002684	10	6
OG0002685	5	5
OG0002686	19	17
OG0002687	8	5
OG0002688	6	6
OG0002689	15	6
OG0002690	16	16
OG0002691	32	27
OG0002692	30	26
OG0002693	17	12
OG0002694	21	18
OG0002695	18	18
OG0002696	18	18
OG0002697	13	10
OG0002698	16	13
OG0002699	9	8
OG0002700	10	9
OG0002701	40	40
OG0002702	28	24
OG0002703	38	37
OG0002704	39	39
OG0002705	7	6
OG0002706	11	10
OG0002707	12	8
OG0002708	5	5
OG0002709	39	39
OG0002710	13	11
OG0002711	5	5
OG0002712	9	7
OG0002713	8	5
OG0002714	5	5
OG0002715	5	4
OG0002716	12	11
OG0002717	4	3
OG0002718	5	5
OG0002719	10	9
OG0002720	13	12
OG0002721	11	9
OG0002722	15	13
OG0002723	7	6
OG0002724	7	4
OG0002725	13	11
OG0002726	6	5
OG0002727	9	7
OG0002728	7	5
OG0002729	8	6
OG0002730	22	22
OG0002731	8	6
OG0002732	8	8
OG0002733	4	3
OG0002734	7	6
OG0002735	11	9
OG0002736	4	4
OG0002737	9	6
OG0002738	6	6
OG0002739	12	9
OG0002740	7	7
OG0002741	11	8
OG0002742	7	5
OG0002743	5	5
OG0002744	5	5
OG0002745	7	7
OG0002746	4	4
