Orthogroup	Odontarrhena_muralis	Arabidopsis_arenosa
OG0006819	Om003G103420	jg11380
OG0006820	Om002G071410	jg26532
OG0006821	Om003G102420	jg11276
OG0006822	Om003G102300	jg11260
OG0006823	Om003G101540	jg11171
OG0006825	Om001G021070	jg11147
OG0006826	Om007G317410	jg12693
OG0006827	Om007G317670	jg11561, jg12704
OG0006828	Om007G318530	jg12857
OG0006830	Om008G318670	jg20224
OG0006831	Om008G318720	jg20220
OG0006832	Om003G103940	jg13342, jg31989
OG0006833	Om007G317160, Om008G319460	jg20154
OG0006834	Om008G340070	jg18553
OG0006835	Om008G320280	jg20088
OG0006836	Om008G320520	jg20073
OG0006837	Om008G320950	jg20040
OG0006838	Om008G321050	jg20032
OG0006839	Om008G321310	jg20002
OG0006840	Om008G321360	jg19997
OG0006841	Om008G321540	jg19980
OG0006842	Om008G321780	jg19963
OG0006843	Om008G321800	jg19961
OG0006845	Om008G322920	jg19844
OG0006846	Om008G325330, Om008G325300	jg19667
OG0006847	Om008G325630	jg19638
OG0006848	Om008G326110	jg19605
OG0006849	Om008G326140	jg19600
OG0006850	Om008G326720	jg19545
OG0006851	Om008G326880	jg19529
OG0006852	Om008G327450	jg19470
OG0006853	Om008G327990	jg19428
OG0006854	Om004G175780	jg3942
OG0006855	Om004G175990	jg3963
OG0006856	Om004G175660	jg3981
OG0006857	Om004G175650	jg3982
OG0006858	Om004G174850	jg4039
OG0006859	Om004G174720	jg4045
OG0006860	Om008G334550, Om008G334490, Om004G174630	jg4052
OG0006861	Om004G174470	jg4064
OG0006862	Om004G173640	jg4133
OG0006863	Om004G173610	jg4136
OG0006864	Om007G289140	jg31401
OG0006865	Om006G241300	jg5830
OG0006866	Om006G241570, Om006G241560	jg5852
OG0006867	Om006G241670	jg5859
OG0006868	Om006G241900	jg5883
OG0006869	Om006G242030	jg5896
OG0006870	Om006G242600	jg5948
OG0006871	Om006G242690	jg5955
OG0006872	Om006G242790	jg5963
OG0006873	Om006G243230	jg5992
OG0006874	Om006G243390	jg6010
OG0006875	Om006G244420	jg6129
OG0006876	Om006G244680	jg23005
OG0006878	Om006G245460	jg22937
OG0006879	Om006G245700	jg22917, jg21624
OG0006880	Om006G234530	jg23287
OG0006881	Om006G233790	jg23356
OG0006882	Om006G233780	jg23357
OG0006883	Om006G233550	jg23391
OG0006884	Om006G233450	jg23399
OG0006885	Om006G233240	jg23415
OG0006886	Om003G099990	jg23421
OG0006887	Om006G233020	jg23446
OG0006888	Om006G232990	jg23447
OG0006889	Om006G232590	jg23486
OG0006890	Om006G232430	jg22815, jg23498
OG0006891	Om006G232310	jg23507
OG0006892	Om006G232180	jg23517
OG0006893	Om006G231880	jg23547
OG0006894	Om006G231670	jg23563
OG0006895	Om006G230900	jg23631
OG0006896	Om006G230870	jg23634
OG0006897	Om006G230740	jg23645
OG0006899	Om006G229470	jg23754
OG0006900	Om004G152550, Om003G105280, Om004G137250, Om007G293280, Om006G275140	jg5556
OG0006901	Om006G229360	jg23761
OG0006902	Om004G157050	jg8244
OG0006903	Om001G027560	jg8223
OG0006904	Om004G157820	jg8172
OG0006905	Om004G157610	jg8198
OG0006906	Om004G158240	jg8120
OG0006907	Om004G158550	jg8158
OG0006908	Om005G178780	jg28515
OG0006909	Om004G159380	jg8014
OG0006910	Om004G160480	jg7874
OG0006911	Om004G160580	jg7897
OG0006912	Om004G160740	jg7907
OG0006913	Om007G302230	jg7922
OG0006914	Om005G180750	jg28688
OG0006915	Om007G277470	jg20799
OG0006916	Om007G277530	jg20804
OG0006917	Om007G277610	jg20817
OG0006918	Om007G278340	jg18435
OG0006919	Om007G278670	jg18395
OG0006920	Om007G279180	jg18293
OG0006921	Om007G279060	jg18346
OG0006922	Om007G279010	jg18351
OG0006924	Om007G278850	jg18366
OG0006925	Om007G279500	jg18322
OG0006926	Om007G279440	jg18317
OG0006927	Om007G279610	jg18287
OG0006928	Om007G279780	jg18274
OG0006929	Om007G280070	jg18244
OG0006930	Om007G280090	jg18242
OG0006931	Om007G280300	jg18220
OG0006932	Om007G280990	jg18152
OG0006933	Om007G281270	jg18118
OG0006934	Om007G281520	jg18092
OG0006935	Om007G281690	jg18076
OG0006936	Om005G184420	jg29047
OG0006937	Om007G281930	jg18053
OG0006938	Om007G281980	jg18043
OG0006939	Om007G282320	jg17985
OG0006940	Om007G283010	jg17898
OG0006942	Om007G283310	jg17850
OG0006943	Om007G283510	jg17826
OG0006944	Om007G283670	jg17802
OG0006945	Om007G285200	jg17555
OG0006946	Om007G285100	jg17574
OG0006947	Om007G285020	jg17589
OG0006948	Om007G284810	jg17635
OG0006949	Om007G284650	jg17658
OG0006950	Om004G150400	jg17261, jg10823
OG0006951	Om001G030120	jg17228
OG0006952	Om001G006710	jg17199
OG0006953	Om002G042850	jg5208, jg23962
OG0006954	Om001G017800	jg9815
OG0006955	Om001G019200	jg9757
OG0006956	Om002G042930	jg23974
OG0006957	Om002G043160	jg23995
OG0006958	Om002G043210	jg23998
OG0006959	Om002G043440	jg24021
OG0006960	Om002G043880	jg24076
OG0006961	Om002G044000	jg24086
OG0006962	Om002G044230	jg24107
OG0006963	Om002G044390	jg24123
OG0006964	Om002G044510	jg24134
OG0006965	Om002G045130	jg24207
OG0006966	Om002G045270	jg24219
OG0006967	Om002G045380	jg24234
OG0006968	Om002G045730	jg24265
OG0006969	Om002G045960	jg24307
OG0006970	Om002G046200	jg24316
OG0006971	Om002G046310	jg24336
OG0006972	Om002G046610	jg24367
OG0006973	Om002G046810, Om002G046820	jg24382
OG0006974	Om002G047420	jg24434
OG0006975	Om002G047610	jg24455
OG0006976	Om002G048360	jg24528
OG0006977	Om002G048370	jg24529
OG0006978	Om002G048480	jg24539
OG0006979	Om002G048730	jg24556
OG0006980	Om002G048790	jg24559
OG0006981	Om007G295720	jg5695
OG0006982	Om002G049460	jg24627
OG0006983	Om003G096720, Om002G049490	jg24629
OG0006984	Om002G049730	jg24653
OG0006985	Om002G049870	jg24668
OG0006986	Om002G050130	jg24695
OG0006987	Om002G050590	jg24736
OG0006988	Om002G051440	jg24816
OG0006989	Om008G330280	jg19270
OG0006990	Om008G330530	jg19254
OG0006991	Om008G330740	jg19243
OG0006992	Om008G331110	jg19212
OG0006993	Om008G331380	jg19198
OG0006994	Om008G331700	jg19183
OG0006995	Om008G332150	jg19125
OG0006996	Om008G332060	jg19115
OG0006997	Om008G333020	jg19068
OG0006998	Om008G333090, Om008G333150	jg19063
OG0006999	Om008G333190	jg19059
OG0007000	Om008G333210	jg19058
OG0007001	Om008G338020	jg18721
OG0007002	Om008G337990	jg18723
OG0007003	Om008G337730	jg18736
OG0007004	Om008G337700	jg18740
OG0007005	Om008G337560	jg18751
OG0007006	Om008G337440	jg18759
OG0007007	Om008G337120	jg18778
OG0007008	Om008G336090	jg18857
OG0007009	Om008G335910	jg18874
OG0007010	Om008G335810	jg18882
OG0007011	Om008G335770	jg18886
OG0007012	Om008G335690	jg18895
OG0007013	Om008G334810	jg18953
OG0007014	Om008G334070	jg19004, jg18997
OG0007015	Om008G333650, Om008G333620	jg19034
OG0007016	Om005G196610	jg30073
OG0007017	Om005G196690, Om004G130870	jg3695
OG0007018	Om005G197240	jg30119
OG0007020	Om005G197830	jg30203, jg30191
OG0007021	Om005G197890	jg30209, jg30196
OG0007023	Om004G142720	jg2866
OG0007024	Om005G198960	jg30288
OG0007025	Om005G199020	jg30293
OG0007026	Om005G199350	jg30309
OG0007027	Om005G199480	jg30321
OG0007028	Om005G200340	jg30384
OG0007029	Om005G200860	jg30425
OG0007030	Om005G200870	jg30426
OG0007031	Om005G201150	jg30448
OG0007032	Om005G201160	jg30449
OG0007033	Om005G201520	jg13463, jg30482
OG0007034	Om005G201650	jg30495
OG0007035	Om005G202720	jg30605
OG0007036	Om006G270700, Om007G286670	jg30634, jg24040
OG0007037	Om005G203650	jg30687
OG0007038	Om005G204240	jg30739
OG0007039	Om005G204310	jg30745
OG0007040	Om005G204520	jg30766
OG0007041	Om005G204550	jg30771, jg1117
OG0007043	Om004G143780	jg30915, jg32006
OG0007044	Om004G144410	jg30946, jg30947
OG0007045	Om004G144510	jg30962
OG0007046	Om004G144830	jg31011
OG0007047	Om004G146890	jg31158
OG0007048	Om004G147680	jg31217
OG0007050	Om006G272670	jg10049, jg10047
OG0007051	Om004G148330	jg10022
OG0007052	Om007G285590	jg10008
OG0007053	Om003G112800	jg21831
OG0007054	Om001G021060	jg9680
OG0007055	Om004G153320, Om018G373990	jg16926
OG0007056	Om004G152160	jg16815
OG0007057	Om008G334620	jg18967
OG0007058	Om004G154300, Om003G110600	jg16708
OG0007059	Om004G153640	jg16649
OG0007060	Om004G156540	jg16508
OG0007062	Om005G194780, Om005G194770	jg29935
OG0007063	Om005G194310, Om005G194300	jg29895
OG0007064	Om005G193870	jg29859
OG0007065	Om005G192890	jg29781
OG0007066	Om005G192610	jg29760
OG0007067	Om005G192530	jg29753
OG0007068	Om005G191900	jg29688
OG0007069	Om005G191830	jg1304, jg29685
OG0007070	Om005G208960, Om005G191090	jg29626
OG0007071	Om005G190790	jg19648, jg31814
OG0007072	Om005G190010	jg29535
OG0007073	Om005G189980	jg29531
OG0007074	Om005G189850	jg29515
OG0007075	Om005G189810	jg29512
OG0007076	Om005G188860	jg29417
OG0007077	Om005G188480	jg29379
OG0007078	Om005G188020	jg29344
OG0007079	Om005G188010	jg29343
OG0007080	Om005G187350	jg29289
OG0007081	Om005G187020	jg29259
OG0007082	Om005G186840	jg29241
OG0007083	Om005G186230	jg29191
OG0007084	Om006G262020, Om006G262060, Om008G320750	jg20057
OG0007085	Om005G185240	jg29101, jg29102
OG0007086	Om005G184960	jg29085
OG0007087	Om005G184930	jg29083
OG0007088	Om005G184370	jg29039
OG0007089	Om003G111600	jg21747
OG0007090	Om001G030370	jg9072
OG0007091	Om005G183660	jg28971
OG0007092	Om005G183500	jg28956
OG0007093	Om005G183120	jg28917
OG0007094	Om005G182130	jg28818
OG0007095	Om005G181900	jg28798
OG0007096	Om005G181790	jg28788
OG0007097	Om005G181530	jg28779
OG0007098	Om005G181570	jg28774
OG0007099	Om005G181320	jg28745
OG0007100	Om005G180430	jg28713
OG0007101	Om005G180850	jg28703
OG0007102	Om005G179830	jg28613
OG0007103	Om005G179800	jg10967
OG0007104	Om005G179710	jg28604
OG0007105	Om005G179680	jg28601
OG0007106	Om005G178400	jg28473
OG0007107	Om006G257210	jg15038
OG0007108	Om005G177680	jg28412
OG0007109	Om007G301420	jg5255
OG0007110	Om007G301470	jg5252
OG0007111	Om007G301490	jg5250
OG0007112	Om007G301630	jg5236
OG0007113	Om007G300780	jg5304
OG0007114	Om007G299960	jg5362
OG0007115	Om007G300220	jg5344, jg5343
OG0007116	Om007G299500	jg5392
OG0007117	Om007G298370	jg5464
OG0007118	Om007G298100	jg12320
OG0007119	Om007G298090	jg5487
OG0007120	Om002G083960, Om007G297540	jg5524
OG0007121	Om007G297280	jg5553
OG0007122	Om007G297090	jg5576
OG0007123	Om007G295400	jg5715
OG0007124	Om007G294840	jg5779
OG0007125	Om007G294610	jg6542
OG0007126	Om007G294440	jg6551
OG0007127	Om007G294070	jg6604
OG0007128	Om007G293640	jg6656
OG0007129	Om007G303300	jg6862
OG0007130	Om007G303680	jg21578
OG0007131	Om007G304570	jg21479
OG0007132	Om002G065080	jg21464
OG0007133	Om007G308140, Om002G074690	jg21372
OG0007134	Om007G306390, Om009G363540	jg21430
OG0007135	Om004G161330	jg5163
OG0007136	Om004G169590	jg4525
OG0007137	Om004G169930	jg4497
OG0007138	Om004G170130	jg4454, jg4437
OG0007139	Om004G161350	jg5161
OG0007140	Om004G161360	jg5160
OG0007141	Om004G170410	jg4406
OG0007142	Om004G171430	jg4477, jg4312
OG0007143	Om004G172070	jg4258
OG0007144	Om004G172420	jg4236
OG0007145	Om008G335020, Om004G172290	jg4243
OG0007146	Om004G172820	jg4200
OG0007147	Om006G240990, Om006G240980	jg5806, jg5805
OG0007148	Om006G240580	jg6467
OG0007149	Om006G240550	jg6461
OG0007150	Om006G240520	jg6458
OG0007151	Om006G239750	jg6379
OG0007152	Om006G239710	jg6375
OG0007153	Om006G239450	jg6351
OG0007154	Om006G239440	jg6350
OG0007155	Om006G238860	jg6278
OG0007156	Om006G238730	jg6264
OG0007157	Om006G238720	jg6263
OG0007158	Om006G261230	jg14713
OG0007159	Om006G238160	jg6211
OG0007160	Om006G238070	jg6201
OG0007161	Om006G237780	jg6179
OG0007162	Om006G237770	jg6178
OG0007163	Om006G237360	jg23028
OG0007164	Om006G237300	jg23034
OG0007165	Om006G237230	jg23039
OG0007166	Om006G236910	jg23068
OG0007167	Om006G236560	jg23100
OG0007168	Om006G235550	jg23195
OG0007169	Om006G235440	jg23202
OG0007170	Om006G235310	jg23211
OG0007171	Om006G235020	jg23231
OG0007172	Om006G263410, Om006G263400	jg14607
OG0007173	Om006G234820	jg23258
OG0007174	Om006G247400	jg22786
OG0007175	Om006G258130	jg14963
OG0007176	Om006G259740	jg14837
OG0007177	Om006G260200	jg14816
OG0007178	Om007G306780, Om006G263200	jg14622
OG0007179	Om006G235130	jg14597
OG0007181	Om006G266570	jg14490
OG0007182	Om006G245610	jg14382
OG0007183	Om004G176350	jg14273, jg17675
OG0007185	Om006G268790	jg14148
OG0007186	Om006G268620	jg14077
OG0007187	Om005G212360	jg2279
OG0007188	Om005G212410, Om005G212680	jg2269
OG0007190	Om002G051320	jg24804
OG0007191	Om005G209450	jg2522
OG0007192	Om005G209220	jg2544
OG0007193	Om005G211360	jg2379
OG0007194	Om005G208510	jg2588, jg13738
OG0007195	Om005G208500	jg2589
OG0007196	Om005G208410	jg2598
OG0007197	Om005G207120	jg2693
OG0007198	Om005G206940	jg2712
OG0007199	Om005G206840	jg2720
OG0007200	Om005G206620	jg2742
OG0007201	Om005G205970	jg2800
OG0007202	Om004G143290	jg2821
OG0007204	Om004G133410, Om004G138880	jg3507
OG0007205	Om004G134400	jg3439
OG0007207	Om004G134900	jg3401
OG0007208	Om004G135030	jg3391
OG0007209	Om004G135640	jg3338
OG0007210	Om004G136090	jg3304
OG0007211	Om004G136550, Om004G136540	jg3285
OG0007212	Om004G136960	jg3262
OG0007213	Om004G137540	jg3230
OG0007214	Om004G137580	jg3228
OG0007215	Om004G138760	jg3149
OG0007217	Om004G138540	jg3135
OG0007218	Om004G138500	jg3131
OG0007219	Om004G139470	jg3100
OG0007220	Om004G140560	jg3018
OG0007221	Om004G141740	jg2963
OG0007222	Om005G225240, Om008G318630	jg20227
OG0007223	Om004G142170	jg2913
OG0007224	Om004G142640	jg2873
OG0007225	Om004G133300	jg3513
OG0007226	Om004G132840	jg3550
OG0007227	Om002G053480	jg24991
OG0007228	Om004G131960	jg3616
OG0007229	Om004G131830	jg3627
OG0007230	Om004G131480	jg3651
OG0007231	Om005G196910	jg30090
OG0007231	Om004G131210	jg30502
OG0007232	Om004G129910, Om007G302980	jg3766
OG0007233	Om004G131120	jg3678
OG0007234	Om004G131040, Om004G131050, Om004G146080	jg3683
OG0007235	Om004G130910	jg3693
OG0007236	Om004G130610	jg17235, jg3708
OG0007237	Om005G196540	jg30068
OG0007238	Om004G130200, Om001G006300	jg30597
OG0007239	Om002G056200, Om004G130150	jg24631
OG0007240	Om002G056910	jg25264
OG0007241	Om002G056980	jg25270
OG0007242	Om002G067980	jg25343, jg25342
OG0007243	Om002G058080	jg25366
OG0007244	Om002G058330	jg25387
OG0007245	Om002G058890	jg25425
OG0007246	Om002G058960	jg25430
OG0007247	Om002G059610	jg25475
OG0007248	Om002G060690	jg25575
OG0007249	Om002G060930	jg25597
OG0007250	Om002G061120	jg25600
OG0007251	Om002G061410	jg25620
OG0007252	Om002G061470	jg25625
OG0007253	Om002G061850	jg25649
OG0007254	Om002G061860	jg25650
OG0007255	Om002G061960	jg25660
OG0007256	Om002G062050	jg25666
OG0007257	Om006G275130, Om002G065260	jg25955
OG0007258	Om002G063570	jg25784
OG0007259	Om002G063750	jg25813
OG0007261	Om002G064520	jg25889
OG0007262	Om002G064540	jg25895
OG0007263	Om002G064680	jg25914
OG0007264	Om002G064850	jg25930, jg26641
OG0007265	Om002G065040	jg25936
OG0007266	Om002G065510	jg25978
OG0007267	Om002G065850	jg26009
OG0007268	Om002G066070	jg26021
OG0007269	Om002G066620	jg26064
OG0007270	Om002G066680	jg26073
OG0007271	Om002G066770	jg26080
OG0007272	Om002G066830	jg26089
OG0007273	Om002G067120	jg26116
OG0007274	Om002G067500	jg26148
OG0007275	Om002G067920	jg26176
OG0007276	Om002G068880	jg26259
OG0007277	Om002G069200	jg26301
OG0007278	Om002G069620	jg26351
OG0007279	Om002G069500	jg26336
OG0007280	Om002G069490	jg26332
OG0007281	Om002G069390	jg26322
OG0007282	Om002G070430	jg26436
OG0007283	Om002G070440	jg26440
OG0007284	Om002G070570	jg26455
OG0007285	Om002G070580, Om002G045070	jg26456
OG0007286	Om002G070810	jg26479
OG0007287	Om002G070980	jg26495
OG0007288	Om002G071080	jg26511
OG0007289	Om002G072650	jg26614
OG0007290	Om002G072740	jg26632
OG0007291	Om002G072840	jg26638
OG0007292	Om002G073150	jg26677
OG0007293	Om003G095730	jg21323, jg26702
OG0007294	Om002G073880	jg26748
OG0007295	Om002G074200	jg26768
OG0007296	Om004G163750	jg27363
OG0007297	Om007G283830	jg7224, jg17783
OG0007298	Om002G077860	jg27356
OG0007299	Om002G081180	jg27552
OG0007301	Om002G083680	jg27833
OG0007302	Om002G083890	jg27863
OG0007303	Om002G084390	jg27905
OG0007304	Om002G085070, Om002G085060, Om002G085050	jg27962
OG0007305	Om002G086390	jg28068
OG0007306	Om002G086810	jg28113
OG0007307	Om002G087250	jg28149
OG0007308	Om002G088180	jg28259
OG0007309	Om002G056450	jg25222
OG0007310	Om003G090230	jg33716
OG0007311	Om003G090640, Om004G130800	jg33689
OG0007312	Om003G090870	jg33678
OG0007313	Om003G092150, Om003G092040	jg33604
OG0007314	Om003G094320	jg33450
OG0007315	Om003G094760	jg33408
OG0007316	Om003G094880	jg33394
OG0007317	Om003G095500	jg33334
OG0007318	Om003G095660, Om004G131340	jg33320
OG0007319	Om003G097530	jg33126, jg33134
OG0007320	Om003G098320	jg33039
OG0007321	Om003G099140	jg32954
OG0007322	Om003G098970	jg32977
OG0007323	Om003G099580	jg32921
OG0007324	Om003G099730	jg32902
OG0007325	Om003G100090	jg32852, jg32869
OG0007327	Om003G100230	jg11038
OG0007328	Om003G100690	jg11090
OG0007329	Om008G339610	jg18597
OG0007331	Om006G256520	jg15116, jg26361
OG0007332	Om006G256500	jg15118
OG0007333	Om006G256120	jg15146
OG0007334	Om006G255860	jg15167
OG0007335	Om006G255850	jg15168
OG0007336	Om006G255000	jg15249
OG0007337	Om006G256800	jg15081, jg15066, jg15059
OG0007338	Om006G256910	jg15065, jg15072
OG0007339	Om006G253330, Om006G253310	jg15375
OG0007340	Om006G253070	jg15396
OG0007341	Om006G252700	jg15426
OG0007342	Om006G251900	jg15485
OG0007343	Om002G065760, Om001G029410	jg9141
OG0007344	Om006G251320	jg15535
OG0007345	Om003G119400	jg15621
OG0007346	Om003G119810	jg15701
OG0007347	Om003G122460	jg15894
OG0007348	Om003G122480	jg15896
OG0007349	Om003G123890	jg16009
OG0007350	Om003G125600	jg16119
OG0007351	Om003G125770	jg16129
OG0007352	Om003G126340	jg16183
OG0007353	Om003G127610	jg16271
OG0007354	Om003G127720	jg16281
OG0007355	Om003G129010	jg16406, jg16397, jg16390
OG0007356	Om003G094610	jg33424
OG0007357	Om008G332810	jg19078
OG0007360	Om003G127770	jg16288
OG0007361	Om008G362880	jg20263
OG0007362	Om004G153030, Om008G337780	jg20560, jg32204, jg6820, jg17856
OG0007363	Om008G340180	jg18541
OG0007364	Om008G339920	jg18560
OG0007365	Om008G339430	jg18609
OG0007366	Om008G321430	jg11059, jg20117, jg19992
OG0007367	Om002G072590	jg26611
OG0007368	Om004G137950	jg3192
OG0007369	Om004G139420	jg3103
OG0007370	Om001G028790	jg9195
OG0007371	Om001G035860	jg8714
OG0007372	Om005G181700	jg28763
OG0007373	Om005G191750	jg29680
OG0007374	Om002G064360	jg25876
OG0007375	Om001G001450	jg12075, jg12093
OG0007376	Om002G061650	jg25637
OG0007379	Om004G161800	jg5127
OG0007380	Om001G008100	jg10366, jg10368
OG0007381	Om001G003140	jg10693
OG0007382	Om001G002160	jg10789
OG0007384	Om007G284750, Om007G284720	jg17647
OG0007385	Om007G297390	jg5541
OG0007386	Om007G293180	jg6779
OG0007387	Om003G119110	jg22527
OG0007389	Om006G246040	jg14445
OG0007393	Om002G085970	jg28027
OG0007395	Om004G139850	jg17122
OG0007396	Om005G206270	jg13178
OG0007397	Om008G341570, Om008G341720	jg14168
OG0007398	Om006G267160	jg14417
OG0007400	Om003G113180	jg21886
OG0007413	Om001G022280	jg9611
OG0007414	Om001G022750	jg9584
OG0007415	Om001G022790	jg9582
OG0007416	Om001G023150, Om001G023160	jg9566
OG0007417	Om001G023330	jg9558
OG0007418	Om001G023420	jg9549
OG0007420	Om001G024800	jg9457
OG0007421	Om001G024990	jg9436
OG0007422	Om001G025350	jg9417
OG0007423	Om001G025450	jg9404
OG0007424	Om001G025810	jg9384
OG0007425	Om001G026460	jg9350
OG0007426	Om001G027440	jg9285
OG0007427	Om001G027550	jg9273
OG0007428	Om001G027740	jg9265
OG0007429	Om001G027790	jg9261
OG0007430	Om001G027890	jg9253
OG0007431	Om001G027960	jg9249
OG0007432	Om001G028300	jg9228
OG0007433	Om007G285310	jg9638
OG0007434	Om001G028990	jg9180
OG0007435	Om001G029010	jg9171
OG0007436	Om001G029050	jg9169
OG0007437	Om001G029080	jg9167
OG0007438	Om001G029240, Om005G213890	jg9158
OG0007439	Om001G029470	jg9137
OG0007440	Om001G029750	jg9116
OG0007441	Om001G030550	jg9062
OG0007442	Om001G030380	jg9071
OG0007443	Om001G030840	jg9038
OG0007444	Om001G030830	jg9039
OG0007445	Om001G031530	jg8992
OG0007446	Om001G032350	jg8937
OG0007447	Om003G114780	jg20958
OG0007448	Om001G031940	jg8961
OG0007449	Om001G031920	jg8963
OG0007450	Om001G031860	jg8967
OG0007451	Om001G032760	jg8909
OG0007452	Om001G032830	jg8904
OG0007453	Om001G032920	jg8896
OG0007454	Om001G032940	jg8894
OG0007455	Om001G033310	jg8874
OG0007456	Om001G033580	jg8859
OG0007457	Om007G291830	jg31719
OG0007458	Om007G292250	jg31776
OG0007459	Om007G292270	jg31778
OG0007460	Om007G292720, Om010G364640	jg31825
OG0007461	Om007G277140	jg31844
OG0007462	Om007G277090	jg31854
OG0007463	Om007G277030	jg31866
OG0007464	Om007G276200	jg10935
OG0007465	Om007G276010	jg10958
OG0007466	Om007G275710	jg11002
OG0007467	Om007G275920, Om007G275960	jg11015
OG0007468	Om005G215950	jg1554
