Orthogroup	Odontarrhena_muralis	Cardamine_hirsuta
OG0008412	Om003G122420	CARHR169030
OG0008413	Om003G122500	CARHR169090
OG0008414	Om003G122560	CARHR169150
OG0008415	Om003G122660	CARHR169250
OG0008416	Om003G122670	CARHR169260
OG0008417	Om008G326050	CARHR137950
OG0008418	Om007G316510	CARHR261990
OG0008419	Om003G123660	CARHR169790
OG0008420	Om003G123770	CARHR169890
OG0008421	Om003G123790	CARHR169910
OG0008422	Om003G123940	CARHR170040
OG0008423	Om003G124000	CARHR170080
OG0008424	Om003G124150	CARHR170160
OG0008425	Om003G124610	CARHR170420
OG0008426	Om003G124780	CARHR170520
OG0008427	Om003G125010	CARHR170700
OG0008428	Om003G125550	CARHR170960
OG0008430	Om003G127140	CARHR172100
OG0008431	Om003G127450	CARHR172290
OG0008432	Om003G127480	CARHR172320
OG0008433	Om003G127690	CARHR172420
OG0008434	Om003G127780	CARHR172520
OG0008435	Om003G127750	CARHR172480
OG0008437	Om003G128650	CARHR173190
OG0008438	Om003G128700	CARHR173230
OG0008439	Om003G128890	CARHR173410
OG0008440	Om003G129100	CARHR291700
OG0008441	Om003G091340	CARHR044520
OG0008445	Om008G358930	CARHR176110
OG0008446	Om008G353060, Om008G353050	CARHR253880
OG0008447	Om008G334120	CARHR132830
OG0008448	Om005G224090	CARHR050120, CARHR050340
OG0008450	Om004G142660	CARHR065270
OG0008451	Om005G205750	CARHR286270
OG0008452	Om001G022600	CARHR236150, CARHR236140
OG0008453	Om001G028660	CARHR239860
OG0008454	Om001G031200	CARHR241710
OG0008455	Om001G029180	CARHR240200
OG0008456	Om005G184320	CARHR006520
OG0008457	Om005G186080, Om001G005470	CARHR007970, CARHR007960
OG0008458	Om005G187460	CARHR009330
OG0008459	Om005G189860	CARHR011260
OG0008460	Om005G192310	CARHR259690
OG0008461	Om005G195590	CARHR144030
OG0008462	Om004G143040, Om005G200210	CARHR064990
OG0008464	Om005G210980	CARHR061180
OG0008465	Om005G211030	CARHR061080
OG0008466	Om005G213280	CARHR058970
OG0008468	Om002G054520	CARHR085740
OG0008469	Om004G174690	CARHR210170
OG0008470	Om007G277990, Om007G277980	CARHR180140, CARHR180160
OG0008471	Om007G283520	CARHR154080, CARHR121550
OG0008472	Om007G303480	CARHR180480
OG0008473	Om007G313160	CARHR038470
OG0008474	Om006G273580	CARHR146230
OG0008475	Om003G114120	CARHR265850
OG0008476	Om006G248440	CARHR271600
OG0008477	Om006G244210	CARHR190830
OG0008478	Om006G239840	CARHR188330
OG0008479	Om006G235530	CARHR276230
OG0008480	Om006G231210	CARHR279870
OG0008483	Om002G081200	CARHR104960
OG0008487	Om008G338380	CARHR129810
OG0008492	Om004G159600	CARHR184710
OG0008504	Om001G022300	CARHR235970
OG0008505	Om001G023130	CARHR236420
OG0008506	Om001G023430	CARHR236620
OG0008507	Om001G023670	CARHR236730
OG0008508	Om001G023800	CARHR236810
OG0008509	Om001G025130	CARHR237800
OG0008510	Om001G025150, Om003G120180	CARHR237820
OG0008511	Om001G025170	CARHR237840
OG0008512	Om001G025210	CARHR237860
OG0008513	Om001G025410	CARHR237950
OG0008514	Om001G025760	CARHR238140
OG0008515	Om001G025980	CARHR238230
OG0008516	Om001G026120	CARHR238310
OG0008517	Om001G026220	CARHR238340
OG0008518	Om006G241510	CARHR193000
OG0008519	Om001G026840	CARHR238680
OG0008520	Om001G026870	CARHR238710
OG0008521	Om001G027770	CARHR239280
OG0008522	Om001G027990	CARHR239440
OG0008523	Om001G028330	CARHR239650
OG0008524	Om001G028480	CARHR239750
OG0008525	Om001G028570	CARHR239810
OG0008526	Om007G278350, Om001G028960	CARHR240090
OG0008527	Om001G029060	CARHR240160
OG0008528	Om001G029190	CARHR240190
OG0008529	Om001G029600	CARHR240620
OG0008530	Om001G030160	CARHR240960
OG0008531	Om001G030050	CARHR240930
OG0008532	Om001G030140	CARHR240940
OG0008533	Om001G030500	CARHR241210
OG0008534	Om001G025900, Om001G029720	CARHR240680
OG0008535	Om001G030670	CARHR241380
OG0008536	Om001G030680	CARHR241390
OG0008537	Om001G030690	CARHR241400
OG0008538	Om001G030790	CARHR241470
OG0008540	Om001G032430	CARHR242540
OG0008541	Om001G031970	CARHR242210
OG0008542	Om001G031800	CARHR242080
OG0008543	Om001G032710	CARHR242340
OG0008544	Om001G032750	CARHR242310
OG0008545	Om001G032860	CARHR242880
OG0008546	Om001G033220	CARHR243030
OG0008547	Om001G033510	CARHR243210
OG0008548	Om007G292030	CARHR030760
OG0008549	Om007G292420	CARHR031070
OG0008550	Om004G135010, Om007G292520	CARHR031150
OG0008551	Om007G292740	CARHR031300
OG0008552	Om007G277070	CARHR031560
OG0008553	Om007G276860	CARHR031810, CARHR031820
OG0008554	Om007G276450	CARHR223650
OG0008555	Om007G276400	CARHR223600
OG0008556	Om007G276040	CARHR223160
OG0008557	Om005G191530	CARHR012500
OG0008558	Om005G216140	CARHR055770
OG0008559	Om005G216160	CARHR055820
OG0008560	Om005G218530, Om011G366010	CARHR055170
OG0008561	Om001G030280	CARHR241040
OG0008562	Om005G218760	CARHR053800
OG0008563	Om005G188240	CARHR009920
OG0008564	Om005G219190	CARHR283980, CARHR284110
OG0008565	Om005G220290	CARHR052970
OG0008566	Om005G220380	CARHR052890
OG0008567	Om005G221550, Om005G221540	CARHR051740
OG0008568	Om005G221430	CARHR051680
OG0008569	Om002G073170	CARHR100050
OG0008570	Om005G222230	CARHR051520
OG0008571	Om005G222760	CARHR051340
OG0008572	Om005G222860	CARHR051300
OG0008574	Om005G223260	CARHR050730
OG0008575	Om005G223290	CARHR050690
OG0008576	Om005G190660, Om005G223900	CARHR050470
OG0008577	Om005G191040	CARHR012150
OG0008578	Om005G195850	CARHR015700
OG0008579	Om006G275180	CARHR144180
OG0008580	Om002G086990	CARHR144360
OG0008581	Om006G274940	CARHR144510
OG0008582	Om006G274700	CARHR283560
OG0008583	Om006G274390	CARHR145280
OG0008584	Om006G273880	CARHR145840
OG0008585	Om006G273660	CARHR146120
OG0008586	Om006G273360	CARHR146580
OG0008588	Om006G272830	CARHR146910
OG0008589	Om006G272660	CARHR147090
OG0008590	Om006G272360	CARHR147500
OG0008591	Om006G272180	CARHR147680
OG0008592	Om006G271900	CARHR147980
OG0008593	Om006G271880	CARHR148000
OG0008594	Om006G271610	CARHR148360
OG0008595	Om006G271390	CARHR148520
OG0008596	Om006G271320, Om001G021260	CARHR040910
OG0008597	Om006G270940	CARHR149240
OG0008598	Om006G270930	CARHR149260
OG0008599	Om006G270460	CARHR292560
OG0008600	Om006G270470	CARHR292520
OG0008601	Om006G270820	CARHR151750
OG0008602	Om006G270730	CARHR151840, CARHR255770
OG0008603	Om006G269640	CARHR151870
OG0008605	Om001G002970	CARHR154090
OG0008606	Om005G213770	CARHR058210
OG0008607	Om003G091960, Om005G185440	CARHR057990
OG0008608	Om005G214640	CARHR057510
OG0008609	Om005G215170	CARHR057060
OG0008610	Om005G228900, Om001G018280	CARHR046210
OG0008611	Om005G228850	CARHR046280
OG0008612	Om005G228450	CARHR046540
OG0008613	Om005G228380	CARHR046570
OG0008614	Om005G227760	CARHR046850
OG0008615	Om005G227230	CARHR046980
OG0008616	Om005G226980	CARHR047280, CARHR047310
OG0008617	Om005G226120	CARHR048150
OG0008618	Om005G226130	CARHR048140
OG0008619	Om005G225580	CARHR048620
OG0008620	Om004G165100, Om005G224970	CARHR049250
OG0008621	Om002G056430	CARHR087160
OG0008622	Om006G249290	CARHR271250
OG0008623	Om008G328440	CARHR136320
OG0008624	Om008G328850	CARHR136100
OG0008625	Om008G328700	CARHR136180
OG0008626	Om002G051840	CARHR083680
OG0008627	Om004G174060	CARHR209670
OG0008628	Om002G053100	CARHR084740
OG0008629	Om002G053780	CARHR085260
OG0008630	Om002G054060	CARHR085450
OG0008631	Om002G054250	CARHR085540
OG0008632	Om002G054960	CARHR086040
OG0008633	Om002G055020	CARHR086090
OG0008634	Om002G055470	CARHR086420
OG0008635	Om002G055550	CARHR086510
OG0008636	Om002G055590	CARHR086520
OG0008637	Om002G055800	CARHR086730
OG0008638	Om002G056080	CARHR086890
OG0008639	Om003G109510	CARHR258800
OG0008640	Om003G111230	CARHR258180
OG0008641	Om002G055580	CARHR258040, CARHR229310
OG0008643	Om003G111620	CARHR257390
OG0008644	Om003G111590	CARHR257360
OG0008645	Om003G112000	CARHR257090
OG0008646	Om003G112880	CARHR264540
OG0008647	Om003G112950	CARHR264680
OG0008649	Om003G114150	CARHR265910
OG0008650	Om003G114580	CARHR266240
OG0008651	Om003G114340	CARHR266090
OG0008652	Om003G114290	CARHR266040
OG0008653	Om003G115050	CARHR266620
OG0008654	Om003G115070	CARHR266640
OG0008655	Om003G115140	CARHR266700
OG0008656	Om003G115160	CARHR266720
OG0008657	Om003G115740	CARHR267310
OG0008658	Om003G115370	CARHR266920
OG0008659	Om003G115890	CARHR267420
OG0008660	Om003G115960	CARHR267570
OG0008661	Om003G116040	CARHR267640
OG0008662	Om003G116760	CARHR268320
OG0008663	Om003G116980	CARHR268470
OG0008664	Om003G117060	CARHR268570
OG0008665	Om003G117560	CARHR268850
OG0008666	Om003G117640	CARHR268920
OG0008667	Om003G117650	CARHR268930
OG0008668	Om003G118350	CARHR269480
OG0008669	Om003G118750	CARHR269780
OG0008670	Om003G118790	CARHR269800
OG0008671	Om006G250450	CARHR270230
OG0008672	Om006G250280	CARHR270490
OG0008673	Om006G250250	CARHR270510
OG0008674	Om006G249900	CARHR270710
OG0008675	Om006G249710	CARHR270880
OG0008676	Om006G249630	CARHR270970
OG0008677	Om006G249500	CARHR271100
OG0008678	Om006G249050	CARHR271390
OG0008679	Om006G248420	CARHR271660
OG0008680	Om006G248170	CARHR271840
OG0008681	Om006G248160	CARHR271850
OG0008682	Om007G312900	CARHR184350
OG0008683	Om007G313190	CARHR284360
OG0008684	Om007G313110	CARHR291780
OG0008685	Om004G161540	CARHR200140
OG0008686	Om004G161560	CARHR200160
OG0008687	Om004G161830	CARHR200370
OG0008688	Om004G161900	CARHR200400
OG0008689	Om004G161920	CARHR200410
OG0008690	Om004G161980	CARHR200460
OG0008691	Om004G162370	CARHR200770
OG0008692	Om004G162380	CARHR200780
OG0008693	Om004G162580	CARHR200930
OG0008694	Om004G162890	CARHR201170
OG0008695	Om004G163120	CARHR201310
OG0008696	Om004G163160	CARHR201340
OG0008697	Om005G196780, Om004G163260	CARHR201450
OG0008698	Om004G164010	CARHR201950
OG0008699	Om004G164990	CARHR202590
OG0008700	Om004G165380	CARHR202810
OG0008701	Om004G165590	CARHR202930
OG0008702	Om004G165870	CARHR203140
OG0008703	Om004G166270	CARHR203460
OG0008704	Om004G166480	CARHR203710
OG0008705	Om004G166640	CARHR203780, CARHR069360
OG0008706	Om004G166940	CARHR204060
OG0008707	Om004G167260	CARHR204360
OG0008708	Om004G167290	CARHR204380
OG0008709	Om004G167550	CARHR204620
OG0008710	Om004G167810	CARHR204930
OG0008711	Om004G168110	CARHR205240
OG0008712	Om004G168190	CARHR205280
OG0008713	Om004G168310	CARHR205360
OG0008714	Om004G168560	CARHR205570
OG0008715	Om001G000060	CARHR223830
OG0008716	Om001G000620	CARHR224370
OG0008717	Om001G000660	CARHR224420
OG0008718	Om001G000890	CARHR224510
OG0008719	Om001G000930	CARHR224530
OG0008720	Om001G000940	CARHR224540
OG0008721	Om001G001100	CARHR224680
OG0008723	Om001G002820	CARHR225610
OG0008724	Om008G358220	CARHR176660
OG0008725	Om001G003570	CARHR226010
OG0008726	Om001G003640	CARHR226040
OG0008727	Om001G004100	CARHR226210
OG0008728	Om001G004190	CARHR226290
OG0008729	Om003G120630, Om001G004320	CARHR226350
OG0008730	Om001G005360	CARHR226780
OG0008731	Om001G005410	CARHR226820
OG0008732	Om001G005600	CARHR227010
OG0008734	Om001G006620	CARHR227600, CARHR036340
OG0008735	Om001G006910	CARHR227780
OG0008737	Om004G165300	CARHR228600
OG0008738	Om001G009230	CARHR229490
OG0008739	Om008G352910	CARHR254010
OG0008740	Om001G009450	CARHR229680
OG0008741	Om001G009730	CARHR229900
OG0008742	Om006G273000, Om001G009880	CARHR230040
OG0008743	Om001G009920	CARHR230070
OG0008744	Om001G010100	CARHR230180
OG0008745	Om001G010640	CARHR230810
OG0008746	Om005G207650	CARHR063710
OG0008747	Om001G011210	CARHR231280
OG0008748	Om008G347670	CARHR256280
OG0008749	Om001G012370	CARHR032960
OG0008750	Om001G012950, Om001G012880, Om001G012800	CARHR033550
OG0008751	Om001G013230	CARHR033730
OG0008752	Om001G013340	CARHR033790
OG0008753	Om001G013500	CARHR033980
OG0008754	Om001G014030	CARHR034240
OG0008755	Om001G015240	CARHR036010
OG0008756	Om008G321100	CARHR035950
OG0008757	Om007G287410	CARHR134170
OG0008758	Om007G287570	CARHR036270
OG0008759	Om007G288190	CARHR027360
OG0008760	Om007G288620	CARHR027770
OG0008761	Om004G141210	CARHR066420
OG0008762	Om007G289540	CARHR028560
OG0008763	Om007G289570	CARHR028600
OG0008764	Om007G290190	CARHR029120
OG0008765	Om007G291320	CARHR030130
OG0008766	Om007G291550	CARHR030290
OG0008767	Om007G291620	CARHR030350
OG0008768	Om007G291700	CARHR030510
OG0008769	Om001G035090	CARHR244060
OG0008770	Om001G035190	CARHR244100
OG0008771	Om001G035600	CARHR244380
OG0008772	Om001G036250	CARHR244830
OG0008774	Om001G037230	CARHR245440
OG0008775	Om001G037410	CARHR245530
OG0008776	Om001G037630	CARHR245590
OG0008777	Om001G037720	CARHR245630
OG0008778	Om001G038760	CARHR246200
OG0008779	Om001G038780	CARHR246220
OG0008780	Om001G039170	CARHR246450
OG0008782	Om001G039350	CARHR246550
OG0008783	Om001G039730	CARHR246860
OG0008784	Om001G040550	CARHR247430
OG0008785	Om001G021050	CARHR235340
OG0008786	Om007G313540	CARHR216490, CARHR257530
OG0008787	Om007G313740	CARHR216220
OG0008788	Om007G314550	CARHR214480
OG0008790	Om007G315290	CARHR263190
OG0008791	Om007G291690	CARHR030500
OG0008792	Om004G171330, Om004G171300, Om004G171320	CARHR207650
OG0008793	Om007G277130	CARHR031490
OG0008794	Om008G338300	CARHR129900
OG0008795	Om008G343190	CARHR260460
OG0008796	Om008G340590	CARHR128040
OG0008798	Om008G341550	CARHR181050
OG0008799	Om008G341830	CARHR181240
OG0008800	Om008G321700	CARHR140980
OG0008801	Om002G059240	CARHR284700
OG0008802	Om008G347710	CARHR256270
OG0008803	Om004G150640, Om008G350960	CARHR255410
OG0008804	Om008G352270	CARHR254250
OG0008805	Om008G351990	CARHR254050
OG0008806	Om008G353160	CARHR253810
OG0008807	Om008G353240	CARHR253780
OG0008808	Om008G353490	CARHR253590
OG0008809	Om008G354390	CARHR287730, CARHR284670, CARHR287720, CARHR252720
OG0008810	Om008G355150	CARHR252400
OG0008811	Om008G355230	CARHR227820
OG0008812	Om008G356190	CARHR178600
OG0008813	Om008G356230	CARHR178560
OG0008814	Om008G356790	CARHR178170
OG0008815	Om008G357350, Om008G357370	CARHR177680
OG0008816	Om008G358100	CARHR176750
OG0008817	Om008G358910	CARHR176130
OG0008818	Om008G358990	CARHR176060
OG0008819	Om008G361420	CARHR174770
OG0008820	Om008G361470	CARHR174720
OG0008821	Om008G361840	CARHR174450
OG0008822	Om008G362840	CARHR173630
OG0008823	Om008G362850	CARHR173620
OG0008824	Om003G106180	CARHR217810
OG0008825	Om008G340160	CARHR218150
OG0008826	Om003G104390, Om003G104370	CARHR218630
OG0008827	Om003G104320	CARHR218700, CARHR126310
OG0008829	Om002G073410	CARHR100350
OG0008830	Om003G103330	CARHR220270
OG0008831	Om003G103200	CARHR220470
OG0008833	Om003G102450	CARHR221250
OG0008834	Om003G101900	CARHR221880
OG0008835	Om003G101830	CARHR221920
OG0008836	Om003G101490	CARHR222230
OG0008837	Om003G101410	CARHR222330
OG0008838	Om007G316730	CARHR261850
OG0008839	Om008G333270	CARHR213350
OG0008840	Om007G317230	CARHR261350
OG0008841	Om007G317930	CARHR213270
OG0008842	Om007G317910	CARHR213290
OG0008843	Om007G318250, Om002G077370	CARHR287630
OG0008844	Om007G318390	CARHR212680
OG0008845	Om007G318480	CARHR212590
OG0008846	Om008G318740	CARHR143410
OG0008847	Om008G318820	CARHR143330
OG0008848	Om008G318860	CARHR143290
OG0008849	Om008G320400	CARHR142060
OG0008850	Om008G320570	CARHR141970
OG0008851	Om008G320740	CARHR141840
OG0008852	Om008G321180	CARHR141440
OG0008853	Om008G321270	CARHR141340
OG0008854	Om008G321660	CARHR141000
OG0008855	Om008G322180	CARHR140610
OG0008856	Om008G322370	CARHR140420
OG0008857	Om008G322540	CARHR140360
OG0008858	Om008G322670	CARHR140300
OG0008859	Om003G124800	CARHR170530
OG0008860	Om008G323890	CARHR139350
OG0008861	Om008G324020	CARHR139220
OG0008862	Om008G324070	CARHR139190
OG0008863	Om008G324090, Om008G324100	CARHR139170
OG0008864	Om008G324480	CARHR138990
OG0008865	Om008G325390	CARHR138390
OG0008866	Om008G325740	CARHR138120
OG0008867	Om003G123190	CARHR169510
OG0008868	Om008G326290	CARHR057620
OG0008869	Om008G326710	CARHR137470
OG0008870	Om008G326750	CARHR137440, CARHR269810
OG0008871	Om008G326780	CARHR137410
OG0008872	Om004G163340, Om004G163310, Om004G163320	CARHR201500
OG0008873	Om008G327560	CARHR136940
OG0008874	Om008G327340	CARHR136810
OG0008875	Om008G327940	CARHR136590
OG0008876	Om008G327960	CARHR136580
OG0008877	Om004G176650	CARHR211700
OG0008878	Om004G176500	CARHR211600
OG0008879	Om004G176440	CARHR211550
OG0008880	Om004G176250	CARHR211420
OG0008881	Om004G175690	CARHR210980
OG0008882	Om004G175300	CARHR210630
OG0008883	Om004G174700	CARHR210180
OG0008884	Om004G173940	CARHR209630
OG0008885	Om004G173810	CARHR209540
OG0008886	Om004G173620	CARHR209360
OG0008887	Om004G173210	CARHR209060
OG0008888	Om006G241060	CARHR193570
OG0008889	Om006G241240	CARHR193300
OG0008890	Om006G241180	CARHR193260
OG0008891	Om006G241350	CARHR193170
OG0008892	Om006G241850	CARHR192700
OG0008893	Om006G241860	CARHR192680
OG0008894	Om006G241370	CARHR233770, CARHR193150
OG0008895	Om006G242230	CARHR192290
OG0008896	Om006G237370	CARHR274550
OG0008897	Om006G242730	CARHR191910
OG0008898	Om006G242780	CARHR191890
OG0008899	Om006G243030	CARHR191710
OG0008900	Om006G243090, Om001G001950	CARHR191650
OG0008901	Om006G243210	CARHR191620
OG0008902	Om006G243340	CARHR191500
OG0008903	Om006G243750	CARHR191190
OG0008904	Om006G243780	CARHR191140
OG0008905	Om006G244310	CARHR190720
OG0008906	Om006G244540	CARHR190530
OG0008907	Om006G244630	CARHR274380
OG0008908	Om006G245200	CARHR273890, CARHR118670
OG0008909	Om006G233680	CARHR277790
OG0008911	Om006G245490	CARHR273580
OG0008912	Om006G245600	CARHR273470
OG0008913	Om006G245710	CARHR273370
OG0008914	Om006G245740	CARHR273340
OG0008915	Om006G246650	CARHR285400
OG0008916	Om006G246750	CARHR285320
OG0008917	Om006G245980	CARHR266600
OG0008917	Om006G245970	CARHR273020
OG0008918	Om006G246500	CARHR285580
OG0008919	Om006G246860	CARHR285240
OG0008920	Om006G247030	CARHR285200
OG0008921	Om006G247100	CARHR272870
OG0008922	Om006G233800	CARHR277690
OG0008923	Om006G233740	CARHR277740
OG0008924	Om005G186160	CARHR008050
OG0008925	Om006G233610	CARHR277850
OG0008927	Om006G233160	CARHR278260
OG0008928	Om006G232770	CARHR278610
OG0008929	Om006G232610	CARHR278760
OG0008930	Om006G232300	CARHR293750
OG0008932	Om006G232140	CARHR279050
OG0008933	Om006G231140	CARHR279940
OG0008934	Om006G230990	CARHR280040
OG0008935	Om006G230780	CARHR280220
OG0008936	Om006G230600	CARHR280350
OG0008937	Om006G230210	CARHR280750
OG0008938	Om006G229990	CARHR280900
OG0008939	Om006G229970	CARHR280920
OG0008940	Om006G229840	CARHR281040
OG0008941	Om006G229650	CARHR281210
OG0008942	Om006G229550	CARHR281290
OG0008943	Om006G229510	CARHR281310
OG0008944	Om006G229350	CARHR281400
OG0008945	Om006G229190	CARHR281570
OG0008946	Om006G228990	CARHR281780
OG0008947	Om004G157770	CARHR248790
OG0008948	Om005G178150	CARHR000540
OG0008949	Om004G157550	CARHR248490
OG0008950	Om004G157410	CARHR248390
OG0008951	Om004G157360	CARHR248360
OG0008952	Om004G158030	CARHR249010
OG0008954	Om004G158620	CARHR250270
OG0008955	Om004G159280	CARHR249620
OG0008956	Om004G159390	CARHR290840, CARHR290820, CARHR290830
OG0008957	Om004G159590	CARHR250480
OG0008958	Om004G160270	CARHR251060
OG0008959	Om004G160370	CARHR251150
OG0008960	Om004G160730	CARHR251520
OG0008961	Om004G160750	CARHR251540
OG0008962	Om007G278370	CARHR127350
OG0008963	Om007G277600	CARHR216610, CARHR179560
OG0008964	Om007G277620	CARHR179590
OG0008965	Om007G277890	CARHR006240
OG0008966	Om007G277920	CARHR180090
OG0008967	Om007G278410	CARHR127310
OG0008968	Om007G278590	CARHR127160
OG0008969	Om007G278460	CARHR127260
OG0008970	Om007G278860	CARHR126800
OG0008971	Om007G278810	CARHR126840
OG0008972	Om007G279550	CARHR126450
OG0008973	Om007G279520	CARHR156740, CARHR126410
OG0008974	Om007G279490	CARHR126340
OG0008975	Om003G089350	CARHR046060
OG0008977	Om007G280500	CARHR125040
OG0008978	Om007G280670	CARHR124870
OG0008979	Om007G280860	CARHR124700
OG0008980	Om007G281120	CARHR124420, CARHR124890
OG0008981	Om007G281290	CARHR124180
OG0008982	Om003G113810, Om007G281740	CARHR123600
OG0008983	Om007G281780	CARHR123540
OG0008984	Om007G282560	CARHR122680
OG0008985	Om007G282970	CARHR122290
OG0008986	Om007G283000	CARHR122260
OG0008987	Om007G283130	CARHR122080
