Orthogroup	Odontarrhena_muralis	Cochlearia_excelsa
OG0010743	Om005G213480	g18050
OG0010744	Om005G215070	g45083
OG0010745	Om005G215670	g45128
OG0010747	Om003G108660	g17890
OG0010749	Om007G307620, Om005G228910, Om007G307610	g40735
OG0010750	Om005G228790	g40748
OG0010753	Om005G228350	g40777
OG0010754	Om005G227830	g40821
OG0010755	Om005G227170	g40804
OG0010756	Om005G226770	g40792
OG0010757	Om005G225310	g44240
OG0010758	Om002G056230	g12278
OG0010759	Om001G018440	g23711
OG0010760	Om008G328410	g51980
OG0010761	Om008G328910	g37374
OG0010762	Om008G328870	g37376
OG0010763	Om008G329380	g51924
OG0010764	Om002G051470	g13013
OG0010765	Om002G051610	g13020
OG0010766	Om002G051990	g7493
OG0010767	Om002G053000	g13071
OG0010768	Om002G053060	g7444
OG0010769	Om002G053070	g7443
OG0010770	Om001G005790	g47337
OG0010772	Om001G036500	g22915
OG0010773	Om002G054330	g7397
OG0010774	Om001G030450	g47838
OG0010775	Om002G055000	g7375
OG0010776	Om002G055500	g12301
OG0010777	Om002G055710	g7332
OG0010778	Om002G055850	g12290, g7322
OG0010779	Om002G055870	g7320
OG0010780	Om002G056090	g7313
OG0010781	Om005G216000, Om002G056100	g7312
OG0010782	Om003G108730, Om006G252180	g41148
OG0010783	Om003G106860	g1475
OG0010784	Om003G106840	g1481
OG0010785	Om003G109530	g1461
OG0010786	Om004G165410	g28262
OG0010787	Om004G132170	g28250, g26853
OG0010788	Om004G167510	g1405
OG0010789	Om003G111420	g28306, g28267
OG0010790	Om003G111850	g28288
OG0010791	Om007G285950	g23799
OG0010792	Om005G201670	g1340, g28323
OG0010794	Om001G025420	g1331
OG0010795	Om003G112830	g41172
OG0010796	Om003G113050	g1316
OG0010797	Om003G113390	g872
OG0010798	Om003G114730	g41278
OG0010799	Om006G259070	g28407
OG0010800	Om003G115010	g41288
OG0010801	Om003G115270	g28436, g35041, g35317
OG0010802	Om003G115860	g39432
OG0010803	Om003G115550	g28445
OG0010804	Om003G115400	g931
OG0010805	Om003G116370	g971
OG0010806	Om001G019540	g23656
OG0010808	Om003G117570	g28516
OG0010809	Om003G117870	g1031
OG0010810	Om003G118120	g1040
OG0010811	Om003G118480	g1057
OG0010812	Om006G249820	g39327
OG0010813	Om006G249640	g1099
OG0010815	Om006G249080	g1116
OG0010816	Om006G248470	g28662
OG0010817	Om006G248200	g28677
OG0010818	Om004G161790	g5291
OG0010819	Om004G162240	g29396
OG0010820	Om004G162730	g5327
OG0010821	Om004G163140	g5345
OG0010822	Om004G163350	g45574
OG0010823	Om004G163450	g29431
OG0010824	Om004G163510	g29435
OG0010825	Om004G163600	g29438
OG0010826	Om004G164260	g5385
OG0010827	Om004G164290	g5388
OG0010828	Om004G164510	g29469
OG0010829	Om004G164580	g29470
OG0010830	Om004G165070	g5404
OG0010831	Om006G231620	g9704
OG0010833	Om004G165970	g5429, g29520
OG0010834	Om004G165980	g29521
OG0010835	Om004G166420	g29548
OG0010836	Om004G166650	g45518, g5451
OG0010837	Om006G233280	g246
OG0010838	Om004G167490	g5499
OG0010839	Om008G318590	g37778
OG0010840	Om004G168930	g5547
OG0010841	Om001G000080	g24284, g24283
OG0010842	Om001G000710, Om001G000450, Om001G000500	g24238
OG0010844	Om001G002210	g24185
OG0010845	Om001G002500	g24179
OG0010846	Om001G002580	g47277
OG0010847	Om001G002660	g24173
OG0010848	Om001G003100, Om001G003050	g24155
OG0010849	Om001G003500	g47296
OG0010850	Om001G003890, Om008G329030	g3831, g17434
OG0010852	Om001G004790	g24095
OG0010853	Om001G006240	g24050, g36081
OG0010854	Om001G006360	g17373
OG0010855	Om001G007040	g24021, g47370
OG0010856	Om001G007440	g24005
OG0010857	Om001G007490	g47384
OG0010858	Om001G007830	g47396
OG0010859	Om001G022200	g23571
OG0010861	Om001G011580	g47486
OG0010862	Om001G012160	g50702
OG0010863	Om001G012360	g32679
OG0010864	Om001G012420	g32692
OG0010865	Om001G012480	g50716, g32705
OG0010866	Om001G013540	g27868
OG0010868	Om001G014940	g27961
OG0010869	Om001G015360	g53850
OG0010870	Om004G175520	g28180
OG0010871	Om001G016000	g28205
OG0010873	Om007G288340	g32312
OG0010874	Om007G288560	g50456
OG0010875	Om007G288850	g32353
OG0010876	Om007G288860	g27658
OG0010877	Om007G288910	g50488
OG0010878	Om007G289240	g32373
OG0010880	Om007G291050	g32470
OG0010881	Om007G291270	g50547
OG0010882	Om007G291420	g27713
OG0010883	Om007G291670	g27720
OG0010884	Om001G034990	g18230
OG0010885	Om001G035670, Om001G035690	g22955
OG0010886	Om001G036080	g22935
OG0010887	Om002G085560, Om001G023780	g13972
OG0010888	Om001G036600	g47973
OG0010889	Om001G036670	g22908
OG0010890	Om001G038190	g22833, g47988
OG0010891	Om001G038280	g22828
OG0010892	Om001G039030	g18289
OG0010894	Om001G039770	g22738
OG0010895	Om001G040470	g25989
OG0010897	Om001G041420	g18341
OG0010898	Om001G041490	g18345
OG0010899	Om001G041520, Om004G156610	g50843
OG0010900	Om004G156630	g50842
OG0010901	Om001G041830	g18376
OG0010902	Om001G041760	g18371
OG0010903	Om001G041690	g18365
OG0010904	Om001G041680	g18364
OG0010905	Om001G041930	g19274, g19268
OG0010906	Om007G313530	g46850
OG0010907	Om001G039380	g16733, g46843
OG0010909	Om002G071030	g13433
OG0010910	Om007G314360	g46777
OG0010911	Om007G314970	g46734
OG0010912	Om007G315010	g46731
OG0010913	Om007G315190	g46724
OG0010914	Om003G102170	g46714
OG0010915	Om007G315700	g16889
OG0010916	Om008G339320	g37119
OG0010917	Om008G339240	g51495
OG0010918	Om008G338950	g37131, g51514
OG0010919	Om007G276610	g32631
OG0010920	Om007G296420	g40265
OG0010921	Om008G343290, Om002G073970	g40263
OG0010922	Om008G344690	g40224
OG0010923	Om005G228760	g40204
OG0010924	Om008G344890	g40214
OG0010925	Om008G340310	g23749, g37087
OG0010926	Om008G336840	g51420
OG0010928	Om005G190040	g51396
OG0010929	Om008G341260	g11121
OG0010930	Om008G342010	g49150
OG0010931	Om002G086910	g37025
OG0010932	Om008G342240	g18440
OG0010933	Om008G342340	g1353
OG0010934	Om008G342650	g36997
OG0010935	Om008G347050	g40294
OG0010936	Om008G349980	g25776
OG0010937	Om008G351270	g40358
OG0010938	Om008G352370	g40390
OG0010939	Om008G353870	g16069, g25592, g16068
OG0010940	Om008G354420	g25577
OG0010941	Om008G354530	g25558
OG0010942	Om008G354620	g40458
OG0010943	Om008G354770	g25551
OG0010944	Om008G356200	g18419, g16317
OG0010945	Om005G211500	g44861
OG0010948	Om007G308920, Om003G110290, Om008G358830	g40577
OG0010949	Om008G360050, Om003G110680	g40632
OG0010950	Om008G361190	g40642
OG0010951	Om008G361990	g10900
OG0010952	Om007G302840, Om005G212690	g40725
OG0010953	Om008G362480	g10871, g40699
OG0010954	Om002G076080	g13536
OG0010955	Om002G075980, Om005G196560	g13533
OG0010956	Om003G105460	g46858
OG0010957	Om002G075880	g13529, g35823
OG0010958	Om003G105200	g46941
OG0010959	Om003G105070	g24717
OG0010960	Om003G104090	g17859
OG0010961	Om003G103690	g47018
OG0010962	Om004G169700	g24590
OG0010963	Om004G156830, Om007G301120	g24577
OG0010964	Om003G103570	g17777
OG0010965	Om006G254580	g6415
OG0010966	Om003G102550	g47051
OG0010967	Om003G101500	g24453, g17657
OG0010968	Om007G316360	g46684, g43410, g53075
OG0010970	Om007G316480	g16859
OG0010971	Om007G316530, Om007G316540	g16855
OG0010972	Om007G316550	g16851
OG0010973	Om008G351320, Om007G316580	g16852
OG0010974	Om007G316960	g46674
OG0010975	Om007G317040	g6156
OG0010976	Om007G317140	g16836
OG0010977	Om007G317290	g16833
OG0010978	Om008G362900	g16774
OG0010979	Om006G234790	g14048
OG0010980	Om008G318880	g50838
OG0010981	Om008G318950	g37760
OG0010982	Om008G318970	g37759
OG0010983	Om008G319400	g37732
OG0010984	Om008G319520	g37726
OG0010985	Om008G319630	g50820
OG0010987	Om008G320390, Om009G363490, Om007G306320	g37687
OG0010989	Om008G321720	g37624
OG0010990	Om008G321820	g37618
OG0010991	Om008G321830	g38245, g52265
OG0010993	Om008G322690	g37578, g52243
OG0010994	Om008G323160	g52185, g37563
OG0010995	Om008G323170	g52184
OG0010996	Om008G323280	g52170
OG0010997	Om008G323440	g37546
OG0010998	Om003G123700	g18893
OG0010999	Om005G210880	g41546
OG0011000	Om008G326010	g37472
OG0011001	Om008G326130	g38196
OG0011002	Om008G326340	g52076
OG0011003	Om008G326840	g37442
OG0011004	Om008G327530	g52006, g37412
OG0011005	Om008G327410	g37405
OG0011007	Om008G327300	g52004
OG0011008	Om008G327830	g38166
OG0011009	Om008G327860	g37397
OG0011010	Om004G177080	g5855
OG0011011	Om004G177030	g5852
OG0011012	Om004G177020	g5851
OG0011013	Om004G176950	g5846
OG0011014	Om004G176930	g5845
OG0011015	Om004G176900	g5838, g5842, g5840, g5836
OG0011016	Om007G302700	g7745
OG0011017	Om004G175920	g5795
OG0011018	Om004G175600	g30086, g36099, g5783
OG0011019	Om004G175500	g45332
OG0011021	Om003G106460, Om004G175130	g5769
OG0011022	Om004G174500	g29837
OG0011023	Om004G174370	g5735
OG0011024	Om004G173560, Om004G173550	g5709
OG0011025	Om004G173480	g29805
OG0011026	Om006G240850	g638
OG0011027	Om006G241880	g41407
OG0011028	Om006G229000	g10
OG0011029	Om006G242320	g28927
OG0011030	Om006G242490	g28919
OG0011031	Om006G242720	g41381
OG0011032	Om005G219320, Om006G242980	g41373, g28903
OG0011033	Om006G243270	g767
OG0011034	Om006G243320	g768
OG0011035	Om006G243930	g41356, g28867
OG0011036	Om006G255090, Om006G243940	g800
OG0011037	Om006G244690	g28831
OG0011038	Om006G244750	g28829
OG0011039	Om006G244880	g844
OG0011040	Om006G244940	g846
OG0011042	Om006G246130	g28742
OG0011043	Om006G247080	g1233
OG0011044	Om006G234000, Om005G206250	g283
OG0011045	Om006G233700	g268
OG0011046	Om006G233360	g9783
OG0011047	Om006G233370	g9782, g247
OG0011048	Om006G233250	g244
OG0011049	Om006G232790	g215
OG0011050	Om006G258420	g2554
OG0011051	Om006G229910	g40
OG0011052	Om006G229900	g9641
OG0011053	Om006G229610	g29
OG0011055	Om006G229100	g19624
OG0011056	Om006G228940	g7
OG0011058	Om004G157710	g39457
OG0011059	Om004G157480	g45275
OG0011060	Om004G157340	g45277
OG0011061	Om004G158490	g39463
OG0011062	Om004G158690	g40789, g39505
OG0011063	Om004G158770	g39508
OG0011064	Om004G158780	g45223
OG0011066	Om004G158870	g39514
OG0011067	Om004G158900	g25425
OG0011068	Om004G159030	g25432
OG0011069	Om004G158970	g39518
OG0011070	Om004G159250	g39533, g25448
OG0011071	Om004G159520	g39551
OG0011072	Om004G159890	g39585
OG0011073	Om004G159930	g25469
OG0011074	Om004G160020	g39590
OG0011076	Om004G160380	g45218
OG0011077	Om007G302750	g39647
OG0011078	Om007G277590	g39703
OG0011079	Om007G278710	g39759
OG0011080	Om004G157290	g11176
OG0011081	Om007G278900	g39768
OG0011082	Om007G278780	g39764
OG0011083	Om007G278770	g39763
OG0011084	Om007G279680	g39812, g51291
OG0011085	Om007G280760	g51236
OG0011086	Om007G281050	g51231
OG0011087	Om007G281430	g51216
OG0011088	Om007G282200	g39965, g39962
OG0011089	Om007G282380	g39969
OG0011090	Om007G282550	g51158
OG0011091	Om007G283140	g51114, g40010
OG0011092	Om007G283460	g39975, g37844
OG0011093	Om007G283740	g40044
OG0011094	Om007G283800	g40052
OG0011095	Om007G284000	g40069
OG0011096	Om007G284540	g40096
OG0011097	Om007G285220	g40148
OG0011098	Om007G284830	g40120
OG0011099	Om007G285270	g40153
OG0011101	Om007G308090	g1675
OG0011102	Om004G149290	g44148
OG0011103	Om004G147390	g32207
OG0011104	Om003G094040	g38317
OG0011106	Om002G042800	g12733
OG0011107	Om002G042690	g7931
OG0011108	Om002G042430, Om008G349300	g7943
OG0011109	Om007G281940	g39946
OG0011110	Om002G088660	g12728
OG0011111	Om008G328060	g38161, g38159, g38163
OG0011112	Om008G328110	g37388
OG0011114	Om001G018840	g17120
OG0011115	Om001G018830	g23676
OG0011117	Om002G044010	g12756
OG0011118	Om002G044090	g12676
OG0011119	Om002G044360	g7839
OG0011120	Om006G241280	g659
OG0011121	Om002G045310	g7810
OG0011122	Om002G046170	g7773, g7764
OG0011123	Om002G047050	g12841
OG0011124	Om002G046960	g12577
OG0011126	Om002G047560, Om008G341220	g7703
OG0011127	Om002G048180	g12523
OG0011129	Om002G048540	g12505, g12917
OG0011130	Om008G334020	g6352
OG0011131	Om002G049010	g12489
OG0011132	Om002G050170	g10255
OG0011133	Om002G050790	g12995
OG0011134	Om002G050960	g12989
OG0011135	Om002G051390	g7524, g13011
OG0011136	Om002G051400	g13012
OG0011137	Om008G329610	g51910
OG0011138	Om008G330810	g51843
OG0011139	Om008G331440	g51809
OG0011140	Om008G332790	g37306
OG0011141	Om008G333100, Om008G333160	g37294
OG0011142	Om008G337790	g37145
OG0011143	Om008G337470	g38030
OG0011144	Om008G336290, Om004G149220	g38053
OG0011146	Om008G335700	g51636
OG0011147	Om008G335230	g37226, g51661
OG0011148	Om008G335040	g37231
OG0011149	Om008G334770	g51681
OG0011150	Om008G334080	g37260
OG0011151	Om008G333590	g37281
OG0011152	Om008G333600	g51724
OG0011153	Om005G196830	g31627
OG0011154	Om005G196950	g49956
OG0011155	Om005G196980	g31633, g27742, g27335
OG0011156	Om005G197280	g31647
OG0011158	Om005G198330	g27368
OG0011159	Om005G199010	g27374
OG0011160	Om005G199040	g31721
OG0011162	Om005G201570	g50092
OG0011163	Om005G201770	g27441
OG0011164	Om005G202210	g50118, g31901
OG0011165	Om005G202480, Om008G325310	g27457
OG0011166	Om005G203600	g50187
OG0011167	Om005G186470	g27499
OG0011168	Om005G205420, Om005G205460	g27537
OG0011169	Om004G144400	g32091
OG0011170	Om004G144760	g27565, g32077
OG0011171	Om004G145000	g32122, g50333, g27571
OG0011173	Om004G146170	g50365
OG0011174	Om002G056620	g7283
OG0011176	Om004G147250	g32202
OG0011177	Om005G228230, Om005G228240	g50389
OG0011178	Om005G211730	g32239
OG0011181	Om004G148350	g27625
OG0011183	Om005G178220	g26871
OG0011185	Om008G355850	g46931
OG0011186	Om007G286060	g23788
OG0011191	Om004G153120, Om018G373820	g38396
OG0011193	Om004G154860	g38423
OG0011194	Om004G154370	g50906
OG0011195	Om004G153590	g38509
OG0011196	Om004G155730	g38516
OG0011197	Om004G155900	g38525
OG0011198	Om004G156400	g50853
OG0011199	Om005G194450	g31520
OG0011200	Om005G194360	g31512
OG0011201	Om005G194180	g31503
OG0011202	Om005G193880	g49899
OG0011203	Om005G193680	g49885
OG0011204	Om005G192520	g49857
OG0011205	Om005G192390	g31411
OG0011207	Om005G191250, Om005G204040	g27179
OG0011208	Om005G191030	g31335
OG0011209	Om005G190540	g31323
OG0011210	Om005G189660	g31283
OG0011211	Om005G189110	g31256
OG0011212	Om005G188840	g31246
OG0011213	Om005G188510	g27102
OG0011214	Om005G187060	g31157, g49639, g51874
OG0011215	Om007G276090	g47177
OG0011216	Om005G186890	g49654
OG0011217	Om005G186710	g31132, g27043
OG0011218	Om007G286910	g54017
OG0011219	Om002G076730, Om005G186040	g31106, g49606
OG0011220	Om005G185010	g31058
OG0011221	Om005G184860, Om005G184850	g27002
OG0011222	Om007G297830, Om005G184380	g26993
OG0011223	Om007G276700, Om005G183850	g30995
OG0011224	Om005G183480	g30973, g30969, g49531
OG0011225	Om005G183440	g49528
OG0011227	Om005G183360	g30964, g49524
OG0011228	Om005G182940	g30938
OG0011229	Om005G182850	g30933
OG0011230	Om005G182770	g30929
OG0011231	Om005G181840	g49460, g26946
OG0011232	Om005G181540	g30879
OG0011233	Om005G180970	g49436
OG0011234	Om005G180460	g49420
OG0011235	Om005G180520	g49423
OG0011236	Om005G180800	g49429
OG0011237	Om005G180270	g30819
OG0011238	Om005G180210	g30814
OG0011239	Om005G180090	g30811
OG0011240	Om005G180050	g49405
OG0011241	Om005G179720	g30798
OG0011242	Om005G179530	g49387
OG0011243	Om005G179420	g30779
OG0011244	Om005G179350	g30776, g49377
OG0011246	Om003G104380, Om005G177750	g49294
OG0011247	Om007G301930	g5227
OG0011248	Om007G301500	g5199
OG0011249	Om007G301650	g45653, g5209
OG0011251	Om007G300960	g29292, g5175
OG0011252	Om007G300050	g5121
OG0011253	Om007G298380	g5047
OG0011254	Om007G298250	g5044
OG0011255	Om007G297950	g29179
OG0011256	Om007G297120	g29136
OG0011257	Om007G297160	g29139
OG0011258	Om007G296460	g4955, g32267, g4953
OG0011259	Om005G211160, Om005G211120	g44849
OG0011260	Om007G295880	g4921
OG0011261	Om007G295780	g4916
OG0011262	Om007G295470	g29063
OG0011263	Om007G294960	g4892
OG0011264	Om007G294480	g4857
OG0011267	Om007G294200	g10120, g4806
OG0011268	Om007G294030	g4795
OG0011269	Om007G293480	g4770
OG0011270	Om007G303290	g4743
OG0011271	Om007G303440	g4746
OG0011272	Om020G374630, Om007G303520	g4764
OG0011275	Om007G290150	g10203
OG0011276	Om007G309290, Om010G364910	g10262
OG0011277	Om004G161310	g29348
OG0011278	Om004G169670	g5580
OG0011279	Om004G170520	g45449
OG0011280	Om004G170850, Om004G171000	g5618, g45439
OG0011281	Om004G171390	g29721
OG0011282	Om004G171490	g29724
OG0011283	Om004G171540	g45428
OG0011284	Om004G171640, Om004G137240	g5639
OG0011285	Om002G055880	g13136
OG0011286	Om004G172880	g5687
OG0011287	Om006G240750	g10096
OG0011288	Om006G240370	g607
OG0011289	Om006G240380	g10065, g608
OG0011290	Om006G240110	g597
OG0011291	Om006G239950	g10048
OG0011292	Om006G239490	g565
OG0011293	Om006G239350	g18566
OG0011294	Om006G238840	g525
OG0011296	Om006G238490, Om006G238460	g18581
OG0011297	Om006G238330	g505
OG0011298	Om006G237040	g9921
OG0011299	Om006G236490	g411
OG0011300	Om006G235070	g9844
OG0011301	Om006G247240	g1224
OG0011302	Om006G247350	g1218
OG0011303	Om006G247820	g1166
OG0011304	Om006G247840	g1163
OG0011305	Om006G247950	g28694
OG0011306	Om006G257670	g2501, g2500, g2499
OG0011307	Om006G258400	g19358
OG0011308	Om006G258410	g2553
OG0011309	Om006G258440, Om006G258560	g35946, g19360
OG0011310	Om006G258640	g2568
OG0011311	Om006G258660	g2571
OG0011312	Om006G259650	g19384
OG0011313	Om006G260980	g2649
OG0011314	Om006G261810	g19423
OG0011315	Om006G261850, Om004G145800, Om004G145880	g2703
OG0011316	Om006G263090	g19483
OG0011317	Om005G194110	g31484
OG0011318	Om006G267190	g19565
OG0011319	Om006G267210	g2935, g2911
OG0011321	Om006G267670	g19594
OG0011322	Om006G269080	g3138
OG0011323	Om006G268300	g11548
OG0011324	Om006G267580	g54380, g54376
OG0011325	Om007G317690	g16814
OG0011326	Om005G211330	g41570
OG0011327	Om005G211410	g41575
OG0011328	Om005G211760	g44872
OG0011329	Om005G210630	g44825
OG0011330	Om005G210540	g44821
OG0011331	Om005G209180	g45809
OG0011333	Om004G143190	g45970
OG0011334	Om005G207740	g45855, g36216
OG0011335	Om005G207550	g45861
OG0011336	Om005G207460	g45868
OG0011337	Om005G207160	g45879
OG0011338	Om005G206860	g45890
OG0011340	Om005G206090	g45932, g44645
OG0011341	Om005G205940	g45945
OG0011342	Om004G143130	g45966
OG0011343	Om004G133480	g46433
OG0011344	Om004G133510	g46430
OG0011345	Om004G134100	g46397
OG0011346	Om004G134840	g46353
OG0011347	Om005G203550	g50181
OG0011348	Om004G136240	g46267
OG0011349	Om004G137550	g44437
OG0011350	Om004G137590	g46229
OG0011351	Om001G025070	g47715
OG0011352	Om007G287750	g53963
OG0011353	Om008G342810	g17858
OG0011354	Om004G137930	g46194
OG0011355	Om004G137690	g44479
OG0011356	Om004G138550	g44497
OG0011357	Om004G139490	g17987
OG0011358	Om004G139590	g44532
OG0011359	Om006G260540, Om006G260490, Om004G140220	g46109
OG0011360	Om004G140290	g44555
OG0011361	Om004G142310	g44598
OG0011362	Om004G130640	g44296
OG0011363	Om004G130620	g17929
OG0011364	Om004G130400	g46581
OG0011365	Om004G130010	g46595
OG0011366	Om002G056820	g12258
OG0011367	Om002G056890	g12254
OG0011369	Om002G057180	g13158
OG0011370	Om002G057200	g13160
OG0011371	Om002G057730	g13188, g7233
OG0011372	Om002G058100	g12219
OG0011373	Om002G058260	g7209
OG0011374	Om002G058650	g13207
OG0011375	Om002G058760	g13208
OG0011376	Om002G058990	g16703, g12195
OG0011379	Om003G106550	g7135
OG0011380	Om002G060130	g7131
OG0011381	Om002G060280	g7117
OG0011382	Om002G060500	g7103
OG0011383	Om002G060580	g7099
OG0011384	Om002G060680	g7087
OG0011385	Om002G060830	g7078
OG0011386	Om002G062110	g7033
OG0011387	Om002G062290	g7018
OG0011388	Om002G062380	g13260, g12091
OG0011389	Om002G062410	g7010, g13261
OG0011390	Om002G063970	g6952
OG0011391	Om002G064460	g6924
OG0011392	Om002G064660, Om001G018250	g13296
OG0011393	Om002G065170, Om002G065150	g6889
OG0011394	Om002G065590	g12001
OG0011395	Om001G035790, Om002G065820	g13319
OG0011396	Om002G066230	g13328
OG0011397	Om002G066500	g6822
OG0011398	Om002G066650	g6814
OG0011400	Om002G066690	g6812
OG0011402	Om002G067910	g6751, g13359
