Orthogroup	Odontarrhena_muralis	Euclidium_syriacum
OG0000628	Om002G065810	ESY3_g29628_DN3_SP7_c0.t1, ESY14_g21111_DN3_SP1_c0.t1
OG0000630	Om005G221290	ESY20_g13070_DN2_SP0_c0.t1, ESY1_g11709_DN3_SP0_c0.t1, ESY1_g11710_DN2_SP0_c0.t1, ESY2_g34561_DN2_SP0_c0.t1
OG0000633	Om005G195980, Om006G268280, Om004G129890	ESY4_g22902_DN1_SP0_c0.t1
OG0000634	Om006G259460, Om006G246380, Om006G246370, Om006G246400, Om006G246390	ESY9_g43625_DN2_SP0_c0.t1
OG0000635	Om007G281810	ESY8_g58676_DN3_SP0_c0.t1
OG0000635	Om007G280320	ESY8_g58445_DN3_SP0_c0.t1, ESY11_g53747_DN3_SP0_c0.t1
OG0000639	Om001G003060, Om001G003300, Om001G003110	ESY9_g42788_DN2_SP0_c0.t1, ESY9_g42645_DN2_SP0_c0.t1
OG0000640	Om005G202910	ESY1_g10705_DN1_SP0_c0.t1
OG0000640	Om006G258730	ESY7_g18098_DN1_SP0_c0.t1
OG0000641	Om002G069900, Om008G350820	ESY7_g18107_DN3_SP0_c0.t1
OG0000642	Om008G339330	ESY7_g19479_DN3_SP0_c0.t1, ESY7_g19467_DN2_SP0_c0.t1
OG0000642	Om007G315380	ESY7_g19478_DN3_SP0_c0.t1, ESY8_g60869_DN3_SP0_c0.t1
OG0000645	Om003G103460, Om005G206760	ESY4_g25188_DN1_SP0_c0.t1, ESY4_g25078_DN3_SP0_c0.t1
OG0000645	Om008G329430, Om005G208230	ESY6_g48287_DN2_SP0_c0.t1
OG0000646	Om006G269470	ESY2_g34566_DN3_SP8_c17.t1
OG0000646	Om002G043170	ESY3_g32566_DN3_SP0_c0.t1, ESY3_g32567_DN3_SP8_c0.t1
OG0000647	Om004G174940, Om002G052310	ESY7_g19417_DN3_SP8_c0.t1
OG0000648	Om003G128400, Om003G128430, Om003G128440	ESY1_g12502_DN3_SP0_c0.t1, ESY1_g12500_DN3_SP0_c0.t1
OG0000649	Om005G204230	ESY10_g14293_DN3_SP0_c0.t1
OG0000649	Om004G136710	ESY2_g34781_DN3_SP8_c21.t1
OG0000650	Om008G359210	ESY10_g15226_DN3_SP0_c0.t1
OG0000650	Om008G359260	ESY10_g15222_DN3_SP0_c15.t1, ESY10_g15223_DN3_SP0_c18.t1, ESY10_g15213_DN3_SP0_c17.t1
OG0000650	Om008G359240, Om008G359230, Om008G359250	ESY10_g15225_DN3_SP8_c0.t1
OG0000651	Om006G246340	ESY1_g9173_DN1_SP0_c0.t1
OG0000651	Om005G203940	ESY3_g31987_DN1_SP0_c0.t1
OG0000653	Om007G303200, Om007G305010, Om007G281870, Om006G265690	ESY17_g39862_DN1_SP0_c0.t1
OG0000654	Om006G246810, Om006G247060, Om006G245900	ESY9_g42727_DN3_SP0_c0.t1, ESY6_g48698_DN1_SP0_c0.t1, ESY6_g48670_DN1_SP0_c0.t1, ESY4_g23826_DN2_SP0_c0.t1, ESY5_g1890_DN2_SP0_c0.t1, ESY6_g49080_DN2_SP0_c0.t1
OG0000655	Om004G139280, Om004G139270, Om002G050770, Om005G194660, Om002G061540, Om002G056020, Om006G240500, Om005G220320, Om009G363040, Om003G099500, Om006G270570, Om003G099490	ESY4_g23105_DN3_SP0_c0.t1
OG0000658	Om003G106660, Om007G293840, Om006G254110	ESY21_g55873_DN3_SP8_c0.t1, ESY1_g11031_DN3_SP1_c0.t1, ESY1_g12001_DN3_SP2_c0.t1
OG0000659	Om001G024350	ESY11_g54679_DN3_SP3_c0.t1, ESY6_g48289_DN3_SP3_c0.t1
OG0000660	Om005G185150	ESY5_g4525_DN3_SP8_c0.t1
OG0000660	Om006G246670	ESY1_g8235_DN3_SP8_c0.t1, ESY6_g48683_DN3_SP8_c0.t1
OG0000661	Om007G280270, Om008G327370	ESY8_g58443_DN3_SP2_c0.t1, ESY17_g40319_DN3_SP8_c0.t1
OG0000662	Om007G299230	ESY7_g17394_DN3_SP0_c0.t1
OG0000662	Om002G043690	ESY3_g32494_DN3_SP0_c0.t1
OG0000662	Om007G299200	ESY7_g17392_DN2_SP0_c0.t1
OG0000663	Om005G211670, Om004G147530, Om004G147600	ESY2_g34519_DN3_SP0_c0.t1
OG0000664	Om002G058130, Om001G038790	ESY4_g26586_DN2_SP0_c21.t1
OG0000667	Om001G026410	ESY1_g12132_DN3_SP0_c0.t1
OG0000669	Om008G323950, Om001G002100, Om001G002090	ESY12_g52124_DN3_SP8_c0.t1
OG0000669	Om002G057870	ESY3_g30238_DN3_SP6_c0.t1
OG0000670	Om001G010780	ESY4_g25624_DN3_SP0_c44.t1, ESY4_g25625_DN3_SP0_c44.t1
OG0000671	Om006G248300	ESY9_g42837_DN2_SP0_c0.t1, ESY9_g42840_DN3_SP0_c0.t1
OG0000672	Om008G340360	ESY1_g5830_DN3_SP8_c0.t1
OG0000672	Om007G289610	ESY4_g23196_DN3_SP6_c0.t1
OG0000673	Om006G272930	ESY10_g14021_DN3_SP0_c0.t1
OG0000673	Om004G158090	ESY11_g54919_DN3_SP0_c0.t1
OG0000675	Om005G196790, Om007G279730	ESY8_g58352_DN3_SP3_c0.t1
OG0000676	Om005G184580	ESY5_g4583_DN3_SP6_c0.t1
OG0000676	Om006G251430	ESY1_g10679_DN3_SP6_c0.t1
OG0000676	Om004G139720	ESY2_g34953_DN3_SP7_c0.t1
OG0000677	Om004G136950, Om004G145150	ESY5_g1692_DN3_SP0_c0.t1
OG0000677	Om001G025590	ESY12_g51386_DN3_SP0_c0.t1, ESY5_g1656_DN3_SP0_c0.t1
OG0000678	Om003G121880	ESY1_g11479_DN3_SP0_c4.t1
OG0000685	Om001G024490	ESY34_g45725_DN3_SP8_c0.t1
OG0000685	Om002G087370	ESY13_g56007_DN1_SP6_c0.t1, ESY11_g54667_DN3_SP4_c0.t1
OG0000686	Om001G031630, Om001G031650, Om001G031590	ESY4_g25791_DN3_SP0_c0.t1, ESY4_g25790_DN3_SP0_c0.t1, ESY4_g25789_DN3_SP0_c0.t1
OG0000686	Om001G031660	ESY4_g25788_DN3_SP0_c0.t1
OG0000687	Om007G275820	ESY16_g61485_DN3_SP8_c0.t1
OG0000687	Om008G322470, Om008G322490	ESY12_g51948_DN3_SP7_c0.t1
OG0000687	Om003G125660	ESY1_g12135_DN3_SP0_c0.t1
OG0000688	Om002G067310	ESY10_g14422_DN3_SP0_c35.t1
OG0000689	Om005G205310, Om001G012690	ESY14_g20144_DN3_SP0_c0.t1, ESY10_g14022_DN3_SP8_c0.t1, ESY2_g33614_DN3_SP1_c0.t1
OG0000690	Om007G317360, Om007G301600, Om001G010530, Om002G056310	ESY14_g20593_DN2_SP0_c0.t1
OG0000691	Om007G298400	ESY3_g29962_DN3_SP0_c0.t1, ESY1_g10880_DN3_SP0_c0.t1
OG0000692	Om003G122550	ESY1_g11386_DN3_SP8_c0.t1
OG0000692	Om008G326170	ESY12_g51571_DN3_SP0_c0.t1
OG0000693	Om006G251440	ESY1_g10680_DN3_SP8_c0.t1
OG0000695	Om004G140010	ESY12_g51721_DN3_SP0_c0.t1, ESY9_g44842_DN3_SP0_c0.t1, ESY2_g34927_DN3_SP0_c0.t1
OG0000696	Om002G061880	ESY3_g30010_DN3_SP8_c0.t1, ESY2_g37089_DN3_SP1_c0.t1
OG0000696	Om005G195930	ESY2_g36484_DN3_SP1_c0.t1
OG0000697	Om003G096400	ESY2_g37486_DN2_SP0_c0.t1
OG0000697	Om003G096530	ESY2_g37386_DN2_SP0_c0.t1
OG0000697	Om003G095790, Om003G096510, Om003G095780	ESY2_g37254_DN2_SP0_c0.t1
OG0000698	Om002G052470, Om002G051930, Om001G035550	ESY11_g54915_DN3_SP0_c26.t1
OG0000699	Om008G338280	ESY7_g17704_DN3_SP0_c0.t1, ESY5_g4737_DN3_SP0_c0.t1
OG0000699	Om008G325440	ESY5_g4935_DN3_SP0_c0.t1, ESY5_g4936_DN3_SP0_c0.t1
OG0000700	Om007G282890, Om072G377200, Om072G377210, Om007G282900, Om072G377220, Om007G282910	ESY8_g58761_DN3_SP0_c0.t1, ESY8_g58823_DN3_SP0_c0.t1, ESY8_g58821_DN3_SP0_c0.t1, ESY8_g58757_DN3_SP0_c0.t1
OG0000702	Om007G301290	ESY7_g17604_DN3_SP8_c0.t1
OG0000702	Om002G042520	ESY3_g32645_DN3_SP1_c0.t1
OG0000703	Om004G173900, Om008G337070, Om006G255340	ESY1_g10503_DN3_SP8_c0.t1, ESY1_g11933_DN3_SP5_c0.t1
OG0000704	Om001G004670, Om001G004680	ESY9_g43062_DN3_SP0_c0.t1, ESY9_g43063_DN3_SP7_c0.t1
OG0000705	Om008G324590	ESY12_g52177_DN1_SP0_c0.t1
OG0000706	Om006G239960	ESY6_g49981_DN3_SP8_c0.t1, ESY6_g49980_DN3_SP0_c0.t1
OG0000706	Om006G232490	ESY16_g62079_DN2_SP0_c0.t1
OG0000708	Om005G190620	ESY5_g3683_DN3_SP0_c16.t1
OG0000711	Om005G226640	ESY8_g59556_DN3_SP0_c0.t1, ESY8_g59559_DN3_SP0_c0.t1, ESY8_g59560_DN2_SP0_c0.t1, ESY8_g59564_DN3_SP0_c0.t1, ESY8_g59562_DN3_SP0_c0.t1, ESY2_g35144_DN3_SP0_c0.t1, ESY10_g15187_DN3_SP0_c0.t1
OG0000712	Om002G049340	ESY3_g31490_DN1_SP0_c0.t1
OG0000712	Om001G029690	ESY4_g25175_DN3_SP0_c0.t1
OG0000713	Om003G095190, Om008G340040	ESY8_g59925_DN1_SP0_c0.t1, ESY1_g9259_DN2_SP0_c0.t1
OG0000714	Om005G213140	ESY2_g35204_DN3_SP0_c0.t1
OG0000715	Om008G353360	ESY7_g17813_DN3_SP0_c0.t1, ESY7_g17815_DN3_SP0_c0.t1, ESY7_g17814_DN3_SP0_c0.t1, ESY6_g47594_DN3_SP0_c0.t1
OG0000716	Om005G211830, Om008G328670, Om001G030930	ESY11_g54131_DN3_SP0_c0.t1, ESY1_g9191_DN2_SP0_c0.t1
OG0000717	Om005G225940	ESY10_g14499_DN3_SP3_c0.t1, ESY10_g14500_DN3_SP5_c0.t1
OG0000717	Om005G203310	ESY12_g51328_DN3_SP1_c0.t1
OG0000718	Om002G055310, Om004G177070	ESY3_g31321_DN3_SP8_c35.t1
OG0000719	Om006G245640	ESY6_g48833_DN2_SP3_c0.t1
OG0000720	Om003G128230	ESY1_g12487_DN2_SP0_c0.t1
OG0000720	Om004G159420	ESY20_g13190_DN2_SP0_c0.t1
OG0000720	Om008G319350	ESY12_g52229_DN3_SP0_c0.t1
OG0000721	Om005G179540, Om004G159540	ESY5_g5326_DN3_SP8_c84.t1
OG0000722	Om005G208970	ESY2_g35452_DN3_SP7_c0.t1
OG0000722	Om005G194430	ESY5_g2781_DN3_SP7_c0.t1
OG0000723	Om007G294640	ESY10_g15272_DN2_SP0_c0.t1, ESY10_g15279_DN3_SP0_c0.t1, ESY10_g15278_DN3_SP0_c0.t1
OG0000724	Om006G252130, Om006G252070, Om006G252080, Om006G252100, Om006G252120	ESY6_g49780_DN3_SP0_c0.t1
OG0000725	Om002G066910, Om003G105110, Om003G105120, Om002G081300	ESY2_g34768_DN2_SP0_c0.t1
OG0000725	Om005G195040	ESY7_g18333_DN3_SP0_c0.t1
OG0000726	Om001G037180, Om001G037210, Om008G358900, Om007G288770, Om008G354650	ESY12_g51329_DN1_SP0_c0.t1
OG0000728	Om007G295340	ESY7_g16966_DN1_SP0_c23.t1
OG0000730	Om006G274110	ESY10_g14284_DN3_SP0_c8.t1
OG0000730	Om005G193950	ESY5_g2741_DN3_SP0_c0.t1, ESY5_g2740_DN3_SP0_c0.t1
OG0000732	Om006G250070, Om006G255490	ESY6_g48326_DN3_SP7_c0.t1
OG0000734	Om003G112660	ESY6_g46411_DN3_SP5_c0.t1
OG0000735	Om003G118250	ESY6_g48153_DN3_SP0_c0.t1
OG0000735	Om003G118240	ESY6_g48156_DN3_SP0_c0.t1, ESY12_g51978_DN3_SP0_c0.t1
OG0000736	Om004G165740	ESY7_g17997_DN3_SP7_c0.t1, ESY2_g34853_DN3_SP0_c0.t1
OG0000736	Om001G039680	ESY4_g26693_DN3_SP8_c0.t1
OG0000739	Om005G180900, Om002G071940	ESY10_g14454_DN3_SP0_c0.t1
OG0000741	Om002G057710	ESY3_g30220_DN3_SP8_c0.t1
OG0000741	Om003G090420	ESY2_g36293_DN3_SP8_c0.t1
OG0000744	Om007G295290, Om007G295300	ESY7_g16957_DN3_SP0_c25.t1, ESY7_g17029_DN3_SP0_c0.t1
OG0000749	Om005G193040	ESY5_g2626_DN3_SP7_c0.t1
OG0000749	Om004G147040	ESY5_g1201_DN3_SP8_c0.t1
OG0000749	Om006G272950	ESY10_g14026_DN3_SP7_c0.t1
OG0000750	Om007G291180, Om001G009690	ESY7_g19439_DN1_SP0_c0.t1, ESY8_g60041_DN1_SP0_c0.t1, ESY2_g35058_DN2_SP0_c0.t1
OG0000750	Om005G228180	ESY1_g6177_DN2_SP0_c0.t1, ESY2_g33330_DN3_SP0_c0.t1
OG0000751	Om004G173700	ESY6_g49307_DN3_SP0_c0.t1
OG0000751	Om004G173690	ESY7_g19214_DN3_SP0_c0.t1
OG0000752	Om006G239670, Om006G239690, Om006G239700, Om006G239680	ESY3_g31784_DN3_SP0_c0.t1, ESY3_g31785_DN3_SP0_c0.t1, ESY6_g50001_DN3_SP0_c0.t1, ESY6_g50002_DN3_SP0_c0.t1
OG0000752	Om004G164920	ESY7_g18083_DN3_SP0_c0.t1
OG0000753	Om001G015620, Om008G355420, Om008G355840	ESY7_g16513_DN3_SP0_c0.t1
OG0000754	Om001G015760	ESY11_g54820_DN3_SP1_c0.t1
OG0000754	Om008G342780	ESY2_g33475_DN3_SP0_c0.t1
OG0000757	Om004G175670	ESY7_g19487_DN3_SP2_c0.t1
OG0000757	Om008G335340, Om006G254280	ESY1_g11056_DN3_SP2_c0.t1
OG0000758	Om004G131100	ESY2_g36629_DN1_SP0_c0.t1
OG0000758	Om005G196770	ESY5_g2991_DN3_SP0_c0.t1
OG0000759	Om006G247560	ESY6_g48610_DN3_SP6_c0.t1
OG0000759	Om007G282010	ESY8_g58711_DN3_SP6_c0.t1
OG0000759	Om005G184700	ESY5_g4575_DN3_SP0_c0.t1
OG0000760	Om008G329550, Om008G329460, Om006G250500	ESY3_g32152_DN3_SP3_c0.t1
OG0000761	Om002G067830	ESY3_g31346_DN3_SP0_c0.t1
OG0000762	Om001G015640, Om002G087640, Om002G087650, Om001G015670	ESY11_g54730_DN3_SP0_c15.t1
OG0000762	Om002G087620	ESY11_g54728_DN3_SP0_c15.t1, ESY11_g54727_DN3_SP0_c16.t1
OG0000763	Om003G091650	ESY2_g36203_DN3_SP0_c0.t1, ESY2_g36205_DN3_SP0_c0.t1
OG0000763	Om003G091630	ESY2_g36206_DN3_SP0_c0.t1
OG0000764	Om003G096160, Om003G096690, Om003G096670, Om003G096680	ESY2_g37331_DN3_SP0_c0.t1
OG0000765	Om006G259450, Om006G259750, Om005G210270, Om005G210060, Om005G210240, Om005G210230, Om006G260090, Om007G313620	ESY7_g19012_DN3_SP0_c32.t1
OG0000768	Om008G351690	ESY9_g43052_DN2_SP0_c0.t1
OG0000772	Om006G270510	ESY7_g18269_DN3_SP0_c0.t1
OG0000773	Om005G209150	ESY5_g1604_DN3_SP8_c0.t1, ESY2_g35436_DN3_SP0_c0.t1, ESY2_g35437_DN3_SP0_c0.t1
OG0000774	Om001G017860	ESY39_g61439_DN3_SP0_c0.t1
OG0000775	Om002G053420, Om002G053410, Om004G172920	ESY3_g31102_DN3_SP0_c0.t1, ESY3_g31099_DN3_SP4_c0.t1
OG0000776	Om008G330800	ESY9_g45663_DN3_SP7_c0.t1
OG0000776	Om002G051640	ESY3_g30875_DN3_SP3_c0.t1, ESY3_g31227_DN3_SP7_c0.t1
OG0000777	Om003G116430	ESY16_g62318_DN3_SP8_c0.t1
OG0000777	Om003G091110	ESY2_g36244_DN3_SP7_c0.t1
OG0000779	Om001G008900	ESY9_g43755_DN3_SP8_c0.t1
OG0000779	Om008G353570	ESY7_g16098_DN2_SP6_c0.t1
OG0000779	Om008G353560	ESY7_g16094_DN3_SP7_c0.t1
OG0000780	Om001G039760	ESY4_g26710_DN3_SP8_c0.t1
OG0000780	Om004G165850	ESY7_g17983_DN3_SP8_c0.t1
OG0000781	Om008G324460, Om008G324450, Om008G324440, Om008G324430	ESY12_g52166_DN3_SP0_c18.t1
OG0000781	Om008G324410	ESY8_g58290_DN3_SP0_c18.t1, ESY12_g52165_DN3_SP0_c30.t1
OG0000783	Om006G243370	ESY6_g49068_DN3_SP0_c0.t1
OG0000783	Om006G268650	ESY1_g6882_DN3_SP8_c0.t1
OG0000784	Om001G001310	ESY1_g7266_DN3_SP0_c0.t1, ESY1_g7267_DN3_SP0_c0.t1
OG0000784	Om006G244140	ESY6_g49007_DN3_SP0_c0.t1
OG0000785	Om001G030640, Om001G030650, Om004G172580	ESY7_g19040_DN3_SP0_c23.t1
OG0000786	Om006G236990	ESY6_g49548_DN3_SP0_c0.t1
OG0000787	Om002G056150, Om002G056160, Om002G056140	ESY3_g30072_DN3_SP0_c0.t1
OG0000787	Om002G056130	ESY3_g30071_DN3_SP0_c0.t1
OG0000788	Om006G267680	ESY1_g7587_DN3_SP8_c0.t1
OG0000788	Om006G244510	ESY6_g48958_DN3_SP8_c0.t1
OG0000788	Om006G267760	ESY1_g11852_DN3_SP0_c12.t1, ESY1_g7608_DN3_SP6_c0.t1
OG0000789	Om004G131580	ESY2_g36683_DN3_SP8_c0.t1, ESY8_g58815_DN3_SP0_c0.t1
OG0000789	Om003G089450	ESY2_g36432_DN3_SP8_c0.t1
OG0000790	Om003G091770, Om003G091720, Om003G091750, Om003G091710, Om003G091740, Om003G091760, Om003G091730, Om003G091670, Om003G091690	ESY2_g36201_DN3_SP0_c0.t1
OG0000791	Om003G119360, Om003G119330, Om003G119450	ESY6_g48395_DN3_SP0_c0.t1, ESY6_g48329_DN3_SP0_c0.t1
OG0000792	Om003G120840	ESY7_g16737_DN3_SP0_c0.t1, ESY4_g26420_DN2_SP0_c0.t1, ESY8_g58622_DN2_SP0_c0.t1, ESY4_g26538_DN1_SP0_c0.t1, ESY10_g15508_DN2_SP0_c0.t1
OG0000793	Om004G131020, Om004G131030, Om005G193790	ESY5_g2990_DN3_SP0_c0.t1
OG0000794	Om002G070500, Om007G283840	ESY9_g43408_DN1_SP0_c0.t1
OG0000796	Om001G008480	ESY8_g59434_DN1_SP0_c0.t1, ESY8_g59460_DN2_SP0_c0.t1, ESY8_g59495_DN2_SP0_c0.t1
OG0000798	Om007G276100, Om001G000190	ESY16_g61516_DN3_SP8_c0.t1
OG0000799	Om005G222980	ESY2_g33845_DN2_SP0_c0.t1
OG0000800	Om006G261660	ESY1_g9283_DN3_SP0_c0.t1
OG0000801	Om002G053550	ESY3_g31113_DN3_SP0_c18.t1
OG0000801	Om004G172640	ESY7_g19056_DN3_SP0_c0.t1
OG0000801	Om002G053590, Om002G053560	ESY3_g31115_DN3_SP0_c18.t1, ESY3_g31116_DN3_SP0_c16.t1
OG0000802	Om008G359660	ESY10_g15145_DN2_SP0_c0.t1
OG0000802	Om007G290710	ESY4_g23546_DN3_SP0_c0.t1
OG0000802	Om001G002180	ESY9_g42647_DN2_SP0_c0.t1
OG0000803	Om003G116420, Om001G004780	ESY9_g43135_DN3_SP3_c0.t1
OG0000804	Om005G228300	ESY3_g31427_DN1_SP0_c0.t1, ESY3_g32343_DN1_SP0_c4.t1
OG0000806	Om008G323550	ESY12_g52090_DN3_SP0_c0.t1
OG0000806	Om008G323530	ESY12_g52088_DN3_SP0_c0.t1
OG0000807	Om008G323720, Om002G042240, Om002G042250	ESY2_g33437_DN2_SP0_c0.t1
OG0000808	Om007G283270	ESY8_g58876_DN3_SP8_c0.t1
OG0000808	Om006G246460	ESY6_g48701_DN3_SP8_c0.t1
OG0000809	Om004G146010	ESY5_g1416_DN3_SP8_c0.t1
OG0000809	Om005G194070	ESY8_g58566_DN3_SP0_c0.t1, ESY5_g2725_DN3_SP0_c0.t1
OG0000811	Om008G352000, Om007G305730, Om008G351930, Om008G351980	ESY20_g12884_DN2_SP0_c50.t1
OG0000812	Om007G284710	ESY4_g25531_DN3_SP0_c0.t1
OG0000813	Om002G063840	ESY6_g49074_DN3_SP0_c0.t1
OG0000813	Om006G261060	ESY3_g29819_DN1_SP0_c0.t1, ESY3_g29822_DN1_SP0_c0.t1, ESY6_g49101_DN1_SP0_c0.t1
OG0000813	Om002G063830, Om002G063810, Om002G063820	ESY3_g29818_DN3_SP0_c0.t1, ESY6_g49077_DN2_SP0_c0.t1, ESY3_g29821_DN1_SP0_c0.t1
OG0000814	Om002G070350, Om006G243840, Om006G245340	ESY6_g48840_DN3_SP0_c0.t1, ESY6_g48868_DN3_SP0_c0.t1, ESY6_g48869_DN2_SP0_c0.t1
OG0000818	Om006G239010	ESY6_g50069_DN3_SP7_c0.t1
OG0000818	Om005G228870	ESY2_g33249_DN3_SP7_c0.t1
OG0000819	Om002G053630	ESY3_g31123_DN3_SP8_c0.t1
OG0000819	Om006G250650	ESY1_g10552_DN3_SP5_c0.t1
OG0000820	Om002G048210	ESY20_g13243_DN2_SP4_c0.t1
OG0000821	Om003G113100	ESY6_g46659_DN3_SP3_c0.t1
OG0000822	Om003G115680	ESY7_g19076_DN2_SP0_c0.t1
OG0000823	Om008G362180	ESY10_g14859_DN3_SP0_c0.t1
OG0000823	Om001G000380	ESY9_g42454_DN3_SP0_c0.t1
OG0000824	Om001G012010, Om001G012020	ESY14_g19769_DN3_SP8_c0.t1, ESY11_g55005_DN3_SP0_c0.t1
OG0000825	Om003G126780	ESY1_g12331_DN3_SP8_c0.t1
OG0000825	Om008G321070	ESY12_g51727_DN3_SP8_c0.t1
OG0000826	Om008G323390	ESY12_g52080_DN3_SP3_c0.t1
OG0000827	Om003G116690	ESY6_g47970_DN3_SP0_c0.t1
OG0000827	Om004G176620	ESY4_g25988_DN3_SP8_c0.t1
OG0000828	Om005G219460, Om007G278890, Om008G356770	ESY20_g12782_DN1_SP0_c0.t1
OG0000829	Om002G045010	ESY3_g32293_DN3_SP0_c0.t1, ESY3_g32292_DN3_SP0_c0.t1, ESY3_g32288_DN3_SP0_c0.t1
OG0000829	Om007G296880	ESY7_g17156_DN3_SP0_c0.t1, ESY2_g38202_DN2_SP0_c0.t1
OG0000830	Om005G202380	ESY4_g26926_DN3_SP4_c0.t1, ESY8_g59939_DN3_SP4_c0.t1
OG0000830	Om004G136890	ESY5_g3963_DN3_SP8_c0.t1
OG0000831	Om005G202570	ESY2_g36087_DN3_SP0_c0.t1
OG0000834	Om002G065630	ESY8_g58606_DN3_SP0_c0.t1
OG0000834	Om003G098980	ESY2_g37865_DN3_SP0_c0.t1
OG0000835	Om002G066410	ESY3_g29493_DN3_SP0_c0.t1, ESY9_g42994_DN3_SP0_c19.t1
OG0000835	Om003G098020	ESY2_g37648_DN3_SP7_c0.t1
OG0000836	Om003G120370, Om003G120360	ESY1_g11722_DN3_SP0_c0.t1, ESY1_g11720_DN3_SP0_c0.t1
OG0000837	Om006G258280, Om006G258260, Om005G190680, Om005G190690, Om003G090880, Om003G090890	ESY1_g10319_DN3_SP0_c0.t1
OG0000838	Om001G021120, Om004G164220, Om005G222840, Om001G025230, Om003G128780, Om006G254540, Om001G021790	ESY1_g6968_DN3_SP0_c0.t1
OG0000841	Om007G276430	ESY16_g61686_DN3_SP0_c0.t1, ESY16_g61682_DN3_SP0_c0.t1, ESY16_g61685_DN3_SP0_c0.t1
OG0000844	Om002G052240	ESY3_g30966_DN3_SP8_c0.t1
OG0000844	Om004G175120	ESY7_g19423_DN3_SP8_c0.t1
OG0000845	Om007G285800	ESY13_g56900_DN3_SP8_c0.t1
OG0000846	Om001G030620	ESY4_g25953_DN3_SP4_c0.t1, ESY4_g25949_DN3_SP7_c0.t1
OG0000848	Om005G178800	ESY5_g5445_DN3_SP0_c0.t1, ESY20_g13080_DN3_SP7_c0.t1
OG0000849	Om008G320500, Om004G158520, Om003G127390	ESY12_g51647_DN2_SP0_c0.t1
OG0000850	Om003G126290	ESY1_g12266_DN3_SP1_c0.t1, ESY1_g12268_DN3_SP0_c0.t1
OG0000850	Om008G321530	ESY12_g51796_DN3_SP0_c0.t1
OG0000850	Om003G126300	ESY1_g12269_DN3_SP0_c0.t1
OG0000851	Om008G327440	ESY12_g51224_DN3_SP8_c0.t1
OG0000851	Om003G120640	ESY1_g11661_DN3_SP0_c0.t1
OG0000851	Om003G120650	ESY1_g11659_DN3_SP0_c0.t1, ESY1_g11658_DN3_SP0_c0.t1
OG0000852	Om006G241870	ESY9_g43765_DN3_SP4_c0.t1
OG0000853	Om004G160710	ESY8_g58321_DN3_SP0_c0.t1
OG0000853	Om004G160690	ESY8_g58324_DN3_SP0_c0.t1
OG0000854	Om007G283720	ESY8_g58942_DN3_SP0_c0.t1
OG0000854	Om005G185890	ESY5_g4440_DN3_SP0_c0.t1
OG0000855	Om006G263670	ESY1_g8875_DN3_SP0_c0.t1, ESY11_g53422_DN2_SP0_c0.t1
OG0000855	Om006G235120	ESY6_g49840_DN3_SP7_c0.t1
OG0000857	Om006G263880, Om006G260880	ESY1_g9457_DN3_SP5_c0.t1
OG0000858	Om002G073040	ESY4_g25661_DN3_SP0_c0.t1, ESY4_g25658_DN3_SP0_c0.t1, ESY4_g25656_DN3_SP0_c0.t1, ESY15_g64475_DN3_SP0_c0.t1
OG0000859	Om007G303050, Om007G303100, Om007G303190	ESY9_g43026_DN1_SP0_c0.t1, ESY11_g54638_DN3_SP0_c0.t1, ESY3_g31767_DN3_SP0_c0.t1
OG0000860	Om005G226600	ESY2_g36988_DN1_SP0_c0.t1
OG0000861	Om005G180400	ESY11_g54024_DN2_SP0_c0.t1, ESY11_g54019_DN3_SP0_c0.t1, ESY5_g2327_DN3_SP0_c0.t1, ESY12_g50915_DN2_SP0_c0.t1, ESY12_g50927_DN2_SP0_c0.t1
OG0000861	Om005G180100	ESY5_g5362_DN3_SP0_c52.t1, ESY5_g5359_DN3_SP0_c0.t1
OG0000862	Om006G239770	ESY2_g33887_DN2_SP0_c0.t1
OG0000867	Om005G213710	ESY7_g17803_DN3_SP1_c0.t1, ESY2_g35242_DN3_SP2_c0.t1, ESY2_g35245_DN3_SP0_c0.t1
OG0000868	Om004G170100	ESY7_g18730_DN3_SP8_c0.t1
OG0000868	Om002G055490	ESY3_g31301_DN3_SP8_c4.t1
OG0000869	Om001G000390, Om008G362170	ESY9_g42455_DN3_SP8_c0.t1
OG0000870	Om007G288540	ESY2_g36020_DN3_SP0_c0.t1
OG0000870	Om008G340790	ESY8_g58113_DN3_SP0_c0.t1
OG0000871	Om007G298930	ESY7_g17368_DN3_SP8_c0.t1
OG0000871	Om007G314750	ESY8_g61040_DN3_SP8_c0.t1
OG0000872	Om007G279510	ESY20_g12686_DN3_SP1_c0.t1
OG0000873	Om002G045920, Om007G295910	ESY12_g50825_DN3_SP0_c0.t1, ESY7_g17043_DN3_SP0_c0.t1, ESY3_g32060_DN3_SP0_c0.t1
OG0000875	Om005G180320	ESY2_g33410_DN3_SP0_c0.t1, ESY5_g5172_DN3_SP0_c26.t1
OG0000875	Om003G126460	ESY1_g12284_DN3_SP0_c37.t1, ESY9_g43240_DN3_SP0_c79.t1
OG0000876	Om002G086200	ESY6_g49891_DN3_SP0_c0.t1
OG0000877	Om003G126930	ESY3_g31770_DN1_SP0_c0.t1
OG0000877	Om003G127230, Om003G126920, Om007G303070, Om007G303150, Om007G303210	ESY11_g54639_DN3_SP0_c0.t1
