Orthogroup	Odontarrhena_muralis	Aethionema_saxatile
OG0017809	Om006G249650	As002G048870
OG0017810	Om006G248680	As002G049360
OG0017811	Om004G161580	As002G050380
OG0017812	Om004G161950	As002G050620
OG0017813	Om004G163500	As002G051650
OG0017814	Om004G165750	As002G053060
OG0017815	Om004G166150	As002G053360, As002G053380
OG0017816	Om004G166920	As002G053910
OG0017817	Om004G167370	As002G054300
OG0017818	Om004G167450	As002G054350
OG0017819	Om004G167470	As002G054370
OG0017821	Om004G168730	As002G055250
OG0017822	Om004G168750	As002G055270
OG0017823	Om001G000630	As003G056020
OG0017824	Om001G001050	As003G056300
OG0017825	Om002G072110	As003G056940
OG0017826	Om001G002960	As003G057310
OG0017827	Om001G004140	As003G057790
OG0017828	Om001G007050	As003G059180
OG0017829	Om001G009220	As003G060560
OG0017831	Om001G010810	As003G061670
OG0017832	Om001G012310	As003G062790
OG0017833	Om001G013600	As003G063560
OG0017834	Om001G013630	As003G063980
OG0017835	Om001G014690	As003G064210
OG0017836	Om001G014820	As003G064280
OG0017837	Om001G015370	As003G064570
OG0017838	Om001G015600	As003G064660
OG0017840	Om007G289110	As003G069280
OG0017841	Om007G290450	As003G070390
OG0017842	Om007G290500	As003G070610
OG0017843	Om007G291130	As003G071100
OG0017844	Om007G291230	As003G071150
OG0017845	Om001G034780	As003G071800
OG0017846	Om001G035010	As003G071980
OG0017847	Om001G037400	As003G073350
OG0017848	Om001G037710	As003G073450
OG0017849	Om001G038120	As003G073610
OG0017850	Om001G038240	As003G073750
OG0017851	Om001G038710	As003G074080
OG0017852	Om001G039120	As003G074370
OG0017853	Om002G044650	As003G074740
OG0017854	Om001G040220	As003G075140
OG0017857	Om007G314670	As004G077760
OG0017858	Om007G315640	As004G078410
OG0017859	Om008G339370	As004G078680
OG0017861	Om008G343770	As004G080340
OG0017862	Om008G329600	As004G080510
OG0017863	Om008G340190	As004G081010
OG0017864	Om005G218900, Om005G228170	As004G081610
OG0017865	Om008G342350	As004G082460
OG0017866	Om008G342660	As004G082620
OG0017867	Om004G171360	As004G082640
OG0017868	Om008G346420	As004G083290
OG0017869	Om008G347120	As004G083560
OG0017870	Om008G347430	As004G083580
OG0017873	Om008G350570	As004G084110
OG0017874	Om008G351430	As004G084470
OG0017875	Om008G352710	As004G084840
OG0017876	Om008G353470	As004G085320
OG0017877	Om008G357570	As004G087610
OG0017878	Om008G358470	As004G088030
OG0017879	Om008G358850	As004G088280
OG0017880	Om008G359920	As004G088820
OG0017881	Om008G360960	As004G089080
OG0017883	Om008G361690	As004G089540
OG0017885	Om005G212750	As004G090570
OG0017887	Om003G106010	As004G092010
OG0017889	Om003G105240	As004G092760
OG0017890	Om003G104800	As004G093190
OG0017892	Om003G104590	As004G093470
OG0017893	Om003G104300	As004G093760
OG0017894	Om003G103890	As004G094490
OG0017896	Om003G103510	As004G095090
OG0017897	Om003G103500	As004G095100
OG0017899	Om003G103190	As004G095310
OG0017901	Om003G101360	As004G096650
OG0017902	Om003G121970	As004G096840
OG0017903	Om007G317060	As004G097370
OG0017905	Om008G319950	As005G099870
OG0017906	Om008G320230	As005G100150
OG0017907	Om008G320680	As005G100470
OG0017908	Om008G322150	As005G101690
OG0017909	Om008G322260	As005G101780
OG0017910	Om008G323030	As005G102410
OG0017911	Om008G323840	As005G102970
OG0017912	Om008G325660	As005G104210
OG0017913	Om008G325840	As005G104340
OG0017914	Om008G325990	As005G104420
OG0017915	Om008G326150	As005G104570
OG0017917	Om008G326920	As005G105220
OG0017918	Om004G177000	As005G106330
OG0017919	Om004G176980	As005G106350
OG0017920	Om004G176970	As005G106360
OG0017921	Om004G176830	As005G106510
OG0017922	Om004G176400	As005G106910
OG0017923	Om003G125070	As005G108240
OG0017925	Om006G241290	As005G110150
OG0017926	Om006G242470	As005G112220
OG0017927	Om006G245330	As005G114540
OG0017928	Om006G245920	As005G115480
OG0017929	Om006G247120	As005G115920
OG0017930	Om006G232960	As005G117490
OG0017931	Om006G232670	As005G117740
OG0017932	Om006G229600	As005G120290
OG0017933	Om006G229430	As005G120430
OG0017934	Om006G229250	As005G120600
OG0017936	Om004G157070	As006G121040
OG0017937	Om004G157080	As006G121050
OG0017938	Om004G157240	As006G121160
OG0017940	Om004G158150	As006G121930
OG0017941	Om004G158220	As006G121960
OG0017942	Om004G158600	As006G122340
OG0017943	Om004G159830	As006G123210
OG0017944	Om007G278420	As006G125580
OG0017945	Om007G280050	As006G126920
OG0017946	Om007G282130	As006G128580
OG0017947	Om007G282260	As006G128660
OG0017948	Om005G185710	As006G129660
OG0017949	Om007G285050	As006G130630
OG0017950	Om003G094630	As006G131380
OG0017951	Om004G149300	As006G131640
OG0017953	Om002G042680	As006G132850
OG0017954	Om002G042590	As006G133060
OG0017955	Om002G048870	As006G133140, As006G139910
OG0017956	Om002G042420	As006G133160
OG0017957	Om002G042100	As006G133450
OG0017958	Om002G042050	As006G133510
OG0017959	Om004G175720	As006G133620
OG0017960	Om004G177410	As006G133770
OG0017961	Om004G177380	As006G133800
OG0017962	Om004G177260	As006G133940
OG0017965	Om001G018870	As006G134540
OG0017966	Om002G044240	As006G135860
OG0017967	Om002G044790	As006G136360
OG0017968	Om002G045000	As006G136520
OG0017969	Om002G045040	As006G136570
OG0017970	Om002G045110	As006G136640
OG0017972	Om002G046270	As006G137710
OG0017973	Om002G046360	As006G137800
OG0017974	Om002G046570	As006G137970
OG0017975	Om002G053750	As006G138490
OG0017976	Om002G047450	As006G138570
OG0017977	Om002G047440	As006G138580
OG0017978	Om002G047810	As006G138980
OG0017979	Om002G048070	As006G139130
OG0017982	Om002G050400	As006G141370
OG0017983	Om002G050700	As006G141650
OG0017984	Om002G051210	As006G142070
OG0017986	Om008G332090	As006G143810
OG0017987	Om008G337400	As006G144840
OG0017989	Om008G337240	As006G144960
OG0017991	Om008G334390	As006G147540
OG0017992	Om014G370010	As264G297660
OG0017992	Om055G376940	As006G149600
OG0017993	Om005G196020	As007G151950
OG0017994	Om005G196240	As007G152140
OG0017995	Om005G196270	As007G152170
OG0017996	Om005G197910	As007G153340
OG0017997	Om005G199000	As007G154090
OG0017998	Om005G199890	As007G154470
OG0017999	Om005G200280	As007G154980
OG0018000	Om005G200900	As007G155450
OG0018001	Om005G202310	As007G156340
OG0018002	Om005G202360	As007G156420
OG0018003	Om005G202370	As007G156430
OG0018004	Om005G202420	As007G156470
OG0018005	Om005G203830	As007G157500
OG0018008	Om005G205350	As007G158940
OG0018009	Om004G143440	As007G159340
OG0018010	Om004G144370	As007G159680
OG0018011	Om004G145140	As007G160230
OG0018013	Om004G147370	As007G161410
OG0018014	Om004G148240	As007G162210
OG0018015	Om007G286050	As007G162950
OG0018016	Om007G285860	As007G164020
OG0018017	Om007G286330	As007G164800
OG0018019	Om004G151390	As007G176910
OG0018028	Om004G153750	As007G180350
OG0018029	Om004G156090	As007G181000, As007G181010
OG0018030	Om005G192970	As008G183940
OG0018031	Om005G190150	As008G186130
OG0018032	Om005G189250	As008G186990
OG0018033	Om005G187880	As008G188140
OG0018034	Om005G186960	As008G189190
OG0018035	Om005G185580	As008G192070
OG0018036	Om005G185080	As008G192850
OG0018037	Om005G183580	As008G194020
OG0018038	Om005G183470	As008G194150
OG0018039	Om005G182960	As008G194710
OG0018040	Om005G182820	As008G194840
OG0018041	Om005G182100	As008G195610
OG0018042	Om005G181980	As008G195700
OG0018043	Om005G181170	As008G196480
OG0018044	Om005G181150	As008G196500
OG0018045	Om005G180470	As008G196780
OG0018046	Om005G179560	As008G197700
OG0018047	Om005G178700	As008G198540
OG0018048	Om005G178450	As008G198840
OG0018049	Om005G177830	As008G199330
OG0018050	Om005G177820	As008G199350
OG0018051	Om005G177760	As008G199390
OG0018053	Om007G301680	As009G200250
OG0018054	Om007G301040	As009G200390
OG0018055	Om007G300490	As009G200710
OG0018056	Om007G300040	As009G201270
OG0018057	Om007G296640	As009G203700, As009G203690
OG0018058	Om007G296170	As009G203980
OG0018060	Om007G295040	As009G204760
OG0018061	Om007G294230	As009G205810
OG0018062	Om002G046900	As009G206300
OG0018063	Om007G293190	As009G207000
OG0018064	Om007G302610	As009G207090
OG0018065	Om007G304540	As009G207770
OG0018066	Om004G161120	As009G210250
OG0018067	Om001G041460	As009G212080
OG0018068	Om004G170580	As009G212550
OG0018069	Om004G171100	As009G212930
OG0018070	Om004G172040	As009G213970
OG0018071	Om004G172510	As009G214310
OG0018072	Om006G238990	As009G216120
OG0018073	Om006G238930	As009G216330
OG0018074	Om006G236760	As009G217960
OG0018075	Om006G236720	As009G218000
OG0018078	Om006G236230	As009G218390
OG0018079	Om006G247500	As009G219730
OG0018080	Om006G259950	As010G221500
OG0018082	Om006G261120	As010G222290
OG0018083	Om006G266650	As010G224160
OG0018084	Om005G192730	As010G226600
OG0018085	Om006G268390	As010G226980
OG0018086	Om004G134910	As010G227230
OG0018087	Om004G154410	As010G227260
OG0018089	Om005G211880	As010G228620
OG0018090	Om005G210350	As010G231490
OG0018091	Om005G210000	As010G231730
OG0018092	Om005G209800	As010G232060
OG0018093	Om005G209600	As010G232300
OG0018094	Om005G206580	As010G234130
OG0018095	Om005G206020	As010G234520
OG0018096	Om004G134920	As010G236140
OG0018097	Om004G135070	As010G236260
OG0018098	Om004G135150	As010G236310
OG0018099	Om004G136180	As010G237120
OG0018100	Om004G137320	As010G237670
OG0018101	Om004G137850	As010G238280
OG0018102	Om004G137720	As010G238410
OG0018103	Om004G138450	As010G238450
OG0018104	Om004G139010	As010G238810
OG0018105	Om004G139070	As010G238830
OG0018107	Om004G140090	As010G239440
OG0018109	Om008G318640	As010G240760
OG0018110	Om004G142410	As010G241180
OG0018111	Om004G132050	As010G242560
OG0018112	Om004G131930	As010G242690
OG0018113	Om004G131760	As010G242790
OG0018114	Om004G129670	As010G244420
OG0018115	Om002G056610	As011G244670
OG0018116	Om002G056850	As011G244790
OG0018117	Om002G057190	As011G245030
OG0018118	Om002G057340	As011G245110
OG0018119	Om002G057350	As011G245120
OG0018121	Om002G058140	As011G245710
OG0018122	Om002G060300	As011G247240
OG0018123	Om002G060640	As011G247500
OG0018125	Om002G065500	As011G250520
OG0018126	Om002G070420	As011G254150
OG0018127	Om002G070520	As011G254250
OG0018128	Om002G071510	As011G254920
OG0018129	Om002G073020	As011G255840
OG0018131	Om008G329310	As011G255970
OG0018132	Om002G075890	As011G258240
OG0018133	Om002G076820	As011G259010
OG0018134	Om002G079340	As011G259190
OG0018135	Om002G078860	As011G260510
OG0018136	Om002G077730	As011G261360
OG0018137	Om002G077720	As011G261390
OG0018138	Om001G006280	As011G261810
OG0018139	Om002G079550	As011G261980
OG0018141	Om002G081880	As011G262840
OG0018142	Om002G082100, Om003G111560, Om008G360710	As011G263060
OG0018144	Om002G084170	As011G264490
OG0018145	Om002G085870	As011G265210
OG0018146	Om002G086850	As011G266010
OG0018147	Om002G088460	As011G267300
OG0018149	Om003G092660	As012G269630
OG0018150	Om003G094010	As012G270410
OG0018151	Om003G094790	As012G270870
OG0018152	Om003G095210	As012G271030
OG0018154	Om003G098600	As012G273460
OG0018155	Om003G099510	As012G273710
OG0018156	Om003G089360	As012G273720
OG0018157	Om005G181480	As012G275200
OG0018158	Om006G255560	As012G276280
OG0018159	Om006G255120	As012G276620
OG0018160	Om006G254940	As012G276830
OG0018161	Om006G252580	As012G281120
OG0018162	Om006G250470	As012G282860
OG0018163	Om003G119190	As012G282880
OG0018164	Om003G119310	As012G282940
OG0018165	Om003G119460	As012G282980
OG0018166	Om003G120560	As012G283960
OG0018167	Om008G327710	As012G284180
OG0018168	Om003G122270	As012G284800
OG0018169	Om003G123160	As012G285210
OG0018170	Om003G125000	As012G286280
OG0018171	Om003G126690	As012G287480
OG0018172	Om003G128140	As012G288410
OG0018337	Om007G276110	As001G017620
OG0018338	Om001G032000	As001G018130
OG0018340	Om005G217560	As001G018730
OG0018342	Om005G219750	As001G020230
OG0018343	Om006G274980	As001G023050
OG0018344	Om006G273770	As001G024240
OG0018346	Om003G094300	As001G027920
OG0018347	Om005G213430	As001G028690
OG0018349	Om005G214780	As001G029330
OG0018351	Om005G225380	As001G031790
OG0018352	Om004G176490	As002G033900, As005G106840
OG0018354	Om003G089460	As002G036440
OG0018355	Om004G171400	As002G036970
OG0018357	Om003G101070	As002G041380
OG0018358	Om003G101100	As002G041600
OG0018359	Om003G111250	As002G042080
OG0018360	Om008G320820	As002G042330
OG0018361	Om003G111950	As002G042810
OG0018365	Om003G113890	As002G044390
OG0018367	Om006G250040	As002G048570
OG0018369	Om004G161620	As002G050420
OG0018370	Om004G167680	As002G054530
OG0018371	Om004G169000	As002G055380
OG0018372	Om001G001380	As003G056460
OG0018373	Om001G001920	As003G056630
OG0018374	Om001G003740	As003G057660
OG0018375	Om001G004990	As003G058100
OG0018376	Om001G006720	As003G058990
OG0018377	Om001G010770	As003G061650
OG0018378	Om001G012180	As003G062740
OG0018380	Om007G289560	As003G069890
OG0018381	Om001G036920	As003G073100
OG0018383	Om001G040940	As003G075850
OG0018384	Om001G008080	As004G076690
OG0018385	Om007G314630	As004G077700
OG0018386	Om007G315320	As004G078170
OG0018387	Om008G340560	As004G081270
OG0018389	Om008G342000	As004G082320
OG0018391	Om001G012290	As004G083510
OG0018392	Om008G350410	As004G084040
OG0018393	Om008G350870	As004G084200
OG0018394	Om008G354510	As004G085940
OG0018395	Om008G354560	As004G085970
OG0018396	Om008G356320, Om008G356350	As004G086820, As004G086860
OG0018397	Om008G357340	As004G087420
OG0018398	Om008G358240	As004G087930
OG0018399	Om008G362640	As004G090840
OG0018400	Om002G076090	As004G092660
OG0018404	Om003G102180	As004G096040
OG0018407	Om007G317240	As004G097480
OG0018408	Om007G317400	As004G097570
OG0018409	Om007G317500	As004G097630
OG0018410	Om007G318110	As004G097910
OG0018412	Om007G318490	As004G098360
OG0018413	Om008G318930	As005G098890, As005G098900
OG0018414	Om008G319040	As005G099070
OG0018415	Om008G320270	As005G100200
OG0018416	Om008G322950	As005G102340
OG0018417	Om008G323110	As005G102470
OG0018418	Om008G324710	As005G104540
OG0018419	Om008G327540	As005G105480
OG0018420	Om004G176600	As005G106760
OG0018421	Om004G175330	As005G107730
OG0018423	Om007G317720	As005G112770
OG0018424	Om006G244860	As005G114210
OG0018425	Om006G234090	As005G116490
OG0018428	Om004G157200	As006G121140
OG0018429	Om004G160140	As006G123460
OG0018430	Om007G277630	As006G124770
OG0018431	Om007G281310	As006G127920
OG0018432	Om007G282870	As006G129040
OG0018433	Om007G282960	As006G129110
OG0018434	Om007G284130	As006G130180
OG0018435	Om007G285330	As006G131060
OG0018437	Om002G042560	As006G133030
OG0018438	Om002G042180	As006G133390
OG0018441	Om004G177400	As006G133780
OG0018442	Om002G042900	As006G134730
OG0018443	Om002G043380	As006G135080
OG0018444	Om002G043640	As006G135330
OG0018446	Om002G044750	As006G136340
OG0018447	Om002G046180	As006G137580
OG0018448	Om007G293630	As006G138680
OG0018449	Om002G048630	As006G139710
OG0018450	Om004G145260	As007G160390
OG0018454	Om007G285730	As007G163580
OG0018455	Om007G286340	As007G164820
OG0018457	Om003G091170	As007G178880
OG0018460	Om004G156470	As007G181960
OG0018463	Om005G187160	As008G188790
OG0018464	Om005G187090	As008G188930
OG0018465	Om007G292990	As008G188940
OG0018466	Om005G185380	As008G192210
OG0018467	Om005G183160	As008G194450
OG0018468	Om005G181130	As008G196520
OG0018469	Om005G180440	As008G196760
OG0018470	Om005G177730	As008G199430
OG0018471	Om005G177700	As008G199470
OG0018472	Om007G302020	As009G199770
OG0018473	Om007G300670	As009G200620
OG0018474	Om007G300170	As009G201370
OG0018476	Om007G297550	As009G202940
OG0018477	Om007G295170	As009G204670
OG0018479	Om007G293800	As009G206110
OG0018480	Om007G303770	As009G207630
OG0018481	Om009G364240, Om007G307220	As009G209590
OG0018482	Om004G170460	As009G212400
OG0018483	Om006G240290	As009G215280
OG0018484	Om006G238950	As009G216310, As009G216060, As009G216070
OG0018485	Om006G236260	As009G218360
OG0018486	Om006G257830	As010G220560
OG0018488	Om006G260750	As010G222120
OG0018489	Om006G261990	As010G222640
OG0018490	Om006G262310	As010G222680
OG0018492	Om006G262710	As010G222810
OG0018493	Om006G263430	As010G223140
OG0018494	Om008G352140, Om008G352150	As010G223790
OG0018495	Om006G268030	As010G225150
OG0018497	Om005G185980	As010G226310
OG0018498	Om005G212320	As010G228360
OG0018499	Om005G210020	As010G231720
OG0018500	Om005G206980	As010G233810
OG0018501	Om004G135230	As010G236390
OG0018502	Om004G136320	As010G237180
OG0018503	Om004G140950	As010G240090
OG0018504	Om004G142140	As010G240980
OG0018505	Om004G142340	As010G241070
OG0018506	Om004G133050	As010G241890
OG0018510	Om002G058190	As011G245750
OG0018511	Om002G059380	As011G246490
OG0018512	Om002G074310	As011G256750
OG0018513	Om002G078980	As011G259580
OG0018514	Om002G079410	As011G260960
OG0018516	Om002G086150	As011G265600
OG0018518	Om002G088590	As011G267400
OG0018519	Om003G094730	As012G270800
OG0018520	Om003G096090	As012G271770
OG0018522	Om003G125780	As012G286830
OG0018525	Om003G129210	As012G289270
OG0018526	Om003G129320	As012G289420
OG0018673	Om001G029710	As001G006530
OG0018675	Om001G031320	As001G012080
OG0018676	Om007G291880	As001G015820
OG0018677	Om007G276560	As001G017190
OG0018678	Om007G275650	As001G018150
OG0018680	Om004G139260	As001G023010
OG0018681	Om006G272020	As001G025680
OG0018682	Om003G105720	As001G027690
OG0018684	Om005G225070	As001G031950
OG0018686	Om008G329180	As002G033710
OG0018689	Om003G108790	As002G041010
OG0018691	Om003G113250	As002G043970
OG0018692	Om003G113420	As002G044080
OG0018699	Om001G007230	As003G059440
OG0018700	Om001G009060	As003G060460
OG0018702	Om001G015310	As003G064540
OG0018703	Om001G016670	As003G065000
OG0018705	Om007G290750	As003G070750
OG0018714	Om003G128470	As012G288640
OG0018717	Om008G329100	As004G092740
OG0018724	Om008G320210	As005G100130
OG0018725	Om008G322740	As005G102140
OG0018726	Om008G323330	As005G102690
OG0018728	Om008G325830	As005G104330
OG0018729	Om004G177060	As005G106280
OG0018732	Om004G173050	As005G109460
OG0018733	Om006G230390	As005G119580
OG0018734	Om006G229620	As005G120270
