Orthogroup	Odontarrhena_muralis	Conringia_planisiliqua
OG0001293	Om003G123470	CP3_g13456_DN3_SP1_c.t1
OG0001293	Om003G123460	CP3_g13457_DN3_SP1_c.t1
OG0001294	Om004G153730	CP16_g54860_DN3_SP7_c.t1
OG0001296	Om004G154220	CP16_g54903_DN1_SP0_c.t1
OG0001296	Om006G229750	CP4_g25225_DN3_SP0_c.t1
OG0001297	Om008G354250	CP11_g31870_DN3_SP3_c.t1
OG0001298	Om002G070950	CP12_g30624_DN3_SP3_c.t1, CP6_g7440_DN2_SP1_c.t1
OG0001299	Om008G320350	CP4_g24043_DN3_SP8_c.t1
OG0001300	Om003G121550	CP3_g13530_DN3_SP8_c.t1
OG0001300	Om008G326760	CP4_g24488_DN3_SP2_c.t1
OG0001301	Om008G326930	CP3_g13561_DN3_SP8_c.t1, CP4_g24501_DN3_SP5_c.t1
OG0001302	Om006G231010	CP2_g47689_DN3_SP8_c.t1
OG0001302	Om006G259630	CP3_g14389_DN3_SP6_c.t1
OG0001303	Om004G157140	CP8_g54676_DN2_SP0_c.t1
OG0001303	Om005G177770	CP1_g36417_DN3_SP0_c.t1
OG0001304	Om005G185790	CP1_g37072_DN3_SP3_c.t1
OG0001304	Om007G283550	CP4_g25895_DN2_SP8_c.t1
OG0001305	Om002G047540	CP10_g42534_DN3_SP8_c.t1
OG0001305	Om007G293740	CP2_g48594_DN3_SP2_c.t1
OG0001306	Om007G294020	CP2_g48579_DN3_SP7_c.t1
OG0001306	Om002G047760	CP10_g42548_DN3_SP8_c.t1
OG0001307	Om002G050200	CP10_g42754_DN3_SP0_c.t1
OG0001308	Om006G255570	CP3_g14084_DN3_SP0_c.t1
OG0001308	Om008G337370	CP4_g25113_DN2_SP0_c.t1
OG0001309	Om008G334740	CP4_g24932_DN3_SP8_c.t1
OG0001309	Om006G253780	CP3_g13958_DN3_SP8_c.t1
OG0001310	Om005G197840	CP7_g46062_DN3_SP8_c.t1
OG0001310	Om004G132480	CP9_g29523_DN3_SP8_c.t1
OG0001311	Om007G293340	CP2_g48639_DN3_SP7_c.t1
OG0001312	Om002G049930	CP10_g42728_DN3_SP0_c.t1
OG0001312	Om007G306710, Om009G363690	CP2_g48761_DN3_SP1_c.t1
OG0001313	Om005G211210	CP9_g28403_DN3_SP2_c.t1
OG0001314	Om002G057470	CP10_g43295_DN3_SP8_c.t1
OG0001314	Om003G090100	CP7_g46416_DN3_SP8_c.t1
OG0001315	Om002G061400	CP12_g29921_DN3_SP8_c.t1
OG0001315	Om003G094330	CP1_g37868_DN3_SP8_c.t1
OG0001317	Om003G097220, Om002G067410	CP1_g38081_DN3_SP8_c.t1
OG0001318	Om003G100520, Om003G100530, Om003G100570, Om003G100550	CP6_g7269_DN1_SP0_c.t1, CP6_g7268_DN2_SP0_c.t1
OG0001321	Om008G361760, Om008G361770, Om008G361790, Om008G361780, Om008G361750	CP13_g19799_DN2_SP0_c.t1
OG0001323	Om006G233070	CP2_g47860_DN3_SP0_c.t1
OG0001328	Om001G027840	CP5_g854_DN2_SP0_c.t1
OG0001328	Om004G154830	CP16_g55127_DN2_SP0_c.t1
OG0001330	Om002G083840	CP10_g43819_DN3_SP8_c.t1
OG0001330	Om001G035780, Om001G034460	CP5_g477_DN3_SP8_c.t1
OG0001331	Om005G183170, Om011G365940, Om005G218380	CP2_g49524_DN3_SP0_c.t1
OG0001331	Om011G365640, Om020G374530	CP2_g49650_DN3_SP0_c.t1
OG0001332	Om011G364990, Om020G374420	CP2_g49520_DN3_SP8_c.t1
OG0001332	Om005G188110	CP1_g37262_DN3_SP8_c.t1
OG0001333	Om005G221890	CP2_g49202_DN3_SP5_c.t1
OG0001333	Om005G189740	CP1_g37393_DN3_SP8_c.t1
OG0001334	Om005G195510	CP1_g37800_DN3_SP0_c.t1
OG0001334	Om006G275200	CP13_g19654_DN3_SP8_c.t1
OG0001335	Om004G172750	CP11_g33436_DN3_SP3_c.t1
OG0001335	Om002G053520	CP10_g43018_DN3_SP6_c.t1
OG0001336	Om002G055270	CP10_g43132_DN2_SP0_c.t1
OG0001336	Om004G170320	CP11_g33232_DN3_SP0_c.t1
OG0001337	Om003G115730	CP8_g53381_DN3_SP3_c.t1
OG0001337	Om001G020770	CP5_g1250_DN3_SP6_c.t1
OG0001338	Om003G115720	CP5_g1251_DN3_SP0_c.t1
OG0001339	Om003G117680	CP8_g53551_DN3_SP0_c.t1
OG0001340	Om004G164210	CP11_g32811_DN3_SP7_c.t1, CP11_g32812_DN3_SP5_c.t1
OG0001341	Om006G239760	CP2_g48418_DN3_SP7_c.t1
OG0001341	Om004G164720	CP11_g32844_DN3_SP8_c.t1
OG0001342	Om004G166010, Om004G166040	CP11_g32923_DN3_SP0_c.t1, CP11_g32924_DN3_SP8_c.t1
OG0001342	Om006G232060	CP2_g47778_DN3_SP6_c.t1
OG0001343	Om004G167750	CP11_g33063_DN3_SP8_c.t1
OG0001343	Om006G237720	CP2_g48256_DN3_SP8_c.t1
OG0001344	Om008G361820	CP13_g19798_DN3_SP0_c.t1
OG0001345	Om001G002870	CP6_g6930_DN3_SP8_c.t1
OG0001345	Om008G358760	CP13_g19943_DN3_SP8_c.t1
OG0001346	Om001G006330	CP6_g6773_DN2_SP0_c.t1
OG0001346	Om001G006320	CP6_g6774_DN3_SP2_c.t1
OG0001347	Om002G042790	CP10_g42160_DN3_SP8_c.t1
OG0001348	Om002G084400	CP10_g43765_DN3_SP8_c.t1
OG0001349	Om002G084970	CP10_g43709_DN3_SP0_c.t1
OG0001350	Om004G154140	CP16_g54895_DN3_SP3_c.t1
OG0001350	Om001G039050	CP5_g216_DN3_SP8_c.t1
OG0001351	Om008G323820	CP13_g19844_DN3_SP0_c.t1
OG0001351	Om004G160700	CP14_g22658_DN3_SP0_c.t1
OG0001352	Om008G344590	CP42_g27288_DN3_SP0_c.t1, CP34_g51490_DN2_SP0_c.t1
OG0001354	Om003G128220	CP3_g13136_DN3_SP0_c.t1
OG0001354	Om008G319360	CP4_g23973_DN3_SP0_c.t1
OG0001355	Om003G126260	CP3_g13273_DN3_SP0_c.t1
OG0001355	Om008G321560	CP4_g24140_DN3_SP8_c.t1
OG0001356	Om003G122470	CP3_g13488_DN3_SP7_c.t1
OG0001357	Om003G121180	CP3_g13556_DN3_SP0_c.t1
OG0001358	Om008G327570	CP4_g24535_DN3_SP5_c.t1
OG0001358	Om003G120700	CP3_g13594_DN3_SP8_c.t1
OG0001359	Om006G267220	CP3_g14819_DN2_SP0_c.t1
OG0001359	Om006G245720	CP8_g54001_DN3_SP8_c.t1
OG0001360	Om005G182650	CP1_g36824_DN3_SP0_c.t1
OG0001360	Om007G279210	CP4_g25500_DN3_SP0_c.t1
OG0001361	Om005G181940	CP1_g36595_DN1_SP0_c.t1
OG0001363	Om001G019430	CP5_g1305_DN3_SP0_c.t1
OG0001364	Om007G300390	CP11_g32463_DN3_SP8_c.t1
OG0001364	Om002G042910	CP10_g42168_DN3_SP8_c.t1
OG0001365	Om002G043000	CP10_g42177_DN3_SP7_c.t1
OG0001365	Om007G300260	CP11_g32454_DN3_SP8_c.t1
OG0001366	Om007G299050	CP11_g32376_DN1_SP0_c.t1
OG0001366	Om002G043770	CP10_g42242_DN3_SP0_c.t1
OG0001367	Om002G049120	CP2_g48675_DN3_SP0_c.t1, CP10_g42654_DN3_SP7_c.t1
OG0001368	Om003G093080, Om002G088450, Om007G307280, Om008G339570	CP5_g3285_DN3_SP0_c.t1, CP37_g11363_DN3_SP0_c.t1
OG0001370	Om005G203190	CP7_g45668_DN3_SP8_c.t1
OG0001370	Om004G135860	CP9_g29303_DN3_SP8_c.t1
OG0001371	Om004G144890, Om004G144920	CP7_g45365_DN3_SP0_c.t1, CP7_g45366_DN3_SP0_c.t1
OG0001372	Om002G044560	CP10_g42305_DN3_SP5_c.t1
OG0001372	Om007G297490	CP11_g32264_DN3_SP8_c.t1
OG0001373	Om003G099110	CP1_g38235_DN3_SP0_c.t1
OG0001374	Om004G137820	CP9_g29163_DN2_SP2_c.t1
OG0001374	Om005G201480	CP7_g45805_DN2_SP0_c.t1
OG0001375	Om005G197110	CP7_g46117_DN3_SP3_c.t1
OG0001375	Om004G131490	CP9_g29596_DN3_SP8_c.t1
OG0001376	Om002G058580	CP10_g43365_DN3_SP0_c.t1
OG0001376	Om003G091280	CP7_g46340_DN3_SP0_c.t1
OG0001377	Om006G273910, Om006G273900	CP12_g30015_DN2_SP0_c.t1
OG0001378	Om003G099550	CP1_g38286_DN3_SP3_c.t1
OG0001378	Om002G064510	CP12_g30113_DN3_SP7_c.t1
OG0001379	Om002G067520	CP12_g30345_DN3_SP0_c.t1
OG0001379	Om003G097120	CP1_g38074_DN3_SP1_c.t1
OG0001380	Om003G096990	CP1_g38067_DN3_SP8_c.t1
OG0001380	Om002G067680	CP12_g30350_DN3_SP6_c.t1
OG0001382	Om004G154100	CP16_g54894_DN3_SP6_c.t1
OG0001384	Om005G226620	CP16_g54975_DN3_SP0_c.t1, CP2_g49483_DN3_SP0_c.t1
OG0001392	Om001G033620	CP5_g510_DN3_SP8_c.t1
OG0001392	Om002G082830	CP10_g43895_DN3_SP8_c.t1
OG0001393	Om002G083710	CP10_g43837_DN3_SP2_c.t1
OG0001393	Om001G034290	CP5_g482_DN3_SP3_c.t1
OG0001394	Om001G002780	CP9_g28124_DN3_SP0_c.t1
OG0001394	Om007G277290	CP7_g44704_DN3_SP0_c.t1, CP7_g44699_DN3_SP0_c.t1, CP7_g44708_DN3_SP0_c.t1
OG0001395	Om001G017560	CP19_g17981_DN3_SP8_c.t1
OG0001395	Om003G118160	CP8_g53582_DN3_SP7_c.t1
OG0001397	Om005G188800	CP1_g37313_DN3_SP8_c.t1
OG0001397	Om005G219700	CP2_g49385_DN3_SP8_c.t1
OG0001398	Om006G275330	CP13_g19668_DN3_SP8_c.t1
OG0001398	Om005G195600	CP1_g37804_DN3_SP8_c.t1
OG0001399	Om006G274430	CP13_g19551_DN3_SP0_c.t1
OG0001399	Om005G194500	CP1_g37743_DN3_SP0_c.t1
OG0001400	Om005G192980	CP1_g37627_DN2_SP0_c.t1
OG0001401	Om007G316150	CP5_g1480_DN3_SP8_c.t1
OG0001401	Om007G300200	CP11_g32449_DN3_SP8_c.t1
OG0001402	Om007G315710	CP5_g1506_DN2_SP0_c.t1
OG0001403	Om005G225360	CP2_g48991_DN3_SP6_c.t1
OG0001403	Om005G191810	CP1_g37541_DN3_SP8_c.t1
OG0001404	Om005G224870	CP2_g49028_DN1_SP0_c.t1
OG0001404	Om005G191440	CP1_g37517_DN1_SP0_c.t1
OG0001405	Om004G172430	CP11_g33409_DN3_SP8_c.t1
OG0001406	Om001G039040	CP5_g217_DN3_SP8_c.t1
OG0001406	Om005G206430	CP9_g28761_DN3_SP8_c.t1
OG0001407	Om003G114110	CP8_g53238_DN3_SP8_c.t1
OG0001407	Om001G021830	CP5_g1203_DN3_SP8_c.t1
OG0001408	Om004G165530, Om004G165500	CP11_g32889_DN3_SP1_c.t1
OG0001409	Om006G233910	CP2_g47939_DN3_SP8_c.t1
OG0001409	Om004G167300	CP11_g33026_DN3_SP8_c.t1
OG0001410	Om008G361440	CP13_g19828_DN3_SP5_c.t1
OG0001410	Om001G001020	CP19_g17965_DN3_SP0_c.t1
OG0001412	Om001G004560	CP6_g6852_DN3_SP8_c.t1
OG0001412	Om008G357580, Om002G088670	CP13_g20044_DN3_SP8_c.t1
OG0001413	Om001G008190	CP19_g18490_DN3_SP3_c.t1
OG0001413	Om001G008170	CP19_g18489_DN3_SP3_c.t1
OG0001414	Om001G012140, Om001G012130	CP7_g44562_DN3_SP0_c.t1
OG0001415	Om008G340660	CP4_g25352_DN3_SP0_c.t1
OG0001415	Om007G288810	CP7_g45048_DN3_SP0_c.t1
OG0001416	Om007G289920	CP7_g44957_DN3_SP0_c.t1
OG0001417	Om001G036800	CP5_g331_DN3_SP0_c.t1
OG0001417	Om004G155350, Om004G152970	CP16_g55029_DN3_SP4_c.t1
OG0001418	Om001G040730	CP5_g102_DN3_SP0_c.t1
OG0001418	Om004G155940	CP16_g54786_DN3_SP0_c.t1
OG0001420	Om008G354210	CP11_g31867_DN3_SP8_c.t1
OG0001420	Om001G008240	CP19_g18481_DN3_SP7_c.t1
OG0001421	Om002G071350	CP12_g30652_DN3_SP8_c.t1
OG0001422	Om002G047000	CP10_g42491_DN3_SP8_c.t1
OG0001422	Om007G293430	CP2_g48627_DN3_SP8_c.t1
OG0001423	Om008G322990	CP4_g24250_DN3_SP8_c.t1
OG0001423	Om003G124870	CP3_g13363_DN3_SP8_c.t1
OG0001424	Om004G173780	CP11_g33512_DN3_SP1_c.t1
OG0001425	Om006G268320	CP3_g16613_DN3_SP5_c.t1
OG0001425	Om006G242430	CP8_g54257_DN3_SP0_c.t1, CP268_g6518_DN3_SP0_c.t1
OG0001427	Om004G158300	CP8_g54578_DN3_SP3_c.t1
OG0001427	Om005G178500	CP1_g36478_DN2_SP7_c.t1
OG0001428	Om005G179670	CP1_g36781_DN3_SP4_c.t1
OG0001428	Om004G159920	CP11_g32062_DN3_SP3_c.t1
OG0001429	Om004G159960	CP11_g32055_DN3_SP7_c.t1
OG0001429	Om003G128350	CP3_g13130_DN3_SP0_c.t1
OG0001430	Om005G181350	CP1_g36648_DN3_SP0_c.t1, CP1_g36649_DN3_SP1_c.t1
OG0001431	Om007G279030	CP4_g25486_DN3_SP8_c.t1
OG0001432	Om005G183280	CP1_g36880_DN3_SP1_c.t1
OG0001432	Om007G280280	CP4_g25589_DN2_SP1_c.t1
OG0001433	Om005G184040	CP1_g36940_DN3_SP2_c.t1
OG0001433	Om007G281110	CP4_g25668_DN3_SP0_c.t1, CP4_g25667_DN3_SP0_c.t1
OG0001435	Om005G185610	CP1_g37054_DN3_SP4_c.t1
OG0001435	Om007G283330	CP4_g25874_DN3_SP8_c.t1
OG0001436	Om007G296660	CP11_g32201_DN3_SP5_c.t1
OG0001436	Om002G045150	CP10_g42355_DN3_SP7_c.t1
OG0001437	Om007G296370	CP11_g32181_DN3_SP8_c.t1
OG0001437	Om002G045350	CP10_g42371_DN3_SP8_c.t1
OG0001438	Om007G293250	CP2_g48644_DN3_SP0_c.t1
OG0001438	Om002G046680	CP10_g42473_DN3_SP0_c.t1
OG0001439	Om004G140270	CP9_g29032_DN3_SP7_c.t1
OG0001439	Om005G200110	CP7_g45910_DN3_SP8_c.t1
OG0001440	Om005G204130	CP7_g45606_DN3_SP8_c.t1
OG0001440	Om004G134810	CP9_g29387_DN3_SP8_c.t1
OG0001441	Om004G142990	CP9_g28847_DN3_SP5_c.t1
OG0001441	Om005G205040	CP7_g45531_DN3_SP2_c.t1
OG0001442	Om005G207110	CP9_g28703_DN3_SP2_c.t1
OG0001442	Om004G143360	CP7_g45469_DN3_SP0_c.t1
OG0001443	Om005G208910	CP9_g28583_DN3_SP0_c.t1
OG0001446	Om004G168070	CP11_g33093_DN3_SP5_c.t1
OG0001448	Om003G090990	CP7_g46356_DN3_SP3_c.t1
OG0001448	Om002G058270	CP10_g43346_DN3_SP6_c.t1
OG0001449	Om002G059130	CP10_g43404_DN2_SP0_c.t1
OG0001450	Om002G059150	CP10_g43405_DN3_SP8_c.t1
OG0001451	Om003G093630	CP7_g46224_DN2_SP0_c.t1
OG0001451	Om002G060620	CP10_g43505_DN1_SP0_c.t1
OG0001452	Om003G093850	CP1_g37838_DN3_SP3_c.t1
OG0001452	Om002G060900	CP12_g29888_DN3_SP8_c.t1
OG0001453	Om003G094190	CP1_g37858_DN3_SP7_c.t1
OG0001453	Om002G061280	CP12_g29906_DN3_SP8_c.t1
OG0001454	Om002G061580	CP12_g29935_DN3_SP2_c.t1
OG0001454	Om003G094410	CP1_g37873_DN3_SP2_c.t1
OG0001455	Om002G063020	CP12_g30016_DN3_SP5_c.t1
OG0001455	Om003G100700	CP6_g7279_DN3_SP7_c.t1
OG0001456	Om002G067510	CP8_g53680_DN3_SP0_c.t1
OG0001456	Om003G097130	CP12_g30344_DN3_SP6_c.t1
OG0001457	Om002G068010	CP12_g30383_DN2_SP0_c.t1
OG0001457	Om003G096780	CP1_g38053_DN3_SP0_c.t1
OG0001460	Om007G282180	CP8_g53198_DN3_SP0_c.t1, CP9_g29357_DN3_SP0_c.t1
OG0001461	Om007G278700	CP12_g30528_DN1_SP0_c.t1
OG0001464	Om001G025060	CP5_g1023_DN1_SP8_c.t1
OG0001464	Om002G086890	CP10_g43589_DN3_SP8_c.t1
OG0001465	Om001G025360	CP5_g1005_DN3_SP8_c.t1
OG0001466	Om001G027980	CP5_g845_DN3_SP5_c.t1
OG0001469	Om007G292300	CP7_g44750_DN3_SP3_c.t1
OG0001471	Om005G189730	CP1_g37392_DN3_SP6_c.t1
OG0001472	Om005G195390	CP1_g37795_DN3_SP6_c.t1
OG0001473	Om006G274420	CP13_g19550_DN3_SP8_c.t1
OG0001473	Om005G194490	CP1_g37742_DN3_SP7_c.t1
OG0001475	Om005G191310	CP1_g37509_DN3_SP8_c.t1
OG0001475	Om005G224670	CP2_g49041_DN3_SP8_c.t1
OG0001477	Om004G169220	CP2_g49196_DN3_SP0_c.t1, CP2_g49197_DN3_SP0_c.t1, CP2_g49195_DN3_SP0_c.t1, CP11_g33177_DN3_SP4_c.t1
OG0001478	Om004G174870	CP11_g33587_DN3_SP6_c.t1
OG0001479	Om003G124840	CP3_g13365_DN3_SP8_c.t1
OG0001480	Om007G285890	CP19_g18147_DN3_SP6_c.t1
OG0001482	Om004G164380	CP11_g32823_DN3_SP8_c.t1
OG0001482	Om006G239940	CP2_g48430_DN3_SP8_c.t1
OG0001483	Om006G239530	CP2_g48405_DN3_SP0_c.t1
OG0001483	Om004G165050	CP11_g32861_DN3_SP0_c.t1
OG0001484	Om004G165080	CP11_g32864_DN3_SP0_c.t1
OG0001484	Om006G239500	CP2_g48403_DN3_SP0_c.t1
OG0001485	Om004G167070	CP11_g33005_DN3_SP8_c.t1
OG0001485	Om006G233730	CP2_g47924_DN3_SP8_c.t1
OG0001486	Om004G167310	CP11_g33030_DN3_SP7_c.t1
OG0001486	Om006G233960	CP2_g47941_DN3_SP0_c.t1
OG0001487	Om006G237600	CP2_g48245_DN3_SP0_c.t1
OG0001487	Om004G167840	CP11_g33071_DN3_SP4_c.t1
OG0001489	Om008G353670	CP16_g55502_DN3_SP0_c.t1
OG0001489	Om001G008780	CP19_g18454_DN3_SP6_c.t1
OG0001491	Om007G296320, Om007G292820, Om007G290420, Om001G003260	CP7_g44901_DN2_SP0_c.t1
OG0001492	Om001G040700	CP5_g105_DN3_SP8_c.t1
OG0001493	Om007G287820	CP1_g38498_DN3_SP2_c.t1
OG0001493	Om008G341470	CP13_g20417_DN3_SP4_c.t1
OG0001495	Om008G362610	CP13_g19743_DN3_SP1_c.t1
OG0001495	Om008G362600	CP13_g19745_DN3_SP0_c.t1
OG0001496	Om002G073340	CP12_g30776_DN2_SP0_c.t1
OG0001496	Om003G103910	CP6_g7713_DN3_SP0_c.t1
OG0001498	Om005G181210	CP1_g36661_DN3_SP8_c.t1
OG0001499	Om003G128560	CP3_g13118_DN3_SP8_c.t1
OG0001500	Om008G319880	CP4_g24006_DN3_SP8_c.t1
OG0001500	Om003G127900	CP3_g13161_DN3_SP8_c.t1
OG0001501	Om008G320300, Om003G094850	CP4_g24039_DN2_SP0_c.t1
OG0001502	Om008G323120	CP4_g24261_DN3_SP8_c.t1
OG0001502	Om003G124860	CP3_g13364_DN3_SP8_c.t1
OG0001503	Om003G124290	CP3_g13399_DN3_SP8_c.t1
OG0001503	Om008G323980	CP4_g24318_DN3_SP8_c.t1
OG0001504	Om003G123850	CP3_g13429_DN3_SP0_c.t1
OG0001504	Om008G325120	CP4_g24379_DN3_SP0_c.t1
OG0001505	Om003G123720	CP3_g13443_DN3_SP0_c.t1
OG0001505	Om008G325410	CP4_g24400_DN3_SP0_c.t1
OG0001506	Om002G051310	CP10_g42852_DN2_SP8_c.t1
OG0001506	Om004G176920	CP11_g33730_DN3_SP6_c.t1
OG0001507	Om006G246570	CP8_g53932_DN3_SP5_c.t1
OG0001509	Om006G259970	CP3_g14404_DN3_SP8_c.t1
OG0001509	Om006G231280	CP2_g47712_DN3_SP8_c.t1
OG0001510	Om007G280310	CP4_g25593_DN3_SP3_c.t1
OG0001510	Om005G183290	CP1_g36881_DN3_SP6_c.t1
OG0001512	Om005G186140	CP1_g37101_DN3_SP7_c.t1
OG0001512	Om007G284260	CP4_g25978_DN3_SP7_c.t1
OG0001514	Om002G045810	CP10_g42407_DN3_SP8_c.t1
OG0001514	Om007G295970	CP8_g54506_DN3_SP6_c.t1
OG0001515	Om002G048100	CP10_g42571_DN3_SP0_c.t1, CP8_g52647_DN1_SP0_c.t1
OG0001516	Om002G049260	CP10_g42665_DN3_SP5_c.t1
OG0001517	Om006G251060	CP3_g13539_DN2_SP0_c.t1
OG0001518	Om008G330630	CP4_g24713_DN2_SP8_c.t1
OG0001518	Om006G251210	CP3_g13761_DN3_SP8_c.t1
OG0001519	Om004G140300	CP9_g29029_DN3_SP8_c.t1
OG0001519	Om005G200090	CP7_g45911_DN3_SP7_c.t1, CP1_g39322_DN3_SP0_c.t1
OG0001520	Om005G200890	CP7_g45851_DN2_SP0_c.t1
OG0001521	Om004G135310	CP9_g29341_DN3_SP3_c.t1
OG0001522	Om005G205690	CP7_g45477_DN3_SP8_c.t1
OG0001522	Om005G206910	CP9_g28722_DN3_SP8_c.t1
OG0001523	Om005G207890	CP9_g28644_DN3_SP6_c.t1
OG0001524	Om008G358820	CP7_g45135_DN3_SP6_c.t1
OG0001524	Om006G236220	CP2_g48118_DN3_SP8_c.t1
OG0001526	Om005G177980	CP1_g36434_DN3_SP4_c.t1
OG0001526	Om006G261330, Om003G126190	CP3_g13279_DN3_SP0_c.t1
OG0001527	Om007G301640	CP11_g32548_DN3_SP7_c.t1
OG0001527	Om004G130600	CP9_g29656_DN3_SP8_c.t1
OG0001528	Om007G300570	CP11_g32478_DN3_SP0_c.t1
OG0001529	Om005G191160	CP8_g54423_DN3_SP0_c.t1
OG0001531	Om004G170570	CP161_g50911_DN3_SP0_c.t1, CP572_g4811_DN3_SP0_c.t1, CP11_g33209_DN3_SP7_c.t1, CP161_g50917_DN3_SP0_c.t1
OG0001532	Om006G247290, Om006G247280	CP4_g26480_DN3_SP0_c.t1
OG0001532	Om006G247300	CP8_g53882_DN3_SP0_c.t1
OG0001533	Om006G258630, Om006G258620	CP3_g14332_DN3_SP0_c.t1, CP3_g14331_DN2_SP0_c.t1, CP3_g14330_DN3_SP0_c.t1, CP3_g14329_DN3_SP0_c.t1, CP3_g14328_DN3_SP0_c.t1
OG0001534	Om004G132350, Om004G132360	CP10_g43695_DN3_SP0_c.t1
OG0001535	Om003G090220	CP7_g46405_DN3_SP8_c.t1
OG0001535	Om002G057550	CP10_g43302_DN3_SP8_c.t1
OG0001536	Om002G058050	CP10_g43330_DN3_SP8_c.t1
OG0001536	Om003G090860	CP7_g46369_DN3_SP6_c.t1
OG0001537	Om003G094070	CP1_g37854_DN3_SP7_c.t1
OG0001537	Om002G061210	CP12_g29901_DN3_SP5_c.t1
OG0001538	Om002G062610	CP12_g30001_DN3_SP0_c.t1
OG0001538	Om003G095130	CP1_g37925_DN3_SP8_c.t1
OG0001540	Om008G340100	CP4_g25292_DN3_SP0_c.t1, CP4_g25293_DN3_SP0_c.t1
OG0001541	Om001G025840, Om003G128290	CP3_g13134_DN3_SP1_c.t1
OG0001543	Om001G037730, Om001G037830, Om001G037560, Om001G037820, Om001G037780, Om001G037750, Om004G137460	CP16_g54814_DN3_SP0_c.t1
OG0001544	Om003G101460	CP6_g7347_DN3_SP0_c.t1
OG0001544	Om003G101450, Om006G250200, Om006G250210, Om003G101440, Om005G215050	CP6_g7346_DN3_SP0_c.t1
OG0001545	Om008G358070	CP13_g19996_DN3_SP0_c.t1
OG0001549	Om002G088380	CP12_g29839_DN3_SP8_c.t1
OG0001549	Om001G022730	CP5_g1151_DN3_SP7_c.t1
OG0001551	Om001G027710	CP5_g865_DN3_SP3_c.t1
OG0001551	Om004G153310, Om018G373980	CP16_g55117_DN3_SP1_c.t1
OG0001552	Om001G028840	CP5_g795_DN3_SP6_c.t1
OG0001553	Om005G189290	CP1_g37361_DN3_SP8_c.t1
OG0001554	Om005G190820	CP1_g37464_DN3_SP3_c.t1
OG0001554	Om005G223930	CP2_g49086_DN3_SP8_c.t1
OG0001555	Om005G192930	CP1_g37624_DN3_SP8_c.t1
OG0001555	Om006G273340	CP13_g19447_DN3_SP8_c.t1
OG0001556	Om008G336560	CP4_g25061_DN3_SP8_c.t1
OG0001556	Om006G272340	CP13_g19360_DN3_SP8_c.t1
OG0001558	Om004G172910	CP11_g33450_DN3_SP3_c.t1
OG0001558	Om002G053430	CP10_g43011_DN3_SP0_c.t1
OG0001559	Om003G107570	CP27_g41700_DN3_SP8_c.t1
OG0001560	Om005G199190, Om005G199900	CP8_g52222_DN3_SP1_c.t1
OG0001561	Om003G113700	CP19_g18080_DN3_SP0_c.t1, CP19_g18078_DN3_SP0_c.t1
OG0001562	Om003G118300	CP8_g53590_DN3_SP0_c.t1
OG0001562	Om004G172250, Om003G118290	CP11_g33398_DN3_SP0_c.t1
OG0001563	Om006G241030	CP8_g54392_DN3_SP8_c.t1
OG0001563	Om004G162330	CP11_g32698_DN3_SP8_c.t1
OG0001564	Om008G335730	CP4_g24996_DN3_SP0_c.t1
OG0001565	Om004G168220	CP11_g33105_DN3_SP0_c.t1
OG0001565	Om006G236930	CP2_g48182_DN3_SP6_c.t1
OG0001566	Om008G358250	CP13_g19979_DN3_SP5_c.t1
OG0001566	Om001G003510	CP6_g6899_DN3_SP8_c.t1
OG0001567	Om001G013140	CP7_g44481_DN3_SP0_c.t1
OG0001567	Om001G013120	CP7_g44482_DN3_SP0_c.t1
OG0001568	Om007G289080, Om007G289090	CP7_g45023_DN3_SP1_c.t1, CP7_g45024_DN3_SP0_c.t1, CP7_g45022_DN3_SP1_c.t1, CP7_g45021_DN3_SP1_c.t1
OG0001569	Om008G340300	CP4_g25314_DN3_SP8_c.t1
OG0001569	Om007G289800	CP7_g44964_DN3_SP8_c.t1
OG0001570	Om003G123760	CP3_g13439_DN3_SP8_c.t1
OG0001570	Om007G291650	CP7_g44804_DN3_SP8_c.t1
OG0001571	Om002G084010	CP10_g43802_DN3_SP6_c.t1
OG0001572	Om001G039360	CP5_g196_DN3_SP7_c.t1
OG0001573	Om001G039820	CP5_g160_DN3_SP8_c.t1
OG0001574	Om001G040780	CP5_g97_DN3_SP5_c.t1
OG0001574	Om004G156020	CP16_g54779_DN3_SP8_c.t1
OG0001575	Om004G156180	CP16_g54759_DN3_SP6_c.t1
OG0001575	Om001G041040	CP5_g80_DN3_SP8_c.t1
OG0001576	Om008G352860	CP5_g1579_DN2_SP0_c.t1, CP5_g1584_DN2_SP0_c.t1
OG0001577	Om007G315560	CP5_g1531_DN3_SP0_c.t1
OG0001579	Om001G000100	CP13_g19738_DN3_SP8_c.t1, CP6_g7107_DN3_SP7_c.t1
OG0001581	Om003G128570	CP3_g13117_DN3_SP8_c.t1
OG0001581	Om008G319170	CP4_g23958_DN3_SP4_c.t1
OG0001582	Om003G124270	CP3_g13401_DN1_SP0_c.t1
OG0001582	Om008G324000	CP4_g24320_DN1_SP0_c.t1
OG0001583	Om008G326860	CP4_g24495_DN3_SP2_c.t1
OG0001583	Om003G121060	CP3_g13568_DN3_SP3_c.t1
OG0001585	Om003G120340	CP3_g13625_DN3_SP8_c.t1
OG0001585	Om008G327920	CP4_g24571_DN3_SP8_c.t1
OG0001586	Om006G240880, Om006G240890, Om006G240900	CP8_g54381_DN3_SP1_c.t1
