Orthogroup	Conringia_planisiliqua	Erysimum_linariifolium
OG0018021	CP16_g55100_DN3_SP2_c.t1	El006G317070
OG0018022	CP16_g55070_DN1_SP0_c.t1	El006G317550
OG0018023	CP16_g55043_DN3_SP8_c.t1	El006G317830
OG0018025	CP16_g55006_DN3_SP1_c.t1	El006G318390
OG0018026	CP16_g54983_DN3_SP0_c.t1	El006G318670
OG0018027	CP16_g54900_DN3_SP0_c.t1	El006G319520
OG0018028	CP16_g54867_DN3_SP8_c.t1	El006G319940
OG0018031	CP16_g55383_DN2_SP0_c.t1	El002G094520
OG0018033	CP1_g37245_DN3_SP8_c.t1	El002G092440
OG0018036	CP1_g37019_DN3_SP2_c.t1	El002G089850
OG0018038	CP1_g36895_DN2_SP0_c.t1	El002G088430
OG0018039	CP1_g36851_DN3_SP2_c.t1	El002G087820
OG0018040	CP1_g36837_DN3_SP3_c.t1	El002G087670
OG0018043	CP1_g36665_DN3_SP2_c.t1	El002G085990
OG0018047	CP1_g36495_DN3_SP8_c.t1	El002G083650
OG0018048	CP1_g36473_DN2_SP0_c.t1	El002G083380
OG0018049	CP1_g36422_DN3_SP8_c.t1	El002G082710
OG0018050	CP1_g36421_DN3_SP8_c.t1	El002G082700
OG0018051	CP1_g36416_DN3_SP8_c.t1	El002G082640
OG0018052	CP11_g32535_DN2_SP0_c.t1	El001G067180
OG0018053	CP11_g32551_DN3_SP5_c.t1	El001G067400
OG0018055	CP11_g32471_DN3_SP2_c.t1	El001G066510
OG0018058	CP11_g32161_DN3_SP8_c.t1	El001G062560
OG0018059	CP8_g54505_DN3_SP2_c.t1	El001G062370
OG0018062	CP10_g42486_DN1_SP0_c.t1	El005G239810, El008G369150
OG0018063	CP2_g48648_DN3_SP0_c.t1	El001G048220
OG0018064	CP2_g48657_DN3_SP3_c.t1	El001G047790
OG0018065	CP2_g48730_DN1_SP0_c.t1	El007G346570
OG0018066	CP11_g32604_DN3_SP1_c.t1	El001G068000
OG0018067	CP2_g48817_DN3_SP6_c.t1	El007G350640
OG0018070	CP11_g33386_DN3_SP0_c.t1	El001G077190
OG0018072	CP2_g48357_DN3_SP4_c.t1	El001G055520
OG0018073	CP2_g48352_DN3_SP0_c.t1	El001G055590
OG0018075	CP2_g48164_DN3_SP0_c.t1	El007G329430
OG0018077	CP2_g48150_DN3_SP7_c.t1	El007G329260
OG0018080	CP3_g14401_DN3_SP0_c.t1	El001G019660
OG0018081	CP3_g14472_DN3_SP0_c.t1	El001G018770
OG0018082	CP3_g14483_DN3_SP3_c.t1	El001G018590
OG0018083	CP3_g14716_DN3_SP0_c.t1	El001G016190
OG0018084	CP3_g15619_DN2_SP3_c.t1	El001G012110
OG0018085	CP3_g15840_DN3_SP8_c.t1	El001G011800
OG0018086	CP3_g14544_DN3_SP5_c.t1	El002G108330
OG0018087	CP8_g53591_DN3_SP0_c.t1	El001G011660, El005G258490
OG0018089	CP9_g28353_DN3_SP0_c.t1	El004G218280
OG0018090	CP9_g28467_DN3_SP0_c.t1	El004G219650
OG0018091	CP9_g28479_DN3_SP4_c.t1	El004G219840
OG0018092	CP9_g28496_DN2_SP1_c.t1	El004G220150
OG0018093	CP9_g28519_DN2_SP1_c.t1	El004G220320
OG0018094	CP9_g28748_DN3_SP8_c.t1	El004G223130
OG0018095	CP9_g28788_DN2_SP0_c.t1	El004G223530
OG0018096	CP9_g29375_DN3_SP0_c.t1	El004G230380
OG0018099	CP9_g29280_DN3_SP0_c.t1	El004G229260
OG0018101	CP9_g29165_DN3_SP2_c.t1	El004G228590, El004G227810
OG0018103	CP9_g29149_DN2_SP0_c.t1	El004G227670
OG0018104	CP9_g29109_DN3_SP0_c.t1	El004G227270
OG0018106	CP9_g29098_DN3_SP0_c.t1	El004G227140
OG0018107	CP9_g29048_DN2_SP0_c.t1	El004G226600
OG0018108	CP9_g28935_DN3_SP5_c.t1	El004G225150
OG0018109	CP4_g23916_DN3_SP8_c.t1	El006G279690
OG0018110	CP9_g28900_DN3_SP2_c.t1	El004G224710
OG0018111	CP9_g29558_DN2_SP1_c.t1	El004G232660
OG0018112	CP9_g29570_DN3_SP0_c.t1	El004G232790
OG0018113	CP9_g29579_DN3_SP8_c.t1	El004G232920
OG0018114	CP9_g29733_DN3_SP0_c.t1	El004G234670
OG0018116	CP10_g43252_DN1_SP0_c.t1	El005G248770
OG0018117	CP10_g43276_DN3_SP8_c.t1	El005G249110
OG0018118	CP10_g43284_DN3_SP0_c.t1	El005G249190
OG0018119	CP10_g43285_DN2_SP0_c.t1	El005G249200
OG0018120	CP3_g15082_DN3_SP6_c.t1	El001G013190
OG0018121	CP10_g43338_DN1_SP0_c.t1	El005G249760
OG0018122	CP10_g43480_DN3_SP0_c.t1	El005G251550
OG0018123	CP10_g43507_DN3_SP0_c.t1	El005G251880
OG0018124	CP12_g30139_DN2_SP0_c.t1	El005G255080
OG0018127	CP12_g30594_DN3_SP1_c.t1	El005G261080
OG0018128	CP12_g30658_DN3_SP0_c.t1	El005G262790
OG0018129	CP12_g30769_DN2_SP0_c.t1	El005G265940
OG0018131	CP5_g2315_DN3_SP4_c.t1	El003G182740
OG0018132	CP12_g31048_DN3_SP0_c.t1	El005G269330
OG0018134	CP15_g35546_DN3_SP8_c.t1	El005G271730
OG0018135	CP15_g35830_DN3_SP7_c.t1	El005G271530
OG0018136	CP14_g22983_DN3_SP8_c.t1	El005G270870
OG0018137	CP17_g5927_DN3_SP7_c.t1	El005G270850, El005G270830
OG0018138	CP15_g35772_DN3_SP0_c.t1	El005G271600
OG0018139	CP15_g35174_DN3_SP7_c.t1	El005G271920
OG0018140	CP17_g5085_DN3_SP8_c.t1	El005G272580
OG0018143	CP10_g43917_DN3_SP4_c.t1	El005G273800
OG0018145	CP10_g43661_DN3_SP0_c.t1	El005G276920
OG0018146	CP10_g43593_DN2_SP0_c.t1	El005G277750
OG0018147	CP12_g29833_DN3_SP1_c.t1	El005G279160
OG0018148	CP12_g29826_DN2_SP2_c.t1	El005G279230
OG0018149	CP7_g46278_DN3_SP0_c.t1	El002G139070
OG0018150	CP1_g37848_DN3_SP6_c.t1	El002G137710
OG0018151	CP1_g37901_DN3_SP2_c.t1	El002G136880
OG0018153	CP1_g38215_DN3_SP0_c.t1	El002G132850
OG0018154	CP1_g38195_DN3_SP1_c.t1	El002G133120
OG0018155	CP1_g38279_DN3_SP3_c.t1	El002G132100
OG0018156	CP7_g46480_DN2_SP0_c.t1	El002G141560
OG0018157	CP1_g36612_DN3_SP0_c.t1	El002G086680
OG0018158	CP3_g14083_DN3_SP1_c.t1	El001G023300
OG0018159	CP3_g14048_DN3_SP4_c.t1	El001G023700
OG0018160	CP3_g14036_DN3_SP0_c.t1	El001G023850
OG0018161	CP3_g13853_DN3_SP8_c.t1	El001G025840
OG0018166	CP3_g13602_DN3_SP0_c.t1	El001G028880
OG0018168	CP3_g13504_DN3_SP7_c.t1	El001G030150
OG0018170	CP3_g13352_DN3_SP8_c.t1	El001G032080
OG0018173	CP7_g46327_DN2_SP0_c.t1	El002G139720
OG0018174	CP12_g30741_DN3_SP0_c.t1, CP2_g47849_DN2_SP0_c.t1	El005G265430
OG0018175	CP6_g9074_DN3_SP0_c.t1	El003G182110
OG0018177	CP3_g14243_DN3_SP0_c.t1	El001G021470
OG0018180	CP3_g13995_DN3_SP1_c.t1	El001G024210
OG0018181	CP3_g13764_DN3_SP0_c.t1	El001G027080
OG0018183	CP3_g13583_DN3_SP8_c.t1	El001G029130
OG0018184	CP3_g13304_DN1_SP0_c.t1	El001G032870
OG0018185	CP3_g13187_DN3_SP7_c.t1	El001G034310
OG0018186	CP3_g13105_DN3_SP2_c.t1	El001G035260
OG0018187	CP8_g53540_DN3_SP0_c.t1	El004G200580
OG0018188	CP2_g47554_DN3_SP4_c.t1	El001G023810
OG0018190	CP13_g19842_DN3_SP0_c.t1	El007G365450
OG0018191	CP12_g29850_DN3_SP0_c.t1	El002G113040
OG0018192	CP13_g20547_DN3_SP0_c.t1	El007G357930
OG0018193	CP13_g20433_DN3_SP0_c.t1	El007G358130
OG0018194	CP4_g25198_DN3_SP0_c.t1	El006G295640
OG0018195	CP4_g24878_DN2_SP2_c.t1	El006G291750
OG0018198	CP4_g24542_DN3_SP8_c.t1	El006G287420
OG0018199	CP4_g24032_DN3_SP1_c.t1	El006G281030
OG0018203	CP9_g29238_DN3_SP4_c.t1	El004G228740
OG0018204	CP9_g28997_DN3_SP0_c.t1	El004G225990
OG0018206	CP5_g1210_DN3_SP0_c.t1	El003G156140
OG0018207	CP5_g1009_DN3_SP0_c.t1	El003G153170
OG0018208	CP5_g1186_DN3_SP0_c.t1	El003G155790
OG0018209	CP5_g402_DN3_SP8_c.t1	El003G146070
OG0018211	CP2_g48810_DN3_SP4_c.t1	El007G349860
OG0018212	CP1_g36828_DN3_SP7_c.t1	El002G087580
OG0018213	CP1_g36922_DN3_SP6_c.t1	El002G088710
OG0018214	CP1_g36979_DN2_SP0_c.t1	El002G089300
OG0018215	CP1_g37061_DN3_SP1_c.t1	El002G090330
OG0018216	CP1_g37070_DN3_SP8_c.t1	El002G090530
OG0018218	CP1_g37460_DN3_SP7_c.t1	El002G094950
OG0018220	CP1_g37834_DN3_SP1_c.t1	El002G099350
OG0018221	CP7_g45791_DN3_SP1_c.t1	El002G103960, El037G374490
OG0018222	CP7_g45525_DN3_SP0_c.t1	El002G107710
OG0018223	CP19_g18224_DN1_SP0_c.t1	El003G160510
OG0018224	CP9_g28662_DN3_SP4_c.t1	El004G222070
OG0018225	CP9_g28604_DN2_SP0_c.t1	El004G221330, El004G221320
OG0018226	CP9_g28372_DN3_SP6_c.t1	El004G218590
OG0018227	CP9_g28284_DN3_SP7_c.t1	El004G217550
OG0018228	CP2_g49511_DN3_SP0_c.t1	El004G204680
OG0018230	CP2_g49058_DN3_SP2_c.t1	El004G198410
OG0018231	CP5_g1472_DN3_SP0_c.t1	El003G189860
OG0018232	CP13_g19097_DN3_SP0_c.t1	El004G194590
OG0018234	CP12_g30988_DN3_SP1_c.t1	El005G269080
OG0018235	CP12_g30052_DN3_SP0_c.t1	El005G253980
OG0018236	CP12_g29968_DN3_SP0_c.t1	El005G252890
OG0018237	CP10_g43498_DN2_SP0_c.t1	El005G251780
OG0018238	CP10_g43213_DN3_SP0_c.t1	El005G248360
OG0018239	CP9_g28431_DN3_SP7_c.t1	El004G219280
OG0018240	CP10_g42840_DN3_SP5_c.t1	El005G243890
OG0018242	CP10_g43840_DN3_SP0_c.t1, CP10_g43810_DN2_SP0_c.t1, CP10_g43841_DN2_SP0_c.t1	El005G238750
OG0018243	CP11_g33588_DN3_SP5_c.t1	El001G079940
OG0018244	CP11_g33384_DN3_SP3_c.t1	El001G077170
OG0018246	CP11_g33269_DN3_SP3_c.t1	El001G075110
OG0018247	CP11_g33190_DN3_SP0_c.t1	El001G074730
OG0018248	CP11_g33187_DN2_SP7_c.t1	El001G074700
OG0018249	CP11_g33185_DN3_SP0_c.t1	El001G074660
OG0018251	CP16_g54716_DN2_SP0_c.t1	El003G145550
OG0018253	CP1_g41041_DN3_SP1_c.t1	El002G127680
OG0018254	CP7_g45053_DN2_SP0_c.t1	El002G114130
OG0018255	CP19_g18101_DN3_SP0_c.t1	El003G159090
OG0018257	CP4_g25476_DN3_SP1_c.t1	El006G299290
OG0018258	CP4_g25888_DN3_SP6_c.t1	El006G304990
OG0018259	CP4_g26070_DN3_SP0_c.t1	El006G306700
OG0018260	CP4_g26147_DN3_SP0_c.t1	El006G307460
OG0018261	CP11_g33404_DN2_SP0_c.t1	El006G310990
OG0018262	CP6_g7465_DN3_SP2_c.t1	El003G159690
OG0018263	CP11_g33070_DN3_SP0_c.t1	El001G073570
OG0018265	CP11_g32695_DN3_SP3_c.t1	El001G069120
OG0018266	CP11_g32601_DN3_SP7_c.t1	El001G081460, El001G067970
OG0018267	CP11_g32203_DN3_SP0_c.t1	El001G063180
OG0018269	CP8_g54508_DN3_SP0_c.t1	El001G062400
OG0018270	CP8_g54510_DN3_SP7_c.t1	El001G062420
OG0018271	CP13_g19268_DN3_SP0_c.t1	El001G042270
OG0018273	CP8_g53791_DN3_SP8_c.t1	El007G333620
OG0018274	CP8_g53997_DN3_SP8_c.t1	El007G331220
OG0018275	CP8_g54109_DN3_SP8_c.t1	El001G057310
OG0018277	CP8_g54261_DN3_SP0_c.t1	El001G059400
OG0018278	CP8_g54280_DN3_SP8_c.t1	El001G059610
OG0018279	CP2_g48473_DN3_SP8_c.t1	El001G052500
OG0018280	CP2_g48276_DN3_SP0_c.t1	El001G056590
OG0018281	CP2_g48176_DN3_SP5_c.t1	El007G329570
OG0018282	CP2_g48141_DN3_SP0_c.t1	El007G329170
OG0018285	CP2_g47742_DN3_SP1_c.t1	El007G324600
OG0018286	CP2_g47606_DN3_SP0_c.t1	El007G322950
OG0018287	CP1_g37096_DN3_SP2_c.t1	El002G090860
OG0018289	CP1_g37819_DN1_SP0_c.t1	El002G099190
OG0018291	CP7_g45574_DN3_SP0_c.t1	El002G106620
OG0018297	CP2_g49284_DN3_SP0_c.t1, CP2_g49372_DN3_SP0_c.t1	El004G207060
OG0018298	CP9_g28384_DN2_SP0_c.t1	El004G218750
OG0018299	CP9_g28398_DN2_SP0_c.t1	El004G218890
OG0018301	CP12_g30701_DN3_SP0_c.t1	El005G264810
OG0018302	CP12_g30912_DN3_SP0_c.t1	El005G268800
OG0018303	CP16_g55064_DN3_SP2_c.t1	El006G317620
OG0018305	CP3_g14527_DN2_SP0_c.t1	El001G018360
OG0018306	CP3_g13994_DN1_SP0_c.t1	El001G024230
OG0018307	CP4_g26546_DN2_SP0_c.t1	El001G015400
OG0018308	CP8_g54347_DN3_SP0_c.t1	El001G060360
OG0018310	CP20_g4023_DN3_SP2_c.t1	El001G010160
OG0018311	CP5_g1188_DN3_SP5_c.t1	El003G155810
OG0018312	CP5_g1249_DN3_SP1_c.t1	El003G156580
OG0018313	CP19_g18065_DN3_SP4_c.t1	El003G158710
OG0018315	CP19_g18436_DN1_SP0_c.t1	El003G163030, El003G163100
OG0018317	CP5_g1868_DN3_SP7_c.t1	El003G184740
OG0018318	CP5_g1648_DN3_SP6_c.t1	El003G187010
OG0018319	CP19_g17916_DN3_SP1_c.t1	El003G192250
OG0018320	CP13_g20169_DN3_SP0_c.t1	El007G360730
OG0018321	CP8_g52967_DN2_SP0_c.t1	El007G343270, El007G342430
OG0018322	CP8_g53110_DN2_SP6_c.t1	El007G342090
OG0018323	CP8_g53770_DN1_SP0_c.t1	El007G333840
OG0018337	CP6_g7163_DN2_SP0_c.t1	El003G170560
OG0018338	CP5_g602_DN1_SP0_c.t1	El005G267180
OG0018339	CP181_g11320_DN3_SP0_c.t1	El004G209640
OG0018340	CP50_g6556_DN3_SP0_p.t1	El004G209670
OG0018341	CP2_g49772_DN3_SP8_c.t1	El004G206390
OG0018342	CP2_g49368_DN2_SP0_c.t1	El004G202200
OG0018344	CP13_g19491_DN3_SP0_c.t1	El001G038740
OG0018346	CP13_g19107_DN2_SP0_c.t1	El001G045730
OG0018347	CP9_g28211_DN3_SP0_c.t1	El004G216210
OG0018348	CP9_g28168_DN3_SP6_c.t1	El004G215370
OG0018349	CP9_g27905_DN1_SP0_c.t1	El004G213860
OG0018350	CP31_g46733_DN3_SP6_c.t1	El004G211690
OG0018353	CP11_g33573_DN2_SP0_c.t1	El001G079710, El001G079720
OG0018354	CP7_g46470_DN3_SP8_c.t1	El002G141460
OG0018355	CP11_g33343_DN3_SP8_c.t1	El001G076720
OG0018356	CP8_g52359_DN3_SP8_c.t1	El007G344660
OG0018357	CP8_g52498_DN1_SP0_c.t1	El007G344510
OG0018358	CP8_g52536_DN3_SP8_c.t1	El007G344490
OG0018360	CP8_g52915_DN3_SP0_c.t1	El007G343570
OG0018363	CP8_g53114_DN3_SP0_c.t1	El007G342020
OG0018364	CP8_g53129_DN3_SP0_c.t1	El007G341780
OG0018373	CP6_g6988_DN3_SP1_c.t1	El003G168440
OG0018377	CP10_g43845_DN3_SP0_c.t1, CP10_g43846_DN3_SP0_c.t1, CP10_g43848_DN2_SP0_c.t1	El003G161500
OG0018379	CP1_g40244_DN3_SP5_c.t1	El002G126600
OG0018380	CP7_g44985_DN2_SP0_c.t1	El002G115160
OG0018381	CP5_g325_DN2_SP1_c.t1	El003G145290
OG0018383	CP5_g84_DN3_SP6_c.t1	El003G142480
OG0018384	CP19_g18501_DN2_SP0_c.t1	El003G163980
OG0018387	CP4_g25340_DN3_SP2_c.t1	El006G297780
OG0018388	CP4_g25341_DN3_SP0_c.t1	El006G297790
OG0018389	CP13_g20583_DN3_SP0_c.t1	El007G357670
OG0018390	CP13_g19507_DN2_SP0_c.t1	El001G038490
OG0018391	CP7_g44549_DN3_SP1_c.t1	El002G121190
OG0018393	CP20_g4308_DN3_SP0_c.t1	El001G007960
OG0018394	CP11_g31882_DN2_SP1_c.t1	El001G005090
OG0018395	CP11_g31886_DN3_SP6_c.t1	El001G005060, El001G006620
OG0018397	CP13_g20058_DN3_SP7_c.t1	El007G362040
OG0018399	CP13_g19739_DN3_SP3_c.t1	El007G366690
OG0018400	CP12_g31013_DN2_SP5_c.t1	El005G269440
OG0018401	CP5_g2088_DN3_SP8_c.t1	El003G183550
OG0018403	CP6_g7667_DN3_SP8_c.t1	El003G176690
OG0018404	CP6_g7422_DN3_SP1_c.t1	El003G174100
OG0018405	CP5_g1443_DN3_SP6_c.t1	El003G190480
OG0018406	CP5_g1376_DN1_SP0_c.t1	El006G299690, El003G191180, El003G191230
OG0018407	CP5_g1352_DN3_SP0_c.t1	El003G191610
OG0018408	CP5_g1337_DN2_SP0_c.t1	El003G191770
OG0018409	CP5_g1332_DN3_SP0_c.t1	El003G191830
OG0018410	CP19_g17894_DN3_SP5_c.t1	El003G192520
OG0018411	CP19_g17866_DN3_SP1_c.t1	El003G193070
OG0018412	CP19_g17830_DN3_SP2_c.t1	El003G193480
OG0018415	CP4_g24036_DN3_SP0_c.t1	El006G281080
OG0018416	CP4_g24245_DN3_SP0_c.t1	El006G283850
OG0018417	CP4_g24260_DN3_SP6_c.t1	El006G284000
OG0018418	CP6_g7692_DN3_SP2_c.t1	El003G176880
OG0018420	CP11_g33703_DN3_SP0_c.t1	El001G081480
OG0018423	CP19_g17944_DN3_SP0_c.t1	El003G192040
OG0018424	CP8_g54073_DN3_SP7_c.t1	El007G330430
OG0018425	CP2_g47952_DN3_SP6_c.t1	El007G326990
OG0018426	CP2_g47547_DN1_SP0_c.t1	El007G322300
OG0018427	CP2_g47534_DN3_SP1_c.t1	El007G322160
OG0018429	CP11_g32041_DN3_SP0_c.t1	El001G003220
OG0018430	CP13_g20233_DN2_SP0_c.t1	El007G359730
OG0018432	CP4_g25832_DN3_SP6_c.t1	El006G304060
OG0018433	CP4_g25837_DN3_SP0_c.t1	El006G304160
OG0018434	CP4_g25960_DN3_SP0_c.t1	El006G305900
OG0018436	CP4_g26673_DN3_SP6_c.t1	El006G309430
OG0018438	CP10_g42107_DN1_SP0_c.t1	El005G235030
OG0018439	CP19_g17908_DN2_SP0_c.t1	El005G234950
OG0018440	CP10_g42090_DN3_SP0_c.t1	El005G234850, El004G193760
OG0018442	CP10_g42167_DN2_SP1_c.t1	El005G235810
OG0018443	CP10_g42203_DN3_SP1_c.t1	El005G236240
OG0018449	CP10_g42617_DN3_SP0_c.t1	El005G241310
OG0018451	CP7_g45282_DN3_SP2_c.t1	El002G111100
OG0018452	CP7_g45235_DN2_SP0_c.t1	El002G111990
OG0018453	CP19_g18200_DN3_SP0_c.t1	El003G160210
OG0018454	CP19_g18167_DN3_SP4_c.t1	El003G159870
OG0018455	CP19_g18105_DN3_SP0_c.t1	El003G159140
OG0018456	CP16_g55170_DN2_SP0_c.t1	El006G316150
OG0018457	CP7_g46347_DN2_SP0_c.t1	El003G175350, El002G139950
OG0018458	CP16_g54994_DN3_SP0_c.t1	El006G318520
OG0018461	CP1_g37468_DN3_SP0_c.t1	El002G095030
OG0018465	CP13_g20186_DN1_SP0_c.t1	El007G360330
OG0018466	CP1_g37041_DN3_SP5_c.t1	El002G090190
OG0018467	CP1_g36870_DN3_SP7_c.t1	El002G088050
OG0018468	CP1_g36669_DN3_SP1_c.t1	El002G085950
OG0018470	CP1_g36413_DN3_SP7_c.t1	El002G082590
OG0018471	CP1_g36410_DN3_SP0_c.t1	El002G082560
OG0018472	CP11_g32575_DN3_SP6_c.t1	El001G067680
OG0018476	CP11_g32269_DN3_SP0_c.t1	El001G064010
OG0018477	CP8_g54455_DN1_SP1_c.t1	El001G061650
OG0018479	CP2_g48589_DN3_SP0_c.t1	El001G049740
OG0018481	CP2_g48772_DN3_SP6_c.t1	El007G348300
OG0018483	CP2_g48457_DN3_SP0_c.t1	El001G052660
OG0018485	CP2_g48122_DN3_SP0_c.t1	El007G329020
OG0018486	CP3_g14270_DN3_SP0_c.t1	El001G021250
OG0018487	CP3_g14303_DN3_SP4_c.t1	El001G020850
OG0018489	CP3_g14530_DN3_SP0_c.t1	El001G018160
OG0018490	CP3_g14534_DN3_SP0_c.t1	El001G018140
OG0018492	CP3_g14550_DN3_SP3_c.t1	El001G017960
OG0018493	CP3_g14585_DN2_SP0_c.t1	El001G017530
OG0018496	CP31_g46832_DN1_SP0_c.t1	El001G013410
OG0018503	CP9_g28991_DN3_SP6_c.t1	El004G225850
OG0018504	CP9_g28918_DN3_SP0_c.t1	El004G224910
OG0018505	CP9_g28908_DN2_SP1_c.t1	El004G224790
OG0018507	CP9_g29560_DN1_SP0_c.t1	El004G232680
OG0018509	CP10_g43280_DN3_SP0_c.t1	El005G249150
OG0018511	CP10_g43414_DN3_SP0_c.t1	El005G250690
OG0018514	CP15_g35520_DN3_SP8_c.t1	El005G271820
OG0018515	CP10_g43991_DN3_SP0_c.t1	El005G273480
OG0018517	CP10_g43633_DN3_SP0_c.t1	El005G277290
OG0018518	CP12_g29810_DN3_SP8_c.t1	El005G279530
OG0018520	CP1_g38002_DN3_SP0_c.t1	El002G135470
OG0018523	CP3_g13155_DN3_SP0_c.t1	El001G034620
OG0018526	CP7_g45103_DN3_SP1_c.t1	El001G035880
OG0018528	CP6_g7453_DN3_SP0_c.t1	El003G174440
OG0018530	CP3_g14359_DN3_SP0_c.t1	El001G020300
OG0018531	CP3_g14104_DN2_SP0_c.t1	El001G022960
OG0018533	CP3_g13732_DN3_SP3_c.t1	El001G027460
OG0018534	CP3_g13251_DN3_SP4_c.t1	El001G033460
OG0018539	CP13_g19826_DN3_SP0_c.t1	El007G365720
OG0018540	CP4_g24949_DN3_SP8_c.t1	El006G292470
OG0018541	CP4_g24865_DN3_SP0_c.t1	El006G291610
OG0018544	CP4_g24619_DN3_SP0_c.t1	El006G288390
OG0018546	CP4_g24303_DN3_SP0_c.t1	El006G284510
OG0018549	CP5_g1228_DN3_SP6_c.t1	El003G156310
OG0018551	CP5_g1079_DN3_SP1_c.t1, CP5_g1078_DN3_SP0_c.t1	El003G154480
OG0018552	CP5_g494_DN3_SP0_c.t1	El003G147210
OG0018554	CP1_g36872_DN2_SP0_c.t1	El002G088080
OG0018557	CP1_g37081_DN3_SP0_c.t1	El002G090700
OG0018558	CP1_g37215_DN3_SP0_c.t1	El002G092140
OG0018560	CP1_g37629_DN3_SP4_c.t1	El002G096940
OG0018561	CP1_g37666_DN3_SP0_c.t1	El002G097290, El002G097690
OG0018562	CP10_g43883_DN3_SP0_c.t1	El005G272270
OG0018563	CP1_g37753_DN3_SP0_c.t1	El002G098410
OG0018564	CP7_g46162_DN3_SP4_c.t1	El002G099760
OG0018565	CP7_g45507_DN3_SP1_c.t1	El002G107930
OG0018566	CP9_g28418_DN3_SP7_c.t1	El004G219160
OG0018567	CP2_g49037_DN3_SP0_c.t1	El004G198110
OG0018568	CP12_g31114_DN3_SP2_c.t1	El005G269750
OG0018570	CP12_g30348_DN3_SP6_c.t1	El005G257730
OG0018572	CP10_g43244_DN2_SP0_c.t1	El005G248670
OG0018573	CP9_g29631_DN2_SP0_c.t1	El005G246630, El005G246510
OG0018574	CP10_g42913_DN2_SP0_c.t1	El005G244690
OG0018576	CP3_g16464_DN1_SP0_c.t1	El005G241770, El002G123460
OG0018578	CP11_g33634_DN3_SP2_c.t1	El001G080700
OG0018579	CP11_g33566_DN3_SP5_c.t1	El001G079610
OG0018580	CP11_g33195_DN3_SP2_c.t1	El001G074770
OG0018581	CP19_g18398_DN1_SP0_c.t1	El003G162730
OG0018583	CP6_g7028_DN3_SP1_c.t1	El003G168820
OG0018584	CP6_g7091_DN3_SP2_c.t1	El003G169620
OG0018585	CP19_g18236_DN3_SP0_c.t1	El003G160630
OG0018586	CP19_g18067_DN2_SP0_c.t1	El003G158740
OG0018587	CP4_g25485_DN3_SP0_c.t1	El006G299360
OG0018589	CP4_g25773_DN3_SP1_c.t1	El006G303010
OG0018590	CP4_g26125_DN3_SP0_c.t1	El006G307350
OG0018595	CP11_g32257_DN3_SP0_c.t1	El001G063810
OG0018597	CP2_g48563_DN3_SP4_c.t1	El001G050750
OG0018598	CP5_g1524_DN3_SP0_c.t1	El003G189430
OG0018601	CP8_g53179_DN3_SP0_c.t1	El007G341380
OG0018602	CP8_g53737_DN3_SP0_c.t1	El007G334280
OG0018603	CP8_g53741_DN1_SP0_c.t1	El007G334230
OG0018604	CP8_g53765_DN3_SP8_c.t1	El007G333880
OG0018605	CP8_g53920_DN3_SP0_c.t1	El007G332110
OG0018606	CP8_g54384_DN3_SP1_c.t1	El001G060800
OG0018607	CP2_g48459_DN1_SP0_c.t1	El001G052640
OG0018610	CP2_g47764_DN3_SP0_c.t1	El007G324840
OG0018611	CP1_g36933_DN3_SP0_c.t1	El002G088850
OG0018613	CP7_g45219_DN3_SP3_c.t1	El002G112190
OG0018617	CP9_g28395_DN3_SP0_c.t1	El004G218860
OG0018620	CP12_g31065_DN3_SP0_c.t1	El005G269510
OG0018621	CP15_g34528_DN3_SP0_c.t1	El005G272440
OG0018622	CP16_g54821_DN3_SP0_c.t1	El006G320420
OG0018623	CP16_g54913_DN3_SP2_c.t1	El006G319340
OG0018624	CP16_g54925_DN2_SP0_c.t1	El006G319170
OG0018626	CP4_g25243_DN3_SP0_c.t1	El006G296100
OG0018629	CP4_g24496_DN3_SP1_c.t1	El006G286860
OG0018633	CP13_g19394_DN3_SP0_c.t1	El001G040400
OG0018634	CP11_g33385_DN3_SP0_c.t1	El001G077180
OG0018635	CP11_g32133_DN3_SP0_c.t1	El001G002120
OG0018636	CP8_g54668_DN3_SP8_c.t1	El001G000220
OG0018637	CP19_g17995_DN3_SP0_c.t1	El003G158010
OG0018638	CP19_g18066_DN2_SP0_c.t1	El003G158720
OG0018639	CP2_g48785_DN3_SP5_c.t1	El007G348750
OG0018640	CP2_g48769_DN3_SP0_c.t1	El007G347820
OG0018641	CP11_g33494_DN3_SP0_c.t1	El001G078660
OG0018645	CP8_g54320_DN1_SP0_c.t1	El001G060110
OG0018676	CP7_g44785_DN3_SP0_c.t1	El002G118230
OG0018677	CP7_g44624_DN2_SP1_c.t1	El002G120210
OG0018678	CP6_g7208_DN3_SP0_c.t1	El003G171260
OG0018679	CP2_g50039_DN3_SP0_c.t1	El004G208830
OG0018680	CP13_g19624_DN3_SP0_c.t1	El001G036840
OG0018682	CP6_g9037_DN3_SP1_c.t1	El003G181920
OG0018683	CP23_g21874_DN2_SP0_c.t1	El004G211000
OG0018685	CP19_g18063_DN3_SP1_c.t1	El003G158690
OG0018686	CP4_g24643_DN2_SP0_c.t1	El006G288730
OG0018687	CP27_g41813_DN3_SP0_c.t1	El007G345130
OG0018689	CP8_g52379_DN3_SP0_c.t1	El007G344610
OG0018690	CP8_g52573_DN3_SP0_c.t1	El007G344470
