Orthogroup	Conringia_planisiliqua	Erysimum_linariifolium
OG0003429	CP7_g45655_DN3_SP5_c.t1	El002G105530
OG0003429	CP9_g29329_DN3_SP8_c.t1	El004G229810
OG0003430	CP9_g28613_DN3_SP3_c.t1	El002G109630, El004G221470
OG0003431	CP7_g45325_DN3_SP1_c.t1	El002G110280
OG0003432	CP7_g45226_DN3_SP6_c.t1	El002G112120
OG0003433	CP16_g55226_DN3_SP6_c.t1	El006G315810
OG0003434	CP16_g54988_DN1_SP0_c.t1	El006G318780
OG0003435	CP1_g36452_DN3_SP0_c.t1	El002G083140
OG0003436	CP1_g37231_DN3_SP0_c.t1	El002G092320
OG0003437	CP12_g30330_DN3_SP5_c.t1	El007G343160
OG0003438	CP16_g55004_DN3_SP0_c.t1	El005G235730
OG0003438	CP11_g32472_DN3_SP1_c.t1	El001G066520
OG0003439	CP11_g32220_DN3_SP7_c.t1	El001G063430
OG0003439	CP10_g42339_DN3_SP0_c.t1	El005G237790
OG0003440	CP11_g32183_DN3_SP5_c.t1, CP10_g43598_DN3_SP0_c.t1	El001G062840
OG0003441	CP2_g48086_DN3_SP0_c.t1	El007G328520, El007G328510
OG0003442	CP2_g48020_DN3_SP8_c.t1	El007G327750
OG0003443	CP3_g14463_DN3_SP7_c.t1	El001G018980
OG0003443	CP2_g48323_DN3_SP1_c.t1	El001G055890
OG0003444	CP3_g14576_DN3_SP0_c.t1	El001G017620
OG0003445	CP8_g54106_DN3_SP8_c.t1	El001G057260
OG0003446	CP7_g45479_DN3_SP0_c.t1	El002G108310
OG0003447	CP9_g28850_DN3_SP8_c.t1	El004G224100
OG0003449	CP10_g43241_DN3_SP0_c.t1	El005G248630
OG0003450	CP7_g46388_DN3_SP0_c.t1	El002G140380
OG0003450	CP10_g43314_DN1_SP0_c.t1	El005G249440
OG0003451	CP12_g30105_DN3_SP8_c.t1, CP3_g14423_DN3_SP0_c.t1	El005G254630
OG0003452	CP12_g30145_DN3_SP7_c.t1	El005G255170
OG0003452	CP12_g30144_DN3_SP5_c.t1	El005G255160
OG0003453	CP12_g30152_DN3_SP0_c.t1	El005G255330, El005G255340
OG0003455	CP5_g547_DN3_SP2_c.t1	El003G147810
OG0003456	CP4_g23997_DN3_SP0_c.t1	El002G137880
OG0003456	CP12_g29820_DN3_SP2_c.t1	El005G279420
OG0003457	CP3_g13851_DN3_SP0_c.t1	El001G025860
OG0003457	CP4_g24800_DN2_SP0_c.t1	El006G290770
OG0003458	CP3_g13339_DN3_SP7_c.t1	El007G344080, El001G032230
OG0003462	CP1_g37353_DN3_SP1_c.t1	El002G093610, El002G093600
OG0003463	CP3_g14961_DN3_SP0_c.t1, CP4_g25555_DN3_SP0_c.t1	El002G099690
OG0003464	CP10_g42566_DN3_SP1_c.t1	El005G240710
OG0003465	CP7_g44746_DN3_SP3_c.t1	El004G212030, El004G212090, El004G212100, El002G118880, El004G212120, El004G212050
OG0003481	CP10_g43588_DN2_SP0_c.t1	El005G277810
OG0003481	CP5_g1024_DN3_SP0_c.t1	El003G153340
OG0003483	CP1_g38430_DN3_SP2_c.t1	El002G130270
OG0003483	CP5_g890_DN3_SP1_c.t1	El003G151890
OG0003484	CP5_g767_DN3_SP8_c.t1	El003G150440
OG0003484	CP16_g55381_DN3_SP7_c.t1	El006G314380
OG0003485	CP2_g47866_DN3_SP3_c.t1	El003G149090
OG0003486	CP9_g28474_DN3_SP0_c.t1	El004G219760
OG0003487	CP1_g37156_DN3_SP8_c.t1	El002G091490
OG0003487	CP35_g52129_DN3_SP6_c.t1	El004G210520
OG0003488	CP2_g49547_DN2_SP0_c.t1	El004G205160, El004G205130
OG0003489	CP1_g37345_DN3_SP2_c.t1	El002G093520
OG0003490	CP2_g49161_DN3_SP0_c.t1	El004G199820
OG0003491	CP13_g19257_DN3_SP8_c.t1	El001G042430
OG0003491	CP5_g1359_DN3_SP0_c.t1	El003G191540
OG0003492	CP9_g28087_DN3_SP5_c.t1	El004G214550
OG0003492	CP5_g1832_DN3_SP5_c.t1	El003G185040
OG0003493	CP10_g42963_DN3_SP7_c.t1	El005G245210
OG0003493	CP10_g42962_DN3_SP0_c.t1	El005G245190
OG0003494	CP27_g41742_DN3_SP0_c.t1	El007G345070
OG0003494	CP1_g37757_DN3_SP0_c.t1	El002G098480
OG0003495	CP8_g53025_DN3_SP0_c.t1	El007G342800
OG0003496	CP8_g53230_DN3_SP8_c.t1	El007G340720
OG0003497	CP19_g18051_DN3_SP2_c.t1	El003G158560
OG0003498	CP9_g29220_DN3_SP0_c.t1	El001G070470
OG0003499	CP11_g32964_DN3_SP8_c.t1	El001G072390
OG0003500	CP11_g32993_DN3_SP0_c.t1	El001G072720
OG0003500	CP2_g47897_DN3_SP8_c.t1	El007G326420
OG0003501	CP11_g32995_DN3_SP1_c.t1	El001G072750
OG0003501	CP12_g30321_DN3_SP1_c.t1	El005G257310
OG0003503	CP19_g18303_DN3_SP3_c.t1	El003G161530
OG0003505	CP20_g3970_DN3_SP0_c.t1	El001G010410
OG0003506	CP4_g25257_DN3_SP5_c.t1	El006G296320
OG0003506	CP7_g44834_DN3_SP8_c.t1	El002G117280
OG0003507	CP7_g44824_DN3_SP0_c.t1	El002G117390
OG0003508	CP10_g43781_DN3_SP8_c.t1	El005G275150
OG0003509	CP5_g385_DN3_SP5_c.t1	El003G145910
OG0003510	CP16_g54978_DN3_SP5_c.t1	El006G318720
OG0003510	CP5_g283_DN3_SP8_c.t1	El003G144870
OG0003511	CP5_g1705_DN3_SP0_c.t1	El003G186510
OG0003512	CP13_g20445_DN3_SP2_c.t1	El007G358060
OG0003513	CP11_g31911_DN3_SP7_c.t1	El001G004740
OG0003514	CP13_g19881_DN3_SP0_c.t1	El002G130760, El002G130710, El002G130700
OG0003514	CP35_g52028_DN3_SP0_c.t1, CP35_g52051_DN3_SP0_c.t1, CP22_g17197_DN3_SP0_c.t1, CP22_g17184_DN3_SP0_c.t1, CP22_g17155_DN2_SP0_c.t1, CP22_g17264_DN3_SP0_c.t1, CP22_g17253_DN3_SP0_c.t1	El003G184850, El007G364920
OG0003515	CP6_g7119_DN3_SP5_c.t1	El005G271220, El003G169910
OG0003517	CP6_g9596_DN3_SP1_c.t1, CP6_g9566_DN3_SP2_c.t1	El003G179740, El003G179730
OG0003519	CP6_g7881_DN3_SP0_c.t1	El003G177320
OG0003519	CP12_g30817_DN2_SP0_c.t1, CP13_g20275_DN3_SP0_c.t1	El005G267380
OG0003522	CP13_g20246_DN3_SP0_c.t1, CP4_g24220_DN3_SP0_c.t1	El006G283370, El002G131890
OG0003523	CP3_g13532_DN3_SP0_c.t1	El001G029650
OG0003524	CP2_g47951_DN3_SP8_c.t1	El001G018410, El007G326980
OG0003525	CP2_g47770_DN3_SP8_c.t1	El007G324940
OG0003525	CP11_g32896_DN3_SP7_c.t1	El001G071640
OG0003526	CP3_g14409_DN3_SP4_c.t1	El001G019590
OG0003527	CP1_g37661_DN3_SP1_c.t1	El007G349270
OG0003528	CP4_g25735_DN3_SP8_c.t1	El006G302530
OG0003531	CP8_g54406_DN3_SP1_c.t1	El001G061060
OG0003532	CP10_g42700_DN3_SP4_c.t1	El005G242220
OG0003532	CP2_g48734_DN2_SP6_c.t1	El007G346820
OG0003533	CP4_g24778_DN3_SP5_c.t1	El004G199700, El006G290490
OG0003534	CP3_g13850_DN3_SP2_c.t1	El001G025870
OG0003534	CP4_g24799_DN3_SP0_c.t1	El006G290740
OG0003535	CP4_g25087_DN3_SP0_c.t1	El006G294190, El007G348640
OG0003537	CP9_g28989_DN3_SP1_c.t1	El004G225820
OG0003537	CP7_g45933_DN3_SP8_c.t1	El002G102370
OG0003538	CP7_g45860_DN3_SP8_c.t1	El002G103190
OG0003539	CP9_g28819_DN3_SP4_c.t1	El004G223850
OG0003539	CP7_g45520_DN3_SP6_c.t1	El002G107760
OG0003540	CP7_g45464_DN3_SP8_c.t1	El002G108490
OG0003540	CP9_g28694_DN3_SP7_c.t1	El004G222400
OG0003541	CP9_g28651_DN2_SP3_c.t1	El004G221900
OG0003542	CP9_g28387_DN1_SP0_c.t1	El004G218770
OG0003543	CP7_g45181_DN3_SP8_c.t1	El002G112600
OG0003544	CP2_g48948_DN3_SP0_c.t1	El007G352480, El007G352430
OG0003546	CP4_g25558_DN3_SP0_c.t1	El006G300360
OG0003546	CP1_g36848_DN1_SP0_c.t1	El002G087790
OG0003547	CP11_g32242_DN3_SP8_c.t1	El001G063640
OG0003548	CP8_g54454_DN3_SP4_c.t1	El001G061640, El001G061630
OG0003549	CP2_g48693_DN3_SP8_c.t1	El007G345420
OG0003550	CP2_g48759_DN2_SP3_c.t1	El007G347660
OG0003550	CP10_g42726_DN3_SP6_c.t1	El005G242460
OG0003551	CP2_g48386_DN3_SP0_c.t1	El001G054820, El001G054990, El001G054900, El001G055020, El001G054950, El001G054830
OG0003552	CP3_g14588_DN3_SP8_c.t1	El001G017500
OG0003553	CP2_g48006_DN3_SP8_c.t1	El007G327590
OG0003555	CP3_g14512_DN3_SP2_c.t1	El001G018300
OG0003556	CP7_g45491_DN3_SP8_c.t1	El002G108100
OG0003556	CP9_g28751_DN3_SP7_c.t1	El004G223140
OG0003558	CP9_g29529_DN3_SP8_c.t1	El004G232340, El002G100760
OG0003559	CP7_g46108_DN3_SP4_c.t1	El004G233010, El002G100330
OG0003560	CP10_g43417_DN3_SP8_c.t1	El002G139250, El005G250730
OG0003561	CP10_g43452_DN3_SP4_c.t1	El005G251200
OG0003562	CP6_g7263_DN3_SP6_c.t1	El003G171700
OG0003562	CP12_g30027_DN3_SP8_c.t1	El005G253640
OG0003563	CP1_g38170_DN3_SP7_c.t1	El002G133370
OG0003565	CP6_g7555_DN3_SP2_c.t1	El003G175720
OG0003565	CP12_g30745_DN3_SP4_c.t1	El005G265530, El005G265450
OG0003566	CP6_g9324_DN2_SP0_c.t1	El002G119870
OG0003567	CP10_g43645_DN3_SP0_c.t1	El005G277100, El006G312470
OG0003569	CP7_g46463_DN2_SP0_c.t1	El002G141360
OG0003574	CP11_g32198_DN3_SP0_c.t1	El001G063100, El001G063090
OG0003575	CP8_g54411_DN3_SP0_c.t1	El001G061150
OG0003577	CP15_g34927_DN2_SP0_c.t1	El005G262980, El005G263030
OG0003583	CP5_g698_DN2_SP0_c.t1	El007G357620, El003G154620
OG0003585	CP3_g13785_DN3_SP0_c.t1, CP4_g25734_DN3_SP8_c.t1	El001G026820
OG0003586	CP5_g950_DN3_SP2_c.t1	El003G152580
OG0003586	CP16_g55040_DN3_SP3_c.t1	El006G317910
OG0003587	CP1_g41367_DN3_SP4_c.t1	El006G313900
OG0003589	CP5_g593_DN3_SP7_c.t1	El003G148340
OG0003590	CP10_g43822_DN3_SP0_c.t1	El005G274530
OG0003591	CP1_g37307_DN3_SP5_c.t1	El004G202710
OG0003592	CP2_g49174_DN3_SP0_c.t1	El004G199960
OG0003595	CP13_g19190_DN3_SP3_c.t1	El001G043680
OG0003596	CP5_g1603_DN3_SP0_c.t1	El003G187890
OG0003597	CP1_g37572_DN3_SP7_c.t1	El002G096260
OG0003597	CP2_g48961_DN3_SP4_c.t1	El004G196640
OG0003598	CP10_g42872_DN3_SP0_c.t1	El005G244210, El005G247230, El005G244360
OG0003599	CP10_g43056_DN3_SP1_c.t1	El005G246300, El005G246290
OG0003601	CP5_g1808_DN3_SP0_c.t1	El005G248140
OG0003603	CP5_g1212_DN3_SP8_c.t1	El003G156160
OG0003604	CP5_g1254_DN3_SP0_c.t1	El003G156650
OG0003605	CP16_g55148_DN1_SP0_c.t1	El001G034500
OG0003606	CP19_g17984_DN3_SP6_c.t1	El003G157880
OG0003607	CP11_g32738_DN3_SP0_c.t1	El001G069600
OG0003609	CP11_g32907_DN3_SP8_c.t1	El001G071780
OG0003609	CP11_g32906_DN3_SP1_c.t1	El001G071770
OG0003610	CP11_g32954_DN3_SP2_c.t1, CP2_g47835_DN3_SP5_c.t1	El007G325770
OG0003611	CP6_g6976_DN2_SP0_c.t1	El003G168280
OG0003612	CP6_g6968_DN3_SP7_c.t1	El003G168110
OG0003613	CP2_g48537_DN3_SP4_c.t1	El001G051290
OG0003614	CP7_g45095_DN3_SP8_c.t1	El002G113570
OG0003614	CP7_g45089_DN3_SP4_c.t1	El002G113650
OG0003615	CP4_g25344_DN3_SP1_c.t1	El006G297820
OG0003616	CP5_g431_DN3_SP3_c.t1	El003G146430
OG0003617	CP20_g4120_DN3_SP8_c.t1	El001G009770
OG0003618	CP5_g1426_DN3_SP0_c.t1, CP3_g14032_DN3_SP1_c.t1	El001G023880
OG0003619	CP10_g43046_DN3_SP0_c.t1	El005G246180
OG0003620	CP13_g20132_DN3_SP0_c.t1, CP13_g20133_DN3_SP0_c.t1	El007G361340, El007G361320
OG0003621	CP13_g20115_DN3_SP7_c.t1	El007G361550
OG0003622	CP13_g20689_DN3_SP0_c.t1, CP13_g19850_DN3_SP0_c.t1	El007G365390
OG0003624	CP13_g19748_DN2_SP7_c.t1	El003G169790
OG0003625	CP20_g4185_DN3_SP1_c.t1, CP4_g23984_DN3_SP3_c.t1	El006G280470, El005G274000
OG0003626	CP3_g13162_DN3_SP3_c.t1	El001G034530
OG0003627	CP4_g24145_DN2_SP0_c.t1	El006G282540
OG0003628	CP3_g13376_DN3_SP7_c.t1	El001G031840
OG0003628	CP4_g24274_DN3_SP8_c.t1	El006G284160
OG0003629	CP4_g24293_DN3_SP0_c.t1	El006G284370
OG0003630	CP4_g24332_DN3_SP8_c.t1	El006G284860
OG0003632	CP1_g37772_DN3_SP7_c.t1	El007G343000, El002G098660
OG0003633	CP3_g14311_DN3_SP0_c.t1	El001G020730
OG0003633	CP2_g47604_DN2_SP0_c.t1	El007G322930
OG0003634	CP3_g14309_DN3_SP3_c.t1	El003G167460, El001G020760
OG0003634	CP2_g47601_DN3_SP5_c.t1	El007G322900
OG0003635	CP3_g14229_DN3_SP8_c.t1	El001G021630
OG0003636	CP1_g36462_DN3_SP2_c.t1	El002G083240
OG0003637	CP1_g36785_DN3_SP4_c.t1	El002G084550
OG0003638	CP11_g32019_DN3_SP0_c.t1	El001G003420
OG0003639	CP18_g12515_DN3_SP7_c.t1	El006G313240
OG0003640	CP10_g42139_DN3_SP0_c.t1	El005G235450
OG0003640	CP11_g32512_DN3_SP0_c.t1	El001G066940
OG0003641	CP2_g48634_DN3_SP3_c.t1	El001G048820
OG0003643	CP4_g24746_DN3_SP8_c.t1	El006G290050
OG0003645	CP7_g46084_DN3_SP4_c.t1	El002G100580
OG0003646	CP9_g29028_DN3_SP6_c.t1	El004G226320
OG0003648	CP7_g45547_DN3_SP8_c.t1	El002G107480
OG0003649	CP9_g28351_DN3_SP8_c.t1	El004G218240
OG0003650	CP3_g13518_DN3_SP0_c.t1	El001G029850
OG0003651	CP1_g37619_DN3_SP2_c.t1	El002G096770
OG0003652	CP1_g36919_DN3_SP8_c.t1	El002G088680
OG0003652	CP1_g36920_DN3_SP0_c.t1	El002G088690
OG0003653	CP1_g36862_DN3_SP1_c.t1	El002G087930
OG0003654	CP1_g36857_DN3_SP3_c.t1, CP1_g36858_DN3_SP1_c.t1	El002G087890
OG0003655	CP11_g32273_DN3_SP4_c.t1	El001G064060
OG0003656	CP11_g32243_DN3_SP0_c.t1	El001G063650, El002G123290
OG0003657	CP10_g43220_DN3_SP0_c.t1	El005G248430
OG0003658	CP11_g33424_DN3_SP8_c.t1	El001G077840
OG0003659	CP2_g48137_DN3_SP1_c.t1	El007G329110
OG0003660	CP8_g53846_DN3_SP8_c.t1	El003G184940, El007G333020
OG0003661	CP3_g14263_DN3_SP2_c.t1	El001G021280, El007G322410
OG0003662	CP3_g14730_DN3_SP8_c.t1	El001G016040
OG0003663	CP9_g28566_DN3_SP8_c.t1	El004G220850
OG0003663	CP7_g45323_DN3_SP4_c.t1	El002G110260
OG0003664	CP2_g48221_DN3_SP0_c.t1	El007G343910, El007G330030, El007G330010
OG0003665	CP9_g28864_DN3_SP0_c.t1, CP9_g28868_DN3_SP0_c.t1	El004G224360
OG0003666	CP9_g29667_DN3_SP8_c.t1	El004G233990, El001G041640, El003G152080, El006G316600
OG0003667	CP10_g43266_DN3_SP8_c.t1	El005G249000
OG0003669	CP7_g46353_DN3_SP2_c.t1	El002G139990
OG0003671	CP10_g43502_DN3_SP0_c.t1	El005G251830
OG0003672	CP12_g30046_DN3_SP8_c.t1	El005G253910
OG0003672	CP6_g7225_DN3_SP5_c.t1	El003G171420
OG0003673	CP12_g30826_DN3_SP2_c.t1	El005G267570
OG0003674	CP2_g48799_DN3_SP6_c.t1	El007G349420
OG0003675	CP8_g53622_DN3_SP0_c.t1	El007G335800, El007G335780
OG0003677	CP1_g37841_DN2_SP0_c.t1, CP12_g29891_DN1_SP0_c.t1	El002G137820
OG0003678	CP12_g30423_DN3_SP8_c.t1	El005G258550
OG0003679	CP4_g25157_DN3_SP4_c.t1	El006G295160
OG0003679	CP3_g14136_DN3_SP8_c.t1	El001G022670
OG0003680	CP3_g14127_DN3_SP0_c.t1	El001G022770
OG0003681	CP3_g13988_DN3_SP0_c.t1	El001G024330
OG0003681	CP4_g24982_DN3_SP4_c.t1	El006G292840
OG0003682	CP3_g13740_DN3_SP7_c.t1	El001G027400
OG0003683	CP3_g13054_DN3_SP0_c.t1	El001G022320
OG0003685	CP3_g13906_DN1_SP0_c.t1, CP3_g13905_DN3_SP0_c.t1, CP3_g13907_DN1_SP0_c.t1	El001G025290
OG0003689	CP1_g38599_DN1_SP0_c.t1	El007G344450
OG0003695	CP5_g1165_DN2_SP0_c.t1	El003G150290, El003G155560
OG0003697	CP5_g594_DN3_SP8_c.t1	El001G013080, El003G148350
OG0003698	CP5_g519_DN3_SP0_c.t1	El003G147520
OG0003699	CP7_g44448_DN3_SP0_c.t1	El002G123130
OG0003700	CP6_g7191_DN3_SP0_c.t1	El003G171100
OG0003701	CP13_g19608_DN3_SP8_c.t1	El001G037000
OG0003702	CP13_g19350_DN3_SP0_c.t1	El001G041120
OG0003703	CP9_g28213_DN3_SP8_c.t1	El004G216220, El003G186760
OG0003707	CP8_g52609_DN2_SP0_c.t1	El007G344380
OG0003708	CP8_g53548_DN3_SP2_c.t1, CP2_g49419_DN3_SP2_c.t1	El007G336480
OG0003709	CP8_g53661_DN3_SP2_c.t1	El006G305220
OG0003711	CP6_g7081_DN3_SP8_c.t1	El003G169450, El003G169460
OG0003712	CP13_g20131_DN3_SP0_c.t1	El007G361360
OG0003712	CP6_g6801_DN3_SP1_c.t1	El003G165530
OG0003713	CP13_g20170_DN3_SP0_c.t1	El007G360720
OG0003713	CP6_g6761_DN2_SP0_c.t1	El003G165060
OG0003714	CP19_g18440_DN3_SP8_c.t1	El003G163210
OG0003715	CP20_g4346_DN3_SP8_c.t1	El001G007570
OG0003716	CP3_g13687_DN3_SP0_c.t1	El001G027980
OG0003717	CP8_g54545_DN3_SP0_c.t1	El001G001540, El001G001550
OG0003718	CP1_g37931_DN3_SP0_c.t1	El002G136480
OG0003719	CP11_g33592_DN3_SP0_c.t1	El001G080010
OG0003720	CP11_g33665_DN3_SP5_c.t1	El002G095820
OG0003721	CP20_g4337_DN2_SP0_c.t1	El001G007620
OG0003723	CP12_g30710_DN3_SP0_c.t1	El005G264980
OG0003723	CP6_g7526_DN3_SP0_c.t1	El003G175230, El003G175250
OG0003724	CP12_g30509_DN3_SP3_c.t1	El005G259690
OG0003725	CP5_g1438_DN3_SP8_c.t1	El005G269620
OG0003726	CP6_g7566_DN3_SP0_c.t1, CP4_g23978_DN3_SP0_c.t1	El006G312590, El006G280400
OG0003727	CP4_g24104_DN3_SP3_c.t1	El006G281930
OG0003727	CP3_g13240_DN3_SP0_c.t1	El001G033590
OG0003728	CP4_g24333_DN3_SP5_c.t1	El006G284870
OG0003729	CP4_g24334_DN3_SP2_c.t1	El006G284900, El006G284890
OG0003730	CP3_g13550_DN3_SP0_c.t1	El001G029490
OG0003732	CP8_g53960_DN3_SP3_c.t1	El007G331650, El007G331660
OG0003733	CP13_g20247_DN3_SP7_c.t1	El002G086130, El007G359350
OG0003735	CP13_g20313_DN3_SP0_c.t1	El007G358890, El001G010570
OG0003736	CP4_g25482_DN3_SP1_c.t1	El006G299330
OG0003738	CP4_g25581_DN3_SP6_c.t1	El006G300670
OG0003739	CP4_g25620_DN3_SP0_c.t1	El006G301140
OG0003740	CP4_g25661_DN3_SP8_c.t1	El006G301570
OG0003740	CP1_g36925_DN3_SP5_c.t1	El002G088760
OG0003742	CP1_g37493_DN3_SP2_c.t1	El006G299580, El006G309290
OG0003743	CP10_g42202_DN3_SP8_c.t1	El005G236230
OG0003744	CP19_g17888_DN3_SP8_c.t1	El003G192560, El003G192530
OG0003745	CP2_g48526_DN3_SP1_c.t1	El001G051440
OG0003746	CP8_g54440_DN2_SP0_c.t1	El001G061500
OG0003747	CP10_g42731_DN3_SP8_c.t1	El005G242510
OG0003748	CP10_g42792_DN3_SP8_c.t1	El005G243270
OG0003749	CP10_g42814_DN3_SP3_c.t1	El005G243510
OG0003750	CP1_g38325_DN3_SP2_c.t1, CP1_g38327_DN3_SP2_c.t1, CP1_g38318_DN3_SP1_c.t1, CP1_g38333_DN3_SP0_c.t1	El002G139740, El001G026760, El007G340930, El007G346650
OG0003752	CP7_g46012_DN3_SP0_c.t1, CP7_g46013_DN3_SP0_c.t1	El002G101430
OG0003753	CP9_g29429_DN3_SP1_c.t1	El004G231040
OG0003753	CP7_g45581_DN3_SP4_c.t1	El002G106520
OG0003754	CP7_g45371_DN3_SP7_c.t1	El002G109620
OG0003755	CP7_g45308_DN3_SP2_c.t1	El002G111400, El002G124110
OG0003756	CP19_g18215_DN3_SP6_c.t1	El003G160390, El003G160400
OG0003758	CP5_g188_DN3_SP1_c.t1	El003G143660
OG0003759	CP1_g37785_DN3_SP1_c.t1	El002G098800
OG0003760	CP1_g37236_DN3_SP6_c.t1	El002G132800
OG0003762	CP64_g21086_DN3_SP0_c.t1	El006G298920
OG0003762	CP12_g29831_DN1_SP0_c.t1	El005G279180
OG0003763	CP12_g29863_DN3_SP4_c.t1	El005G278790
OG0003763	CP1_g36666_DN3_SP8_c.t1	El002G085980
OG0003764	CP1_g36484_DN3_SP2_c.t1	El002G083510
OG0003764	CP8_g54571_DN3_SP8_c.t1	El001G001270
OG0003765	CP11_g32384_DN3_SP2_c.t1	El001G065470
OG0003765	CP7_g45926_DN1_SP0_c.t1	El002G102440
OG0003766	CP11_g32370_DN3_SP2_c.t1	El001G065320
OG0003767	CP2_g48273_DN3_SP0_c.t1	El001G056620, El001G056630, El001G056640
OG0003768	CP2_g48013_DN3_SP1_c.t1	El007G327670
OG0003769	CP8_g53830_DN3_SP8_c.t1	El007G333250
OG0003771	CP8_g53866_DN3_SP7_c.t1	El007G332790
OG0003772	CP3_g15176_DN3_SP0_c.t1	El001G012730
OG0003773	CP7_g46215_DN3_SP0_c.t1, CP9_g28515_DN3_SP0_c.t1	El004G220290
OG0003774	CP9_g28553_DN3_SP0_c.t1	El004G220700
OG0003776	CP9_g29519_DN3_SP0_c.t1	El004G232230
OG0003777	CP9_g29539_DN3_SP7_c.t1	El004G232430, El002G120410
OG0003778	CP12_g30326_DN3_SP8_c.t1, CP1_g38085_DN3_SP4_c.t1	El005G257350
OG0003779	CP12_g30400_DN3_SP3_c.t1	El005G258280
OG0003780	CP12_g30482_DN3_SP4_c.t1	El005G259400
OG0003781	CP12_g30788_DN3_SP0_c.t1	El004G229710, El001G015180, El005G266950, El001G015170
OG0003782	CP12_g31465_DN3_SP1_c.t1	El005G270090
OG0003783	CP17_g6020_DN3_SP8_c.t1	El005G270730
OG0003784	CP7_g46415_DN3_SP0_c.t1, CP10_g43296_DN3_SP0_c.t1	El002G140750
OG0003786	CP1_g37951_DN3_SP5_c.t1	El002G136320
OG0003787	CP1_g38126_DN3_SP0_c.t1	El002G133960
OG0003788	CP3_g13955_DN2_SP6_c.t1	El001G024740
OG0003790	CP3_g13718_DN3_SP0_c.t1	El001G027590
OG0003791	CP3_g13683_DN3_SP0_c.t1	El001G028020
OG0003791	CP4_g24624_DN3_SP1_c.t1	El006G288470
OG0003794	CP7_g46216_DN2_SP0_c.t1	El002G137930
OG0003795	CP16_g54891_DN2_SP0_c.t1	El006G319620
OG0003797	CP7_g45370_DN3_SP0_c.t1	El002G109670
OG0003798	CP7_g45723_DN3_SP0_c.t1	El002G104740
OG0003799	CP9_g28463_DN3_SP8_c.t1	El004G219600
OG0003799	CP7_g45255_DN3_SP7_c.t1	El002G111780
OG0003800	CP19_g18357_DN2_SP0_c.t1	El003G192490
OG0003801	CP2_g47588_DN3_SP0_c.t1	El007G322750
OG0003802	CP11_g33179_DN3_SP1_c.t1	El007G328490
OG0003804	CP4_g25931_DN3_SP0_c.t1	El006G305550, El006G305560, El006G305570
OG0003805	CP11_g32299_DN3_SP0_c.t1	El007G349020, El007G349040
OG0003806	CP8_g54146_DN1_SP0_c.t1	El001G057960
OG0003807	CP2_g48222_DN3_SP1_c.t1	El007G330040
OG0003810	CP3_g14445_DN3_SP0_c.t1	El001G019190
OG0003811	CP11_g32298_DN3_SP1_c.t1	El001G064270
OG0003823	CP5_g1179_DN2_SP0_c.t1	El003G155710
OG0003824	CP5_g839_DN3_SP0_c.t1	El003G151330
OG0003826	CP23_g21481_DN1_SP0_c.t1, CP23_g21589_DN2_SP0_c.t1, CP23_g21473_DN3_SP0_c.t1, CP23_g21587_DN1_SP0_c.t1, CP23_g21792_DN2_SP0_c.t1, CP49_g12845_DN3_SP0_c.t1, CP23_g21520_DN1_SP0_c.t1, CP49_g12847_DN2_SP0_c.t1, CP23_g21791_DN2_SP0_c.t1, CP8_g52670_DN2_SP0_c.t1	El005G260720
OG0003827	CP5_g544_DN3_SP0_c.t1	El003G147780, El005G273690
OG0003828	CP7_g44776_DN3_SP3_c.t1	El002G118350
OG0003829	CP4_g25182_DN3_SP0_c.t1	El006G295440
OG0003829	CP7_g44751_DN3_SP6_c.t1	El002G118820
OG0003830	CP35_g52004_DN3_SP6_c.t1	El004G210620, El006G309520, El006G309500
OG0003831	CP1_g37282_DN3_SP0_c.t1	El002G092930
OG0003832	CP13_g19670_DN3_SP0_c.t1	El001G036320, El003G184660
OG0003833	CP4_g25715_DN3_SP6_c.t1	El004G203630, El006G302240
OG0003834	CP13_g19067_DN3_SP8_c.t1, CP19_g17822_DN3_SP2_c.t1	El002G089010, El004G194060
OG0003835	CP1_g37547_DN3_SP1_c.t1	El002G095930
OG0003835	CP2_g48983_DN3_SP4_c.t1	El004G197110
OG0003836	CP11_g33662_DN3_SP5_c.t1	El001G080990
OG0003837	CP11_g32965_DN3_SP1_c.t1	El001G072400
OG0003838	CP8_g53040_DN3_SP0_c.t1	El007G342680, El007G342690
OG0003839	CP8_g53406_DN3_SP0_c.t1	El007G338050
OG0003840	CP8_g53538_DN3_SP7_c.t1	El002G136220, El007G336560
OG0003842	CP11_g32671_DN3_SP0_c.t1	El001G068810
OG0003843	CP11_g32781_DN3_SP0_c.t1	El001G070120
OG0003844	CP13_g19893_DN3_SP8_c.t1, CP6_g6981_DN3_SP4_c.t1	El007G364530
OG0003845	CP6_g6938_DN3_SP7_c.t1	El003G167640
OG0003846	CP19_g18286_DN3_SP0_c.t1	El003G161350
OG0003847	CP19_g18285_DN3_SP7_c.t1	El003G161320
OG0003848	CP7_g44525_DN2_SP0_c.t1	El002G121670
OG0003849	CP7_g44503_DN3_SP1_c.t1	El002G122160
OG0003850	CP1_g38491_DN3_SP3_c.t1, CP1_g38494_DN3_SP3_c.t1	El002G129350
OG0003852	CP5_g421_DN3_SP1_c.t1	El003G146310
OG0003853	CP5_g254_DN3_SP5_c.t1	El003G144530
