Orthogroup	Conringia_planisiliqua	Cardamine_amara
OG0000846	CP9_g28299_DN3_SP1_c.t1, CP5_g687_DN3_SP8_c.t1	evm.model.RL_2.2840_evm.model.RL_2.2841
OG0000846	CP3_g15839_DN3_SP0_c.t1, CP3_g14851_DN3_SP0_c.t1	evm.model.RL_4.840
OG0000848	CP1_g36506_DN3_SP8_c.t1, CP8_g54548_DN3_SP7_c.t1	evm.model.RL_2.768
OG0000849	CP4_g24050_DN3_SP0_c.t1	evm.model.RL_6.2812
OG0000849	CP8_g54555_DN2_SP0_c.t1	evm.model.RL_8.147
OG0000849	CP3_g13200_DN1_SP0_c.t1	evm.model.RL_7.178
OG0000850	CP3_g13270_DN3_SP1_c.t1	evm.model.RL_7.242
OG0000850	CP4_g24138_DN3_SP1_c.t1	evm.model.RL_6.2730
OG0000850	CP3_g13271_DN3_SP2_c.t1	evm.model.RL_7.243
OG0000851	CP4_g24544_DN3_SP8_c.t1	evm.model.RL_6.2305
OG0000853	CP11_g31988_DN3_SP0_c.t1	evm.model.RL_8.338
OG0000854	CP4_g25917_DN3_SP0_c.t1	evm.model.RL_6.936
OG0000854	CP1_g37079_DN3_SP0_c.t1	evm.model.RL_5.648
OG0000855	CP3_g14590_DN3_SP0_c.t1	evm.model.RL_7.1584
OG0000855	CP2_g48036_DN3_SP8_c.t1	evm.model.RL_8.2339
OG0000857	CP15_g34677_DN3_SP1_c.t1, CP3_g15366_DN3_SP7_c.t1	evm.model.RL_7.2100
OG0000857	CP3_g14467_DN3_SP6_c.t1	evm.model.RL_7.1477
OG0000859	CP12_g30405_DN2_SP0_c.t1	evm.model.RL_6.2674, evm.model.RL_6.2671
OG0000860	CP8_g54129_DN1_SP0_c.t1	evm.model.RL_2.1168
OG0000863	CP6_g7403_DN3_SP0_c.t1	evm.model.RL_2.1036
OG0000863	CP5_g1463_DN3_SP0_c.t1	evm.model.RL_2.476
OG0000868	CP11_g33251_DN3_SP8_c.t1	evm.model.RL_4.2884
OG0000868	CP10_g43152_DN3_SP8_c.t1	evm.model.RL_1.1099.1.687c87ec
OG0000869	CP13_g19771_DN3_SP8_c.t1	evm.model.RL_4.74
OG0000869	CP6_g7079_DN3_SP8_c.t1	evm.model.RL_2.1304
OG0000870	CP7_g45069_DN3_SP2_c.t1, CP7_g45070_DN3_SP0_c.t1	evm.model.RL_5.3073
OG0000870	CP4_g25371_DN3_SP1_c.t1	evm.model.RL_6.1464, evm.model.RL_5.3407, evm.model.RL_6.1463
OG0000871	CP10_g42246_DN3_SP8_c.t1	evm.model.RL_1.168
OG0000871	CP5_g1635_DN3_SP8_c.t1	evm.model.RL_2.373
OG0000872	CP4_g25527_DN3_SP0_c.t1	evm.model.RL_6.1343
OG0000873	CP10_g42416_DN3_SP0_c.t1	evm.model.RL_1.341
OG0000884	CP1_g39065_DN1_SP0_c.t1, CP9_g28409_DN3_SP0_c.t1	evm.model.RL_3.1214
OG0000884	CP7_g45224_DN3_SP0_c.t1	evm.model.RL_5.3223
OG0000885	CP7_g45542_DN3_SP4_c.t1	evm.model.RL_5.3520.2.687c88c3
OG0000885	CP5_g1197_DN3_SP8_c.t1	evm.model.RL_2.2318.1.687c86e5
OG0000886	CP1_g38668_DN3_SP7_c.t1	evm.model.RL_5.2304
OG0000886	CP13_g20432_DN3_SP8_c.t1	evm.model.RL_4.585, evm.model.RL_4.584
OG0000888	CP3_g13506_DN3_SP8_c.t1	evm.model.RL_7.511
OG0000888	CP4_g24476_DN3_SP8_c.t1	evm.model.RL_6.2372
OG0000890	CP3_g13989_DN3_SP0_c.t1	evm.model.RL_7.1019
OG0000890	CP4_g24985_DN3_SP0_c.t1	evm.model.RL_6.1835
OG0000892	CP12_g30128_DN3_SP0_c.t1	evm.model.RL_4.1191
OG0000893	CP13_g19793_DN3_SP0_c.t1	evm.model.RL_7.1622
OG0000894	CP15_g34742_DN3_SP0_c.t1	evm.model.RL_7.1693
OG0000895	CP12_g30996_DN3_SP0_c.t1, CP12_g30995_DN3_SP1_c.t1	evm.model.RL_1.2442, evm.model.RL_1.2443, evm.model.RL_1.2440, evm.model.RL_1.2441
OG0000897	CP4_g24936_DN3_SP1_c.t1	evm.model.RL_6.1893
OG0000900	CP1_g37648_DN3_SP0_c.t1	evm.model.RL_5.1195
OG0000900	CP1_g37650_DN3_SP0_c.t1	evm.model.RL_5.1196
OG0000901	CP6_g7193_DN3_SP0_c.t1	evm.model.RL_2.1203
OG0000902	CP10_g43053_DN2_SP7_c.t1	evm.model.RL_1.998
OG0000903	CP5_g2042_DN1_SP0_c.t1, CP5_g2010_DN1_SP0_c.t1	evm.model.RL_7.1829
OG0000904	CP11_g32895_DN3_SP8_c.t1	evm.model.RL_4.2543
OG0000904	CP5_g834_DN3_SP4_c.t1	evm.model.RL_2.2680
OG0000905	CP11_g32902_DN3_SP8_c.t1	evm.model.RL_4.2551
OG0000905	CP2_g47801_DN3_SP7_c.t1	evm.model.RL_8.2581
OG0000906	CP2_g47805_DN3_SP0_c.t1	evm.model.RL_8.2576.2.687c8562
OG0000906	CP11_g32928_DN3_SP1_c.t1	evm.model.RL_4.2580
OG0000907	CP6_g6949_DN3_SP7_c.t1	evm.model.RL_2.1418
OG0000907	CP13_g19926_DN3_SP8_c.t1	evm.model.RL_4.240
OG0000908	CP5_g107_DN3_SP4_c.t1	evm.model.RL_2.3408
OG0000908	CP16_g54793_DN3_SP0_c.t1	evm.model.RL_6.74
OG0000909	CP7_g45385_DN3_SP1_c.t1	evm.model.RL_5.3381.1.687c88c2
OG0000909	CP6_g8008_DN3_SP2_c.t1	evm.model.RL_2.844
OG0000910	CP8_g54039_DN3_SP0_c.t1	evm.model.RL_8.2090
OG0000910	CP8_g54037_DN3_SP0_c.t1	evm.model.RL_8.2089, evm.model.RL_8.2088
OG0000911	CP2_g47595_DN3_SP2_c.t1	evm.model.RL_8.2788
OG0000912	CP11_g32048_DN3_SP8_c.t1	evm.model.RL_8.279
OG0000912	CP1_g36771_DN3_SP0_c.t1	evm.model.RL_5.154
OG0000914	CP2_g49839_DN3_SP0_c.t1	evm.model.RL_1.312
OG0000915	CP3_g14071_DN3_SP8_c.t1	evm.model.RL_7.1095
OG0000915	CP4_g25100_DN3_SP8_c.t1	evm.model.RL_6.1737
OG0000916	CP1_g37756_DN3_SP0_c.t1	evm.model.RL_5.1292, evm.model.RL_5.1293, evm.model.RL_5.1294, evm.model.RL_5.1296
OG0000917	CP1_g37608_DN3_SP1_c.t1	evm.model.RL_5.1164
OG0000919	CP12_g30062_DN2_SP0_c.t1	evm.model.RL_1.1647
OG0000921	CP1_g38141_DN2_SP0_c.t1	evm.model.RL_5.2063
OG0000921	CP1_g38142_DN3_SP0_c.t1	evm.model.RL_5.2064
OG0000923	CP8_g52447_DN3_SP0_c.t1, CP8_g52434_DN3_SP0_c.t1, CP8_g52456_DN3_SP0_c.t1	evm.model.RL_8.1096, evm.model.RL_8.1098, evm.model.RL_8.1154, evm.model.RL_8.1095
OG0000924	CP5_g381_DN3_SP2_c.t1	evm.model.RL_2.3157, evm.model.RL_3.688
OG0000924	CP10_g43702_DN3_SP3_c.t1	evm.model.RL_1.2997
OG0000930	CP10_g43552_DN3_SP7_c.t1	evm.model.RL_1.3153
OG0000930	CP5_g1067_DN3_SP7_c.t1	evm.model.RL_2.2456
OG0000931	CP10_g42819_DN3_SP5_c.t1	evm.model.RL_1.762
OG0000931	CP10_g43080_DN3_SP8_c.t1	evm.model.RL_1.1022
OG0000932	CP4_g25013_DN3_SP8_c.t1	evm.model.RL_6.1855
OG0000932	CP10_g43155_DN3_SP8_c.t1	evm.model.RL_1.1104
OG0000933	CP19_g18085_DN3_SP6_c.t1	evm.model.RL_2.2073, evm.model.RL_8.1331
OG0000934	CP6_g6865_DN3_SP0_c.t1	evm.model.RL_2.1501
OG0000935	CP11_g31919_DN3_SP8_c.t1	evm.model.RL_8.408
OG0000935	CP6_g6743_DN3_SP8_c.t1	evm.model.RL_2.1623
OG0000936	CP6_g6692_DN3_SP6_c.t1	evm.model.RL_2.1661
OG0000936	CP6_g6690_DN2_SP2_c.t1	evm.model.RL_2.1663
OG0000937	CP19_g18257_DN3_SP0_c.t1	evm.model.RL_8.883, evm.model.RL_2.1913_evm.model.RL_2.1914
OG0000938	CP3_g15092_DN3_SP0_c.t1	evm.model.RL_2.3376
OG0000940	CP12_g31692_DN3_SP8_c.t1	evm.model.RL_1.2529
OG0000940	CP5_g427_DN3_SP8_c.t1	evm.model.RL_1.2530
OG0000941	CP6_g7554_DN3_SP8_c.t1	evm.model.RL_2.925
OG0000941	CP1_g36842_DN3_SP8_c.t1	evm.model.RL_5.413.1.687c88ac
OG0000942	CP6_g7517_DN3_SP6_c.t1, CP12_g30704_DN3_SP8_c.t1	evm.model.RL_2.952, evm.model.RL_1.2239, evm.model.RL_6.2495
OG0000943	CP10_g42549_DN3_SP8_c.t1	evm.model.RL_1.485, evm.model.RL_4.1067
OG0000944	CP4_g24384_DN2_SP0_c.t1	evm.model.RL_7.404.1.687c84b4
OG0000944	CP3_g13433_DN3_SP7_c.t1	evm.model.RL_6.2468
OG0000946	CP11_g33725_DN3_SP0_c.t1	evm.model.RL_4.3392
OG0000946	CP11_g33726_DN1_SP0_c.t1	evm.model.RL_4.3393
OG0000947	CP11_g32406_DN3_SP8_c.t1	evm.model.RL_4.2073
OG0000947	CP10_g42217_DN3_SP8_c.t1	evm.model.RL_1.134
OG0000948	CP3_g13822_DN3_SP6_c.t1	evm.model.RL_6.2059, evm.model.RL_7.833
OG0000950	CP2_g48560_DN3_SP8_c.t1	evm.model.RL_4.1087
OG0000950	CP10_g42572_DN3_SP0_c.t1	evm.model.RL_1.510
OG0000950	CP10_g42575_DN3_SP0_c.t1	evm.model.RL_1.511
OG0000951	CP13_g19815_DN3_SP0_c.t1, CP13_g19812_DN3_SP0_c.t1, CP13_g19814_DN3_SP0_c.t1	evm.model.RL_4.105
OG0000953	CP3_g14365_DN3_SP8_c.t1	evm.model.RL_7.1379
OG0000953	CP3_g14362_DN3_SP0_c.t1	evm.model.RL_7.1371
OG0000954	CP12_g30279_DN3_SP1_c.t1	evm.model.RL_1.1843
OG0000954	CP12_g30280_DN3_SP2_c.t1	evm.model.RL_1.1844
OG0000956	CP6_g8310_DN2_SP0_c.t1, CP1_g39145_DN1_SP0_c.t1, CP17_g5588_DN3_SP0_c.t1, CP13_g20551_DN3_SP0_c.t1, CP5_g754_DN3_SP0_c.t1, CP18_g12283_DN3_SP0_c.t1, CP18_g11690_DN3_SP0_c.t1	evm.model.RL_5.2612
OG0000962	CP5_g1447_DN3_SP0_c.t1, CP5_g1448_DN3_SP0_c.t1, CP11_g32854_DN2_SP0_c.t1	evm.model.RL_2.225
OG0000962	CP13_g19183_DN1_SP0_c.t1	evm.model.RL_7.2182
OG0000963	CP10_g42903_DN2_SP8_c.t1	evm.model.RL_1.847
OG0000965	CP6_g6883_DN3_SP8_c.t1	evm.model.RL_2.1483
OG0000967	CP21_g11072_DN3_SP8_c.t1	evm.model.RL_5.2441
OG0000967	CP7_g45566_DN3_SP8_c.t1	evm.model.RL_5.3543
OG0000968	CP5_g1722_DN3_SP2_c.t1	evm.model.RL_2.433
OG0000968	CP5_g1723_DN3_SP4_c.t1	evm.model.RL_2.434
OG0000969	CP6_g6796_DN2_SP0_c.t1	evm.model.RL_4.403, evm.model.RL_4.406
OG0000970	CP2_g47653_DN3_SP0_c.t1	evm.model.RL_8.2730
OG0000970	CP3_g14367_DN3_SP0_c.t1	evm.model.RL_7.1381, evm.model.RL_2.611
OG0000970	CP3_g14368_DN3_SP0_c.t1	evm.model.RL_6.92
OG0000972	CP2_g48547_DN3_SP0_c.t1	evm.model.RL_4.1104
OG0000972	CP10_g42581_DN3_SP0_c.t1	evm.model.RL_1.518
OG0000973	CP8_g54439_DN3_SP3_c.t1	evm.model.RL_4.1755
OG0000973	CP10_g42621_DN3_SP8_c.t1	evm.model.RL_1.554
OG0000974	CP4_g25108_DN3_SP0_c.t1	evm.model.RL_6.1729
OG0000975	CP7_g45783_DN3_SP2_c.t1	evm.model.RL_5.1807
OG0000975	CP9_g29188_DN2_SP0_c.t1	evm.model.RL_3.1964
OG0000977	CP3_g14703_DN3_SP3_c.t1	evm.model.RL_7.1667_evm.model.RL_7.1668_evm.model.RL_7.1669
OG0000979	CP6_g7309_DN3_SP0_c.t1, CP6_g7310_DN3_SP0_c.t1	evm.model.RL_4.534
OG0000986	CP5_g876_DN3_SP2_c.t1	evm.model.RL_3.121
OG0000987	CP7_g44737_DN3_SP2_c.t1	evm.model.RL_5.2787
OG0000989	CP8_g53162_DN3_SP0_c.t1	evm.model.RL_8.1304.1.687c855b
OG0000991	CP7_g44583_DN3_SP6_c.t1	evm.model.RL_5.2650
OG0000991	CP7_g44581_DN3_SP8_c.t1	evm.model.RL_5.2648
OG0000992	CP16_g54806_DN3_SP0_c.t1, CP16_g54805_DN2_SP0_c.t1	evm.model.RL_6.83
OG0000992	CP5_g115_DN3_SP0_c.t1	evm.model.RL_2.3399
OG0000993	CP12_g30993_DN3_SP8_c.t1	evm.model.RL_1.2435, evm.model.RL_2.253, evm.model.RL_1.2104
OG0000993	CP3_g13412_DN3_SP1_c.t1	evm.model.RL_7.385
OG0000994	CP4_g25744_DN3_SP0_c.t1, CP4_g25745_DN3_SP0_c.t1	evm.model.RL_6.1111
OG0000994	CP4_g25746_DN3_SP0_c.t1	evm.model.RL_6.1110
OG0000995	CP4_g25597_DN3_SP7_c.t1	evm.model.RL_6.1248
OG0000995	CP1_g36883_DN3_SP3_c.t1	evm.model.RL_5.448, evm.model.RL_7.480
OG0000997	CP1_g37645_DN3_SP2_c.t1, CP10_g42411_DN3_SP8_c.t1	evm.model.RL_1.332, evm.model.RL_5.1192
OG0000998	CP4_g24757_DN3_SP8_c.t1	evm.model.RL_6.2077
OG0000998	CP3_g13800_DN3_SP8_c.t1	evm.model.RL_7.810
OG0001000	CP11_g32483_DN3_SP0_c.t1	evm.model.RL_4.2147
OG0001001	CP2_g48493_DN3_SP1_c.t1	evm.model.RL_4.1155
OG0001001	CP2_g48492_DN3_SP0_c.t1	evm.model.RL_4.1156, evm.model.RL_4.1157
OG0001002	CP5_g1627_DN3_SP0_c.t1, CP6_g7244_DN3_SP0_c.t1, CP6_g7251_DN3_SP0_c.t1, CP6_g7248_DN3_SP0_c.t1, CP6_g7252_DN3_SP0_c.t1, CP6_g7241_DN3_SP0_c.t1, CP6_g7245_DN3_SP0_c.t1, CP6_g7238_DN3_SP0_c.t1, CP6_g7239_DN3_SP0_c.t1, CP6_g7246_DN3_SP0_c.t1, CP6_g7253_DN3_SP0_c.t1, CP6_g7242_DN3_SP0_c.t1, CP6_g7249_DN3_SP0_c.t1, CP6_g7240_DN3_SP0_c.t1, CP6_g7247_DN3_SP0_c.t1, CP6_g7243_DN3_SP0_c.t1, CP6_g7250_DN3_SP0_c.t1, CP6_g7254_DN3_SP0_c.t1, CP10_g43298_DN3_SP0_c.t1, CP10_g43297_DN3_SP0_c.t1	evm.model.RL_1.1244
OG0001002	CP7_g46414_DN3_SP0_c.t1	evm.model.RL_5.3947
OG0001003	CP1_g37865_DN3_SP8_c.t1	evm.model.RL_5.3722
OG0001004	CP22_g17324_DN3_SP0_c.t1, CP5_g1754_DN3_SP0_c.t1, CP5_g1747_DN3_SP0_c.t1, CP22_g17316_DN1_SP0_c.t1	evm.model.RL_6.2130
OG0001008	CP5_g1072_DN3_SP0_c.t1	evm.model.RL_2.2446
OG0001008	CP5_g1073_DN3_SP1_c.t1	evm.model.RL_2.2445
OG0001009	CP5_g1038_DN3_SP0_c.t1	evm.model.RL_2.2489, evm.model.RL_2.2488
OG0001009	CP5_g1039_DN3_SP0_c.t1	evm.model.RL_2.2487
OG0001010	CP7_g44718_DN3_SP8_c.t1	evm.model.RL_5.2768
OG0001010	CP4_g25185_DN3_SP8_c.t1	evm.model.RL_6.1643
OG0001011	CP6_g7681_DN3_SP1_c.t1	evm.model.RL_5.2750
OG0001011	CP6_g7682_DN2_SP0_c.t1	evm.model.RL_2.869
OG0001012	CP2_g49708_DN3_SP3_c.t1	evm.model.RL_3.631
OG0001012	CP1_g37239_DN3_SP5_c.t1	evm.model.RL_5.817
OG0001013	CP9_g28029_DN3_SP0_c.t1, CP14_g22726_DN3_SP0_c.t1	evm.model.RL_3.894, evm.model.RL_3.861, evm.model.RL_3.895
OG0001015	CP19_g18081_DN3_SP6_c.t1	evm.model.RL_2.2077
OG0001015	CP8_g53200_DN3_SP7_c.t1	evm.model.RL_8.1347
OG0001016	CP11_g32820_DN3_SP0_c.t1	evm.model.RL_4.2475
OG0001016	CP2_g48436_DN2_SP0_c.t1	evm.model.RL_4.1210
OG0001018	CP2_g48291_DN3_SP0_c.t1	evm.model.RL_4.1363
OG0001019	CP6_g7066_DN3_SP8_c.t1	evm.model.RL_2.1315
OG0001019	CP13_g19784_DN3_SP8_c.t1	evm.model.RL_4.90.4.687c86cd
OG0001020	CP6_g7035_DN3_SP7_c.t1	evm.model.RL_2.1342
OG0001020	CP13_g19832_DN3_SP1_c.t1	evm.model.RL_4.140
OG0001021	CP3_g13106_DN3_SP0_c.t1	evm.model.RL_7.69
OG0001021	CP17_g6274_DN3_SP0_c.t1, CP4_g23936_DN2_SP0_c.t1	evm.model.RL_6.2938
OG0001022	CP3_g13157_DN3_SP8_c.t1	evm.model.RL_7.133
OG0001023	CP10_g43664_DN1_SP0_c.t1, CP8_g54104_DN2_SP0_c.t1	evm.model.RL_4.1424
OG0001024	CP8_g53004_DN3_SP0_c.t1, CP4_g25605_DN3_SP0_c.t1	evm.model.RL_6.1242
OG0001025	CP1_g36961_DN3_SP1_c.t1	evm.model.RL_5.529
OG0001025	CP4_g25695_DN3_SP1_c.t1	evm.model.RL_6.1155
OG0001026	CP10_g42172_DN3_SP5_c.t1	evm.model.RL_1.95
OG0001026	CP11_g32459_DN3_SP7_c.t1	evm.model.RL_4.2120
OG0001028	CP4_g24785_DN3_SP0_c.t1	evm.model.RL_6.2049
OG0001028	CP3_g13833_DN3_SP0_c.t1	evm.model.RL_7.855
OG0001029	CP7_g45588_DN3_SP6_c.t1	evm.model.RL_5.3564
OG0001029	CP9_g29408_DN3_SP1_c.t1	evm.model.RL_3.2167
OG0001030	CP7_g45778_DN3_SP0_c.t1	evm.model.RL_5.1813
OG0001030	CP9_g29199_DN3_SP0_c.t1	evm.model.RL_3.1974
OG0001031	CP7_g45766_DN3_SP8_c.t1	evm.model.RL_5.1826
OG0001031	CP9_g29217_DN3_SP8_c.t1	evm.model.RL_3.1986
OG0001032	CP9_g29309_DN3_SP0_c.t1	evm.model.RL_3.2070
OG0001032	CP7_g45667_DN3_SP0_c.t1	evm.model.RL_5.3640
OG0001034	CP7_g45457_DN3_SP0_c.t1	evm.model.RL_5.3439
OG0001035	CP2_g47509_DN1_SP0_c.t1	evm.model.RL_1.349
OG0001037	CP9_g29614_DN3_SP3_c.t1	evm.model.RL_3.2379
OG0001039	CP1_g38296_DN3_SP0_c.t1	evm.model.RL_5.2178
OG0001039	CP12_g30092_DN3_SP0_c.t1	evm.model.RL_1.1675
OG0001040	CP1_g37960_DN3_SP0_c.t1	evm.model.RL_5.1907
OG0001040	CP12_g30472_DN3_SP0_c.t1	evm.model.RL_1.2042
OG0001041	CP3_g14645_DN3_SP0_c.t1	evm.model.RL_1.3135
OG0001042	CP3_g15009_DN3_SP0_c.t1	evm.model.RL_8.872
OG0001042	CP1_g37913_DN3_SP0_c.t1	evm.model.RL_5.1875
OG0001042	CP6_g7042_DN3_SP0_c.t1	evm.model.RL_4.656
OG0001043	CP1_g37935_DN3_SP1_c.t1	evm.model.RL_5.1891
OG0001045	CP7_g44664_DN1_SP0_c.t1, CP7_g44662_DN3_SP0_c.t1	evm.model.RL_7.1780
OG0001051	CP5_g507_DN3_SP0_c.t1	evm.model.RL_2.3027
OG0001052	CP5_g490_DN3_SP0_c.t1	evm.model.RL_2.3036
OG0001053	CP2_g49440_DN3_SP8_c.t1	evm.model.RL_3.565
OG0001053	CP1_g37281_DN3_SP2_c.t1	evm.model.RL_5.857
OG0001054	CP2_g49090_DN3_SP3_c.t1	evm.model.RL_3.300
OG0001054	CP2_g49091_DN3_SP0_c.t1	evm.model.RL_3.301
OG0001056	CP10_g43008_DN3_SP0_c.t1	evm.model.RL_1.953
OG0001056	CP11_g33451_DN2_SP0_c.t1	evm.model.RL_4.3093
OG0001057	CP5_g1237_DN3_SP0_c.t1	evm.model.RL_2.2283
OG0001057	CP8_g53390_DN3_SP0_c.t1	evm.model.RL_8.1506, evm.model.RL_8.1507
OG0001058	CP6_g7121_DN3_SP8_c.t1	evm.model.RL_2.1269
OG0001058	CP5_g424_DN3_SP8_c.t1	evm.model.RL_2.3110
OG0001060	CP6_g7599_DN3_SP8_c.t1	evm.model.RL_2.896
OG0001060	CP12_g30760_DN3_SP8_c.t1	evm.model.RL_1.2283
OG0001061	CP12_g30660_DN3_SP0_c.t1	evm.model.RL_1.2195
OG0001061	CP6_g7486_DN3_SP0_c.t1, CP6_g7485_DN1_SP0_c.t1	evm.model.RL_2.977, evm.model.RL_2.976
OG0001062	CP2_g47669_DN3_SP7_c.t1	evm.model.RL_8.2716
OG0001062	CP16_g54945_DN3_SP7_c.t1	evm.model.RL_6.209
OG0001063	CP10_g42582_DN3_SP0_c.t1, CP2_g49441_DN3_SP0_c.t1, CP2_g49456_DN2_SP0_c.t1, CP2_g49442_DN1_SP0_c.t1, CP2_g49468_DN3_SP0_c.t1, CP10_g42583_DN2_SP0_c.t1	evm.model.RL_1.519
OG0001064	CP4_g25036_DN3_SP8_c.t1	evm.model.RL_6.1802
OG0001065	CP4_g25019_DN3_SP8_c.t1	evm.model.RL_6.1862
OG0001065	CP3_g14015_DN3_SP8_c.t1	evm.model.RL_7.1043
OG0001066	CP4_g25018_DN3_SP8_c.t1	evm.model.RL_6.1861
OG0001066	CP3_g14014_DN3_SP7_c.t1	evm.model.RL_7.1042
OG0001067	CP9_g29541_DN3_SP8_c.t1	evm.model.RL_3.2305.2.687c84be
OG0001067	CP7_g46077_DN3_SP1_c.t1	evm.model.RL_5.1512
OG0001068	CP16_g55111_DN3_SP0_c.t1, CP9_g28873_DN3_SP2_c.t1, CP9_g28874_DN3_SP2_c.t1, CP9_g28875_DN3_SP6_c.t1	evm.model.RL_3.1631
OG0001069	CP9_g29143_DN3_SP8_c.t1	evm.model.RL_3.1920
OG0001069	CP7_g45820_DN3_SP8_c.t1	evm.model.RL_5.1770
OG0001070	CP7_g45236_DN3_SP8_c.t1	evm.model.RL_5.3236
OG0001070	CP10_g43797_DN3_SP1_c.t1	evm.model.RL_1.2931
OG0001071	CP1_g37714_DN3_SP0_c.t1	evm.model.RL_5.1253, evm.model.RL_5.1252
OG0001071	CP1_g37715_DN3_SP7_c.t1	evm.model.RL_5.1254
OG0001072	CP2_g48312_DN3_SP8_c.t1	evm.model.RL_4.1341
OG0001072	CP3_g14475_DN3_SP8_c.t1	evm.model.RL_7.1490
OG0001074	CP9_g28322_DN3_SP0_c.t1	evm.model.RL_3.1141
OG0001076	CP20_g4381_DN2_SP0_c.t1	evm.model.RL_2.2967
OG0001086	CP5_g675_DN3_SP8_c.t1	evm.model.RL_2.2852
OG0001086	CP15_g35128_DN3_SP1_c.t1, CP15_g35171_DN3_SP2_c.t1	evm.model.RL_1.2662, evm.model.RL_1.2665.1.687c87f0
OG0001087	CP5_g543_DN3_SP8_c.t1	evm.model.RL_2.2991, evm.model.RL_2.2992
OG0001088	CP13_g19229_DN1_SP0_c.t1	evm.model.RL_7.2239_evm.model.RL_7.2240
OG0001089	CP13_g19163_DN3_SP0_c.t1	evm.model.RL_7.2158, evm.model.RL_7.2156
OG0001089	CP13_g19164_DN3_SP0_c.t1	evm.model.RL_7.2159
OG0001090	CP3_g14276_DN3_SP0_c.t1	evm.model.RL_5.2336
OG0001091	CP3_g14490_DN3_SP8_c.t1	evm.model.RL_7.1499
OG0001091	CP8_g52972_DN3_SP8_c.t1	evm.model.RL_8.1196
OG0001092	CP11_g33274_DN2_SP0_c.t1	evm.model.RL_4.2863
OG0001092	CP11_g33273_DN3_SP0_c.t1	evm.model.RL_4.2864
OG0001093	CP8_g54398_DN3_SP7_c.t1	evm.model.RL_4.1716
OG0001093	CP11_g32715_DN3_SP7_c.t1	evm.model.RL_4.2368
OG0001094	CP11_g32926_DN3_SP6_c.t1	evm.model.RL_4.2578
OG0001094	CP2_g47776_DN3_SP8_c.t1	evm.model.RL_8.2606.4.687c8562
OG0001096	CP3_g13545_DN3_SP8_c.t1	evm.model.RL_7.550
OG0001096	CP4_g24520_DN3_SP8_c.t1	evm.model.RL_6.2325
OG0001097	CP16_g55457_DN3_SP0_c.t1	evm.model.RL_7.1433
OG0001098	CP3_g14406_DN3_SP6_c.t1	evm.model.RL_7.1425
OG0001098	CP2_g47713_DN3_SP8_c.t1	evm.model.RL_8.2672
OG0001100	CP4_g25496_DN3_SP6_c.t1	evm.model.RL_6.1311
OG0001101	CP11_g32504_DN3_SP1_c.t1	evm.model.RL_4.2166
OG0001101	CP9_g28549_DN3_SP0_c.t1	evm.model.RL_1.62, evm.model.RL_4.2096, evm.model.RL_6.857
OG0001102	CP10_g42223_DN3_SP8_c.t1	evm.model.RL_1.137
OG0001102	CP11_g32398_DN3_SP8_c.t1	evm.model.RL_4.2065
OG0001103	CP10_g42438_DN2_SP0_c.t1	evm.model.RL_1.364
OG0001104	CP10_g42477_DN3_SP4_c.t1	evm.model.RL_4.989
OG0001104	CP2_g48642_DN3_SP8_c.t1	evm.model.RL_1.410.1.687c87ea
OG0001105	CP9_g29649_DN3_SP1_c.t1	evm.model.RL_3.2411
OG0001105	CP7_g46155_DN3_SP0_c.t1	evm.model.RL_5.1434.1.687c88b4
OG0001106	CP7_g46059_DN3_SP8_c.t1	evm.model.RL_5.1531
OG0001106	CP9_g29522_DN3_SP5_c.t1	evm.model.RL_3.2289
OG0001107	CP7_g45961_DN3_SP8_c.t1	evm.model.RL_5.1620
OG0001108	CP9_g29108_DN3_SP7_c.t1	evm.model.RL_3.1884
OG0001108	CP7_g45866_DN3_SP4_c.t1	evm.model.RL_5.1724
OG0001109	CP7_g45601_DN3_SP7_c.t1	evm.model.RL_5.3577.1.687c88c3
OG0001111	CP9_g28292_DN3_SP8_c.t1	evm.model.RL_3.1119
OG0001112	CP16_g54928_DN3_SP0_c.t1	evm.model.RL_4.930, evm.model.RL_4.899
OG0001112	CP2_g48679_DN3_SP0_c.t1	evm.model.RL_4.959
OG0001115	CP9_g28879_DN3_SP0_c.t1	evm.model.RL_3.1636
OG0001115	CP7_g46011_DN2_SP0_c.t1	evm.model.RL_5.1574
OG0001116	CP1_g37971_DN3_SP8_c.t1	evm.model.RL_5.1917
OG0001116	CP12_g30463_DN3_SP8_c.t1	evm.model.RL_1.2034
OG0001117	CP6_g7315_DN3_SP0_c.t1	evm.model.RL_2.1109
OG0001117	CP6_g7397_DN3_SP0_c.t1	evm.model.RL_2.1110
OG0001120	CP5_g420_DN2_SP3_c.t1	evm.model.RL_2.3116
OG0001120	CP10_g43745_DN3_SP0_c.t1	evm.model.RL_1.2960
OG0001124	CP12_g29854_DN3_SP1_c.t1	evm.model.RL_1.3221
OG0001124	CP5_g1300_DN3_SP8_c.t1	evm.model.RL_8.719, evm.model.RL_2.2224.1.687c86e5
OG0001125	CP7_g44758_DN3_SP0_c.t1	evm.model.RL_5.2800
OG0001125	CP4_g25181_DN3_SP0_c.t1	evm.model.RL_6.1648, evm.model.RL_6.1647
OG0001127	CP1_g37765_DN3_SP2_c.t1	evm.model.RL_5.1306.2.687c88b3
