Orthogroup	Cardamine_glauca	Noccaea_praecox
OG0000311	Cg006G201410	Np004G199430
OG0000311	Cg004G134370	Np007G393150
OG0000311	Cg001G036380	Np005G312280
OG0000311	Cg007G265360	Np002G095870
OG0000313	Cg001G028860, Cg001G020560	Np005G309150
OG0000313	Cg006G200970	Np004G198950, Np004G198980
OG0000314	Cg006G241650	Np004G255460
OG0000314	Cg005G174030	Np006G357070
OG0000314	Cg006G241640	Np004G255440
OG0000316	Cg005G165580, Cg005G165480	Np006G331500
OG0000319	Cg003G086150, Cg003G108110, Cg006G238150	Np003G151880, Np005G304320, Np004G196850, Np005G304300
OG0000322	Cg007G279100	Np002G073460
OG0000322	Cg006G228800	Np004G239000, Np004G204080
OG0000322	Cg005G165820	Np006G331820, Np002G082860
OG0000323	Cg003G101320	Np003G162270
OG0000323	Cg001G013020	Np005G277420, Np005G277440
OG0000325	Cg001G033350	Np003G173880, Np005G299970
OG0000325	Cg007G261500, Cg004G148160	Np005G299960
OG0000325	Cg005G185560	Np005G299980
OG0000327	Cg006G222130, Cg006G222140, Cg006G222120	Np006G364610, Np006G364600
OG0000327	Cg002G052000	Np002G097600, Np001G057660, Np001G057680, Np001G057670
OG0000329	Cg004G137660	Np001G066400
OG0000330	Cg002G046560	Np001G049070, Np001G049100
OG0000332	Cg008G300270	Np003G147860
OG0000332	Cg004G136440	Np004G197090
OG0000334	Cg002G052730	Np001G056660
OG0000334	Cg005G168750	Np006G336790
OG0000335	Cg006G205050	Np004G203620
OG0000336	Cg007G273370	Np002G081720
OG0000339	Cg001G017490	Np005G283750
OG0000339	Cg006G244870	Np004G259200
OG0000339	Cg005G159770	Np006G323420
OG0000340	Cg005G162340	Np006G326900
OG0000340	Cg005G162320	Np006G326830, Np006G326880
OG0000341	Cg002G068310	Np004G218220
OG0000341	Cg001G030730	Np004G218230
OG0000342	Cg001G042370	Np005G318870
OG0000342	Cg001G042630	Np007G416180
OG0000344	Cg008G305710, Cg008G305700	Np001G013610, Np001G013620, Np001G041870
OG0000345	Cg006G233270	Np004G244940
OG0000345	Cg006G233290	Np004G244950, Np004G245040
OG0000347	Cg004G127590	Np005G279340, Np007G409890, Np005G279350, Np007G409880
OG0000348	Cg006G244770, Cg001G023970, Cg005G168250, Cg001G030910, Cg002G068730, Cg004G146340, Cg007G271550	Np006G350410
OG0000349	Cg001G004450	Np005G267200
OG0000351	Cg004G130650	Np007G379020, Np007G378990
OG0000351	Cg003G086090	Np007G388910, Np001G008310
OG0000351	Cg008G290210	Np002G084610
OG0000352	Cg006G229000	Np004G239260
OG0000352	Cg007G250610	Np002G116100
OG0000353	Cg001G022220, Cg002G056550, Cg008G295330	Np002G098820
OG0000355	Cg007G280400	Np002G071660
OG0000355	Cg005G187890	Np004G252470, Np003G174550
OG0000356	Cg008G306390, Cg008G306550	Np001G014370, Np004G217270, Np004G217180, Np004G217110
OG0000358	Cg008G289900, Cg006G242200	Np004G256010
OG0000358	Cg008G289880	Np003G135720
OG0000359	Cg005G172180	Np004G213110, Np004G213120
OG0000360	Cg003G114870	Np001G001460
OG0000361	Cg004G127210	Np007G410320
OG0000361	Cg008G285160	Np003G128970
OG0000361	Cg004G141500	Np003G128980
OG0000363	Cg004G145460	Np004G216110
OG0000363	Cg006G201850	Np005G261020
OG0000363	Cg006G201860	Np002G111940
OG0000364	Cg004G140890, Cg002G068570, Cg004G150900, Cg004G149760	Np004G217400, Np003G178990
OG0000368	Cg001G002850	Np005G269260
OG0000368	Cg001G002860	Np005G269240
OG0000368	Cg001G002840	Np005G269270
OG0000368	Cg001G002830	Np005G269280
OG0000370	Cg006G228950	Np004G239190
OG0000370	Cg001G033700, Cg001G033710, Cg001G015500	Np005G280980, Np005G280970, Np005G280960, Np005G280940, Np005G280920
OG0000371	Cg006G220780, Cg005G158480	Np006G321660, Np003G162330
OG0000371	Cg005G158470	Np006G321270, Np006G321650
OG0000372	Cg001G013540, Cg001G013550, Cg001G013560	Np005G278400, Np005G278420, Np005G278410, Np005G278390
OG0000374	Cg006G203210, Cg006G203180, Cg006G203200, Cg006G203220, Cg006G203250, Cg006G203260, Cg006G203240, Cg006G203230, Cg006G203190, Cg006G198280, Cg006G198270, Cg006G198290	Np006G361320
OG0000377	Cg007G249720	Np002G116500
OG0000377	Cg007G249710	Np002G116540, Np002G116470, Np002G090780
OG0000377	Cg007G249740	Np002G116530
OG0000379	Cg007G257560, Cg002G060420, Cg003G107790, Cg001G025230, Cg005G186070, Cg008G310010	Np004G234080
OG0000382	Cg007G254420	Np002G107670, Np002G107720
OG0000383	Cg006G218010, Cg006G217980	Np004G211550
OG0000386	Cg002G053290	Np001G056060
OG0000386	Cg002G072490	Np001G022850, Np001G022830, Np001G022820
OG0000386	Cg002G053280	Np004G197570
OG0000387	Cg005G162800	Np006G327210, Np003G184710
OG0000387	Cg005G162500, Cg005G162480, Cg005G162460	Np006G326120
OG0000388	Cg004G144360	Np005G271820
OG0000390	Cg008G303200	Np001G010580
OG0000390	Cg002G062740	Np007G392350, Np007G392370, Np007G392400, Np007G378210
OG0000391	Cg006G223560, Cg006G223590	Np004G232330
OG0000391	Cg006G223580	Np004G232430
OG0000392	Cg002G056660, Cg002G056610	Np001G051590, Np001G051560
OG0000396	Cg001G030810, Cg002G069030	Np001G019970
OG0000398	Cg008G310730	Np007G407090, Np007G407070
OG0000398	Cg006G195010	Np004G191370, Np004G191380, Np004G191360
OG0000400	Cg008G320060	Np001G020000
OG0000400	Cg005G159260	Np004G204510, Np007G396790, Np005G272210, Np005G272200, Np005G272220
OG0000401	Cg003G110400	Np001G007130
OG0000403	Cg007G250680	Np002G115780
OG0000403	Cg007G250640	Np003G137600
OG0000404	Cg002G054180, Cg008G286930, Cg004G127240, Cg005G170410	Np006G339530, Np001G054740, Np003G131430, Np007G410290
OG0000406	Cg008G297220	Np003G144160
OG0000406	Cg002G046730	Np002G105970, Np002G112240
OG0000406	Cg004G118250	Np007G422620
OG0000408	Cg005G189700	Np006G365350, Np006G365360, Np006G365230
OG0000411	Cg007G248450	Np002G119350
OG0000411	Cg004G145680	Np007G389260
OG0000411	Cg003G093460, Cg003G080490	Np003G183560
OG0000411	Cg001G019000	Np005G286200
OG0000412	Cg003G101880	Np003G163330
OG0000412	Cg001G013500	Np005G278350
OG0000412	Cg006G198710	Np004G196050
OG0000412	Cg004G137580	Np007G380350
OG0000413	Cg004G129370	Np007G407430
OG0000413	Cg001G014360	Np005G279440
OG0000414	Cg006G220700	Np004G225620
OG0000415	Cg008G292540	Np004G202110
OG0000415	Cg008G306950	Np007G378170
OG0000416	Cg005G174990, Cg005G174850	Np006G355480, Np006G355650, Np006G355470, Np006G355660
OG0000419	Cg008G310850, Cg008G309170	Np005G317390
OG0000421	Cg001G039140, Cg001G039040	Np005G314770, Np005G314820, Np005G314810, Np005G314850
OG0000422	Cg001G020210, Cg006G236580	Np004G249670, Np001G044100
OG0000423	Cg007G273210	Np002G082000
OG0000423	Cg006G195220	Np004G191630
OG0000423	Cg004G129870	Np007G406460
OG0000425	Cg006G196760, Cg004G145250, Cg004G145230, Cg004G145240	Np004G193780
OG0000425	Cg004G127770	Np007G409560
OG0000426	Cg006G207870, Cg001G036330	Np002G102930
OG0000427	Cg004G145850, Cg007G279320	Np002G073180
OG0000427	Cg005G172930	Np006G343770, Np001G003290
OG0000429	Cg008G305090	Np001G012860
OG0000429	Cg008G291690	Np003G137770
OG0000429	Cg005G188170	Np006G363880
OG0000430	Cg004G152450	Np007G377070
OG0000430	Cg001G005380	Np005G265490
OG0000430	Cg005G193810	Np006G371120
OG0000431	Cg007G251970	Np002G113550
OG0000431	Cg006G235970	Np004G248890
OG0000431	Cg006G235980	Np004G248900
OG0000432	Cg003G099400	Np003G165250
OG0000432	Cg003G103300	Np003G149220, Np007G376900, Np003G159570, Np003G158520
OG0000435	Cg006G224010	Np004G236930
OG0000436	Cg001G014470	Np005G279590
OG0000436	Cg003G104180	Np003G157260
OG0000436	Cg004G156050	Np007G372950
OG0000437	Cg006G211920, Cg006G211880	Np004G206680
OG0000437	Cg006G211900	Np004G206690
OG0000437	Cg006G211940	Np004G206660, Np004G206670, Np001G036170
OG0000438	Cg003G081140	Np003G182660
OG0000439	Cg006G240170	Np004G253720
OG0000439	Cg002G047030	Np001G064720
OG0000439	Cg005G175260	Np006G355120
OG0000440	Cg008G297760	Np003G128340, Np003G128320, Np003G144800
OG0000440	Cg004G118560	Np007G422200
OG0000440	Cg004G118580	Np007G422160
OG0000440	Cg004G118570	Np004G198320
OG0000441	Cg004G132880	Np007G390830
OG0000441	Cg004G132850	Np007G390750
OG0000442	Cg001G027430, Cg002G071920	Np005G260740
OG0000442	Cg007G265110, Cg007G265120	Np001G047650
OG0000446	Cg003G110320	Np001G007230
OG0000446	Cg002G074360	Np001G025190
OG0000446	Cg006G231520	Np004G242300
OG0000447	Cg004G131200	Np007G404710
OG0000447	Cg005G172640	Np006G343160
OG0000447	Cg006G218040	Np004G211530
OG0000448	Cg008G324490	Np001G033730
OG0000449	Cg002G061250	Np001G045710
OG0000449	Cg003G107590	Np003G152360
OG0000449	Cg002G061240	Np001G045700
OG0000449	Cg003G107580	Np003G152370
OG0000452	Cg001G010200	Np005G273480
OG0000454	Cg003G099450	Np003G165150
OG0000457	Cg008G292890	Np003G139280
OG0000461	Cg006G245460	Np004G206830, Np004G259930
OG0000461	Cg006G245470	Np004G259940
OG0000462	Cg006G210000	Np007G374660
OG0000463	Cg002G060360	Np001G046500, Np001G046440, Np001G046450
OG0000463	Cg002G060570, Cg002G060480	Np001G046420
OG0000466	Cg008G284120	Np003G127910, Np003G127830, Np003G127870, Np003G127860, Np003G127900
OG0000468	Cg002G051880	Np001G057840
OG0000468	Cg005G173840	Np006G357390
OG0000468	Cg005G167330	Np006G334580
OG0000471	Cg006G217710	Np004G211890
OG0000472	Cg001G040820	Np005G317120, Np005G317110, Np005G317080, Np005G317060
OG0000472	Cg001G040810, Cg001G040800	Np005G317040, Np005G316840
OG0000473	Cg002G044230	Np001G068690
OG0000474	Cg008G303420	Np001G010930, Np001G049630
OG0000474	Cg002G057990, Cg005G190550, Cg001G009730	Np006G366370
OG0000476	Cg008G304790, Cg008G304800, Cg008G304950, Cg008G305020, Cg008G305130, Cg008G305110, Cg008G305030	Np001G012720
OG0000477	Cg008G287900, Cg003G105990, Cg004G153320, Cg005G168060	Np003G154550, Np003G132840, Np006G335660
OG0000481	Cg001G029300, Cg003G087600	Np002G101110
OG0000482	Cg007G266950	Np002G093240
OG0000482	Cg001G038090	Np005G313460
OG0000483	Cg003G102670	Np003G159730, Np003G159870
OG0000483	Cg003G102690, Cg003G102680	Np003G159720, Np003G159710
OG0000487	Cg005G173270, Cg006G241950	Np006G346030
OG0000488	Cg002G054230	Np001G054680
OG0000489	Cg004G121500, Cg004G121510	Np007G416580, Np007G418540
OG0000490	Cg006G244130, Cg006G244120	Np004G258020, Np004G258340
OG0000491	Cg008G302450	Np003G150790
OG0000495	Cg003G101210	Np005G308300, Np005G274750
OG0000496	Cg002G063650, Cg004G148150, Cg008G318740, Cg001G021720	Np008G426990
OG0000497	Cg008G309780, Cg008G311600, Cg008G309770	Np007G381080
OG0000497	Cg006G209790	Np003G142090
OG0000497	Cg006G209780	Np007G399200
OG0000498	Cg003G100300	Np003G163900
OG0000498	Cg001G012780, Cg006G218710	Np005G277130
OG0000499	Cg001G022510	Np005G291890
OG0000500	Cg008G321790	Np001G038410
OG0000500	Cg008G321770	Np004G236400, Np001G038420
OG0000501	Cg006G209830	Np004G203910
OG0000504	Cg008G283420	Np003G126850
OG0000504	Cg004G125100	Np007G413350
OG0000506	Cg008G286990	Np003G131500
OG0000506	Cg007G272280	Np002G083270, Np002G083280
OG0000507	Cg007G245970, Cg007G245960, Cg007G245940	Np001G024370, Np001G024320, Np001G024410, Np006G332560
OG0000509	Cg001G024640	Np005G299470
OG0000510	Cg007G250480, Cg007G250500, Cg007G250460	Np002G116120
OG0000511	Cg001G026600	Np005G303470
OG0000511	Cg007G247860	Np002G120210
OG0000512	Cg001G017530	Np005G283790
OG0000513	Cg002G052890	Np001G056460
OG0000513	Cg002G061210	Np001G045750
OG0000513	Cg003G107510	Np003G152500
OG0000516	Cg001G039660	Np001G013740
OG0000521	Cg006G209950	Np004G204100
OG0000521	Cg003G085930	Np003G176230
OG0000521	Cg007G278940	Np002G073540
OG0000522	Cg006G212940	Np004G205820
OG0000522	Cg003G083570	Np003G178580
OG0000524	Cg004G123940	Np007G414900, Np005G309320
OG0000524	Cg008G312990	Np001G018020
OG0000525	Cg007G279230	Np002G073270
OG0000525	Cg006G228960	Np004G239210
OG0000525	Cg006G196190	Np004G192850
OG0000526	Cg002G059250	Np001G047600
OG0000527	Cg001G028730	Np005G306910
OG0000527	Cg001G028570	Np005G306770, Np005G305770, Np005G306900
OG0000530	Cg008G297320, Cg008G297430	Np007G422370, Np007G422270
OG0000532	Cg003G081940, Cg008G308940	Np006G330270
OG0000534	Cg007G248240, Cg007G248260, Cg007G248310, Cg007G248250	Np002G119620
OG0000535	Cg002G074680, Cg007G250270	Np002G117340
OG0000537	Cg003G094580, Cg003G079430	Np003G185370
OG0000538	Cg005G162230	Np006G326730, Np003G153770
OG0000539	Cg007G251010	Np001G000020
OG0000539	Cg005G176040	Np006G360600
OG0000540	Cg005G177500, Cg005G177490	Np006G360630
OG0000541	Cg005G177760	Np007G414370
OG0000541	Cg005G177620	Np006G360540
OG0000542	Cg008G296420	Np003G143150
OG0000542	Cg006G200890	Np004G198940
OG0000542	Cg004G117700	Np007G423250
OG0000543	Cg005G190410, Cg005G189960, Cg005G190420, Cg005G190000, Cg005G189950, Cg005G190430, Cg005G189990, Cg005G190400, Cg005G189970, Cg005G190020, Cg005G189980	Np006G365660, Np001G044830
OG0000544	Cg006G241110	Np004G254830, Np004G254780, Np004G254810
OG0000545	Cg007G275530	Np002G078500
OG0000545	Cg007G275520, Cg007G275510	Np002G078560
OG0000546	Cg004G152930, Cg004G152960, Cg004G152940	Np007G376380
OG0000547	Cg003G081950, Cg003G081930, Cg003G081960	Np003G181300
OG0000551	Cg003G112680	Np001G004080
OG0000551	Cg001G001200	Np005G261440
OG0000551	Cg008G290260	Np003G136120
OG0000552	Cg006G222430	Np004G230230
OG0000552	Cg005G175630, Cg002G044370	Np006G321880
OG0000554	Cg006G205560, Cg008G316540	Np001G042670
OG0000554	Cg007G248970	Np002G118220
OG0000555	Cg003G081530	Np003G182070
OG0000555	Cg007G253720	Np002G116570
OG0000556	Cg004G123180	Np007G415980
OG0000556	Cg008G311260, Cg008G309430	Np001G017160
OG0000556	Cg004G142770	Np007G387580
OG0000557	Cg002G046330	Np001G065760
OG0000557	Cg005G161030	Np006G325260
OG0000558	Cg005G164040, Cg005G164030, Cg004G144890	Np006G347620, Np006G353170, Np006G352480
OG0000559	Cg008G283670	Np003G127110
OG0000559	Cg008G284340	Np007G378410
OG0000560	Cg003G107170	Np003G152880
OG0000562	Cg004G121670	Np007G418000
OG0000562	Cg008G294850	Np003G141560
OG0000562	Cg008G306290	Np001G014270
OG0000564	Cg005G189600	Np006G365090
OG0000564	Cg005G189630, Cg005G189610, Cg005G189570	Np006G365100
OG0000564	Cg005G189640, Cg005G189660	Np006G365200, Np006G365080, Np006G365220
OG0000565	Cg008G295270	Np004G228620
OG0000565	Cg007G270450	Np002G085990
OG0000566	Cg008G300820	Np003G148600
OG0000566	Cg008G300980	Np003G148820
OG0000570	Cg004G117190	Np007G423940
OG0000571	Cg003G108460	Np003G151390
OG0000571	Cg006G237990, Cg006G238000	Np004G251280
OG0000572	Cg007G274000	Np002G080890, Np002G080880
OG0000574	Cg007G257570	Np005G297640, Np005G297620
OG0000575	Cg002G064200	Np001G043700, Np005G264060, Np002G091560
OG0000578	Cg006G235600	Np004G248330
OG0000578	Cg007G251220	Np002G114940
OG0000578	Cg007G270390	Np002G086070
OG0000579	Cg003G099410	Np003G165240
OG0000579	Cg001G042350	Np005G319570
OG0000581	Cg008G307570	Np001G041470, Np001G041530
OG0000582	Cg008G302230	Np003G150520
OG0000582	Cg005G180390	Np006G357920
OG0000582	Cg006G237680	Np004G250990
OG0000584	Cg001G012010	Np005G276330
OG0000585	Cg004G130730, Cg005G172160, Cg006G216450	Np007G402940, Np007G405290, Np006G342010, Np004G213180
OG0000586	Cg008G317030	Np001G042940
OG0000587	Cg014G331710, Cg003G077950	Np003G187920
OG0000587	Cg005G158850	Np006G322270
OG0000587	Cg006G244220	Np004G258420
OG0000588	Cg004G131080	Np007G404890
OG0000588	Cg005G163370	Np006G328260
OG0000588	Cg006G196360	Np004G193210
OG0000589	Cg003G107490	Np003G152530
OG0000589	Cg002G061190, Cg002G061200	Np001G045760
OG0000590	Cg006G243560	Np001G014720, Np001G014510
OG0000592	Cg006G201250	Np004G199190
OG0000592	Cg004G134690	Np007G393760
OG0000592	Cg006G227950	Np004G237800
OG0000593	Cg007G253070	Np006G358690
OG0000595	Cg002G063260	Np001G044160
OG0000597	Cg005G175670	Np006G348250, Np006G354670, Np006G354370, Np006G348650, Np006G347920, Np006G352790
OG0000600	Cg003G104060	Np003G157370
OG0000600	Cg001G011170	Np005G275230
OG0000601	Cg008G295790	Np003G142410
OG0000601	Cg001G039300	Np005G315020
OG0000601	Cg002G067730	Np001G018800
OG0000602	Cg008G284060	Np003G127540
OG0000602	Cg002G053370	Np001G056000
OG0000604	Cg002G043840	Np006G321040
OG0000604	Cg001G015890	Np005G281430
OG0000605	Cg007G274490	Np002G079850
OG0000605	Cg007G274500	Np002G079860
OG0000606	Cg004G132340	Np005G282160, Np007G390220
OG0000606	Cg007G281550	Np002G070400
OG0000606	Cg006G197370	Np004G194450
OG0000607	Cg004G135710	Np007G395540
OG0000607	Cg004G151620	Np007G377870
OG0000607	Cg001G006330	Np005G264180
OG0000608	Cg002G048620	Np001G062510
OG0000608	Cg002G048590	Np001G062520
OG0000608	Cg002G048600	Np001G062500
OG0000612	Cg006G235910, Cg005G164120	Np006G329550
OG0000613	Cg004G117600	Np007G423380
OG0000613	Cg001G038460	Np005G314130
OG0000613	Cg003G100850	Np003G161660
OG0000614	Cg003G083720, Cg003G083730	Np003G135180
OG0000615	Cg004G154140	Np007G375040
OG0000615	Cg001G003930	Np005G267750
OG0000615	Cg002G055630	Np001G052920
OG0000616	Cg003G108360	Np003G151580
OG0000617	Cg014G331930, Cg003G077690, Cg014G331920, Cg003G077700	Np003G187360, Np003G187350
OG0000617	Cg014G332730, Cg003G076870	Np003G188770
OG0000618	Cg007G279240	Np002G073260
OG0000618	Cg001G013140	Np005G277620
OG0000619	Cg002G053130	Np001G056250
OG0000620	Cg006G227500	Np004G237240
OG0000620	Cg007G274540	Np002G079810
OG0000621	Cg003G080980	Np003G182900
OG0000621	Cg001G035510, Cg007G255970	Np005G311230
OG0000622	Cg005G192750	Np002G118950
OG0000625	Cg004G117350	Np007G423770
OG0000626	Cg007G246760, Cg007G246730, Cg007G246740	Np002G122710
OG0000626	Cg007G246710	Np002G122760
OG0000627	Cg007G266770	Np005G278900
OG0000627	Cg003G102720	Np003G159680
OG0000628	Cg007G278590	Np002G074230
OG0000628	Cg004G135400, Cg006G208420	Np004G204410, Np007G385740, Np007G394910, Np007G382110, Np006G331000
OG0000630	Cg001G037900	Np005G313020
OG0000632	Cg003G076000, Cg002G045850	Np003G189800, Np006G324480
OG0000633	Cg002G066750	Np007G375870, Np003G164740, Np007G384960
OG0000633	Cg007G281520	Np002G070420
OG0000634	Cg003G106960, Cg003G106970, Cg003G106980	Np002G114880, Np002G114820, Np003G153190, Np004G230990, Np003G153200
OG0000635	Cg005G176520	Np006G347940, Np006G352750
OG0000635	Cg007G251250, Cg005G175120	Np006G355290
OG0000636	Cg008G286670	Np003G131030
OG0000636	Cg005G180860, Cg008G286680, Cg008G286690	Np003G131040
OG0000639	Cg001G021660, Cg001G025660	Np005G271880
OG0000640	Cg006G225210, Cg003G114790	Np001G001230
OG0000640	Cg006G225230	Np004G234680, Np002G111760
OG0000641	Cg004G138830	Np007G382170
OG0000641	Cg004G138840	Np007G382190
OG0000642	Cg001G039230, Cg001G039250, Cg001G039260	Np005G315000
OG0000642	Cg001G039280, Cg001G039290	Np005G315010
OG0000645	Cg001G028030	Np005G305900
OG0000646	Cg002G068200	Np001G019030
OG0000646	Cg004G117060	Np007G424180
OG0000647	Cg008G283720	Np005G273460, Np007G400560, Np007G413120, Np007G401620, Np010G435200, Np010G435170, Np010G435210
OG0000648	Cg007G250430, Cg002G043950	Np001G069150, Np002G105630, Np006G367970
OG0000649	Cg006G207250	Np004G203870
OG0000649	Cg006G225590	Np004G235080
OG0000649	Cg007G276770	Np002G076880
OG0000650	Cg008G323240	Np001G036540
OG0000650	Cg008G323250	Np001G036510, Np001G036520
OG0000652	Cg008G303080, Cg008G303060, Cg008G303090	Np001G010480
OG0000653	Cg008G301300	Np003G149180
OG0000654	Cg003G106900, Cg003G106910, Cg003G107260	Np003G153660, Np003G152780, Np003G153740
OG0000658	Cg008G306770, Cg002G052670, Cg002G070930	Np001G014790, Np001G020800, Np001G056790
OG0000659	Cg001G011140, Cg003G104130	Np007G372940, Np005G289090, Np005G275190, Np003G157310
OG0000660	Cg006G238730	Np004G252140
OG0000660	Cg002G060220	Np001G046620
OG0000660	Cg003G106780	Np003G153480
OG0000661	Cg005G175080	Np005G310030, Np002G115440, Np006G355350
OG0000662	Cg008G296140	Np003G142770
OG0000662	Cg004G117510	Np007G423510
OG0000662	Cg008G296150	Np003G142780
OG0000663	Cg007G267970	Np002G090300
OG0000663	Cg006G219810	Np004G209560
OG0000663	Cg007G267960	Np002G090310
OG0000665	Cg002G071770	Np001G021930
OG0000667	Cg002G064320	Np001G044500, Np001G044550
OG0000669	Cg005G161680	Np006G325980
OG0000669	Cg002G075620	Np001G027970
OG0000670	Cg001G017300	Np005G283460
OG0000671	Cg001G038980, Cg001G038990	Np005G314670, Np001G041910, Np005G314680
OG0000672	Cg005G172330	Np006G342630
OG0000672	Cg006G217430	Np004G212370
OG0000673	Cg002G072930	Np001G023400, Np001G023380
OG0000674	Cg006G243600	Np004G257640
OG0000674	Cg005G158060	Np006G321110
OG0000674	Cg014G331360, Cg003G078290	Np003G186810
OG0000675	Cg006G229960	Np006G356050, Np004G240330
