Orthogroup	Cochlearia_excelsa	Cardamine_glauca
OG0000392	g11364	Cg002G056570
OG0000396	g10425	Cg001G030810, Cg002G069030
OG0000396	g4323	Cg002G069060
OG0000398	g12228, g12223	Cg008G310730
OG0000398	g27985, g54333	Cg004G129510, Cg008G309090, Cg006G195010
OG0000400	g50668	Cg008G320060, Cg005G159260, Cg004G145190
OG0000403	g44123	Cg007G250680
OG0000403	g44131, g44135, g17396	Cg007G250640
OG0000405	g24714	Cg007G259010
OG0000406	g5012, g5008	Cg008G297220
OG0000406	g12661	Cg004G118250
OG0000408	g50999, g51010, g51011	Cg005G189700
OG0000411	g13575	Cg004G145680
OG0000411	g23976, g17311	Cg001G019000
OG0000412	g28489	Cg003G101880
OG0000412	g47623	Cg001G013500
OG0000412	g36484	Cg006G198710
OG0000412	g11899	Cg004G137580
OG0000413	g12238	Cg001G014360, Cg003G104010
OG0000414	g50367	Cg006G220700
OG0000415	g4813, g4802	Cg008G292540
OG0000416	g37911	Cg005G174990, Cg005G174850
OG0000416	g49506, g50636	Cg006G240670
OG0000419	g53832	Cg008G310850, Cg008G309170
OG0000422	g49629, g49628	Cg001G020210, Cg006G236580
OG0000422	g27081	Cg006G236590
OG0000423	g12212	Cg007G273210
OG0000423	g27989, g54339	Cg006G195220, Cg004G129870
OG0000425	g36594, g54279	Cg006G196760, Cg004G145250, Cg004G145230, Cg004G145240
OG0000425	g13131	Cg004G127770
OG0000426	g14467	Cg006G210120
OG0000427	g43972, g18058, g26185	Cg004G145850, Cg007G279320
OG0000429	g598	Cg008G305090
OG0000429	g45564, g29450	Cg008G291690
OG0000429	g23276	Cg001G008100
OG0000430	g6127	Cg004G152450
OG0000431	g44045	Cg007G251970
OG0000431	g27100	Cg006G235970
OG0000431	g31232	Cg006G235980
OG0000432	g39358	Cg003G099400
OG0000432	g47588, g17129, g23688	Cg001G014130
OG0000433	g18132, g16748	Cg008G318280
OG0000433	g16614	Cg008G318270
OG0000435	g46992, g26157, g46989	Cg006G224010
OG0000436	g28563	Cg003G104180
OG0000437	g16334	Cg006G211920, Cg006G211880
OG0000437	g32687	Cg006G211940
OG0000438	g40411	Cg003G081140
OG0000439	g49529	Cg006G240170
OG0000439	g2023	Cg002G047030
OG0000439	g51246	Cg005G175260
OG0000440	g12773	Cg004G118560
OG0000440	g17878, g12639	Cg004G118580
OG0000440	g36390	Cg004G118570
OG0000441	g12084, g12086, g12087, g12083	Cg004G132880
OG0000446	g353	Cg003G110320
OG0000446	g27266	Cg006G231520
OG0000447	g7121	Cg004G131200
OG0000447	g50489, g32357	Cg006G218040
OG0000448	g40670	Cg008G324500
OG0000448	g10911	Cg008G324490
OG0000449	g19571	Cg002G061250
OG0000449	g1293, g28780, g41309	Cg003G107590
OG0000449	g19572	Cg002G061240
OG0000449	g41304	Cg003G107580
OG0000453	g54240	Cg005G177990
OG0000454	g890	Cg003G099450
OG0000454	g41237	Cg003G099460
OG0000456	g5590	Cg005G187000
OG0000457	g16865, g5308	Cg008G292890
OG0000457	g28417, g28418	Cg001G040480
OG0000461	g51663	Cg005G168760
OG0000461	g49273	Cg006G245460
OG0000461	g30720, g1438	Cg006G245470
OG0000462	g36218, g36226, g36221, g6231	Cg006G210000
OG0000463	g11422	Cg002G060360
OG0000463	g11421	Cg002G060460, Cg002G060450
OG0000468	g19139, g11288	Cg002G051880
OG0000468	g37303	Cg005G167330
OG0000471	g50497	Cg006G217710
OG0000471	g50496	Cg006G217740, Cg006G217720, Cg006G217730, Cg006G217690
OG0000472	g46683, g46681	Cg001G040820
OG0000472	g18100	Cg001G040810, Cg001G040800
OG0000474	g502, g2678, g19454, g19442, g9989	Cg008G303420
OG0000475	g45250	Cg006G233150, Cg006G233130
OG0000481	g24644	Cg001G029300, Cg003G087600
OG0000483	g39375	Cg003G102670
OG0000487	g12606, g30872, g12810, g7774, g7765	Cg004G120040, Cg005G173270, Cg006G241950
OG0000489	g31982, g32989	Cg004G121500, Cg004G121510
OG0000489	g25938, g25526, g44791, g44879, g17389, g25525	Cg003G094350, Cg003G079680
OG0000492	g1343, g1338, g43635	Cg003G103830
OG0000497	g11659, g23500	Cg008G309780, Cg008G311600
OG0000497	g1698, g52938	Cg008G309770
OG0000497	g35860, g43698	Cg006G209790
OG0000497	g53738	Cg006G209780
OG0000498	g28420, g918	Cg003G100300
OG0000498	g23591	Cg001G012780, Cg006G218710
OG0000499	g24192	Cg001G022510
OG0000499	g12179	Cg004G130580
OG0000500	g11013	Cg008G321810
OG0000500	g18472	Cg008G321740
OG0000501	g32899	Cg006G209830
OG0000501	g2874	Cg004G151200, Cg002G060780
OG0000504	g37317	Cg008G283420
OG0000504	g13045, g12397, g7487	Cg004G125100
OG0000505	g10041	Cg008G304760, Cg008G304720, Cg008G304710
OG0000506	g29695	Cg008G286990
OG0000506	g44625, g16494, g45982	Cg007G272280
OG0000508	g37276	Cg005G170330
OG0000509	g24336	Cg001G024650
OG0000510	g44132, g41019, g41018	Cg007G250480, Cg007G250500
OG0000510	g44133	Cg007G250460
OG0000511	g17679	Cg001G026600
OG0000511	g40900	Cg007G247860
OG0000512	g17267	Cg001G017530
OG0000512	g23904	Cg001G017520
OG0000512	g24586, g23899, g23901	Cg002G068470
OG0000512	g23902	Cg001G017510
OG0000513	g19186	Cg002G052890
OG0000513	g2921	Cg002G061210
OG0000516	g43009	Cg001G039660
OG0000520	g1879	Cg002G045640
OG0000521	g32883, g27873	Cg006G209950
OG0000521	g40242	Cg003G085930
OG0000522	g50671, g32646	Cg006G212940
OG0000522	g50679	Cg006G212930
OG0000523	g32310, g32311, g32309	Cg006G218660
OG0000524	g37932, g37940, g12429	Cg004G123940
OG0000525	g46461	Cg007G279230
OG0000525	g27359	Cg006G228960
OG0000525	g36635	Cg006G196190
OG0000526	g2744	Cg002G059250
OG0000526	g19502	Cg002G059300
OG0000526	g2743	Cg002G059290, Cg002G059270
OG0000532	g32454	Cg008G308940
OG0000533	g18305	Cg001G001030
OG0000535	g40981	Cg002G074680, Cg007G250270
OG0000535	g10730	Cg002G074710
OG0000537	g45190	Cg003G094580, Cg003G079430
OG0000537	g12972	Cg004G123580
OG0000538	g52123	Cg005G162220
OG0000539	g8	Cg007G251010
OG0000540	g37885	Cg005G177480
OG0000540	g51161, g51163	Cg005G177500, Cg005G177490
OG0000541	g51136	Cg005G177760
OG0000541	g46875	Cg005G177620
OG0000542	g5064, g45719	Cg008G296420
OG0000543	g50674, g6257, g6276, g3083, g6273, g6259, g38385	Cg005G190410, Cg005G189960, Cg005G190420, Cg005G190000, Cg005G189950, Cg005G190430, Cg005G189990, Cg005G190400, Cg005G189970, Cg005G190020, Cg005G189980
OG0000545	g44484	Cg007G275530
OG0000546	g6101	Cg004G152970, Cg004G152950, Cg004G152920, Cg004G152930, Cg004G152960, Cg004G152940
OG0000547	g45202, g45181	Cg003G081950, Cg003G081930, Cg003G081960
OG0000551	g206	Cg003G112680
OG0000551	g5442	Cg008G290260
OG0000552	g2664, g24348, g37712, g50813	Cg006G222430
OG0000554	g40964	Cg007G248970
OG0000555	g25667	Cg003G081530
OG0000556	g11687	Cg004G142770
OG0000557	g1926	Cg002G046330
OG0000557	g52194	Cg005G161030
OG0000557	g16296	Cg005G161040
OG0000558	g45137, g6394, g37094, g37077, g37420	Cg005G164040, Cg005G164030, Cg004G144890
OG0000559	g5764	Cg008G283670
OG0000559	g45334	Cg008G284340
OG0000560	g28744, g39227	Cg003G107170
OG0000561	g9727	Cg008G302100, Cg003G090310, Cg003G095750, Cg003G113090, Cg003G113110
OG0000562	g12524, g12903	Cg004G121670
OG0000562	g29300, g5178	Cg008G294850
OG0000562	g4833	Cg008G306290
OG0000564	g54035	Cg001G008860
OG0000564	g51022, g51021	Cg005G189640, Cg005G189660
OG0000565	g18012	Cg008G295270
OG0000566	g41560	Cg008G300820
OG0000566	g41399	Cg008G300980
OG0000567	g13274	Cg008G292520
OG0000570	g7906	Cg004G117190
OG0000571	g830	Cg003G108460
OG0000571	g31103, g31105	Cg006G237990, Cg006G238000
OG0000572	g53091	Cg007G274000
OG0000573	g1437	Cg007G250770, Cg007G250800
OG0000574	g21420, g15759	Cg007G257570
OG0000578	g31250	Cg006G235600
OG0000578	g44098	Cg007G251220
OG0000578	g49727	Cg006G221520
OG0000579	g23738	Cg001G042350, Cg001G015010
OG0000581	g13025, g2527, g7507	Cg004G124880, Cg004G124890
OG0000582	g797	Cg008G302230
OG0000582	g40099	Cg005G180390
OG0000584	g23547	Cg001G012010
OG0000585	g32425, g51449, g37082, g7149	Cg004G130730, Cg005G172160, Cg006G216450
OG0000586	g18462	Cg008G317030
OG0000587	g45222	Cg014G331710, Cg003G077950
OG0000587	g50800	Cg005G158850
OG0000588	g12159	Cg004G131080
OG0000588	g51276, g52074	Cg005G163370
OG0000588	g54285	Cg006G196360
OG0000589	g1289, g41302	Cg003G107490
OG0000589	g2922	Cg002G061190, Cg002G061200
OG0000590	g12549	Cg006G243560
OG0000591	g16963	Cg001G009410
OG0000591	g31850	Cg002G057870
OG0000592	g6901	Cg004G134690
OG0000592	g50029, g27399, g31749	Cg006G227950
OG0000593	g25927	Cg001G026500
OG0000593	g13347	Cg007G253070
OG0000595	g19605	Cg002G063260
OG0000596	g39380	Cg003G102460
OG0000599	g4465, g28112, g2282	Cg005G181640
OG0000600	g17007, g23476	Cg001G011170
OG0000601	g5112, g45694	Cg008G295790
OG0000601	g16898	Cg001G039300
OG0000602	g5741	Cg008G284060
OG0000602	g19206	Cg002G053370
OG0000602	g12391, g7465, g13062	Cg004G125440
OG0000604	g11148, g37743	Cg002G043840
OG0000605	g44550	Cg007G274490
OG0000605	g46114, g44551	Cg007G274500
OG0000606	g54263, g36563	Cg006G197370
OG0000607	g6843	Cg004G135710
OG0000607	g23142	Cg001G006330
OG0000612	g37413	Cg005G164120
OG0000613	g12753	Cg004G117600
OG0000613	g18086	Cg001G038460
OG0000614	g5483, g5477, g5478, g5481	Cg003G083720, Cg003G083730
OG0000615	g47953, g22949, g18248	Cg001G003930
OG0000617	g25435	Cg014G331930, Cg003G077690, Cg014G331920, Cg003G077700
OG0000617	g39480	Cg014G332730, Cg003G076870
OG0000618	g46462	Cg007G279240
OG0000618	g23624	Cg001G013140
OG0000619	g38064	Cg005G169350, Cg005G169330
OG0000619	g19197, g2358	Cg002G053130
OG0000620	g27410, g50047	Cg006G227500
OG0000620	g44549, g46124	Cg007G274540
OG0000621	g25662	Cg003G080980
OG0000621	g46832	Cg001G035510, Cg007G255970
OG0000626	g44259	Cg007G246710
OG0000627	g23678	Cg007G266770
OG0000627	g47594	Cg001G013990
OG0000628	g46398	Cg007G278590
OG0000628	g11992	Cg004G135400
OG0000628	g13318	Cg006G208420
OG0000632	g18715, g1892, g37597	Cg003G076000, Cg002G045850
OG0000633	g31589	Cg006G230570
OG0000634	g50687, g39240	Cg003G106960, Cg003G106970
OG0000635	g51197, g37897	Cg005G176520
OG0000636	g45438	Cg008G286670
OG0000636	g29704	Cg005G180860, Cg008G286680, Cg008G286690
OG0000640	g44684, g44686	Cg006G225210
OG0000641	g13399	Cg004G138830
OG0000641	g11857	Cg004G138840
OG0000642	g46703, g46704	Cg001G039230, Cg001G039250, Cg001G039260
OG0000642	g37779	Cg001G039280, Cg001G039290
OG0000645	g16321, g17740	Cg001G027980, Cg002G058030, Cg001G028010
OG0000645	g24549	Cg001G028030
OG0000646	g10368	Cg002G068200
OG0000646	g12697	Cg004G117060
OG0000647	g29845, g12395, g7477	Cg008G283720
OG0000648	g18725, g18726, g18727, g18724	Cg007G250430, Cg002G043950
OG0000649	g53982	Cg006G207250
OG0000649	g50135	Cg006G225590
OG0000649	g46253	Cg007G276770
OG0000650	g43973	Cg008G323250
OG0000652	g484, g485, g9960	Cg008G303080, Cg008G303060, Cg008G303090
OG0000653	g740	Cg008G301300
OG0000655	g11478, g30353, g42069, g15723, g38784, g11477, g34951, g32723, g27501, g37433, g37431, g37432, g52863, g29309, g19266, g23172, g31689, g4123, g633, g23353, g52862, g51248, g14952, g29956, g30352, g26800, g34947, g27315, g48841, g53799, g24310, g8621, g42073, g31974, g24409, g23553, g44765, g15602, g31973, g34361, g14953, g26293, g13114, g8625, g41015, g34929, g9623, g21112, g42070, g48840, g27322, g26799	Cg008G312870
OG0000658	g10133, g4789	Cg008G306770, Cg002G052670, Cg002G070930
OG0000660	g27009	Cg006G238730
OG0000660	g2820, g11418	Cg002G060220
OG0000660	g39246	Cg003G106780
OG0000661	g51258, g51261, g39834	Cg005G175080
OG0000662	g5081	Cg008G296140
OG0000662	g6216, g7879	Cg004G117510
OG0000663	g44868	Cg007G267970
OG0000663	g32229	Cg006G219810
OG0000663	g44869	Cg007G267960
OG0000665	g1443	Cg002G071770
OG0000666	g17009	Cg006G199060, Cg001G011240, Cg006G199070
OG0000669	g52160, g37530	Cg005G161680
OG0000669	g13190	Cg004G129440
OG0000669	g10812	Cg002G075620
OG0000671	g28292, g22608, g22602, g46709	Cg001G038980, Cg001G038990
OG0000672	g37974	Cg005G172330
OG0000672	g23019	Cg001G005000
OG0000672	g32394	Cg006G217430
OG0000673	g38393	Cg005G190050
OG0000674	g30793	Cg006G243600
OG0000674	g50833, g37733	Cg005G158060
OG0000674	g39558	Cg014G331360, Cg003G078290
OG0000675	g31625, g49954, g51289	Cg006G229960
OG0000677	g50336	Cg006G221400, Cg006G221380, Cg006G221390, Cg006G221370
OG0000677	g50338	Cg006G221350
OG0000678	g1972	Cg006G214830, Cg006G214880, Cg006G214860, Cg006G214850
OG0000679	g42765, g14391, g53443, g24935	Cg003G087780
OG0000682	g14429, g53126	Cg006G202670
OG0000685	g47697	Cg001G011050
OG0000685	g23710	Cg001G014490
OG0000686	g47857	Cg001G006490
OG0000687	g17578	Cg001G024670
OG0000687	g37589	Cg005G160620
OG0000688	g1520, g1518	Cg002G074580
OG0000689	g40273, g32732	Cg006G223150, Cg006G210940, Cg003G084980
OG0000692	g18931	Cg002G047610, Cg002G047600
OG0000692	g1998	Cg002G047590
OG0000693	g19066	Cg002G050630
OG0000693	g37337	Cg005G166320
OG0000694	g50998	Cg005G189730
OG0000695	g41726, g6247, g40992	Cg006G202130, Cg006G202150, Cg007G249860
OG0000697	g36466, g36467	Cg006G198940
OG0000698	g47464	Cg004G125010
OG0000699	g25848	Cg001G035790
OG0000700	g37868, g37867, g37860	Cg005G177830
OG0000702	g45660, g29306	Cg008G294680
OG0000702	g10477	Cg002G070800
OG0000702	g7936	Cg004G116410
OG0000703	g29827	Cg008G284440
OG0000703	g2392	Cg002G053740
OG0000704	g17405, g24115	Cg001G020990
OG0000706	g587	Cg008G304870, Cg008G304860
OG0000706	g9735	Cg003G112850
OG0000707	g44848	Cg002G055970
OG0000708	g27159	Cg006G234380
OG0000709	g29021	Cg008G298180
OG0000710	g31477	Cg006G232190
OG0000711	g36985	Cg006G243760
OG0000712	g12937	Cg004G122720
OG0000714	g41820	Cg007G266550
OG0000716	g19482	Cg001G035590
OG0000716	g46826, g46814	Cg001G035630, Cg001G035640
OG0000718	g7358	Cg004G127540
OG0000719	g28768	Cg003G107520
OG0000719	g49733, g14247	Cg001G029040
OG0000720	g1754	Cg002G044040
OG0000720	g39542	Cg014G331600, Cg003G078090
OG0000721	g6993	Cg004G133230
OG0000722	g45812	Cg007G270140
OG0000722	g31518	Cg006G231610
OG0000723	g18529	Cg008G305990
OG0000723	g4864	Cg008G306000
OG0000724	g19102, g2219	Cg007G268070
OG0000726	g18445, g18444	Cg008G311850, Cg008G306710, Cg002G066420
OG0000726	g51076	Cg004G142450, Cg005G190590, Cg005G191890, Cg005G191900
OG0000728	g29070	Cg008G299090
OG0000728	g29071	Cg008G299110
OG0000730	g10673	Cg002G074010
OG0000730	g31492	Cg006G231930
OG0000732	g23718	Cg001G014590
OG0000732	g11321	Cg002G053890
OG0000733	g43317, g53596	Cg001G029600
OG0000735	g28538	Cg003G103340
OG0000736	g45529, g29507	Cg008G290670
OG0000736	g38503	Cg005G192530
OG0000736	g22748	Cg001G001710
OG0000737	g38444	Cg005G191560
OG0000738	g51327	Cg005G173620
OG0000741	g36715	Cg006G194800
OG0000749	g10608	Cg006G232590
OG0000749	g32196	Cg006G220250
OG0000750	g40831	Cg003G087530, Cg001G025700
OG0000752	g18564	Cg008G304630
OG0000752	g29481	Cg008G291200
OG0000753	g53790	Cg006G205300, Cg006G205270
OG0000754	g28181	Cg006G206090
OG0000754	g42706	Cg004G147380
OG0000754	g42720, g42742	Cg008G317070
OG0000755	g25545	Cg003G093960, Cg003G080030
OG0000756	g47929	Cg001G004510
OG0000757	g37224	Cg002G052790, Cg005G168880
OG0000758	g46550	Cg007G280560
OG0000758	g39816	Cg005G174590
OG0000758	g31624	Cg006G229970
OG0000759	g26999	Cg006G239020
OG0000760	g51911	Cg005G165490
OG0000760	g19031	Cg005G165570
OG0000762	g5942	Cg004G156220
OG0000763	g27997, g54354, g36680	Cg006G195580
OG0000763	g36679	Cg006G195570
OG0000764	g28045, g28051	Cg006G198640, Cg006G199090
OG0000765	g1550, g2438, g2440, g2441	Cg002G054830, Cg008G311840, Cg008G315080
OG0000772	g10410	Cg002G069280
OG0000773	g44749	Cg006G221120, Cg007G269990, Cg002G069900
OG0000774	g47581	Cg001G014380
OG0000774	g6414	Cg004G142810
OG0000776	g37342	Cg005G166180
OG0000776	g13022, g7512	Cg004G124820, Cg004G126990
OG0000777	g39401	Cg003G102020
OG0000778	g5274	Cg008G293530
OG0000779	g17303, g47419	Cg001G018640
OG0000779	g25660	Cg003G081040
OG0000780	g22739	Cg001G001620
OG0000780	g38506	Cg005G192490
OG0000780	g29511	Cg008G290580
OG0000781	g37478, g38223	Cg005G161950
OG0000781	g37524	Cg005G161940
OG0000783	g772	Cg008G301820
OG0000783	g29397	Cg002G064100
OG0000784	g807	Cg008G302400
OG0000785	g18150	Cg001G007050
OG0000785	g29776	Cg008G285560
OG0000786	g432	Cg003G108880
OG0000786	g9918	Cg003G108890
OG0000788	g3012	Cg002G062390
OG0000789	g44317	Cg007G280200
OG0000789	g13146	Cg006G194100
OG0000790	g36677	Cg006G195640, Cg006G195620
OG0000790	g36678	Cg006G195610
OG0000794	g51082, g51084	Cg005G179140, Cg005G179150
OG0000796	g4059	Cg001G018910
OG0000798	g24266, g17563, g47178	Cg001G023620, Cg001G024420
OG0000800	g41234	Cg002G073650
OG0000801	g29782	Cg008G285490
OG0000801	g29780	Cg008G285510
OG0000801	g13101	Cg004G126190
OG0000802	g10953	Cg008G323490
OG0000803	g47325	Cg001G020920
OG0000803	g17401	Cg001G020930
OG0000805	g17702	Cg004G139450
OG0000806	g18426	Cg008G319250
OG0000807	g37537	Cg005G161560
OG0000807	g7952	Cg004G116160
OG0000808	g39999	Cg005G178330
OG0000808	g19564, g2880	Cg002G060860
OG0000808	g1260	Cg003G106930
OG0000809	g32151, g50360, g27587	Cg006G220900
OG0000810	g36472	Cg006G198980
OG0000811	g16691, g44674, g41257	Cg002G069880
OG0000812	g53541	Cg005G180940
OG0000813	g6955	Cg004G133780
OG0000814	g28789, g41316, g41317, g41315, g862, g860	Cg003G107820, Cg003G085970
OG0000818	g2629	Cg002G057590
OG0000818	g47643	Cg001G012930
OG0000818	g40738	Cg007G245560
OG0000819	g12365	Cg004G126210
OG0000819	g2161	Cg002G050070
OG0000821	g1309	Cg003G098580
OG0000823	g40691, g10891	Cg008G324800
OG0000823	g47213	Cg001G023440
OG0000824	g32658, g27798	Cg006G212730
OG0000824	g40312	Cg003G083770
OG0000825	g1837	Cg002G045150
OG0000825	g52299, g37652	Cg005G159470
OG0000826	g19425	Cg008G321150
OG0000826	g52166, g37548	Cg005G161390
OG0000827	g985	Cg003G102230
OG0000827	g47835, g5823	Cg008G282540
OG0000828	g51317, g51340, g51316	Cg005G173600, Cg005G173850, Cg003G097070
OG0000829	g45753	Cg008G297830
OG0000831	g27461	Cg006G225520, Cg006G225530
OG0000833	g7141	Cg004G130960
OG0000834	g6862	Cg004G135270
OG0000834	g35772, g23450, g25571, g23449, g28089	Cg006G200740
OG0000835	g11975, g6829	Cg004G135790
OG0000835	g36401	Cg006G200030
OG0000837	g27166	Cg006G234310
OG0000838	g52396, g52380	Cg008G308160
OG0000844	g7481	Cg004G125230
OG0000844	g29846, g5767	Cg008G283640
OG0000846	g18149, g23193	Cg001G007070, Cg008G300000, Cg002G062540
OG0000847	g29549	Cg008G290080
OG0000847	g219	Cg003G112490
OG0000848	g49348	Cg001G033730, Cg006G244290
OG0000849	g1795	Cg002G044730
OG0000850	g18713	Cg002G045440
OG0000851	g52005	Cg005G164180
OG0000851	g2106	Cg002G048830
OG0000852	g28951, g25653, g40413	Cg003G081090
OG0000853	g25495	Cg003G094800
OG0000854	g37834, g40042	Cg005G178980
OG0000855	g11395, g2757	Cg002G059040
OG0000855	g340	Cg003G110450
OG0000857	g14408, g6195	Cg008G317780, Cg002G066130
OG0000857	g19417	Cg002G057800
OG0000861	g41660, g41683, g41662, g41633, g36966, g36993, g36967	Cg008G295830
OG0000868	g45455, g5591, g29666	Cg008G287420
OG0000868	g12305, g7345, g13126	Cg004G127670
OG0000869	g47214, g17532	Cg008G324790
OG0000870	g50492, g50452	Cg006G218420
OG0000871	g7867	Cg004G117640
OG0000871	g18093	Cg001G038170
OG0000872	g39803	Cg005G174170
OG0000875	g31012	Cg006G239610
OG0000877	g37254	Cg005G162200
OG0000883	g7738, g12824, g12583	Cg004G120520, Cg001G005560
OG0000884	g32204, g27609	Cg006G220070
OG0000885	g50244	Cg006G223510
OG0000885	g17066, g23580	Cg001G012610
OG0000886	g37044	Cg008G318350
OG0000888	g11209, g1980, g18951	Cg002G047840
OG0000888	g52055	Cg005G163520
OG0000889	g2212, g19095	Cg002G051090
OG0000890	g2336, g19181	Cg002G052850
OG0000890	g51643	Cg005G169010
OG0000891	g32036, g27518	Cg006G223520
OG0000892	g602	Cg008G305220
OG0000893	g18572	Cg008G303820, Cg008G303810
OG0000898	g28026	Cg006G197730
OG0000900	g49875	Cg006G232460
OG0000900	g31459, g53611	Cg006G232450
OG0000901	g2658, g2672, g24339, g17581	Cg001G024700
OG0000902	g5640, g29730	Cg008G286220
OG0000902	g12349	Cg004G126600
OG0000903	g29451	Cg008G291670
OG0000903	g46806	Cg002G062240, Cg002G062220
OG0000904	g45532	Cg008G290810
OG0000904	g23312	Cg001G008880
OG0000905	g29506	Cg008G290680
OG0000906	g18661	Cg003G112910
OG0000906	g29526	Cg008G290420
OG0000907	g24176, g17469	Cg001G022170
OG0000907	g40587, g10964	Cg008G323080
OG0000908	g22696	Cg001G001080, Cg004G121360, Cg005G193190
OG0000909	g50312	Cg006G221900
OG0000910	g28800	Cg003G107900
OG0000910	g41318	Cg003G107890
OG0000911	g19649	Cg003G115090
OG0000911	g11359, g19349	Cg002G056130
OG0000912	g45240, g25475, g39592	Cg014G330920, Cg003G078630
OG0000912	g49396	Cg006G243400
OG0000913	g50285, g44694	Cg006G222560, Cg007G271050
OG0000915	g2397	Cg002G053780
OG0000915	g37165	Cg005G170130
