Orthogroup	Noccaea_praecox	Alyssum_gmelinii
OG0004332	Np001G0668700, Np006G3239100	Ag003G0317500
OG0004333	Np003G1778900	Ag003G0355300
OG0004333	Np006G3265400	Ag003G0355500
OG0004334	Np006G3274500	Ag003G0368800
OG0004336	Np006G3278800	Ag003G0375000
OG0004337	Np001G0329900	Ag037G4130800, Ag016G2322000
OG0004338	Np001G0331500	Ag016G2318900, Ag037G4135200
OG0004339	Np001G0333000	Ag037G4136900, Ag016G2317200
OG0004340	Np007G4180600	Ag014G1843100
OG0004341	Np007G4177600	Ag014G1847700
OG0004341	Np001G0572900	Ag014G1847800
OG0004342	Np007G4166100	Ag014G1859500
OG0004343	Np007G4165200	Ag014G1861200
OG0004345	Np007G4125400	Ag014G1907100
OG0004346	Np007G4106200	Ag014G1929900
OG0004347	Np007G4097900	Ag014G1941000
OG0004348	Np007G4094200	Ag014G1943600
OG0004349	Np007G4088200	Ag014G1951900
OG0004350	Np007G4080500	Ag014G1960900, Ag014G1960800
OG0004351	Np007G4075300	Ag014G1967300
OG0004352	Np007G4065900	Ag014G1974500
OG0004354	Np007G4059300	Ag014G1987900
OG0004355	Np007G4049900	Ag014G2001000, Ag014G2000700, Ag014G2000900, Ag014G2000600
OG0004357	Np007G4039400	Ag014G2010900
OG0004358	Np007G4038900, Np002G0865500	Ag014G2011300
OG0004359	Np007G3902500	Ag014G2023500
OG0004360	Np007G3717400	Ag014G2038100, Ag014G2037900
OG0004361	Np007G3920400	Ag014G2048700
OG0004362	Np007G3947600	Ag014G2093000
OG0004363	Np007G3954200	Ag014G2101500
OG0004364	Np007G3968800	Ag014G2129500
OG0004366	Np011G4358900	Ag014G2156900
OG0004367	Np007G3806500	Ag027G3070700, Ag014G2170300
OG0004368	Np007G3808600	Ag014G2173300, Ag027G3068200
OG0004369	Np007G3811900	Ag014G2176600, Ag027G3064400
OG0004370	Np005G3124700	Ag061G5038400
OG0004371	Np005G3111800	Ag061G5043700
OG0004373	Np007G3854400	Ag027G3005200, Ag064G5101600
OG0004374	Np007G3843800	Ag027G3016800
OG0004375	Np007G3970400, Np007G3830900	Ag027G3039400
OG0004376	Np007G3823600	Ag027G3052200
OG0004377	Np007G3820500	Ag027G3054700
OG0004378	Np007G3820400	Ag027G3055000
OG0004379	Np007G3814900, Np007G3815000	Ag027G3059800
OG0004380	Np002G0993100	Ag036G4116300
OG0004381	Np002G0992600, Np003G1464800	Ag060G5005900, Ag034G3716700
OG0004382	Np001G0534900	Ag017G2425600
OG0004383	Np001G0533400	Ag017G2429500
OG0004384	Np004G2582800	Ag034G3667400
OG0004385	Np004G2569600	Ag034G3684700
OG0004387	Np004G2537700	Ag034G3722100
OG0004388	Np004G2515000	Ag034G3747700
OG0004389	Np004G2500500	Ag034G3765100, Ag034G3765200
OG0004392	Np004G2462100	Ag034G3815500
OG0004393	Np004G2452100	Ag034G3825600
OG0004394	Np004G2451400	Ag034G3827000
OG0004395	Np004G2448700	Ag034G3829500
OG0004396	Np004G2396300	Ag034G3903800
OG0004397	Np004G2339700	Ag034G4003400
OG0004398	Np004G2327300	Ag034G4014700
OG0004399	Np004G2319400	Ag034G4023900
OG0004400	Np002G0835200	Ag034G4042400
OG0004401	Np002G0855800	Ag034G4067500
OG0004402	Np002G0751200, Np001G0245300, Np001G0648400	Ag024G2849900, Ag002G0101500
OG0004403	Np002G1220700, Np005G3018400	Ag002G0140700, Ag002G0140800, Ag002G0138400
OG0004404	Np002G1074000, Np002G1074900	Ag002G0272100
OG0004405	Np002G1243900	Ag024G2891800
OG0004407	Np006G3625400	Ag011G1032400
OG0004408	Np005G2621500	Ag011G1059600
OG0004409	Np005G2686100	Ag011G1091400
OG0004410	Np005G2660200	Ag011G1135300
OG0004411	Np005G2633400	Ag011G1194600
OG0004412	Np006G3657600	Ag011G1198200, Ag019G2539300
OG0004413	Np005G2638500	Ag011G1206200
OG0004414	Np005G2640900	Ag011G1216500
OG0004415	Np005G2642000	Ag011G1219500, Ag011G1219400
OG0004416	Np005G2710000	Ag011G1230800
OG0004417	Np005G2716000	Ag011G1247700
OG0004418	Np005G2718500	Ag011G1256600
OG0004419	Np007G3850300	Ag064G5098400
OG0004420	Np004G2043000, Np004G2308500	Ag018G2451900
OG0004421	Np003G1882900	Ag019G2515400
OG0004422	Np003G1883400	Ag019G2516900, Ag019G2517000
OG0004423	Np005G2766100	Ag010G1024500
OG0004451	Np005G2844000	Ag093G5462400, Ag093G5463000, Ag033G3502900, Ag093G5462900, Ag025G2910600
OG0004452	Np003G1539900	Ag004G0658300
OG0004453	Np006G3345700	Ag039G4261300
OG0004454	Np007G3855400	Ag064G5102000, Ag055G4927500
OG0004455	Np001G0259100	Ag074G5271600, Ag035G4074800
OG0004456	Np003G1455900	Ag013G1341400
OG0004457	Np004G2556300	Ag013G1370900, Ag034G3913400, Ag034G3700900, Ag034G3700800
OG0004458	Np003G1440000	Ag013G1376300
OG0004459	Np005G2851200, Np005G2957600, Np005G2957500, Np001G0369000, Np001G0698700	Ag013G1389900, Ag031G3169900
OG0004460	Np003G1433100	Ag013G1392900
OG0004461	Np003G1427700	Ag013G1404300
OG0004462	Np003G1419900	Ag013G1422200
OG0004463	Np003G1417100	Ag013G1433800
OG0004464	Np007G3770100, Np001G0434600	Ag013G1444100, Ag044G4495200
OG0004465	Np003G1406100	Ag013G1459900
OG0004466	Np003G1402700	Ag013G1466400
OG0004468	Np003G1398100, Np007G3783000	Ag052G4843600, Ag033G3480200, Ag033G3495000, Ag077G5323900, Ag033G3514600, Ag013G1476400
OG0004469	Np003G1396300	Ag013G1480000
OG0004470	Np003G1392700	Ag013G1486000
OG0004471	Np003G1388900	Ag013G1490800
OG0004472	Np003G1385200	Ag031G3237900, Ag031G3237800, Ag014G1783400, Ag031G3239200, Ag013G1496400
OG0004473	Np001G0127600	Ag004G0541400
OG0004473	Np003G1377000	Ag013G1511300
OG0004474	Np003G1560400	Ag013G1514600
OG0004475	Np003G1371600	Ag013G1516800
OG0004476	Np003G1368500	Ag013G1523200
OG0004477	Np005G3059600, Np006G3376200	Ag039G4313100
OG0004478	Np003G1353000	Ag013G1548600
OG0004479	Np003G1342500	Ag013G1561400
OG0004480	Np003G1856100	Ag013G1574100, Ag039G4322400
OG0004481	Np003G1854400	Ag013G1575500
OG0004482	Np005G2812200	Ag025G2903900, Ag053G4872500, Ag013G1578200
OG0004484	Np006G3607900	Ag013G1594200
OG0004485	Np006G3586800	Ag013G1600700
OG0004486	Np006G3589100	Ag013G1602500
OG0004487	Np006G3503800, Np008G4283200	Ag013G1621600
OG0004488	Np006G3508000, Np006G3508600	Ag013G1623000
OG0004489	Np006G3521900	Ag013G1624600
OG0004490	Np006G3527500, Np006G3479600	Ag013G1633300
OG0004491	Np006G3476600	Ag013G1634900, Ag013G1634700
OG0004492	Np006G3532000, Np006G3475900	Ag013G1635400
OG0004494	Np006G3570700	Ag013G1659900, Ag013G1660100
OG0004495	Np006G3573000	Ag013G1667900
OG0004496	Np006G3576600	Ag013G1671300
OG0004497	Np007G4066100, Np009G4316300	Ag013G1675000
OG0004498	Np009G4319900, Np006G3452400	Ag013G1675700
OG0004499	Np001G0412600	Ag013G1678200
OG0004500	Np004G2560300	Ag034G3696200
OG0004500	Np001G0410200	Ag013G1680800
OG0004502	Np005G2802700, Np005G3052800	Ag013G1700600
OG0004503	Np004G2019000	Ag013G1708900, Ag013G1709000
OG0004504	Np004G2107300	Ag013G1714800
OG0004505	Np004G2109600	Ag013G1717000
OG0004507	Np004G2111100	Ag013G1718800
OG0004508	Np004G2114600	Ag013G1722100
OG0004509	Np004G2118600	Ag013G1726500
OG0004510	Np004G2124700	Ag013G1730600
OG0004511	Np004G2127800	Ag013G1733800
OG0004512	Np004G2130100	Ag013G1735900
OG0004514	Np005G3177600	Ag013G1737100
OG0004515	Np004G2133800	Ag013G1741400
OG0004516	Np004G2142400	Ag013G1748900, Ag013G1748500, Ag013G1748800
OG0004517	Np003G1513400, Np003G1513300	Ag013G1756200, Ag013G1756100, Ag013G1756000
OG0004518	Np001G0252300	Ag062G5052000
OG0004519	Np001G0249000	Ag062G5057900
OG0004520	Np006G3408800, Np001G0241900	Ag062G5065500, Ag011G1193300
OG0004521	Np001G0014800	Ag004G0419900
OG0004522	Np001G0029900	Ag029G3110200, Ag004G0435900
OG0004523	Np001G0042500	Ag004G0450200
OG0004525	Np001G0050900	Ag004G0458800, Ag034G4063400, Ag004G0763300
OG0004526	Np001G0054300	Ag004G0462800
OG0004527	Np001G0065000	Ag004G0472400
OG0004528	Np001G0073800	Ag004G0484000, Ag001G0058800
OG0004529	Np001G0077200	Ag004G0487600
OG0004530	Np001G0092400	Ag004G0499000
OG0004531	Np001G0103400	Ag004G0512400
OG0004532	Np001G0246900, Np001G0247000	Ag004G0515000
OG0004533	Np005G3045400	Ag004G0543800
OG0004534	Np001G0132400	Ag004G0546400
OG0004535	Np001G0132700	Ag004G0546600
OG0004536	Np001G0138200	Ag004G0552000, Ag014G2152800, Ag014G1962700
OG0004537	Np005G3108600	Ag004G0564500
OG0004538	Np003G1484400	Ag004G0565500
OG0004539	Np003G1488900	Ag004G0572000
OG0004540	Np003G1492000	Ag004G0577400
OG0004541	Np003G1492100	Ag004G0577700
OG0004542	Np003G1493600	Ag004G0580700
OG0004543	Np003G1496900, Np003G1496300, Np003G1495500	Ag004G0582700
OG0004544	Np003G1499100	Ag004G0585000
OG0004545	Np003G1503600, Np004G2399200, Np001G0375600	Ag004G0592700
OG0004546	Np003G1508100	Ag004G0600600
OG0004547	Np003G1521800	Ag004G0624700
OG0004548	Np003G1525500, Np001G0328300	Ag004G0632600
OG0004549	Np003G1531600	Ag004G0644400
OG0004550	Np003G1532900	Ag004G0647600
OG0004551	Np003G1541800	Ag004G0662700
OG0004552	Np003G1546600	Ag004G0667600
OG0004553	Np004G1947700	Ag004G0668300
OG0004554	Np003G1550000	Ag004G0672000
OG0004555	Np004G2296500, Np003G1550900	Ag004G0673100
OG0004557	Np003G1569300	Ag004G0707000
OG0004558	Np003G1797400, Np003G1573300	Ag004G0711100
OG0004559	Np004G2549100	Ag034G3709600, Ag004G0717600
OG0004560	Np003G1582400	Ag004G0722300
OG0004562	Np003G1634200	Ag004G0756200
OG0004563	Np001G0503600	Ag004G0760900
OG0004564	Np001G0502000	Ag004G0764200
OG0004565	Np003G1330600	Ag022G2662200
OG0004566	Np003G1293800	Ag022G2726800
OG0004567	Np003G1290300	Ag022G2733000
OG0004569	Np003G1278200	Ag022G2752800
OG0004570	Np003G1269600	Ag022G2769100
OG0004571	Np007G4142900	Ag014G1883800
OG0004571	Np003G1250300	Ag022G2794800
OG0004572	Np004G2277800	Ag048G4562800, Ag075G5282100
OG0004573	Np002G0708000	Ag048G4564500
OG0004574	Np002G0712300	Ag048G4573900
OG0004575	Np002G0719800	Ag048G4583600
OG0004576	Np002G0732400	Ag048G4605600
OG0004578	Np002G0736000	Ag048G4616600
OG0004579	Np002G0743600	Ag048G4624200
OG0004580	Np002G0744700	Ag048G4626800, Ag048G4626900
OG0004581	Np002G0758000	Ag048G4651800
OG0004582	Np002G0765400	Ag048G4668100
OG0004583	Np002G0778700	Ag048G4704800
OG0004584	Np002G0778900, Np002G0778800	Ag048G4704900
OG0004585	Np005G3159200, Np004G2089200	Ag048G4705400
OG0004586	Np004G1918600	Ag032G3447300, Ag040G4352500
OG0004587	Np007G3718700	Ag088G5440600
OG0004588	Np004G1932900	Ag032G3471000
OG0004589	Np006G3397100	Ag054G4877200
OG0004590	Np003G1746800, Np006G3251900, Np007G4043800	Ag003G0332500, Ag054G4885400
OG0004591	Np005G2715800	Ag011G1244400, Ag011G1244700
OG0004592	Np005G3094000	Ag007G0876800, Ag041G4372500
OG0004593	Np003G1649300	Ag082G5404400
OG0004594	Np005G2749100	Ag007G0851400, Ag039G4235100, Ag065G5123500
OG0004595	Np005G3091000, Np005G3090600	Ag007G0882400
OG0004596	Np005G3061600	Ag007G0892300
OG0004597	Np005G3053900	Ag007G0898400
OG0004598	Np005G3038200	Ag007G0912800, Ag057G4965000
OG0004599	Np002G0818700	Ag078G5328800
OG0004600	Np005G2854800	Ag078G5368300
OG0004601	Np002G0791600	Ag078G5384300
OG0004602	Np002G0872900	Ag056G4949900
OG0004603	Np005G2765600	Ag045G4504800, Ag287G5489100
OG0004604	Np005G2756300	Ag045G4518900
OG0004605	Np005G3164000, Np005G3163700	Ag063G5070200, Ag063G5070400, Ag002G0121800, Ag002G0121700, Ag063G5070300, Ag002G0121600
OG0004606	Np003G1717100	Ag012G1273800
OG0004607	Np001G0232000	Ag012G1332300
OG0004608	Np002G0861700	Ag057G4952800
OG0004609	Np001G0361100	Ag058G4980800, Ag006G0802100
OG0004610	Np001G0373700	Ag006G0832900
OG0004611	Np007G3803000, Np003G1663100	Ag001G0050800, Ag042G4406000, Ag024G2871600, Ag014G2164500
OG0004613	Np004G1955600	Ag001G0059700
OG0004614	Np007G3861000	Ag001G0061000
OG0004616	Np004G1944400	Ag001G0079000
OG0004617	Np004G1937900	Ag001G0088700, Ag001G0088800
OG0004618	Np004G1937600	Ag001G0089000
OG0004619	Np006G3401400	Ag023G2844500
OG0004620	Np005G2911000	Ag050G4765600
OG0004621	Np005G2916300	Ag050G4772000
OG0004622	Np005G3093100	Ag050G4772700
OG0004623	Np005G2919500	Ag050G4775400
OG0004624	Np005G2837000	Ag033G3493500, Ag077G5322900
OG0004625	Np005G2838200	Ag033G3495800, Ag077G5324300
OG0004627	Np007G3763100	Ag044G4500900
OG0004628	Np005G2828900	Ag033G3477300, Ag052G4846700
OG0004630	Np005G2831300	Ag033G3480300, Ag052G4843500
OG0004631	Np005G2832400	Ag033G3484500, Ag052G4838800
OG0004633	Np005G2855100	Ag033G3524500
OG0004635	Np005G2882800	Ag033G3582400
OG0004636	Np002G1222700	Ag031G3151200
OG0004637	Np001G0694000	Ag031G3175200
OG0004637	Np006G3206400	Ag003G0279800
OG0004638	Np001G0693200	Ag031G3175900, Ag003G0280900
OG0004639	Np001G0682400	Ag031G3192000
OG0004639	Np001G0682600	Ag031G3191800
OG0004640	Np004G2462500, Np001G0677100	Ag031G3202400, Ag031G3201300
OG0004641	Np001G0675100	Ag031G3203900
OG0004642	Np001G0661100	Ag031G3223600
OG0004643	Np001G0650000, Np001G0648900	Ag031G3237300
OG0004644	Np005G2815800	Ag014G1948300, Ag031G3250400
OG0004645	Np001G0628800	Ag031G3283500
OG0004646	Np001G0626600	Ag031G3287300
OG0004647	Np006G3296500, Np001G0620900	Ag031G3296100
OG0004648	Np001G0620200	Ag031G3296700
OG0004649	Np003G1825100	Ag031G3303400
OG0004650	Np001G0615900	Ag031G3305100
OG0004651	Np001G0612800	Ag031G3311100
OG0004652	Np001G0611900	Ag031G3315100
OG0004653	Np001G0605700	Ag031G3321100
OG0004654	Np001G0602100	Ag031G3326100
OG0004655	Np001G0594600	Ag031G3340000
OG0004656	Np001G0593800	Ag031G3341400
OG0004657	Np001G0571500	Ag031G3379600
OG0004658	Np001G0569300	Ag031G3381200
OG0004659	Np003G1625900, Np003G1626900	Ag020G2554700
OG0004660	Np003G1617600	Ag020G2563000
OG0004661	Np002G0910800	Ag067G5192500
OG0004662	Np002G0890400	Ag067G5209300
OG0004663	Np007G3742400	Ag042G4394900
OG0004664	Np007G3737600	Ag042G4410700
OG0004665	Np007G3734300	Ag042G4419700
OG0004666	Np006G3314600	Ag039G4199800
OG0004668	Np006G3320200	Ag039G4212500
OG0004669	Np006G3324600	Ag039G4219100
OG0004670	Np006G3327800	Ag039G4224500
OG0004671	Np006G3332300	Ag039G4232800
OG0004672	Np006G3337400	Ag039G4243400
OG0004673	Np006G3337500	Ag039G4243900, Ag039G4244000, Ag039G4254700
OG0004674	Np006G3343800	Ag039G4255800, Ag039G4255400
OG0004675	Np006G3351100	Ag039G4272200
OG0004676	Np006G3363300	Ag039G4293600
OG0004677	Np003G1837100	Ag087G5425100, Ag066G5154400
OG0004678	Np003G1821800	Ag030G3133400
OG0004679	Np004G2024800, Np004G2024600	Ag002G0132600
OG0004680	Np003G1773600	Ag026G3000200, Ag021G2583300
OG0004681	Np003G1800800	Ag021G2613900
OG0004682	Np003G1812000	Ag021G2623900
OG0004683	Np001G0141300	Ag038G4158300
OG0004684	Np001G0154800	Ag038G4176900, Ag014G1793000
OG0004685	Np007G3721600	Ag088G5436400
OG0004686	Np003G1413600	Ag089G5449900, Ag011G1090300
OG0004687	Np006G3240100	Ag003G0317900
OG0004688	Np006G3248200	Ag003G0328300, Ag003G0327800
OG0004689	Np006G3254600	Ag003G0339200
OG0004690	Np006G3269900	Ag003G0363500
OG0004691	Np001G0334000	Ag037G4137800, Ag016G2316700
OG0004692	Np007G4245100	Ag014G1772400
OG0004693	Np007G4230700	Ag014G1790700
OG0004694	Np007G4220300, Np007G4220000	Ag014G1803500
OG0004695	Np007G4214500	Ag014G1810700
OG0004698	Np007G4176700	Ag014G1848400
OG0004699	Np007G4175100	Ag014G1850000
OG0004700	Np007G4172700	Ag014G1853600
OG0004701	Np007G4168900	Ag014G1857200
OG0004702	Np007G4160500	Ag014G1864900
OG0004703	Np007G4152900	Ag014G1874500
OG0004704	Np007G4151400	Ag014G1876200
OG0004705	Np007G4143100	Ag014G1883400
OG0004706	Np007G4134800	Ag014G1894200
OG0004707	Np007G4098000	Ag014G1940900
OG0004708	Np007G4091100	Ag014G1947700
OG0004709	Np007G4087300, Np007G4069800, Np007G4070200	Ag014G1952900, Ag014G1953000
OG0004710	Np007G4086700	Ag014G1954100
OG0004711	Np007G4084000	Ag014G1957000
OG0004712	Np007G4075000	Ag014G1967600
OG0004713	Np007G4063700	Ag014G1977700
OG0004714	Np004G1918100	Ag014G1978200
OG0004715	Np001G0182000	Ag061G5048200, Ag014G1986900, Ag014G1987100
OG0004716	Np007G4039500	Ag014G2010800
OG0004717	Np007G4038200, Np007G4037100	Ag014G2011400
OG0004718	Np007G3906100	Ag014G2030000
OG0004721	Np007G3945000	Ag014G2085000, Ag014G2085100
OG0004722	Np007G3934200	Ag014G2091800
OG0004723	Np007G3806700	Ag027G3070500, Ag014G2170700
OG0004724	Np007G3808300	Ag027G3068900
OG0004725	Np007G3809100	Ag027G3067700, Ag014G2174200
OG0004726	Np007G3811500	Ag014G2175800, Ag027G3065100
OG0004727	Np007G3811700, Np007G3811600	Ag014G2175900, Ag027G3065000
OG0004728	Np005G3134300	Ag061G5033100
OG0004729	Np007G3842900	Ag027G3018700
OG0004730	Np007G3834900	Ag027G3032800
OG0004731	Np007G3834400	Ag027G3034100
OG0004732	Np005G2739000	Ag068G5219600
OG0004733	Np003G1464300	Ag060G5006900
OG0004734	Np003G1463900	Ag060G5007500
OG0004735	Np003G1459800	Ag060G5012200
OG0004736	Np001G0538400	Ag017G2418300
OG0004737	Np001G0537900, Np004G2122600	Ag017G2419900
OG0004738	Np003G1673100	Ag017G2420800
OG0004740	Np003G1885600	Ag019G2519400
OG0004741	Np004G2574700	Ag034G3675900
OG0004742	Np001G0317900	Ag016G2331900, Ag034G3688000
OG0004743	Np004G2541200, Np004G2540300	Ag034G3719500
OG0004744	Np004G2537200	Ag034G3723100
OG0004745	Np004G2530200	Ag034G3730400
OG0004746	Np004G2525400	Ag034G3734800
OG0004747	Np004G2514200	Ag034G3749800
OG0004748	Np004G2514100	Ag034G3749900
OG0004749	Np004G2513600	Ag034G3750700
OG0004750	Np004G2508200	Ag034G3757300
OG0004751	Np004G2502200	Ag034G3763300
OG0004752	Np004G2501400	Ag034G3763800, Ag034G3763900
OG0004753	Np004G2490700	Ag034G3766400, Ag034G3779400
OG0004754	Np004G2497700	Ag034G3769500
OG0004755	Np004G2493900	Ag034G3775800
OG0004756	Np004G2489300	Ag034G3780000
OG0004757	Np004G2386100	Ag034G3780800, Ag034G3924000
OG0004758	Np004G2488300	Ag034G3781100
OG0004759	Np004G2488000	Ag034G3781600
OG0004760	Np004G2486500	Ag034G3783600
OG0004761	Np004G2481000	Ag034G3791600
OG0004762	Np002G1072500, Np005G2952000	Ag034G3807700, Ag034G3807800, Ag034G3807600
OG0004763	Np004G2457500	Ag034G3820300
OG0004764	Np004G2451900	Ag034G3826100
OG0004765	Np003G1758800	Ag034G3831400
OG0004766	Np004G2447400	Ag034G3832000
OG0004767	Np004G2437100	Ag034G3842300
OG0004768	Np004G2431300	Ag034G3848000
OG0004769	Np004G2410200	Ag034G3882600
OG0004770	Np004G2408800	Ag034G3883700
OG0004772	Np004G2394900	Ag034G3905500
OG0004773	Np004G2384800	Ag034G3925300
OG0004774	Np004G2382900	Ag034G3930100
OG0004775	Np005G2842800, Np005G2843100	Ag034G3945500
OG0004776	Np004G2372700	Ag034G3946600
OG0004777	Np004G2371100	Ag034G3948300
OG0004778	Np004G2356100	Ag034G3970800, Ag034G3971400, Ag034G3971700
OG0004779	Np002G0745500	Ag034G4013100
OG0004780	Np002G0832500	Ag034G4037700
OG0004781	Np002G0835900	Ag034G4043600
OG0004782	Np002G0845900, Np002G0846000	Ag034G4055700
OG0004783	Np002G0846600	Ag034G4056400
OG0004784	Np002G0796400	Ag002G0095800, Ag024G2855700, Ag072G5251600
OG0004785	Np002G1117600	Ag002G0264200
OG0004786	Np004G1992200	Ag025G2941000
OG0004787	Np004G1992100	Ag025G2941100
OG0004788	Np005G2622800	Ag011G1061000
OG0004789	Np005G2683700	Ag011G1094900
OG0004790	Np005G2681000	Ag011G1099400
OG0004791	Np005G2673300	Ag011G1115500
OG0004792	Np005G2667200	Ag011G1122500
OG0004793	Np005G2646800	Ag011G1155400
OG0004794	Np005G2629700	Ag011G1184000
OG0004795	Np005G2631300	Ag011G1188700
OG0004796	Np005G2632700	Ag011G1192300
OG0004797	Np005G2639100	Ag011G1207600
OG0004798	Np005G2713400	Ag011G1239400
OG0004799	Np007G3859300	Ag064G5107100
OG0004800	Np007G3860900	Ag064G5109000
OG0004801	Np002G0825100	Ag018G2440700
OG0004802	Np002G0825800	Ag018G2442300, Ag018G2442400
OG0004803	Np002G0827600	Ag018G2444700
OG0004804	Np002G0830900	Ag018G2449000
OG0004805	Np004G2301400	Ag018G2459000
OG0004806	Np004G2263000	Ag018G2477000
OG0004807	Np004G2259900	Ag018G2478300
OG0004808	Np005G2827100	Ag010G0997300, Ag010G1000000
OG0004810	Np005G2766600	Ag010G1024000
OG0004847	Np001G0467200	Ag055G4907200, Ag083G5411900, Ag024G2885200, Ag015G2211900
OG0004848	Np001G0470100	Ag006G0832300
OG0004849	Np001G0014000	Ag055G4911100, Ag014G1813600
OG0004850	Np001G0273000	Ag074G5269500, Ag035G4077500
OG0004851	Np001G0258500	Ag074G5276600
OG0004852	Np003G1451800	Ag013G1347900
OG0004853	Np003G1451500	Ag013G1348700
OG0004854	Np003G1448600	Ag013G1361100
OG0004855	Np003G1445000	Ag013G1368400
OG0004856	Np003G1444100	Ag013G1369200
OG0004858	Np007G3913500, Np007G3913700	Ag013G1412500, Ag013G1412300, Ag013G1391100, Ag013G1412900, Ag014G2037000, Ag039G4274200
OG0004859	Np003G1433800	Ag013G1392200
OG0004860	Np003G1406400	Ag013G1407700, Ag013G1459500
OG0004861	Np003G1425000	Ag013G1411100
OG0004862	Np003G1420300	Ag013G1421300
OG0004863	Np003G1419600	Ag013G1423500
OG0004865	Np002G0777500	Ag013G1428300
OG0004865	Np003G1418300	Ag013G1481300
OG0004867	Np003G1413200	Ag013G1446100
OG0004869	Np003G1408700	Ag013G1454600
OG0004870	Np003G1407900	Ag013G1455500
OG0004871	Np001G0167800	Ag057G4967300, Ag013G1458000
OG0004872	Np003G1402500	Ag013G1466700
OG0004873	Np003G1400700	Ag013G1468900
OG0004874	Np003G1399600	Ag013G1471200
OG0004875	Np003G1399000	Ag013G1475100
OG0004876	Np007G4082200	Ag013G1476500, Ag014G1959600
OG0004877	Np003G1395500	Ag013G1482000
OG0004879	Np003G1385900	Ag013G1495300
OG0004880	Np003G1384800	Ag013G1497400
OG0004881	Np003G1384600	Ag013G1497800
OG0004882	Np003G1384000	Ag013G1498600
OG0004883	Np003G1371700	Ag013G1516700
OG0004884	Np003G1363500	Ag013G1531300
OG0004885	Np003G1362000	Ag013G1536000
OG0004886	Np003G1356200, Np003G1355400	Ag013G1546100
OG0004888	Np003G1353600	Ag013G1548200
OG0004889	Np003G1349100	Ag013G1553300
OG0004890	Np003G1348400	Ag013G1554200
OG0004891	Np003G1337100	Ag013G1567000
OG0004893	Np003G1853100	Ag013G1577600
OG0004894	Np005G2813000	Ag013G1578900
OG0004895	Np005G2813300	Ag013G1579200
OG0004896	Np005G2814100	Ag013G1579600
OG0004897	Np005G2816800	Ag013G1581800
OG0004898	Np006G3612300	Ag013G1590700
OG0004899	Np006G3595000	Ag013G1607000
OG0004900	Np006G3595100	Ag013G1607100
OG0004901	Np007G4219400	Ag013G1619500
OG0004902	Np006G3525000	Ag013G1631700
