Orthogroup	Arabidopsis_arenosa	Cochlearia_excelsa
OG0008609	jg13805	g10350
OG0008611	jg5223	g5214, g29322
OG0008612	jg5524	g13733, g29154
OG0008615	jg7587	g25675
OG0008616	jg9107	g23239
OG0008617	jg9811	g17132, g23701
OG0008618	jg10061	g47492, g23846
OG0008619	jg10064	g17222, g47489
OG0008620	jg20657, jg10559, jg20658	g40514
OG0008621	jg11507	g12313
OG0008623	jg21196, jg21387, jg21386	g1665
OG0008624	jg21347	g10290
OG0008625	jg21404	g1662
OG0008626	jg21472	g10230, g5771, g5770
OG0008627	jg21529	g10212
OG0008628	jg21727	g28281
OG0008629	jg22060	g917
OG0008630	jg22082	g927, g28433
OG0008649	jg9371	g23398
OG0008650	jg9368	g47746
OG0008651	jg10220	g23919
OG0008653	jg14448	g19544
OG0008654	jg14461	g2822
OG0008655	jg14676	g19423
OG0008656	jg14673	g2704
OG0008657	jg29429	g27118
OG0008658	jg14664	g2708
OG0008659	jg14601	g19496
OG0008660	jg14622	g19486
OG0008661	jg14626	g19483
OG0008662	jg12896	g10829
OG0008663	jg12986	g10761
OG0008665	jg5652	g29031
OG0008666	jg5624	g4950, g29017
OG0008667	jg5622	g29016
OG0008669	jg25332	g7233, g13188
OG0008670	jg5557	g29143
OG0008671	jg5506	g45739
OG0008672	jg5505	g5021
OG0008674	jg5499	g29179
OG0008675	jg5497	g5028
OG0008676	jg5489	g29181
OG0008677	jg5474	g45733
OG0008678	jg5455	g5052
OG0008679	jg19809	g52170
OG0008680	jg5446	g45723
OG0008681	jg5439	g5062
OG0008682	jg5436	g29202
OG0008683	jg5422	g5076
OG0008684	jg5405	g29268, g29217, g5084
OG0008685	jg5402	g29219
OG0008686	jg5401	g29220
OG0008687	jg27176	g11578
OG0008689	jg5385	g29239
OG0008690	jg5359	g29258
OG0008691	jg5354	g29261
OG0008692	jg18365	g39767
OG0008693	jg5327	g29276
OG0008694	jg28810	g40178
OG0008695	jg25590	g7078
OG0008696	jg5241	g5201
OG0008697	jg5234	g5209, g45653
OG0008698	jg5203	g5237, g5231
OG0008700	jg22383	g1017
OG0008701	jg5177	g5256
OG0008702	jg5168	g45623
OG0008703	jg5148	g5275, g13773, g50766
OG0008704	jg5142	g29364
OG0008705	jg5129	g5289
OG0008706	jg5128	g5291
OG0008707	jg5124	g29378
OG0008708	jg5121	g29374
OG0008709	jg5120	g45609
OG0008711	jg5084	g29396
OG0008712	jg5075	g45592
OG0008713	jg5074	g45591, g18351
OG0008714	jg5069	g5315, g29400
OG0008715	jg5059	g45587
OG0008716	jg5038	g5333
OG0008717	jg5036	g5335, g29418
OG0008718	jg5030	g29422
OG0008719	jg5029	g5339
OG0008720	jg5023	g5344
OG0008721	jg4988	g29437
OG0008722	jg4961	g5377
OG0008723	jg22337	g28506
OG0008724	jg4942	g5388
OG0008725	jg4929	g29469
OG0008726	jg4928	g45559
OG0008727	jg4902	g29483, g5403
OG0008728	jg4896	g29489
OG0008729	jg4877	g45540
OG0008730	jg4844	g5426, g29513
OG0008731	jg4827	g29524
OG0008732	jg4808	g29540
OG0008735	jg4746	g5467
OG0008736	jg4737, jg33794	g5473
OG0008737	jg4715	g29574
OG0008738	jg4712	g5490
OG0008739	jg13654	g10402
OG0008740	jg21700	g1405
OG0008741	jg4692	g29586
OG0008742	jg4669	g5509
OG0008743	jg4652	g5519
OG0008744	jg4635, jg14359	g5526
OG0008745	jg4632	g5531
OG0008746	jg4623	g29607
OG0008747	jg4602	g29621
OG0008748	jg7865	g39615
OG0008749	jg7868	g39620
OG0008750	jg7908	g39634
OG0008751	jg7909	g25501
OG0008752	jg7924	g45192, g39643
OG0008753	jg9960	g17182
OG0008754	jg21760	g1345, g23799
OG0008755	jg9982	g17188
OG0008756	jg9983	g17189
OG0008757	jg8145	g39463
OG0008758	jg17438	g40188
OG0008759	jg17442	g40185
OG0008760	jg17511	g40158
OG0008762	jg17618	g40125
OG0008763	jg17632	g40120
OG0008764	jg17639	g40116
OG0008765	jg17642	g40115
OG0008766	jg17677	g40096
OG0008768	jg17704	g40089
OG0008770	jg17717	g40084
OG0008771	jg17725	g13583
OG0008772	jg17736	g37813
OG0008773	jg17760	g40069
OG0008774	jg17763	g40067
OG0008775	jg17764	g53382
OG0008776	jg17801	g40038
OG0008777	jg17807	g40034, g51077
OG0008778	jg17831	g37844, g39975
OG0008779	jg17834	g37845, g39981
OG0008780	jg17855	g40000
OG0008781	jg17858	g51098
OG0008782	jg17859, jg24238	g37848, g40001
OG0008784	jg17866	g40003
OG0008785	jg17874	g40013
OG0008786	jg17901	g40015
OG0008787	jg17946	g51139
OG0008788	jg17947	g51158
OG0008789	jg18036	g39957
OG0008790	jg18041	g39952
OG0008791	jg18045	g37893, g5560
OG0008792	jg18053	g39944
OG0008794	jg18079	g39916
OG0008795	jg18093	g51213
OG0008796	jg18094	g51216
OG0008797	jg18119	g39895
OG0008798	jg18159, jg18180	g39873, g51233
OG0008799	jg18163	g51235
OG0008800	jg18164	g39869
OG0008801	jg18172	g51236
OG0008802	jg18185	g39854
OG0008803	jg18188	g39850
OG0008804	jg18197	g39845
OG0008805	jg18202	g51251
OG0008806	jg18239	g37914
OG0008807	jg18245	g51269
OG0008809	jg18283	g39812, g51291
OG0008810	jg18321	g51304
OG0008811	jg18301	g39790
OG0008812	jg11618	g24798
OG0008814	jg18361	g39768
OG0008815	jg18402	g51335
OG0008816	jg18419, jg18421	g39750
OG0008817	jg18429	g39748, g51341
OG0008818	jg18430	g51342
OG0008819	jg18433	g51348
OG0008820	jg18438	g51352
OG0008821	jg20904	g39738
OG0008822	jg20855	g39723, g11107
OG0008823	jg20848	g11102
OG0008824	jg20834	g39713
OG0008825	jg20818	g39706
OG0008826	jg20816	g39704
OG0008827	jg10027	g23833
OG0008828	jg20766	g11059
OG0008830	jg9953	g23788
OG0008831	jg9951	g23787
OG0008832	jg9933	g17175
OG0008833	jg32826	g36265
OG0008834	jg32815	g54016
OG0008835	jg32809	g36262
OG0008836	jg32796	g36250, g36257
OG0008837	jg32782	g54004
OG0008838	jg32776	g54003
OG0008839	jg32698	g36186
OG0008840	jg32729	g36200, g28134
OG0008841	jg32742	g53945
OG0008842	jg31296	g50434
OG0008843	jg31309	g32305
OG0008844	jg31336	g32320
OG0008845	jg26854	g11671
OG0008846	jg31352	g32331
OG0008847	jg31369	g32346
OG0008848	jg31415	g32375
OG0008849	jg31446	g32390
OG0008850	jg31447	g50503
OG0008851	jg31452	g32392
OG0008852	jg31499	g32408
OG0008853	jg21550	g10203
OG0008854	jg31516	g27689
OG0008855	jg31534	g32421
OG0008856	jg31543	g27693, g32429
OG0008857	jg31580	g32457
OG0008858	jg31623	g50552
OG0008859	jg31627	g27710
OG0008860	jg31634	g27713
OG0008861	jg31654	g50565
OG0008862	jg31660	g32502
OG0008863	jg31664	g27720
OG0008864	jg31685	g50569
OG0008865	jg31735	g27751
OG0008866	jg31744	g32523, g27749
OG0008867	jg21708	g28262
OG0008868	jg31776	g50599
OG0008869	jg31813	g32540
OG0008870	jg31832	g32549
OG0008871	jg31882	g32608
OG0008872	jg31907	g32630
OG0008873	jg18651	g37131, g51514
OG0008874	jg13059	g10714, g10710
OG0008875	jg13082	g16701
OG0008876	jg13139	g10665
OG0008877	jg16265	g11157
OG0008878	jg23715	g41, g19652
OG0008879	jg23712	g19653
OG0008880	jg23710	g9644
OG0008881	jg23695	g9660
OG0008882	jg23693	g54
OG0008883	jg23690	g59
OG0008884	jg23683	g61
OG0008885	jg23672	g9663
OG0008886	jg23653	g9669
OG0008887	jg23650	g81
OG0008888	jg23631	g101
OG0008890	jg23614	g117, g9687
OG0008891	jg23583	g9699
OG0008892	jg23577	g9702
OG0008893	jg23567	g9704
OG0008894	jg23536	g9721
OG0008895	jg23522	g9724
OG0008896	jg23521	g176
OG0008897	jg23519	g9725, g178
OG0008898	jg23509	g197
OG0008899	jg23501	g18662
OG0008901	jg23468	g9753
OG0008902	jg23424	g240, g9770
OG0008903	jg23413	g244
OG0008905	jg23381	g9796
OG0008906	jg23374	g266
OG0008907	jg23357	g272
OG0008908	jg23339, jg23342	g279
OG0008909	jg23319	g9814
OG0008910	jg23307	g305
OG0008911	jg23292	g312
OG0008912	jg23255	g327
OG0008913	jg23243	g331
OG0008914	jg23236	g9840
OG0008916	jg23218	g342
OG0008917	jg23208	g352
OG0008918	jg23204	g9854
OG0008919	jg23195	g9860
OG0008920	jg23189	g9862
OG0008921	jg23181	g9865
OG0008923	jg23152	g9874, g382
OG0008925	jg23146	g9876
OG0008926	jg23132	g394
OG0008927	jg23125	g399
OG0008928	jg23089	g421
OG0008929	jg23057	g9920
OG0008930	jg6142	g458
OG0008931	jg6160	g465
OG0008932	jg6164	g468
OG0008933	jg6180	g9959
OG0008934	jg6182	g483
OG0008935	jg6195	g490, g9969
OG0008936	jg6198	g492
OG0008937	jg6205	g9973
OG0008938	jg6243	g511
OG0008939	jg6275	g524
OG0008940	jg6304	g10016, g10013
OG0008942	jg6324	g549
OG0008943	jg6327	g10021
OG0008944	jg6339	g10024
OG0008945	jg6367	g577, g10033
OG0008946	jg6372	g578
OG0008947	jg6387	g581
OG0008948	jg6389	g583
OG0008949	jg6399	g10049
OG0008950	jg6411	g10058
OG0008952	jg6470	g18551, g14921
OG0008953	jg6532	g638
OG0008954	jg5818	g29123
OG0008955	jg5827	g653, g28980
OG0008956	jg5823	g29128
OG0008957	jg5822	g29127, g656
OG0008958	jg5821	g657
OG0008959	jg5819	g659
OG0008960	jg5835	g28975
OG0008963	jg5853	g674, g28965
OG0008964	jg5855	g685
OG0008965	jg5877	g704
OG0008966	jg5881	g707
OG0008967	jg5885	g28946
OG0008968	jg5890	g711
OG0008969	jg5912	g41402, g28931
OG0008970	jg5935	g734
OG0008971	jg5948	g41387
OG0008972	jg5951	g41386
OG0008973	jg5961	g743
OG0008974	jg5965	g41379
OG0008975	jg5970	g746
OG0008976	jg5972	g28906, g748
OG0008977	jg5990	g28897
OG0008978	jg6004	g770
OG0008980	jg6043	g28873
OG0008981	jg6050	g28871
OG0008982	jg6085	g805
OG0008983	jg22175	g28450
OG0008984	jg6118	g816
OG0008985	jg6135	g41333
OG0008986	jg23010	g831
OG0008988	jg22966	g855, g28805
OG0008989	jg22937	g28785
OG0008990	jg22934	g28783
OG0008991	jg22916	g28763
OG0008992	jg22924	g41303
OG0008993	jg22912	g28761
OG0008994	jg22844	g39245
OG0008995	jg22840	g28706
OG0008996	jg22827	g1240
OG0008997	jg22821	g1236
OG0008998	jg22818	g1233
OG0008999	jg22779	g39273
OG0009002	jg22721	g1155
OG0009003	jg30642	g50163
OG0009004	jg22708	g28681
OG0009005	jg3531	g13643
OG0009006	jg22690	g28666
OG0009007	jg22665	g1118
OG0009008	jg22654	g1112
OG0009009	jg22637	g39307
OG0009010	jg22629	g28632
OG0009011	jg22627, jg22625	g28631
OG0009012	jg22618	g28624
OG0009013	jg22615	g28622
OG0009014	jg22614	g1099
OG0009015	jg22586	g1093
OG0009016	jg22585	g28592
OG0009017	jg22573	g28574
OG0009018	jg22569	g28571
OG0009019	jg22562	g28566
OG0009020	jg22558	g28564
OG0009022	jg22535	g28558
OG0009023	jg22493	g1068
OG0009024	jg22490	g28555
OG0009025	jg22471	g1057
OG0009026	jg22480	g1061
OG0009027	jg22439	g28536
OG0009028	jg22438	g1040
OG0009029	jg22425	g28530
OG0009030	jg22398	g1024
OG0009031	jg22397	g28523
OG0009032	jg22388	g28516
OG0009033	jg22387	g28515
OG0009034	jg22348	g28510
OG0009035	jg22339	g39384, g39388
OG0009036	jg22338	g28507, g997
OG0009037	jg22330	g39386, g992
OG0009038	jg22323	g28497
OG0009039	jg14806	g2622, g19396
OG0009040	jg14767	g2631
OG0009041	jg14765	g11382, g2633, g19413
OG0009042	jg14742	g2644
OG0009043	jg14735, jg14738	g2649
OG0009044	jg14714	g19441, g19453
OG0009045	jg14702	g2688
OG0009046	jg22208	g948
OG0009047	jg22220	g39428
OG0009048	jg7983	g45233
OG0009049	jg7860	g39611
OG0009050	jg17175	g36847
OG0009051	jg4582	g5545
OG0009052	jg11960	g25189
OG0009053	jg370	g40748
OG0009054	jg4506	g29653
OG0009055	jg4442	g5589
OG0009056	jg4423	g29678
OG0009057	jg4417	g5595
OG0009058	jg4396	g29687
OG0009059	jg4386	g5607
OG0009060	jg5693	g41472
OG0009061	jg5692	g4916
OG0009062	jg31198	g27616
OG0009063	jg4367	g29696
OG0009064	jg31214	g32241
OG0009065	jg4356	g29699
OG0009066	jg4355	g29700
OG0009068	jg4327	g29719
OG0009069	jg4316	g29721
OG0009070	jg4363, jg4240, jg4301, jg4392	g45428
OG0009072	jg4284	g5644
OG0009073	jg4275	g29738
OG0009074	jg4274	g29739
OG0009075	jg19595	g37462
OG0009076	jg4257	g29750, g5646
OG0009077	jg4250	g5650, g45409
OG0009078	jg4249	g5652
OG0009079	jg4230	g29766
OG0009080	jg4196	g5687
OG0009081	jg4181	g29794
OG0009082	jg4173	g29800
OG0009083	jg4167	g5698
OG0009084	jg8205	g25358
OG0009086	jg4141	g45376
OG0009087	jg4132	g29811
OG0009088	jg4125	g45373
OG0009089	jg4119	g5717
OG0009090	jg4116	g45368
OG0009091	jg21746	g28298, g1363
OG0009092	jg4111	g29831
OG0009093	jg4096	g5724
OG0009094	jg4095	g5725
OG0009095	jg4063	g29836
OG0009096	jg4052	g5750
OG0009097	jg4047	g5752
OG0009098	jg4021	g5766
OG0009099	jg32556	g28180
OG0009100	jg3988	g5783
OG0009101	jg3973	g29856
OG0009102	jg3955	g5794
OG0009103	jg3944	g5798
OG0009104	jg3932	g45304
OG0009105	jg3856	g5838, g5842, g5836, g5840
OG0009106	jg3851	g5846
OG0009107	jg3845	g5851
OG0009108	jg21395, jg3839	g5855
OG0009109	jg22241, jg3835	g5859
OG0009110	jg3836	g5858
OG0009111	jg3807	g45281
OG0009112	jg12676	g46664
OG0009113	jg11561, jg12704	g16815
OG0009114	jg12705	g16814
OG0009116	jg12725	g46653
OG0009117	jg12728	g16804, g46651
OG0009118	jg12730	g16802
OG0009119	jg24750	g25028
OG0009120	jg12845	g46622
OG0009121	jg3772	g46604
OG0009122	jg3776	g36646
OG0009123	jg3779	g46607
OG0009124	jg3785	g39222
OG0009125	jg3766	g46600
OG0009127	jg3757	g44273
OG0009128	jg3755	g44276
OG0009129	jg3750	g32231
OG0009130	jg3746	g46593
OG0009131	jg3734	g46586
OG0009132	jg3713	g44292, g46571
OG0009133	jg3706	g44296
OG0009134	jg3700	g46564
OG0009135	jg3699	g44297
OG0009136	jg3683	g46552
OG0009138	jg3665	g46540
OG0009139	jg3663	g44307
OG0009140	jg3660	g13602
OG0009141	jg3636	g13603
OG0009142	jg3596	g46500, g44337
OG0009143	jg3581	g46492, g44349
OG0009144	jg3559	g46476
OG0009145	jg3553	g13644
OG0009146	jg3538	g46463
OG0009147	jg3519	g46452
OG0009149	jg3513	g46443
OG0009150	jg3484	g46418
OG0009151	jg3478	g46408
OG0009152	jg3455	g46391, g44358
OG0009153	jg14081	g19613
OG0009154	jg3446	g46386
OG0009155	jg3439	g46384
OG0009156	jg3409	g46352
OG0009157	jg3408	g46351
OG0009158	jg3396	g46339
OG0009159	jg3388	g46336
OG0009160	jg3378	g46324
OG0009161	jg3366	g44367
OG0009162	jg3357	g44375
OG0009163	jg3312	g46278
OG0009164	jg3306	g44398
OG0009165	jg3291	g44406
OG0009166	jg3273	g44411
OG0009168	jg25398	g7201
OG0009170	jg3249	g17973
OG0009171	jg3226	g46228
OG0009172	jg27358	g6305
OG0009173	jg3190	g46194
OG0009174	jg3178	g44472
OG0009175	jg3173	g46189
OG0009176	jg27890	g14012, g6078
OG0009179	jg27925	g13992
OG0009180	jg14850	g11367
OG0009181	jg22284	g39406
OG0009182	jg22283	g39407
OG0009183	jg22280	g28486
OG0009186	jg33773	g54369
OG0009188	jg33742	g36726
OG0009189	jg33692	g36708
OG0009190	jg33686	g36705
OG0009192	jg33604	g36665
OG0009193	jg33601	g54305
OG0009194	jg33599	g36662
OG0009195	jg33581, jg33578, jg33579	g36640
OG0009196	jg33558	g35868
OG0009197	jg33556	g36634
OG0009198	jg33554	g36632, g28003
OG0009199	jg2411	g41546
OG0009200	jg33523	g36611
OG0009201	jg18733	g37145
OG0009202	jg18737	g51565
OG0009203	jg18751	g37151
OG0009204	jg18754	g37160
OG0009205	jg18781	g51586
OG0009206	jg9832	g23709
OG0009207	jg18825	g51608
OG0009208	jg14301, jg13753	g19591
OG0009209	jg14249	g11447
OG0009210	jg14201	g19603
OG0009211	jg13699	g10381
OG0009213	jg21672	g1418
OG0009214	jg22026	g41254
OG0009215	jg11995	g46857, g47433
OG0009216	jg11882	g17923
OG0009217	jg11959	g25206, g46871
OG0009219	jg11673	g46946
OG0009220	jg11520	g17859
OG0009221	jg11366	g24562
OG0009222	jg11364	g47039
OG0009223	jg8527	g22788
OG0009224	jg11278	g47075
OG0009225	jg11267	g47077
OG0009226	jg11215	g24480
OG0009227	jg11203	g47093
OG0009228	jg11167	g17657, g24453
OG0009229	jg11157	g47106
OG0009230	jg2941	g46026, g44583
OG0009231	jg2945	g44580
OG0009232	jg2950	g44578
OG0009233	jg2958	g46045
OG0009234	jg2987	g44566
OG0009235	jg2992	g46066
OG0009236	jg3010	g46085
OG0009237	jg3026	g46099
OG0009238	jg3036	g46106
OG0009239	jg3062	g44546
OG0009241	jg21533	g4115, g4116, g35991
OG0009242	jg3080	g44538, g46132
OG0009243	jg3089	g44534
OG0009244	jg2430	g41505
OG0009245	jg2459	g44801
OG0009246	jg2475	g44784
OG0009247	jg2485	g44781
OG0009248	jg2505	g44767
OG0009249	jg9582	g23548, g17040
OG0009250	jg9568	g23537
OG0009251	jg9566	g47677
OG0009253	jg9548	g47683
OG0009254	jg9533	g23512
OG0009255	jg22041	g907
OG0009256	jg479	g40800
OG0009257	jg478	g40801
OG0009258	jg462	g40808
OG0009259	jg12579	g53075, g43410, g46684
OG0009260	jg26988	g16851
OG0009261	jg12628	g16849
OG0009262	jg12631	g46680
OG0009263	jg12635, jg12632	g16848
OG0009264	jg21745	g1364
OG0009265	jg13827	g10339
OG0009266	jg13537	g10459
OG0009267	jg13527	g10462
OG0009268	jg13519	g10467
OG0009270	jg13513	g10475
OG0009271	jg13468	g10495
OG0009272	jg13401	g10528
OG0009274	jg13400	g10530
OG0009275	jg13398	g16607, g10531
OG0009276	jg13396	g10533
OG0009277	jg13386	g1601
OG0009278	jg13384	g10541
OG0009279	jg13372, jg13370	g10548
OG0009280	jg13356, jg31431	g10555
OG0009281	jg13331, jg13332	g1592
OG0009282	jg13330	g1590
OG0009283	jg13329	g1589
OG0009284	jg13271	g10598
OG0009285	jg13267	g10599
OG0009286	jg13250	g10607
OG0009287	jg21670	g1420
OG0009288	jg13233	g10620
OG0009289	jg21737	g28288
OG0009290	jg2533	g45800
OG0009293	jg20480	g10960
OG0009294	jg20496	g10966
OG0009295	jg21217	g10256
OG0009296	jg20509	g10972
OG0009298	jg20558	g40555
OG0009299	jg1802	g44898
OG0009300	jg20604	g11009
OG0009301	jg20615	g40531
OG0009302	jg33098	g54149
OG0009303	jg33153	g28057, g54163
OG0009304	jg33165	g36435
OG0009305	jg33176	g54166
OG0009306	jg33180	g36444
OG0009307	jg30014	g31587
OG0009308	jg33285	g36496
OG0009309	jg33329	g54226
OG0009310	jg33332	g54229
OG0009311	jg33368	g36527
OG0009312	jg33447	g54266
OG0009313	jg33450	g36577
OG0009314	jg33458	g28010
OG0009315	jg33500	g36597
OG0009316	jg20971	g37048
OG0009317	jg18456	g51370
OG0009318	jg18470	g37966
OG0009319	jg18486	g51396
OG0009320	jg18502	g51409
OG0009322	jg18519	g51430
OG0009323	jg18553	g37080
OG0009324	jg18557	g37093
OG0009325	jg18566	g51458
OG0009326	jg18568	g51460
OG0009327	jg18590	g51463, g37102
OG0009328	jg18599	g37107
OG0009329	jg18603	g37108, g51477
OG0009330	jg18608	g37110, g51482
OG0009331	jg18632	g37993
OG0009332	jg18648	g51509
OG0009333	jg18664	g51519, g37136
OG0009334	jg18694, jg939	g38006
OG0009335	jg18697	g51535
OG0009336	jg18709	g38011, g51543
OG0009337	jg18712	g51545
OG0009338	jg18714	g51547
OG0009339	jg10641	g24129, g17428
OG0009340	jg19200	g24717
OG0009341	jg10664	g24151
OG0009342	jg10700	g47292
OG0009343	jg10689	g17451
OG0009344	jg10687	g47294
OG0009345	jg10804	g17504
OG0009346	jg10814	g24230
OG0009347	jg10832	g17520, g47239
OG0009348	jg10833	g24234
OG0009349	jg10851	g47226, g24244
OG0009350	jg10892	g24278
OG0009351	jg10895	g24284
OG0009352	jg10897	g24286
OG0009353	jg13991	g11522, g19620
OG0009354	jg14976	g2513
OG0009355	jg14967	g2522
OG0009357	jg14952	g19345
OG0009358	jg14935	g19353
OG0009359	jg14926	g2557
OG0009360	jg14922	g2563
OG0009361	jg14911	g2568
OG0009362	jg14907, jg15549	g2571
OG0009363	jg10154	g47459, g23893
OG0009364	jg21678	g41155
OG0009365	jg21930	g880
OG0009366	jg21916	g872
OG0009367	jg21864, jg22267, jg22276	g1316
OG0009368	jg21810	g41162
OG0009369	jg13985	g11531
OG0009370	jg27359	g6302
OG0009371	jg27443	g14450
OG0009372	jg27576	g14257, g14260
OG0009373	jg27602	g13699
OG0009374	jg27606	g6153
OG0009375	jg27668	g14212
OG0009376	jg27770	g14077
OG0009377	jg16303	g1761
OG0009378	jg27845	g13724, g14043
OG0009379	jg27849	g14041
OG0009380	jg10074	g47486
OG0009381	jg10078	g23852
OG0009382	jg10100	g17249
OG0009384	jg10224	g17272
OG0009385	jg10227	g23922
OG0009386	jg10254	g47434
OG0009387	jg10270	g23949
OG0009388	jg10299	g17302
OG0009389	jg10327	g23969
OG0009390	jg12836	g46626
OG0009391	jg10356	g17317
OG0009392	jg12818	g16774
OG0009393	jg10567	g47328
OG0009394	jg10549	g24068
OG0009395	jg10541	g47337
OG0009396	jg10527, jg10520, jg10515	g17381
OG0009397	jg10514, jg10526	g24058, g17380
OG0009398	jg10501	g24053
OG0009400	jg30220	g49987
OG0009401	jg10463	g24035
OG0009402	jg10448	g47368
OG0009403	jg10433	g24018, g47371
OG0009404	jg13136	g10667
OG0009405	jg10409	g24005
OG0009406	jg28299	g13842, g5887
OG0009407	jg21190	g17858
OG0009408	jg11020	g24372, g24363
OG0009409	jg10999	g24350
OG0009410	jg10983	g17577
OG0009411	jg10963	g24332, g17575
OG0009412	jg10955	g17565, g24325
OG0009413	jg10950, jg28045	g47177
OG0009414	jg10916	g47194
OG0009415	jg10911	g24301, g24298
OG0009416	jg23915	g7946
OG0009417	jg23928	g7941
OG0009418	jg23930	g7940
OG0009419	jg23948	g7931
OG0009420	jg23959	g12733
OG0009421	jg23722	g38, g19647
OG0009422	jg23747	g28
OG0009423	jg23748	g27
OG0009424	jg23749, jg14588	g26
OG0009427	jg23778	g9626, g14
OG0009428	jg16415	g18776
OG0009429	jg16412, jg16396, jg16404	g18774
OG0009430	jg16382	g18763
OG0009431	jg16367	g18750
OG0009432	jg16361	g18744
OG0009434	jg16310	g1760
OG0009435	jg16298	g1764, g1763
OG0009436	jg16259	g1786
OG0009437	jg16256	g1788
OG0009438	jg24445	g7703
OG0009439	jg16249	g1810
OG0009440	jg16247	g1811
OG0009441	jg16223	g1832
OG0009442	jg32489	g1867
OG0009443	jg18514	g37089, g51423
OG0009444	jg16172	g1873
OG0009445	jg16164	g1878
OG0009446	jg16154	g1882
OG0009447	jg16125	g1899
OG0009448	jg16117	g18806
OG0009449	jg16112	g18809
OG0009450	jg16111	g18816
OG0009451	jg16106	g1913
OG0009452	jg16103	g18820
OG0009453	jg16047	g1950
OG0009454	jg15994	g18887
OG0009455	jg15992	g2022
OG0009456	jg15979	g2015
OG0009457	jg15974	g2013
OG0009458	jg15968	g18901
OG0009459	jg15927	g2001
OG0009460	jg15907	g18927
OG0009461	jg15899	g11206
OG0009462	jg15891	g11208, g1990
OG0009463	jg15881	g1982
OG0009465	jg15839	g2033
OG0009466	jg15834	g18960
OG0009467	jg15819	g18968
OG0009468	jg15806	g18975
OG0009469	jg15719, jg15661	g18997, g11254
OG0009470	jg15670, jg23926	g2080
OG0009471	jg15678	g36131, g19000
OG0009472	jg15690	g19003
OG0009474	jg15623	g19021
OG0009475	jg15599	g19035
OG0009476	jg15565	g2176
OG0009477	jg15540	g19058
