Orthogroup	Arabidopsis_arenosa	Euclidium_syriacum
OG0010535	jg4484, jg4689	ESY7_g18682_DN3_SP0_c0.t1
OG0010537	jg4636	ESY7_g18617_DN3_SP7_c0.t1
OG0010538	jg4621	ESY7_g18599_DN3_SP7_c0.t1
OG0010539	jg4605	ESY7_g18565_DN3_SP0_c0.t1
OG0010540	jg7878	ESY8_g58343_DN3_SP0_c14.t1
OG0010541	jg7881	ESY8_g58338_DN3_SP1_c0.t1
OG0010542	jg7898	ESY8_g58335_DN3_SP0_c0.t1
OG0010543	jg7911	ESY8_g58314_DN3_SP0_c0.t1, ESY9_g45285_DN3_SP0_c0.t1
OG0010544	jg7912	ESY8_g58313_DN3_SP0_c0.t1
OG0010545	jg7913	ESY8_g58310_DN3_SP0_c0.t1
OG0010546	jg7915	ESY8_g58306_DN3_SP0_c28.t1
OG0010547	jg7923	ESY8_g58294_DN3_SP0_c0.t1
OG0010548	jg7927	ESY8_g58286_DN3_SP0_c0.t1
OG0010549	jg9959	ESY13_g56837_DN3_SP0_c0.t1, ESY13_g56825_DN3_SP0_c0.t1
OG0010550	jg9966	ESY13_g56838_DN3_SP8_c0.t1
OG0010551	jg17327, jg11903	ESY8_g59228_DN2_SP0_c0.t1
OG0010552	jg9994	ESY13_g56958_DN3_SP0_c0.t1
OG0010553	jg17542	ESY8_g59108_DN3_SP0_c0.t1
OG0010554	jg17548	ESY8_g59106_DN3_SP0_c0.t1
OG0010555	jg17568	ESY8_g59102_DN3_SP0_c0.t1
OG0010556	jg17620, jg17625, jg17621	ESY8_g59061_DN2_SP0_c0.t1
OG0010557	jg17652	ESY8_g59042_DN3_SP8_c0.t1
OG0010558	jg17688	ESY8_g59016_DN3_SP0_c0.t1
OG0010559	jg17706	ESY8_g59009_DN3_SP1_c11.t1
OG0010560	jg17715	ESY3_g31480_DN3_SP0_c0.t1
OG0010561	jg17719	ESY8_g58998_DN3_SP0_c0.t1
OG0010562	jg17728	ESY8_g58992_DN3_SP5_c0.t1
OG0010563	jg17778	ESY8_g58956_DN1_SP0_c0.t1
OG0010564	jg17784	ESY6_g46480_DN3_SP0_c0.t1, ESY8_g58950_DN3_SP0_c0.t1, ESY5_g4431_DN3_SP0_c2.t1
OG0010565	jg17799	ESY8_g58940_DN3_SP3_c0.t1, ESY8_g58936_DN3_SP4_c0.t1
OG0010566	jg17809	ESY8_g58926_DN3_SP0_c0.t1
OG0010568	jg17869, jg17868	ESY8_g58859_DN3_SP0_c0.t1
OG0010569	jg17914	ESY8_g58817_DN3_SP0_c0.t1
OG0010570	jg17917	ESY8_g58812_DN3_SP0_c1.t1
OG0010571	jg17973	ESY8_g58763_DN3_SP8_c0.t1
OG0010572	jg18007, jg18004, jg18011	ESY8_g58728_DN3_SP0_c0.t1
OG0010573	jg18065	ESY8_g58673_DN3_SP0_c0.t1
OG0010574	jg18089	ESY8_g58619_DN3_SP0_c0.t1, ESY8_g58618_DN3_SP0_c9.t1
OG0010575	jg18117	ESY8_g58584_DN3_SP0_c0.t1
OG0010576	jg16636	ESY8_g59736_DN3_SP0_c0.t1
OG0010577	jg18145	ESY8_g58497_DN3_SP0_c0.t1
OG0010578	jg18148	ESY8_g58500_DN3_SP0_c0.t1
OG0010579	jg18155	ESY8_g58512_DN3_SP6_c0.t1
OG0010580	jg18173	ESY8_g58540_DN3_SP7_c0.t1
OG0010581	jg18174	ESY8_g58541_DN3_SP1_c0.t1
OG0010582	jg18216	ESY8_g58446_DN3_SP6_c0.t1, ESY11_g53748_DN3_SP2_c0.t1
OG0010583	jg18236	ESY8_g58419_DN3_SP4_c0.t1
OG0010584	jg18243	ESY8_g58409_DN3_SP8_c0.t1
OG0010585	jg18257	ESY1_g10384_DN1_SP0_c0.t1
OG0010586	jg18262	ESY8_g58389_DN3_SP8_c0.t1
OG0010587	jg18281	ESY8_g58349_DN3_SP8_c0.t1
OG0010588	jg17334	ESY8_g59226_DN2_SP0_c0.t1
OG0010589	jg12182, jg18331	ESY20_g12694_DN3_SP2_c0.t1
OG0010590	jg18330	ESY20_g12693_DN3_SP0_c0.t1
OG0010591	jg18313	ESY20_g12677_DN3_SP0_c0.t1, ESY10_g14305_DN3_SP0_c0.t1
OG0010592	jg18310	ESY20_g12673_DN3_SP0_c0.t1
OG0010593	jg18304	ESY20_g13342_DN3_SP0_c0.t1
OG0010594	jg1055, jg18359	ESY20_g12732_DN3_SP0_c9.t1
OG0010595	jg18370	ESY20_g12743_DN2_SP0_c0.t1
OG0010596	jg18378	ESY20_g12748_DN3_SP8_c0.t1
OG0010597	jg18382	ESY20_g12760_DN3_SP8_c0.t1
OG0010599	jg20859	ESY20_g12879_DN3_SP0_c0.t1
OG0010600	jg8326	ESY3_g30039_DN3_SP0_c0.t1, ESY4_g26914_DN3_SP8_c0.t1
OG0010601	jg2934, jg20851	ESY20_g12897_DN3_SP8_c0.t1
OG0010602	jg20812	ESY8_g58111_DN3_SP0_c0.t1
OG0010603	jg20776	ESY8_g58194_DN2_SP0_c0.t1
OG0010604	jg7835	ESY8_g58226_DN3_SP8_c0.t1
OG0010605	jg7837	ESY8_g58229_DN3_SP8_c0.t1
OG0010606	jg7839	ESY8_g58231_DN2_SP0_c0.t1
OG0010607	jg7846	ESY8_g58254_DN3_SP0_c0.t1
OG0010608	jg7936	ESY8_g58259_DN3_SP3_c16.t1
OG0010609	jg32838	ESY4_g22405_DN3_SP0_c0.t1
OG0010610	jg32814	ESY4_g22569_DN3_SP7_c0.t1
OG0010611	jg32813	ESY4_g22570_DN3_SP0_c0.t1
OG0010614	jg32703	ESY4_g22207_DN3_SP0_c0.t1
OG0010615	jg31293	ESY4_g22447_DN3_SP0_c0.t1
OG0010616	jg31328	ESY4_g22636_DN3_SP0_c0.t1, ESY4_g22635_DN3_SP0_c0.t1
OG0010617	jg31347	ESY4_g22806_DN2_SP4_c0.t1
OG0010618	jg31366	ESY10_g15025_DN3_SP0_c0.t1
OG0010619	jg31374	ESY4_g22900_DN3_SP0_c0.t1
OG0010620	jg31383	ESY7_g16580_DN3_SP0_c0.t1, ESY7_g16619_DN3_SP0_c0.t1
OG0010621	jg31413, jg31411	ESY4_g22946_DN3_SP2_c0.t1
OG0010622	jg31496	ESY4_g23290_DN3_SP1_c0.t1
OG0010622	jg31495	ESY4_g23289_DN3_SP1_c0.t1
OG0010623	jg31501	ESY4_g23296_DN3_SP8_c0.t1
OG0010625	jg31537	ESY4_g23336_DN3_SP2_c0.t1
OG0010626	jg31544	ESY4_g23469_DN3_SP7_c0.t1
OG0010627	jg31552	ESY3_g32454_DN3_SP0_c0.t1
OG0010628	jg31556	ESY7_g17826_DN3_SP0_c0.t1
OG0010629	jg31557	ESY7_g16970_DN3_SP0_c0.t1
OG0010631	jg31583	ESY4_g25719_DN3_SP0_c0.t1
OG0010632	jg31602	ESY4_g23662_DN3_SP0_c0.t1
OG0010633	jg31603	ESY8_g59247_DN2_SP0_c0.t1, ESY4_g23663_DN3_SP2_c0.t1
OG0010634	jg12843	ESY8_g59995_DN3_SP7_c0.t1
OG0010636	jg31659	ESY16_g62048_DN3_SP0_c0.t1
OG0010637	jg31684	ESY16_g62022_DN3_SP4_c0.t1
OG0010638	jg31687	ESY16_g62019_DN3_SP0_c5.t1
OG0010639	jg31719	ESY16_g61991_DN3_SP0_c0.t1
OG0010640	jg31730	ESY16_g61980_DN3_SP8_c0.t1
OG0010641	jg31783	ESY16_g61884_DN3_SP0_c0.t1
OG0010642	jg31804	ESY16_g61841_DN3_SP0_c0.t1
OG0010643	jg31806	ESY16_g61839_DN3_SP8_c0.t1
OG0010644	jg31818	ESY16_g61816_DN3_SP8_c0.t1
OG0010645	jg31820	ESY16_g61814_DN3_SP0_c0.t1
OG0010646	jg31831	ESY16_g61805_DN3_SP5_c0.t1
OG0010647	jg31844	ESY16_g61764_DN3_SP6_c0.t1
OG0010648	jg31860	ESY16_g61750_DN3_SP7_c0.t1
OG0010649	jg31884	ESY16_g61714_DN3_SP4_c0.t1
OG0010651	jg31911	ESY16_g61654_DN2_SP0_c0.t1
OG0010652	jg31914	ESY16_g61651_DN2_SP0_c0.t1
OG0010653	jg31919	ESY16_g61648_DN3_SP0_c0.t1
OG0010654	jg13065, jg19827	ESY10_g14370_DN3_SP3_c0.t1
OG0010655	jg13078	ESY10_g14346_DN3_SP8_c0.t1
OG0010656	jg13080	ESY10_g14338_DN3_SP1_c0.t1
OG0010657	jg19592	ESY12_g51577_DN3_SP6_c0.t1
OG0010658	jg13105	ESY10_g14306_DN3_SP8_c0.t1
OG0010659	jg13111	ESY3_g31990_DN1_SP0_c0.t1, ESY3_g31989_DN2_SP0_c0.t1, ESY10_g14298_DN3_SP0_c0.t1
OG0010660	jg13150	ESY10_g14201_DN3_SP7_c0.t1
OG0010661	jg23716	ESY6_g50316_DN3_SP8_c11.t1
OG0010662	jg23708	ESY6_g50329_DN3_SP0_c0.t1
OG0010663	jg23703	ESY6_g50344_DN3_SP4_c0.t1
OG0010664	jg23694	ESY6_g50363_DN3_SP0_c0.t1
OG0010665	jg23689	ESY2_g33951_DN3_SP0_c0.t1
OG0010666	jg23668	ESY6_g50366_DN3_SP6_c0.t1
OG0010667	jg23662	ESY6_g50373_DN3_SP0_c53.t1
OG0010668	jg23661	ESY6_g50375_DN3_SP4_c0.t1, ESY14_g21275_DN1_SP0_c0.t1
OG0010669	jg23658	ESY6_g50382_DN3_SP1_c0.t1
OG0010670	jg23641	ESY6_g50404_DN3_SP1_c13.t1
OG0010671	jg23638	ESY6_g50407_DN3_SP0_c0.t1
OG0010672	jg6395, jg23629	ESY6_g50416_DN3_SP0_c0.t1
OG0010673	jg7248	ESY9_g42457_DN3_SP5_c0.t1
OG0010674	jg23605	ESY6_g50418_DN3_SP1_c0.t1
OG0010675	jg29287, jg23597	ESY6_g50453_DN3_SP1_c0.t1
OG0010676	jg23595	ESY6_g50455_DN3_SP0_c0.t1
OG0010677	jg23580	ESY6_g50468_DN3_SP7_c0.t1
OG0010679	jg23561	ESY6_g50494_DN3_SP0_c0.t1
OG0010680	jg23532	ESY6_g50532_DN3_SP1_c0.t1
OG0010683	jg23479	ESY6_g49959_DN3_SP0_c0.t1
OG0010684	jg23467	ESY6_g50645_DN3_SP0_c0.t1, ESY6_g50649_DN3_SP1_c9.t1, ESY6_g50654_DN3_SP8_c0.t1
OG0010685	jg23438	ESY6_g50691_DN3_SP8_c0.t1
OG0010686	jg23420	ESY6_g50705_DN3_SP8_c0.t1
OG0010687	jg23410	ESY6_g50714_DN3_SP6_c0.t1
OG0010688	jg23408	ESY6_g50717_DN3_SP8_c0.t1
OG0010689	jg23394	ESY6_g50735_DN3_SP4_c0.t1
OG0010690	jg23387	ESY3_g31088_DN3_SP0_c0.t1, ESY6_g49597_DN3_SP8_c0.t1
OG0010691	jg23372	ESY6_g49609_DN3_SP7_c0.t1
OG0010692	jg23363, jg23463, jg23368	ESY6_g49620_DN2_SP0_c0.t1
OG0010693	jg23358, jg23365, jg23361	ESY6_g49621_DN3_SP6_c0.t1
OG0010694	jg23354	ESY6_g49627_DN3_SP8_c0.t1
OG0010695	jg23317	ESY6_g49682_DN3_SP8_c0.t1
OG0010696	jg23310	ESY6_g49696_DN3_SP7_c0.t1
OG0010697	jg12859	ESY8_g59973_DN3_SP0_c0.t1
OG0010698	jg23225	ESY6_g49833_DN3_SP4_c19.t1
OG0010699	jg23213	ESY6_g49334_DN3_SP8_c0.t1
OG0010700	jg23205	ESY6_g49346_DN3_SP8_c0.t1
OG0010701	jg23177	ESY6_g49382_DN3_SP0_c0.t1
OG0010702	jg23165	ESY6_g49396_DN3_SP0_c0.t1, ESY5_g5025_DN3_SP0_c0.t1
OG0010703	jg23124	ESY6_g49449_DN3_SP0_c0.t1, ESY6_g49452_DN3_SP0_c0.t1
OG0010704	jg23111	ESY6_g49473_DN3_SP5_c0.t1
OG0010705	jg23082	ESY6_g49515_DN3_SP5_c2.t1
OG0010706	jg23022	ESY6_g50215_DN3_SP0_c0.t1
OG0010707	jg6165	ESY6_g50192_DN3_SP0_c0.t1
OG0010708	jg6168, jg6169	ESY6_g50190_DN3_SP0_c0.t1
OG0010709	jg6170	ESY6_g50189_DN3_SP0_c0.t1
OG0010712	jg6206	ESY6_g50156_DN3_SP0_c0.t1
OG0010713	jg4307	ESY7_g18903_DN3_SP0_c0.t1, ESY3_g31202_DN3_SP0_c0.t1
OG0010714	jg6238	ESY6_g50128_DN3_SP0_c0.t1
OG0010715	jg6251	ESY6_g50115_DN3_SP0_c0.t1
OG0010716	jg6252	ESY6_g50114_DN3_SP1_c0.t1
OG0010718	jg6265	ESY6_g50103_DN3_SP3_c0.t1
OG0010719	jg6270	ESY6_g50095_DN3_SP3_c0.t1
OG0010720	jg6309	ESY6_g50058_DN3_SP0_c0.t1
OG0010721	jg6310	ESY6_g50056_DN2_SP0_c0.t1
OG0010722	jg6318	ESY6_g50049_DN3_SP7_c26.t1
OG0010723	jg6323	ESY6_g50048_DN3_SP0_c0.t1
OG0010724	jg6337	ESY6_g47998_DN3_SP0_c0.t1, ESY6_g50034_DN3_SP0_c0.t1
OG0010725	jg6360	ESY6_g50016_DN3_SP0_c16.t1
OG0010726	jg6438	ESY6_g49951_DN3_SP8_c0.t1
OG0010727	jg6444	ESY6_g49946_DN3_SP0_c0.t1
OG0010728	jg6445	ESY6_g49945_DN3_SP3_c0.t1
OG0010729	jg26944	ESY3_g27168_DN3_SP4_c0.t1
OG0010731	jg6476	ESY6_g49921_DN3_SP6_c0.t1
OG0010732	jg5811	ESY6_g49889_DN3_SP4_c0.t1
OG0010733	jg5796	ESY6_g49870_DN3_SP2_c0.t1
OG0010734	jg5825	ESY6_g49861_DN3_SP1_c0.t1
OG0010735	jg5844	ESY1_g11399_DN3_SP4_c0.t1
OG0010737	jg5869	ESY6_g49261_DN3_SP0_c23.t1
OG0010738	jg5870	ESY6_g49256_DN3_SP4_c0.t1
OG0010739	jg5871	ESY6_g49255_DN3_SP0_c0.t1
OG0010740	jg5875	ESY6_g49248_DN1_SP4_c0.t1
OG0010741	jg5882	ESY6_g49238_DN3_SP2_c0.t1
OG0010742	jg5897	ESY6_g49218_DN3_SP0_c0.t1
OG0010743	jg5925	ESY6_g49186_DN1_SP0_c0.t1
OG0010744	jg5934	ESY6_g49176_DN3_SP0_c0.t1
OG0010745	jg5938	ESY6_g49171_DN3_SP7_c0.t1
OG0010746	jg5958	ESY6_g49153_DN3_SP0_c0.t1
OG0010747	jg5975	ESY6_g49133_DN3_SP0_c0.t1
OG0010748	jg5983	ESY6_g49124_DN3_SP0_c0.t1
OG0010749	jg5987	ESY6_g49116_DN3_SP3_c0.t1
OG0010750	jg5988	ESY6_g49112_DN3_SP0_c0.t1
OG0010751	jg5993	ESY6_g49107_DN3_SP0_c0.t1
OG0010752	jg6002	ESY6_g49084_DN3_SP0_c0.t1
OG0010754	jg6040	ESY6_g49036_DN3_SP0_c8.t1
OG0010755	jg6053	ESY6_g49027_DN3_SP0_c0.t1
OG0010757	jg6062	ESY6_g49017_DN3_SP8_c9.t1
OG0010758	jg6065	ESY6_g49015_DN3_SP0_c0.t1
OG0010759	jg6074	ESY6_g49012_DN2_SP6_c0.t1
OG0010760	jg6112	ESY6_g48994_DN3_SP7_c0.t1
OG0010761	jg23017	ESY6_g48956_DN3_SP8_c0.t1
OG0010762	jg22988	ESY6_g48929_DN3_SP0_c0.t1, ESY4_g25808_DN3_SP0_c0.t1
OG0010763	jg22985	ESY6_g48925_DN3_SP2_c0.t1
OG0010764	jg22980	ESY6_g48916_DN3_SP1_c0.t1
OG0010765	jg19303	ESY12_g50885_DN3_SP0_c0.t1
OG0010766	jg22896	ESY6_g48748_DN3_SP1_c0.t1
OG0010767	jg22889	ESY1_g12541_DN3_SP0_c0.t1
OG0010768	jg22881	ESY6_g48732_DN3_SP3_c0.t1
OG0010769	jg22880	ESY6_g48731_DN3_SP0_c0.t1
OG0010770	jg22876	ESY6_g48727_DN3_SP0_c0.t1
OG0010771	jg22875	ESY6_g48726_DN3_SP8_c0.t1
OG0010772	jg22837	ESY6_g48679_DN3_SP7_c0.t1
OG0010773	jg22828	ESY6_g48662_DN3_SP0_c0.t1
OG0010774	jg22820	ESY6_g48669_DN3_SP8_c0.t1
OG0010775	jg22797	ESY6_g48645_DN3_SP8_c0.t1
OG0010776	jg22789	ESY6_g48635_DN3_SP8_c0.t1
OG0010777	jg22788	ESY6_g48634_DN3_SP5_c0.t1
OG0010778	jg22745	ESY6_g48579_DN2_SP0_c0.t1
OG0010779	jg22733	ESY6_g48569_DN3_SP8_c9.t1
OG0010780	jg22732	ESY6_g48565_DN3_SP3_c0.t1
OG0010781	jg22731	ESY6_g48564_DN3_SP0_c0.t1
OG0010782	jg22725	ESY6_g48558_DN3_SP0_c0.t1
OG0010783	jg22715	ESY6_g48550_DN3_SP6_c0.t1
OG0010784	jg22704	ESY6_g48540_DN3_SP3_c0.t1
OG0010785	jg22707	ESY6_g48543_DN3_SP8_c0.t1
OG0010786	jg22706	ESY6_g48542_DN3_SP0_c0.t1
OG0010788	jg22692	ESY6_g48525_DN3_SP0_c0.t1
OG0010790	jg22681	ESY6_g48510_DN2_SP0_c0.t1
OG0010791	jg22679	ESY6_g48505_DN3_SP7_c0.t1
OG0010792	jg22674	ESY6_g48493_DN3_SP1_c0.t1
OG0010793	jg22647	ESY6_g48437_DN3_SP0_c0.t1
OG0010794	jg22619	ESY6_g48408_DN3_SP3_c0.t1
OG0010795	jg22581	ESY6_g48355_DN3_SP0_c0.t1
OG0010796	jg22559	ESY6_g48296_DN3_SP8_c0.t1
OG0010797	jg22557	ESY6_g48294_DN3_SP1_c0.t1
OG0010798	jg22544	ESY6_g48278_DN3_SP6_c0.t1
OG0010799	jg22526	ESY6_g48256_DN3_SP8_c0.t1
OG0010800	jg22466	ESY6_g48168_DN3_SP8_c0.t1
OG0010801	jg22461	ESY6_g48163_DN3_SP8_c0.t1
OG0010802	jg22453, jg22451	ESY6_g48151_DN3_SP0_c0.t1
OG0010803	jg22408	ESY6_g48082_DN2_SP1_c0.t1
OG0010804	jg22406	ESY6_g48080_DN3_SP8_c0.t1
OG0010805	jg22396	ESY6_g48067_DN3_SP0_c0.t1
OG0010806	jg2878	ESY2_g35812_DN3_SP0_c0.t1
OG0010807	jg14955	ESY1_g10057_DN3_SP0_c0.t1
OG0010808	jg22368	ESY6_g48027_DN3_SP0_c5.t1
OG0010809	jg22341	ESY97_g19683_DN1_SP0_p0.t1, ESY6_g47989_DN3_SP0_c0.t1
OG0010810	jg22335	ESY6_g47984_DN3_SP0_c0.t1
OG0010812	jg22317	ESY6_g47963_DN3_SP0_c0.t1
OG0010814	jg14723	ESY1_g9338_DN3_SP6_c0.t1
OG0010815	jg14706	ESY1_g9308_DN2_SP8_c0.t1
OG0010816	jg22164	ESY7_g18265_DN3_SP2_c43.t1, ESY6_g47553_DN3_SP6_c43.t1
OG0010817	jg22193	ESY6_g47593_DN3_SP0_c0.t1
OG0010818	jg22204	ESY6_g47555_DN2_SP0_c0.t1
OG0010820	jg7989	ESY20_g13217_DN3_SP8_c0.t1
OG0010821	jg6967	ESY15_g65046_DN3_SP1_c0.t1
OG0010822	jg7970	ESY20_g13245_DN3_SP1_c0.t1, ESY11_g54763_DN3_SP1_c0.t1
OG0010823	jg4023, jg7962	ESY20_g13274_DN3_SP0_c0.t1
OG0010824	jg7960	ESY19_g41863_DN3_SP0_c80.t1
OG0010825	jg7943	ESY20_g13290_DN3_SP8_c0.t1
OG0010826	jg7939	ESY20_g13295_DN3_SP0_c0.t1
OG0010827	jg7850	ESY20_g13298_DN3_SP0_c0.t1
OG0010828	jg4564	ESY7_g18514_DN3_SP8_c0.t1
OG0010829	jg4545	ESY7_g18500_DN2_SP0_c0.t1
OG0010830	jg31191	ESY2_g34156_DN3_SP1_c0.t1
OG0010831	jg4528	ESY7_g18480_DN3_SP1_c0.t1
OG0010832	jg4524	ESY7_g18477_DN3_SP0_c0.t1
OG0010833	jg4523	ESY7_g18476_DN3_SP8_c0.t1
OG0010834	jg4516	ESY7_g18468_DN3_SP0_c0.t1
OG0010835	jg4504	ESY7_g18388_DN3_SP0_c0.t1, ESY7_g18453_DN3_SP1_c0.t1
OG0010836	jg4438, jg4453	ESY7_g18736_DN3_SP6_c0.t1
OG0010837	jg24399, jg4388	ESY7_g18781_DN3_SP0_c10.t1
OG0010838	jg4385	ESY7_g18784_DN3_SP6_c0.t1
OG0010839	jg4375	ESY7_g18795_DN3_SP4_c0.t1
OG0010840	jg4373, jg4374	ESY7_g18800_DN3_SP8_c0.t1
OG0010841	jg4314	ESY7_g18891_DN3_SP1_c0.t1
OG0010842	jg4306	ESY7_g18904_DN3_SP0_c0.t1
OG0010843	jg4305	ESY7_g18905_DN3_SP0_c0.t1, ESY7_g18881_DN3_SP0_c0.t1
OG0010844	jg4294	ESY7_g18925_DN3_SP0_c0.t1
OG0010845	jg4287	ESY7_g18933_DN3_SP0_c0.t1
OG0010846	jg4262	ESY7_g18975_DN3_SP0_c0.t1
OG0010847	jg4251	ESY7_g18987_DN3_SP4_c0.t1
OG0010848	jg4245	ESY7_g18994_DN3_SP0_c0.t1
OG0010849	jg4228	ESY7_g19022_DN3_SP7_c3.t1
OG0010850	jg16880	ESY8_g59485_DN3_SP2_c9.t1
OG0010851	jg4199	ESY7_g19086_DN3_SP1_c0.t1
OG0010852	jg31064, jg31072	ESY5_g4152_DN3_SP8_c0.t1
OG0010853	jg4184	ESY7_g19107_DN3_SP0_c0.t1
OG0010854	jg4134	ESY7_g19204_DN3_SP0_c0.t1
OG0010855	jg4120	ESY7_g19222_DN3_SP0_c0.t1
OG0010856	jg4117	ESY7_g19232_DN3_SP0_c0.t1
OG0010858	jg4080	ESY7_g19317_DN3_SP0_c0.t1
OG0010859	jg4057	ESY7_g19358_DN3_SP8_c0.t1
OG0010860	jg4056	ESY7_g19362_DN3_SP6_c0.t1
OG0010861	jg4043	ESY7_g19383_DN3_SP0_c0.t1
OG0010862	jg4010	ESY7_g19436_DN3_SP0_c0.t1, ESY7_g19442_DN3_SP1_c0.t1
OG0010863	jg4002	ESY7_g19450_DN3_SP0_c0.t1
OG0010864	jg3994	ESY7_g19477_DN3_SP1_c0.t1
OG0010865	jg3990	ESY7_g19472_DN3_SP7_c0.t1
OG0010866	jg3956, jg3958	ESY7_g19517_DN3_SP2_c0.t1
OG0010868	jg3945	ESY7_g19529_DN3_SP0_c0.t1
OG0010869	jg3931	ESY7_g19544_DN3_SP8_c0.t1
OG0010870	jg20918, jg3920	ESY7_g19561_DN3_SP0_c0.t1
OG0010871	jg3913, jg4192	ESY7_g19567_DN3_SP6_c0.t1
OG0010872	jg3900	ESY7_g19582_DN3_SP3_c0.t1, ESY7_g16627_DN2_SP0_c0.t1
OG0010873	jg3895	ESY7_g19589_DN3_SP0_c0.t1, ESY7_g19590_DN2_SP0_c0.t1
OG0010874	jg3853	ESY7_g19641_DN3_SP0_c0.t1
OG0010875	jg3830	ESY7_g19653_DN3_SP0_c0.t1
OG0010876	jg3818	ESY7_g19666_DN3_SP0_c0.t1, ESY7_g19451_DN3_SP0_c0.t1
OG0010877	jg3810	ESY7_g19675_DN3_SP8_c0.t1
OG0010878	jg12671	ESY8_g60275_DN3_SP2_c0.t1
OG0010879	jg12675	ESY8_g60274_DN3_SP0_c0.t1
OG0010880	jg12715	ESY8_g60165_DN3_SP4_c0.t1
OG0010881	jg12738	ESY8_g60136_DN3_SP8_c0.t1
OG0010882	jg12760	ESY8_g60105_DN3_SP1_c0.t1
OG0010883	jg12768	ESY8_g60084_DN3_SP3_c0.t1
OG0010884	jg12782	ESY8_g60066_DN3_SP0_c0.t1
OG0010885	jg33805	ESY10_g14739_DN3_SP0_c0.t1
OG0010887	jg3787	ESY2_g36476_DN3_SP3_c0.t1
OG0010888	jg3794	ESY2_g36468_DN2_SP0_c0.t1
OG0010889	jg3797	ESY2_g36462_DN3_SP2_c0.t1
OG0010891	jg3727	ESY2_g36570_DN3_SP0_c0.t1
OG0010892	jg3694	ESY2_g36618_DN3_SP7_c38.t1
OG0010893	jg3678	ESY2_g36633_DN3_SP8_c0.t1
OG0010894	jg3652	ESY2_g36668_DN3_SP8_c0.t1
OG0010895	jg3624	ESY2_g36712_DN2_SP0_c0.t1
OG0010896	jg3590	ESY2_g36797_DN3_SP8_c0.t1
OG0010897	jg14436	ESY1_g8115_DN1_SP0_c0.t1
OG0010898	jg3546	ESY2_g36133_DN3_SP0_c0.t1
OG0010900	jg3516	ESY2_g34830_DN3_SP0_c0.t1, ESY17_g40002_DN3_SP0_c0.t1
OG0010901	jg3504	ESY2_g35024_DN3_SP5_c0.t1
OG0010902	jg3500	ESY2_g35028_DN3_SP2_c12.t1
OG0010903	jg3482	ESY2_g35045_DN3_SP2_c0.t1
OG0010904	jg3479	ESY2_g35048_DN3_SP1_c0.t1
OG0010905	jg3460, jg3457	ESY2_g35070_DN3_SP3_c0.t1
OG0010906	jg3443	ESY2_g35089_DN3_SP1_c0.t1
OG0010907	jg3429	ESY2_g34601_DN3_SP0_c0.t1
OG0010908	jg3412	ESY2_g34618_DN3_SP0_c0.t1
OG0010909	jg3410	ESY2_g34620_DN3_SP0_c0.t1
OG0010910	jg3392	ESY2_g34639_DN3_SP3_c3.t1
OG0010911	jg3375	ESY2_g34661_DN3_SP8_c0.t1, ESY4_g24744_DN2_SP0_c0.t1
OG0010913	jg26165	ESY3_g29276_DN3_SP0_c0.t1
OG0010914	jg13960	ESY9_g43527_DN3_SP0_c0.t1
OG0010915	jg3288	ESY2_g34762_DN3_SP0_c11.t1
OG0010916	jg16889	ESY8_g59491_DN3_SP0_c0.t1
OG0010917	jg3261	ESY2_g34795_DN2_SP5_c0.t1, ESY2_g35117_DN3_SP0_c0.t1
OG0010918	jg28591	ESY5_g5313_DN1_SP0_c0.t1
OG0010919	jg3227	ESY2_g36080_DN3_SP0_c0.t1
OG0010920	jg3188	ESY2_g36019_DN3_SP8_c0.t1
OG0010921	jg3168	ESY2_g35991_DN3_SP8_c0.t1
OG0010922	jg3165	ESY2_g35980_DN1_SP0_c0.t1
OG0010923	jg27880	ESY11_g54055_DN3_SP7_c0.t1
OG0010924	jg27881	ESY11_g54056_DN3_SP8_c0.t1
OG0010925	jg27897	ESY11_g54083_DN2_SP0_c0.t1
OG0010926	jg26067	ESY3_g29458_DN3_SP0_c0.t1
OG0010927	jg22256	ESY6_g47878_DN3_SP0_c0.t1
OG0010928	jg15908, jg14540	ESY1_g8592_DN3_SP0_c0.t1
OG0010929	jg14544	ESY1_g8594_DN3_SP8_c0.t1
OG0010930	jg33827	ESY2_g36445_DN3_SP5_c0.t1
OG0010931	jg33799	ESY2_g36412_DN3_SP4_c0.t1
OG0010932	jg33689	ESY2_g36276_DN3_SP2_c0.t1
OG0010933	jg33641	ESY2_g36217_DN3_SP8_c0.t1
OG0010934	jg32656	ESY1_g12187_DN3_SP8_c0.t1
OG0010935	jg33596	ESY9_g44944_DN2_SP0_c0.t1, ESY2_g36830_DN3_SP0_c0.t1
OG0010936	jg33588	ESY2_g36850_DN3_SP0_c0.t1
OG0010937	jg33559	ESY2_g36873_DN3_SP0_c0.t1
OG0010938	jg33555	ESY8_g60152_DN3_SP0_c0.t1, ESY2_g36880_DN3_SP0_c0.t1
OG0010939	jg33522	ESY2_g36943_DN3_SP0_c0.t1
OG0010940	jg17335	ESY8_g59225_DN3_SP6_c0.t1
OG0010941	jg33518	ESY2_g36952_DN3_SP0_c0.t1
OG0010942	jg18745	ESY9_g44246_DN2_SP8_c0.t1
OG0010943	jg18752	ESY9_g44267_DN3_SP0_c0.t1
OG0010945	jg18774	ESY9_g44366_DN3_SP8_c0.t1
