Orthogroup	Cardamine_amara	Cochlearia_excelsa
OG0003473	evm.model.RL_6.641, evm.model.RL_6.682, evm.model.RL_4.713, evm.model.RL_6.622, evm.model.RL_6.654, evm.model.RL_1.2641	g9520, g39313
OG0003481	evm.model.RL_2.2504	g47714
OG0003483	evm.model.RL_5.2248	g36247
OG0003483	evm.model.RL_2.2613	g47765
OG0003484	evm.model.RL_2.2745	g23275
OG0003485	evm.model.RL_2.2872	g9767
OG0003486	evm.model.RL_4.1486	g28875
OG0003487	evm.model.RL_2.411	g31135
OG0003489	evm.model.RL_3.486.1.687c84ba, evm.model.RL_5.919	g44107
OG0003490	evm.model.RL_5.974	g31300
OG0003491	evm.model.RL_7.2264	g10485
OG0003492	evm.model.RL_3.965, evm.model.RL_2.519	g46829
OG0003493	evm.model.RL_1.907	g7456
OG0003494	evm.model.RL_5.1295	g1497, g27273
OG0003497	evm.model.RL_2.2105	g47563
OG0003499	evm.model.RL_8.2533	g229
OG0003500	evm.model.RL_8.2486	g256
OG0003501	evm.model.RL_1.1886	g6776
OG0003502	evm.model.RL_2.1671	g47388
OG0003502	evm.model.RL_8.433	g23995
OG0003503	evm.model.RL_3.283, evm.model.RL_2.1873	g23896
OG0003504	evm.model.RL_5.2569	g32731, g50730
OG0003505	evm.model.RL_8.855	g40245, g25875
OG0003506	evm.model.RL_5.2871	g50548
OG0003507	evm.model.RL_5.2862	g32490
OG0003507	evm.model.RL_5.2861	g27712
OG0003508	evm.model.RL_1.2944	g6053
OG0003508	evm.model.RL_2.3085	g22982
OG0003509	evm.model.RL_1.2995	g47964
OG0003509	evm.model.RL_2.3153	g22939
OG0003510	evm.model.RL_2.3246	g22848
OG0003511	evm.model.RL_2.422, evm.model.RL_2.421	g46765
OG0003511	evm.model.RL_2.426	g46767
OG0003512	evm.model.RL_5.2296	g36183
OG0003513	evm.model.RL_8.414, evm.model.RL_2.1634	g40467
OG0003515	evm.model.RL_4.8, evm.model.RL_2.1271	g40726
OG0003517	evm.model.RL_2.766, evm.model.RL_2.765	g25845, g18080
OG0003518	evm.model.RL_2.809, evm.model.RL_1.2389	g11682
OG0003519	evm.model.RL_1.2325	g46257
OG0003520	evm.model.RL_1.2230	g13463
OG0003521	evm.model.RL_2.79_evm.model.RL_2.80	g16812
OG0003521	evm.model.RL_6.2709	g37623
OG0003522	evm.model.RL_3.1017, evm.model.RL_3.1013	g37583
OG0003523	evm.model.RL_7.542	g2039, g11216
OG0003524	evm.model.RL_7.1515	g2697
OG0003524	evm.model.RL_8.2424	g287
OG0003526	evm.model.RL_8.2670	g128
OG0003526	evm.model.RL_7.1427	g11372
OG0003527	evm.model.RL_8.2741.1.687c8563, evm.model.RL_3.1825	g65
OG0003528	evm.model.RL_6.1115	g39934
OG0003529	evm.model.RL_2.2215	g17107
OG0003530	evm.model.RL_4.2041	g29211
OG0003530	evm.model.RL_1.164	g7869
OG0003531	evm.model.RL_4.1721	g12908
OG0003532	evm.model.RL_1.637	g12465
OG0003533	evm.model.RL_3.349, evm.model.RL_6.2057, evm.model.RL_7.2534	g51775
OG0003534	evm.model.RL_6.2038	g2259
OG0003535	evm.model.RL_6.1749	g37173
OG0003536	evm.model.RL_5.1549	g31682
OG0003537	evm.model.RL_5.1649	g31758, g50035
OG0003538	evm.model.RL_5.1729	g50059
OG0003539	evm.model.RL_5.3500	g27525
OG0003540	evm.model.RL_5.3446	g32062
OG0003541	evm.model.RL_3.1431	g45851
OG0003542	evm.model.RL_5.3211	g50390
OG0003543	evm.model.RL_5.3185	g27618
OG0003544	evm.model.RL_2.517	g46828
OG0003545	evm.model.RL_6.380	g51027, g38358
OG0003546	evm.model.RL_6.1289	g51277
OG0003547	evm.model.RL_4.1911	g45750
OG0003548	evm.model.RL_4.1767_evm.model.RL_4.1768.1.687c999b	g41451
OG0003549	evm.model.RL_1.600, evm.model.RL_4.927	g12933
OG0003550	evm.model.RL_4.841	g10240
OG0003551	evm.model.RL_4.1259	g554, g18567
OG0003553	evm.model.RL_8.2378.1.687c8561	g18617
OG0003554	evm.model.RL_7.1314	g19347
OG0003555	evm.model.RL_7.1519	g19428
OG0003556	evm.model.RL_5.3472	g50270
OG0003557	evm.model.RL_3.1777	g46089
OG0003558	evm.model.RL_3.2296, evm.model.RL_5.1520	g46489
OG0003559	evm.model.RL_5.1481	g49967
OG0003560	evm.model.RL_1.1369, evm.model.RL_5.3830	g13214
OG0003561	evm.model.RL_1.1404	g7140
OG0003562	evm.model.RL_1.1608	g6990
OG0003564	evm.model.RL_5.1896	g28030
OG0003565	evm.model.RL_1.2270	g11751
OG0003566	evm.model.RL_6.134	g41980, g41880, g43825, g24434, g16966
OG0003566	evm.model.RL_2.635	g4499, g43299
OG0003567	evm.model.RL_1.3048, evm.model.RL_1.3052, evm.model.RL_1.3051	g5994
OG0003568	evm.model.RL_2.798, evm.model.RL_7.1717, evm.model.RL_7.1715.1.687c84ba	g18126
OG0003569	evm.model.RL_1.2434, evm.model.RL_5.3992, evm.model.RL_5.3993, evm.model.RL_5.3994	g27991
OG0003572	evm.model.RL_2.995	g24508
OG0003574	evm.model.RL_4.1868	g4965, g4918
OG0003575	evm.model.RL_4.1728	g29100
OG0003584	evm.model.RL_2.2468	g47696
OG0003585	evm.model.RL_7.797	g2188, g4871
OG0003586	evm.model.RL_2.2562	g47749, g23394
OG0003587	evm.model.RL_6.487	g18613, g32838
OG0003588	evm.model.RL_4.3095	g29793
OG0003589	evm.model.RL_2.2937	g47871
OG0003590	evm.model.RL_1.2907	g6113
OG0003594	evm.model.RL_5.1284	g27267
OG0003595	evm.model.RL_7.2194	g16518
OG0003595	evm.model.RL_7.2195.1.687c84bc	g10412
OG0003597	evm.model.RL_5.1130	g49846
OG0003598	evm.model.RL_1.826, evm.model.RL_1.812	g12411
OG0003599	evm.model.RL_1.1001	g12345, g7407
OG0003600	evm.model.RL_7.2572	g7379
OG0003601	evm.model.RL_1.1138	g25052, g25046, g25092, g5960
OG0003604	evm.model.RL_2.2266	g23628
OG0003605	evm.model.RL_7.141	g11152
OG0003606	evm.model.RL_2.2171	g47586, g23689
OG0003607	evm.model.RL_2.554	g29421
OG0003608	evm.model.RL_4.2463, evm.model.RL_3.353, evm.model.RL_5.634	g31081
OG0003609	evm.model.RL_4.2556	g5422
OG0003610	evm.model.RL_8.2548, evm.model.RL_4.2611	g214, g9752
OG0003611	evm.model.RL_8.2172, evm.model.RL_2.1392	g24190
OG0003612	evm.model.RL_2.1400	g47272
OG0003613	evm.model.RL_4.1113	g10107
OG0003614	evm.model.RL_5.3103	g50440
OG0003615	evm.model.RL_5.3032, evm.model.RL_6.1487	g27670
OG0003616	evm.model.RL_2.3103	g47935
OG0003617	evm.model.RL_8.809	g40272
OG0003618	evm.model.RL_5.3650	g2367
OG0003619	evm.model.RL_1.989	g13107, g7412
OG0003620	evm.model.RL_4.397, evm.model.RL_4.398	g11044, g40499
OG0003621	evm.model.RL_4.383.1.687c9994	g40511, g40510
OG0003622	evm.model.RL_4.172	g40634
OG0003624	evm.model.RL_4.47	g10866, g40704
OG0003625	evm.model.RL_6.2890	g37723
OG0003626	evm.model.RL_7.138	g1766
OG0003628	evm.model.RL_7.349	g18855, g18844
OG0003629	evm.model.RL_1.2956	g37544, g13749
OG0003629	evm.model.RL_6.2561	g38231
OG0003631	evm.model.RL_4.1564	g41382, g28910
OG0003632	evm.model.RL_5.1313	g49911
OG0003633	evm.model.RL_7.1319	g2547
OG0003633	evm.model.RL_8.2780	g46
OG0003634	evm.model.RL_8.2783	g19651
OG0003635	evm.model.RL_8.2853	g19314, g2478
OG0003636	evm.model.RL_5.13	g39489
OG0003638	evm.model.RL_8.307	g39607
OG0003640	evm.model.RL_4.2173	g5181, g29304
OG0003641	evm.model.RL_1.431	g7718
OG0003642	evm.model.RL_4.1062	g10129
OG0003643	evm.model.RL_6.2087	g37331, g51811
OG0003645	evm.model.RL_5.1504	g27347
OG0003646	evm.model.RL_5.1675, evm.model.RL_3.1802	g50043
OG0003647	evm.model.RL_5.1760	g31831
OG0003648	evm.model.RL_5.3524	g32033, g50243
OG0003650	evm.model.RL_7.526	g1976
OG0003650	evm.model.RL_7.529	g18957
OG0003651	evm.model.RL_3.1944	g17193
OG0003652	evm.model.RL_5.488	g30992
OG0003654	evm.model.RL_5.426	g26962
OG0003655	evm.model.RL_4.1951	g45741
OG0003656	evm.model.RL_4.1912	g45748
OG0003657	evm.model.RL_1.1161	g13143, g7294, g12274
OG0003658	evm.model.RL_4.3070	g29777
OG0003659	evm.model.RL_8.2242	g406
OG0003660	evm.model.RL_8.1920	g1186, g28725
OG0003662	evm.model.RL_7.1702	g2823
OG0003662	evm.model.RL_8.2011	g19542
OG0003663	evm.model.RL_3.1353	g44748
OG0003663	evm.model.RL_5.3325	g32132
OG0003665	evm.model.RL_3.1625	g45952
OG0003666	evm.model.RL_5.2026, evm.model.RL_3.2429	g44289
OG0003667	evm.model.RL_1.1211, evm.model.RL_1.1212	g7261
OG0003670	evm.model.RL_1.1334, evm.model.RL_1.1335	g13211
OG0003671	evm.model.RL_1.1455	g7098
OG0003672	evm.model.RL_1.1630	g6979
OG0003673	evm.model.RL_1.2333	g13495, g11725
OG0003674	evm.model.RL_1.2445	g13528
OG0003674	evm.model.RL_4.782	g10280
OG0003675	evm.model.RL_8.1709	g1067
OG0003676	evm.model.RL_1.2692	g12460
OG0003676	evm.model.RL_2.2885	g47855
OG0003678	evm.model.RL_1.1988, evm.model.RL_5.1962	g11900
OG0003679	evm.model.RL_7.1155	g19263
OG0003680	evm.model.RL_7.1146	g19254
OG0003681	evm.model.RL_6.1832	g51645
OG0003682	evm.model.RL_7.730, evm.model.RL_8.940, evm.model.RL_8.955, evm.model.RL_8.932, evm.model.RL_8.957, evm.model.RL_8.949, evm.model.RL_8.959, evm.model.RL_8.930, evm.model.RL_8.947, evm.model.RL_8.938, evm.model.RL_8.945	g11268
OG0003683	evm.model.RL_7.1192, evm.model.RL_7.1191	g18474
OG0003686	evm.model.RL_3.2102	g44371
OG0003687	evm.model.RL_3.528	g1730
OG0003695	evm.model.RL_2.2757, evm.model.RL_2.2349	g47664, g23556
OG0003696	evm.model.RL_2.2534	g16988
OG0003696	evm.model.RL_7.2464	g47731
OG0003697	evm.model.RL_2.2936.2.687c86e7	g23123, g18199
OG0003698	evm.model.RL_2.3012	g47899
OG0003699	evm.model.RL_5.2532	g38127, g874
OG0003700	evm.model.RL_2.1205	g47167
OG0003701	evm.model.RL_7.2617, evm.model.RL_7.2616	g10737
OG0003702	evm.model.RL_7.2365	g10559
OG0003703	evm.model.RL_2.418	g46760
OG0003704	evm.model.RL_3.234	g40891
OG0003705	evm.model.RL_6.2216	g51961, g37370
OG0003707	evm.model.RL_8.1119	g26795, g1414
OG0003708	evm.model.RL_8.1647	g1026, g28524
OG0003709	evm.model.RL_8.2877, evm.model.RL_8.1741	g1079
OG0003710	evm.model.RL_4.2293	g29360
OG0003712	evm.model.RL_4.396.2.687c86ce	g40500
OG0003713	evm.model.RL_4.430	g40483
OG0003715	evm.model.RL_2.1851, evm.model.RL_8.639	g40371
OG0003717	evm.model.RL_8.98	g25375
OG0003718	evm.model.RL_1.2716	g54247
OG0003719	evm.model.RL_4.3250	g5765, g45343
OG0003720	evm.model.RL_4.1849, evm.model.RL_5.1099, evm.model.RL_4.3327	g5799
OG0003721	evm.model.RL_8.643	g40362
OG0003723	evm.model.RL_1.2244	g13469
OG0003724	evm.model.RL_1.2066	g13391
OG0003724	evm.model.RL_2.1092	g24445
OG0003726	evm.model.RL_6.2896	g39241, g28052
OG0003727	evm.model.RL_6.2761	g37648
OG0003728	evm.model.RL_6.2518	g38224
OG0003730	evm.model.RL_7.555	g18969
OG0003731	evm.model.RL_5.1997.3.687c88b8, evm.model.RL_4.3217	g47315
OG0003732	evm.model.RL_8.2031	g28743
OG0003733	evm.model.RL_4.505, evm.model.RL_5.276	g39715
OG0003735	evm.model.RL_4.541	g39733
OG0003736	evm.model.RL_6.1361	g37937
OG0003738	evm.model.RL_6.1264, evm.model.RL_5.434	g51263
OG0003739	evm.model.RL_6.1227	g51239
OG0003740	evm.model.RL_5.495	g30996
OG0003741	evm.model.RL_6.861	g37804
OG0003742	evm.model.RL_6.1346, evm.model.RL_6.743	g40156
OG0003743	evm.model.RL_1.122	g7905, g12747
OG0003744	evm.model.RL_5.2322, evm.model.RL_2.138.2.687c86e0	g46647
OG0003747	evm.model.RL_1.666	g12957, g12448
OG0003748	evm.model.RL_1.733	g7565, g12983, g12431
OG0003749	evm.model.RL_1.757	g7551, g12421, g12423, g12422
OG0003750	evm.model.RL_7.801	g11277
OG0003754	evm.model.RL_5.3367	g50323, g32075
OG0003755	evm.model.RL_5.3308	g50351, g27585
OG0003756	evm.model.RL_2.1950	g47503
OG0003759	evm.model.RL_5.1327	g49920, g27283
OG0003761	evm.model.RL_5.387	g26955
OG0003762	evm.model.RL_6.1398, evm.model.RL_6.1443	g1203
OG0003763	evm.model.RL_5.267	g30854
OG0003764	evm.model.RL_5.41	g30748
OG0003764	evm.model.RL_8.132	g45260
OG0003765	evm.model.RL_4.2051, evm.model.RL_5.1655	g5080
OG0003766	evm.model.RL_4.2038	g30090, g30097, g22343, g22274, g22486, g36091, g22507, g22468, g22287, g36092, g30096, g22485, g22271, g22467, g22506, g22286, g30089
OG0003767	evm.model.RL_4.1384	g9962
OG0003768	evm.model.RL_8.2370	g326
OG0003769	evm.model.RL_8.1903	g28697, g1158
OG0003771	evm.model.RL_7.1654, evm.model.RL_8.1939	g1207
OG0003772	evm.model.RL_2.2893	g47856
OG0003773	evm.model.RL_3.1307	g45781
OG0003774	evm.model.RL_3.1340	g44756
OG0003776	evm.model.RL_5.1535	g46478
OG0003777	evm.model.RL_3.2303	g44346
OG0003778	evm.model.RL_1.1891	g11949, g6775
OG0003779	evm.model.RL_1.1966	g6720
OG0003781	evm.model.RL_1.2305	g6483
OG0003782	evm.model.RL_1.2505	g13571
OG0003783	evm.model.RL_1.2543	g13581
OG0003785	evm.model.RL_5.3925	g36713
OG0003786	evm.model.RL_5.1897	g36522
OG0003787	evm.model.RL_5.2054, evm.model.RL_5.2053	g36409
OG0003789	evm.model.RL_7.869, evm.model.RL_8.328, evm.model.RL_3.104, evm.model.RL_7.870	g11284
OG0003791	evm.model.RL_7.699	g19017
OG0003792	evm.model.RL_7.666, evm.model.RL_7.1001	g11257
OG0003795	evm.model.RL_6.159, evm.model.RL_6.160	g36928
OG0003798	evm.model.RL_5.3690	g27458, g50136
OG0003799	evm.model.RL_3.1262	g44804
OG0003803	evm.model.RL_2.1519, evm.model.RL_4.2973	g17406
OG0003804	evm.model.RL_6.921	g53282
OG0003807	evm.model.RL_8.2156	g447
OG0003810	evm.model.RL_7.1462	g2630
OG0003823	evm.model.RL_2.2336	g17052
OG0003824	evm.model.RL_2.2672	g47786, g23314
OG0003827	evm.model.RL_2.2990, evm.model.RL_1.2823	g23068
OG0003828	evm.model.RL_5.2813	g32520
OG0003829	evm.model.RL_5.2790	g32528
OG0003831	evm.model.RL_5.858	g31228
OG0003832	evm.model.RL_8.1197, evm.model.RL_7.2690	g10798
OG0003833	evm.model.RL_6.1135	g51207
OG0003834	evm.model.RL_3.29	g40758
OG0003835	evm.model.RL_5.1109	g27189
OG0003835	evm.model.RL_3.197	g40869
OG0003836	evm.model.RL_1.840, evm.model.RL_4.3323	g13038
OG0003838	evm.model.RL_8.1237_evm.model.RL_8.1239.2.687c97bf	g1334
OG0003839	evm.model.RL_8.1525	g28472, g950
OG0003840	evm.model.RL_8.1639	g1019
OG0003841	evm.model.RL_8.1711	g28556
OG0003842	evm.model.RL_4.2327	g29387
OG0003843	evm.model.RL_4.2437	g29440
OG0003844	evm.model.RL_4.203	g10950, g40606
OG0003845	evm.model.RL_2.1431.2.687c86e3	g17462
OG0003846	evm.model.RL_2.1882	g23879, g47469
OG0003847	evm.model.RL_2.1883	g47470
OG0003848	evm.model.RL_5.2603	g32703
OG0003849	evm.model.RL_5.2573.6.687c88bc	g27805, g32722
OG0003850	evm.model.RL_5.2271, evm.model.RL_5.2273	g28124, g53941
OG0003851	evm.model.RL_5.2915	g24483, g32417
OG0003852	evm.model.RL_2.3115.1.687c86e8	g22965, g47942
OG0003853	evm.model.RL_2.3270_evm.model.RL_2.3271	g47991
OG0003854	evm.model.RL_2.440	g46779
OG0003855	evm.model.RL_8.907, evm.model.RL_5.2325	g40210
OG0003856	evm.model.RL_5.2338	g28150
OG0003857	evm.model.RL_7.1831	g19592
OG0003858	evm.model.RL_4.698, evm.model.RL_5.2017	g26657, g18459, g36500
OG0003859	evm.model.RL_8.614, evm.model.RL_4.1158	g25691
OG0003860	evm.model.RL_6.2720	g52195
OG0003861	evm.model.RL_4.284.3.687c86cd	g18398
OG0003862	evm.model.RL_4.205.1.687c86cd	g10951
OG0003863	evm.model.RL_4.19, evm.model.RL_4.22	g40718, g10846
OG0003864	evm.model.RL_7.88	g18728
OG0003865	evm.model.RL_6.2806	g1809
OG0003866	evm.model.RL_6.2664	g52245
OG0003867	evm.model.RL_4.3363, evm.model.RL_4.3367	g45292
OG0003868	evm.model.RL_8.2137	g832
OG0003869	evm.model.RL_8.2119	g28823
OG0003871	evm.model.RL_8.2077, evm.model.RL_3.1947	g28788
OG0003873	evm.model.RL_8.211	g5079, g39510
OG0003874	evm.model.RL_8.297	g39604
OG0003875	evm.model.RL_5.707, evm.model.RL_5.776	g26924, g30850, g49444
OG0003876	evm.model.RL_6.2015, evm.model.RL_6.1254	g39832
OG0003877	evm.model.RL_2.2236	g47622
OG0003878	evm.model.RL_1.569	g7652, g12926
OG0003879	evm.model.RL_1.670	g12961, g7603, g12447
OG0003880	evm.model.RL_2.137	g37949, g25033
OG0003882	evm.model.RL_5.1652.1.687c88b6	g50037
OG0003883	evm.model.RL_5.1630	g27398
OG0003884	evm.model.RL_5.3309	g32148
OG0003885	evm.model.RL_2.2007	g23810
OG0003885	evm.model.RL_8.1172	g28282
OG0003886	evm.model.RL_6.312	g50978
OG0003887	evm.model.RL_5.1223, evm.model.RL_5.1337	g31558
OG0003889	evm.model.RL_5.752	g31149, g49652, g27058
OG0003890	evm.model.RL_6.1236	g51250, g51247, g26965
OG0003891	evm.model.RL_4.2055	g29216
OG0003893	evm.model.RL_4.1824	g41477
OG0003894	evm.model.RL_4.1041	g10145
OG0003896	evm.model.RL_4.928	g4661
OG0003897	evm.model.RL_4.2945	g5615
OG0003898	evm.model.RL_8.2460, evm.model.RL_4.3035	g29756, g5649
OG0003899	evm.model.RL_4.1174.1.687c86d2, evm.model.RL_4.1173.1.687c86d2	g10074
OG0003900	evm.model.RL_8.2661	g11376
OG0003900	evm.model.RL_7.1429	g2612
OG0003901	evm.model.RL_7.1599, evm.model.RL_3.888	g19498
OG0003902	evm.model.RL_8.1966	g2805
OG0003903	evm.model.RL_2.3374	g41506, g22723
OG0003904	evm.model.RL_3.2062	g46286
OG0003907	evm.model.RL_3.2002	g17974
OG0003908	evm.model.RL_3.2293	g44350
OG0003909	evm.model.RL_3.2342	g46516
OG0003911	evm.model.RL_1.1376	g13219
OG0003913	evm.model.RL_1.1498	g12109
OG0003914	evm.model.RL_1.1533	g7042
OG0003916	evm.model.RL_1.1885	g11953, g13345
OG0003917	evm.model.RL_7.2302	g13361, g13362
OG0003918	evm.model.RL_1.1982	g6715
OG0003919	evm.model.RL_1.2102	g6627, g13397, g6625, g6624, g6613
OG0003920	evm.model.RL_1.2180	g11788, g6567, g25753
OG0003921	evm.model.RL_1.3129	g5957
OG0003922	evm.model.RL_5.3800	g36631, g11532
OG0003923	evm.model.RL_5.2215	g54028, g28110
OG0003924	evm.model.RL_7.1208, evm.model.RL_7.1212	g2457, g19291
OG0003925	evm.model.RL_7.851, evm.model.RL_7.839	g19113
OG0003926	evm.model.RL_6.2722	g52275
OG0003926	evm.model.RL_6.2824	g18686
OG0003930	evm.model.RL_5.3462, evm.model.RL_8.2865	g49312
OG0003930	evm.model.RL_5.3461	g49315
OG0003933	evm.model.RL_7.2077	g10353
OG0003935	evm.model.RL_4.2827	g45477, g5565
OG0003948	evm.model.RL_2.2518	g23447
OG0003950	evm.model.RL_5.2754	g32553, g27766
OG0003951	evm.model.RL_2.1187	g47157, g24360
OG0003952	evm.model.RL_5.139, evm.model.RL_3.710	g25482
OG0003954	evm.model.RL_7.2611	g1516, g10735
OG0003955	evm.model.RL_7.2561	g16695, g10685
OG0003956	evm.model.RL_6.2772	g10486, g1620
OG0003957	evm.model.RL_7.2262	g10479
OG0003958	evm.model.RL_2.472	g46794
OG0003958	evm.model.RL_3.994	g45017
OG0003959	evm.model.RL_6.2198	g37365, g38148, g51950
OG0003961	evm.model.RL_1.1005	g13110, g12342
OG0003962	evm.model.RL_1.1048	g13118
OG0003963	evm.model.RL_3.158	g44249
OG0003966	evm.model.RL_8.1374, evm.model.RL_2.2311	g28393
OG0003967	evm.model.RL_4.2365	g5321
OG0003968	evm.model.RL_4.2427	g29433
OG0003969	evm.model.RL_4.2443	g29444
OG0003971	evm.model.RL_4.2688	g5492
OG0003972	evm.model.RL_1.936	g45484
OG0003972	evm.model.RL_4.2784.2.687c86db	g29616
OG0003973	evm.model.RL_4.76.2.687c86cc	g10895, g40689
OG0003974	evm.model.RL_7.1122	g19228
OG0003975	evm.model.RL_2.1598, evm.model.RL_5.1369	g24044, g17372
OG0003976	evm.model.RL_2.1804	g23923
OG0003977	evm.model.RL_7.1081	g2382
OG0003978	evm.model.RL_5.3023	g27671
OG0003979	evm.model.RL_5.2611	g50620, g27762
OG0003980	evm.model.RL_2.3172	g22919
OG0003981	evm.model.RL_2.3179	g47971
OG0003982	evm.model.RL_2.3263	g22830
OG0003983	evm.model.RL_6.149	g36931
OG0003985	evm.model.RL_1.2920, evm.model.RL_8.456	g40452
OG0003986	evm.model.RL_4.263	g18399
OG0003987	evm.model.RL_2.793	g24852
OG0003988	evm.model.RL_2.958	g17721
OG0003989	evm.model.RL_2.1091	g17645, g24444
OG0003990	evm.model.RL_7.716, evm.model.RL_2.103	g16803
OG0003991	evm.model.RL_6.2853	g37710
OG0003992	evm.model.RL_6.2829	g50801
OG0003993	evm.model.RL_7.234	g1866
OG0003994	evm.model.RL_5.3330	g44729, g44728
OG0003995	evm.model.RL_6.64, evm.model.RL_6.2531	g37527
OG0003996	evm.model.RL_6.2502	g37521
OG0003998	evm.model.RL_4.3306	g45313
OG0003999	evm.model.RL_1.944	g13083
OG0004001	evm.model.RL_8.2020	g39238
OG0004002	evm.model.RL_8.2420	g9813
OG0004003	evm.model.RL_6.838	g40101
OG0004004	evm.model.RL_8.116	g25394
OG0004006	evm.model.RL_6.845	g40098
OG0004007	evm.model.RL_1.387	g12816
OG0004008	evm.model.RL_1.426_evm.model.RL_1.427.1.687c9a63	g12839, g12576
OG0004009	evm.model.RL_5.2197, evm.model.RL_1.665	g54049
OG0004010	evm.model.RL_1.742	g7560
OG0004011	evm.model.RL_7.760	g2173
OG0004012	evm.model.RL_6.2107	g51836
OG0004013	evm.model.RL_7.780, evm.model.RL_7.2003	g19049, g2185
OG0004014	evm.model.RL_5.2405	g6473
OG0004015	evm.model.RL_6.2033	g51758
OG0004016	evm.model.RL_6.2054	g51772
OG0004017	evm.model.RL_6.1852	g37205
OG0004019	evm.model.RL_6.1971	g51730, g37288
OG0004021	evm.model.RL_6.1958	g37279
OG0004022	evm.model.RL_6.385, evm.model.RL_5.3001	g51031, g38353
OG0004025	evm.model.RL_5.3441	g27545, g50280
OG0004026	evm.model.RL_2.2002	g23814
OG0004027	evm.model.RL_2.2037	g17177, g23782
OG0004028	evm.model.RL_2.2070	g23752
OG0004028	evm.model.RL_8.1324	g23757
OG0004029	evm.model.RL_8.1455	g928
OG0004030	evm.model.RL_6.337	g50992
OG0004031	evm.model.RL_6.1672	g51548
OG0004033	evm.model.RL_5.1086	g31369
OG0004035	evm.model.RL_5.632	g31074
OG0004036	evm.model.RL_4.746, evm.model.RL_5.2116	g1069
OG0004037	evm.model.RL_8.47	g49394
OG0004038	evm.model.RL_4.2039	g29205
OG0004039	evm.model.RL_4.1112	g10108
OG0004040	evm.model.RL_4.1027, evm.model.RL_4.1028	g4683, g10152
OG0004041	evm.model.RL_8.2190	g41603, g18592
OG0004043	evm.model.RL_7.1812, evm.model.RL_4.905	g4634, g10208
OG0004044	evm.model.RL_4.3022	g29741, g5645
OG0004045	evm.model.RL_4.1235	g570
OG0004046	evm.model.RL_4.1359	g9986
OG0004047	evm.model.RL_4.1365.2.687c86d3	g18585
OG0004048	evm.model.RL_8.2150	g452
OG0004049	evm.model.RL_8.2231	g416
OG0004050	evm.model.RL_7.1864, evm.model.RL_4.1441, evm.model.RL_4.1442	g28857
OG0004051	evm.model.RL_7.1928	g11469
OG0004051	evm.model.RL_4.1500	g781, g780
OG0004052	evm.model.RL_3.1533, evm.model.RL_3.1534	g44658
OG0004053	evm.model.RL_3.2221	g46432
OG0004054	evm.model.RL_1.1188	g7273
OG0004055	evm.model.RL_1.1287	g12221, g7217
OG0004056	evm.model.RL_2.1120	g17620
OG0004057	evm.model.RL_1.1637	g12055, g6973
OG0004058	evm.model.RL_1.1638	g12051, g6968
OG0004059	evm.model.RL_1.1709	g6912
OG0004060	evm.model.RL_1.1726, evm.model.RL_6.109	g13298
OG0004061	evm.model.RL_1.1731	g12018
OG0004062	evm.model.RL_1.1760	g6870, g13308
OG0004063	evm.model.RL_1.1781	g13316, g11994
OG0004065	evm.model.RL_1.2029	g6691
OG0004066	evm.model.RL_1.2142	g11823
OG0004067	evm.model.RL_1.2332	g11399
OG0004068	evm.model.RL_1.2757	g13689
OG0004069	evm.model.RL_5.2090	g36387, g54123
OG0004070	evm.model.RL_1.1418	g12157
OG0004071	evm.model.RL_7.674	g19005
OG0004072	evm.model.RL_7.592	g18977
OG0004072	evm.model.RL_6.2317	g52017
OG0004073	evm.model.RL_7.429	g1642, g11201, g2011, g18899
OG0004078	evm.model.RL_2.2263	g17083, g23630
OG0004082	evm.model.RL_8.183, evm.model.RL_8.182, evm.model.RL_8.198	g45113, g39516
OG0004083	evm.model.RL_4.2072	g51379, g25697
OG0004083	evm.model.RL_3.1002	g28307, g32720, g28263
OG0004087	evm.model.RL_8.1487, evm.model.RL_6.1301	g3959, g6639, g4830
