Orthogroup	Cardamine_amara	Arabis_alpina
OG0000226	evm.model.RL_1.1295, evm.model.RL_1.1199	Aa_G464550.h1.t1, Aa_G464540.h1.t1
OG0000228	evm.model.RL_4.998	Aa_G367290.h1.t1, Aa_G367300.h1.t1
OG0000228	evm.model.RL_3.1484, evm.model.RL_3.1485	Aa_G417160.h1.t1
OG0000228	evm.model.RL_3.1490	Aa_G412940.h1.t1
OG0000228	evm.model.RL_3.1486	Aa_G412920.h1.t1
OG0000229	evm.model.RL_8.305, evm.model.RL_8.256, evm.model.RL_8.257	Aa_G284830.h1.t1, Aa_G191220.h1.t1, Aa_G123140.h1.t1
OG0000231	evm.model.RL_2.361	Aa_G682460.h2.t1, Aa_G682460.h1.t1, Aa_G109980.h1.t1
OG0000233	evm.model.RL_2.2480	Aa_G202080.h1.t1
OG0000234	evm.model.RL_7.860	Aa_G566620.h1.t1, Aa_G329140.h1.t1
OG0000234	evm.model.RL_7.861	Aa_G729400.h1.t1
OG0000234	evm.model.RL_7.862, evm.model.RL_6.2046	Aa_G351750.h1.t1, Aa_G351740.h1.t1, Aa_G351730.h1.t1, Aa_G351720.h1.t1
OG0000234	evm.model.RL_4.2267	Aa_G388320.h1.t1
OG0000241	evm.model.RL_1.2750	Aa_G108470.h1.t1
OG0000242	evm.model.RL_7.2542	Aa_G405220.h1.t1, Aa_G246740.h1.t1, Aa_G458140.h1.t1
OG0000244	evm.model.RL_2.1690	Aa_G213370.h1.t1
OG0000244	evm.model.RL_8.453.1.687c8556	Aa_G1010450.h1.t1, Aa_G1010450.h2.t1
OG0000246	evm.model.RL_8.1155, evm.model.RL_8.1884, evm.model.RL_4.1792, evm.model.RL_4.2138	Aa_G8110.h1.t1
OG0000248	evm.model.RL_7.722	Aa_G373050.h1.t1
OG0000249	evm.model.RL_6.1769	Aa_G25260.h1.t1
OG0000249	evm.model.RL_6.1770	Aa_G25290.h1.t1
OG0000256	evm.model.RL_6.2167, evm.model.RL_4.439	Aa_G219570.h1.t1, Aa_G728720.h1.t1
OG0000257	evm.model.RL_6.895	Aa_G292060.h1.t1, Aa_G168750.h1.t1
OG0000258	evm.model.RL_7.2388	Aa_G276750.h1.t1
OG0000260	evm.model.RL_4.3199	Aa_G456240.h1.t1
OG0000264	evm.model.RL_8.324	Aa_G189060.h1.t1
OG0000266	evm.model.RL_7.1038	Aa_G394610.h1.t1, Aa_G394570.h1.t1, Aa_G77300.h1.t1, Aa_G299160.h1.t1
OG0000266	evm.model.RL_8.1428	Aa_G398660.h1.t1
OG0000266	evm.model.RL_4.734, evm.model.RL_7.884, evm.model.RL_7.1153, evm.model.RL_7.1139.1.687c84b8	Aa_G143210.h1.t1
OG0000266	evm.model.RL_7.312, evm.model.RL_7.607, evm.model.RL_7.609, evm.model.RL_4.61, evm.model.RL_7.608	Aa_G167450.h1.t1, Aa_G22640.h1.t1
OG0000268	evm.model.RL_7.2613	Aa_G186470.h1.t1
OG0000268	evm.model.RL_4.3350	Aa_G443020.h1.t1
OG0000268	evm.model.RL_7.967	Aa_G348540.h1.t1
OG0000270	evm.model.RL_5.1819	Aa_G64840.h1.t1
OG0000271	evm.model.RL_4.3215	Aa_G221240.h1.t1
OG0000273	evm.model.RL_5.2635	Aa_G184290.h1.t1, Aa_G255150.h1.t1, Aa_G75970.h1.t1, Aa_G258440.h1.t1, Aa_G33370.h1.t1
OG0000274	evm.model.RL_8.2049	Aa_G620130.h1.t1, Aa_G550740.h1.t1, Aa_G550750.h1.t1
OG0000274	evm.model.RL_7.1747, evm.model.RL_7.1745	Aa_G318690.h1.t1, Aa_G318700.h1.t1
OG0000274	evm.model.RL_3.504	Aa_G651390.h1.t1
OG0000274	evm.model.RL_6.1051	Aa_G199710.h1.t1
OG0000278	evm.model.RL_8.184, evm.model.RL_8.181	Aa_G225020.h1.t1, Aa_G225040.h1.t1
OG0000278	evm.model.RL_8.1959, evm.model.RL_8.1993	Aa_G541110.h1.t1, Aa_G541100.h1.t1
OG0000278	evm.model.RL_3.1756	Aa_G452090.h1.t1
OG0000280	evm.model.RL_4.2683	Aa_G97580.h1.t1
OG0000282	evm.model.RL_4.226, evm.model.RL_4.2794	Aa_G471630.h1.t1, Aa_G471640.h1.t1
OG0000282	evm.model.RL_4.2792	Aa_G471600.h1.t1, Aa_G471590.h1.t1, Aa_G529880.h1.t1
OG0000284	evm.model.RL_4.1106, evm.model.RL_4.1105	Aa_G40840.h1.t1
OG0000284	evm.model.RL_4.572	Aa_G129870.h1.t1, Aa_G129860.h1.t1, Aa_G269360.h1.t1
OG0000288	evm.model.RL_6.93, evm.model.RL_1.2504	Aa_G219050.h1.t1
OG0000290	evm.model.RL_1.1777	Aa_G104630.h1.t1
OG0000293	evm.model.RL_3.1488, evm.model.RL_6.4, evm.model.RL_4.950	Aa_G273860.h1.t1, Aa_G486820.h1.t1, Aa_G306760.h1.t1
OG0000293	evm.model.RL_1.1303, evm.model.RL_6.763	Aa_G72180.h1.t1, Aa_G479570.h1.t1, Aa_G354250.h1.t1
OG0000294	evm.model.RL_1.1662	Aa_G53610.h1.t1
OG0000294	evm.model.RL_6.1779	Aa_G159770.h1.t1
OG0000294	evm.model.RL_5.34	Aa_G6420.h1.t1
OG0000294	evm.model.RL_8.188	Aa_G46660.h1.t1
OG0000295	evm.model.RL_3.944	Aa_G340170.h1.t1
OG0000296	evm.model.RL_3.2430, evm.model.RL_3.2412, evm.model.RL_3.2476	Aa_G105690.h1.t1, Aa_G291160.h1.t1
OG0000296	evm.model.RL_6.1991, evm.model.RL_6.1978	Aa_G278130.h1.t1
OG0000297	evm.model.RL_8.2112	Aa_G338300.h1.t1
OG0000299	evm.model.RL_5.3976	Aa_G108960.h1.t1
OG0000300	evm.model.RL_1.2518	Aa_G152480.h1.t1
OG0000304	evm.model.RL_6.1687	Aa_G278950.h1.t1
OG0000308	evm.model.RL_6.451	Aa_G278440.h1.t1
OG0000308	evm.model.RL_3.1683	Aa_G10240.h1.t1
OG0000308	evm.model.RL_1.2756.3.687c87f0	Aa_G750500.h1.t1, Aa_G278510.h1.t1
OG0000310	evm.model.RL_4.895, evm.model.RL_5.2036, evm.model.RL_8.2096	Aa_G234720.h1.t1
OG0000311	evm.model.RL_4.1982	Aa_G158100.h1.t1
OG0000311	evm.model.RL_5.2161	Aa_G110720.h1.t1
OG0000311	evm.model.RL_2.463	Aa_G350120.h1.t1
OG0000311	evm.model.RL_3.998	Aa_G201270.h1.t1
OG0000314	evm.model.RL_5.327	Aa_G477760.h1.t1
OG0000314	evm.model.RL_5.328	Aa_G477770.h1.t1
OG0000316	evm.model.RL_6.434	Aa_G705690.h1.t1
OG0000319	evm.model.RL_8.2110	Aa_G362130.h2.t1, Aa_G362130.h1.t1, Aa_G461520.h3.t1, Aa_G6660.h2.t1, Aa_G461520.h1.t1, Aa_G362130.h3.t1, Aa_G461520.h4.t1, Aa_G6660.h4.t1, Aa_G345330.h3.t1, Aa_G6660.h1.t1, Aa_G345330.h4.t1, Aa_G6660.h3.t1, Aa_G461520.h2.t1, Aa_G345330.h1.t1, Aa_G362130.h4.t1, Aa_G345330.h2.t1
OG0000323	evm.model.RL_8.1505	Aa_G88090.h1.t1
OG0000323	evm.model.RL_2.2282	Aa_G573680.h1.t1
OG0000325	evm.model.RL_1.2773, evm.model.RL_1.2774, evm.model.RL_6.836	Aa_G472730.h1.t1
OG0000328	evm.model.RL_2.315	Aa_G365280.h1.t1
OG0000330	evm.model.RL_7.370, evm.model.RL_7.371	Aa_G132690.h1.t1, Aa_G132680.h1.t1
OG0000332	evm.model.RL_1.1873, evm.model.RL_5.2031	Aa_G164530.h1.t1, Aa_G180990.h2.t1, Aa_G180990.h1.t1, Aa_G164530.h2.t1
OG0000334	evm.model.RL_7.998	Aa_G297410.h1.t1
OG0000335	evm.model.RL_1.1041, evm.model.RL_1.1040, evm.model.RL_1.2360	Aa_G285200.h1.t1
OG0000336	evm.model.RL_3.1689_evm.model.RL_3.1692, evm.model.RL_3.1695, evm.model.RL_3.1694, evm.model.RL_3.1693, evm.model.RL_3.1696	Aa_G579240.h1.t1, Aa_G10200.h1.t1, Aa_G426940.h1.t1, Aa_G426940.h2.t1
OG0000336	evm.model.RL_5.1597	Aa_G278470.h1.t1
OG0000336	evm.model.RL_3.1688	Aa_G10210.h1.t1
OG0000338	evm.model.RL_5.818	Aa_G229600.h1.t1
OG0000339	evm.model.RL_2.1855.1.687c86e4	Aa_G439790.h1.t1
OG0000339	evm.model.RL_8.2868	Aa_G299880.h1.t1
OG0000339	evm.model.RL_6.2741	Aa_G17010.h1.t1
OG0000341	evm.model.RL_6.571, evm.model.RL_8.906	Aa_G560.h1.t1
OG0000344	evm.model.RL_2.1173	Aa_G31240.h1.t1
OG0000345	evm.model.RL_5.1127	Aa_G328300.h1.t1, Aa_G328310.h1.t1
OG0000347	evm.model.RL_1.1092	Aa_G5620.h1.t1
OG0000348	evm.model.RL_8.988	Aa_G373470.h1.t1, Aa_G654900.h1.t1, Aa_G298720.h1.t1, Aa_G484440.h1.t1
OG0000355	evm.model.RL_3.2369	Aa_G293660.h1.t1
OG0000356	evm.model.RL_4.1089, evm.model.RL_4.1075, evm.model.RL_4.842	Aa_G309600.h1.t1
OG0000358	evm.model.RL_5.756, evm.model.RL_5.280	Aa_G341210.h1.t1
OG0000358	evm.model.RL_4.2636	Aa_G359930.h1.t1
OG0000359	evm.model.RL_5.2921	Aa_G248930.h1.t1, Aa_G248920.h1.t1
OG0000359	evm.model.RL_6.1531	Aa_G336950.h1.t1, Aa_G12110.h1.t1
OG0000362	evm.model.RL_3.917	Aa_G21490.h1.t1, Aa_G30130.h1.t1
OG0000368	evm.model.RL_2.3252	Aa_G767750.h1.t1
OG0000368	evm.model.RL_2.3251.1.687c86e8	Aa_G728130.h1.t1
OG0000368	evm.model.RL_2.3254	Aa_G767760.h1.t1
OG0000370	evm.model.RL_5.1545	Aa_G274920.h1.t1, Aa_G377760.h1.t1
OG0000370	evm.model.RL_2.604, evm.model.RL_2.2043	Aa_G417850.h1.t1
OG0000371	evm.model.RL_5.3286, evm.model.RL_6.2874	Aa_G493010.h1.t1, Aa_G249900.h1.t1, Aa_G734680.h1.t1
OG0000371	evm.model.RL_6.2873	Aa_G41660.h1.t1
OG0000371	evm.model.RL_6.2875	Aa_G249890.h1.t1
OG0000372	evm.model.RL_2.2230, evm.model.RL_2.2229, evm.model.RL_7.2224, evm.model.RL_7.2208, evm.model.RL_2.2232, evm.model.RL_2.2231, evm.model.RL_2.490, evm.model.RL_2.491	Aa_G299420.h1.t1, Aa_G310750.h1.t1, Aa_G118510.h1.t1
OG0000374	evm.model.RL_8.878	Aa_G36960.h1.t1, Aa_G36960.h2.t1, Aa_G370080.h1.t1
OG0000377	evm.model.RL_3.378, evm.model.RL_3.379	Aa_G296460.h1.t1
OG0000377	evm.model.RL_3.381	Aa_G296490.h1.t1
OG0000377	evm.model.RL_5.946	Aa_G291290.h1.t1
OG0000377	evm.model.RL_3.380	Aa_G296480.h1.t1
OG0000379	evm.model.RL_6.752	Aa_G678780.h1.t1
OG0000380	evm.model.RL_3.114.1.687c84b9	Aa_G298260.h1.t1, Aa_G895240.h1.t1
OG0000380	evm.model.RL_7.2132	Aa_G1090750.h1.t1, Aa_G1090750.h2.t1
OG0000381	evm.model.RL_5.182, evm.model.RL_5.98, evm.model.RL_5.105, evm.model.RL_5.32, evm.model.RL_2.796, evm.model.RL_2.981, evm.model.RL_5.36, evm.model.RL_5.425, evm.model.RL_5.3552, evm.model.RL_8.2652, evm.model.RL_8.2653, evm.model.RL_5.706, evm.model.RL_5.397, evm.model.RL_4.1255	Aa_G723430.h1.t1
OG0000382	evm.model.RL_5.113, evm.model.RL_8.159	Aa_G191340.h1.t1
OG0000382	evm.model.RL_3.698	Aa_G123200.h1.t1
OG0000386	evm.model.RL_7.1060	Aa_G14260.h1.t1
OG0000389	evm.model.RL_7.524	Aa_G368590.h1.t1, Aa_G737250.h1.t1, Aa_G627590.h1.t1
OG0000391	evm.model.RL_5.3525_evm.model.RL_5.3526.2.687c9b5d	Aa_G549800.h1.t1
OG0000391	evm.model.RL_5.3528	Aa_G292720.h1.t1, Aa_G292700.h1.t1
OG0000392	evm.model.RL_7.1359	Aa_G131510.h1.t1
OG0000392	evm.model.RL_2.416	Aa_G682470.h2.t1, Aa_G682470.h1.t1
OG0000396	evm.model.RL_7.2206	Aa_G303210.h1.t1
OG0000398	evm.model.RL_1.1275	Aa_G546560.h1.t1, Aa_G546540.h1.t1, Aa_G546550.h1.t1, Aa_G668710.h1.t1
OG0000398	evm.model.RL_1.1276	Aa_G535010.h1.t1
OG0000398	evm.model.RL_5.3907, evm.model.RL_5.3908	Aa_G375510.h1.t1, Aa_G375500.h1.t1, Aa_G652550.h1.t1
OG0000404	evm.model.RL_7.1127.1.687c84b8, evm.model.RL_6.1709, evm.model.RL_4.2932, evm.model.RL_1.1057	Aa_G307560.h1.t1, Aa_G313390.h2.t1, Aa_G313390.h1.t1
OG0000405	evm.model.RL_6.867	Aa_G95680.h1.t1
OG0000406	evm.model.RL_4.1943	Aa_G499380.h1.t1, Aa_G162150.h1.t1
OG0000406	evm.model.RL_7.379	Aa_G132700.h1.t1, Aa_G132710.h1.t1
OG0000406	evm.model.RL_1.230	Aa_G111750.h1.t1
OG0000408	evm.model.RL_6.363	Aa_G446810.h1.t1
OG0000409	evm.model.RL_1.3251	Aa_G644570.h1.t1
OG0000411	evm.model.RL_8.468	Aa_G320710.h3.t1, Aa_G320710.h2.t1, Aa_G320710.h1.t1
OG0000411	evm.model.RL_2.1704	Aa_G117430.h1.t1
OG0000412	evm.model.RL_8.1550	Aa_G123390.h1.t1
OG0000412	evm.model.RL_2.2237	Aa_G129640.h1.t1
OG0000412	evm.model.RL_5.1961	Aa_G561930.h1.t1
OG0000413	evm.model.RL_1.1261	Aa_G463610.h1.t1
OG0000413	evm.model.RL_8.1728	Aa_G232850.h1.t1
OG0000414	evm.model.RL_5.3277	Aa_G415770.h1.t1
OG0000415	evm.model.RL_4.2375, evm.model.RL_4.2377	Aa_G122230.h1.t1, Aa_G502240.h1.t1
OG0000416	evm.model.RL_6.1277	Aa_G481870.h1.t1, Aa_G445760.h1.t1, Aa_G637640.h1.t1, Aa_G460430.h1.t1, Aa_G154770.h1.t1, Aa_G445750.h1.t1
OG0000420	evm.model.RL_1.3253, evm.model.RL_1.3252	Aa_G340400.h1.t1
OG0000422	evm.model.RL_5.809	Aa_G73530.h1.t1, Aa_G73570.h1.t1
OG0000422	evm.model.RL_5.808.1.687c88af	Aa_G194070.h1.t1
OG0000423	evm.model.RL_3.1665	Aa_G187340.h1.t1
OG0000423	evm.model.RL_5.3889	Aa_G184620.h1.t1
OG0000423	evm.model.RL_1.1311	Aa_G472320.h1.t1
OG0000424	evm.model.RL_8.374	Aa_G384340.h1.t1
OG0000426	evm.model.RL_1.2512	Aa_G3600.h1.t1, Aa_G466720.h1.t1, Aa_G477210.h1.t1, Aa_G120370.h1.t1, Aa_G413880.h1.t1
OG0000427	evm.model.RL_3.2260	Aa_G257320.h1.t1
OG0000427	evm.model.RL_2.1164, evm.model.RL_3.2261	Aa_G467340.h1.t1
OG0000429	evm.model.RL_4.1204	Aa_G70670.h1.t1
OG0000429	evm.model.RL_4.2465	Aa_G84570.h1.t1
OG0000429	evm.model.RL_2.2744	Aa_G542010.h1.t1
OG0000429	evm.model.RL_6.461	Aa_G494160.h1.t1
OG0000430	evm.model.RL_1.2834	Aa_G313530.h1.t1
OG0000430	evm.model.RL_6.22, evm.model.RL_2.3452	Aa_G137980.h1.t1
OG0000431	evm.model.RL_3.561	Aa_G202610.h1.t1
OG0000431	evm.model.RL_5.862_evm.model.RL_5.863	Aa_G171300.h1.t1
OG0000432	evm.model.RL_8.1360, evm.model.RL_8.1364	Aa_G586300.h1.t1
OG0000432	evm.model.RL_2.2173	Aa_G249540.h1.t1, Aa_G69750.h1.t1, Aa_G447890.h1.t1
OG0000432	evm.model.RL_8.1680	Aa_G755840.h1.t1, Aa_G40290.h1.t1
OG0000433	evm.model.RL_4.595	Aa_G597100.h1.t1, Aa_G205210.h1.t1, Aa_G642950.h1.t1, Aa_G352210.h1.t1
OG0000436	evm.model.RL_2.2141	Aa_G38530.h1.t1
OG0000436	evm.model.RL_8.1743	Aa_G22060.h1.t1
OG0000436	evm.model.RL_2.2461, evm.model.RL_1.3151	Aa_G726630.h1.t1
OG0000437	evm.model.RL_5.2608	Aa_G260280.h1.t1
OG0000438	evm.model.RL_2.1752	Aa_G590640.h1.t1
OG0000438	evm.model.RL_2.1751	Aa_G590600.h1.t1
OG0000439	evm.model.RL_7.411	Aa_G686900.h1.t1, Aa_G340530.h1.t1
OG0000439	evm.model.RL_6.1235	Aa_G167480.h1.t1
OG0000441	evm.model.RL_1.1577	Aa_G367450.h1.t1, Aa_G417670.h1.t1
OG0000446	evm.model.RL_8.2324	Aa_G13650.h1.t1
OG0000446	evm.model.RL_7.2573	Aa_G146200.h1.t1
OG0000446	evm.model.RL_5.1283	Aa_G117750.h1.t1
OG0000447	evm.model.RL_8.2153	Aa_G165620.h1.t1
OG0000447	evm.model.RL_6.1484	Aa_G305730.h1.t1
OG0000449	evm.model.RL_8.2067	Aa_G33860.h1.t1
OG0000449	evm.model.RL_7.1767	Aa_G318830.h1.t1
OG0000449	evm.model.RL_8.2066	Aa_G33850.h1.t1
OG0000450	evm.model.RL_6.2784	Aa_G294020.h1.t1, Aa_G210180.h1.t1, Aa_G443340.h1.t1, Aa_G350680.h1.t1, Aa_G951240.h2.t1, Aa_G951240.h1.t1
OG0000450	evm.model.RL_2.603, evm.model.RL_4.971	Aa_G293380.h1.t1
OG0000453	evm.model.RL_6.1003	Aa_G108500.h1.t1
OG0000453	evm.model.RL_8.2046, evm.model.RL_8.2045	Aa_G482900.h1.t1, Aa_G482930.h1.t1
OG0000454	evm.model.RL_8.1369	Aa_G263760.h1.t1, Aa_G238120.h1.t1, Aa_G263750.h1.t1, Aa_G263770.h1.t1
OG0000457	evm.model.RL_4.2343	Aa_G138380.h1.t1
OG0000460	evm.model.RL_6.2924	Aa_G560430.h1.t1, Aa_G12780.h1.t1, Aa_G527160.h1.t1
OG0000461	evm.model.RL_8.2928, evm.model.RL_5.1023, evm.model.RL_5.2911	Aa_G106340.h1.t1
OG0000461	evm.model.RL_8.2929, evm.model.RL_5.2910	Aa_G106350.h1.t1
OG0000466	evm.model.RL_4.3195, evm.model.RL_4.3197	Aa_G682590.h2.t1, Aa_G682590.h1.t1, Aa_G610920.h1.t1, Aa_G170050.h1.t1, Aa_G702830.h1.t1, Aa_G702830.h2.t1, Aa_G242270.h1.t1, Aa_G702840.h1.t1, Aa_G702840.h2.t1, Aa_G625640.h1.t1, Aa_G610900.h1.t1, Aa_G754450.h1.t1, Aa_G1017160.h4.t1, Aa_G1017160.h3.t1, Aa_G1017160.h2.t1, Aa_G1017160.h1.t1
OG0000467	evm.model.RL_2.1432, evm.model.RL_7.492	Aa_G220170.h3.t1, Aa_G587490.h1.t1, Aa_G587490.h3.t1, Aa_G220170.h1.t1, Aa_G220170.h2.t1, Aa_G587490.h2.t1
OG0000468	evm.model.RL_7.908	Aa_G331300.h1.t1
OG0000468	evm.model.RL_6.2006	Aa_G216900.h1.t1
OG0000471	evm.model.RL_5.3017	Aa_G366260.h1.t1
OG0000471	evm.model.RL_5.3021, evm.model.RL_4.228, evm.model.RL_5.3020, evm.model.RL_5.3018, evm.model.RL_5.3019, evm.model.RL_5.3015	Aa_G109570.h1.t1
OG0000472	evm.model.RL_2.9	Aa_G568800.h1.t1, Aa_G853130.h1.t1
OG0000472	evm.model.RL_2.8	Aa_G119960.h1.t1, Aa_G119970.h1.t1
OG0000473	evm.model.RL_6.2891	Aa_G226140.h1.t1
OG0000473	evm.model.RL_8.2204	Aa_G448780.h1.t1
OG0000474	evm.model.RL_4.1353	Aa_G630820.h1.t1
OG0000474	evm.model.RL_7.1494, evm.model.RL_2.2587, evm.model.RL_6.296	Aa_G106840.h1.t1, Aa_G554010.h1.t1, Aa_G273400.h1.t1
OG0000475	evm.model.RL_3.170	Aa_G644850.h1.t1
OG0000475	evm.model.RL_3.171	Aa_G433350.h1.t1, Aa_G433360.h1.t1
OG0000480	evm.model.RL_8.1001, evm.model.RL_3.892, evm.model.RL_2.705	Aa_G800.h1.t1, Aa_G590.h1.t1, Aa_G1020460.h1.t1, Aa_G680670.h1.t1, Aa_G500.h1.t1
OG0000481	evm.model.RL_2.858	Aa_G402960.h1.t1
OG0000482	evm.model.RL_3.1086, evm.model.RL_2.377	Aa_G1117480.h1.t1
OG0000483	evm.model.RL_8.1626	Aa_G48300.h1.t1
OG0000483	evm.model.RL_8.1628, evm.model.RL_8.1627	Aa_G408490.h1.t1, Aa_G48330.h1.t1, Aa_G48310.h1.t1, Aa_G48320.h1.t1
OG0000484	evm.model.RL_2.3144	Aa_G270470.h1.t1
OG0000484	evm.model.RL_4.347, evm.model.RL_4.319, evm.model.RL_4.762	Aa_G488000.h1.t1, Aa_G636220.h1.t1, Aa_G519310.h1.t1
OG0000484	evm.model.RL_4.1855	Aa_G474090.h1.t1
OG0000486	evm.model.RL_6.86, evm.model.RL_7.1009, evm.model.RL_5.341	Aa_G710680.h1.t1
OG0000486	evm.model.RL_5.342	Aa_G511440.h1.t1, Aa_G236630.h1.t1
OG0000487	evm.model.RL_6.1422, evm.model.RL_1.357, evm.model.RL_5.300	Aa_G38790.h3.t1
OG0000489	evm.model.RL_8.381, evm.model.RL_8.390, evm.model.RL_8.383	Aa_G714130.h1.t1
OG0000493	evm.model.RL_4.773, evm.model.RL_8.1075, evm.model.RL_2.642, evm.model.RL_4.2806	Aa_G388450.h1.t1, Aa_G152050.h1.t1, Aa_G708920.h1.t1, Aa_G560720.h1.t1, Aa_G885200.h1.t1, Aa_G850040.h1.t1, Aa_G615630.h1.t1, Aa_G504670.h1.t1, Aa_G870100.h1.t1, Aa_G155770.h1.t1, Aa_G101620.h1.t1, Aa_G262490.h1.t1, Aa_G857420.h1.t1, Aa_G747080.h1.t1, Aa_G747090.h1.t1, Aa_G540150.h1.t1, Aa_G888400.h1.t1, Aa_G31210.h1.t1, Aa_G155950.h1.t1, Aa_G390770.h1.t1, Aa_G99410.h1.t1, Aa_G8220.h1.t1, Aa_G12520.h1.t1, Aa_G575340.h1.t1, Aa_G907130.h1.t1, Aa_G61100.h1.t1, Aa_G443680.h1.t1
OG0000496	evm.model.RL_1.2426	Aa_G510720.h1.t1
OG0000498	evm.model.RL_8.1435	Aa_G505380.h1.t1
OG0000498	evm.model.RL_5.3097	Aa_G159950.h1.t1
OG0000499	evm.model.RL_2.1390.1.687c86e2	Aa_G155390.h1.t1
OG0000499	evm.model.RL_3.2236, evm.model.RL_5.1890	Aa_G470700.h1.t1, Aa_G56200.h1.t1, Aa_G667610.h1.t1
OG0000500	evm.model.RL_4.344	Aa_G79600.h1.t1
OG0000501	evm.model.RL_5.2509	Aa_G455060.h1.t1
OG0000504	evm.model.RL_4.3277	Aa_G260600.h1.t1, Aa_G900860.h1.t1
OG0000504	evm.model.RL_1.857	Aa_G756790.h1.t1
OG0000505	evm.model.RL_4.1219	Aa_G398020.h1.t1
OG0000506	evm.model.RL_4.2927	Aa_G344060.h1.t1
OG0000507	evm.model.RL_3.536	Aa_G740410.h1.t1, Aa_G186210.h1.t1, Aa_G208040.h1.t1
OG0000507	evm.model.RL_3.47, evm.model.RL_3.45, evm.model.RL_3.43	Aa_G186220.h1.t1
OG0000507	evm.model.RL_6.1857	Aa_G278050.h1.t1
OG0000510	evm.model.RL_3.457	Aa_G193000.h1.t1
OG0000510	evm.model.RL_3.458	Aa_G192980.h1.t1
OG0000511	evm.model.RL_2.1043	Aa_G482170.h1.t1
OG0000511	evm.model.RL_3.238	Aa_G162430.h1.t1
OG0000512	evm.model.RL_2.1853	Aa_G494770.h1.t1
OG0000513	evm.model.RL_1.901.1.687c87eb, evm.model.RL_7.1023.3.687c84b7	Aa_G402350.h1.t1, Aa_G249360.h1.t1
OG0000513	evm.model.RL_7.1762	Aa_G318800.h1.t1
OG0000513	evm.model.RL_8.2062	Aa_G33790.h1.t1
OG0000514	evm.model.RL_1.1957	Aa_G242890.h1.t1
OG0000515	evm.model.RL_5.3833	Aa_G408570.h1.t1, Aa_G205590.h1.t1
OG0000515	evm.model.RL_5.3999	Aa_G205580.h1.t1
OG0000520	evm.model.RL_7.262	Aa_G57970.h1.t1
OG0000521	evm.model.RL_5.2511	Aa_G368910.h1.t1
OG0000524	evm.model.RL_1.735	Aa_G734800.h1.t1
OG0000524	evm.model.RL_1.734	Aa_G734810.h1.t1
OG0000524	evm.model.RL_4.768	Aa_G102310.h1.t1
OG0000525	evm.model.RL_1.1399	Aa_G140300.h1.t1
OG0000525	evm.model.RL_5.3805	Aa_G74240.h1.t1
OG0000526	evm.model.RL_7.1608	Aa_G563850.h1.t1
OG0000526	evm.model.RL_7.1612, evm.model.RL_7.1611	Aa_G254360.h1.t1, Aa_G788610.h1.t1
OG0000529	evm.model.RL_4.1462	Aa_G173930.h1.t1
OG0000529	evm.model.RL_8.1947, evm.model.RL_7.1657	Aa_G147870.h1.t1
OG0000532	evm.model.RL_6.324, evm.model.RL_6.71	Aa_G374830.h1.t1
OG0000533	evm.model.RL_2.3413, evm.model.RL_6.67	Aa_G546420.h2.t1, Aa_G546420.h1.t1
OG0000533	evm.model.RL_2.2982, evm.model.RL_1.2814	Aa_G614650.h1.t1
OG0000537	evm.model.RL_8.362	Aa_G187790.h1.t1
OG0000538	evm.model.RL_6.2479	Aa_G581380.h1.t1
OG0000539	evm.model.RL_3.492	Aa_G113660.h1.t1
OG0000539	evm.model.RL_6.1158	Aa_G374250.h1.t1
OG0000540	evm.model.RL_6.1049	Aa_G199700.h1.t1
OG0000540	evm.model.RL_6.1046	Aa_G199690.h1.t1
OG0000540	evm.model.RL_6.1045	Aa_G199680.h1.t1
OG0000540	evm.model.RL_6.1042, evm.model.RL_6.1043, evm.model.RL_6.1044	Aa_G199670.h1.t1
OG0000542	evm.model.RL_4.2027.1.687c86d7	Aa_G59260.h1.t1
OG0000542	evm.model.RL_5.2133	Aa_G161230.h1.t1
OG0000542	evm.model.RL_1.173	Aa_G42370.h1.t1
OG0000544	evm.model.RL_5.382, evm.model.RL_5.384	Aa_G235440.h1.t1
OG0000544	evm.model.RL_5.383	Aa_G235470.h1.t1, Aa_G235450.h1.t1, Aa_G235460.h1.t1, Aa_G235490.h1.t1
OG0000545	evm.model.RL_3.1918	Aa_G259480.h1.t1
OG0000545	evm.model.RL_3.1916_evm.model.RL_3.1917	Aa_G259490.h1.t1
OG0000550	evm.model.RL_6.1710	Aa_G313400.h2.t1, Aa_G153500.h2.t1, Aa_G216100.h1.t1, Aa_G313400.h1.t1, Aa_G153500.h1.t1, Aa_G456300.h2.t1, Aa_G138540.h1.t1, Aa_G456300.h1.t1, Aa_G584450.h1.t1
OG0000551	evm.model.RL_8.2558	Aa_G20930.h1.t1
OG0000551	evm.model.RL_2.3398	Aa_G553710.h1.t1
OG0000551	evm.model.RL_4.2595.1.687c86da	Aa_G152760.h1.t1
OG0000552	evm.model.RL_5.3425	Aa_G62390.h1.t1
OG0000552	evm.model.RL_7.139, evm.model.RL_6.1199	Aa_G2600.h2.t1, Aa_G2600.h1.t1, Aa_G453100.h2.t1, Aa_G453100.h1.t1
OG0000553	evm.model.RL_5.2576	Aa_G688740.h1.t1
OG0000553	evm.model.RL_5.2577, evm.model.RL_5.2578, evm.model.RL_5.2593	Aa_G232520.h1.t1
OG0000554	evm.model.RL_3.335	Aa_G66960.h1.t1, Aa_G546250.h1.t1
