Orthogroup	Erysimum_linariifolium	Conringia_planisiliqua
OG0001903	El001G032390	CP3_g13327_DN3_SP0_c.t1
OG0001903	El006G283290	CP4_g24214_DN3_SP0_c.t1
OG0001904	El006G283400, El005G276440	CP4_g24223_DN3_SP0_c.t1
OG0001905	El001G031640	CP3_g13389_DN3_SP8_c.t1
OG0001910	El001G004290	CP11_g31931_DN3_SP3_c.t1
OG0001910	El002G085510	CP1_g36708_DN3_SP2_c.t1
OG0001911	El007G359030	CP13_g20290_DN3_SP0_c.t1
OG0001911	El002G086320	CP1_g36641_DN3_SP0_c.t1
OG0001912	El006G300250	CP4_g25548_DN3_SP8_c.t1
OG0001912	El002G087680	CP1_g36838_DN3_SP8_c.t1
OG0001913	El006G300630	CP4_g25579_DN3_SP4_c.t1
OG0001915	El006G301250	CP4_g25627_DN3_SP2_c.t1
OG0001915	El002G088570	CP1_g36907_DN3_SP1_c.t1
OG0001916	El002G089870	CP1_g37021_DN3_SP8_c.t1
OG0001916	El006G303310	CP4_g25791_DN3_SP0_c.t1
OG0001917	El006G304830	CP4_g25875_DN3_SP0_c.t1
OG0001917	El002G090370	CP1_g37057_DN3_SP0_c.t1
OG0001918	El006G311260	CP18_g11542_DN3_SP8_c.t1
OG0001919	El001G067110	CP11_g32529_DN3_SP0_c.t1
OG0001919	El005G235310	CP10_g42126_DN3_SP0_c.t1
OG0001920	El001G064620	CP11_g32332_DN3_SP0_c.t1
OG0001920	El005G236980	CP10_g42264_DN3_SP8_c.t1
OG0001921	El001G064590	CP11_g32329_DN3_SP8_c.t1
OG0001921	El005G237030	CP10_g42269_DN3_SP8_c.t1
OG0001922	El005G240610	CP10_g42556_DN3_SP4_c.t1
OG0001922	El001G050590	CP2_g48571_DN3_SP6_c.t1
OG0001923	El006G290680	CP4_g24793_DN3_SP0_c.t1
OG0001923	El001G025950	CP3_g13842_DN3_SP2_c.t1
OG0001925	El006G292300	CP4_g24928_DN3_SP0_c.t1
OG0001926	El006G292050	CP4_g24907_DN3_SP7_c.t1
OG0001926	El001G022190	CP3_g14184_DN3_SP8_c.t1
OG0001927	El004G234000	CP9_g29669_DN3_SP7_c.t1
OG0001927	El002G099720	CP7_g46165_DN3_SP8_c.t1
OG0001928	El004G231810	CP9_g29481_DN3_SP0_c.t1
OG0001928	El002G101220	CP1_g39180_DN3_SP0_c.t1, CP7_g46033_DN3_SP5_c.t1
OG0001929	El004G225140	CP9_g28934_DN3_SP8_c.t1
OG0001930	El002G102880	CP7_g45885_DN1_SP0_c.t1
OG0001930	El004G226920	CP9_g29077_DN3_SP0_c.t1
OG0001931	El004G227290	CP9_g29111_DN3_SP8_c.t1
OG0001931	El002G103090	CP7_g45864_DN3_SP8_c.t1
OG0001932	El002G103650	CP7_g45819_DN3_SP3_c.t1
OG0001932	El004G227640	CP9_g29146_DN3_SP1_c.t1
OG0001933	El002G105540	CP7_g45654_DN3_SP7_c.t1
OG0001933	El004G229820	CP9_g29330_DN3_SP8_c.t1
OG0001934	El002G107070	CP7_g45571_DN3_SP8_c.t1
OG0001935	El002G108450	CP7_g45468_DN3_SP3_c.t1
OG0001935	El004G222450	CP9_g28700_DN3_SP6_c.t1
OG0001936	El004G221560	CP9_g28620_DN3_SP0_c.t1
OG0001936	El004G221590, El004G221550	CP9_g28619_DN3_SP0_c.t1
OG0001937	El002G110660	CP7_g45313_DN3_SP8_c.t1
OG0001937	El004G220720	CP9_g28555_DN3_SP8_c.t1
OG0001938	El002G112880	CP7_g45157_DN3_SP0_c.t1
OG0001939	El006G321200	CP16_g54770_DN3_SP8_c.t1
OG0001939	El003G142550	CP5_g90_DN3_SP8_c.t1
OG0001940	El001G078890	CP3_g13148_DN3_SP0_c.t1
OG0001941	El007G341920, El001G061320	CP8_g54426_DN3_SP0_c.t1
OG0001941	El001G061310	CP8_g54424_DN3_SP0_c.t1
OG0001942	El002G120860	CP10_g43361_DN2_SP4_c.t1
OG0001943	El005G247400	CP10_g43133_DN3_SP8_c.t1
OG0001944	El005G247240	CP10_g43118_DN3_SP3_c.t1
OG0001944	El001G075960	CP11_g33212_DN3_SP4_c.t1
OG0001945	El001G019460	CP3_g14421_DN1_SP0_c.t1
OG0001946	El001G018470	CP3_g14497_DN3_SP0_c.t1
OG0001946	El001G056380	CP2_g48294_DN3_SP0_c.t1
OG0001947	El001G013770	CP15_g35865_DN3_SP0_c.t1, CP3_g14957_DN3_SP0_c.t1
OG0001948	El001G012570	CP3_g15333_DN3_SP0_c.t1
OG0001948	El001G058280	CP8_g54174_DN3_SP0_c.t1
OG0001949	El001G059600	CP8_g54279_DN3_SP2_c.t1
OG0001949	El002G123090	CP6_g7102_DN3_SP0_c.t1
OG0001950	El005G250020	CP10_g43359_DN3_SP8_c.t1
OG0001950	El002G139900	CP7_g46345_DN3_SP8_c.t1
OG0001951	El005G251320	CP10_g43463_DN3_SP8_c.t1
OG0001951	El002G138350	CP7_g46250_DN3_SP8_c.t1
OG0001952	El005G253480	CP12_g30019_DN1_SP0_c.t1
OG0001953	El005G256760	CP12_g30272_DN3_SP0_c.t1
OG0001953	El002G133940	CP1_g38130_DN3_SP0_c.t1
OG0001954	El001G068760	CP11_g32668_DN3_SP3_c.t1
OG0001954	El005G258760	CP12_g30435_DN3_SP8_c.t1
OG0001955	El002G136180	CP1_g37958_DN3_SP8_c.t1
OG0001955	El005G259370	CP12_g30480_DN3_SP4_c.t1
OG0001956	El005G272900	CP10_g44086_DN3_SP6_c.t1
OG0001956	El003G148440	CP5_g605_DN3_SP8_c.t1
OG0001957	El006G296470	CP4_g25269_DN3_SP8_c.t1
OG0001957	El002G117120	CP7_g44853_DN3_SP8_c.t1
OG0001958	El005G272340, El005G272320, El005G272330, El002G122830, El002G122740	CP15_g34752_DN2_SP0_c.t1
OG0001959	El001G031320	CP3_g13418_DN3_SP0_c.t1
OG0001960	El002G138030	CP7_g46220_DN3_SP0_c.t1
OG0001961	El002G134580	CP1_g38078_DN3_SP8_c.t1
OG0001962	El002G089900	CP7_g44261_DN3_SP0_c.t1, CP7_g44409_DN3_SP0_c.t1
OG0001963	El001G003370, El001G003360	CP11_g32024_DN3_SP0_c.t1
OG0001971	El003G154550	CP5_g1083_DN3_SP8_c.t1
OG0001972	El003G152730	CP5_g969_DN3_SP7_c.t1
OG0001972	El005G277150	CP10_g43642_DN3_SP8_c.t1
OG0001973	El003G152000	CP5_g901_DN3_SP3_c.t1
OG0001973	El006G317160	CP16_g55092_DN3_SP6_c.t1
OG0001974	El006G316920	CP16_g55119_DN3_SP0_c.t1
OG0001974	El003G151600	CP5_g862_DN3_SP0_c.t1
OG0001975	El003G149010	CP5_g646_DN3_SP8_c.t1
OG0001976	El003G147660	CP5_g532_DN2_SP0_c.t1
OG0001976	El005G273780	CP10_g43919_DN3_SP0_c.t1
OG0001977	El006G295300	CP4_g25167_DN3_SP8_c.t1
OG0001977	El003G170760	CP6_g7178_DN3_SP4_c.t1
OG0001978	El004G199690	CP2_g49150_DN3_SP6_c.t1
OG0001978	El002G094430	CP1_g37420_DN3_SP8_c.t1
OG0001979	El001G037660	CP13_g19571_DN3_SP8_c.t1
OG0001979	El002G098500	CP1_g37758_DN3_SP8_c.t1
OG0001980	El001G037910	CP13_g19549_DN3_SP8_c.t1
OG0001980	El002G098290	CP1_g37741_DN3_SP8_c.t1
OG0001981	El002G096620	CP1_g37606_DN3_SP5_c.t1
OG0001981	El001G040710	CP13_g19374_DN3_SP5_c.t1
OG0001982	El001G041150	CP13_g19344_DN3_SP5_c.t1
OG0001982	El002G096460	CP1_g37590_DN3_SP7_c.t1
OG0001983	El001G041880	CP13_g19291_DN3_SP8_c.t1
OG0001983	El003G192010	CP19_g17946_DN3_SP8_c.t1
OG0001984	El001G042150	CP13_g19278_DN3_SP8_c.t1
OG0001984	El003G191790	CP5_g1335_DN3_SP8_c.t1
OG0001985	El002G095790	CP2_g48997_DN3_SP0_c.t1, CP1_g37535_DN1_SP0_c.t1
OG0001986	El001G028110	CP3_g13678_DN3_SP8_c.t1
OG0001986	El006G288280	CP4_g24605_DN3_SP2_c.t1
OG0001987	El001G078480	CP11_g33479_DN3_SP7_c.t1
OG0001987	El005G245600	CP10_g42987_DN3_SP8_c.t1
OG0001988	El005G246730	CP10_g43091_DN3_SP6_c.t1
OG0001988	El001G076460	CP11_g33327_DN3_SP8_c.t1
OG0001989	El005G246990	CP10_g43104_DN3_SP0_c.t1
OG0001989	El001G076110	CP11_g33199_DN3_SP0_c.t1
OG0001990	El007G338320	CP8_g53400_DN3_SP8_c.t1
OG0001990	El003G156940	CP5_g1278_DN3_SP3_c.t1
OG0001991	El007G337200	CP8_g53486_DN2_SP0_c.t1
OG0001991	El003G157450	CP19_g17947_DN3_SP0_c.t1
OG0001992	El003G157810	CP19_g17977_DN3_SP1_c.t1
OG0001992	El007G336220	CP8_g53575_DN3_SP0_c.t1
OG0001993	El007G336010	CP8_g53598_DN3_SP8_c.t1
OG0001993	El003G157980	CP19_g17992_DN3_SP8_c.t1
OG0001994	El007G334110	CP8_g53752_DN3_SP6_c.t1
OG0001994	El003G158670	CP19_g18061_DN3_SP6_c.t1
OG0001995	El001G060820	CP8_g54386_DN3_SP2_c.t1
OG0001997	El001G072380	CP11_g32963_DN3_SP8_c.t1
OG0001997	El006G319400	CP16_g54907_DN3_SP8_c.t1
OG0001998	El001G072630	CP11_g32983_DN2_SP0_c.t1
OG0001998	El007G326220	CP2_g47877_DN3_SP0_c.t1
OG0001999	El001G074150	CP11_g33132_DN3_SP1_c.t1
OG0001999	El007G329230	CP2_g48147_DN3_SP0_c.t1
OG0002000	El007G329030	CP2_g48123_DN3_SP7_c.t1
OG0002000	El001G074450	CP11_g33164_DN3_SP7_c.t1
OG0002001	El007G365710	CP13_g19827_DN3_SP0_c.t1
OG0002001	El003G168950	CP6_g7038_DN3_SP0_c.t1
OG0002002	El003G165900	CP6_g6829_DN2_SP4_c.t1
OG0002003	El001G005630	CP11_g31827_DN3_SP7_c.t1
OG0002004	El001G006790	CP20_g4408_DN3_SP4_c.t1
OG0002004	El003G162630	CP19_g18390_DN3_SP8_c.t1
OG0002006	El003G161120	CP19_g18271_DN3_SP8_c.t1
OG0002006	El001G008010	CP20_g4304_DN3_SP8_c.t1
OG0002007	El001G008050	CP20_g4303_DN3_SP0_c.t1
OG0002007	El003G161100	CP19_g18269_DN3_SP0_c.t1
OG0002008	El001G008580	CP20_g4232_DN3_SP1_c.t1
OG0002008	El002G120350	CP7_g44611_DN3_SP0_c.t1
OG0002010	El002G114680	CP7_g45013_DN3_SP1_c.t1
OG0002011	El002G115310	CP7_g44978_DN3_SP0_c.t1
OG0002011	El006G297070	CP4_g25322_DN2_SP0_c.t1, CP4_g25318_DN3_SP0_c.t1, CP4_g25321_DN2_SP0_c.t1
OG0002012	El005G274980	CP10_g43791_DN3_SP8_c.t1
OG0002012	El003G146790	CP5_g461_DN3_SP6_c.t1
OG0002013	El005G275130	CP10_g43783_DN3_SP7_c.t1
OG0002013	El003G146640	CP5_g448_DN3_SP6_c.t1
OG0002014	El003G146260	CP5_g418_DN3_SP8_c.t1
OG0002014	El005G275310	CP10_g43744_DN3_SP3_c.t1
OG0002015	El005G277010	CP10_g43652_DN3_SP1_c.t1
OG0002015	El003G145390	CP5_g336_DN3_SP8_c.t1
OG0002016	El006G319230	CP16_g54923_DN1_SP0_c.t1
OG0002016	El003G144410	CP5_g242_DN3_SP0_c.t1
OG0002017	El003G143710	CP5_g193_DN3_SP0_c.t1
OG0002019	El006G295400	CP4_g25178_DN3_SP4_c.t1
OG0002019	El002G118470	CP7_g44765_DN3_SP7_c.t1
OG0002021	El003G161020, El003G161000	CP19_g18262_DN3_SP8_c.t1
OG0002021	El001G008090	CP20_g4289_DN3_SP7_c.t1
OG0002022	El002G101690	CP7_g45990_DN3_SP1_c.t1
OG0002022	El007G364600	CP13_g19900_DN3_SP8_c.t1
OG0002023	El005G262340	CP12_g30649_DN3_SP8_c.t1
OG0002023	El003G174550	CP6_g7464_DN3_SP8_c.t1
OG0002024	El005G261100	CP12_g30596_DN3_SP8_c.t1
OG0002025	El006G281630	CP18_g12617_DN3_SP0_c.t1
OG0002026	El006G283860	CP4_g24246_DN3_SP5_c.t1
OG0002026	El001G032000	CP3_g13361_DN3_SP0_c.t1
OG0002028	El001G014250	CP3_g14888_DN3_SP8_c.t1
OG0002028	El007G330530	CP8_g54063_DN3_SP4_c.t1
OG0002029	El002G083460	CP1_g36482_DN3_SP6_c.t1
OG0002029	El001G001250	CP8_g54573_DN3_SP6_c.t1
OG0002030	El001G003160	CP11_g32047_DN3_SP8_c.t1
OG0002030	El002G084830	CP1_g36764_DN3_SP8_c.t1
OG0002031	El006G298810	CP1_g36613_DN3_SP8_c.t1
OG0002032	El006G299980	CP3_g14714_DN3_SP0_c.t1
OG0002032	El002G087510	CP1_g36821_DN3_SP5_c.t1
OG0002033	El002G089140	CP1_g36960_DN3_SP7_c.t1
OG0002033	El006G302020	CP4_g25694_DN3_SP8_c.t1
OG0002034	El002G090080	CP1_g37032_DN3_SP8_c.t1
OG0002034	El006G304140	CP4_g25835_DN3_SP8_c.t1
OG0002035	El003G157620	CP19_g17961_DN1_SP7_c.t1
OG0002036	El001G065560	CP11_g32390_DN3_SP8_c.t1
OG0002036	El005G236480	CP10_g42229_DN3_SP6_c.t1
OG0002037	El001G065550	CP11_g32389_DN3_SP0_c.t1
OG0002037	El005G236500	CP10_g42231_DN3_SP0_c.t1
OG0002038	El005G253410	CP12_g30014_DN3_SP6_c.t1
OG0002039	El001G026790	CP3_g13787_DN3_SP1_c.t1
OG0002040	El006G294140	CP4_g25083_DN3_SP7_c.t1
OG0002040	El001G023560	CP3_g14062_DN3_SP8_c.t1
OG0002041	El006G293410	CP4_g25028_DN3_SP5_c.t1
OG0002041	El001G023970	CP3_g14023_DN3_SP0_c.t1
OG0002043	El007G361440, El002G131960	CP7_g46200_DN3_SP1_c.t1
OG0002043	El002G132700	CP1_g38223_DN3_SP8_c.t1
OG0002044	El002G099590	CP7_g46177_DN3_SP6_c.t1
OG0002044	El004G234220	CP9_g29686_DN3_SP8_c.t1
OG0002045	El002G099790	CP7_g46159_DN3_SP0_c.t1
OG0002045	El004G233900	CP9_g29662_DN3_SP0_c.t1
OG0002046	El002G100080	CP7_g46134_DN3_SP6_c.t1
OG0002046	El004G233420	CP9_g29617_DN3_SP7_c.t1
OG0002047	El002G100480	CP7_g46096_DN3_SP0_c.t1
OG0002047	El006G318640, El004G232630	CP9_g29555_DN3_SP1_c.t1
OG0002048	El002G101570	CP7_g46001_DN1_SP0_c.t1
OG0002049	El004G225240	CP9_g28944_DN3_SP0_c.t1
OG0002049	El002G101920	CP7_g45971_DN3_SP0_c.t1
OG0002050	El002G105240	CP7_g45680_DN3_SP6_c.t1
OG0002050	El004G229390	CP9_g29290_DN3_SP8_c.t1
OG0002051	El002G105340	CP7_g45672_DN3_SP8_c.t1
OG0002052	El002G105480	CP7_g45662_DN3_SP8_c.t1
OG0002052	El004G229650	CP9_g29318_DN3_SP4_c.t1
OG0002053	El002G105860	CP7_g45638_DN3_SP8_c.t1
OG0002053	El004G230010	CP9_g29346_DN3_SP8_c.t1
OG0002054	El002G108190	CP7_g45485_DN1_SP0_c.t1
OG0002054	El004G223020	CP9_g28740_DN3_SP0_c.t1
OG0002055	El002G108520	CP7_g45461_DN3_SP6_c.t1
OG0002055	El004G222370	CP9_g28692_DN3_SP8_c.t1
OG0002056	El006G314210	CP16_g55452_DN3_SP0_c.t1
OG0002056	El003G150360	CP5_g763_DN3_SP1_c.t1
OG0002057	El003G150830	CP5_g799_DN3_SP1_c.t1
OG0002057	El006G315130	CP16_g55275_DN3_SP1_c.t1
OG0002058	El006G317900, El005G247050	CP16_g55041_DN3_SP8_c.t1
OG0002059	El002G087320	CP1_g36557_DN3_SP7_c.t1
OG0002059	El006G299810	CP4_g25517_DN3_SP2_c.t1
OG0002060	El004G221830	CP9_g28643_DN3_SP8_c.t1
OG0002061	El001G018860, El001G018870	CP1_g38426_DN3_SP0_c.t1
OG0002061	El001G055980, El001G056060	CP1_g38427_DN3_SP0_c.t1
OG0002063	El001G074760	CP11_g33193_DN3_SP0_c.t1
OG0002063	El007G333100	CP8_g53840_DN3_SP0_c.t1
OG0002064	El001G021680, El001G021690	CP3_g14223_DN3_SP0_c.t1, CP3_g14224_DN3_SP0_c.t1
OG0002065	El004G214730, El004G214740	CP4_g25173_DN3_SP0_c.t1
OG0002065	El004G224040	CP9_g28834_DN3_SP0_c.t1
OG0002066	El004G229800	CP9_g29328_DN3_SP0_c.t1
OG0002067	El004G228660	CP9_g29233_DN3_SP1_c.t1
OG0002068	El004G232710	CP9_g29563_DN2_SP0_c.t1
OG0002068	El004G233130, El004G233160	CP6_g7477_DN3_SP0_c.t1
OG0002069	El004G232850, El004G232820	CP9_g29572_DN3_SP8_c.t1
OG0002070	El002G100290	CP7_g46112_DN3_SP6_c.t1
OG0002070	El004G233050	CP9_g29589_DN3_SP7_c.t1
OG0002071	El002G140580	CP7_g46401_DN3_SP7_c.t1
OG0002072	El002G140310	CP7_g46379_DN2_SP2_c.t1
OG0002072	El005G249510	CP10_g43321_DN3_SP5_c.t1
OG0002074	El003G171430	CP6_g7226_DN3_SP0_c.t1
OG0002075	El005G278430	CP10_g43530_DN3_SP0_c.t1
OG0002075	El005G278420	CP10_g43531_DN3_SP0_c.t1
OG0002076	El002G141500	CP7_g46474_DN3_SP8_c.t1
OG0002076	El005G248550	CP10_g43232_DN3_SP0_c.t1
OG0002077	El002G135980	CP1_g37968_DN3_SP5_c.t1
OG0002077	El005G259250	CP12_g30466_DN3_SP4_c.t1
OG0002078	El001G026900	CP3_g13779_DN3_SP0_c.t1
OG0002079	El003G189980, El003G190010, El003G158210	CP19_g18017_DN3_SP3_c.t1, CP19_g17864_DN3_SP1_c.t1
OG0002081	El006G321190, El006G314720, El006G314680	CP16_g55306_DN3_SP0_c.t1, CP16_g55304_DN2_SP0_c.t1, CP16_g55305_DN3_SP0_c.t1
OG0002082	El001G025330	CP3_g13902_DN3_SP8_c.t1
OG0002082	El006G291320	CP4_g24841_DN3_SP7_c.t1
OG0002084	El001G007980, El004G234290, El003G187190, El003G187180, El003G187200	CP9_g29695_DN1_SP0_c.t1
OG0002091	El001G010150	CP26_g51311_DN3_SP0_c.t1, CP1_g38947_DN3_SP0_c.t1, CP18_g12595_DN3_SP0_c.t1, CP3_g15322_DN2_SP0_c.t1
OG0002091	El002G125430	CP22_g17115_DN3_SP0_c.t1, CP25_g55897_DN3_SP0_c.t1
OG0002093	El005G272590	CP17_g5074_DN3_SP8_c.t1
OG0002093	El003G148210	CP5_g581_DN2_SP2_c.t1
OG0002094	El003G147920	CP5_g555_DN3_SP0_c.t1
OG0002094	El005G273560	CP10_g43980_DN3_SP0_c.t1
OG0002095	El005G274540	CP10_g43824_DN3_SP5_c.t1
OG0002095	El003G146990	CP5_g479_DN3_SP6_c.t1
OG0002096	El004G206830	CP2_g49840_DN3_SP2_c.t1
OG0002096	El002G092130	CP1_g37214_DN3_SP8_c.t1
OG0002097	El004G202840	CP2_g49393_DN3_SP0_c.t1
OG0002097	El002G093120	CP1_g37300_DN2_SP0_c.t1
OG0002098	El004G200370	CP2_g49222_DN3_SP1_c.t1
OG0002098	El004G200750	CP2_g49242_DN3_SP1_c.t1
OG0002099	El002G094030	CP1_g37396_DN3_SP6_c.t1
OG0002099	El004G200220	CP2_g49200_DN3_SP4_c.t1
OG0002100	El002G097520	CP1_g37690_DN2_SP0_c.t1
OG0002100	El001G038540	CP13_g19502_DN3_SP0_c.t1
OG0002101	El003G191870	CP5_g1330_DN3_SP8_c.t1
OG0002101	El001G042000	CP13_g19286_DN3_SP8_c.t1
OG0002104	El004G195460	CP2_g48899_DN3_SP8_c.t1
OG0002105	El002G096250	CP1_g37571_DN3_SP3_c.t1
OG0002105	El004G196800	CP2_g48964_DN3_SP3_c.t1
OG0002106	El004G198260	CP2_g49049_DN3_SP8_c.t1
OG0002106	El002G095380	CP1_g37505_DN3_SP8_c.t1
OG0002107	El001G028010	CP3_g13684_DN3_SP0_c.t1
OG0002107	El002G094300, El006G288480	CP4_g24625_DN3_SP1_c.t1
OG0002108	El001G081440	CP11_g33698_DN3_SP0_c.t1
OG0002108	El005G244140	CP10_g42867_DN3_SP8_c.t1
OG0002109	El001G079700	CP11_g33572_DN3_SP0_c.t1
OG0002110	El005G245030	CP10_g42944_DN3_SP8_c.t1
OG0002110	El001G079580	CP11_g33563_DN3_SP8_c.t1
OG0002111	El005G245610, El001G078450	CP10_g42988_DN3_SP8_c.t1
OG0002114	El003G156360	CP5_g1232_DN3_SP8_c.t1
OG0002114	El007G339520	CP8_g53319_DN3_SP8_c.t1
OG0002115	El003G157470	CP19_g17949_DN3_SP8_c.t1
OG0002115	El007G337190	CP8_g53487_DN3_SP7_c.t1
OG0002116	El007G336630	CP8_g53532_DN3_SP2_c.t1
OG0002116	El003G157700	CP19_g17970_DN3_SP7_c.t1
OG0002117	El001G068620	CP11_g32656_DN3_SP8_c.t1
OG0002117	El002G112830	CP7_g45160_DN3_SP6_c.t1
OG0002118	El001G052280	CP2_g48487_DN3_SP8_c.t1
OG0002118	El001G069930	CP11_g32767_DN3_SP8_c.t1
OG0002119	El001G071180	CP11_g32853_DN3_SP6_c.t1
OG0002119	El001G054300	CP2_g48411_DN3_SP7_c.t1
OG0002120	El001G056460	CP2_g48286_DN3_SP8_c.t1
OG0002120	El001G073230	CP11_g33037_DN3_SP8_c.t1
OG0002121	El007G328990, El007G329010	CP2_g48121_DN3_SP3_c.t1
OG0002121	El001G074490	CP11_g33166_DN3_SP8_c.t1
OG0002122	El007G366550	CP13_g19750_DN3_SP0_c.t1
OG0002122	El003G169760	CP6_g7099_DN3_SP8_c.t1
OG0002123	El007G363710	CP13_g19963_DN3_SP8_c.t1
OG0002123	El003G167170	CP6_g6902_DN3_SP8_c.t1
OG0002124	El007G363370	CP13_g19985_DN3_SP0_c.t1
OG0002124	El003G167020	CP6_g6894_DN3_SP0_c.t1
OG0002125	El003G165630	CP6_g6810_DN3_SP2_c.t1
OG0002125	El007G361500	CP13_g20123_DN3_SP5_c.t1
OG0002126	El001G004750	CP11_g31910_DN3_SP8_c.t1
OG0002126	El003G164790	CP6_g6730_DN3_SP3_c.t1
OG0002127	El001G007950	CP20_g4309_DN3_SP3_c.t1
OG0002127	El003G161170	CP19_g18276_DN3_SP7_c.t1
OG0002128	El001G008460	CP20_g4239_DN3_SP6_c.t1
OG0002128	El002G120320	CP7_g44615_DN3_SP8_c.t1
OG0002129	El001G009630	CP20_g4134_DN3_SP4_c.t1, CP20_g4077_DN3_SP0_c.t1
OG0002129	El002G122170	CP7_g44502_DN3_SP8_c.t1
OG0002132	El003G146700	CP5_g453_DN3_SP1_c.t1
OG0002132	El005G275040	CP10_g43788_DN3_SP5_c.t1
OG0002133	El003G146650	CP5_g449_DN2_SP0_c.t1
OG0002133	El003G146550	CP5_g441_DN3_SP0_c.t1
OG0002134	El003G146150	CP5_g408_DN2_SP5_c.t1
OG0002135	El005G277020	CP10_g43651_DN1_SP0_c.t1, CP21_g11011_DN2_SP0_c.t1, CP60_g34115_DN1_SP0_c.t1
OG0002135	El003G145380	CP5_g335_DN3_SP0_c.t1
OG0002136	El006G321450	CP16_g54748_DN3_SP0_c.t1
OG0002136	El003G142310	CP5_g65_DN3_SP0_c.t1
OG0002137	El003G189310, El003G189280	CP5_g1527_DN3_SP1_c.t1
OG0002137	El003G189320	CP5_g1526_DN3_SP7_c.t1
OG0002138	El006G296960	CP4_g25309_DN3_SP6_c.t1
OG0002138	El006G296970	CP4_g25310_DN3_SP2_c.t1
OG0002139	El002G128630	CP1_g38642_DN3_SP0_c.t1
OG0002139	El007G358090	CP13_g20435_DN3_SP0_c.t1
OG0002140	El001G009130	CP20_g4201_DN1_SP0_c.t1, CP20_g4200_DN3_SP0_c.t1
OG0002140	El002G121050	CP7_g44561_DN3_SP0_c.t1
OG0002141	El003G176640	CP6_g7651_DN3_SP8_c.t1
OG0002141	El005G265930	CP12_g30768_DN3_SP7_c.t1
OG0002142	El001G035340	CP3_g13099_DN2_SP0_c.t1
OG0002143	El006G279840	CP4_g23928_DN3_SP0_c.t1
OG0002144	El006G286500, El006G286490	CP4_g24471_DN2_SP0_c.t1, CP4_g24473_DN3_SP0_c.t1, CP4_g24472_DN2_SP0_c.t1
OG0002145	El006G287090	CP4_g24514_DN3_SP0_c.t1
OG0002145	El001G029530	CP3_g13547_DN3_SP0_c.t1
OG0002146	El001G013180	CP3_g15087_DN3_SP0_c.t1
OG0002147	El007G331070, El007G331080	CP8_g54013_DN3_SP6_c.t1, CP8_g54014_DN3_SP4_c.t1
OG0002148	El001G015630	CP8_g53981_DN2_SP1_c.t1
OG0002149	El007G327490	CP2_g47999_DN3_SP8_c.t1
OG0002150	El001G020150	CP3_g14369_DN2_SP0_c.t1, CP6_g7530_DN2_SP0_c.t1
OG0002151	El007G322920	CP2_g47603_DN3_SP8_c.t1
OG0002151	El005G276810	CP10_g43670_DN3_SP8_c.t1
OG0002152	El002G082860	CP1_g36436_DN3_SP6_c.t1, CP1_g36435_DN3_SP6_c.t1
OG0002153	El002G083030	CP1_g36444_DN3_SP7_c.t1
OG0002153	El001G000610	CP8_g54633_DN3_SP0_c.t1
OG0002154	El007G360140	CP13_g20199_DN3_SP8_c.t1
OG0002154	El002G085740	CP1_g36685_DN3_SP8_c.t1
OG0002155	El007G359650	CP13_g20243_DN3_SP7_c.t1
OG0002155	El002G086120	CP1_g36656_DN3_SP8_c.t1
OG0002156	El005G267200	CP12_g30808_DN3_SP6_c.t1
OG0002157	El006G299850	CP4_g25513_DN3_SP0_c.t1
OG0002157	El002G087390	CP1_g36552_DN3_SP8_c.t1
OG0002158	El003G156540	CP5_g1246_DN3_SP1_c.t1
OG0002158	El003G156530	CP5_g1245_DN3_SP0_c.t1
OG0002159	El005G236860	CP10_g42256_DN3_SP8_c.t1
OG0002159	El001G065090	CP11_g32348_DN3_SP6_c.t1
OG0002160	El005G237760	CP10_g42336_DN3_SP0_c.t1
OG0002160	El001G063470	CP11_g32223_DN3_SP0_c.t1
OG0002161	El005G239230	CP2_g48656_DN3_SP3_c.t1
OG0002162	El005G265250	CP12_g30731_DN3_SP3_c.t1
OG0002162	El005G241270	CP10_g42613_DN3_SP3_c.t1
OG0002163	El005G242000	CP10_g42678_DN3_SP7_c.t1, CP10_g42677_DN3_SP3_c.t1
OG0002164	El007G346030	CP2_g48708_DN3_SP0_c.t1
OG0002164	El005G242060	CP10_g42683_DN2_SP6_c.t1
OG0002165	El001G068190	CP11_g32620_DN3_SP8_c.t1
OG0002165	El005G243620	CP10_g42821_DN3_SP7_c.t1
OG0002166	El001G027410	CP3_g13739_DN2_SP0_c.t1
OG0002166	El006G289200	CP4_g24683_DN2_SP0_c.t1
OG0002167	El006G290330, El006G290370, El006G290350	CP4_g24770_DN3_SP2_c.t1
OG0002168	El006G295090	CP4_g25153_DN3_SP8_c.t1
OG0002168	El001G022720	CP3_g14131_DN2_SP0_c.t1
OG0002169	El006G291560, El001G024910	CP3_g13940_DN3_SP8_c.t1
OG0002170	El002G100030	CP7_g46138_DN3_SP8_c.t1
OG0002170	El004G233510	CP9_g29626_DN3_SP8_c.t1
OG0002171	El002G100200	CP7_g46120_DN3_SP4_c.t1
OG0002171	El004G233240	CP9_g29603_DN3_SP7_c.t1
OG0002172	El004G233220	CP9_g29601_DN3_SP8_c.t1
OG0002174	El002G103540	CP7_g45830_DN3_SP5_c.t1
OG0002174	El004G227500	CP9_g29133_DN3_SP8_c.t1
OG0002175	El004G229480	CP9_g29298_DN3_SP8_c.t1
