Orthogroup	Erysimum_linariifolium	Cardamine_glauca
OG0015790	El002G096780	Cg006G232740
OG0015791	El002G096540	Cg006G232950
OG0015792	El002G096150	Cg006G233300
OG0015793	El002G096060	Cg006G233360
OG0015794	El002G095960	Cg006G233420
OG0015795	El002G095900	Cg006G233480
OG0015796	El002G095840	Cg006G233540
OG0015797	El002G095720	Cg006G233640
OG0015798	El002G095730	Cg006G233630
OG0015799	El002G095490	Cg006G233790
OG0015800	El002G095120	Cg006G234150
OG0015801	El002G094970	Cg006G234270
OG0015802	El002G094810	Cg006G234430
OG0015803	El004G199120	Cg007G248740
OG0015804	El002G094650	Cg006G234570
OG0015805	El002G094370	Cg006G234740
OG0015806	El002G093950	Cg006G235060
OG0015807	El002G093900	Cg006G235140
OG0015808	El002G093870	Cg006G235160
OG0015809	El002G093760	Cg006G235270
OG0015810	El002G093550	Cg006G235450
OG0015811	El002G093510	Cg006G235480
OG0015812	El002G093350	Cg006G235650
OG0015813	El002G093210	Cg006G235760
OG0015814	El002G092630	Cg006G236200
OG0015815	El002G092650	Cg006G236180
OG0015816	El002G092810	Cg006G236140
OG0015817	El002G092860	Cg006G236090
OG0015818	El002G093030	Cg006G235930
OG0015819	El002G092480	Cg006G236380
OG0015820	El002G092260	Cg006G236620
OG0015821	El002G092250	Cg006G236630
OG0015822	El002G092080	Cg006G236770
OG0015823	El002G092000	Cg006G236810
OG0015824	El002G091980	Cg006G236830
OG0015825	El002G091880	Cg006G236920
OG0015826	El002G091780	Cg006G237030
OG0015827	El002G091520	Cg006G237250
OG0015828	El002G091320	Cg006G237440
OG0015829	El002G091410	Cg006G237360
OG0015830	El002G090820	Cg006G237950
OG0015831	El002G090340	Cg006G238350
OG0015832	El002G090360	Cg006G238330
OG0015833	El001G046660	Cg002G066060
OG0015834	El002G090100	Cg006G238560
OG0015835	El002G089820	Cg006G238830
OG0015836	El002G089510	Cg006G239150
OG0015837	El002G089430	Cg006G239220
OG0015838	El002G089370	Cg006G239250
OG0015839	El002G088930	Cg006G239650
OG0015840	El002G089230	Cg006G239400
OG0015841	El002G089210	Cg006G239420
OG0015842	El002G089090	Cg006G239540
OG0015843	El002G089060	Cg006G239560
OG0015844	El002G088900	Cg006G239680
OG0015845	El002G088890	Cg006G239690
OG0015846	El002G088870	Cg006G239710
OG0015847	El002G088820	Cg006G239760
OG0015848	El002G088300	Cg007G255870, Cg006G240240
OG0015849	El002G107330, El002G088150	Cg006G240380
OG0015850	El007G348760	Cg008G312110
OG0015852	El002G088120	Cg006G240490
OG0015853	El002G087650	Cg006G240870
OG0015854	El002G087600	Cg006G240920
OG0015855	El002G087260	Cg006G241230
OG0015856	El002G087240	Cg006G241250
OG0015857	El002G087180	Cg006G241310
OG0015858	El002G087100	Cg006G241370
OG0015859	El002G087070	Cg006G241400
OG0015860	El002G087060	Cg006G241410
OG0015861	El002G086970	Cg006G241500
OG0015862	El002G086590	Cg006G241850
OG0015863	El001G059370	Cg001G025550
OG0015864	El002G085890	Cg006G242420
OG0015865	El002G085860	Cg006G242450
OG0015866	El002G085850	Cg006G242460
OG0015867	El002G085400	Cg006G242860
OG0015868	El002G085640	Cg006G242630
OG0015869	El002G085260	Cg006G242980
OG0015870	El002G085240	Cg006G242990
OG0015871	El002G085230	Cg006G243000
OG0015872	El002G085080	Cg006G243150
OG0015873	El002G084890	Cg006G243260
OG0015874	El002G084530	Cg006G243570
OG0015875	El002G084400	Cg006G243700
OG0015876	El002G084290	Cg006G243770
OG0015877	El002G084080	Cg006G243990
OG0015878	El002G084180	Cg006G243880
OG0015879	El002G084010	Cg006G244040
OG0015880	El002G083990	Cg006G244050
OG0015881	El002G083580	Cg006G244490
OG0015882	El002G083410	Cg006G244630
OG0015883	El003G180190, El002G083010	Cg006G245010
OG0015884	El002G082960	Cg006G245060
OG0015885	El002G082790	Cg006G245140
OG0015886	El002G082780	Cg006G245150
OG0015887	El002G082770	Cg006G245160
OG0015888	El002G082720	Cg006G245190
OG0015889	El002G082690	Cg006G245220
OG0015890	El002G082670	Cg006G245230
OG0015891	El002G082580	Cg006G245300
OG0015892	El002G082500	Cg006G245380
OG0015893	El002G082430	Cg006G245440
OG0015894	El001G067730	Cg008G294020
OG0015895	El001G066930	Cg008G294760
OG0015896	El001G067080	Cg008G294610
OG0015897	El001G067320	Cg008G294370
OG0015898	El001G067420	Cg008G294300
OG0015899	El001G067490	Cg008G294220
OG0015900	El001G066820	Cg008G294870
OG0015901	El001G066730	Cg008G294970
OG0015902	El001G066700	Cg008G295000
OG0015903	El001G065930	Cg008G295810
OG0015904	El001G066010	Cg008G295730
OG0015905	El001G066090	Cg008G295660
OG0015906	El001G066170	Cg008G295570
OG0015907	El001G066310	Cg008G295440
OG0015908	El001G065440	Cg008G296200
OG0015909	El001G065070	Cg008G296550
OG0015910	El005G236710	Cg004G117660
OG0015911	El001G065200	Cg008G296430
OG0015912	El001G064490	Cg008G296780
OG0015913	El001G064330	Cg008G296890
OG0015914	El001G064140	Cg008G297070
OG0015915	El001G064080	Cg008G297130
OG0015916	El001G064030	Cg008G297170
OG0015917	El001G063740	Cg008G297520
OG0015918	El001G063580	Cg008G297660
OG0015919	El001G063600	Cg008G297640
OG0015920	El001G063500	Cg008G297740
OG0015921	El001G063300	Cg008G297860
OG0015922	El001G063230	Cg008G297930
OG0015923	El001G063200	Cg008G297950
OG0015924	El001G062800	Cg008G298230
OG0015925	El001G062700	Cg008G298320
OG0015926	El001G062450	Cg008G298550
OG0015927	El001G062440	Cg008G298560
OG0015928	El001G062310	Cg008G298700
OG0015929	El001G062280	Cg008G298730
OG0015930	El002G091340	Cg006G237420
OG0015931	El001G061980	Cg008G299010
OG0015932	El001G061780	Cg008G299120
OG0015933	El001G061770	Cg008G299130
OG0015934	El001G061660	Cg008G299200
OG0015935	El001G061240	Cg008G299610
OG0015936	El001G051510	Cg008G305970
OG0015937	El001G051080	Cg008G306270
OG0015939	El001G050880	Cg008G306360
OG0015940	El001G049950	Cg008G306760
OG0015941	El001G049630	Cg008G306910
OG0015942	El001G049380	Cg008G307050
OG0015943	El001G049370	Cg008G307060
OG0015945	El007G345230	Cg008G308000
OG0015946	El001G018480	Cg002G058120
OG0015947	El007G345260	Cg008G308050
OG0015948	El003G158160	Cg001G014370
OG0015949	El007G346280	Cg008G309070, Cg008G310710
OG0015950	El007G347410	Cg008G309640, Cg008G311470
OG0015951	El007G348740	Cg008G312080
OG0015952	El007G349380	Cg008G312600
OG0015953	El007G348980	Cg008G312290
OG0015954	El001G064100	Cg008G297110
OG0015955	El001G075000	Cg008G287680
OG0015956	El001G074940	Cg008G287720
OG0015957	El001G067790	Cg008G293970
OG0015958	El001G067800	Cg008G293960
OG0015959	El001G075100	Cg008G287610
OG0015960	El001G075370	Cg008G287360
OG0015961	El006G317870	Cg008G313620
OG0015962	El002G128100	Cg006G204560
OG0015963	El007G350660	Cg008G313350
OG0015964	El001G075590	Cg008G287180
OG0015966	El001G076070	Cg008G286940
OG0015967	El001G076130	Cg008G286890
OG0015968	El001G076260	Cg008G286760
OG0015969	El001G076280	Cg008G286740
OG0015970	El001G076290	Cg008G286720
OG0015971	El001G076430	Cg008G286610
OG0015972	El001G076450	Cg008G286590
OG0015973	El001G076500	Cg008G286540
OG0015974	El001G076530	Cg008G286490
OG0015975	El001G076560	Cg008G286470
OG0015976	El001G076910	Cg008G286210
OG0015977	El005G251560	Cg004G131290
OG0015978	El001G077060	Cg008G286080
OG0015979	El001G077140	Cg008G286010
OG0015980	El001G077250	Cg008G285950
OG0015981	El001G077600	Cg008G285750
OG0015982	El002G101150	Cg006G228900
OG0015983	El001G077940	Cg008G285470
OG0015984	El001G078000	Cg008G285350
OG0015985	El001G078100	Cg008G285250
OG0015986	El001G051820	Cg008G305790
OG0015987	El001G051840	Cg008G305770
OG0015988	El001G051860	Cg008G305730
OG0015989	El001G052190	Cg008G305610
OG0015990	El001G053040	Cg008G304920
OG0015991	El001G053520	Cg008G304780
OG0015992	El001G054320	Cg008G304570
OG0015993	El001G054470	Cg008G304520
OG0015994	El001G054520	Cg008G304470
OG0015995	El001G054730	Cg008G304400
OG0015996	El001G055540	Cg008G304030
OG0015997	El001G055510	Cg008G304060
OG0015998	El001G055290	Cg008G304190
OG0015999	El001G055280	Cg008G304200
OG0016000	El001G055800	Cg008G303790
OG0016001	El001G055850	Cg008G303730
OG0016002	El001G056160	Cg008G303530
OG0016003	El001G056190	Cg008G303490
OG0016004	El001G056320	Cg008G303410
OG0016005	El005G269420	Cg004G143650
OG0016006	El001G056520	Cg008G303230
OG0016007	El001G056600	Cg008G303170
OG0016008	El001G057000	Cg008G302850
OG0016009	El001G057110	Cg008G302780
OG0016010	El007G329960	Cg003G108640
OG0016011	El007G329940	Cg003G108660
OG0016012	El001G041380	Cg002G071790
OG0016013	El007G329750	Cg003G108850
OG0016014	El007G329460	Cg003G109090
OG0016015	El007G329440	Cg003G109110
OG0016016	El007G329210	Cg003G109310
OG0016017	El007G329090	Cg003G109400
OG0016018	El007G328690	Cg003G109830
OG0016019	El007G328640	Cg003G109870
OG0016020	El007G328470	Cg003G110020
OG0016021	El007G328380	Cg003G110120
OG0016022	El007G328370	Cg003G110130
OG0016023	El007G328090	Cg003G110350
OG0016024	El007G328010	Cg003G110410
OG0016025	El007G327860	Cg003G110530
OG0016026	El007G327730	Cg003G110730
OG0016027	El007G327640	Cg003G110820
OG0016028	El007G327510	Cg003G110900
OG0016029	El007G332660	Cg003G106360
OG0016030	El007G332820	Cg003G106200
OG0016031	El007G332920	Cg003G106130
OG0016032	El007G332930	Cg003G106120
OG0016033	El007G333000	Cg003G106060
OG0016034	El006G304230, El007G333040	Cg003G106020
OG0016035	El007G333300	Cg003G105820
OG0016036	El007G333320	Cg003G105800
OG0016037	El001G021570	Cg002G055520
OG0016038	El001G021490	Cg002G055590
OG0016039	El001G021320	Cg002G055760
OG0016040	El001G020900	Cg002G056090
OG0016041	El001G020530	Cg002G056400
OG0016042	El001G020490	Cg002G056440
OG0016043	El001G020440	Cg002G056480
OG0016044	El001G020320	Cg002G056680
OG0016045	El001G020210	Cg002G056780
OG0016046	El001G020060	Cg002G056870
OG0016047	El001G019620	Cg002G057140
OG0016048	El001G019540	Cg002G057220
OG0016049	El001G019510	Cg002G057270
OG0016050	El001G055260	Cg008G304210
OG0016051	El001G019210	Cg002G057580
OG0016052	El001G018830	Cg002G057830
OG0016053	El001G018650	Cg002G057920
OG0016054	El001G018630	Cg002G057930
OG0016055	El002G115940	Cg006G216540
OG0016056	El001G018070	Cg002G058510
OG0016057	El001G018040	Cg002G058540
OG0016058	El001G018000	Cg002G058570
OG0016059	El001G017920	Cg002G058650, Cg002G058630
OG0016060	El001G017840	Cg002G058730
OG0016061	El001G017790	Cg002G058780
OG0016062	El007G327620	Cg003G110830
OG0016063	El001G017710	Cg002G058870
OG0016064	El001G017670	Cg002G058910
OG0016065	El001G017520	Cg002G058990
OG0016066	El001G017460	Cg002G059080
OG0016067	El001G017370	Cg002G059140
OG0016068	El001G017290	Cg002G059230
OG0016069	El001G017210	Cg002G059350
OG0016070	El001G017130	Cg002G059420
OG0016071	El001G017120	Cg002G059430
OG0016072	El001G016840	Cg002G059630
OG0016073	El001G016780	Cg002G059670
OG0016074	El001G016770	Cg002G059680
OG0016075	El001G016760	Cg002G059690
OG0016076	El001G016710	Cg002G059740
OG0016077	El001G016350	Cg002G060060
OG0016078	El001G016170	Cg002G060200
OG0016079	El001G016080	Cg002G060260
OG0016080	El001G015810	Cg002G060700
OG0016081	El001G014760	Cg002G061490
OG0016082	El001G014290	Cg002G062030
OG0016083	El001G014200, El005G260980	Cg002G062090
OG0016084	El001G012680	Cg002G063570
OG0016085	El001G011870	Cg002G064580
OG0016086	El001G011820	Cg002G064660
OG0016087	El001G011770	Cg002G064820
OG0016088	El001G011740	Cg002G064850
OG0016089	El001G040280	Cg002G072660
OG0016090	El003G190950	Cg002G066290
OG0016091	El002G084280	Cg006G243780
OG0016092	El004G218830	Cg007G268300
OG0016093	El004G217730	Cg007G267410
OG0016094	El004G218720	Cg007G268080
OG0016095	El004G218870	Cg007G268330
OG0016096	El004G218430	Cg007G267880
OG0016097	El004G219470	Cg007G268840
OG0016098	El004G219700	Cg007G269060
OG0016099	El005G248300	Cg004G128240
OG0016100	El004G219560	Cg007G268920
OG0016101	El004G219810	Cg007G269160
OG0016102	El004G219940	Cg007G269220
OG0016103	El004G219960	Cg007G269230
OG0016104	El004G220070	Cg007G269300
OG0016105	El004G220080	Cg007G269310
OG0016106	El004G220240	Cg007G269750
OG0016107	El004G220420	Cg007G269560
OG0016108	El004G220430	Cg007G269550
OG0016109	El004G220640	Cg007G269850
OG0016110	El004G220650	Cg007G269860
OG0016111	El004G220800, El007G360500	Cg007G269980
OG0016112	El004G221160	Cg007G270280
OG0016113	El004G221360	Cg007G270410
OG0016114	El004G221480	Cg007G270490
OG0016115	El004G221680	Cg007G270610
OG0016116	El004G221750	Cg007G270670
OG0016117	El001G051720	Cg008G305850
OG0016118	El004G222270	Cg007G271080
OG0016119	El004G222290	Cg007G271110
OG0016120	El004G222480	Cg007G271270
OG0016121	El004G222680	Cg007G271370
OG0016122	El004G222990	Cg007G271620
OG0016123	El004G223010	Cg007G271640
OG0016124	El004G223150	Cg007G271760
OG0016125	El004G223170	Cg007G271790
OG0016126	El004G223210	Cg007G271830
OG0016127	El004G223300	Cg007G271920
OG0016128	El004G223360	Cg007G271990
OG0016129	El004G223420	Cg007G272030
OG0016130	El004G223480	Cg007G272070
OG0016131	El004G223490	Cg007G272080
OG0016132	El004G223520	Cg007G272110
OG0016133	El004G223540	Cg007G272120
OG0016134	El004G223580	Cg007G272160
OG0016135	El004G223600	Cg007G272180
OG0016136	El004G223990	Cg007G272490
OG0016137	El004G231460	Cg007G278760
OG0016138	El004G231260	Cg007G278650
OG0016139	El004G231240	Cg007G278620
OG0016140	El004G231080	Cg007G278550
OG0016141	El004G230760	Cg007G278290
OG0016142	El004G230700	Cg007G278260
OG0016143	El004G230520	Cg007G278090
OG0016144	El004G230450, El001G032750	Cg007G278020
OG0016145	El004G230250	Cg007G277890
OG0016146	El004G229900	Cg007G277550
OG0016148	El004G229660	Cg007G277340
OG0016149	El004G229570	Cg007G277260
OG0016150	El004G229490	Cg007G277210
OG0016151	El005G270070	Cg004G144910
OG0016152	El004G229400	Cg007G277140
OG0016153	El004G229380	Cg007G277120
OG0016154	El004G229280	Cg007G277060
OG0016155	El004G229270	Cg007G277050
OG0016156	El004G229060	Cg007G276880
OG0016157	El004G229040	Cg007G276860
OG0016158	El004G228950	Cg007G276760
OG0016159	El004G228900	Cg007G276710
OG0016160	El004G228620	Cg007G276440
OG0016161	El004G228290	Cg007G276210
OG0016162	El004G228260	Cg007G276190
OG0016163	El004G228160	Cg007G276130
OG0016164	El002G128950	Cg006G203490
OG0016165	El004G228020	Cg007G276010
OG0016166	El004G228000	Cg007G275990
OG0016167	El004G227970	Cg007G275950
OG0016168	El004G227800	Cg007G275750
OG0016169	El004G227620	Cg007G275560
OG0016170	El004G227540	Cg007G275470
OG0016171	El004G227460	Cg007G275390
OG0016172	El004G227420	Cg007G275350
OG0016173	El004G227320	Cg007G275260
OG0016174	El004G227230	Cg007G275160
OG0016175	El004G227180	Cg007G275110
OG0016176	El004G227170	Cg007G275100
OG0016177	El004G227120	Cg007G275040
OG0016178	El004G227080	Cg007G275000
OG0016179	El004G226870	Cg007G274770
OG0016180	El004G226860	Cg007G274760
OG0016181	El004G226800	Cg007G274710
OG0016182	El004G226550	Cg007G274510
OG0016183	El004G226390	Cg007G274430
OG0016185	El004G226020	Cg007G274060
OG0016186	El004G225640	Cg007G273820
OG0016187	El004G225560	Cg007G273780
OG0016188	El004G225490	Cg007G273760
OG0016189	El004G225290	Cg007G273600
OG0016190	El004G225250	Cg007G273580
OG0016191	El004G225220	Cg007G273550
OG0016192	El004G225200	Cg007G273530
OG0016193	El004G225170	Cg007G273500
OG0016194	El004G225100	Cg007G273430
OG0016195	El004G224770	Cg007G273160
OG0016196	El004G224590	Cg007G273010
OG0016197	El004G224570	Cg007G272980
OG0016198	El004G224550	Cg007G272960
OG0016199	El004G232220	Cg007G279460
OG0016200	El004G232320	Cg007G279570
OG0016201	El004G232330	Cg007G279580
OG0016202	El004G232360	Cg007G279610
OG0016203	El004G232420	Cg007G279660
OG0016205	El004G233110	Cg007G280210
OG0016206	El004G233350	Cg007G280360
OG0016207	El004G233450	Cg007G280470
OG0016208	El004G234330	Cg007G281330
OG0016209	El004G234340	Cg007G281340
OG0016210	El004G234440	Cg007G281440
OG0016211	El004G234450	Cg007G281460
OG0016212	El004G234500	Cg007G281510
OG0016213	El004G234650	Cg007G281660
OG0016214	El004G234810	Cg007G281750
OG0016215	El004G234760	Cg007G281800
OG0016216	El004G234750	Cg007G281810
OG0016217	El004G234740	Cg007G281820
OG0016218	El005G248610	Cg004G128530
OG0016219	El005G248760	Cg004G128700
OG0016220	El005G249030	Cg004G128910
OG0016221	El005G249070	Cg004G128960
OG0016222	El005G249490	Cg004G129410
OG0016223	El005G249650	Cg004G147300, Cg004G129550
OG0016224	El007G347790	Cg004G129570
OG0016225	El005G249780	Cg004G129670
OG0016226	El005G250130	Cg004G129970
OG0016227	El007G352460, El005G250350	Cg004G130290
OG0016228	El005G251110	Cg004G130870
OG0016229	El005G251210	Cg004G130990
OG0016230	El005G251480	Cg004G131220
OG0016231	El005G251980	Cg004G131770
OG0016232	El005G252120	Cg004G131900
OG0016233	El005G252360	Cg004G132110
OG0016234	El005G252580	Cg004G132280
OG0016235	El005G252640	Cg004G132310
OG0016236	El005G252930	Cg004G132570
OG0016237	El005G253000	Cg004G132640
OG0016238	El005G253010	Cg004G132650
OG0016239	El005G253020	Cg004G132660
OG0016240	El005G253050	Cg004G132690
OG0016242	El005G253340	Cg004G132990
OG0016243	El005G253530	Cg004G133210
OG0016245	El005G253730	Cg004G133370
OG0016246	El005G253750	Cg004G133410
OG0016247	El005G253850	Cg004G133450
OG0016248	El005G253880	Cg004G133480
OG0016249	El005G254060	Cg004G133660
OG0016250	El005G254310	Cg004G133900
OG0016251	El005G254380	Cg004G133990
OG0016252	El005G254410	Cg004G134020
OG0016253	El005G254500	Cg004G134110
OG0016254	El005G254790	Cg004G134450
OG0016255	El005G254870	Cg004G134500
OG0016256	El005G255060	Cg004G134570
OG0016257	El005G255150	Cg004G134620
OG0016258	El005G255220	Cg004G134680
OG0016259	El005G255670	Cg004G135030
OG0016260	El005G255860	Cg004G135180
OG0016261	El005G255980	Cg004G135330
OG0016262	El005G256240, El005G256220	Cg004G135560
OG0016264	El005G256530	Cg004G135780
OG0016265	El005G256610	Cg004G135860
OG0016266	El005G257140	Cg004G136370
OG0016267	El005G257160	Cg004G136390
OG0016268	El005G257250	Cg004G136480
OG0016269	El005G257330	Cg004G136570
OG0016270	El005G257340	Cg004G136590, Cg004G136580
OG0016271	El005G257480	Cg004G136690
OG0016272	El005G258310	Cg004G137360
OG0016273	El004G198400, El004G198390	Cg007G248220
OG0016274	El005G258590	Cg004G137590
OG0016275	El005G258680	Cg004G137610
OG0016276	El005G258750	Cg004G137690
OG0016277	El005G268160	Cg004G142660
OG0016278	El005G259850	Cg004G138610
OG0016279	El005G259650	Cg004G138480
OG0016280	El005G259570	Cg004G138390
OG0016281	El005G260840	Cg004G139190
OG0016282	El005G261030	Cg004G139430
OG0016283	El005G261330	Cg004G139670
OG0016284	El005G264030	Cg004G140530
OG0016285	El005G264430	Cg004G140680
OG0016286	El005G264960	Cg004G140950
OG0016287	El005G266760	Cg004G141590
OG0016288	El005G267110	Cg004G141770
OG0016289	El005G267140	Cg004G141790
OG0016290	El005G267170	Cg004G141820
OG0016291	El005G267730	Cg004G142340
OG0016292	El005G267880	Cg004G142470
OG0016293	El005G267910	Cg004G142540
OG0016294	El006G314170	Cg005G187790
OG0016295	El005G268460	Cg004G142850
OG0016296	El005G268400	Cg004G142790
OG0016297	El005G268630	Cg004G142950
OG0016298	El005G269220	Cg004G143370
OG0016299	El005G268970	Cg004G143240
OG0016300	El005G269900	Cg004G144530
OG0016301	El005G269560	Cg004G144030
OG0016302	El005G271450	Cg004G146780
OG0016303	El007G340910	Cg003G099360
OG0016304	El005G271860	Cg004G147930
OG0016305	El005G271120	Cg004G146510
OG0016306	El005G270580, El005G270790	Cg004G145700
OG0016307	El005G271890	Cg004G147900
OG0016308	El005G271500	Cg004G147040
OG0016309	El005G271950	Cg004G148070
OG0016310	El005G271980	Cg004G148170
OG0016311	El005G271990	Cg004G148180
OG0016312	El005G272000	Cg004G148200
OG0016313	El005G272020	Cg004G148250
OG0016314	El005G272040	Cg004G148260
OG0016315	El005G272200	Cg004G148350
OG0016316	El005G272220	Cg004G148380
OG0016317	El005G272310	Cg004G148470
OG0016318	El005G272350	Cg004G148750
OG0016319	El003G181930	Cg001G033080
OG0016320	El005G272650	Cg004G150530, Cg004G149600
OG0016321	El005G272690	Cg004G150920, Cg004G149740
OG0016322	El005G272720	Cg004G149860, Cg004G150840
OG0016323	El005G272760	Cg004G150800, Cg004G149930
OG0016324	El005G272770	Cg004G149940, Cg004G150790
OG0016325	El005G273090	Cg004G151350
OG0016326	El005G273680	Cg004G152240
OG0016327	El005G273880	Cg004G152550
OG0016328	El005G274040	Cg004G152700
OG0016329	El005G274120	Cg004G152740
OG0016330	El005G274710	Cg004G153000
OG0016331	El005G274580	Cg004G153100
OG0016332	El005G275200	Cg004G153710
OG0016333	El005G275540	Cg004G154050
OG0016334	El005G275560	Cg004G154070
OG0016335	El005G275720	Cg004G154220
OG0016336	El005G276930	Cg004G154720
OG0016337	El005G276700	Cg004G154560
OG0016338	El005G276650	Cg004G154500
OG0016339	El005G276630	Cg004G154450
OG0016340	El005G276450	Cg004G154360
OG0016341	El005G277310	Cg004G155100
OG0016342	El005G277540	Cg004G151560, Cg001G035660
OG0016343	El005G277770	Cg004G155650
OG0016344	El005G277830	Cg004G155690
OG0016345	El005G278140	Cg004G156020
OG0016346	El005G278340	Cg004G156190
OG0016347	El005G278360	Cg004G156210
OG0016348	El005G278460	Cg004G156330
OG0016349	El005G278560	Cg004G156470
OG0016350	El005G278570	Cg004G156480
OG0016351	El005G278690	Cg004G156610
OG0016353	El005G279260	Cg004G157140
OG0016354	El005G279560	Cg004G157320
OG0016355	El002G141050	Cg006G194400
OG0016356	El002G141020	Cg006G194430
OG0016357	El002G140950	Cg006G194500
OG0016358	El002G140830	Cg006G194570
OG0016359	El002G140660	Cg006G194690
OG0016360	El002G140590	Cg006G194760
OG0016361	El002G140320	Cg006G194920
OG0016362	El002G140130	Cg006G195060
OG0016363	El002G140510, El002G140040	Cg006G195140
OG0016364	El005G249900	Cg004G129760
OG0016365	El005G262580, El002G139710	Cg006G195430
OG0016366	El005G250320	Cg004G130260
OG0016367	El002G139380	Cg006G195790
OG0016368	El002G139240	Cg006G195920
OG0016369	El002G138370	Cg006G196400
OG0016370	El002G138530	Cg006G196540
OG0016371	El002G138020	Cg006G196700
OG0016372	El002G137700	Cg006G196930
OG0016373	El002G137690	Cg006G196940
OG0016374	El002G137660	Cg006G196970
OG0016375	El002G137490	Cg006G197140
OG0016376	El002G137450	Cg006G197180
OG0016377	El002G137350	Cg006G197280
OG0016378	El002G137070	Cg006G197420
OG0016379	El002G137040	Cg006G197440
OG0016380	El002G136890	Cg006G197500
OG0016381	El002G136830	Cg006G197520
OG0016382	El002G136790	Cg006G197530
OG0016383	El002G135200	Cg006G198850
OG0016384	El002G135400	Cg006G198660
OG0016385	El002G135410	Cg006G198650
OG0016386	El006G319860	Cg006G198490
OG0016387	El002G135700	Cg006G198380
OG0016388	El002G135780	Cg006G198310
OG0016389	El002G135790	Cg006G198300
OG0016390	El002G134860	Cg006G199120
OG0016391	El002G134830	Cg006G199160
OG0016392	El002G134770	Cg006G199210
OG0016393	El002G134430	Cg006G199570
OG0016394	El002G134230	Cg006G199660
OG0016395	El002G134180	Cg006G199690
OG0016396	El002G134150	Cg006G199720
OG0016397	El002G134060	Cg006G199770
OG0016398	El002G133520	Cg006G200140
OG0016399	El002G133480	Cg006G200170
OG0016400	El002G133470	Cg006G200180
OG0016401	El002G133460	Cg006G200190
OG0016402	El002G133390	Cg006G200220
OG0016403	El002G133250	Cg006G200360
OG0016404	El002G132220	Cg006G201330
OG0016405	El002G132020	Cg006G201430
OG0016406	El002G131880	Cg006G201500
OG0016407	El002G131790	Cg006G201580
OG0016409	El002G131490	Cg006G201760
OG0016410	El002G131470	Cg006G201780
OG0016411	El002G131430	Cg006G201800
OG0016412	El002G131370	Cg006G201920
OG0016413	El003G171380	Cg001G024960
OG0016414	El003G171530	Cg001G025100
OG0016415	El003G171860	Cg001G025250
OG0016416	El003G172270	Cg001G025560
OG0016417	El003G172290	Cg001G025580
OG0016418	El007G343590	Cg001G025590
OG0016419	El006G296440	Cg005G171850
OG0016420	El002G117180	Cg006G215890
OG0016422	El001G022270	Cg002G054920
OG0016423	El001G022380	Cg002G054800
OG0016424	El001G022570	Cg002G054580
OG0016425	El001G022650	Cg002G054500
OG0016426	El001G022930	Cg002G054280
OG0016427	El001G023030	Cg002G054150
OG0016428	El001G023040	Cg002G054140
OG0016429	El001G023060	Cg002G054120
OG0016430	El001G023690	Cg002G053530
OG0016431	El005G242840	Cg004G123620
OG0016432	El002G101900	Cg006G228220
OG0016433	El001G023980	Cg002G053180
OG0016434	El001G024580	Cg002G052620
OG0016435	El001G024610, El001G024620	Cg002G052610
OG0016436	El001G022150	Cg002G055010
OG0016437	El001G022220	Cg002G054950
OG0016438	El001G022060	Cg002G055050
OG0016439	El001G022010	Cg002G055100
OG0016440	El001G021900	Cg002G055220
OG0016441	El002G108800	Cg006G222380
OG0016442	El001G021880	Cg002G055240
OG0016443	El001G021890	Cg002G055230
OG0016444	El001G025270	Cg002G052080
OG0016445	El001G025430	Cg002G051940
OG0016446	El001G025640	Cg002G051730
OG0016447	El001G025700	Cg002G051680
OG0016448	El001G025730	Cg002G051660
OG0016449	El001G026220	Cg002G051190
OG0016450	El001G026290	Cg002G051150
OG0016451	El001G026320	Cg002G051080
OG0016452	El001G027310	Cg002G050290
OG0016453	El001G027430	Cg002G050190
OG0016454	El001G027530	Cg002G050080
OG0016455	El001G027560	Cg002G050050
OG0016456	El001G027740	Cg002G049910
OG0016457	El001G028000	Cg002G049640
OG0016458	El001G028100	Cg002G049570
OG0016459	El001G028260	Cg002G049390
OG0016460	El001G028420	Cg002G049240
OG0016461	El001G028560	Cg002G049120
OG0016462	El001G029000	Cg002G048770
OG0016463	El001G029040	Cg002G048730
OG0016464	El001G029080	Cg002G048690
OG0016465	El001G029290	Cg002G048520
OG0016466	El001G029340	Cg002G048460
OG0016467	El001G029350	Cg002G048450
OG0016468	El001G029510	Cg002G048300
OG0016469	El001G025390	Cg002G051980
OG0016470	El001G030080	Cg002G047890
OG0016471	El001G030090	Cg002G047880
OG0016472	El001G030160	Cg002G047810
OG0016473	El001G030460	Cg002G047510
OG0016474	El003G187780	Cg002G047110
OG0016475	El001G031100	Cg002G046980
OG0016476	El001G031340	Cg002G046810
OG0016477	El005G270030	Cg004G144870
OG0016478	El001G031590	Cg002G046650
OG0016479	El001G031630	Cg002G046610
OG0016480	El001G031850	Cg002G046440
OG0016481	El001G032050	Cg002G046260
OG0016482	El001G032240	Cg002G046090
OG0016483	El001G032790	Cg002G045770
OG0016484	El001G033040	Cg002G045590
OG0016485	El001G033380	Cg002G045330
OG0016486	El001G033500	Cg002G045240
OG0016487	El001G033550	Cg002G045190
OG0016488	El001G033710	Cg002G045080
OG0016489	El001G033950	Cg002G044900
OG0016490	El001G034090	Cg002G044790
OG0016491	El001G034290	Cg002G044620
