Orthogroup	Erysimum_linariifolium	Noccaea_praecox
OG0006543	El001G002320	Np003G187180
OG0006544	El005G261800	Np007G383580
OG0006549	El003G162840	Np005G284910
OG0006550	El002G112710	Np004G209890
OG0006551	El006G311710	Np001G059950, Np001G059620, Np001G059280, Np001G059320, Np001G058690, Np004G231310
OG0006552	El007G356790	Np001G042740
OG0006554	El001G036070	Np001G028510
OG0006555	El005G261850, El003G157970	Np007G383620
OG0006556	El003G168020	Np005G291520
OG0006557	El007G358250, El007G358240	Np001G041860
OG0006570	El003G155360	Np005G276320
OG0006571	El003G155250	Np005G276150
OG0006572	El003G155170	Np005G276050
OG0006573	El003G155110	Np005G275970
OG0006574	El003G154470	Np005G275370
OG0006575	El003G154440	Np005G275340
OG0006576	El003G153650	Np005G274890
OG0006578	El007G349650	Np001G017960
OG0006579	El003G152600	Np005G273250
OG0006580	El003G151780	Np005G272280
OG0006581	El003G151640	Np005G272110
OG0006582	El003G151510	Np005G271780
OG0006583	El003G150880	Np005G271040
OG0006584	El003G150630	Np005G270580
OG0006585	El003G150180	Np005G270050
OG0006586	El002G102940	Np004G236960
OG0006587	El003G150070	Np005G269930
OG0006589	El003G148890	Np005G263960
OG0006590	El003G148710	Np005G264120
OG0006592	El003G147750	Np005G265260
OG0006593	El003G147580	Np005G265480
OG0006594	El003G147470	Np005G265650
OG0006595	El003G147450	Np005G265660
OG0006596	El003G147300	Np005G265860
OG0006598	El002G118040	Np004G214990
OG0006599	El002G119860	Np004G205250
OG0006600	El003G169990	Np005G296190
OG0006601	El003G170410	Np005G297380
OG0006602	El003G170420	Np005G297180
OG0006603	El003G170720	Np005G298960
OG0006604	El006G295240	Np006G340020, Np002G117190
OG0006605	El007G350630, El007G352410	Np001G016120
OG0006606	El002G092470	Np004G249450
OG0006607	El004G202690	Np002G114250
OG0006608	El002G093480	Np004G248240
OG0006609	El004G200040	Np002G117350
OG0006610	El002G094660	Np004G247020
OG0006611	El002G094710	Np004G246940
OG0006612	El002G095110	Np004G246380
OG0006613	El002G099160	Np004G241310
OG0006615	El001G036280	Np001G027760
OG0006616	El001G036660	Np001G026690
OG0006617	El001G038050	Np001G024970
OG0006618	El002G097510	Np004G243000
OG0006619	El002G097410	Np004G243130
OG0006620	El001G039120	Np001G023840
OG0006621	El001G039550	Np001G023610
OG0006622	El001G039960	Np001G023340
OG0006623	El001G040730	Np001G022620
OG0006624	El001G040800	Np001G022580
OG0006625	El001G041170	Np001G022230
OG0006626	El001G041210	Np001G022200
OG0006627	El001G041610	Np001G021710
OG0006628	El001G041680	Np001G021630
OG0006629	El001G042490	Np001G020670
OG0006630	El001G042510	Np001G020640
OG0006631	El001G043040	Np001G020160
OG0006632	El001G043870	Np001G019750
OG0006633	El001G044070	Np001G019610
OG0006634	El001G044940	Np001G019160, Np001G019270
OG0006635	El007G337820	Np003G163220
OG0006636	El004G211660	Np002G091650
OG0006637	El004G211640	Np002G100440
OG0006638	El003G190890	Np007G403190
OG0006639	El005G277880	Np007G373250
OG0006640	El007G329860	Np005G309400
OG0006641	El004G203690, El004G205040	Np007G392390
OG0006642	El003G193640	Np002G075490
OG0006643	El003G193440	Np005G320150
OG0006644	El004G195120	Np002G123470
OG0006645	El004G196360	Np005G301830, Np002G122060
OG0006646	El004G196950	Np002G121360
OG0006647	El006G288860	Np006G331220
OG0006648	El005G244250	Np007G413800, Np007G412390
OG0006649	El005G244300	Np007G413730
OG0006650	El003G146800	Np005G266520
OG0006651	El005G244460	Np007G413540
OG0006652	El001G079790	Np003G127290
OG0006653	El005G245320	Np007G412560
OG0006654	El005G245970	Np007G411630
OG0006655	El005G246160	Np007G411290
OG0006656	El005G246330	Np007G411100
OG0006657	El005G246470	Np007G410940
OG0006659	El005G246980	Np007G410360
OG0006660	El005G247330	Np007G410110, Np004G235190
OG0006661	El005G247410	Np007G410010
OG0006662	El005G247570	Np007G409860
OG0006663	El005G247870	Np007G409390
OG0006664	El005G247960	Np007G409300
OG0006665	El005G248250	Np007G408960
OG0006666	El007G344740	Np003G174390
OG0006667	El001G060120	Np003G148250
OG0006668	El003G159700	Np005G281340
OG0006669	El007G343020	Np003G169630
OG0006670	El007G342720	Np003G184500
OG0006671	El007G341160	Np003G165930
OG0006672	El007G341010	Np003G165630
OG0006673	El007G340050	Np003G164480
OG0006674	El007G340060	Np003G164490
OG0006675	El007G339730	Np003G163910
OG0006676	El007G338440	Np003G162370
OG0006677	El007G338880	Np003G161680
OG0006678	El007G337980	Np003G162970
OG0006679	El001G004330, El007G337940, El007G338280	Np001G001400
OG0006680	El007G337840	Np003G163180
OG0006681	El007G337720	Np003G163350
OG0006682	El007G337280	Np003G160690
OG0006685	El007G335870	Np003G158110
OG0006686	El007G335410	Np003G157480
OG0006687	El007G334640	Np003G156370
OG0006688	El007G334440	Np003G156200
OG0006689	El007G334180	Np003G155920
OG0006690	El007G333970	Np003G155700
OG0006691	El007G351570	Np001G018230
OG0006693	El001G068820	Np003G139590
OG0006694	El001G068940	Np003G139490
OG0006695	El001G069090	Np003G139270
OG0006696	El001G071340	Np003G136920
OG0006697	El001G071460	Np003G136820
OG0006698	El001G071860	Np003G136450
OG0006699	El001G071930	Np003G136350
OG0006700	El001G072210	Np003G136070
OG0006701	El007G326360	Np001G004910
OG0006702	El001G072800	Np003G135380
OG0006703	El001G073180	Np003G134950
OG0006704	El001G073400	Np003G134660
OG0006705	El001G073510	Np003G134470
OG0006706	El001G073740	Np003G134220
OG0006707	El001G074120	Np003G133660
OG0006708	El003G169870	Np005G295930
OG0006709	El003G169800	Np005G288530, Np005G295570
OG0006710	El003G169280	Np005G293920
OG0006711	El003G169240	Np005G293850
OG0006712	El003G168720	Np005G292810
OG0006713	El003G168680	Np005G292650
OG0006714	El003G168480	Np005G292170
OG0006716	El003G167280	Np005G290480
OG0006717	El003G166890	Np005G290150
OG0006718	El003G166290	Np005G289470
OG0006719	El003G166230	Np005G289370
OG0006720	El007G361670	Np001G038830
OG0006721	El003G165580	Np005G288520
OG0006722	El003G165500	Np005G288420
OG0006723	El003G169830	Np005G295790
OG0006724	El003G164610	Np005G288050
OG0006725	El003G164170	Np005G286650
OG0006726	El003G163960	Np005G286380
OG0006727	El003G162850	Np005G284940
OG0006728	El003G161720	Np005G283530
OG0006729	El003G161620	Np005G283590
OG0006730	El003G161420	Np005G283420
OG0006731	El003G161200	Np005G283230
OG0006732	El003G161140	Np005G283170
OG0006733	El003G160930	Np005G283010
OG0006734	El003G160860	Np005G282960
OG0006735	El003G160820	Np005G282930
OG0006736	El003G160690	Np005G282780
OG0006737	El003G160650	Np007G394770, Np005G282760
OG0006738	El002G121710	Np004G206840
OG0006739	El002G124790	Np004G204640
OG0006740	El002G102480	Np004G237540
OG0006741	El002G127700	Np004G202870
OG0006742	El007G354930, El002G127350	Np004G203140
OG0006743	El002G099290	Np004G241140
OG0006744	El002G130290, El002G130390, El002G130380, El002G130410	Np004G200610
OG0006745	El002G129410	Np004G200930
OG0006746	El002G113540	Np004G210670
OG0006747	El002G090220	Np004G251880
OG0006748	El003G160590	Np005G282690
OG0006749	El002G113340	Np004G210530
OG0006750	El002G129060	Np004G201580
OG0006751	El002G113410	Np004G210600
OG0006752	El005G278500	Np007G372480
OG0006753	El002G114320	Np004G211460
OG0006754	El002G114970	Np004G211920
OG0006755	El002G114990	Np004G211940
OG0006757	El002G115240	Np004G212390
OG0006758	El002G115790	Np004G212990
OG0006759	El002G116190	Np004G213310
OG0006760	El002G116580	Np004G213630
OG0006761	El002G116770	Np004G213840
OG0006762	El002G117370	Np004G214230
OG0006763	El002G117640	Np004G214770
OG0006764	El003G146530	Np005G267130, Np005G267170
OG0006765	El003G145950	Np005G267880
OG0006766	El003G145600	Np005G268270
OG0006767	El003G145460	Np005G268420
OG0006768	El003G145040	Np007G378390, Np005G268800, Np005G268830
OG0006769	El003G144960	Np005G268940
OG0006770	El003G144580	Np005G269560
OG0006771	El003G144630	Np005G269610
OG0006772	El003G144220	Np005G269840
OG0006773	El006G319600	Np006G368630
OG0006774	El006G320220	Np006G369290
OG0006775	El006G321390	Np006G370880
OG0006776	El003G142350	Np005G260820
OG0006777	El003G142080	Np005G260460
OG0006778	El003G141910	Np005G260280
OG0006779	El002G133210	Np004G198420, Np007G395590
OG0006780	El003G187460	Np005G313490
OG0006781	El006G295630	Np006G340560
OG0006782	El001G010560	Np003G175990
OG0006783	El002G127490	Np004G203030
OG0006784	El006G297140	Np006G342690
OG0006785	El006G298030	Np006G343360
OG0006786	El007G357990	Np001G042140
OG0006787	El007G357770, El007G357900, El007G357860, El007G357890	Np001G042200
OG0006788	El007G356960	Np001G042590
OG0006789	El005G237130	Np007G422930
OG0006790	El001G009560	Np003G177700
OG0006791	El001G007710	Np003G180300
OG0006792	El001G007390	Np003G180940
OG0006793	El001G007290	Np003G181190
OG0006794	El001G007230	Np003G181230
OG0006795	El001G007090	Np003G181480
OG0006796	El001G006750	Np003G181780
OG0006797	El001G005560, El001G006150	Np003G183350
OG0006798	El001G005200	Np003G183720
OG0006799	El001G004360	Np003G185050
OG0006800	El007G360750	Np001G039920
OG0006801	El007G361070	Np001G039590
OG0006802	El003G156550	Np005G277500
OG0006803	El007G364090	Np001G036210
OG0006804	El007G364660	Np001G036090
OG0006805	El007G365470, El007G365510, El007G365490	Np001G034550
OG0006806	El007G365640	Np001G034440
OG0006807	El007G365680	Np001G034380
OG0006808	El007G365750	Np001G034260
OG0006809	El007G365850	Np001G034040
OG0006810	El007G366170	Np001G033300
OG0006811	El006G292280	Np006G336210
OG0006812	El007G366780	Np001G032030
OG0006813	El007G366930	Np001G032640
OG0006814	El005G277050	Np007G374230, Np002G091110
OG0006815	El005G269340	Np007G388510
OG0006816	El005G268620	Np007G387810
OG0006817	El005G268130	Np007G387390
OG0006818	El003G178110	Np005G308490
OG0006819	El003G175890	Np005G306220
OG0006820	El005G262650	Np007G383900
OG0006821	El003G174340	Np005G304250
OG0006822	El003G174220, El003G173430	Np005G304080
OG0006823	El003G172970	Np005G303000
OG0006825	El003G172610	Np002G123420, Np005G302490
OG0006826	El003G191780	Np005G318220
OG0006827	El003G191890	Np005G318320
OG0006828	El003G193610	Np005G320250
OG0006829	El003G193630	Np005G320230
OG0006830	El006G279710	Np006G320470
OG0006831	El006G279750	Np006G320540
OG0006832	El002G121140	Np005G307260
OG0006833	El006G280410	Np006G321360
OG0006834	El006G296770	Np006G341950
OG0006835	El006G281090	Np006G322300
OG0006836	El006G281230	Np006G322530
OG0006837	El006G281670	Np006G322950
OG0006838	El006G281770	Np006G323050
OG0006839	El006G282080	Np006G323330
OG0006840	El006G282130	Np006G323400
OG0006841	El006G282460, El008G369370	Np006G323610
OG0006842	El006G282660	Np006G323910
OG0006843	El006G282710	Np006G323960
OG0006844	El006G282990	Np006G324360, Np006G324370
OG0006845	El006G283820	Np006G325140
OG0006846	El006G285520	Np006G327060
OG0006847	El006G285740	Np006G327470
OG0006848	El006G286140	Np006G327900
OG0006850	El006G286700, El006G316130	Np006G328640
OG0006851	El006G286870	Np004G227100, Np006G328790, Np003G173410
OG0006852	El006G287480	Np006G329600
OG0006853	El006G287940	Np006G330150
OG0006854	El001G081000	Np003G126220
OG0006855	El001G080820	Np003G126480
OG0006856	El001G080670	Np003G126660
OG0006857	El001G080660	Np003G126670
OG0006858	El001G079900	Np003G127180
OG0006859	El001G079800	Np003G127280
OG0006860	El001G079660	Np003G127380
OG0006861	El001G079550	Np003G127530
OG0006862	El001G078770	Np003G128380
OG0006863	El001G078730	Np003G128410
OG0006864	El002G114580	Np004G211700
OG0006865	El001G060490	Np003G147760
OG0006866	El001G060270	Np003G148020
OG0006867	El001G060180	Np003G148190
OG0006868	El001G059950	Np003G148420
OG0006869	El001G059830	Np003G148580
OG0006870	El001G059210	Np003G149150
OG0006871	El001G059150	Np003G149210
OG0006872	El001G059060	Np003G149340
OG0006873	El001G058690	Np003G149860
OG0006874	El001G058490	Np003G150040
OG0006875	El001G057270	Np003G151190
OG0006876	El007G330280	Np003G151590
OG0006877	El007G330600	Np003G151910
OG0006878	El007G330980	Np003G152300
OG0006879	El007G331160	Np003G152550
OG0006880	El007G327420	Np001G006470
OG0006881	El007G326770	Np001G005380
OG0006882	El007G326760	Np001G005350
OG0006883	El007G326540	Np001G005130
OG0006884	El007G326410	Np001G004960
OG0006885	El007G326240	Np001G004760
OG0006886	El007G326160	Np001G004680
OG0006887	El007G325970	Np001G004500
OG0006888	El007G325960	Np001G004470
OG0006889	El007G325590	Np001G004010
OG0006890	El004G212220, El007G325380	Np001G003810
OG0006891	El007G325280	Np001G003700
OG0006892	El007G325190	Np001G003600
OG0006893	El007G324800	Np001G003160
OG0006894	El007G324610	Np001G002960
OG0006895	El008G369050	Np001G002260, Np005G266840
OG0006896	El007G323800, El002G126070	Np006G353130
OG0006897	El007G323680	Np001G002050
OG0006898	El004G218680, El007G324710	Np002G089980
OG0006899	El007G322440	Np001G000460
OG0006900	El001G063690	Np003G144470
OG0006901	El002G129380, El007G322370	Np001G000580
OG0006902	El001G000060	Np003G189880
OG0006903	El001G000320	Np003G189620
OG0006904	El001G000790	Np003G189110
OG0006905	El001G000560	Np003G189300
OG0006906	El001G001150	Np003G188560
OG0006907	El001G001480	Np003G188180
OG0006908	El002G083760	Np004G258520
OG0006909	El001G002540, El001G002590, El001G002410, El001G002470	Np003G187070
OG0006910	El001G003550	Np003G185920
OG0006911	El001G003660	Np003G185760
OG0006912	El001G003780	Np003G185640
OG0006913	El001G003980	Np003G185410
OG0006914	El002G085540	Np004G256670
OG0006915	El007G359920	Np001G040500
OG0006916	El007G359860	Np001G040560
OG0006917	El007G359750	Np001G040710
OG0006918	El006G298590	Np009G431070, Np006G346040
OG0006919	El006G298950	Np006G357680
OG0006920	El006G300030	Np006G356180
OG0006921	El006G299410	Np006G357190
OG0006922	El006G299350	Np006G357270
OG0006923	El006G299340	Np006G357280
OG0006924	El006G299190	Np006G357440
OG0006925	El006G299610	Np006G356950
OG0006926	El006G299750	Np006G356840
OG0006927	El006G300070	Np006G356140
OG0006928	El006G300230	Np006G356010
OG0006929	El006G300530	Np006G355580
OG0006930	El006G300550	Np006G355560
OG0006931	El006G300790	Np006G355320
OG0006932	El006G301530	Np006G348730, Np006G354260
OG0006933	El006G301920	Np006G353740, Np006G347040
OG0006934	El006G302150	Np006G347330, Np006G353390
OG0006935	El006G302340	Np006G353020, Np006G347790
OG0006936	El002G089350	Np004G252710
OG0006937	El006G302670	Np006G352380
OG0006938	El006G302790	Np006G351520
OG0006940	El006G304200	Np006G360110
OG0006942	El006G304730	Np006G359800
OG0006943	El006G305010	Np006G359520
OG0006944	El006G305290	Np006G359200
OG0006945	El006G308370	Np006G361560
OG0006946	El006G308190	Np006G361440
OG0006947	El006G308050	Np006G361300
OG0006948	El006G307270	Np006G361010
OG0006949	El006G306720	Np006G360750
OG0006950	El006G312830	Np006G362960
OG0006951	El006G313390	Np006G363120
OG0006952	El006G313650	Np006G363190
OG0006953	El005G235710	Np007G424630
OG0006954	El003G158070	Np005G279270
OG0006955	El003G157410	Np005G278640
OG0006956	El005G235840	Np007G424520
OG0006957	El005G236070	Np003G159480
OG0006958	El005G236100	Np007G424170
OG0006959	El005G236300	Np007G423830
OG0006960	El005G236750	Np007G423240
OG0006961	El005G236900	Np002G123510, Np003G133840, Np007G423160
OG0006962	El005G237110	Np007G422950
OG0006963	El005G237260	Np007G422790
OG0006964	El005G237340	Np007G422640
OG0006965	El005G237990	Np007G421900
OG0006966	El005G238140	Np007G421660
OG0006967	El005G238290	Np007G421530
OG0006968	El005G238600, El003G179570	Np007G421220
OG0006969	El005G238880	Np007G420810
OG0006970	El005G238990	Np007G420590
OG0006971	El005G239160	Np007G420450
OG0006972	El005G239560	Np007G420050
OG0006973	El005G239720	Np007G419580
OG0006974	El005G240220	Np003G188990, Np007G419000
OG0006975	El005G240410	Np007G418760
OG0006976	El005G241080	Np007G417750
OG0006977	El005G241090	Np007G417740
OG0006978	El005G241210	Np007G417620
OG0006979	El005G241410	Np007G417370
OG0006980	El005G241450	Np007G417330
OG0006981	El001G062150	Np003G146330
OG0006982	El005G242080	Np007G416440
OG0006983	El005G242100	Np007G416420
OG0006984	El005G242290	Np007G416160
OG0006985	El005G242430	Np007G415900
OG0006986	El005G242700	Np007G415480
OG0006987	El005G243250	Np007G414990
OG0006988	El005G244120	Np007G413930, Np005G317300
OG0006989	El006G289400	Np006G332040
OG0006990	El006G289550	Np006G332170
OG0006991	El006G289690	Np006G332460
OG0006992	El006G289990	Np006G333020
OG0006993	El006G290060	Np006G333170
OG0006994	El006G290240	Np006G333520, Np006G333470
OG0006995	El006G290700	Np006G334010
OG0006996	El006G290580, El006G290590	Np006G333880
OG0006997	El006G291280	Np006G334710
OG0006998	El006G291340	Np006G334870
OG0006999	El006G291380	Np006G334930, Np007G391580
OG0007000	El008G368950, El006G291390	Np006G334950, Np006G334940
OG0007002	El005G243050, El006G295050	Np006G339860
OG0007003	El006G294830	Np006G339680
OG0007004	El006G294780	Np006G339620
OG0007005	El006G294660	Np006G339500
OG0007006	El006G294580	Np006G339380
OG0007007	El006G294300	Np006G339130
OG0007008	El006G293420	Np006G337780
OG0007009	El006G293220	Np006G337620
OG0007010	El006G293140	Np006G337530
OG0007011	El006G293090	Np006G337430
OG0007012	El006G292990	Np006G337200
OG0007013	El006G292390	Np006G336500
OG0007014	El006G291950	Np006G335770
OG0007015	El006G291690	Np006G335340
OG0007016	El002G099900, El006G290980	Np004G240450
OG0007017	El004G233700	Np002G071190
OG0007018	El008G369740, El002G100320	Np004G239950
OG0007019	El005G248540	Np002G109300
OG0007020	El002G100840	Np004G239350
OG0007021	El002G100890	Np004G239300
OG0007022	El002G101190	Np004G239060
OG0007023	El004G224350	Np002G082630
OG0007024	El002G101760	Np004G238390, Np006G333590
OG0007025	El001G023230, El003G181780, El002G101820	Np004G238320
OG0007026	El002G101980	Np004G238120
