Orthogroup	Erysimum_linariifolium	Aethionema_saxatile
OG0007229	El004G232880	As010G242750
OG0007230	El004G233190	As010G243030
OG0007231	El002G100060, El002G104080, El037G374610	As010G243260
OG0007232	El004G234490, El004G199300	As010G243280, As010G244230
OG0007233	El004G233520	As010G243350
OG0007234	El004G233580	As010G243400
OG0007235	El004G233670	As010G243450
OG0007236	El004G233850	As010G243600
OG0007237	El002G099840	As010G243650
OG0007238	El002G104930	As010G243970
OG0007239	El004G234300	As010G244020
OG0007240	El005G248880	As011G244850
OG0007241	El005G248940	As011G244870
OG0007243	El005G249710	As011G245680
OG0007244	El005G249920	As011G245810
OG0007245	El005G250330	As011G246240
OG0007246	El005G250390	As011G246290
OG0007247	El005G250910	As011G246770
OG0007248	El005G251930	As011G247550
OG0007249	El005G252110	As011G247690
OG0007250	El005G252190	As011G247750
OG0007251	El005G252430	As011G247960
OG0007252	El005G252480	As011G248010
OG0007253	El002G097570, El005G252750	As011G248230
OG0007254	El005G252760	As011G248240, As012G270780
OG0007255	El005G252880	As011G248310
OG0007256	El005G252940	As011G248360
OG0007257	El005G255510, El007G352080	As011G248680
OG0007258	El005G253930	As011G249230
OG0007259	El005G254120	As011G249340
OG0007260	El005G254390	As011G249560
OG0007261	El005G254700	As011G249850
OG0007262	El005G254720	As011G249870
OG0007263	El005G254880	As011G250000
OG0007264	El005G259980, El004G202490, El005G255200	As011G250130
OG0007265	El005G255300	As011G250210
OG0007266	El005G255770	As011G250540
OG0007267	El005G256070	As011G250850
OG0007268	El005G256260	As011G250980
OG0007269	El005G256690	As011G251360
OG0007270	El005G256890	As011G251410
OG0007271	El005G256920	As011G251470
OG0007272	El005G256980	As011G251570
OG0007273	El005G257230	As011G251790, As012G272410
OG0007274	El005G257600	As011G252100
OG0007275	El005G257990	As011G252500
OG0007276	El005G258890	As011G253140
OG0007277	El005G259290	As011G253320
OG0007278	El005G259800	As011G253400
OG0007279	El005G259640	As011G253510
OG0007280	El005G259620	As011G253520
OG0007281	El005G259470	As011G253590, As012G271280
OG0007282	El005G260960	As011G254160
OG0007283	El005G260970	As011G254170
OG0007284	El005G261120	As011G254290
OG0007285	El005G261130	As011G254300
OG0007286	El005G261370	As011G254480
OG0007287	El005G261560	As011G254580
OG0007288	El005G261780	As011G254680
OG0007289	El005G265280	As011G255510
OG0007290	El005G265590, El005G265470	As011G255640
OG0007291	El005G265610, El005G265660	As011G255700
OG0007292	El005G266890	As011G256080
OG0007293	El005G267090, El002G084520	As011G256180
OG0007294	El005G267610	As011G256440
OG0007295	El005G267810	As011G256640
OG0007296	El005G271590	As011G260430
OG0007297	El001G010310, El006G305530	As011G261230
OG0007298	El005G271520	As011G261850
OG0007299	El005G272700	As011G262630
OG0007300	El005G273710	As011G263420
OG0007301	El005G274700	As011G264170
OG0007302	El005G274760	As011G264340
OG0007303	El005G275250	As011G264710
OG0007304	El005G276280	As011G265080
OG0007305	El005G277350	As011G265680
OG0007306	El005G277700	As011G265960
OG0007307	El005G278050	As011G266300
OG0007308	El005G278860	As011G267100
OG0007309	El005G248470	As012G267680
OG0007310	El002G140610	As012G268340
OG0007311	El002G140300	As012G268730
OG0007312	El002G140140	As012G268840
OG0007313	El002G139360	As012G269430
OG0007314	El002G137440	As012G270580
OG0007315	El002G136910	As012G270840
OG0007316	El002G136760	As012G270920
OG0007317	El002G136260	As012G271320
OG0007318	El002G135990	As012G271420
OG0007319	El002G134250	As012G272440
OG0007320	El002G133330	As012G272970
OG0007321	El002G132520	As012G273110
OG0007322	El002G132750	As012G273370
OG0007323	El002G131980, El001G047360	As012G273780
OG0007324	El002G131710	As012G273920
OG0007326	El003G171440	As012G274270
OG0007327	El003G171460	As012G274300
OG0007328	El003G172040	As012G274620
OG0007329	El006G296360	As012G274940
OG0007330	El006G296380, El005G275920	As012G274960
OG0007331	El005G259990	As012G275610
OG0007332	El001G022430	As012G275630
OG0007333	El001G022710	As012G275870
OG0007334	El001G022910	As012G276020
OG0007335	El001G022920	As012G276040
OG0007336	El001G023780	As012G276720
OG0007337	El001G022140	As012G278680
OG0007338	El001G022000	As012G279050
OG0007339	El001G025150	As012G279530
OG0007340	El001G025400	As012G280270
OG0007341	El001G025740	As012G280940
OG0007342	El001G026470	As012G281940
OG0007343	El003G150390	As012G282120
OG0007344	El001G027030	As012G282270
OG0007345	El001G027830	As012G282960
OG0007346	El001G028200	As012G283280
OG0007347	El001G030310	As012G284950
OG0007348	El001G030330	As012G284980
OG0007349	El003G174740, El001G031200	As012G285660
OG0007350	El001G032370	As012G286720
OG0007351	El001G032580	As012G286820
OG0007352	El001G033220	As012G287380
OG0007353	El001G034300	As012G288010
OG0007354	El001G034390	As012G288070
OG0007355	El001G035520	As012G289070
OG0007413	El003G155690	As001G000150
OG0007414	El003G155400	As001G000370
OG0007415	El003G155380	As001G000390
OG0007416	El003G155210	As001G000570
OG0007417	El003G155120	As001G000650
OG0007418	El003G154990	As001G000730
OG0007419	El003G153850, El003G153980	As001G001370
OG0007420	El003G153610	As001G001520
OG0007422	El003G153140	As001G001890
OG0007423	El003G153060	As001G002040
OG0007424	El003G152810	As001G002290
OG0007425	El003G152420	As001G002640
OG0007426	El003G151800	As001G003380
OG0007427	El003G151690	As001G003490
OG0007428	El003G151590	As001G003640
OG0007429	El003G151550	As001G003690
OG0007430	El003G151440	As001G003780
OG0007431	El003G151420	As001G003800
OG0007432	El003G151200	As001G003990
OG0007433	El003G155970	As006G131030, As003G071030, As003G071040, As003G070990, As001G004430, As001G004440, As006G131020, As006G131130
OG0007434	El003G150660	As001G004660
OG0007435	El003G150650	As001G004670
OG0007436	El003G150610	As001G004700
OG0007437	El003G150590	As001G004730
OG0007438	El003G150480	As001G004880
OG0007439	El003G150210	As001G005170
OG0007440	El003G149990	As001G006410
OG0007441	El003G149450	As001G009850
OG0007442	El003G149570	As001G010220
OG0007443	El003G149250	As001G010250, As001G015350
OG0007444	El003G149260	As001G010280, As001G015340
OG0007445	El003G148860	As001G012310
OG0007446	El003G148270	As001G012840
OG0007448	El003G148480	As001G013680
OG0007449	El003G148500	As001G013720
OG0007450	El003G148560	As001G013760
OG0007451	El003G148000	As001G014130
OG0007452	El003G147950	As001G014200, As011G263190
OG0007453	El003G147860	As001G014260
OG0007454	El003G147840	As001G014280
OG0007455	El003G147650	As001G014480
OG0007456	El003G147480	As001G014770
OG0007458	El002G118760	As001G016010, As004G079130
OG0007459	El002G118780	As001G016030
OG0007460	El002G119140	As001G016440
OG0007461	El002G119470	As001G016650
OG0007462	El002G119530	As001G016680
OG0007464	El003G170460	As001G017540
OG0007465	El003G170730	As001G017760
OG0007466	El003G171200	As001G018070
OG0007467	El003G171310	As001G018240
OG0007468	El004G210720	As001G018360
OG0007469	El004G209200	As001G018600
OG0007470	El003G172810	As001G019110
OG0007471	El004G206920	As001G019140
OG0007472	El001G074310	As001G019200
OG0007473	El004G204530	As001G019690
OG0007474	El004G202480	As001G020310
OG0007475	El004G200130	As001G021380
OG0007476	El004G199870	As001G021500
OG0007477	El002G094210	As008G186460, As001G021550
OG0007478	El004G199340	As001G021730
OG0007479	El004G199180	As001G021870
OG0007480	El004G199140	As001G021900
OG0007481	El001G035980	As001G022200
OG0007482	El001G036080	As001G022300
OG0007483	El001G036170	As001G022400
OG0007484	El001G036790	As001G022940, As009G212260
OG0007485	El002G098790	As001G022980, As008G182690
OG0007486	El001G037950	As001G023750
OG0007487	El001G038080	As001G023850
OG0007488	El001G038190	As001G023910
OG0007489	El001G038430	As001G024010
OG0007490	El001G038600	As001G024150
OG0007491	El002G103450	As001G024210
OG0007492	El001G039410	As001G024610
OG0007493	El001G039800	As001G024800
OG0007494	El001G040040	As001G024930
OG0007495	El001G040740	As001G025310
OG0007496	El001G040810	As001G025350
OG0007497	El001G041290	As001G025690
OG0007498	El001G041560	As001G025820
OG0007499	El001G041630, El001G041650	As001G025890
OG0007500	El001G041690	As001G025930
OG0007501	El001G041890	As001G026080
OG0007502	El001G041900	As001G026090
OG0007503	El001G042250	As001G026280
OG0007504	El001G042670	As001G026630, As001G026650
OG0007505	El001G045020	As001G027680
OG0007506	El001G045070	As001G027720
OG0007507	El001G045490, El003G188970	As001G027870
OG0007508	El001G045630	As001G027900
OG0007509	El001G046260	As001G028100
OG0007510	El004G217290	As001G028260
OG0007511	El004G217070	As001G028440
OG0007512	El004G216310	As001G028570
OG0007513	El004G215300	As001G029040
OG0007514	El004G215210	As001G029070
OG0007515	El004G214250	As001G029280
OG0007516	El004G212700	As001G029510
OG0007517	El001G063040, El001G064650	As001G030150
OG0007518	El004G193960	As001G030360
OG0007519	El002G140000	As001G030410
OG0007520	El004G194740	As001G030810
OG0007521	El004G195110	As001G030970
OG0007522	El004G195780	As001G031230
OG0007523	El008G369310, El004G196260, El008G369300	As001G031450
OG0007524	El004G196350, El008G369180	As003G064110, As001G031470
OG0007525	El004G196720	As001G031600
OG0007526	El004G196980	As001G031670
OG0007527	El004G198050	As001G032080
OG0007528	El004G198130	As001G032120
OG0007529	El004G198270	As001G032210
OG0007530	El005G248440	As002G032330
OG0007531	El005G248420	As002G032350
OG0007532	El005G248410	As002G032360
OG0007533	El005G248270	As002G039160
OG0007534	El003G155950	As002G032470
OG0007535	El003G158660	As002G032510
OG0007536	El003G158520	As002G032610
OG0007537	El003G158430	As002G032670
OG0007538	El006G288650	As002G033640
OG0007540	El006G288780	As002G033740
OG0007541	El005G244340	As002G034000
OG0007542	El005G244350	As002G034010
OG0007543	El005G244400	As002G034070
OG0007544	El005G244680	As002G034350
OG0007545	El005G244720	As002G034380
OG0007546	El005G244940	As002G034700
OG0007547	El005G245040	As002G034850
OG0007548	El001G078930	As002G035160, As002G035170
OG0007549	El005G245300	As002G035190
OG0007550	El005G245420	As002G035290
OG0007551	El005G245690	As002G035580
OG0007552	El005G245890	As002G035940, As002G035880
OG0007553	El001G077950	As002G035980
OG0007554	El005G246170	As002G036350
OG0007555	El005G246680	As002G036990
OG0007556	El005G246740	As002G037160
OG0007557	El005G246950	As002G037210
OG0007558	El005G247080	As002G037380
OG0007559	El005G247280	As002G037460
OG0007560	El005G247380	As002G037530
OG0007561	El005G247420	As002G037550
OG0007562	El005G247540	As002G037620
OG0007563	El003G155890	As002G037770
OG0007564	El005G247720	As002G037980
OG0007565	El005G247730	As002G038000
OG0007566	El005G247770	As002G038170
OG0007567	El005G248110	As002G038870
OG0007568	El005G248130	As002G038890
OG0007569	El001G028690	As002G039630
OG0007570	El007G344830	As002G040500
OG0007571	El007G365840	As002G041280, As002G041250, As002G041300, As002G041320, As004G089330
OG0007572	El002G130140	As002G041540, As003G065590
OG0007573	El007G343530	As002G042350
OG0007574	El007G343470	As002G042420
OG0007575	El007G343370	As002G042580
OG0007576	El007G343330	As002G042650
OG0007577	El003G149320	As002G042750
OG0007578	El007G341140	As002G044270
OG0007579	El007G339830	As002G044710
OG0007580	El007G339910	As002G044760
OG0007581	El007G340040	As002G044880
OG0007582	El007G340160	As002G044950
OG0007583	El007G340190	As002G044990
OG0007584	El007G339780, El006G299870	As002G045050
OG0007585	El007G339700	As002G045160
OG0007586	El007G338550	As002G045510
OG0007587	El007G338760	As002G045650
OG0007588	El007G338010	As002G046150
OG0007589	El007G337830	As002G046360
OG0007590	El007G337390	As002G046700
OG0007591	El007G336520	As002G047370
OG0007592	El007G336260	As002G047630, As006G134350
OG0007593	El007G336060	As002G047840
OG0007594	El007G335960	As002G047940
OG0007595	El002G094840	As002G048210, As008G185900
OG0007596	El007G335040	As002G048580
OG0007597	El007G334860	As002G048660
OG0007598	El007G334830	As002G048710
OG0007599	El007G334750	As002G048760
OG0007600	El007G334330	As002G049080
OG0007601	El007G334260	As002G049130
OG0007602	El007G333930	As002G049330
OG0007603	El007G333780	As002G049470
OG0007604	El007G333370	As002G049960
OG0007605	El001G049450	As002G050100
OG0007606	El001G068320	As002G050240
OG0007607	El001G068580	As007G162250, As002G050510
OG0007608	El001G068660	As002G050580
OG0007609	El001G068720	As002G050630
OG0007610	El001G068850	As002G050750
OG0007611	El001G069110	As002G050880
OG0007612	El001G069240	As002G050980
OG0007613	El001G069400	As002G051150
OG0007614	El001G069490	As002G051200
OG0007615	El001G069580	As002G051310
OG0007616	El001G069760	As002G051480
OG0007617	El001G070180	As002G051800
OG0007618	El001G070210	As002G051820
OG0007619	El001G070440	As002G052020
OG0007620	El001G070880	As002G052200
OG0007621	El001G071290	As002G052610
OG0007622	El001G072810	As002G054000
OG0007623	El001G073040	As002G054180
OG0007624	El001G073160	As002G054260
OG0007625	El001G073250	As002G054330
OG0007626	El001G073630	As002G054700
OG0007627	El001G073670	As002G054730
OG0007628	El001G073900	As002G054930
OG0007629	El001G074510	As002G055450
OG0007630	El001G074570	As002G055510
OG0007632	El003G168990	As003G056210
OG0007633	El003G168830	As003G056350
OG0007634	El003G168710	As003G056410
OG0007635	El003G168650	As003G056470
OG0007636	El003G168150	As003G056830
OG0007637	El001G005710	As003G057290
OG0007638	El003G167420	As003G057330
OG0007639	El003G167300	As003G057410
OG0007640	El003G166970	As003G057600
OG0007641	El003G166590	As003G057780
OG0007642	El003G165890	As003G058150
OG0007643	El003G165730	As003G058280
OG0007643	El007G361600	As004G087160
OG0007644	El007G328570	As003G058290
OG0007645	El003G165360	As003G058640
OG0007646	El003G165090	As003G058900
OG0007647	El001G004770	As004G086180, As003G059420
OG0007648	El003G164630	As003G059450
OG0007649	El003G164250	As003G059710
OG0007650	El003G163590	As003G060110
OG0007651	El003G163550	As003G060230
OG0007652	El003G163400	As003G060310
OG0007653	El003G163250	As003G060380
OG0007654	El003G162970	As003G060510
OG0007655	El003G162890	As003G060590
OG0007656	El003G162790	As003G060680, As004G085030
OG0007657	El003G162600	As003G060890
OG0007658	El003G162390	As003G061000
OG0007659	El003G162320	As003G061020
OG0007660	El003G161450	As003G061680
OG0007661	El003G161250	As003G061830
OG0007662	El003G160960	As003G062020
OG0007663	El002G120950	As003G062600, As004G083690
OG0007664	El002G120990	As003G062640
OG0007665	El002G121160	As003G062770
OG0007666	El002G122180	As003G063120
OG0007667	El002G123270	As003G063470
OG0007668	El002G125120	As003G064170
OG0007669	El002G128190	As003G064450
OG0007670	El002G130580	As003G065430
OG0007671	El002G129400	As003G065880
OG0007672	El002G130680	As003G066810
OG0007673	El005G242990	As003G067020, As008G191680
OG0007674	El002G113720	As003G068540
OG0007675	El002G113940	As003G068870
OG0007676	El006G315920	As003G068950, As006G121750, As011G266980
OG0007677	El002G114230	As003G069090
OG0007678	El002G114330	As003G069190
OG0007679	El002G115080	As003G069840
OG0007680	El002G116360	As003G070710
OG0007681	El002G116650	As003G070870
OG0007682	El002G117360	As003G071260, As012G274930
OG0007683	El002G117380	As003G071280
OG0007684	El002G117450	As003G071350
OG0007685	El003G146740	As003G071760
OG0007686	El001G079630	As003G071850, As010G236490
OG0007687	El003G146410	As003G072110
OG0007688	El003G146240	As003G072240
OG0007689	El003G146180	As003G072290
OG0007690	El003G145900	As003G072520
OG0007691	El003G145680	As003G072710
OG0007692	El003G145660	As003G072730, As003G072750
OG0007693	El003G145430	As003G072960
OG0007694	El003G145180	As003G073210
OG0007695	El006G318450	As007G179490, As003G073250
OG0007696	El003G145030	As003G073340
OG0007697	El003G144520	As003G073830
OG0007698	El003G144650	As003G073980
OG0007699	El003G144360	As003G074030
OG0007700	El003G172940, El003G144350	As003G074040
OG0007701	El003G144200	As003G074180
OG0007702	El003G143910	As003G074430
OG0007703	El003G143770	As003G074580
