Orthogroup	Erysimum_linariifolium	Odontarrhena_muralis
OG0003905	El004G229350	Om004G136070
OG0003906	El002G108830	Om004G143830
OG0003907	El004G228720	Om004G136780
OG0003908	El004G232310	Om004G132450
OG0003909	El004G232910	Om004G131800, Om004G131790
OG0003910	El005G250460, El001G045770, El001G045780, El005G250450, El002G102260	Om002G058980
OG0003911	El002G121650, El005G250850, El004G216340	Om002G059510
OG0003912	El005G251770	Om002G060530
OG0003912	El002G138790, El002G138800	Om003G093470, Om003G093480
OG0003914	El005G252840	Om002G061910
OG0003915	El005G256450	Om002G066270, Om002G066260, Om002G066290
OG0003916	El005G244550, El005G257300	Om002G067180
OG0003917	El005G257960	Om002G067890
OG0003918	El005G258460	Om005G220450, Om002G068440, Om002G068420
OG0003919	El005G260130, El005G260120	Om002G069860
OG0003920	El005G261980	Om002G071180
OG0003921	El005G277930	Om002G087040
OG0003921	El001G010650	Om004G174280
OG0003922	El002G138830, El002G138820, El002G138150	Om003G092850
OG0003923	El002G131350, El002G131360	Om003G100070
OG0003924	El001G022070	Om006G256830
OG0003925	El001G026090, El001G026110	Om006G252230, Om006G252210
OG0003926	El001G033030	Om003G126100
OG0003928	El005G238700	Om003G096620, Om003G106800, Om006G251040
OG0003929	El003G173950, El004G214310	Om003G102010
OG0003930	El002G108250	Om005G178280
OG0003931	El003G190630	Om002G085250
OG0003931	El002G101730	Om005G198910
OG0003932	El003G186160	Om004G153890, Om003G106570, Om001G014600
OG0003933	El001G045520, El001G045480	Om002G067490
OG0003935	El001G074590	Om004G169180
OG0003936	El003G159100	Om007G286380
OG0003948	El003G153200	Om004G154260, Om001G025260
OG0003949	El003G152370, El003G152380	Om001G026530
OG0003950	El002G119370	Om007G277270
OG0003951	El003G171290	Om007G275620
OG0003952	El004G208810	Om006G231350
OG0003953	El004G200160	Om005G221940
OG0003954	El001G037080	Om006G274850
OG0003955	El001G037990	Om006G274350
OG0003956	El006G281780	Om003G100100
OG0003958	El003G185620	Om007G314060
OG0003958	El004G215320	Om005G213960
OG0003959	El006G288760	Om008G329220
OG0003960	El001G077960	Om004G172710
OG0003961	El005G246350	Om002G054220
OG0003961	El001G076980	Om004G171820
OG0003962	El005G246960	Om002G054840
OG0003963	El004G196090	Om008G350090
OG0003965	El007G343350	Om003G111660
OG0003966	El003G155980	Om001G021840
OG0003967	El001G069310	Om004G162540
OG0003968	El001G052340	Om006G240570
OG0003968	El001G069960	Om004G163460
OG0003969	El001G070190	Om004G163730
OG0003970	El001G071170	Om004G164930
OG0003970	El001G054240	Om006G239660
OG0003972	El003G176150, El001G074140	Om004G168510
OG0003973	El007G366340	Om008G362150
OG0003974	El001G023050	Om006G255710
OG0003974	El003G167920	Om001G002590
OG0003975	El003G165180	Om001G006420, Om008G357460
OG0003977	El005G253780, El001G023710	Om005G221960, Om011G366040, Om005G218550, Om006G255100
OG0003980	El003G145670	Om001G036340
OG0003981	El003G145570	Om001G036540
OG0003982	El003G144470, El003G144460	Om001G038230
OG0003983	El006G319730	Om004G153920
OG0003984	El001G009100, El001G009120	Om008G347510, Om008G347470
OG0003985	El007G360560, El007G360450, El007G360580, El007G360700, El007G360670, El007G360590, El007G360630, El001G005210	Om008G354310
OG0003986	El007G363850	Om008G358610
OG0003986	El007G363840	Om008G358600
OG0003987	El005G268810	Om004G132750
OG0003988	El003G175110	Om003G102760
OG0003989	El003G172590	Om003G101330
OG0003990	El001G042100, El003G192200	Om007G317920, Om008G324650
OG0003991	El001G034490	Om003G127840
OG0003991	El006G280840	Om008G320040
OG0003992	El006G281040	Om008G320240
OG0003993	El007G335230, El001G033280	Om005G208760, Om003G126410
OG0003994	El002G110220, El004G221010	Om005G208950
OG0003995	El006G284750	Om008G324010
OG0003996	El006G285040	Om008G324570, Om008G324520
OG0003997	El001G081790	Om004G176880
OG0003998	El001G080800	Om004G176010
OG0003999	El005G245710	Om002G053210
OG0004000	El003G188780, El007G330620, El001G014270	Om006G245080
OG0004001	El007G331770	Om006G246270
OG0004002	El007G327020	Om006G234120
OG0004003	El006G306660	Om007G284600
OG0004004	El001G001100	Om004G158200
OG0004005	El006G301720	Om007G280650
OG0004006	El006G306610	Om007G284560
OG0004007	El005G239460	Om002G046530, Om008G340610
OG0004008	El005G239920	Om002G047020
OG0004009	El002G131510, El005G242500	Om003G099810
OG0004010	El005G243340	Om002G050680
OG0004011	El006G289360	Om008G330240
OG0004012	El006G289820	Om008G331270
OG0004013	El001G027010	Om006G251410
OG0004014	El003G181910, El002G125970	Om001G005190, Om002G082800
OG0004015	El006G290820	Om008G332330
OG0004016	El006G290520	Om008G331980
OG0004018	El001G072100	Om004G166200
OG0004019	El006G291550	Om008G333370, Om008G333360
OG0004021	El006G291700	Om008G333660
OG0004022	El006G316040	Om008G344800, Om003G095430
OG0004024	El002G100390	Om005G197300
OG0004025	El002G108530	Om004G143610
OG0004026	El007G343860	Om003G111400
OG0004027	El003G159370, El007G342600	Om007G286130
OG0004028	El003G158940	Om007G286590
OG0004029	El007G339350	Om003G115180
OG0004030	El006G316910	Om004G153400, Om018G374060
OG0004031	El006G295150, El006G295140	Om008G338060
OG0004032	El006G321730	Om004G156620
OG0004033	El002G095690, El004G197900	Om005G191550
OG0004034	El004G196330	Om008G346800, Om003G095140, Om003G095160, Om003G095150, Om001G033170
OG0004035	El002G090300, El002G090470	Om005G185650, Om005G185490
OG0004036	El007G351360, El001G012000	Om003G116930
OG0004037	El005G267930, El002G084680, El005G260270	Om005G179730
OG0004038	El001G065340	Om007G298990
OG0004039	El001G051280	Om007G294420
OG0004040	El001G049260, El001G049320	Om007G293540
OG0004042	El001G047880, El001G047840, El001G047860	Om001G009180, Om008G337020, Om003G097250
OG0004043	El007G346060, El005G269110	Om003G091190, Om007G304020
OG0004044	El001G077130	Om004G171950
OG0004045	El001G054340	Om006G239570
OG0004045	El001G054360	Om006G239560
OG0004046	El001G056370	Om006G238230
OG0004047	El001G056430, El007G346830	Om006G238150
OG0004049	El007G329250	Om006G236550
OG0004050	El001G013670, El001G057470	Om006G244300
OG0004051	El001G058330	Om006G243600
OG0004052	El004G223160	Om005G206550, Om005G206530
OG0004053	El004G231590, El001G032980	Om004G133490
OG0004055	El005G249700, El001G051600	Om002G058070
OG0004056	El003G172230	Om003G100870
OG0004057	El005G253990	Om002G063660
OG0004058	El005G254000	Om002G063670
OG0004059	El005G254980	Om002G064730
OG0004060	El005G255240, El006G320300	Om002G064900
OG0004061	El005G255360	Om002G065100
OG0004061	El002G132410	Om003G099240
OG0004062	El005G255790	Om006G252810, Om002G065520
OG0004063	El005G256000	Om005G219140
OG0004064	El002G134960	Om003G096650
OG0004065	El005G259070	Om002G069040
OG0004066	El005G261150	Om002G070600
OG0004067	El005G267550, El007G352750	Om002G073830, Om002G059230
OG0004068	El007G344800, El005G272860	Om002G081650, Om003G098470, Om003G098810
OG0004069	El002G133300	Om003G098410
OG0004070	El005G251390	Om002G060140
OG0004071	El001G028270, El002G127220	Om003G119870
OG0004072	El001G029140, El006G287280	Om003G120890
OG0004073	El001G030860	Om003G123500
OG0004074	El003G192460	Om007G299680, Om007G318100
OG0004075	El007G361990	Om008G357310
OG0004077	El006G314120, El006G314150	Om008G335180, Om008G335190, Om008G333480, Om008G333530, Om004G144030, Om006G274270, Om008G333500
OG0004081	El001G004270, El005G245870	Om002G053500
OG0004082	El001G009760, El001G001990	Om004G158950
OG0004084	El001G039760, El001G039770	Om006G273030
OG0004086	El006G310110	Om005G213660, Om008G343050, Om004G171370, Om005G217030, Om007G313080, Om006G266520
OG0004087	El006G300190	Om007G279750
OG0004091	El003G152610, El006G318060	Om001G026230
OG0004092	El003G152520	Om001G026340, Om001G026350
OG0004093	El003G152150	Om001G026970
OG0004094	El003G148870	Om001G031500
OG0004095	El003G148780	Om003G117830, Om001G031690
OG0004096	El003G148160	Om001G032550
OG0004097	El004G203700, El004G205020	Om011G365160, Om020G374450
OG0004098	El002G093090	Om005G188590
OG0004099	El001G036190	Om006G275390
OG0004101	El007G336660, El003G162300	Om003G117490
OG0004102	El003G193490	Om007G318500
OG0004105	El007G338040	Om003G115990
OG0004106	El007G337600	Om003G116440
OG0004107	El006G289220	Om008G322560
OG0004108	El007G335900	Om003G118500
OG0004109	El001G070410	Om006G240150
OG0004110	El001G072300	Om004G166390
OG0004112	El007G329300	Om006G236580
OG0004113	El003G167970	Om001G002520
OG0004114	El003G167940	Om001G002570
OG0004115	El003G167590	Om001G002840
OG0004116	El003G165200	Om001G006380
OG0004117	El003G164860	Om001G006940
OG0004118	El003G164190	Om001G007820
OG0004120	El003G164950	Om001G006790
OG0004121	El002G127690	Om001G015500
OG0004122	El002G127270	Om001G015840
OG0004123	El002G114980	Om007G289380
OG0004125	El003G145520	Om001G036610
OG0004126	El007G343820	Om008G336460
OG0004127	El003G144570	Om001G038370
OG0004129	El002G090270	Om005G185450
OG0004131	El005G279510	Om002G088620
OG0004132	El002G126120	Om001G016770
OG0004134	El002G130930	Om007G286920
OG0004135	El001G008070, El003G161040	Om008G350640
OG0004136	El001G006780	Om008G352240
OG0004137	El007G366290	Om008G362030
OG0004139	El003G192390	Om007G318020
OG0004140	El006G280440	Om008G319490
OG0004141	El006G280860	Om008G320060
OG0004142	El006G284570	Om008G323870
OG0004142	El006G284580	Om008G323880
OG0004143	El006G285180	Om008G324820
OG0004144	El006G285960	Om008G325970
OG0004145	El006G286110	Om008G326060
OG0004146	El001G030200	Om003G122320
OG0004147	El001G059020, El001G011970	Om006G242830
OG0004148	El001G058480	Om006G243400
OG0004149	El001G057240	Om006G244560
OG0004150	El007G330840	Om006G245300
OG0004151	El007G332360	Om006G247070
OG0004152	El007G326370	Om004G145680, Om006G233310
OG0004153	El002G083210	Om005G178310
OG0004153	El001G000370	Om004G157370
OG0004154	El001G001290	Om004G158400, Om004G158390
OG0004155	El001G001340	Om004G158450, Om004G158460
OG0004156	El001G002890	Om004G159770
OG0004157	El001G002910	Om004G159820
OG0004158	El001G079980, El007G359360	Om007G277740
OG0004159	El002G086150	Om005G181290
OG0004160	El006G300290	Om007G279870
OG0004161	El006G300450	Om005G222790, Om007G279980, Om007G279990
OG0004162	El006G302160	Om007G281490
OG0004163	El006G302250	Om007G281630
OG0004164	El002G089360	Om005G184430
OG0004164	El006G302430	Om007G281760
OG0004166	El006G312520, El001G012180	Om004G149480
OG0004167	El003G156990	Om001G020040
OG0004168	El001G067270	Om007G301540
OG0004168	El005G235220, El005G235190	Om002G042360
OG0004169	El005G237370	Om002G044540
OG0004170	El005G238530	Om002G045640
OG0004171	El001G047300	Om007G303360
OG0004171	El005G239030	Om002G046150
OG0004172	El005G239860	Om002G046990
OG0004173	El005G239770	Om002G046880
OG0004174	El005G242870	Om002G050310
OG0004175	El006G289070	Om008G329630
OG0004176	El006G292490	Om008G335010
OG0004177	El006G292110	Om008G334270, Om008G334280
OG0004178	El002G100240	Om005G197120
OG0004179	El002G103210	Om005G200850
OG0004180	El001G040090	Om005G202170
OG0004181	El002G105080	Om005G202830
OG0004182	El004G223930	Om004G143170
OG0004183	El003G160130	Om004G148420
OG0004184	El003G160030	Om007G285600
OG0004186	El003G189720, El001G010430	Om007G290980
OG0004187	El003G159490	Om007G286020
OG0004188	El007G341720, El003G183610	Om005G186330
OG0004189	El002G096490	Om005G192480
OG0004190	El002G096020	Om005G192010, Om005G192000, Om005G192020
OG0004191	El002G091030	Om005G186280
OG0004192	El002G084970, El001G009000	Om005G180040
OG0004193	El007G341260, El004G198200	Om007G298870
OG0004194	El001G064990, El001G065000, El001G064830	Om007G298560
OG0004195	El001G063700, El006G319130	Om007G297270
OG0004196	El001G050270	Om001G019690, Om007G294000
OG0004197	El001G074830	Om004G169580
OG0004198	El001G052210, El001G052200	Om006G240630
OG0004199	El003G150900, El003G150910	Om004G162820
OG0004200	El001G055660	Om006G238870
OG0004201	El001G056680	Om006G237890
OG0004202	El007G329890	Om006G237190
OG0004203	El003G155590	Om006G235460, Om004G151720
OG0004204	El007G328020	Om006G235200
OG0004205	El007G332910	Om006G247600
OG0004206	El001G019490	Om006G260230
OG0004207	El001G014620	Om006G268080
OG0004208	El004G226170, El001G010080	Om004G140530, Om004G140510, Om006G239730
OG0004209	El004G223310	Om005G206310
OG0004210	El004G223500	Om005G206060
OG0004211	El006G312050, El004G223940	Om004G143160
OG0004212	El004G230890	Om004G134270
OG0004213	El004G226770	Om004G139780
OG0004214	El004G225390, El004G213830, El004G213810	Om004G141700
OG0004216	El004G233630	Om004G130940
OG0004217	El005G248510	Om002G056500
OG0004219	El005G252170	Om002G061030
OG0004220	El005G252700	Om002G061720
OG0004221	El003G166270	Om001G004630
OG0004223	El005G256410	Om002G066190
OG0004224	El005G256730	Om002G066640
OG0004225	El005G257100	Om002G066950
OG0004226	El005G259260	Om002G069180
OG0004227	El005G260080	Om002G069820
OG0004228	El005G260090	Om002G069830
OG0004229	El005G261070	Om002G070510
OG0004230	El005G261210	Om002G070640
OG0004231	El005G261990	Om002G071230
OG0004232	El005G265210	Om002G072570, Om002G072560
OG0004233	El005G265680	Om002G072860
OG0004234	El005G275530	Om002G084810
OG0004235	El005G277520	Om002G086680
OG0004236	El003G154940	Om001G023600
OG0004237	El003G184000, El003G183990	Om008G349870
OG0004238	El002G141080	Om003G089760
OG0004239	El002G140860	Om003G089930
OG0004239	El002G140880	Om003G089920
OG0004240	El002G139680	Om003G091580
OG0004241	El002G139330	Om003G092180
OG0004242	El002G138180	Om003G092880
OG0004243	El002G138460	Om003G093340
OG0004244	El002G135680	Om003G095970
OG0004245	El001G042710	Om003G099280
OG0004246	El002G131630	Om003G099770
OG0004248	El005G241930	Om002G049320
OG0004249	El001G051830	Om004G163150
OG0004250	El003G183310	Om004G130510
OG0004251	El001G028830	Om003G120500
OG0004252	El006G287000	Om008G326980
OG0004253	El001G032600, El004G213190, El003G174290	Om003G125790
OG0004254	El001G076630, El001G033690	Om003G126840
OG0004255	El001G034580	Om003G127930
OG0004258	El001G024310	Om006G252870
OG0004258	El006G287900	Om008G327950
OG0004259	El007G337990	Om008G324320
OG0004260	El001G000580	Om004G157630
OG0004262	El004G195870	Om005G226550, Om005G226610
OG0004265	El002G113520	Om003G115540, Om007G288150
OG0004275	El003G154790	Om001G023720
OG0004276	El005G277420	Om002G086110
OG0004277	El003G152910	Om001G025740
OG0004278	El003G151820	Om001G027430
OG0004279	El003G151580	Om001G027750
OG0004280	El003G149460	Om001G030530
OG0004281	El003G148570	Om001G031850
OG0004282	El003G147830, El004G233250	Om001G032950
OG0004283	El003G147200	Om001G033990
OG0004284	El002G118360	Om007G292020
OG0004285	El002G119560	Om007G277060
OG0004286	El004G208730, El004G208700	Om003G090610, Om005G217140
OG0004287	El001G036220	Om002G066020, Om001G007780
OG0004288	El001G037790	Om006G274500
OG0004289	El001G039360	Om006G273420
OG0004290	El001G041970	Om006G271460
OG0004290	El003G191880	Om007G317530
OG0004291	El007G366440	Om007G293290, Om002G072900
OG0004293	El004G211550	Om003G107010
OG0004294	El006G286540	Om008G326470
OG0004295	El006G288200	Om008G328500
OG0004296	El005G245330	Om002G052880
OG0004297	El005G246710	Om002G054570
OG0004298	El005G247610	Om002G055440
OG0004299	El007G343320	Om003G111630
OG0004300	El007G342820	Om003G112270
OG0004301	El007G342750	Om001G004310
OG0004302	El007G342260	Om003G112790
OG0004304	El007G333570	Om006G248240
OG0004305	El001G051550	Om006G240840
OG0004306	El001G068260	Om004G161380
OG0004307	El001G069650	Om004G163090
OG0004308	El001G071140	Om004G164800, Om004G164830, Om004G164860
OG0004309	El001G073320	Om004G167500
OG0004310	El001G073640	Om004G167890
OG0004311	El007G365030	Om008G360040, Om003G110710
OG0004312	El003G168320	Om001G001990
OG0004313	El003G167290	Om009G363820
OG0004314	El003G165790	Om001G005420
OG0004315	El003G165390	Om001G006050
OG0004316	El003G165070	Om001G006550
OG0004317	El003G164960	Om005G210010, Om001G006780
OG0004318	El003G162830	Om001G009390, Om001G009380
OG0004319	El003G162690	Om001G009610, Om001G009580, Om001G009620, Om001G009590
OG0004320	El003G161760	Om001G010510, Om001G010710
OG0004321	El003G160780	Om001G011480
OG0004323	El002G123930, El001G010220	Om001G013840
OG0004324	El005G261580	Om002G071000
OG0004326	El002G115620	Om007G290080
OG0004327	El002G117080	Om007G291020
OG0004328	El002G117220	Om007G291240
OG0004330	El003G146420	Om001G035240
OG0004331	El003G145310	Om001G036900
OG0004332	El003G145220	Om001G037040
OG0004333	El001G009310	Om008G348280, Om008G346930
OG0004334	El001G006840, El001G006860, El001G006810	Om008G352260
OG0004335	El004G214270, El003G182050	Om001G005010
OG0004336	El005G271140, El003G182540	Om002G078840
OG0004337	El005G269380, El003G180010	Om002G075930
OG0004338	El003G179720, El005G252260	Om003G105140
OG0004339	El003G175080	Om003G102720
OG0004340	El003G174490, El003G174470	Om003G102510
OG0004341	El003G174240, El001G076320	Om003G102320
OG0004342	El002G139310	Om003G089540
OG0004343	El001G035220	Om003G128680
OG0004344	El006G280850	Om008G320050
OG0004345	El006G281710	Om008G320990
OG0004346	El006G281970	Om008G321220
OG0004347	El004G228970	Om008G323710
OG0004348	El006G285730	Om008G325620
OG0004349	El001G029660	Om003G121540
OG0004350	El001G060350	Om006G241430
OG0004351	El001G026490	Om006G251880
OG0004351	El006G289670	Om008G330710
OG0004352	El006G289680	Om008G330730
OG0004353	El001G058130	Om006G243770
OG0004354	El007G331930	Om006G246550
OG0004355	El007G326860	Om006G233870
OG0004356	El007G326500	Om006G233510
OG0004357	El007G324680	Om006G231750
